#ɿ
ts[44]资姿咨兹[2]紫子梓
ɕ[44]书舒虚嘘输戌挥辉徽[11]薯垂谁[2]暑黍许毁水[35]庶恕税讳[51]署树睡瑞穗惠{贤~}慧{智~}
∅[44]於淤威[11]如余馀儒于盂榆逾愉喻芋为{作~}维惟唯违围纬[2]委伟苇[31]与雨宇禹羽愈乳[35]汝萎畏慰[51]誉预豫吁裕伪为{~什么}位胃谓

#ɑ
p[44]爸[35]□{祖母}[51]笔毕必弼
m[2]妈{姆~：母亲}[51]茂贸墨
f[11]浮[2]否
v[44]歪[51]郁
t[44]兜丢[2]斗{一~米}抖陡[35]斗{~争}
tʰ[44]偷[11]头投[2]㪗{~气：喘气}[35]透[51]豆逗秃
l[44]溜仂{拐~：瘸子}[11]楼流刘留榴硫[31]篓搂柳[35]馏[51]漏陋立笠粒栗六陆绿录
ts[44]邹周舟州洲[2]走酒帚[35]奏昼皱绉咒[51]蛰{惊~}执汁质织职窄足
tsʰ[44]秋抽雌[11]囚泅绸稠筹仇酬[2]丑{子~寅卯}丑{美~}[35]凑臭[51]袖就宙售集缉习袭涩湿七漆疾续侄秩直值俗
s[44]修羞馊收[2]手首守[31]受授[35]嗽绣秀锈瘦兽[51]宿寿十什拾实失室食识式饰肃粟
∅[44]啊[11]还{副词}

#iɑ
p[35]嫑{“不要”的合音}
tɕ[44]勾沟钩鸠阄纠[2]狗苟枸九久韭[35]够构购灸救究[51]菊掬吉级急
tɕʰ[44]丘[11]瘊{~子}求球[2]口[31]臼舅[35]扣寇[51]旧柩局曲锔
ȵ[11]牛[31]偶藕[51]肉玉狱
ɕ[44]休[11]侯喉猴[31]厚后後[35]朽[51]候蓄吸
∅[44]忧优幽瓯欧[11]柔揉尤邮由油游犹悠[31]有友酉莠诱也2[35]幼[51]又右佑柚釉揖入一1乙逸育欲浴

#uɑ
k[44]乖[2]寡拐[35]怪{妖~}[51]郭
kʰ[51]跨廓扩

#ɛ
p[44]□{烫~：旧式熨斗}[51]别鳖憋瘪
pʰ[51]撇
m[51]灭篾
t[2]底{~物：什么}[51]跌
tʰ[51]帖叠碟蝶铁
l[11]来1雷1[35]裂[51]猎列烈劣
ts[44]遮[2]姐宰2载2滓[35]借蔗最再穄{~粟：高粱}[51]接节哲折浙
tsʰ[44]车[11]邪斜[2]且扯[51]谢妾捷摺切截绝彻撤辙舌
s[4]赊鳃[11]蛇余{姓}[2]写舍{~得}35]泻卸碎粹赦舍{宿~}[51]射麝誓逝摄涉薛泄设雪戍蟀蚀{日~}
∅[35]□{语气词，表惊讶}

#iɛ
tɕ[51]给揭结洁劫
tɕʰ[11]茄渠{他}[35]去{~城里}[51]杰
ȵ[51]艺业孽热聂镊捏
ɕ[44]些2[31]社柿[51]协歇蝎胁
∅[11]耶{~稣}爷阎{~王}[31]野也1[51]夜叶页

#ɤ
p[44]杯□{竹~：竹竿儿做的教鞭}[35]辈背{后~}
pʰ[44]胚[22]培陪赔裴□{花瓣}[2]剖[35]配[51]沛倍佩鐾背{~诵}焙{~火}婢勃
m[2]梅枚媒煤[31]每[35]没[51}妹昧物{东西}
f[51]佛
v[44]哀埃煨[31]蔼[35]爱[51]物{~理}勿
t[44]堆[35]戴对碓队[51]得{爬~上去}
tʰ[44]胎苔{舌~}推[11]台苔{青~}抬[2]腿[31]待怠殆[35]退蜕[51]代袋隶兑突
l[11]雷2来2[31]儡垒[51]例厉励内累芮律率
ts[2]宰1载1
tsʰ[44]猜催崔[11]才材财裁[2]彩采睬[31]在罪
k[44]该歌2哥2[11]□{~罗：在}[2]改[35]盖丐刽个2[51]骨
kʰ[44]开魁奎[2]凯傀可2[35]概溉会{~计}
ŋ[11]呆{~板}鹅1蛾1[35]饿1[51]碍
x[44]盔恢灰麾[11]回茴荷2河2何2[2]海亥[35]悔[51]害会{开~}绘汇{~报，词~}忽贿

#uɤ
k[44]规{读书音}[2]诡{读书音}
kʰ[44]亏{读书音}窥{读书音}[31]跪{读书音}
x[51]惠{读书音}慧{读书音}[2]毁{读书音}

#ø
tsʰ[51]术{白~}
s[51]恤
∅[11]儿{~子}而[31]尔{读字}耳饵[51]锐二贰悦阅越

#iø
tɕ[2]□{疖子}[51]厥决诀
tɕʰ[11]瘸[51]拙掘缺穴出屈倔
ȵ[51]月
ɕ[44]靴衰[35]帅赛[51]说血率术{算~}述秫

#o
p[44]波菠坡玻巴芭疤[2]把[35]霸坝[51]八钵拨
pʰ[11]爬琶婆杷{枇~}钯{~子}耙[35]怕[51]拔泼钹稗
m[44]妈[11]磨{动词}魔摩麻嫲{鸡~：母鸡}蟆[31]马码[51]骂磨{名词}抹{~布}末沫袜{袜子}
f[51]法乏发{头~}发{~展}伐筏罚
v[44]阿{~胶}窝挖莴蜗倭洼蛙[11]禾[51]话活呕{训读}豁
t[44]多[2]朵躲[51]掇答搭
tʰ[44]拖[11]驼[2]妥椭[31]舵惰{懒~}[51]脱夺塔踏榻溻踱达遢
l[44]罗{~唆}[11]罗{姓}锣箩骡螺脶[2]裸了{好~}[51]纳腊蜡捺辣瘌落{~雨：下雨}邋
ts[44]查{姓}渣楂□{洋~：镐}[2]左佐[35]诈榨炸[51]铡扎则鲫即闸摘责积迹只{量词}绩脊
tsʰ[44]搓叉杈差{~不多}岔钗[11]茶搽茬查{调~}[31]坐[51]撮杂插擦察戳浊镯猹{水~：水獭}
s[44]蓑梭唆沙纱[2]锁琐洒[51]刷萨杀朔□{我}
k[44]歌1哥1锅家加嘉瓜戈[2]果裹馃假贾[35]个1架驾嫁稼价挂卦[51]括夹甲胛割葛给
kʰ[44]科窠棵颗[2]可1剐[51]阔渴
ŋ[44]鸦丫挨俄凹[11]牙芽衙桠鹅2蛾2[2]雅哑[31]瓦我{自~}[35]亚砑{~平}饿2[51]鸭押
x[44]花虾{鱼~}[11]河1何1荷1和霞瑕虾{~蟆}桦华划{~船}[2]火伙祸[31]下[35]化[51]夏厦瞎辖滑猾喝
∅[31]我{新读}[51]袜{丝~}

#ɔ
p[44]褒[2]摆保堡宝[35]拜报[51]北逼百柏伯陌檗碧壁
pʰ[44]□{桑树~：桑葚}□{猪~：小猪}[11]排牌袍[35]派[51]败泊迫拍魄白帛
m[44]无2[11]埋毛无1[31]买[51]冒帽卖默麦脉
t[44]刀[2]祷岛倒{~下}打[35]带到倒{~水}[51]得{吃~}德的嫡
tʰ[44]叨{唠~}[11]滔掏桃逃淘陶萄涛[2]讨[31]道稻[35]太泰贷态套[51]大{~家}盗导特踢剔笛敌狄
l[44]拿[11]劳捞唠涝牢[31]脑恼老[51]奈赖癞耐肋勒力历
ts[44]灾栽斋遭糟昭招沼召朝{早上}[2]早枣者[35]债灶照诏[51]着2{拿~}
tsʰ[44]操超[11]曹槽朝{~代}潮[2]草[31]赵兆造皂[35]菜蔡躁糙[51]贼拆泽择策册栅籍席夕赤斥戚寂
s[44]筛骚臊烧[11]豺柴[2]洒嫂少{多~}[35]晒扫{~地，~帚}韶绍少{~年}[51]邵寨塞息熄值殖植惜昔适释石锡析色
k[44]皆阶秸佳街高膏羔糕[2]解稿[35]介界芥尬疥届戒械怪告[51]革隔鸽格
kʰ[44]楷[2]楷烤考[35]块靠犒快筷[51]咳{~嗽}客
ŋ[11]涯崖熬[2]矮袄[51]傲奥懊艾外岳握额扼轭
x[44]蒿[11]孩鞋怀槐淮豪壕毫[2]懈好{~坏}[31]蟹浩[35]耗好{喜~}[51]坏号画划{计~}赫吓核盒合狭峡洽郝堨{水坝}

#iɔ
p[44]标彪[2]表裱婊
pʰ[44]飘[11]瓢嫖[2]漂{~白}[35]票漂{~亮}
m[44]苗描[31]渺秒杪{梢}[51]庙妙谬
t[44]刁貂雕[35]钓吊调{~动}
tʰ[44]挑[11]条调{~粉}[35]跳[51]掉调{声~}
l[44]□{一种浅口小篮}[11]撩{惹}燎僚潦嘹疗聊辽寥[31]了{~解}鸟[51]料
ts[44]焦蕉椒[2]剿[35]醮
tsʰ[44]锹缲悄[11]樵[35]俏
s[44]消宵霄硝销萧箫[2]小[35]笑鞘{刀~}
tɕ[44]骄娇浇[2]缴饺[35]叫[51]戟击激
tɕʰ[11]乔侨桥荞[31]藠{一种蔬菜}[35]窍[51]轿刻克极剧吃
ȵ[11]饶尧铙[2]扰绕[51]逆箬
ɕ[44]嚣[2]晓侥[51]黑
∅[4]妖邀腰要{~求}幺吆[11]摇窑姚[2]也3娅{伯母}[31]舀[35]要{重~}[51]域益亦译易疫翼{蒲~：蝴蝶}鹞耀

#ɒ
p[44]包胞苞[2]饱[35]豹[51]博膊剥驳
pʰ[44]抛泡{一~屎}脬{尿~}[11]跑[31]鲍抱[35]泡{水~}炮[51]刨薄泊暴雹
m[11]茅锚矛谋[31]卯牡[51]貌
tʰ[44]他{其~}[51]托铎
l[44]那哪[11]拿{加~大}[51]闹落{角~}骆烙酪洛络乐{快~}
ts[2]找爪[35]罩笊[51]桌卓琢啄涿捉作酌着{穿}
tsʰ[44]抄[11]巢[2]炒吵[35]钞耖[51]昨凿绰着1{碰~}
s[44]搜[35]梢[51]索勺芍
k[44]交郊胶跤蛟[2]绞狡铰搅搞[35]教较窖[51]觉各阁搁胳角格
kʰ[44]敲[2]巧[51]确壳
ŋ[31]咬[35]坳[51]鄂恶岳
x[35]孝[51]校效鹤霍藿学

#iɒ
l[51]廖略掠
ts[51]爵雀鹊
tsʰ[51]嚼
s[51]削
tɕ[51]脚
tɕʰ[51]却
n[51]疟虐
∅[51]诺若弱约药钥跃

#ĩ
p[44]鞭编边[2]蝙扁匾[35]变
pʰ[44]篇偏[31]辫辨辩[35]骗遍片[51]汴便{方~}
m[11]绵棉眠[31]免娩勉[35]□{~者：那个}[51]面{~粉}面{方~}
t[44]颠[2]点典[35]店
tʰ[44]添天[11]甜田填[35]掭{~笔}[51]电殿奠佃垫簟
l[11]廉镰帘连联怜莲[31]敛殓[35]奶{训读}[51]练炼楝恋
ts[44]尖煎[2]剪[35]箭溅荐
tsʰ[44]签歼迁千笺[11]潜钱前全泉旋[2]浅渐[35]饯羡[51]践贱
s[44]仙鲜先宣[2]癣选[35]线
tɕ[44]沾粘瞻占{~卜}兼毡肩坚[2]茧趼枧检[35]舰键监占{~领}剑键建见战
tɕʰ[44]谦牵[11]钳缠蝉禅乾蟾[2]歉遣喘[31]俭[35]欠[51]件健腱
ȵ[44]黏[11]鲇言研{~碎}严年[31]染冉碾研{~磨}[51]砚验念
ɕ[44]掀轩喧[11]嫌贤舷[2]陕闪险显[31]善[35]扇宪献[51]现县
∅[44]淹阉腌蔫{~味}烟[11]炎盐檐然燃焉筵延[2]兖演[35]厌燕宴谚□{瘪~：秕谷}[51]艳焰

#ỹ
tɕ[44]专砖捐[2]转{~送}卷{~起来}[35]转{~圈}卷{书~}眷绢券
tɕʰ[44]穿川圈[11]传拳权颧[2]犬[31]倦[35]串劝
ȵ[11]元原源阮[31]软[51]愿
ɕ[11]船玄悬[35]楦
∅[44]冤渊[11]圆员缘沿铅袁园援[2]宛[31]远[35]怨[51]院

#ɑ̃
p[44]帮邦梆浜[2]榜绑
pʰ[11]滂旁螃[31]傍谤棒[35]胖
m[11]忙芒茫盲[31]网{鱼~}[51]望{~一~}
f[44]方肪芳[11]房防[2]仿纺彷访[35]放
v[44]汪[11]亡忘王{大~}[31]枉往网{~络}[51]旺{火~}望{希~}
t[44]当{应~}[2]党挡[35]当{~铺}
tʰ[44]汤[11]堂棠螳唐糖塘[2]倘躺[31]荡[35]烫趟
l[11]囊郎廊狼[31]朗[51]浪
ts[44]脏[35]葬障瘴
tsʰ[44]仓苍窗[11]藏{包~}[51]藏{西~}脏{心~}
s[44]桑丧{~事}[2]磉{~石}嗓爽[35]丧{~失}
k[44]冈岗刚纲钢缸江豇□{和}[2]讲港[35]扛降{下~}虹
kʰ[44]康糠慷[2]□{~蟆：青蛙}[35]抗炕囥{藏，放}
ŋ[11]昂
x[44]夯[11]行{银~}航杭降{投~}[31]项[51]巷
∅[44]肮□{复数词尾“们”}[35]□{语气词，表示反问或加重语气}

#iɑ̃
m[44]猫
l[11]良凉量{动词}粮梁粱[31]两辆[51]亮谅量{数~}
ts[44]将{~来}浆[2]蒋奖桨[35]酱将{大~}
tsʰ[44]枪[11]墙详祥[2]抢[31]象橡[51]匠像
s[44]相{~信}箱厢湘襄镶[2]想[35]鲞相{~貌}
tɕ[44]张庄装章樟疆僵姜桩[2]长{~大}涨掌[35]壮帐账胀
tɕʰ[44]疮昌腔[11]长{~短}肠场强{~大}[2]闯厂强{勉~}[31]丈杖[35]唱倡创畅[51]状撞
ȵ[11]娘[31]仰[51]让
ɕ[44]霜孀香乡双[11]床[2]赏享响饷[35]向[51]上
∅[44]央秧殃[11]羊洋烊杨阳扬疡王{姓}[31]养痒壤攘嚷[51]样旺{兴~}

#uɑ̃
k[44]光[2]广[35]逛矿{~灰：块状的石灰}
kʰ[44]匡筐眶[35]旷况
x[44]荒慌[11]黄{大~}皇蝗横[2]谎

#ɤ̃
k[44]甘柑尴监艰间{中~}奸泔{~水}[2]感敢减简裥柬拣[35]鉴谏涧
kʰ[44]堪勘嵌刊[2]坎砍槛
ŋ[11]颜[31]眼{屁股~：肛门}[51]雁
x[11]含函咸衔闲[2]喊[31]憾限[51]陷馅
∅[44]庵

#ɔ̃
p[44]冰兵[11] □1{ “不曾”的合音}[2]丙秉饼并{合~}[35]柄□2{“不曾”的合音}
pʰ[44]拼[11]庞朋彭膨凭评坪平瓶屏萍[31]并{~且}蚌[35]聘1[51]病碰
m[11]萌明鸣盟名铭[31]猛蟒莽[51]孟命
v[11]黄{姓}横{~竖}
t[44]灯登丁钉{名词}疔[2]等顶鼎[35]凳澄钉{动词}订
tʰ[44]厅汀[11]腾誉藤亭停廷庭[31]艇挺[35]听[51]邓锭定
l[44]拎1[11]能陵凌菱宁灵零铃伶拎2[31]冷岭领[51]令另
ts[44]曾{姓}憎增僧征{~求}争筝精晶睛贞侦正{~月}[2]井整[35]症证正{~反}政
tsʰ[44]称{~重量}撑清青[11]曾{~经}惩橙情晴程呈[2]请逞[31]靖静[35]牚[51]赠净郑
s[44]生牲笙甥声星[11]乘承丞成城诚[2]搡{推}省醒[35]胜姓性圣腥{鱼~}[51]剩盛
k[44]更{三~}庚羹耕[2]哽粳耿[35]更{~强}
kʰ[44]坑倾
ŋ[44]莺鹦樱婴缨[51]硬
x[44]亨[11]弘行{银~}衡宏横{~行}[31]杏[51]幸行{品~}

#iɔ̃
tɕ[44]京惊鲸荆经[2]境景警颈[35]敬竟镜径
tɕʰ[44]卿轻[11]茎[2]肯[35]庆磬[51]竞
ȵ[11]迎
ɕ[44]兴{~旺}馨兄[11]形型刑行{不~}[35]兴{高~}
∅[44]应{~该}鹰英[11]蝇荣营莹盈赢[2]永影颖[31]咏泳[35]应{答~}

#um
f[44]翻蕃[11]凡帆藩烦矾繁[2]反[31]范{模~}范{姓}犯[35]贩[51]饭
t[44]耽担{~任}[2]胆[35]担{挑~}
tʰ[44]贪[11]谭谈痰[2]毯[35]探[51]淡
l[11]南男蓝篮[31]览揽榄滥缆
ts[44]簪[2]斩[35]站{车~}
tsʰ[44]参{~加}搀[11]蚕惭谗馋[2]惨[31]赚[51]暂
s[44]三杉衫

#om
p[44]班斑颁般搬[2]板版扳[35]扮半绊
pʰ[44]潘攀[11]爿{一~店}盘[35]盼叛判[51]办
m[11]蛮瞒馒[51]慢漫幔
t[44]丹单端[2]短[35]旦锻
tʰ[44]滩摊[11]檀坛弹{~琴}团[31]断[35]炭叹[51]坦诞但蛋段缎弹{子~}
n[11]难{困~}兰拦栏鸾[31]懒暖卵[51]难{灾~}烂乱
ts[2]盏[35]赞篆钻
tsʰ[44]餐[11]残[2]铲[31]栈[35]灿篡
s[44]山酸闩拴[2]散{~文}伞产[35]散{分~}算蒜
k[44]干{~净}肝竿乾官棺观冠{衣~}关[2]杆秆赶管馆[35]干{~部}贯灌罐冠惯
kʰ[44]宽[2]款[35]看
x[44]欢[11]寒韩桓还{动词}环[31]罕旱缓[35]汉唤焕[51]汗焊翰幻换患宦

#ɔm
pʰ[11]蓬篷棚[2]捧[35]聘2
m[11]蒙[31]懵蠓□{费力地看}[51]梦
f[44]风枫疯丰封峰蜂锋[11]冯逢缝{~衣裳}[31]奉凤[35]讽[51]缝{裂~}
v[44]翁[35]瓮蕹{~菜}
t[44]东冬[2]董懂[35]冻栋
tʰ[44]通[11]同铜桐筒童瞳[2]桶统[31]动[35]痛[51]洞
l[11]笼聋龙[31]拢陇垅[35]弄{~子：巷}[51]弄{~饭}
ts[44]棕鬃宗中{~国}终钟盅舂{~头：点头}[2]总种{~子}[35]粽中{射~}众纵种{~树}
tsʰ[44]聪囱葱匆充冲舂[11]丛虫从重{~新}菘[31]重{轻~}[35]铳[51]仲诵颂讼
s[44]嵩松{~树}松{放~}[11]怂[35]送宋
k[44]公蚣工功攻[35]贡汞
kʰ[44]空{~气}[2]孔[35]控空{有~}
x[44]烘轰[11]红洪鸿[2]哄{起~}[35]哄{骗}

#iɔm
tɕ[44]弓躬宫恭供中{~间}[2]拱{~门}巩
tɕʰ[11]穷[2]恐[51]共
ȵ[11]降农浓脓
ɕ[44]胸凶[11]崇熊雄[35]嗅
∅[44]雍痈[11]戎绒融茸容蓉庸[31]拥甬勇[35]壅[51]用

#ɐin
p[44]彬宾槟奔[2]禀本[35]殡鬓
pʰ[11]便{~宜}贫频盆[2]品[51]笨喷
m[11]民门们蚊{~虫：蚊子}[31]悯敏闽[51]闷
f[44]分芬纷[11]焚坟[2]粉[35]粪奋[51]愤忿份
v[44]恩温瘟[11]文纹蚊{~子}闻匀云[2]稳隐允[51]问韵运
t[44]敦墩蹲[35]顿瞪
tʰ[44]吞[11]屯豚[2]□{傻，笨}[31]囤盾
l[11]林淋临邻鳞磷仑伦沦轮[51]嫩论
ts[44]针津珍榛真尊遵盹蒸[2]枕诊疹怎准拯[35]浸颤进晋振震俊甑这{训读}
tsʰ[44]侵亲村皴椿春称2{~重量}[11]沉寻{~死}秦陈存旬循巡□{门~：门槛}[2]蠢[35]寸秤称{相~}[51]尽
s[44]心森参{人~}深辛新薪身申伸孙升狲[11]神娠辰晨臣唇纯醇绳塍寻{~找}[2]沈审婶甚损笋榫[31]殉[35]渗信讯逊迅舜[51]肾慎顺
k[44]跟
ŋ[31]眼{~睛}
x[11]痕[31]很[51]恨
∅[11]人3

#iɐin
tɕ[44]今金襟巾斤筋[2]锦紧仅谨[35]禁劲[51]近2
tɕʰ[44]钦[11]琴禽擒芹勤芩[51]近1
ȵ[11]银吟人2壬[51]认任纫
ɕ[44]欣[35]衅{挑~}
∅[44]因姻殷音阴[11]人1仁寅淫[2]饮引[31]忍饮[35]印[51]刃润闰

#uɐin
k[44]根均钧军君[2]滚[31]牛桊{牛~}
kʰ[44]昆{~明，~仑}[11]群裙[2]恳垦捆窘菌[35]困磡{台阶}
ŋ[35]暗
x[44]昏婚熏薰荤[11]魂浑衔[35]训[51]混

#m̩
∅[44]安鞍豌弯湾[11]顽完丸[2]晚碗腕挽[31]皖母{丈~}姆{~妈：母亲}[35]按案暗[51]岸玩{古~}万

#n̩
∅[11]儿{一吊~：一点儿}[2]唔{应答声}[31]尔{你}[35]唔{~者：这个}
