小韻號	小韻細分	首字	反切	聲母	呼	等	重紐	韻（平賅上去入）	韻（平賅上去）	聲調	攝	廣韻韻目	平水韻目	切韻拼音	古韻羅馬字	有女羅馬字	白一平轉寫	unt切韻擬音L	unt切韻擬音J	msoeg中古擬音V8	潘悟雲擬音
1922		㱡	色庱	生	開	三		蒸	蒸	上	曾	上聲42拯	上聲24迥	sryngq	sringx	shonk	sringX	ʂɨ́ŋ	ʂɨ́ŋ	ʂɻɯŋˀ	ʂɨŋ˧˥
1923		等	多肯	端	開	一		登	登	上	曾	上聲43等	上聲24迥	teongq	tongx	tonk	tongX	tə́ŋ	tə́ŋ	tʌŋˀ	təŋ˧˥
1924		倗	普等	滂		一		登	登	上	曾	上聲43等	上聲24迥	pheongq	phongx	phonk	phongX	ᵱʰə́ŋ	pʰə́ŋ	pʰʌŋˀ	pʰəŋ˧˥
1925		肯	苦等	溪	開	一		登	登	上	曾	上聲43等	上聲24迥	kheongq	khongx	qonk	khongX	qʰə́ŋ	qʰə́ŋ	qʰʌŋˀ	kʰəŋ˧˥
1926		能	奴等	泥	開	一		登	登	上	曾	上聲43等	上聲24迥	neongq	nongx	nonk	nongX	nə́ŋ	nə́ŋ	nʌŋˀ	nəŋ˧˥
1927		有	云久	云		三		尤	尤	上	流	上聲44有	上聲25有	uq	iux	hiov	hjuwX	wú	wú	wuˀ	ɦɨu˧˥
1928		柳	力久	來		三		尤	尤	上	流	上聲44有	上聲25有	luq	liux	liov	ljuwX	lú	lú	ɭuˀ	lɨu˧˥
1929		狃	女久	孃		三		尤	尤	上	流	上聲44有	上聲25有	nruq	nriux	niov	nrjuwX	ɳú	ɳú	ɳuˀ	ɳɨu˧˥
1930		丑	敕久	徹		三		尤	尤	上	流	上聲44有	上聲25有	trhuq	thriux	thiov	trhjuwX	ʈʰú	ʈʰú	ʈʰuˀ	ʈʰɨu˧˥
1931		肘	陟柳	知		三		尤	尤	上	流	上聲44有	上聲25有	truq	triux	tiov	trjuwX	ʈú	ʈú	ʈuˀ	ʈɨu˧˥
1932		朽	許久	曉		三		尤	尤	上	流	上聲44有	上聲25有	huq	hiux	xiov	xjuwX	xú	xj̈ú	xuˀ	hɨu˧˥
1933		久	舉有	見		三		尤	尤	上	流	上聲44有	上聲25有	kuq	kiux	kiov	kjuwX	kú	kj̈ú	kuˀ	kɨu˧˥
1934		首	書九	書		三		尤	尤	上	流	上聲44有	上聲25有	sjuq	sjux	sjov	syuwX	ɕú	ɕú	çuˀ	ɕɨu˧˥
1935		醜	昌九	昌		三		尤	尤	上	流	上聲44有	上聲25有	tjhuq	chjux	tcov	tsyhuwX	tɕʰú	tɕʰú	tçʰuˀ	tɕʰɨu˧˥
1936		湫	在九	從		三		尤	尤	上	流	上聲44有	上聲25有	dzuq	ziux	dziov	dzjuwX	dzjú	dzjú	dzuˀ	dzɨu˧˥
1937		婦	房久	並		三		尤	尤	上	流	上聲44有	上聲25有	buq	biux	biov	bjuwX	bú	bʋú	buˀ	bɨu˧˥
1938		缶	方久	幫		三		尤	尤	上	流	上聲44有	上聲25有	puq	piux	piov	pjuwX	pú	pʋú	puˀ	pɨu˧˥
1939		糗	去久	溪		三		尤	尤	上	流	上聲44有	上聲25有	khuq	khiux	qiov	khjuwX	kʰú	kʰj̈ú	kʰuˀ	kʰɨu˧˥
1940		蹂	人九	日		三		尤	尤	上	流	上聲44有	上聲25有	njuq	njux	rov	nyuwX	ɲú	ɲú	ɲuˀ	ȵɨu˧˥
1941		舅	其九	羣		三		尤	尤	上	流	上聲44有	上聲25有	guq	giux	giov	gjuwX	ɡú	ɡj̈ú	ɡuˀ	ɡɨu˧˥
1942		紂	除柳	澄		三		尤	尤	上	流	上聲44有	上聲25有	druq	driux	diov	drjuwX	ɖú	ɖú	ɖuˀ	ɖɨu˧˥
1943		酉	與久	以		三		尤	尤	上	流	上聲44有	上聲25有	juq	jux	jov	yuwX	jú	jú	juˀ	jɨu˧˥
1944		受	殖酉	常		三		尤	尤	上	流	上聲44有	上聲25有	djuq	zjux	zjov	dzyuwX	dʑú	dʑú	dʝuˀ	dʑɨu˧˥
1945		滫	息有	心		三		尤	尤	上	流	上聲44有	上聲25有	suq	siux	siov	sjuwX	sjú	sjú	suˀ	sɨu˧˥
1946		䬀	於柳	影		三		尤	尤	上	流	上聲44有	上聲25有	quq	qiux	iov	'juwX	ʔú	ʔj̈ú	ʔuˀ	ʔɨu˧˥
1947		酒	子酉	精		三		尤	尤	上	流	上聲44有	上聲25有	tsuq	ciux	ziov	tsjuwX	tsjú	tsjú	tsuˀ	tsɨu˧˥
1948		𣸈	疎有	生		三		尤	尤	上	流	上聲44有	上聲25有	sruq	sriux	shov	srjuwX	ʂú	ʂú	ʂɻuˀ	ʂɨu˧˥
1949		帚	之九	章		三		尤	尤	上	流	上聲44有	上聲25有	tjuq	cjux	tjov	tsyuwX	tɕú	tɕú	tçuˀ	tɕɨu˧˥
1950		㤱	芳否	滂		三		尤	尤	上	流	上聲44有	上聲25有	phuq	phiux	phiov	phjuwX	pʰú	pʰʋú	pʰuˀ	pʰɨu˧˥
1951		掫	側九	莊		三		尤	尤	上	流	上聲44有	上聲25有	tsruq	criux	trov	tsrjuwX	tʂú	tʂú	tʂɻuˀ	tʂɨu˧˥
1952		𥣙	士九	崇		三		尤	尤	上	流	上聲44有	上聲25有	dzruq	zriux	drov	dzrjuwX	dʐú	dʐú	dʐɻuˀ	dʐɨu˧˥
1953		𩋄	初九	初		三		尤	尤	上	流	上聲44有	上聲25有	tsrhuq	chriux	chov	tsrhjuwX	tʂʰú	tʂʰú	tʂʰɻuˀ	tʂʰɨu˧˥
1954		秠	芳婦	滂		三		尤	尤	上	流	上聲44有	上聲25有	phuq	phiux	phiov	phjuwX	pʰú	pʰʋú	pʰuˀ	pʰɨu˧˥
1955		厚	胡口	匣		一		侯	侯	上	流	上聲45厚	上聲25有	ghouq	ghux	hov	huwX	ʁú	ʁú	ʁᵒuˀ	ɦu˧˥
1956		母	莫厚	明		一		侯	侯	上	流	上聲45厚	上聲25有	mouq	mux	mov	muwX	ᵯú	mú	mᵒuˀ	mu˧˥
1957		部	蒲口	並		一		侯	侯	上	流	上聲45厚	上聲25有	bouq	bux	bov	buwX	ᵬú	bú	bᵒuˀ	bu˧˥
1958		斗	當口	端		一		侯	侯	上	流	上聲45厚	上聲25有	touq	tux	tov	tuwX	tú	tú	tᵒuˀ	tu˧˥
1959		𪌘	天口	透		一		侯	侯	上	流	上聲45厚	上聲25有	thouq	thux	thov	thuwX	tʰú	tʰú	tʰᵒuˀ	tʰu˧˥
1960		苟	古厚	見		一		侯	侯	上	流	上聲45厚	上聲25有	kouq	kux	kov	kuwX	qú	qú	qᵒuˀ	ku˧˥
1961		藕	五口	疑		一		侯	侯	上	流	上聲45厚	上聲25有	ngouq	ngux	ngov	nguwX	ɴú	ɴú	ɴᵒuˀ	ŋu˧˥
1962		㨐	方垢	幫		一		侯	侯	上	流	上聲45厚	上聲25有	pouq	pux	pov	puwX	ᵱú	pú	pᵒuˀ	pu˧˥
1963		㝅	乃后	泥		一		侯	侯	上	流	上聲45厚	上聲25有	nouq	nux	nov	nuwX	nú	nú	nᵒuˀ	nu˧˥
1964		叜	蘇后	心		一		侯	侯	上	流	上聲45厚	上聲25有	souq	sux	sov	suwX	sú	sú	sᵒuˀ	su˧˥
1965		吼	呼后	曉		一		侯	侯	上	流	上聲45厚	上聲25有	houq	hux	xov	xuwX	χú	χú	χᵒuˀ	hu˧˥
1966		剖	普后	滂		一		侯	侯	上	流	上聲45厚	上聲25有	phouq	phux	phov	phuwX	ᵱʰú	pʰú	pʰᵒuˀ	pʰu˧˥
1967		歐	烏后	影		一		侯	侯	上	流	上聲45厚	上聲25有	qouq	qux	ov	'uwX	ʡú	ʡú	ʔᵒuˀ	ʔu˧˥
1968		塿	郎斗	來		一		侯	侯	上	流	上聲45厚	上聲25有	louq	lux	lov	luwX	ɫú	ɫú	lᵒuˀ	lu˧˥
1969		走	子苟	精		一		侯	侯	上	流	上聲45厚	上聲25有	tsouq	cux	zov	tsuwX	tsú	tsú	tsᵒuˀ	tsu˧˥
1970		口	苦后	溪		一		侯	侯	上	流	上聲45厚	上聲25有	khouq	khux	qov	khuwX	qʰú	qʰú	qʰᵒuˀ	kʰu˧˥
1971		䕆	徒口	定		一		侯	侯	上	流	上聲45厚	上聲25有	douq	dux	dov	duwX	dú	dú	dᵒuˀ	du˧˥
1972		鯫	仕垢	從		一		侯	侯	上	流	上聲45厚	上聲25有	dzouq	zux	dzov	dzuwX	dzú	dzú	dzᵒuˀ	dzu˧˥
1973		趣	倉苟	清		一		侯	侯	上	流	上聲45厚	上聲25有	tshouq	chux	cov	tshuwX	tsʰú	tsʰú	tsʰᵒuˀ	tsʰu˧˥
1974		黝	於糾	影	開	三		幽	幽	上	流	上聲46黝	上聲25有	qiwq	qyx	yv	'jiwX	ʔíw	ʔíw	ʔiuˀ	ʔiu˧˥
1975		糾	居黝	見	開	三		幽	幽	上	流	上聲46黝	上聲25有	kiwq	kyx	kyv	kjiwX	kíw	kíw	kiuˀ	kiu˧˥
1976		蟉	渠黝	羣	開	三		幽	幽	上	流	上聲46黝	上聲25有	giwq	gyx	gyv	gjiwX	ɡíw	ɡíw	ɡiuˀ	ɡiu˧˥
1977		寑	七稔	清	開	三		侵	侵	上	深	上聲47寑	上聲26寢	tshimq	chimx	ciim	tshimX	tsʰím	tsʰím	tsʰimˀ	tsʰim˧˥
1978		朕	直稔	澄	開	三		侵	侵	上	深	上聲47寑	上聲26寢	drimq	drimx	dyym	drimX	ɖím	ɖím	ɖimˀ	ɖim˧˥
1979		坅	丘甚	溪	開	三	B	侵	侵	上	深	上聲47寑	上聲26寢	khyimq	khimx	qyym	khimX	kʰɹím	kʰɹím	kʰɯmˀ	kʰɣim˧˥
1980		廩	力稔	來	開	三		侵	侵	上	深	上聲47寑	上聲26寢	limq	limx	liim	limX	lím	lím	ɭimˀ	lim˧˥
1981		罧	斯甚	心	開	三		侵	侵	上	深	上聲47寑	上聲26寢	simq	simx	siim	simX	sím	sím	simˀ	sim˧˥
1982		踸	丑甚	徹	開	三		侵	侵	上	深	上聲47寑	上聲26寢	trhimq	thrimx	thyym	trhimX	ʈʰím	ʈʰím	ʈʰimˀ	ʈʰim˧˥
1983		䤐	子朕	精	開	三		侵	侵	上	深	上聲47寑	上聲26寢	tsimq	cimx	ziim	tsimX	tsím	tsím	tsimˀ	tsim˧˥
1984		荏	如甚	日	開	三		侵	侵	上	深	上聲47寑	上聲26寢	njimq	njimx	riim	nyimX	ɲím	ɲím	ɲimˀ	ȵim˧˥
1985		枕	章荏	章	開	三		侵	侵	上	深	上聲47寑	上聲26寢	tjimq	cjimx	tjiim	tsyimX	tɕím	tɕím	tçimˀ	tɕim˧˥
1986		沈	式荏	書	開	三		侵	侵	上	深	上聲47寑	上聲26寢	sjimq	sjimx	sjiim	syimX	ɕím	ɕím	çimˀ	ɕim˧˥
1987		葚	食荏	船	開	三		侵	侵	上	深	上聲47寑	上聲26寢	zjimq	zsjimx	djiim	zyimX	ʑím	ʑím	ʝimˀ	ʑim˧˥
1988		甚	常枕	常	開	三		侵	侵	上	深	上聲47寑	上聲26寢	djimq	zjimx	zjiim	dzyimX	dʑím	dʑím	dʝimˀ	dʑim˧˥
1989		瀋	昌枕	昌	開	三		侵	侵	上	深	上聲47寑	上聲26寢	tjhimq	chjimx	tciim	tsyhimX	tɕʰím	tɕʰím	tçʰimˀ	tɕʰim˧˥
1990		墋	初朕	初	開	三		侵	侵	上	深	上聲47寑	上聲26寢	tsrhyimq	chrimx	chyym	tsrhimX	tʂʰím	tʂʰím	tʂʰɻmˀ	tʂʰim˧˥
1991		拰	尼凜	孃	開	三		侵	侵	上	深	上聲47寑	上聲26寢	nrimq	nrimx	nyym	nrimX	ɳím	ɳím	ɳimˀ	ɳim˧˥
1992		噤	渠飲	羣	開	三	B	侵	侵	上	深	上聲47寑	上聲26寢	gyimq	gimx	gyym	gimX	ɡɹím	ɡɹím	ɡɯmˀ	ɡɣim˧˥
1993		錦	居飲	見	開	三	B	侵	侵	上	深	上聲47寑	上聲26寢	kyimq	kimx	kyym	kimX	kɹím	kɹím	kɯmˀ	kɣim˧˥
1994		蕈	慈荏	從	開	三		侵	侵	上	深	上聲47寑	上聲26寢	dzimq	zimx	dziim	dzimX	dzím	dzím	dzimˀ	dzim˧˥
1995		僸	牛錦	疑	開	三	B	侵	侵	上	深	上聲47寑	上聲26寢	ngyimq	ngimx	ngyym	ngimX	ŋɹím	ŋɹím	ŋɯmˀ	ŋɣim˧˥
1996		㾕	疎錦	生	開	三		侵	侵	上	深	上聲47寑	上聲26寢	sryimq	srimx	shyym	srimX	ʂím	ʂím	ʂɻmˀ	ʂim˧˥
1997		稟	筆錦	幫		三	B	侵	侵	上	深	上聲47寑	上聲26寢	pyimq	pimx	pyym	pimX	pɹím	pɹím	pi˞ mˀ	pɣim˧˥
1998		㱃	於錦	影	開	三	B	侵	侵	上	深	上聲47寑	上聲26寢	qyimq	qimx	yym	'imX	ʔɹím	ʔɹím	ʔɯmˀ	ʔɣim˧˥
1999		品	丕飲	滂		三	B	侵	侵	上	深	上聲47寑	上聲26寢	phyimq	phimx	phyym	phimX	pʰɹím	pʰɹím	pʰi˞ mˀ	pʰɣim˧˥
2000		𩖄	欽錦	溪	開	三	B	侵	侵	上	深	上聲47寑	上聲26寢	khyimq	khimx	qyym	khimX	kʰɹím	kʰɹím	kʰɯmˀ	kʰɣim˧˥
2001		廞	許錦	曉	開	三	B	侵	侵	上	深	上聲47寑	上聲26寢	hyimq	himx	xyym	ximX	xɹím	xɹím	xɯmˀ	hɣim˧˥
2002		戡	張甚	知	開	三		侵	侵	上	深	上聲47寑	上聲26寢	trimq	trimx	tyym	trimX	ʈím	ʈím	ʈimˀ	ʈim˧˥
2003		潭	以荏	以	開	三		侵	侵	上	深	上聲47寑	上聲26寢	jimq	jimx	jiim	yimX	jím	jím	jimˀ	jim˧˥
2004		𩒣	士㾕	崇	開	三		侵	侵	上	深	上聲47寑	上聲26寢	dzryimq	zrimx	dryym	dzrimX	dʐím	dʐím	dʐɻmˀ	dʐim˧˥
2005		感	古禫	見	開	一		覃	覃	上	咸	上聲48感	上聲27感	komq	komx	koom	komX	qʌ́m	qʌ́m	qɔmˀ	kəm˧˥
2006		禫	徒感	定	開	一		覃	覃	上	咸	上聲48感	上聲27感	domq	domx	doom	domX	dʌ́m	dʌ́m	dɔmˀ	dəm˧˥
2007		晻	烏感	影	開	一		覃	覃	上	咸	上聲48感	上聲27感	qomq	qomx	oom	'omX	ʡʌ́m	ʡʌ́m	ʔɔmˀ	ʔəm˧˥
2008		腩	奴感	泥	開	一		覃	覃	上	咸	上聲48感	上聲27感	nomq	nomx	noom	nomX	nʌ́m	nʌ́m	nɔmˀ	nəm˧˥
2009		襑	他感	透	開	一		覃	覃	上	咸	上聲48感	上聲27感	thomq	thomx	thoom	thomX	tʰʌ́m	tʰʌ́m	tʰɔmˀ	tʰəm˧˥
2010		歜	徂感	從	開	一		覃	覃	上	咸	上聲48感	上聲27感	dzomq	zomx	dzoom	dzomX	dzʌ́m	dzʌ́m	dzɔmˀ	dzəm˧˥
2011		慘	七感	清	開	一		覃	覃	上	咸	上聲48感	上聲27感	tshomq	chomx	coom	tshomX	tsʰʌ́m	tsʰʌ́m	tsʰɔmˀ	tsʰəm˧˥
2012		顉	五感	疑	開	一		覃	覃	上	咸	上聲48感	上聲27感	ngomq	ngomx	ngoom	ngomX	ɴʌ́m	ɴʌ́m	ɴɔmˀ	ŋəm˧˥
2013		昝	子感	精	開	一		覃	覃	上	咸	上聲48感	上聲27感	tsomq	comx	zoom	tsomX	tsʌ́m	tsʌ́m	tsɔmˀ	tsəm˧˥
2014		糂	桑感	心	開	一		覃	覃	上	咸	上聲48感	上聲27感	somq	somx	soom	somX	sʌ́m	sʌ́m	sɔmˀ	səm˧˥
2015		坎	苦感	溪	開	一		覃	覃	上	咸	上聲48感	上聲27感	khomq	khomx	qoom	khomX	qʰʌ́m	qʰʌ́m	qʰɔmˀ	kʰəm˧˥
2016		頷	胡感	匣	開	一		覃	覃	上	咸	上聲48感	上聲27感	ghomq	ghomx	hoom	homX	ʁʌ́m	ʁʌ́m	ʁɔmˀ	ɦəm˧˥
2017		壈	盧感	來	開	一		覃	覃	上	咸	上聲48感	上聲27感	lomq	lomx	loom	lomX	ɫʌ́m	ɫʌ́m	lɔmˀ	ləm˧˥
2018		黕	都感	端	開	一		覃	覃	上	咸	上聲48感	上聲27感	tomq	tomx	toom	tomX	tʌ́m	tʌ́m	tɔmˀ	təm˧˥
2019		䫲	呼唵	曉	開	一		覃	覃	上	咸	上聲48感	上聲27感	homq	homx	xoom	xomX	χʌ́m	χʌ́m	χɔmˀ	həm˧˥
2020		敢	古覽	見	開	一		談	談	上	咸	上聲49敢	上聲27感	kamq	kamx	kaam	kamX	qám	qám	qɑmˀ	kɑm˧˥
2021		㶒	賞敢									上聲49敢	上聲27感								
2022		覽	盧敢	來	開	一		談	談	上	咸	上聲49敢	上聲27感	lamq	lamx	laam	lamX	ɫám	ɫám	lɑmˀ	lɑm˧˥
2023		𦵹	吐敢	透	開	一		談	談	上	咸	上聲49敢	上聲27感	thamq	thamx	thaam	thamX	tʰám	tʰám	tʰɑmˀ	tʰɑm˧˥
2024		膽	都敢	端	開	一		談	談	上	咸	上聲49敢	上聲27感	tamq	tamx	taam	tamX	tám	tám	tɑmˀ	tɑm˧˥
2025		噉	徒敢	定	開	一		談	談	上	咸	上聲49敢	上聲27感	damq	damx	daam	damX	dám	dám	dɑmˀ	dɑm˧˥
2026		黲	倉敢	清	開	一		談	談	上	咸	上聲49敢	上聲27感	tshamq	chamx	caam	tshamX	tsʰám	tsʰám	tsʰɑmˀ	tsʰɑm˧˥
2027		㛧	謨敢	明		一		談	談	上	咸	上聲49敢	上聲27感	mamq	mamx	maam	mamX	ᵯám	mám	mɑmˀ	mɑm˧˥
2028		䭕	子敢	精	開	一		談	談	上	咸	上聲49敢	上聲27感	tsamq	camx	zaam	tsamX	tsám	tsám	tsɑmˀ	tsɑm˧˥
2029		槧	才敢	從	開	一		談	談	上	咸	上聲49敢	上聲27感	dzamq	zamx	dzaam	dzamX	dzám	dzám	dzɑmˀ	dzɑm˧˥
2030		喊	呼覽	曉	開	一		談	談	上	咸	上聲49敢	上聲27感	hamq	hamx	xaam	xamX	χám	χám	χɑmˀ	hɑm˧˥
2031		埯	烏敢	影	開	一		談	談	上	咸	上聲49敢	上聲27感	qamq	qamx	aam	'amX	ʡám	ʡám	ʔɑmˀ	ʔɑm˧˥
2032		𠪚	口敢	溪	開	一		談	談	上	咸	上聲49敢	上聲27感	khamq	khamx	qaam	khamX	qʰám	qʰám	qʰɑmˀ	kʰɑm˧˥
2033		琰	以冉	以	開	三		鹽	鹽	上	咸	上聲50琰	上聲28琰	jiemq	jemx	jeem	yemX	jém	jém	jiɛmˀ	jiᴇm˧˥
2034		斂	良冉	來	開	三		鹽	鹽	上	咸	上聲50琰	上聲28琰	liemq	liemx	lieem	ljemX	lém	lém	ɭiɛmˀ	liᴇm˧˥
2035		險	虛檢	曉	開	三	B	鹽	鹽	上	咸	上聲50琰	上聲28琰	hyemq	hiemx	xyeem	xjemX	xɹém	xɹém	xi˞ ɛmˀ	hɣiᴇm˧˥
2036		貶	方斂	幫		三	B	鹽	鹽	上	咸	上聲50琰	上聲28琰	pyemq	piemx	pyeem	pjemX	pɹém	pɹém	pi˞ ɛmˀ	pɣiᴇm˧˥
2037		颭	占琰	章	開	三		鹽	鹽	上	咸	上聲50琰	上聲28琰	tjiemq	cjemx	tjeem	tsyemX	tɕém	tɕém	tçiɛmˀ	tɕiᴇm˧˥
2038		𩑳	丘檢	溪	開	三	B	鹽	鹽	上	咸	上聲50琰	上聲28琰	khyemq	khiemx	qyeem	khjemX	kʰɹém	kʰɹém	kʰi˞ ɛmˀ	kʰɣiᴇm˧˥
2039		顩	魚檢	疑	開	三	B	鹽	鹽	上	咸	上聲50琰	上聲28琰	ngyemq	ngiemx	ngyeem	ngjemX	ŋɹém	ŋɹém	ŋi˞ ɛmˀ	ŋɣiᴇm˧˥
2040		儉	巨險	羣	開	三	B	鹽	鹽	上	咸	上聲50琰	上聲28琰	gyemq	giemx	gyeem	gjemX	ɡɹém	ɡɹém	ɡi˞ ɛmˀ	ɡɣiᴇm˧˥
2041		檢	居奄	見	開	三	B	鹽	鹽	上	咸	上聲50琰	上聲28琰	kyemq	kiemx	kyeem	kjemX	kɹém	kɹém	ki˞ ɛmˀ	kɣiᴇm˧˥
2042		黶	於琰	影	開	三	A	鹽	鹽	上	咸	上聲50琰	上聲28琰	qiemq	qjemx	ieem	'jiemX	ʔjém	ʔjém	ʔiɛmˀ	ʔiᴇm˧˥
2043		冉	而琰	日	開	三		鹽	鹽	上	咸	上聲50琰	上聲28琰	njiemq	njemx	reem	nyemX	ɲém	ɲém	ɲiɛmˀ	ȵiᴇm˧˥
2044		陝	失冉	書	開	三		鹽	鹽	上	咸	上聲50琰	上聲28琰	sjiemq	sjemx	sjeem	syemX	ɕém	ɕém	çiɛmˀ	ɕiᴇm˧˥
2045		諂	丑琰	徹	開	三		鹽	鹽	上	咸	上聲50琰	上聲28琰	trhiemq	thriemx	thyeem	trhjemX	ʈʰém	ʈʰém	ʈʰiɛmˀ	ʈʰiᴇm˧˥
2046		奄	衣儉	影	開	三	B	鹽	鹽	上	咸	上聲50琰	上聲28琰	qyemq	qiemx	yeem	'jemX	ʔɹém	ʔɹém	ʔi˞ ɛmˀ	ʔɣiᴇm˧˥
2047		漸	慈染	從	開	三		鹽	鹽	上	咸	上聲50琰	上聲28琰	dziemq	ziemx	dzieem	dzjemX	dzjém	dzjém	dziɛmˀ	dziᴇm˧˥
2048		憸	七漸	清	開	三		鹽	鹽	上	咸	上聲50琰	上聲28琰	tshiemq	chiemx	cieem	tshjemX	tsʰjém	tsʰjém	tsʰiɛmˀ	tsʰiᴇm˧˥
2049		𩟗	子冉	精	開	三		鹽	鹽	上	咸	上聲50琰	上聲28琰	tsiemq	ciemx	zieem	tsjemX	tsjém	tsjém	tsiɛmˀ	tsiᴇm˧˥
2050		脥	謙琰	溪	開	三	A	鹽	鹽	上	咸	上聲50琰	上聲28琰	khiemq	khjemx	qieem	khjiemX	kʰjém	kʰjém	kʰiɛmˀ	kʰiᴇm˧˥
2051		剡	時染	常	開	三		鹽	鹽	上	咸	上聲50琰	上聲28琰	djiemq	zjemx	zjeem	dzyemX	dʑém	dʑém	dʝiɛmˀ	dʑiᴇm˧˥
2052		忝	他玷	透	開	四		添	添	上	咸	上聲51忝	上聲28琰	themq	themx	theem	themX	tʰém	tʰém	tʰɛmˀ	tʰem˧˥
2053		淰	乃玷	泥	開	四		添	添	上	咸	上聲51忝	上聲28琰	nemq	nemx	neem	nemX	ném	ném	nɛmˀ	nem˧˥
2054		點	多忝	端	開	四		添	添	上	咸	上聲51忝	上聲28琰	temq	temx	teem	temX	tém	tém	tɛmˀ	tem˧˥
2055		簟	徒玷	定	開	四		添	添	上	咸	上聲51忝	上聲28琰	demq	demx	deem	demX	dém	dém	dɛmˀ	dem˧˥
2056		嗛	苦簟	溪	開	四		添	添	上	咸	上聲51忝	上聲28琰	khemq	khemx	qeem	khemX	qʰém	qʰém	qʰɛmˀ	kʰem˧˥
2057		稴	力忝	來	開	四		添	添	上	咸	上聲51忝	上聲28琰	lemq	lemx	leem	lemX	ɫém	ɫém	lɛmˀ	lem˧˥
2058		鼸	胡忝	匣	開	四		添	添	上	咸	上聲51忝	上聲28琰	ghemq	ghemx	heem	hemX	ʁém	ʁém	ʁɛmˀ	ɦem˧˥
2059		憯	青忝	清	開	四		添	添	上	咸	上聲51忝	上聲28琰	tshemq	chemx	ceem	tshemX	tsʰém	tsʰém	tsʰɛmˀ	tsʰem˧˥
2060		孂	兼玷	見	開	四		添	添	上	咸	上聲51忝	上聲28琰	kemq	kemx	keem	kemX	qém	qém	qɛmˀ	kem˧˥
2061		𡕢	明忝	明		四		添	添	上	咸	上聲51忝	上聲28琰	memq	memx	meem	memX	ᵯém	mém	mɛmˀ	mem˧˥
2062		儼	魚埯	疑	開	三		嚴	嚴	上	咸	上聲52儼	上聲28琰	ngyomq	ngiamx	ngiaam	ngjaemX	ŋə́m	ŋj̈ə́m	ŋɯʌmˀ	ŋɨam˧˥
2063		欦	丘广	溪	開	三		嚴	嚴	上	咸	上聲52儼	上聲28琰	khyomq	khiamx	qiaam	khjaemX	kʰə́m	kʰj̈ə́m	kʰɯʌmˀ	kʰɨam˧˥
2064		埯	於广	影	開	三		嚴	嚴	上	咸	上聲52儼	上聲28琰	qyomq	qiamx	iaam	'jaemX	ʔə́m	ʔj̈ə́m	ʔɯʌmˀ	ʔɨam˧˥
2065		豏	下斬	匣	開	二		咸	咸	上	咸	上聲53豏	上聲29豏	gheemq	ghremx	haaem	heamX	ʁéˤm	ʁéˤm	ʁɜ˞ mˀ	ɦɣɛm˧˥
2066		湛	徒減	澄	開	二		咸	咸	上	咸	上聲53豏	上聲29豏	dreemq	dremx	daaem	dreamX	ɖéˤm	ɖéˤm	ɖɜ˞ mˀ	ɖɣɛm˧˥
2067		㦿	苦減	溪	開	二		咸	咸	上	咸	上聲53豏	上聲29豏	kheemq	khremx	qaaem	kheamX	qʰéˤm	qʰéˤm	qʰɜ˞ mˀ	kʰɣɛm˧˥
2068		鹼	古斬	見	開	二		咸	咸	上	咸	上聲53豏	上聲29豏	keemq	kremx	kaaem	keamX	qéˤm	qéˤm	qɜ˞ mˀ	kɣɛm˧˥
2069		瀺	士減	崇	開	二		咸	咸	上	咸	上聲53豏	上聲29豏	dzreemq	zremx	draaem	dzreamX	dʐéˤm	dʐéˤm	dʐɜ˞ mˀ	dʐɣɛm˧˥
2070		臉	力減	來	開	二		咸	咸	上	咸	上聲53豏	上聲29豏	leemq	lremx	laaem	leamX	ɫéˤm	ɫéˤm	ɭɜ˞ mˀ	lɣɛm˧˥
2071		斬	側減	莊	開	二		咸	咸	上	咸	上聲53豏	上聲29豏	tsreemq	cremx	traaem	tsreamX	tʂéˤm	tʂéˤm	tʂɜ˞ mˀ	tʂɣɛm˧˥
2072		䑎	初減	初	開	二		咸	咸	上	咸	上聲53豏	上聲29豏	tsrheemq	chremx	chaaem	tsrheamX	tʂʰéˤm	tʂʰéˤm	tʂʰɜ˞ mˀ	tʂʰɣɛm˧˥
2073		闞	火斬	曉	開	二		咸	咸	上	咸	上聲53豏	上聲29豏	heemq	hremx	xaaem	xeamX	χéˤm	χéˤm	χɜ˞ mˀ	hɣɛm˧˥
2074		摻	所斬	生	開	二		咸	咸	上	咸	上聲53豏	上聲29豏	sreemq	sremx	shaaem	sreamX	ʂéˤm	ʂéˤm	ʂɜ˞ mˀ	ʂɣɛm˧˥
2075		黯	乙減	影	開	二		咸	咸	上	咸	上聲53豏	上聲29豏	qeemq	qremx	aaem	'eamX	ʡéˤm	ʡéˤm	ʔɜ˞ mˀ	ʔɣɛm˧˥
2076		喊	呼豏	曉	開	二		咸	咸	上	咸	上聲53豏	上聲29豏	heemq	hremx	xaaem	xeamX	χéˤm	χéˤm	χɜ˞ mˀ	hɣɛm˧˥
2077		𦊔	女減	孃	開	二		咸	咸	上	咸	上聲53豏	上聲29豏	nreemq	nremx	naaem	nreamX	ɳéˤm	ɳéˤm	ɳɜ˞ mˀ	ɳɣɛm˧˥
2078		𠐩	丑減	徹	開	二		咸	咸	上	咸	上聲53豏	上聲29豏	trheemq	thremx	thaaem	trheamX	ʈʰéˤm	ʈʰéˤm	ʈʰɜ˞ mˀ	ʈʰɣɛm˧˥
