	注释：-白读，=文读
h	[1]呼夫肤敷俘麸□{（一）丘（田）}[2]芙扶=胡湖葫狐壶乎符[3]虎浒府腑俯苦-[5]库裤富戽赋[6]户护沪互付傅附妇=负父腐赴讣芋-
∅	[1]乌污坞[6]兀{那（远指）}
#y	
l	[5]吕侣旅履[6]虑滤
ts	[1]朱珠株诛蛛猪诸[3]主煮[5]注蛀驻著铸□{个kuɔi13～：那里，别处}
tsʰ	[1]趋[2]除徐厨[3]取娶处相处署[5]处{～所}柱趣苎[6]聚住箸序叙
s	[1]需书输舒抒须{必～}[2]殊薯储[3]暑鼠黍[5]绪絮恕庶[6]树竖
k	[1]居车{～马炮}驹拘[3]举矩[5]句锯
kʰ	[1]区驱拒距[2]渠瞿[6]具惧俱巨
ŋ	[2]鱼渔愚[3]女汝[5]语[6]遇寓
h	[1]虚嘘圩[3]许栩[5]去
j	[2]如儒虞娱榆愉余腴谀于[5]雨宇禹羽与予[6]芋=吁喻愈逾御裕预豫誉
#m̩	
∅	[2]唔{不}[3]五伍午
#ia	
p	[1]啤[3]鄙{不好}□{不好，原文作“鄙”}
pʰ	[1]□{扑克}
t	[1]爹[3]嗲
ts	[3]姐[5]借
tsʰ	[2]邪斜[3]且[6]谢
s	[1]些[3]写[5]泻泄
ŋ	[5]惹嘢{东西}
h	[1]□{张开（手指）}
j	[2]爷耶椰[3]□{抓}[5]也野冶喏{唱～：拜神、祭祀时作揖}[6]夜
#iɛ	
p	[1]跛[5]闭弊蔽敝陛
pʰ	[1]批𠜱{削}[6]币毙
m	[1]咩咪{语气词}[2]迷谜[3]米
f	[5]废费肺
v	[6]卫
t	[1]低[3]底抵[5]帝
tʰ	[1]梯锑[2]题堤提啼蹄[3]体睇[5]弟-剃涕替屉[6]弟=第递
n	[2]泥尼妮[6]□{一～：这些}
l	[1]□{男～：男人}[2]犁黎□{伸（舌头）}[5]礼[6]例丽厉励隶荔□{我～：我们}
ts	[1]□{趼子}[3]仔[5]济剂挤祭际滞制
tsʰ	[1]妻凄栖[2]齐[5]柿□{传染，原文作“迣”}
s	[1]西犀师狮筛{米～}[3]洗使史驶[5]细婿世势[6]事士仕誓
k	[1]鸡个{的}嘅{的}[5]计继个-偈桂{～山（当地的一座山）}
kʰ	[1]溪稽[3]启[5]契
ŋ	[3]蚁[6]艺毅
j	[2]□{甜～～：甜津津}
#yɛ	
t	[3]朵-
l	[2]螺-脶
kʰ	[2]茄
ŋ	[1]捼{（把纸）揉成团}
h	[1]靴
#ai	
p	[3]摆[5]拜
pʰ	[2]排徘牌[5]派[6]败稗□{篦子}□{磨、揩}
m	[2]埋[5]买[6]卖迈
f	[2]怀槐淮[5]快筷块[6]坏
v	[1]歪
t	[5]带戴
tʰ	[5]太态泰汰{淘～}[6]大
n	[5]乃奶[6]耐奈捺哪{～只：哪个；～niɛ55：那些}
l	[1]拉[2]濑{～尿，遗尿，原文作“遗”}[6]赖癞
ts	[1]灾斋栽[5]债
tsʰ	[1]猜差{出～}搓钗[2]柴[5]蔡[6]寨
s	[1]酾筛{～选}□{浪费}[2]豺□{（因缺少油水而觉得）饿}[3]徙{搬（搬动）}玺[5]赛晒
k	[1]阶皆佳街乖[3]拐解[5]介芥疥蚧界届戒诫怪□{裁（纸）}
kʰ	[1]荷{挑}[3]楷
ŋ	[2]涯崖捱
h	[2]孩鞋谐[3]蟹[6]械懈係{关～；是}
∅	[1]挨埃[3]矮
#ɔi	
pʰ	[3]剖[6]焙{烘（干）}
m	[2]谋[3]亩某[6]茂
f	[2]浮[3]否[6]阜埠
t	[1]兜蔸篼[3]斗{一～}抖陡[5]鬥{战～}鬭{拼合、安装}窦{（鸟）窝}
tʰ	[1]偷[2]头投[3]㪗{歇}敨{歇}[5]透[6]豆逗毒{（用药）毒}窦
n	[3]纽[2]□{（粥）稠}
l	[1]褛{大衣}[2]楼搂{打捞}瘘{头上因碰撞而起的肿块}[3]篓搂{～抱}缕[5]喽{呼（鸡）}[6]漏陋□{买～：巴结}
ts	[1]邹[3]走[5]奏
tsʰ	[3]骤[5]凑
s	[1]馊[2]愁[5]瘦嗽
k	[1]勾钩沟鸠阄篝[3]狗苟[5]构够垢媾
kʰ	[1]抠[2]□{蹲}[5]扣购构寇叩
ŋ	[2]牛
h	[2]侯猴喉[3]口[6]厚后候
∅	[1]欧瓯殴[3]呕[5]沤熰区
#ui	
p	[5]沸
m	[5]痱
v	[2]围违遗=维唯为{作～}[5]韦伟苇纬玮畏[6]位胃谓为{～什么}
t	[3]□{（往下）拉}
tʰ	[1]推[5]唾{吐}
l	[2]雷蕾擂[3]儡垒䉪{鱼篓}[5]累□{用舌头顶着往外吐}[6]类泪
ts	[1]追锥[3]嘴[5]醉赘
tsʰ	[1]吹炊[2]随槌捶锤[5]翠脆粹[6]坠
s	[1]虽□{布沿掉线}[2]垂谁[3]水鼠-髓[5]碎隧遂[6]瑞
k	[1]龟归[3]鬼傀诡[5]贵桂季瑰
kʰ	[1]亏窥盔[2]葵癸魁逵[3]轨毁愧溃[6]跪柜
ŋ	[2]危[3]伪[6]魏
h	[6]慧惠穗
∅	[1]威[3]委萎慰
#iɔi	
ŋ	[5]藕偶
j	[6]锐
#uɔi	
p	[1]杯[5]贝簸背{背部}
pʰ	[1]坯[2]陪培赔[5]配佩倍沛辈[6]吠背{～诵；耳～}焙
m	[2]梅霉媒煤枚□{（捡）拢}[5]每[6]妹昧寐
f	[1]灰恢诙[2]回茴[5]悔晦会{～计}贿[6]汇会{开～}绘桧荟
v	[6]会{不～}
t	[1]堆[5]对兑碓
tʰ	[1]胎[2]台苔抬[3]腿[5]退褪蜕汰{漂洗（衣物）}[6]待代袋贷队殆怠
n	[6]内
l	[2]来莱[5]□{狗～：狗洞}
ts	[3]载{记～}宰[5]再载{～重}最
tsʰ	[1]崔催摧[2]才材财裁[3]彩采睬[5]在-菜□{（一）挂（鞭炮）}[6]罪在=
s	[1]衰腮鳃[5]岁税舐帅[6]睡□{抓痕}
k	[1]该{唔～：劳驾}□{脖子的前部}[3]改[5]盖丐钙个{那（中指）}
kʰ	[1]该{应该}[3]□{用锄头挖}[5]概慨溉[6]□{疲倦}
ŋ	[2]呆[5]我-[6]外艾碍
h	[1]开[2]□{痒}[3]海凯[6]害亥
∅	[1]哀[3]霭蔼[5]爱
#iui	
ŋ	[5]乳{南～：豆腐乳}蕊
#au	
p	[1]包胞煲褒鲍[2]□{红～～红艳艳}[3]宝保堡饱[5]报豹爆{～胎}
pʰ	[1]抛[2]刨袍[3]跑[5]泡炮抱跑[6]爆{～炸}曝暴
m	[2]毛矛茅髦[5]冇{没有，方言俗字}卯铆[6]冒帽貌贸
t	[1]刀叨[3]倒岛捣祷[5]到
tʰ	[1]滔韬涛[2]桃逃萄淘陶掏綯{系（鞋带）}[3]讨导[5]套[6]盗道稻
n	[2]挠[3]脑[5]恼[6]闹
l	[1]捞□{火～：锅烟子}□{（我）和（你）；（酱油）拌（饭），掺（水）}[2]劳唠牢蟧{kʰa31～：蜘蛛}[3]老佬骝{马～：猴子}[6]涝
ts	[1]糟遭㷮{干，不湿}[3]早枣蚤爪找澡[5]灶罩
tsʰ	[1]操抄钞[2]曹槽嘈巢吵[3]炒草[5]皂臊燥□{乱翻}[6]造躁□{～冒：打扰}
s	[1]骚梢捎稍搜[2]□{在水里略微煮后捞起}[3]嫂叟[5]扫潲
k	[1]高膏篙糕羔交胶郊跤睾[3]搞稿饺绞狡铰校{学～}搅[5]告窖教较觉{睡～}校{校正（闹钟）}
kʰ	[1]敲蒿[3]考烤巧拷[5]靠铐
ŋ	[2]熬肴淆□{歪}[3]咬[6]傲遨
h	[1]耗[2]毫豪壕姣{风骚}[3]好{～坏}[5]好{喜～}孝酵[6]浩号效
∅	[3]袄拗{折（断）}[5]奥澳懊坳
#iau	
p	[1]标錶{手～}膘镖彪焱飙[3]表{～格}裱婊
pʰ	[1]飘缥漂{～流}[2]瓢嫖藻[5]票鳔瘭漂{～亮}
m	[2]苗描瞄猫锚[3]秒渺藐[6]庙妙谬
t	[1]刁叼□{（蚊子）叮}貂雕碉凋[3]鸟-{交合}[5]吊钓掉
tʰ	[1]挑[2]条调{～和}跳[5]粜[6]调{声～}
l	[1]撩{（用棍子）挑}[2]撩燎寮瞭疗聊[3]了[6]料廖鹩嫽{玩耍}□{玩耍}
ts	[1]焦蕉昭招朝{～早：早晨}[3]剿沼□{～仔：小孩}[5]照诏醮
tsʰ	[1]超缲钊[2]朝{～代}潮樵[5]俏诮[6]赵兆召绍邵肇噍{嚼}
s	[1]消肖{姓}销宵霄硝逍筲萧箫潇烧[2]□{傻}[3]小少{多～}[5]笑少{～年}
k	[1]骄娇浇[3]缴矫[5]叫
kʰ	[1]□{跷（脚）}藠[2]乔桥侨荞[5]窍[6]轿
ŋ	[2]饶尧[3]鸟=绕扰
h	[1]嚣枭侥[3]晓[5]翘
j	[1]妖邀腰要{～求}幺吆[2]摇谣窑遥瑶姚[3]舀[5]要{重～}鹞[6]耀
#iu	
t	[1]丢[3]□{偷窥}
n	[3]扭□{泥～：泥鳅}[6]拗{扭（伤）}
l	[1]溜{～冰}[2]流硫琉刘留瘤馏榴[5]柳□{坡}溜{下滑}
ts	[1]周舟州洲[3]酒肘帚[5]皱昼咒
tsʰ	[1]秋抽[2]囚泅绸稠筹酬售[3]丑[5]臭[6]就袖宙纣
s	[1]修羞收[2]仇[3]手首守□{～打}[5]秀绣锈兽[6]受绶授寿
k	[1]纠赳[3]九韭久[5]救究灸疚咎
kʰ	[2]求球[5]舅臼[6]旧柩
h	[1]休丘[3]朽
j	[1]优忧幽[2]由油邮游柔揉悠尤犹鱿[3]酉[5]有友诱[6]又幼右佑
#am	
t	[1]担{～任}耽眈觇{伸}[3]胆[5]担{挑～}
tʰ	[1]贪[2]潭谭焊谈痰昙[5]淡探[6]啖
n	[2]南男[3]谂{想}揇{抱}□{伸开手指量}[5]腩
l	[2]蓝篮褴婪[3]榄揽[5]览滥[6]缆
ts	[1]簪砧□{（鸡）啄（米）}[3]斩
tsʰ	[1]参渗[2]蚕惭馋谗搀□{用刀刺入}□{ŋam31ŋam31～～：絮叨}[3]惨[5]杉[6]站
s	[1]三衫
k	[1]甘柑橄监{坐～：坐牢}[3]敢减感[5]监{～督}鉴舰
kʰ	[1]勘堪[3]嵌砍坎
ŋ	[1]啱{合适}[2]岩癌□{啰嗦}
h	[1]酣[2]含=函涵=咸衔[5]喊=[6]撼憾陷馅
∅	[5]□{牛在泥水里滚跑}
#ap	
t	[7]答搭褡
tʰ	[7]塔塌榻[8]踏
n	[8]纳
l	[7]□{跨}[8]蜡腊
ts	[7]□{记录}
tsʰ	[7]插□{畚斗}□{～齐：整齐}[8]闸杂什{～物}煠{（清水中）煮（蛋）}
k	[7]夹甲胛合{十～一升}
ŋ	[7]□{石～：石阶}[8]□{～头：点头}
h	[7]□{黄～：黄的、老的菜叶}[8]合
∅	[7]鸭押
iam	
t	[1]掂[3]点□{拿}[5]店
tʰ	[1]添[2]甜[6]掂{妥}
l	[2]廉镰帘[3]潋{干，水分少，原文作“濂”}[6]敛殓
ts	[1]尖櫼{楔子}沾詹瞻占{～米}[3]蘸[5]佔{～领}
tsʰ	[1]签[2]潜[6]渐暂
s	[2]蝉禅蟾[3]闪陕
k	[1]兼[3]检捡[5]剑
kʰ	[2]钳[6]俭[5]槛
ŋ	[1]拈[2]严醉阎鲇粘[3]染[6]验
h	[1]谦[2]嫌[3]险[5]欠
j	[1]淹阉[2]盐炎檐[3]奄掩[5]厌[6]艳滟{抖（腿）}焰
#iap	
t	[7]贴{粘贴}
tʰ	[7]贴{补～}帖[8]叠碟蝶谍喋牒
l	[7]□{裂缝}[8]猎□{轰赶}
ts	[7]接折{～叠}褶眨
tsʰ	[7]妾窃[8]捷
s	[7]涩𤗈{塞（入）}□{闭（眼）}摄[8]涉
k	[7]劫□（柿子）涩
kʰ	[7]怯[8]狭
ŋ	[7]嗫[8]聂业
h	[7]歉[8]协挟胁峡
j	[7]腌[8]叶
#əm	
t	[3]□{跺（脚）}
tʰ	[3]□{水～：小水坑}[6]□{跺（脚）}
n	[2]□{（肉类煮得久而）极软而烂}
l	[5]□{倒塌}[6]□{nat5～：荆棘丛}
ts	[3]□{盖（印章）}
s	[1]森参{人～}[3]糁{～水：潲水}□{洒（胡椒粉）}[5]□{（小孩）小气}
k	[1]□{～pi33：臭虫}
kʰ	[2]□{～蜍：癞蛤蟆}□{黄～～：黄澄澄}[3]□{盖（盖子）}
h	[1]喊-[2]含-涵-{水～：阴沟}
∅	[1]庵揞{捂}[3]□{窥视}[5]暗
#əp	
p	[7]□{鱼～：鱼鳔}
t	[8]□{湿～～：湿漉漉}
tʰ	[8]沓
n	[7]□{（人）胖}
l	[7]擸{摞（碗）}笠{执～：倒闭}[8]擸{～𢶍：垃圾}垃{～圾}衲{棉～：棉袄}
ts	[7]执{～笠：倒闭}□{撮，（用手指）抓取}
tsʰ	[8]杂{～碎：零碎}
s	[7]𢶍{擸～：垃圾}圾{垃～}
k	[7]鸽合{合（不来）}
kʰ	[7]□{笔～：笔套}
h	[8]盒
#im	
l	[2]林淋琳霖临
ts	[1]针斟[3]枕[5]浸□{（用指甲）掐}
tsʰ	[1]深侵[2]寻沉[3]寝
s	[1]心[3]沈审婶[5]渗[6]慎
k	[1]金[3]锦[5]禁
kʰ	[1]襟[2]琴禽擒噙[5]妗[6]揿{按}
ŋ	[2]吟壬妊[6]任
h	[1]欣掀钦
∅	[1]音阴荫[3]饮{～料}
j	[2]淫
#ip	
n	[7]□{凹陷}□{抿（嘴）}
l	[7]笠粒莅[8]立
ts	[7]汁执
tsʰ	[7]□{低（头）}辑缉[8]习集袭
s	[7]湿[8]十拾
k	[7]急给{供～}
kʰ	[7]级吸[8]及
ŋ	[8]入
h	[7]熻{闷热}
#an	
p	[1]班斑颁[3]板版扳
pʰ	[1]攀拌{猛摔}[2]朋凭[5]盼□{（用棍棒）砸}[6]办扮瓣凭-{倚}
m	[2]蛮馒[5]晚[6]万慢漫曼鳗□{～仔：最小的儿子；～女：最小的女儿}
f	[1]番翻蕃[2]烦凡梵帆繁藩宏[3]反返[5]贩幻[6]饭范泛患宦
v	[1]弯湾[2]环还{～原}[3]挽[5]皖
t	[1]丹单{～独}灯登[3]等顶-[5]旦诞凳
tʰ	[1]摊滩[2]檀坛弹{～琴}藤曾{唔～：未曾}[3]毯坦[5]炭叹[6]蛋弹{子～}但邓□{～手：帮忙}□{～头：担子两头均衡}
n	[2]难{困～}能□{慢}[6]难{灾～}
l	[2]兰栏拦[5]懒[6]烂
ts	[1]蒸曾{姓}增[3]盏[5]赞甑赠罾
tsʰ	[1]餐[2]残泉层曾=[3]产铲[5]灿[6]赚栈绽□{顽皮}
s	[1]山珊姗删闩疝[3]散{药～}伞[5]散{分～}
k	[1]间{房～}奸艰肩坚关鳏跟根[3]简涧茧跃柬拣碱[5]惯间{～接}□{～人：接触冰冷物体的感觉}
kʰ	[1]□{摔（东西）}
ŋ	[1]奀{瘦小}[2]颜顽研银[5]眼[6]雁玩□{（很）腻}
h	[1]悭{节俭}□{（尿）臊}□{liɛn55～：撒娇}[2]闲还{～有}縆{紧}[3]狠很肯恳垦[6]恨限杏幸
∅	[1]恩[5]晏
#at	
p	[7]八北
pʰ	[8]拔□{肚～：肚子}卜{萝～}□{番石榴}
m	[7]抹[8]袜墨默
f	[7]发法[8]乏伐筏罚或
v	[7]挖[8]滑猾
t	[7]笪{箅子}得德[8]□{拴牛的木桩}
tʰ	[8]达特
n	[7]□{烫}□{（植物上的）刺}
l	[7]癞{～痢；饭～：锅巴}□{～尾：后来，最后}□{虾～：螃蟹（小）}[8]辣勒□{～kʰia13：竹扫}
ts	[7]扎轧则侧鲫
tsʰ	[7]察擦测[8]□{kʰi31～：蟑螂}贼
s	[7]杀撒萨塞色刷
k	[7]刮括国
kʰ	[7]刻克咳[8]□{划（火柴）}
ŋ	[7]孽啮{咬}[8]□{蹭（痒）}
h	[7]黑瞎[8]核{～对}辖
∅	[7]压□{发愁}
#iɛn	
p	[1]边鞭=辫[3]扁蝙贬[5]变
pʰ	[1]篇偏编[2]便{～宜}[5]遍骗汴片[6]辨辩便{方～}
m	[2]棉绵眠[3]缅湎愐[5]免勉娩[6]面
t	[1]巅颠癫[3]典腆碘[5]垫奠
tʰ	[1]天[2]田填[6]电殿佃
l	[2]怜连莲联鲢[3]脸[6]练炼楝恋□{～han33：撒娇}
ts	[1]煎笺毡[3]剪振展碾[5]战践饯溅荐箭
tsʰ	[1]千迁歼纤[2]钱前缠[3]浅[6]贱
s	[1]仙鲜{新～}先□{称物时秤尾高}[3]鲜{～少}癣冼[5]线扇[6]善膳鳝
k	[5]见
kʰ	[2]乾[6]件
n	[2]年[3]撚{（用虎口）掐}[6]砚□{乳房}谚彦
h	[1]牵[3]显蚬遣谴[6]现苋
∅	[1]烟[3]□{挺（胸）}
j	[1]嫣焉掀-[2]延筵然燃[5]演燕宴堰
#iɛt	
p	[7]鳖憋屄{女阴}
pʰ	[7]撇瞥[8]别
m	[8]灭蔑篾
t	[7]跌
tʰ	[7]铁
l	[7]裂[8]列烈
ts	[7]节折{打～}浙哲蜇
tsʰ	[7]切砌彻撤澈辙[8]截侄
s	[7]屑设虱瑟泄□{～坟：扫墓}[8]舌蚀
k	[7]结洁[8]□{～仔：硬币}
kʰ	[8]杰竭□{（用指关节）敲击}
ŋ	[7]孽[8]热
h	[8]穴
j	[7]□{掏（口袋）}[8]页
#yɛn	
l	[3]□{挽（袖子）}
tsʰ	[2]全[3]篆[6]旋{头发旋儿}
s	[1]宣喧渲萱[2]旋{～转}漩璇[3]选
k	[3]卷[5]建眷
kʰ	[2]拳权颧[6]健
ŋ	[2]言元{～旦}[5]软阮[6]愿
h	[2]玄弦贤悬[3]犬䘆{蚯蚓}[5]献宪劝
j	[1]冤渊[2]员圆元{～角分}园缘铅沿袁辕援媛[3]院苑[5]怨远[6]县
#yɛt	
l	[7]劣□{啃（骨头）}
ts	[7]拙□{吮}
tsʰ	[8]绝
s	[7]雪
k	[7]决诀
kʰ	[7]缺[8]□{粥（稠）}
ŋ	[8]月
h	[7]血
j	[7]乙[8]阅悦越粤曰
#in	
p	[1]兵宾槟滨彬斌鞭{竹～：鞭子（赶牛用）}[5]并迸鬓殡[3]禀秉□{挣扎}
pʰ	[1]拼[2]贫[3]品[5]聘
m	[2]民明[5]敏悯闽
v	[2]晕[3]泳[5]永[6]□{甩}
t	[1]丁叮汀酊□{转（圈）}[3]顶=鼎
tʰ	[2]停亭廷庭蜓[3]挺[6]定锭
n	[2]宁
l	[2]邻羚翎鳞麟灵陵凌菱龄玲[3]膦{男阴}[6]令
ts	[1]津珍真榛臻贞侦精睛晶征蒸[3]晋镇震诊疹靖整[5]进正政证症
tsʰ	[1]亲清称{～呼}[2]秦陈尘情呈埕程澄[3]逞[5]衬趁秤称{相～}[6]尽阵静
s	[1]辛新薪身申伸娠升[2]神臣辰晨绳承成诚[5]信囟讯迅胜性圣[6]盛剩肾
k	[1]斤巾筋今京荆经茎[3]紧仅谨瑾景警[5]劲竞境竟敬□{关（门）}
kʰ	[2]勤芹凝{凝结}琼□{黑～～：黑洞洞}[3]顷倾[5]近庆肾{肫（禽类的胃）}
ŋ	[2]人[5]忍[6]认韧纫刃任
h	[1]兴旺馨兄卿[2]形型形邢[3]兴{高兴}[5]兴{～致}□{嗅}
∅	[1]因姻英应{～当}鹰婴缨鹦樱莺[5]印应{答～}
j	[2]仁仍蝇荣莹荧盈萤[3]孕隐[5]引
#it	
p	[7]笔毕必逼碧璧
pʰ	[7]匹避僻癖霹
m	[7]□{（用手指）捏}[8]蜜密
f	[7]□{扔}
v	[7]域
t	[7]滴嫡的
tʰ	[7]剔[8]敌狄迪
n	[8]溺匿
l	[8]力栗歷{经～}
ts	[7]积织职迹=脊即绩质秩□{tu35～，蟋蟀}□{（用手指）戴}
tsʰ	[7]七戚漆膝[8]疾直值植殖籍藉席夕
s	[7]悉息=熄媳式饰识昔惜=析=失室窸{～嗦：拟声词}[8]食实
k	[7]吉桔激击戟□{耳～：耳朵}
kʰ	[8]极□{疙瘩}□{～鳞：穿山甲}
ŋ	[7]日
∅	[7]一
j	[7]益溢忆亿[8]翼疫役逸亦译易{交～}轶佚液
#uɔn	
p	[1]般搬[3]本粄{糕点}[5]半
pʰ	[1]潘番{～禺}[2]盘盆[3]叛[5]□{厚}判畔[6]伴拌
m	[2]文纹闻门们[5]满[6]闷浼{体垢}
f	[1]欢宽[2]桓[6]缓
v	[2]完[3]碗腕皖[6]换唤焕
t	[1]端[3]短断{～水：切断入田水}
tʰ	[2]团[5]断[6]段锻缎煅
n	[5]暖
l	[2]孪鸾挛峦[3]卵[5]僆{鸡～：未下蛋的小母鸡}[6]乱
ts	[1]专砖[3]转[5]钻[6]传{自～}
tsʰ	[1]穿川村[2]传{～说}[5]串窜寸
s	[1]酸孙[2]船[3]损[5]算蒜
k	[1]乾{～湿}肝竿官棺观冠{衣～}[3]管馆莞秆杆赶[5]贯惯灌罐冠{～军}幹{～部}□{这样}
kʰ	[5]看
ŋ	[6]岸
h	[2]寒韩鼾[3]罕款[5]旱汉[6]汗
∅	[1]安桉鞍[5]按案
#uɔt	
p	[7]钵拨
pʰ	[7]泼[8]□{（一）块（肉）}
m	[8]末茉沫物勿没殁
f	[7]阔
v	[8]活
t	[7]掇
tʰ	[7]脱[8]夺
l	[7]□{宰杀}捋{替，宰杀；～衫袖}
ts	[7]撮
tsʰ	[7]□{骗，原文作“啜”}
s	[7]说□{喝}
k	[7]割葛
h	[7]喝渴
∅	[7]遏
#un	
p	[1]奔分-{喂（鸡）}
pʰ	[2]㖹{吹}□{溢（出）}[5]喷[6]笨
m	[1]蚊炆[6]问
v	[2]云耘馄魂[6]运
t	[1]敦墩吨炖[3]顿趸□{树～：树蔸}[5]蹾{跌落伤足}
tʰ	[1]吞饨[2]团屯囤[6]钝盾遁
n	[3]□{传染}□{捻}[6]嫩
l	[2]轮仑纶伦沦[6]论
ts	[1]尊遵□{ŋiɔŋ24ŋiɔŋ24～：发抖}[3]准[5]俊峻圳
tsʰ	[1]春椿抻{～叉：伸展不皱}[2]存[3]蠢[5]□{（用手指）搓（体垢）}
s	[2]唇纯巡旬荀殉[3]笋[5]逊[6]顺舜瞬
k	[1]君军[3]滚[5]棍郡
kʰ	[1]昆琨均钧[2]裙群[3]捆[5]困菌
h	[1]昏婚分芬纷熏薰勋[2]坟浑焚[3]粉[5]粪奋愤忿训睏[6]份混
∅	[1]温瘟[3]稳[5]□{关（起来）}
#ut	
p	[7]不毕{完}[8]□{冒出}
pʰ	[8]勃
m	[7]□{霉烂}
t	[7]□{ut5～：肮脏}□{肥～～：胖乎乎}
tʰ	[7]突秃[8]凸
l	[7]□{脱落}[8]律率
ts	[7]卒□{树胶～：橡皮擦}
tsʰ	[7]出
