汉字	注释	音标
排		pʰai2a
埋		mai2a
阶		kai1
揩		hai1
楷		hai3
界		kai2a
挨		ŋai1
派		pʰai3
稗		pʰa6
买		mai3
卖		mai6
奶	祖母	lai3
奶	牛~	lai3
柴		tsʰai2b
佳		ka1
街		kai1
解		kai3
鞋		hai2b
蟹		hai3
矮		ŋai3
败		pʰai6
寨		tsʰai6
毙		pʰi6
厉		li6
例		li6
制		tsɿ2a
世		ɕi2a
低		ti1
梯		tɕi1
体		tɕi3
替		tɕi3
弟		tʰi6
第		tʰi6
泥		ȵi2a
犁		li2a
齐		tɕʰi2b
西		ɕi1
洗		ɕi3
细		ɕi2a
鸡		tɕi1
溪		tɕʰi1
杯		pi1
背	~脊	pʰi6
背	~书	pi2a
赔		pʰi2b
倍		pʰi6
梅		mi2a
每		mi2b
妹		mi6
堆		ti1
队		ti2a
推		tʰi1
退		tʰi3
腿		tʰi3
罪		tsʰɨi6
碎		sɨi2a
块		kʰuai3
灰		ɸɨi1
回		ɸɨi2a
汇		ɸɨi6
最		tsɨi3
外	~面	uai6
外	~公	uai6
会	开~	ɸɨi6
会	不~	uɨi6
乖		kuai1
怪		kuai2a
淮		ɸuai2a
坏		ɸuai6
蛙		ua1
拐		kuai3
挂		kua2a
画		ɸua6
快		kʰuai3
话	~语	ua6
话	说	ua6
岁		sɨi2a
税		sɨi2a
锐		li6
卫		ui6
肺		ɸɨi3
吠		ɸɨi6
奎		kʰui2b
桂		kui2a
惠		ɸɨi6
碑		pi1
披		pʰi1
皮		pʰi2b
被	~子	pʰi6
被	~迫	pʰi6
篱		li2a
知	文	tsɿ1
知	白	tɕi1
智		tsɿ2a
支		tsɿ1
纸		tɕi3
舐		/
是		ɕi6
儿		ɵ2a
寄		tɕi2a
义		ȵi6
蚁		ȵi1
戏		ɕi2a
易	容~	i6
易	姓	i6
悲		pi1
备		pʰi6
美		mi3
地		tʰi6
梨		li2b
利		li6
自	~私	tsʰɿ6
自	~家	tsʰɿ6
私		sɿ1
死		sɿ3
四		sɿ2a
屎		ɕi3
二		ɵ6
饥		tɕi1
器		tɕʰi3
李		li3
里	~程	li3
里	~面	li3
鲤		li3
理		li3
字		tsʰɿ6
事		sɿ6
齿		tsʰi3
时		ɕi2b
耳		ɵ2a
而		ɵ2b
基		tɕi1
己		tɕi3
记		tɕi2a
欺		tɕʰi1
起		tɕʰi3
起		/
旗		tɕʰi2b
疑		ȵi2a
机		tɕi2b
几		tɕi3
气	~体	tɕʰi3
气	出~	tɕʰi3
衣		i1
毅		ȵi6
汽		tɕʰi3
随		suɨi2b
吹		tsʰuɨi1
规		kuɨi1
亏		kʰuɨi1
毁		ɸuɨi3
睡		suɨi6
伪		uɨi6
泪		li6
醉		tsuɨi2a
锤		tsʰuɨi2b
衰		sai1
帅		sai3
水		suɨi3
龟		kuɨi1
轨		kuɨi3
季		tɕi2a
维		uɨi2a
柜		kʰuɨi6
位		uɨi6
飞		ɸɨi1
匪		ɸɨi3
费		ɸɨi3
肥		ɸɨi2a
尾		uɨi3
味		uɨi6
归		kuɨi1
鬼		kuɨi3
贵		kuɨi2a
魏		uɨi6
挥		ɸɨi1
毛		mau2a
道		tʰau6
脑		lau3
恼		lau3
牢		lau2a
老		lau3
糟		tsau1
操		tsʰau1
曹		tsʰau2b
熬		ŋau2a
造		tsʰau6
傲		ŋau6
靠		hau2b
浩		hau6
包		pau1
饱		pau3
豹		pau2a
猫		mau2a
卯		mau3
闹		lau6
抓		tsa1
罩		tsau2a
交		kau1
敲		kʰau1
绞		kau3
教		kau2a
咬		ŋau3
袄		ŋau3
椒		tɕiɛu1
小		ɕiɛu3
朝	今~	tsɛu1
超		tsʰɛu1
潮		tsʰɛu2b
烧		sɛu1
照		tsɛu2a
绍		sɛu6
桥		tɕʰiɛu2b
轿		tɕʰiɛu6
鸟		ȵiɛu3
鸟		/
刁		tiɛu1
缴		tɕiɛu3
叫		tɕiɛu2a
亩		miɛu3
某		miɛu3
偷		tʰɛu1
头		tʰɛu2b
豆		tʰɛu6
透		tʰɛu3
楼		lɛu2a
狗		kiɛu3
口	文	kʰiɛu3
口	白	hɛu3
藕		ŋiɛu3
偶		ŋiɛu3
猴		hɛu2b
厚		hɛu6
后		hɛu6
候		hɛu6
浮		ɸɛu2a
妇		ɸu6
流		liu2a
刘		liu2a
柳		liu3
酒		tɕiu3
秋		tɕʰiu1
修		ɕiu1
袖		tɕʰiuʔ8
昼		tɕiu1
抽		tɕʰiu1
绉		tsɛu2a
愁		tsʰɛu2b
搜		sɛu1
周		tɕiu1
臭		tɕʰiu3
收		ɕiu1
手		ɕiu3
受		ɕiu6
寿		ɕiu6
鸠		tɕiu1
丘		tɕʰiu1
求		tɕʰiu2b
休		ɕiu1
舅		tɕʰiu3
旧		tɕʰiu3
牛		ȵiɛu2a
有		iu3
友		iu3
右		iu3
丢		tiu1
纠		tɕiu1
幼		iu2a
担		tan1
贪		tʰuɵn1
探		tʰuɵn3
南		lan2a
答		tat7
踏		tʰat7
纳		lat7
参		tsʰan1
惨		tsʰan3
蚕		tsʰuɵn2b
杂		tsʰuɵt8
感		kan3
鸽		kɵt7
含		hɵn2a
合	~作	hɵt8
暗		ŋan2a
胆		tan3
塔		tʰat7
淡		tʰan6
篮		lan2a
腊		lat8
蜡		lat8
甘		kɵn1
敢		kɵn3
磕	~头	hɵt7
喊		han3
站	车~	tsan2a
站	立	tsan2a
赚		tsʰan6
插		tsʰat7
杉		sa1
咸		han2a
减		kan3
狭		hat8
衫		san1
舰		kan2a
鉴		kan2a
甲		kat7
鸭		ŋat7
粘		ȵiɛn2a
聂		ȵiɛt7
蹑		ȵiɛt7
镰		liɛn2a
尖		tɕiɛn1
接		tɕiɛt7
签		tɕʰiɛn1
占		tsɛn2a
染		ȵiɛn3
捡		tɕiɛn3
钳		tɕʰiɛn2b
验		ȵiɛn6
险		ɕiɛn3
盐		iɛn2a
叶		iɛt8
欠		tɕʰiɛn3
严		ȵiɛn2a
业		ȵiɛt7
点		tiɛn3
店		tiɛn2a
跌		tiɛt7
添		tʰiɛn1
帖		tiɛt7
甜		tʰiɛn2b
拈		ȵiɛn1
念		ȵiɛn6
兼		tɕiɛn1
谦		tɕʰiɛn1
嫌		ɕiɛn2a
协		ɕiɛt8
凡		ɸan2a
犯		ɸan6
泛		ɸan3
法		ɸat7
品		pʰin3
禀		pin3
林		lin2a
笠		lit7
粒		tʰɛt8
侵		tɕʰin1
浸		tɕin2a
集		tɕʰit8
心		ɕin1
寻		tɕʰin2b
习		ɕit8
沉		tɕʰin2b
参	人~	sɛn1
针		tɕin1
汁		tɕit7
深		ɕin1
湿		ɕit7
十		ɕit8
入		lut8
任	责~	len6
金		tɕin1
琴		tɕʰin2b
急		tɕit7
及	~格	tɕʰit8
单		tan1
摊		tʰan1
弹	~琴	tʰan2b
难	~易	lan2a
兰		lan2a
懒		lan3
捺		lat7
烂		lan6
辣		lat7
瘌		lat7
餐		tsʰan1
擦		tsʰat7
肝		kɵn1
干	~部	kɵn2a
割		kɵt7
看	~见	hɵn3
岸		ŋan6
寒		hɵn2b
汉		hɵn2a
汗		hɵn6
旱		hɵn6
安		ŋan1
案		ŋan2a
扮		pan2a
八		pat7
办	~法	pʰan6
办	~公室	pʰan6
拔		pʰat8
产		tsʰan3
察		tsʰat7
山		san1
杀		sat7
间	中~	kan1
拣		kan3
眼		ŋan3
闲		han2b
苋		han6
班		pan1
板		pan3
慢		man6
铡		tsat7
奸		kan1
颜		ŋan2a
雁		ŋan6
瞎		hat7
鞭		piɛn1
偏		pʰiɛn1
便	~宜	pʰiɛn2b
棉		miɛn2a
面	~上	miɛn6
灭		miɛt7
别		pʰiɛt8
连		liɛn2a
裂		liɛt7
煎		tɕiɛn1
剪		tɕiɛn3
箭		tɕiɛn2a
迁		tɕʰiɛn1
浅		tɕʰiɛn3
溅		tsɛn2a
贱		tɕʰiɛn6
仙		ɕiɛn1
癣		tɕʰiɛn3
线		ɕiɛn2a
薛		ɕiɛt7
展		tsɛn3
缠		tsʰɛn2b
战		tsɛn2a
折		tsɛt7
舌		sɛt8
扇		sɛn2a
善		sɛn6
设		sɛt7
然		lɛn2a
热		lɛt7
件		tɕʰiɛn6
杰		tɕʰiɛt8
孽		ȵiɛt7
蘖		ȵiɛt7
建		tɕiɛn2a
健		tɕʰiɛn6
言		ȵiɛn2a
献		ɕiɛn2a
歇		ɕiɛt7
边		piɛn1
扁		piɛn3
片		pʰiɛn3
撇		pʰiɛt7
辫		pʰiɛn6
面	~条	miɛn6
篾		miɛt8
蔑	~视	miɛt8
颠		tiɛn1
天		tʰiɛn1
田		tʰiɛn2b
年		ȵiɛn2a
电		tʰiɛn6
铁		tʰiɛt7
捏		ȵiɛt7
莲		liɛn2a
炼		liɛn6
节		tɕiɛt7
千		tɕʰiɛn1
切		tɕʰiɛt7
肩		tɕiɛn1
牵		tɕʰiɛn1
结		tɕiɛt7
搬		pɵn1
半		pɵn2a
潘		pʰɵn1
叛		pʰɵn6
泼		pʰɵt7
盘		pʰɵn2b
伴		pʰɵn6
满		mɵn3
末		mɵt7
端		tɵn1
短		tɵn3
脱		tʰɵt7
团		tʰɵn2b
断		tʰɵn6
段		tʰɵn6
夺		tʰɵt8
暖		non3
乱		lɵn6
卵		lɵn3
捋		lɵt8
酸		sɵn1
官		kuɵn1
管		kuɵn3
灌		kuɵn2a
括		kuɵt7
宽		kʰuɵn1
阔		kʰuɵt7
欢		ɸuɵn1
完		uɵn2a
换		uɵn6
活		uɵt8
碗		uɵn3
顽		uan2a
幻		ɸan6
猾		uat8
挖		ua1
闩		sɵn1
关	姓	kuan1
关	~门	kuan1
惯		kuan2a
刮		kuat7
还	归~	uan2a
弯		uan1
劣		liɛt7
全		tɕʰyɵn2b
绝		tɕʰiɛt8
雪		ɕiɛt7
转	~身	tsɵn3
传	宣~	tsʰɵn2b
穿		tsʰɵn1
船		tsʰɵn2b
说	小~	sɵt7
软		ȵyɵn3
卷		tɕyɵn3
圈		tɕʰyɵn1
拳		tɕʰyɵn2b
园		yɵn2b
反		ɸan3
发		ɸat7
翻		ɸan1
饭		ɸan6
罚		ɸat8
万		uan6
袜		uat7
劝		tɕʰyɵn3
元		ȵyɵn2a
月		ȵiɛt7
冤		yɵn1
远		yɵn3
决		tɕiɛt7
缺		tɕʰiɛt7
血		ɕiɛt7
悬		ɕyɵn2b
穴		ɕiɛt8
吞		tʰɛn1
根		kiɛn1
痕		hɛn2b
垦		hɛn3
恨		hɛn6
恩		ŋɛn1
宾		pin1
笔		pit7
匹		pʰit7
贫		pʰin2b
民		min2a
敏		min3
密		mit7
鳞		lin2a
栗		lit8
亲		tɕʰin1
七		tɕʰit7
尽		tɕʰin6
新		ɕin1
镇		tɕin2a
陈		tɕʰin2b
真		tɕin1
质		tɕit8
神		ɕin2a
实		ɕit8
身		ɕin1
失		ɕit7
肾		ɕin6
忍		ȵin3
认		ȵin6
日		ȵit7
一		it7
斤		tɕin1
勤		tɕʰin2b
近		tɕʰin6
劲		tɕin2a
乞		tɕʰiʔ7
本		pɛn3
笨		pʰɨn6
门		mɨn2a
焖		mɨn6
炖		tɨn2a
突		tʰɨt7
嫩		lɨn6
尊		tɕin1
卒		tɕit7
村		tsʰɨn1
骨		kut7
滚		kun3
困		kʰun3
昏		ɸun1
忽		ɸut7
混		ɸun6
浑		ɸun2b
温		un1
律		lit7
遵		tɕin1
准		tɕin3
春		tsʰɨn1
出		tsʰɨt7
顺		sɨn6
菌	菇	tɕin6
闰		lɨn6
橘		tɕit7
允		in2b
分		ɸun1
粉		ɸun3
粪		ɸun2a
佛		ɸut8
蚊		mɨn2a
问	文	un6
问	白	mɨn6
物		ut7
军		tɕin1
屈		tɕʰiut7
裙		tɕʰin2b
训		ɕin3
晕		in6
云		in2a
运		in6
帮		pɔŋ1
薄		pʰɔʔ8
忙		mɔŋ2a
莫		mɔʔ8
膜		mɔʔ7
幕		mɔʔ7
寞		mɔʔ7
党		tɔŋ3
汤		tʰɔŋ1
堂		tʰɔŋ2b
托		tʰɔʔ7
荡		tʰɔŋ6
诺		noʔ7
郎		lɔŋ2a
落		lɔʔ8
作		tsɔʔ7
仓		tsʰɔŋ1
凿		tsʰoʔ8
桑		sɔŋ1
钢		kɔŋ1
各		kɔʔ7
糠		hɔŋ1
行	银~	hɔŋ2b
行	品~	ɕiŋ2b
行	~时	/
行	出~	/
恶		ŋɔʔ7
娘		ȵiɔŋ2a
凉		liɔŋ2a
两	~个	liɔŋ3
两	斤~	liɔŋ3
浆		tɕiɔŋ1
蒋		tɕiɔŋ3
酱		tɕiɔŋ2a
爵		tɕioʔ7
枪		tɕʰiɔŋ1
墙		tɕʰiɔŋ2b
抢		tɕʰiɔŋ3
雀		tɕʰiɔʔ7
匠		ɕiɔŋ6
削		ɕiɔʔ7
象		ɕiɔŋ6
像		ɕiɔŋ6
张		tsɔŋ1
长	生~	tsɔŋ3
帐		tsɔŋ2a
着	穿~	tsɔʔ7
着	睡~	tsʰɔʔ8
长	~短	tsʰɔŋ2b
丈		tsʰɔŋ6
装		tsɔŋ1
壮		tsɔŋ2a
疮		tsʰɔŋ1
霜		sɔŋ1
章		tsɔŋ1
掌		tsɔŋ3
昌		tsʰɔŋ1
厂		tsʰɔŋ3
唱		tsʰɔŋ3
瓤		lɔŋ2a
让		lɔŋ6
弱		ȵiɔʔ7
虐		ȵiɔʔ7
疟		ȵiɔʔ7
伤		sɔŋ1
常		sɔŋ2b
上	~下	sɔŋ6
上	~山	sɔŋ6
上	~面	sɔŋ6
姜		tɕiɔŋ1
强		tɕʰiɔŋ2b
香		ɕiɔŋ1
响		ɕiɔŋ3
向		ɕiɔŋ2a
秧		iɔŋ1
养		iɔŋ3
痒		iɔŋ3
约		iɔʔ7
样		iɔŋ6
药		iɔʔ7
跃		iɔʔ7
广		kuɔŋ3
郭		kɔʔ7
荒		ɸɔŋ1
谎		ɸɔŋ3
黄	~色	uɔŋ2a
黄	姓	uɔŋ2a
光		kuɔŋ1
方		ɸɔŋ1
纺		ɸɔŋ3
放		ɸɔŋ2a
房		ɸɔŋ2a
网		mɔŋ3
望		mɔŋ6
忘		mɔŋ6
筐		kʰuɔŋ1
眶		kʰuɔŋ1
王		uɔŋ2a
往		mɔŋ3
绑		pɔŋ3
剥		pɔʔ7
桩		tsɔŋ1
桌		tsɔʔ7
撞		tsʰɔŋ6
戳		tsʰɔʔ7
浊		tsʰuʔ8
捉		tsɔʔ7
窗		tsʰɔŋ1
双		sɔŋ1
江		kɔŋ1
港		kɔŋ3
角		kɔʔ7
壳		kʰɔʔ7
学		hɔʔ8
北		pɛʔ7
墨		mɛʔ7
灯		tɛn1
等		tɛn3
得		tɛʔ7
藤		tʰɛn2b
邓		tʰɛn6
特		tʰɛʔ8
能		lɛn2a
层		tsʰɛn2b
贼		tsʰɛʔ8
肯		kʰiɛn2b
肯		/
刻		hɛʔ7
黑		hɛʔ7
冰		pin1
逼		pit7
力		lit7
熄		ɕit7
直		tɕʰit8
色		sɛʔ7
蒸		tɕin1
拯		tɕin3
证		tɕin2a
织		tɕit7
称		tɕʰin3
绳		ɕin2a
食		ɕit8
升		ɕin1
识		ɕit7
极		tɕʰit8
兴	~旺	ɕin1
兴	高~	ɕin2a
应	~当	in1
应	~对	in2a
蝇		in2a
国		kuɛʔ7
域		it8
百		paʔ7
彭		pʰaŋ2b
白		pʰaʔ8
猛		muŋ3
陌		mɛʔ8
撑		tsʰaŋ1
拆		tsʰaʔ7
冷		laŋ3
澄	~清	tsʰɛn2b
生		saŋ1
省	节~	saŋ3
格	~子	kaʔ7
格	资~	kɛʔ7
坑		haŋ1
客		haʔ7
孟		muŋ6
硬		ŋaŋ6
梗		kuaŋ3
额		ŋɛʔ8
吓		haʔ7
棚		pʰuŋ2b
麦		maʔ8
脉		mɛʔ7
橙		tsʰɛn2a
摘		tsaʔ7
争	文	tsɛn1
争	白	tsaŋ1
耿		kiɛn3
隔		kaʔ7
兵		pin1
柄		pin3
平	文	pʰin2b
平	白	pʰiaŋ2b
病		pʰiaŋ6
明	文	min2a
明	白	miaŋ2a
命	文	min6
命	白	miaŋ6
镜		tɕiaŋ2a
迎		in2a
逆		ȵiʔ8
影		iaŋ3
饼		piaŋ3
名	文	min2a
名	白	miaŋ2a
领		liaŋ3
岭		liaŋ3
精	文	tɕin1
精	白	tɕiaŋ1
井		tɕiaŋ3
脊		tɕiʔ7
清	文	tɕʰin1
清	白	tɕʰiaŋ1
请		tɕʰiaŋ3
情		tɕʰin2b
晴		tɕʰiaŋ2b
静		tɕʰin6
净		tɕʰin6
姓		ɕiaŋ2a
惜		ɕit8
惜		/
程	文	tsʰɛn2b
程	白	tsʰaŋ2b
正	~月	tsaŋ1
正	~确	tsɛn2a
正	舞~	tsaŋ2a
只		tsaʔ7
尺		tsʰaʔ7
声	文	sɛn1
声	白	saŋ1
成	~功	tsʰɛn2a
成	舞~	tsʰɛn2a
成	~三	tsʰɛn2a
石		saʔ8
席	主~	ɕit8
席	~子	tɕʰiaʔ8
颈		tɕiaŋ3
轻		tɕʰiaŋ1
萦	绕也	iaŋ1
赢		iaŋ2a
壁		piaʔ7
瓶		pʰin2b
劈		pʰiaʔ7
钉		tiaŋ1
滴		tit7
听		tʰiaŋ1
踢		tʰit7
停		tin2b
挺		tʰin3
定		tʰiaŋ6
笛		liaʔ8
灵		lin2a
铃		liaŋ2a
零		liaŋ2a
青	文	tɕʰin1
青	白	tɕʰiaŋ1
星		ɕiaŋ1
醒		ɕiaŋ3
锡		ɕiaʔ7
经		tɕin1
形		ɕin2a
矿		kʰuɔŋ2a
横		uaŋ2a
轰		ɸuŋ1
兄		ɕiaŋ1
荣		yŋ2a
永		yŋ3
倾		tɕʰyŋ1
琼		tɕʰyŋ2a
营		yŋ2a
役		yʔ8
篷		pʰuŋ3
蒙	~古	muŋ2a
蒙	~住	muŋ1
木		muʔ7
沐		muʔ7
东		tuŋ1
懂		tuŋ3
冻		tuŋ2a
通		tʰuŋ1
桶		tʰuŋ3
痛		tʰuŋ3
铜		tʰuŋ2b
动		tʰuŋ6
洞		tʰuŋ6
独		tʰuʔ8
读		tʰuʔ8
笼	鸡~	luŋ2a
笼	蒸~	luŋ2a
聋		luŋ1
拢		luŋ3
鹿		luʔ7
禄		luʔ7
碌		luʔ7
陆		liuʔ7
棕		tsuŋ1
粽		tsuŋ2a
葱		tsʰuŋ1
送		suŋ2a
公		kuŋ1
谷		kuʔ7
空	~虚	kuŋ1
红		ɸuŋ2a
翁		uŋ1
蕹		ŋ̍2a
屋		uʔ7
冬		tuŋ1
毒		tʰuʔ8
农		luŋ2a
宗		tsuŋ1
松	轻~	suŋ1
风		ɸuŋ1
福		ɸuʔ7
冯		fuŋ2a
凤		ɸuŋ6
服		ɸuʔ8
梦		muŋ6
目	眼也	muʔ7
目	~录	muʔ7
六		luʔ8
肃		suʔ7
中	~间	tsuŋ1
竹		tsuʔ7
虫		tsʰuŋ2a
众		tsuŋ2a
粥		tsuʔ7
铳		tsʰuŋ3
叔		suʔ7
熟		suʔ8
绒		luŋ2a
肉		ȵiuʔ7
弓		kuŋ1
菊		tɕiuʔ7
穷		tɕʰyŋ3
畜	~牧	ɕiuʔ8
畜	~牲	tsʰuʔ7
熊		ɕyŋ2a
育		ȵiuʔ7
封		ɸuŋ1
缝	~衣	ɸuŋ2a
缝	~隙	ɸuŋ6
浓		luŋ2a
龙		lyŋ2a
绿		liuʔ7
足		tɕiuʔ7
从		tsʰuŋ2a
松	~树	ɕyŋ1
俗		ɕiuʔ8
重	~量	tsʰuŋ2b
重	~复	tsʰuŋ6
钟		tsuŋ1
肿		tsuŋ3
烛		tsuʔ7
冲		tsʰuŋ1
舂	~米	tsuŋ1
触		tsʰuʔ7
赎		suʔ8
褥		luʔ8
供	~应	tɕyŋ1
供	~鸡	/
拱		kuŋ3
恐		kʰuŋ3
曲		tɕʰiuʔ7
共	~产党	kʰuŋ6
共	~用	kʰuŋ6
局		tɕʰiuʔ7
玉		i6
狱		ȵiuʔ7
胸		ɕyŋ1
凶		ɕyŋ1
容		yŋ2a
用		yŋ6
浴		ȵiuʔ7
嗅		ɕyŋ2a
