"来源："	"乔全生陈丽1999《平遥话音档》；侯精一1999《现代晋语的研究》；Skanda & Sun 增补修订"
"n"	"［2］撓鐃［3］腦惱□{～：扛}［5］鬧齉-{～鼻子：鼻孔腫脹，說話聲音發悶}"
"l"	"［2］勞牢嘮撈{～挖：撈}癆{～病-}狼-{三～村（村名）}［3］老了［5］駱{～駝}醪{～糟}絡落澇烙={～餅}"
"ts"	"［1］騷{牢～}糟{～房-：酒坊}遭{～下：遭到}［2］曹-{～村：地名}槽={騾～～}脏-{～襖}髒-{～襖}［3］早棗蚤澡找［5］灶竈皂笊罩造{新派}燥{新派}"
"tsʰ"	"［1］抄操{～行}［2］槽巢剿曹={～操}［3］草炒=吵騲□{累}［5］鈔躁造{老派}□{用饅頭等收拾殘羹：荷-捲捲把鍋兒～了。}燥{老派}"
"s"	"［1］臊稍騷{～狐：公羊}梢{～～：尖兒}捎{～帶}［3］掃嫂炒-{～麪}［5］潲{～雨}掃{～帚兒苗}□{快}臊□{由於日久而褪色}"
"tʂ"	"［1］朝{今～}昭召招{～待}［3］招沼{～氣}找［5］照詔趙"
"tʂʰ"	"［1］超=［2］朝{～廷}潮"
"ʂ"	"［1］燒{～開：開始燒}超-［3］少{多-～}［5］韶{～山}邵少{～年}紹"
"ʐ"	"［2］饒［3］擾繞{圍～}［5］繞{～上走：繞着走}□{扔：把破鞋爛襪子～了哇}"
"k"	"［1］哥={～～}高{～低}歌{～子}羔{～皮}糕{～麪}［3］稿膏篙{進船竿}［5］告个個"
"kʰ"	"［3］可考烤拷［5］靠犒銬"
"ŋ"	"［2］熬蛾鵝=爊{～白=菜}俄{～國}［3］我=拗{～口}襖［5］傲鏊撬?奥奧懊{～悔}膏-{～油：上油}娥"
"x"	"［1］蒿薅罅{～開：把手也凍的～開口口啦}［2］荷={～花}豪{～傑}壕{～～：溝}毫河=耗［3］好{～壞}［5］好{～看戲}号號{～數}孝-{～帽兒/ʐʌʔ/}上{房～}"
"#iɔ"	""
"p"	"［1］標{～準}膘{～肉：肥肉}［3］表錶［5］鰾{魚～}摽?{～住：相互比較、競爭着做某事}"
"pʰ"	"［1］飄漂［2］嫖［3］漂{～白粉}［5］票漂{～亮}"
"m"	"［2］描苗{～～：小苗兒}［3］藐渺秒［5］廟妙"
"t"	"［1］刁{～難}貂{～皮}雕{～刻}窕{窈～：要求多，難伺候}［2］調-{～和：指鹽醋等調料}笤-{～帚}條-{窄～～}［3］吊{～錘：男陰}［5］吊弔掉釣調{～查}藋{灰～}"
"tʰ"	"［1］挑{～的荷上些}［2］條={～案}［3］挑{劐～}跳?{僅見於“跑～”，表示操心奔忙。}［5］跳"
"l"	"［2］撩寥獠療聊{～齋}遼{～寧}燎{～支：爐條}繚{～擦：用針粗粗地斜着縫}□{圪～：“翹”的分音詞，形容不好相處。}［3］了瞭［5］料廖{姓}□{～菜：洗菜}"
"tɕ"	"［1］焦蕉椒教{～書}驕澆膠{～皮}郊{～區}交{～往-}嬌{～養}［2］樵-{～夫}橋-{～頭（村名）}蕎-{～麪}［3］絞狡剪攪矯較繳鉸皎［5］教{～育}窖覺{睡～}轎噍{牛倒～}叫繳?{用鐵絲～（纏）住}"
"tɕʰ"	"［1］鍬繰敲{～打}劁{～豬兒：閹豬}［2］橋=喬樵=僑{～胞}［3］巧雀蹺{踩高～}［5］俏竅□{兩～爲一步}鞘撬翹"
"ȵ"	"［1］仰?{手指、腳根略微往上的動作}［3］鳥咬［5］尿"
"ɕ"	"［1］宵霄硝銷囂蕭肖消{～息}簫{～兒/ʐʌʔ/}［2］曉［3］小斅{試～：嘗試}曉{～得、～不得}［5］孝=校{學～}校{～官}笑效"
"Ø"	"［1］妖{～精=}腰{～兒：腰裏}邀{～請}窈{～窕：要求多，難伺候}［2］摇搖姚耀堯窑{～兒：窯洞裏}窯{～兒：窯洞裏}謠{～言}遥{～遠}遙{～遠}［3］舀［5］鷂要{～求}靿{耬柴的耙耙，捆柴的～～}"
"#ʅ"	""
"tʂ"	"［1］知蜘正-{～月}蒸-{～餅-}［2］遲-{～～底}［3］整-{～理}［5］制製正-{～面面：正面}痔置治致緻稚雉"
"tʂʰ"	"［1］痴癡［2］遲=馳池{～子}［3］恥持"
"ʂ"	"［1］声-{聽河～～}聲-{聽河～～}升-{～起}［2］繩-{～～：繩子}城-{～壕兒/ʐʌʔ/}盛-{～湯}承-{～塵：天花板}［5］世逝誓勢秤-剩-盛?{活～：形容子孫滿堂}"
"#i"	""
"p"	"［1］皮-{～～：皮兒}疲-{～茶水：不熱的茶水}屄［3］彼鄙比秕庇癟滗潷譬蓖餅-{煎～；柿～；～～：麻將中的一類牌}［5］閉被病-{黃～：肝炎}避備篦臂陛{～下}箅秘{～密}祕{～密}幣斃敝"
"pʰ"	"［1］披批［2］皮={～車：膠輪兒車}疲={～倦}琵{～琶}枇{～杷}坪-{棗樹～（村名）}［3］紕{～漏}否{卦名}疲{事情從高潮轉向低潮：～下來啦}批僻{～靜}痹比?{你就～人家強？}［5］屁"
"m"	"［2］迷弥彌靡𪎭{～子}眉-{～毛}明-{～～亮}名-{～～：名字}鳴-{叫～：打鳴}冥-{～婚}［3］米［5］命-{要～}□{往高處收藏：洗臉盆不用了就～起哇}"
"t"	"［1］低{～處}釘-{～～：釘子}羝{～羊：公羊}［2］蹄-{～～：蹄子}提-{～開}［3］底抵體-{～輕：指人輕浮}頂-{不～了：不行了，頂不住了}［5］帝弟第遞釘-{～住}定-地"
"tʰ"	"［1］堤聽-{～開（開始聽）老師的話啦}梯{～～}［2］題提=啼{～哭}停-{～～底：安靜}［3］體={身～}［5］替涕剃屉屜"
"l"	"［2］璃狸犁{～～：犁}黎{～明}离{～別}離{～別}篱{～笆}籬{～笆}梨{～兒/ʐʌʔ/}鈴-{～～：鈴兒}零-{～頭頭：零頭兒}陵-{京-～城-（村名）}［3］礼禮領-{～口口：領口}李里{一～地}裏={～外}理鯉岭{大虎～（地名）}嶺-{大虎～（地名）}娌□{表程度深。鮮～底，酸～底。}［5］離{～啦：分開了}利痢吏另-{單～}厲{～害}莅蒞隶隸丽麗履"
"tɕ"	"［1］譏肌稽基{～礎}饥{～荒：債務}飢饑{～荒：債務}機{～關}雞{～～：赤子陰}經-{～線子}几-{茶～～}京{～陵-城-（村名）}［2］騎-［3］己幾擠=［5］計繼寄=冀記紀既忌濟=劑=際镜-"
"tɕʰ"	"［1］欺妻=栖棲［2］齊=奇歧騎=其期祈鰭耆旗{～～：小旗兒}棋{～盤=}祁{～縣}［3］启啓豈起杞頃-{一～～地：面積單位}［5］气氣汽器弃棄砌=寄-"
"ȵ"	"［1］醫-{～院}衣?{～～襖：舊時女子出嫁穿的裏衣}［2］疑霓倪尼{～姑}泥{動詞，～牆牆：抹牆}呢{～子襖}［3］你=擬［5］泥{名詞，～匠}義-{～道：講義氣}"
"ɕ"	"［1］兮奚犧熙希稀{～開：開始化}犀{～牛}［2］畦{～～}粞=邢-{～村（村名，現名喜村）}肥-{腳～}餳-{糖稀：給剛捏下的月餅上搭上～}［3］喜嬉洗=［5］系繫係戲細=費-{～電}"
"Ø"	"［1］依伊衣{～冠：穿戴}醫={～生}［2］飴夷贏-{輸～}宜營-{南～兒（村名）}姨{～～}移{～開}貽{～誤：耽誤}［3］倚椅矣已以影-{～活活：皮影}尾-{～巴}［5］意异異肄易胰翳映-{～～：照一照}憶翼應-億藝"
"#u"	""
"p"	"［2］葡-{～萄-}菩-{～薩}脯-{～子}［3］補堡捕=蒲-{达～（村名）}［5］布佈部簿步菢{～雞娃娃}怖抱-{～～}"
"pʰ"	"［1］剖鋪{～擺：攤開}［2］匍葡=菩=蒲={～州}［3］譜普浦脯=捕-甫{老派}［5］鋪{店～}"
"m"	"［2］模{～子}毛-{～～}謀{～求}膜［3］母畝牡拇某［5］暮慕墓募貿幕牧謀"
"t"	"［1］都{首～}都?{圪～：拳頭}［2］涂-{圪～（寫）上幾張對子}塗-{圪～（寫）上幾張對子}［3］堵賭肚{豬～子}［5］妒杜肚{腹～}度{溫～}渡"
"tʰ"	"［2］涂=塗=途圖{～～：圖畫}屠{～夫}徒{～勞}［3］土吐［5］兔"
"k"	"［1］箍姑{～～}孤{～單}菇□{～兒/ʐʌʔ/：老鼠}锢［3］古估{～計}鼓股股?{兀家就要～住（強烈要求，帶逼迫含義）我上來說兩句。}［5］故固雇僱顧估{～鋪：賣舊衣服兼賣壽衣的商店}"
"kʰ"	"［1］枯{～乾人:很瘦的人}［3］苦［5］庫褲護{～子：鑲木板時釘的橫木條兒}"
"x"	"［1］肤{～皮子：頭屑}膚{～皮子：頭屑}跗孵乎污{～了衣裳}敷{～衍}麩{～麪：麥麩子}呼{～吸}俘{～虜}□{圪～：小憩}［2］壺湖符扶芙狐{～子}鬍{～子}胡{～琴，～芹-：芹菜，～失：粗疏。}浮{～躁：不細緻}糊{～～：一種麪食}［3］虎滸撫腐輔釜府俯甫{新派}脯斧埠和{介詞}膚{皮～}［5］互護{看～}瓠付賦傅赴訃附副夫婦戶滬糊{～住了}"
"Ø"	"［1］污誣巫侮烏{～鴉}嗚{～叫：招喚}撫{～養=}［2］无無毋戊［3］武舞鵡五午捂沃{曲～}［5］務霧恶惡誤悟顧{主～}"
"#y"	""
"tɕ"	"［1］居車駒{～～}拘{～束}閨-{～女/nzʮ/}苣?{蕒～菜}［2］俱瞿-{姓}渠-{～～：小的水渠}［3］舉給□{～覺：感覺}鬼-{毛～神}［5］巨拒距据據鋸句矩具懼櫃-{～～：小櫃兒}劇聚{新派}"
"tɕʰ"	"［1］趨區{～長=}驅{～趕}蛆{～兒/ʐʌʔ/}樗{～鼓鼓树：臭椿}覷［3］取［5］去趣□{～～：活釦兒}"
"ȵ"	"［2］魚{～兒/ʐʌʔ/}漁{～船}榆-{～次}［3］語女="
"ɕ"	"［1］嘘噓吁须須需虚{～假}虛{～假}鬚{～～}兄-{～弟}［2］隨-{～上-；陪～：嫁妝}［3］徐許髓-{牛骨～}［5］序敘絮穗-{～～}緒歲-"
"Ø"	"［2］於餘{～數}余{姓}虞娛于愉盂{痰～}迂{～迴}榆{～皮}塋-{～地}愚{～笨}［3］雨宇禹羽葦-{～子地}永-{～城村}与與緯-{～線}［5］禦御譽預豫芋喻裕愈慰-{～問}蔚-{～藍藍底}喂-{～鳥兒/ʐʌʔ/}玉籲魏-{～樂村（村名）}"
"#ɿ"	""
"ts"	"［1］支芝兹茲滋枝{～～：枝兒}梔{～子}肢{～解}脂{～油：豬油}資{～本}［2］瓷-{～盆}疵-{～疤：疤}慈-{～祥}磁-{～鉄}［3］紫紙衹姊旨指子梓止趾址齒輜之子只［5］至字志誌痣自□{試（鹼的大小）}俟?{圪～：稍等}"
"tsʰ"	"［1］眵鴟［2］雌疵=瓷=慈=磁=詞{新派}辭{新派}［3］此［5］刺賜翅次伺矢"
"nz"	"［1］抳?{細磨：把鹽～爛些兒}［5］膩"
"s"	"［1］施司私{～人}絲{～～：一點兒}思{～忖：思量}師{～婆-：巫婆}撕{～掐}斯{～文}獅{～子}詩{～歌}燍{～氣：餿味}［2］詞{老派}辭{老派}匙{～～：湯匙}時{一～～：一會兒，～分：時候、經常。}鰣{～魚}祠{～堂}［3］死屎使史駛始齒{平～磨}尸{～體}屍{～體}［5］是氏四肆視嗜試侍寺嗣飼事"
"z"	"［3］□{～乾麪：面和後又往裏揉乾麪}"
"#ʮ"	""
