D0序	D0用字	注例	声类	清浊	韵类	摄	开合	等	韵	调类	舒入	平仄	记音	备注
2381	删		生	清	山开二删	山	开	二	删	平	舒	平		
2382	疝		生	清	山开二谏	山	开	二	谏	去	舒	仄		
2383	奸		见	全清	山开二删	山	开	二	删	平	舒	平		
2384	菅		见	全清	山开二删	山	开	三	删	平	舒	平		
2385	諫		见	全清	山开二谏	山	开	二	谏	去	舒	仄		
2386	澗		见	全清	山开二谏	山	开	二	谏	去	舒	仄		
2387	鐧		见	全清	山开二谏	山	开	二	谏	去	舒	仄		
2388	顏		疑	次浊	山开二删	山	开	二	删	平	舒	平		
2389	雁		疑	次浊	山开二谏	山	开	二	谏	去	舒	仄		
2390	瞎		晓	清	山开二鎋	山	开	二	鎋	入	入	仄		
2391	轄		匣	全浊	山开二鎋	山	开	二	鎋	入	入	仄		
2392	晏		影	全清	山开二谏	山	开	二	谏	去	舒	仄		
2393	鞭		帮	全清	山开三仙	山	开	三	仙	平	舒	平		
2394	編		帮	全清	山开三仙	山	开	三	仙	平	舒	平		
2395	變		帮	全清	山开三线	山	开	三	线	去	舒	仄		
2396	別	(区～)	帮	全清	山开三薛	山	开	三	薛	入	入	仄		白读，别针
2397	鼈		帮	全清	山开三薛	山	开	三	薛	入	入	仄		
2398	篇		滂	次清	山开三仙	山	开	三	仙	平	舒	平		
2399	偏		滂	次清	山开三仙	山	开	三	仙	平	舒	平		
2400	騙	(～马)	滂	次清	山开三线	山	开	三	线	去	舒	仄		
2401	騙	(欺～)	滂	次清	山开三线	山	开	三	线	去	舒	仄		
2402	便	(～宜)	并	全浊	山开三仙	山	开	三	仙	平	舒	平		
2403	辨		并	全浊	山开三獮	山	开	三	獮	上	舒	仄		
2404	辯		并	全浊	山开三獮	山	开	三	獮	上	舒	仄		
2405	汴		并	全浊	山开三线	山	开	三	线	去	舒	仄		
2406	卞		并	全浊	山开三线	山	开	三	线	去	舒	仄		
2407	便	(方～)	并	全浊	山开三线	山	开	三	线	去	舒	仄		
2408	別	(离～)	并	全浊	山开三薛	山	开	三	薛	入	入	仄		文读，区别、离别
2409	綿		明	次浊	山开三仙	山	开	三	仙	平	舒	平		
2410	棉		明	次浊	山开三仙	山	开	三	仙	平	舒	平		
2411	免		明	次浊	山开三獮	山	开	三	獮	上	舒	仄		
2412	勉		明	次浊	山开三獮	山	开	三	獮	上	舒	仄		
2413	娩		明	次浊	山开三獮	山	开	三	獮	上	舒	仄		
2414	緬		明	次浊	山开三獮	山	开	三	獮	上	舒	仄		
2415	澠		明	次浊	山开三獮	山	开	三	獮	上	舒	仄		
2416	面	(～孔)	明	次浊	山开三线	山	开	三	线	去	舒	仄		
2417	滅		明	次浊	山开三薛	山	开	三	薛	入	入	仄		
2418	搣		明	次浊	山开三薛	山	开	三	薛	入	入	仄		
2419	碾		泥	次浊	山开三獮	山	开	三	獮	上	舒	仄		
2420	連		来	次浊	山开三仙	山	开	三	仙	平	舒	平		
2421	聯		来	次浊	山开三仙	山	开	三	仙	平	舒	平		
2422	輦		来	次浊	山开三獮	山	开	三	獮	上	舒	仄		
2423	列		来	次浊	山开三薛	山	开	三	薛	入	入	仄		
2424	烈		来	次浊	山开三薛	山	开	三	薛	入	入	仄		
2425	裂		来	次浊	山开三薛	山	开	三	薛	入	入	仄		
2426	煎		精	全清	山开三仙	山	开	三	仙	平	舒	平		
2427	剪		精	全清	山开三獮	山	开	三	獮	上	舒	仄		
2428	箭		精	全清	山开三线	山	开	三	线	去	舒	仄		
2429	濺		精	全清	山开三线	山	开	三	线	去	舒	仄		
2430	遷		清	次清	山开三仙	山	开	三	仙	平	舒	平		
2431	淺		清	次清	山开三獮	山	开	三	獮	上	舒	仄		
2432	錢		从	全浊	山开三仙	山	开	三	仙	平	舒	平		
2433	踐		从	全浊	山开三獮	山	开	三	獮	上	舒	仄		
2434	賤		从	全浊	山开三线	山	开	三	线	去	舒	仄		
2435	餞		从	全浊	山开三线	山	开	三	线	去	舒	仄		
2436	仙		心	清	山开三仙	山	开	三	仙	平	舒	平		
2437	鮮	(新～)	心	清	山开三仙	山	开	三	仙	平	舒	平		
2438	鮮	(～为人知)	心	清	山开三獮	山	开	三	獮	上	舒	仄		
2439	癬		心	清	山开三獮	山	开	三	獮	上	舒	仄		
2440	線		心	清	山开三线	山	开	三	线	去	舒	仄		
2441	薛		心	清	山开三仙	山	开	三	仙	入	入	仄		
2442	泄		心	清	山开三薛	山	开	三	薛	入	入	仄		
2443	涎		邪	全浊	山开三仙	山	开	三	仙	平	舒	平		
2444	羨		邪	全浊	山开三线	山	开	三	线	去	舒	仄		
2445	展		知	全清	山开三獮	山	开	三	獮	上	舒	仄		
2446	哲		知	全清	山开三薛	山	开	三	薛	入	入	仄		
2447	蜇		知	全清	山开三薛	山	开	三	薛	入	入	仄		
2448	徹		彻	次清	山开三薛	山	开	三	薛	入	入	仄		
2449	撤		彻	次清	山开三薛	山	开	三	薛	入	入	仄		
2450	纏		澄	全浊	山开三仙	山	开	三	仙	平	舒	平		
2451	轍		澄	全浊	山开三薛	山	开	三	薛	入	入	仄		
2452	澈		澄	全浊	山开三薛	山	开	三	薛	入	入	仄		
2453	氈		章	全清	山开三仙	山	开	三	仙	平	舒	平		
2454	戰		章	全清	山开三线	山	开	三	线	去	舒	仄		
2455	顫		章	全清	山开三线	山	开	三	线	去	舒	仄		
2456	折	(～断)	章	全清	山开三薛	山	开	三	薛	入	入	仄		
2457	浙		章	全清	山开三薛	山	开	三	薛	入	入	仄		
2458	舌		船	全浊	山开三薛	山	开	三	薛	入	入	仄		
2459	羶		书	清	山开一仙	山	开	一	仙	平	舒	平		
2460	搧	(搧。动词，～风)	书	清	山开三仙	山	开	三	仙	平	舒	平		
2461	扇	(名词，～子)	书	清	山开三线	山	开	三	线	去	舒	仄		
2462	設		书	清	山开三薛	山	开	三	薛	入	入	仄		
2463	蟬		禅	全浊	山开三仙	山	开	三	仙	平	舒	平		
2464	禪	(～宗)	禅	全浊	山开三仙	山	开	三	仙	平	舒	平		
2465	善		禅	全浊	山开三獮	山	开	三	獮	上	舒	仄		
2466	鱔		禅	全浊	山开三獮	山	开	三	獮	上	舒	仄		
2467	蟮		禅	全浊	山开三獮	山	开	三	獮	上	舒	仄		
2468	膳		禅	全浊	山开三线	山	开	三	线	去	舒	仄		
2469	單	(姓)	禅	全浊	山开三线	山	开	三	线	去	舒	仄		
2470	禪	(～让)	禅	全浊	山开三线	山	开	三	线	去	舒	仄		
2471	折	(弄～了)	禅	全浊	山开三薛	山	开	三	薛	入	入	仄		
2472	然		日	次浊	山开三仙	山	开	三	仙	平	舒	平		
2473	燃		日	次浊	山开三仙	山	开	三	仙	平	舒	平		
2474	熱		日	次浊	山开三薛	山	开	三	薛	入	入	仄		
2475	囝		见	全清	山开三獮	山	开	三	獮	上	舒	仄		
2476	遣		溪	次清	山开三獮	山	开	三	獮	上	舒	仄		
2477	乾	(～坤)	群	全浊	山开三仙	山	开	三	仙	平	舒	平		
2478	虔		群	全浊	山开三仙	山	开	三	仙	平	舒	平		
2479	掮		群	全浊	山开三仙	山	开	三	仙	平	舒	平		
2480	犍		群	全浊	山开三仙	山	开	三	仙	平	舒	平		
2481	件		群	全浊	山开三獮	山	开	三	獮	上	舒	仄		
2482	傑		群	全浊	山开三薛	山	开	三	薛	入	入	仄		
2483	搩		群	全浊	山开三薛	山	开	三	薛	入	入	仄		
2484	諺		疑	次浊	山开三线	山	开	三	线	去	舒	仄		
2485	孽		疑	次浊	山开三薛	山	开	三	薛	入	入	仄		
2486	蔫	(食物不新鲜)	影	全清	山开三仙	山	开	三	仙	平	舒	平		
2487	焉		云	次浊	山开三仙	山	开	三	仙	平	舒	平		
2488	延		以	次浊	山开三仙	山	开	三	仙	平	舒	平		
2489	筵		以	次浊	山开三仙	山	开	三	仙	平	舒	平		
2490	蜒		以	次浊	山开三仙	山	开	三	仙	平	舒	平		
2491	演		以	次浊	山开三獮	山	开	三	獮	上	舒	仄		
2492	衍		以	次浊	山开三獮	山	开	三	獮	上	舒	仄		
2493	拽	(拖)	以	次浊	山开三薛	山	开	三	薛	入	入	仄		
2494	犍	(～子)	见	全清	山开三元	山	开	三	元	平	舒	平		
2495	建		见	全清	山开三愿	山	开	三	愿	去	舒	仄		
2496	揭		见	全清	山开三月	山	开	三	月	入	入	仄		
2497	鍵		群	全浊	山开三阮	山	开	三	阮	上	舒	仄		
2498	健		群	全浊	山开三愿	山	开	三	愿	去	舒	仄		
2499	腱		群	全浊	山开三愿	山	开	三	愿	去	舒	仄		
2500	竭		群	全浊	山开三薛	山	开	三	薛	入	入	仄		
2501	言		疑	次浊	山开三元	山	开	三	元	平	舒	平		
2502	軒		晓	清	山开三元	山	开	三	元	平	舒	平		
2503	掀		晓	清	山开三元	山	开	三	元	平	舒	平		
2504	䘆		晓	清	山开三阮	山	开	三	阮	上	舒	仄		
2505	憲		晓	清	山开三愿	山	开	三	愿	去	舒	仄		
2506	獻		晓	清	山开三愿	山	开	三	愿	去	舒	仄		
2507	歇		晓	清	山开三月	山	开	三	月	入	入	仄		
2508	蠍		晓	清	山开三月	山	开	三	月	入	入	仄		
2509	蔫	(花萎)	影	全清	山开三元	山	开	三	元	平	舒	平		
2510	堰		影	全清	山开三愿	山	开	三	愿	去	舒	仄		
2511	䞁		影	全清	山开三愿	山	开	三	愿	去	舒	仄		
2512	邊		帮	全清	山开四先	山	开	四	先	平	舒	平		
2513	蝙		帮	全清	山开四先	山	开	四	先	平	舒	平		
2514	鯿		帮	全清	山开四先	山	开	四	先	平	舒	平		
2515	扁		帮	全清	山开四铣	山	开	四	铣	上	舒	仄		
2516	匾		帮	全清	山开四铣	山	开	四	铣	上	舒	仄		
2517	遍	(一～)	帮	全清	山开四霰	山	开	四	霰	去	舒	仄		
2518	遍	(～地)	帮	全清	山开四霰	山	开	四	霰	去	舒	仄		
2519	憋		帮	全清	山开四屑	山	开	四	屑	入	入	仄		
2520	片		滂	次清	山开四霰	山	开	四	霰	去	舒	仄		
2521	撇		滂	次清	山开四屑	山	开	四	屑	入	入	仄		
2522	辮		并	全浊	山开四铣	山	开	四	铣	上	舒	仄		
2523	癟		明	次浊	山开四屑	山	开	四	屑	入	入	仄		
2524	蹩		明	次浊	山开四屑	山	开	四	屑	入	入	仄		
2525	眠		明	次浊	山开四先	山	开	四	先	平	舒	平		
2526	麵	(麵。～粉)	明	次浊	山开四霰	山	开	四	霰	去	舒	仄		
2527	篾		明	次浊	山开四屑	山	开	四	屑	入	入	仄		
2528	蔑		明	次浊	山开四屑	山	开	四	屑	入	入	仄		
2529	顛		端	全清	山开四先	山	开	四	先	平	舒	平		
2530	癲		端	全清	山开四先	山	开	四	先	平	舒	平		
2531	典		端	全清	山开四铣	山	开	四	铣	上	舒	仄		
2532	碘		端	全清	山开四铣	山	开	四	铣	上	舒	仄		
2533	天		透	次清	山开四先	山	开	四	先	平	舒	平		
2534	腆		透	次清	山开四铣	山	开	四	铣	上	舒	仄		
2535	鐵		透	次清	山开四屑	山	开	四	屑	入	入	仄		
2536	田		定	全浊	山开四先	山	开	四	先	平	舒	平		
2537	塡		定	全浊	山开四先	山	开	四	先	平	舒	平		
2538	電		定	全浊	山开四霰	山	开	四	霰	去	舒	仄		
2539	殿		定	全浊	山开四霰	山	开	四	霰	去	舒	仄		
2540	奠		定	全浊	山开四霰	山	开	四	霰	去	舒	仄		
2541	佃		定	全浊	山开四霰	山	开	四	霰	去	舒	仄		
2542	墊		定	全浊	山开四霰	山	开	四	霰	去	舒	仄		
2543	淀		定	全浊	山开四霰	山	开	四	霰	去	舒	仄		
2544	年		泥	次浊	山开四先	山	开	四	先	平	舒	平		
2545	撚		泥	次浊	山开四铣	山	开	四	铣	上	舒	仄		
2546	攆		泥	次浊	山开四先	山	开	四	先	平	舒	平		
2547	捏		泥	次浊	山开四屑	山	开	四	屑	入	入	仄		
2548	憐		来	次浊	山开四先	山	开	四	先	平	舒	平		
2549	蓮		来	次浊	山开四先	山	开	四	先	平	舒	平		
2550	練		来	次浊	山开四霰	山	开	四	霰	去	舒	仄		
2551	鍊		来	次浊	山开四霰	山	开	四	霰	去	舒	仄		
2552	楝		来	次浊	山开四霰	山	开	四	霰	去	舒	仄		
2553	煉		来	次浊	山开四霰	山	开	四	霰	去	舒	仄		
2554	僆		来	次浊	山开四霰	山	开	四	霰	去	舒	仄		
2555	㼑		来	次浊	山开四霰	山	开	四	霰	去	舒	仄		
2556	捩		来	次浊	山开四屑	山	开	四	屑	入	入	仄		
2557	箋		精	全清	山开四先	山	开	四	先	平	舒	平		
2558	薦		精	全清	山开四霰	山	开	四	霰	去	舒	仄		
2559	節		精	全清	山开四屑	山	开	四	屑	入	入	仄		
2560	癤		精	全清	山开四屑	山	开	四	屑	入	入	仄		
2561	千		清	次清	山开四先	山	开	四	先	平	舒	平		
2562	切	(动词，～菜)	清	次清	山开四屑	山	开	四	屑	入	入	仄		
2563	竊		清	次清	山开四屑	山	开	四	屑	入	入	仄		
2564	前		从	全浊	山开四先	山	开	四	先	平	舒	平		
2565	截		从	全浊	山开四屑	山	开	四	屑	入	入	仄		
2566	先		心	清	山开四先	山	开	四	先	平	舒	平		
2567	筅		心	清	山开四先	山	开	四	先	平	舒	平		
2568	屑	(木～)	心	清	山开四屑	山	开	四	屑	入	入	仄		
2569	楔		心	清	山开四屑	山	开	四	屑	入	入	仄		
2570	肩		见	全清	山开四先	山	开	四	先	平	舒	平		
2571	堅		见	全清	山开四先	山	开	四	先	平	舒	平		
2572	繭		见	全清	山开四铣	山	开	四	铣	上	舒	仄		
2573	趼		见	全清	山开四铣	山	开	四	铣	上	舒	仄		
2574	筧		见	全清	山开四铣	山	开	四	铣	上	舒	仄		
2575	見		见	全清	山开四霰	山	开	四	霰	去	舒	仄		
2576	結		见	全清	山开四屑	山	开	四	屑	入	入	仄		
2577	潔		见	全清	山开四屑	山	开	四	屑	入	入	仄		
2578	䥛		见	全清	山开四屑	山	开	四	屑	入	入	仄		
2579	牽		溪	次清	山开四先	山	开	四	先	平	舒	平		
2580	縴		溪	次清	山开四先	山	开	四	先	平	舒	平		
2581	研		疑	次浊	山开四先	山	开	四	先	平	舒	平		
2582	硯		疑	次浊	山开四铣	山	开	四	铣	上	舒	仄		
2583	顯		晓	清	山开四铣	山	开	四	铣	上	舒	仄		
2584	賢		匣	全浊	山开四先	山	开	四	先	平	舒	平		
2585	弦		匣	全浊	山开四先	山	开	四	先	平	舒	平		
2586	舷		匣	全浊	山开四先	山	开	四	先	平	舒	平		
2587	現		匣	全浊	山开四霰	山	开	四	霰	去	舒	仄		文读为ʃi²⁴，现世报
2588	煙		影	全清	山开四先	山	开	四	先	平	舒	平		
2589	燕	(～京，姓)	影	全清	山开四先	山	开	四	先	平	舒	平		
2590	胭		影	全清	山开四先	山	开	四	先	平	舒	平		
2591	燕	(～子)	影	全清	山开四霰	山	开	四	霰	去	舒	仄		
2592	嚥		影	全清	山开四霰	山	开	四	霰	去	舒	仄		
2593	宴		影	全清	山开四霰	山	开	四	霰	去	舒	仄		
2594	噎		影	全清	山开四屑	山	开	四	屑	入	入	仄		
2595	般		帮	全清	山合一桓	山	合	一	桓	平	舒	平		
2596	搬		帮	全清	山合一桓	山	合	一	桓	平	舒	平		
2597	半		帮	全清	山合一换	山	合	一	换	去	舒	仄		
2598	絆		帮	全清	山合一换	山	合	一	换	去	舒	仄		
2599	鉢		帮	全清	山合一末	山	合	一	末	入	入	仄		
2600	撥		帮	全清	山合一末	山	合	一	末	入	入	仄		
2601	潘		滂	次清	山合一桓	山	合	一	桓	平	舒	平		
2602	拚	(桓韵，～命)	滂	次清	山合一桓	山	合	一	桓	平	舒	平		
2603	判		滂	次清	山合一换	山	合	一	换	去	舒	仄		
2604	潑		滂	次清	山合一末	山	合	一	末	入	入	仄		
2605	盤		并	全浊	山合一桓	山	合	一	桓	平	舒	平		
2606	磐		并	全浊	山合一桓	山	合	一	桓	平	舒	平		
2607	伴		并	全浊	山合一缓	山	合	一	缓	上	舒	仄		
2608	拌		并	全浊	山合一缓	山	合	一	缓	上	舒	仄		
2609	叛		并	全浊	山合一换	山	合	一	换	去	舒	仄		
2610	畔		并	全浊	山合一换	山	合	一	换	去	舒	仄		
2611	鈸		并	全浊	山合一末	山	合	一	末	入	入	仄		
2612	瞞		明	次浊	山合一桓	山	合	一	桓	平	舒	平		
2613	饅		明	次浊	山合一桓	山	合	一	桓	平	舒	平		
2614	鰻		明	次浊	山合一桓	山	合	一	桓	平	舒	平		茂林用馍馍
2615	滿		明	次浊	山合一缓	山	合	一	缓	上	舒	仄		
2616	漫		明	次浊	山合一换	山	合	一	换	去	舒	仄		
2617	幔		明	次浊	山合一换	山	合	一	换	去	舒	仄		
2618	末		明	次浊	山合一末	山	合	一	末	入	入	仄		
2619	沫		明	次浊	山合一末	山	合	一	末	入	入	仄		
2620	抹	(涂～)	明	次浊	山合一末	山	合	一	末	入	入	仄		
2621	茉		明	次浊	山合一末	山	合	一	末	入	入	仄		
2622	端	(～午)	端	全清	山合一桓	山	合	一	桓	平	舒	平		
2623	短		端	全清	山合一缓	山	合	一	缓	上	舒	仄		
2624	斷	(决～)	端	全清	山合一换	山	合	一	换	去	舒	仄		
2625	鍛		端	全清	山合一换	山	合	一	换	去	舒	仄		
2626	掇	(拾～，两手～起)	端	全清	山合一末	山	合	一	末	入	入	仄		
2627	掇	(掂～)	端	全清	山合一末	山	合	一	末	入	入	仄		
2628	疃		透	次清	山合一缓	山	合	一	缓	上	舒	仄		
2629	脫		透	次清	山合一末	山	合	一	末	入	入	仄		
2630	團	(團。～队)	定	全浊	山合一桓	山	合	一	桓	平	舒	平		
2631	糰	(糰。面～子)	定	全浊	山合一桓	山	合	一	桓	平	舒	平		
2632	斷	(～绝)	定	全浊	山合一缓	山	合	一	缓	上	舒	仄		
2633	段		定	全浊	山合一换	山	合	一	换	去	舒	仄		
2634	緞		定	全浊	山合一换	山	合	一	换	去	舒	仄		
2635	椴		定	全浊	山合一换	山	合	一	换	去	舒	仄		
2636	奪		定	全浊	山合一末	山	合	一	末	入	入	仄		
2637	暖		泥	次浊	山合一缓	山	合	一	缓	上	舒	仄		
2638	鸞		来	次浊	山合一桓	山	合	一	桓	平	舒	平		
2639	鑾		来	次浊	山合一桓	山	合	一	桓	平	舒	平		
2640	巒		来	次浊	山合一桓	山	合	一	桓	平	舒	平		
2641	孿		来	次浊	山合一桓	山	合	一	桓	平	舒	平		
2642	卵		来	次浊	山合一缓	山	合	一	缓	上	舒	仄		
2643	亂		来	次浊	山合一换	山	合	一	换	去	舒	仄		
2644	捋		来	次浊	山合一末	山	合	一	末	入	入	仄		拔稻子从稻杆上撸下来
2645	鑽	(动词，～孔)	精	全清	山合一桓	山	合	一	桓	平	舒	平		钻床底下
2646	纂		精	全清	山合一缓	山	合	一	缓	上	舒	仄		
2647	攢		精	全清	山合一缓	山	合	一	缓	上	舒	仄		
2648	鑽	(电～)	精	全清	山合一换	山	合	一	换	去	舒	仄		钻孔、钻头
2649	汆		清	次清	山合一桓	山	合	一	桓	平	舒	平		
2650	竄		清	次清	山合一换	山	合	一	换	去	舒	仄		
2651	躥		清	次清	山合一换	山	合	一	换	去	舒	仄		
2652	撮		清	次清	山合一末	山	合	一	末	入	入	仄		
2653	酸		心	清	山合一桓	山	合	一	桓	平	舒	平		
2654	算		心	清	山合一换	山	合	一	换	去	舒	仄		
2655	蒜		心	清	山合一换	山	合	一	换	去	舒	仄		
2656	官		见	全清	山合一桓	山	合	一	桓	平	舒	平		
2657	棺		见	全清	山合一桓	山	合	一	桓	平	舒	平		
2658	觀	(参～)	见	全清	山合一桓	山	合	一	桓	平	舒	平		
2659	冠	(衣～)	见	全清	山合一桓	山	合	一	桓	平	舒	平		鸡冠
2660	管		见	全清	山合一缓	山	合	一	缓	上	舒	仄		
2661	館		见	全清	山合一缓	山	合	一	缓	上	舒	仄		
2662	貫		见	全清	山合一换	山	合	一	换	去	舒	仄		
2663	灌		见	全清	山合一换	山	合	一	换	去	舒	仄		
2664	罐		见	全清	山合一换	山	合	一	换	去	舒	仄		
2665	觀	(道～)	见	全清	山合一换	山	合	一	换	去	舒	仄		
2666	冠	(～军)	见	全清	山合一换	山	合	一	换	去	舒	仄		
2667	括		见	全清	山合一末	山	合	一	末	入	入	仄		
2668	聒		见	全清	山合一末	山	合	一	末	入	入	仄		
2669	寬		溪	次清	山合一桓	山	合	一	桓	平	舒	平		
2670	款		溪	次清	山合一缓	山	合	一	缓	上	舒	仄		
2671	闊		溪	次清	山合一末	山	合	一	末	入	入	仄		
2672	玩		疑	次浊	山合一换	山	合	一	换	去	舒	仄		
2673	歡		晓	清	山合一桓	山	合	一	桓	平	舒	平		
2674	喚		晓	清	山合一换	山	合	一	换	去	舒	仄		
2675	煥		晓	清	山合一换	山	合	一	换	去	舒	仄		
2676	瘓		晓	清	山合一换	山	合	一	换	去	舒	仄		
2677	豁		晓	清	山合一末	山	合	一	末	入	入	仄		
2678	桓		晓	清	山合一桓	山	合	一	桓	平	舒	平		
2679	完		晓	清	山合一桓	山	合	一	桓	平	舒	平		
2680	丸		匣	全浊	山合一桓	山	合	一	桓	平	舒	平		
2681	紈		匣	全浊	山合一桓	山	合	一	桓	平	舒	平		
2682	緩		匣	全浊	山合一缓	山	合	一	缓	上	舒	仄		
2683	皖		匣	全浊	山合一缓	山	合	一	缓	上	舒	仄		
2684	換		匣	全浊	山合一换	山	合	一	换	去	舒	仄		
2685	活		匣	全浊	山合一末	山	合	一	末	入	入	仄		
2686	豌		影	全清	山合一桓	山	合	一	桓	平	舒	平		
2687	剜		影	全清	山合一桓	山	合	一	桓	平	舒	平		
2688	碗		影	全清	山合一缓	山	合	一	缓	上	舒	仄		
2689	腕		影	全清	山合一换	山	合	一	换	去	舒	仄		
2690	鰥		见	全清	山合二山	山	合	二	山	平	舒	平		
2691	頑		疑	次浊	山合二山	山	合	二	山	平	舒	平		
2692	幻		匣	全浊	山合二裥	山	合	二	裥	去	舒	仄		
2693	滑		匣	全浊	山合二黠	山	合	二	黠	入	入	仄		
2694	猾		匣	全浊	山合二黠	山	合	二	黠	入	入	仄		
2695	挖		影	全清	山合二黠	山	合	二	黠	入	入	仄		ʋaʔ³对结果，挖萝卜；ʋɔʔ³对对象，挖洞、挖眼睛
2696	篡		初	次清	山合二谏	山	合	二	谏	去	舒	仄		
2697	撰		崇	全浊	山合二潸	山	合	二	潸	上	舒	仄		
2698	閂		生	清	山合二删	山	合	二	删	平	舒	平		
2699	拴		生	清	山合二删	山	合	二	删	平	舒	平		
2700	涮		生	清	山合二谏	山	合	二	谏	去	舒	仄		
2701	刷		生	清	山合二鎋	山	合	二	鎋	入	入	仄		
2702	關	(～门)	见	全清	山合二删	山	合	二	删	平	舒	平		
2703	慣		见	全清	山合二谏	山	合	二	谏	去	舒	仄		
2704	摜		见	全清	山合二谏	山	合	二	谏	去	舒	仄		
2705	刮		见	全清	山合二鎋	山	合	二	鎋	入	入	仄		
2706	還	(动词，偿～)	匣	全浊	山合二删	山	合	二	删	平	舒	平		
2707	還	(～有)	匣	全浊	山合二删	山	合	二	删	平	舒	平		
2708	環		匣	全浊	山合二删	山	合	二	删	平	舒	平		
2709	患		匣	全浊	山合二谏	山	合	二	谏	去	舒	仄		
2710	宦		匣	全浊	山合二谏	山	合	二	谏	去	舒	仄		
2711	彎		影	全清	山合二删	山	合	二	删	平	舒	平		
2712	灣		影	全清	山合二删	山	合	二	删	平	舒	平		
2713	戀		来	次浊	山合三线	山	合	三	线	去	舒	仄		
2714	𥽸		来	次浊	山合三线	山	合	三	线	去	舒	仄		
2715	劣		来	次浊	山合三薛	山	合	三	薛	入	入	仄		
2716	全		从	全浊	山合三仙	山	合	三	仙	平	舒	平		
2717	泉		从	全浊	山合三仙	山	合	三	仙	平	舒	平		
2718	絕		从	全浊	山合三薛	山	合	三	薛	入	入	仄		
2719	宣		心	清	山合三仙	山	合	三	仙	平	舒	平		
2720	選		心	清	山合三獮	山	合	三	獮	上	舒	仄		
2721	雪		心	清	山合三薛	山	合	三	薛	入	入	仄		
2722	旋	(～转)	邪	全浊	山合三仙	山	合	三	仙	平	舒	平		
2723	旋	(～吃～做)	邪	全浊	山合三线	山	合	三	线	去	舒	仄		
2724	鏇		邪	全浊	山合三线	山	合	三	线	去	舒	仄		
2725	轉	(～眼，～送)	知	全清	山合三獮	山	合	三	獮	上	舒	仄		
2726	轉	(～螺丝，～圆圈)	知	全清	山合三线	山	合	三	线	去	舒	仄		
2727	傳	(～下来)	澄	全浊	山合三仙	山	合	三	仙	平	舒	平		
2728	椽		澄	全浊	山合三仙	山	合	三	仙	平	舒	平		
2729	篆		澄	全浊	山合三獮	山	合	三	獮	上	舒	仄		
2730	傳	(～记)	澄	全浊	山合三线	山	合	三	线	去	舒	仄		
2731	專		章	全清	山合三仙	山	合	三	仙	平	舒	平		
2732	磚		章	全清	山合三仙	山	合	三	仙	平	舒	平		
2733	膞		章	全清	山合三仙	山	合	三	仙	平	舒	平		茂林用鸡硬肝
2734	拙		章	全清	山合三薛	山	合	三	薛	入	入	仄		
2735	川		昌	次清	山合三仙	山	合	三	仙	平	舒	平		
2736	穿		昌	次清	山合三仙	山	合	三	仙	平	舒	平		
2737	喘		昌	次清	山合三獮	山	合	三	獮	上	舒	仄		
2738	串		昌	次清	山合三线	山	合	三	线	去	舒	仄		
2739	船		船	全浊	山合三仙	山	合	三	仙	平	舒	平		
2740	說		书	清	山合三薛	山	合	三	薛	入	入	仄		
2741	篅		禅	全浊	山合三仙	山	合	三	仙	平	舒	平		
2742	軟		日	次浊	山合三獮	山	合	三	獮	上	舒	仄		
2743	娟		见	全清	山合三仙	山	合	三	仙	平	舒	平		
2744	鵑		见	全清	山合三仙	山	合	三	仙	平	舒	平		
2745	捲	(捲。～起来)	见	全清	山合三獮	山	合	三	獮	上	舒	仄		
2746	眷		见	全清	山合三线	山	合	三	线	去	舒	仄		
2747	卷	(试～)	见	全清	山合三线	山	合	三	线	去	舒	仄		
2748	絹		见	全清	山合三线	山	合	三	线	去	舒	仄		
2749	圈	(圆～)	溪	次清	山合三仙	山	合	三	仙	平	舒	平		
2750	拳		群	全浊	山合三仙	山	合	三	仙	平	舒	平		
2751	權		群	全浊	山合三仙	山	合	三	仙	平	舒	平		
2752	顴		群	全浊	山合三仙	山	合	三	仙	平	舒	平		
2753	圈	(猪～)	群	全浊	山合三獮	山	合	三	獮	上	舒	仄		
2754	倦		群	全浊	山合三线	山	合	三	线	去	舒	仄		
2755	儇		晓	清	山合三仙	山	合	三	仙	平	舒	平		
2756	圓		云	次浊	山合三仙	山	合	三	仙	平	舒	平		
2757	員		云	次浊	山合三仙	山	合	三	仙	平	舒	平		
2758	院		云	次浊	山合三线	山	合	三	线	去	舒	仄		
2759	緣		以	次浊	山合三仙	山	合	三	仙	平	舒	平		
2760	沿		以	次浊	山合三仙	山	合	三	仙	平	舒	平		
2761	鉛	(～笔)	以	次浊	山合三仙	山	合	三	仙	平	舒	平		
2762	捐		以	次浊	山合三仙	山	合	三	仙	平	舒	平		
2763	兗		以	次浊	山合三獮	山	合	三	獮	上	舒	仄		
2764	悅		以	次浊	山合三薛	山	合	三	薛	入	入	仄		
2765	閱		以	次浊	山合三薛	山	合	三	薛	入	入	仄		
2766	藩	(非母)	非	全清	山合三元	山	合	三	元	平	舒	平		
2767	反		非	全清	山合三阮	山	合	三	阮	上	舒	仄		
2768	返		非	全清	山合三阮	山	合	三	阮	上	舒	仄		
2769	販		非	全清	山合三愿	山	合	三	愿	去	舒	仄		
2770	畈		非	全清	山合三愿	山	合	三	愿	去	舒	仄		
2771	㽹		非	全清	山合三愿	山	合	三	愿	去	舒	仄		
