D0序	D0用字	注例	声类	清浊	韵类	摄	开合	等	韵	调类	舒入	平仄	记音	备注
2772	髮	(髮。头～)	非	全清	山合三月	山	合	三	月	入	入	仄		
2773	發	(發。～现)	非	全清	山合三月	山	合	三	月	入	入	仄		
2774	翻		敷	次清	山合三元	山	合	三	元	平	舒	平		
2775	番		敷	次清	山合三元	山	合	三	元	平	舒	平		
2776	嬔		敷	次清	山合三愿	山	合	三	愿	去	舒	仄		
2777	煩		奉	全浊	山合三元	山	合	三	元	平	舒	平		
2778	藩	(奉母)	奉	全浊	山合三元	山	合	三	元	平	舒	平		
2779	礬		奉	全浊	山合三元	山	合	三	元	平	舒	平		
2780	繁		奉	全浊	山合三元	山	合	三	元	平	舒	平		
2781	樊		奉	全浊	山合三元	山	合	三	元	平	舒	平		
2782	飯		奉	全浊	山合三愿	山	合	三	愿	去	舒	仄		
2783	伐		奉	全浊	山合三月	山	合	三	月	入	入	仄		
2784	筏		奉	全浊	山合三月	山	合	三	月	入	入	仄		
2785	罰		奉	全浊	山合三月	山	合	三	月	入	入	仄		
2786	晚		微	次浊	山合三阮	山	合	三	阮	上	舒	仄		
2787	挽		微	次浊	山合三阮	山	合	三	阮	上	舒	仄		
2788	萬		微	次浊	山合三愿	山	合	三	愿	去	舒	仄		
2789	蔓		微	次浊	山合三愿	山	合	三	愿	去	舒	仄		
2790	襪		微	次浊	山合三月	山	合	三	月	入	入	仄		
2791	厥		见	全清	山合三月	山	合	三	月	入	入	仄		
2792	憠	(憠。脾气～)	见	全清	山合三月	山	合	三	月	入	入	仄		
2793	蕨		见	全清	山合三月	山	合	三	月	入	入	仄		
2794	勸		溪	次清	山合三愿	山	合	三	愿	去	舒	仄		
2795	券		溪	次清	山合三愿	山	合	三	愿	去	舒	仄		
2796	掘	(月韵)	群	全浊	山合三月	山	合	三	月	入	入	仄		
2797	橛		群	全浊	山合三月	山	合	三	月	入	入	仄		
2798	元		疑	次浊	山合三元	山	合	三	元	平	舒	平		
2799	原		疑	次浊	山合三元	山	合	三	元	平	舒	平		
2800	源		疑	次浊	山合三元	山	合	三	元	平	舒	平		
2801	阮		疑	次浊	山合三阮	山	合	三	阮	上	舒	仄		
2802	願		疑	次浊	山合三愿	山	合	三	愿	去	舒	仄		
2803	月		疑	次浊	山合三月	山	合	三	月	入	入	仄		
2804	喧		晓	清	山合三元	山	合	三	元	平	舒	平		
2805	楦		晓	清	山合三愿	山	合	三	愿	去	舒	仄		
2806	冤		影	全清	山合三元	山	合	三	元	平	舒	平		
2807	鴛		影	全清	山合三元	山	合	三	元	平	舒	平		
2808	宛		影	全清	山合三阮	山	合	三	阮	上	舒	仄		
2809	惋		影	全清	山合三阮	山	合	三	阮	上	舒	仄		
2810	䘼		影	全清	山合三阮	山	合	三	阮	上	舒	仄		
2811	怨		影	全清	山合三愿	山	合	三	愿	去	舒	仄		
2812	苑		影	全清	山合三愿	山	合	三	愿	去	舒	仄		
2813	噦		影	全清	山合三月	山	合	三	月	入	入	仄		
2814	袁		云	次浊	山合三元	山	合	三	元	平	舒	平		
2815	轅		云	次浊	山合三元	山	合	三	元	平	舒	平		
2816	園		云	次浊	山合三元	山	合	三	元	平	舒	平		
2817	援		云	次浊	山合三元	山	合	三	元	平	舒	平		
2818	猿		云	次浊	山合三元	山	合	三	元	平	舒	平		
2819	遠		云	次浊	山合三阮	山	合	三	阮	上	舒	仄		
2820	越		云	次浊	山合三月	山	合	三	月	入	入	仄		
2821	曰		云	次浊	山合三月	山	合	三	月	入	入	仄		
2822	粵		云	次浊	山合三月	山	合	三	月	入	入	仄		
2823	決		见	全清	山合四屑	山	合	四	屑	入	入	仄		
2824	訣		见	全清	山合四屑	山	合	四	屑	入	入	仄		
2825	犬		溪	次清	山合四铣	山	合	四	铣	上	舒	仄		
2826	缺		溪	次清	山合四屑	山	合	四	屑	入	入	仄		
2827	血		晓	清	山合四屑	山	合	四	屑	入	入	仄		
2828	玄		匣	全浊	山合四先	山	合	四	先	平	舒	平		
2829	懸		匣	全浊	山合四先	山	合	四	先	平	舒	平		
2830	縣		匣	全浊	山合四霰	山	合	四	霰	去	舒	仄		
2831	眩		匣	全浊	山合四霰	山	合	四	霰	去	舒	仄		
2832	穴		匣	全浊	山合四屑	山	合	四	屑	入	入	仄		
2833	淵		影	全清	山合四先	山	合	四	先	平	舒	平		
2834	吞		透	次清	臻开一痕	臻	开	一	痕	平	舒	平		
2835	跟		见	全清	臻开一痕	臻	开	一	痕	平	舒	平		
2836	根		见	全清	臻开一痕	臻	开	一	痕	平	舒	平		
2837	懇		溪	次清	臻开一很	臻	开	一	很	上	舒	仄		
2838	墾		溪	次清	臻开一很	臻	开	一	很	上	舒	仄		
2839	齦		溪	次清	臻开一很	臻	开	一	很	上	舒	仄		
2840	痕		匣	全浊	臻开一痕	臻	开	一	痕	平	舒	平		
2841	很		匣	全浊	臻开一很	臻	开	一	很	上	舒	仄		
2842	狠		匣	全浊	臻开一很	臻	开	一	很	上	舒	仄		
2843	恨		匣	全浊	臻开一恨	臻	开	一	恨	去	舒	仄		
2844	恩		影	全清	臻开一痕	臻	开	一	痕	平	舒	平		
2845	彬		帮	全清	臻开三真	臻	开	三	真	平	舒	平		
2846	斌		帮	全清	臻开三真	臻	开	三	真	平	舒	平		
2847	賓		帮	全清	臻开三真	臻	开	三	真	平	舒	平		
2848	檳		帮	全清	臻开三真	臻	开	三	真	平	舒	平		
2849	濱		帮	全清	臻开三真	臻	开	三	真	平	舒	平		
2850	殯		帮	全清	臻开三震	臻	开	三	震	去	舒	仄		
2851	鬢		帮	全清	臻开三震	臻	开	三	震	去	舒	仄		
2852	筆		帮	全清	臻开三质	臻	开	三	质	入	入	仄		
2853	潷		帮	全清	臻开三质	臻	开	三	质	入	入	仄		
2854	畢		帮	全清	臻开三质	臻	开	三	质	入	入	仄		
2855	必		帮	全清	臻开三质	臻	开	三	质	入	入	仄		
2856	匹		滂	次清	臻开三质	臻	开	三	质	入	入	仄		
2857	䏘		滂	次清	臻开三质	臻	开	三	质	入	入	仄		
2858	貧		并	全浊	臻开三真	臻	开	三	真	平	舒	平		
2859	蘋		并	全浊	臻开三真	臻	开	三	真	平	舒	平		
2860	頻		并	全浊	臻开三真	臻	开	三	真	平	舒	平		
2861	弼		并	全浊	臻开三质	臻	开	三	质	入	入	仄		
2862	閩		明	次浊	臻开三真	臻	开	三	真	平	舒	平		
2863	民		明	次浊	臻开三真	臻	开	三	真	平	舒	平		
2864	憫		明	次浊	臻开三轸	臻	开	三	轸	上	舒	仄		
2865	敏		明	次浊	臻开三轸	臻	开	三	轸	上	舒	仄		
2866	抿		明	次浊	臻开三轸	臻	开	三	轸	上	舒	仄		
2867	泯		明	次浊	臻开三轸	臻	开	三	轸	上	舒	仄		
2868	密		明	次浊	臻开三质	臻	开	三	质	入	入	仄		
2869	蜜		明	次浊	臻开三质	臻	开	三	质	入	入	仄		
2870	鄰		来	次浊	臻开三真	臻	开	三	真	平	舒	平		
2871	鱗		来	次浊	臻开三真	臻	开	三	真	平	舒	平		
2872	燐		来	次浊	臻开三真	臻	开	三	真	平	舒	平		
2873	疄		来	次浊	臻开三真	臻	开	三	真	平	舒	平		
2874	吝		来	次浊	臻开三震	臻	开	三	震	去	舒	仄		
2875	栗		来	次浊	臻开三质	臻	开	三	质	入	入	仄		
2876	津		精	全清	臻开三真	臻	开	三	真	平	舒	平		
2877	儘	(儘。～管)	精	全清	臻开三轸	臻	开	三	轸	上	舒	仄		
2878	進		精	全清	臻开三震	臻	开	三	震	去	舒	仄		
2879	晉		精	全清	臻开三震	臻	开	三	震	去	舒	仄		
2880	親	(～吻)	清	次清	臻开三真	臻	开	三	真	平	舒	平		
2881	親	(～家)	清	次清	臻开三真	臻	开	三	真	平	舒	平		
2882	瀙		清	次清	臻开三真	臻	开	三	真	平	舒	平		
2883	七		清	次清	臻开三质	臻	开	三	质	入	入	仄		
2884	漆		清	次清	臻开三质	臻	开	三	质	入	入	仄		
2885	秦		从	全浊	臻开三真	臻	开	三	真	平	舒	平		
2886	盡	(盡。～职)	从	全浊	臻开三轸	臻	开	三	轸	上	舒	仄		
2887	疾		从	全浊	臻开三质	臻	开	三	质	入	入	仄		
2888	辛		心	清	臻开三真	臻	开	三	真	平	舒	平		
2889	新		心	清	臻开三真	臻	开	三	真	平	舒	平		
2890	薪		心	清	臻开三真	臻	开	三	真	平	舒	平		
2891	信		心	清	臻开三震	臻	开	三	震	去	舒	仄		
2892	訊		心	清	臻开三震	臻	开	三	震	去	舒	仄		
2893	悉		心	清	臻开三质	臻	开	三	质	入	入	仄		
2894	膝		心	清	臻开三质	臻	开	三	质	入	入	仄		
2895	蟋		心	清	臻开三质	臻	开	三	质	入	入	仄		
2896	珍		知	全清	臻开三真	臻	开	三	真	平	舒	平		
2897	鎮		知	全清	臻开三震	臻	开	三	震	去	舒	仄		
2898	趁		彻	次清	臻开三震	臻	开	三	震	去	舒	仄		
2899	陳		澄	全浊	臻开三真	臻	开	三	真	平	舒	平		
2900	塵		澄	全浊	臻开三真	臻	开	三	真	平	舒	平		
2901	陣		澄	全浊	臻开三震	臻	开	三	震	去	舒	仄		
2902	姪		澄	全浊	臻开三质	臻	开	三	质	入	入	仄		
2903	秩		澄	全浊	臻开三质	臻	开	三	质	入	入	仄		
2904	榛		庄	全清	臻开三臻	臻	开	三	臻	平	舒	平		
2905	臻		庄	全清	臻开三臻	臻	开	三	臻	平	舒	平		
2906	襯		初	次清	臻开三震	臻	开	三	震	去	舒	仄		
2907	瑟		生	清	臻开三栉	臻	开	三	栉	入	入	仄		
2908	蝨		生	清	臻开三栉	臻	开	三	栉	入	入	仄		
2909	真		章	全清	臻开三真	臻	开	三	真	平	舒	平		
2910	診		章	全清	臻开三轸	臻	开	三	轸	上	舒	仄		
2911	疹		章	全清	臻开三轸	臻	开	三	轸	上	舒	仄		
2912	振		章	全清	臻开三震	臻	开	三	震	去	舒	仄		
2913	震		章	全清	臻开三震	臻	开	三	震	去	舒	仄		
2914	質		章	全清	臻开三质	臻	开	三	质	入	入	仄		
2915	神		船	全浊	臻开三真	臻	开	三	真	平	舒	平		
2916	實		船	全浊	臻开三质	臻	开	三	质	入	入	仄		
2917	身		生	清	臻开三真	臻	开	三	真	平	舒	平		
2918	申		书	清	臻开三真	臻	开	三	真	平	舒	平		
2919	伸		书	清	臻开三真	臻	开	三	真	平	舒	平		
2920	紳		书	清	臻开三真	臻	开	三	真	平	舒	平		
2921	娠		书	清	臻开三真	臻	开	三	真	平	舒	平		
2922	失		书	清	臻开三质	臻	开	三	质	入	入	仄		
2923	室		书	清	臻开三质	臻	开	三	质	入	入	仄		
2924	辰		禅	全浊	臻开三真	臻	开	三	真	平	舒	平		
2925	晨		禅	全浊	臻开三轸	臻	开	三	轸	上	舒	仄		
2926	臣		禅	全浊	臻开三真	臻	开	三	真	平	舒	平		
2927	腎		禅	全浊	臻开三轸	臻	开	三	轸	上	舒	仄		
2928	愼		禅	全浊	臻开三震	臻	开	三	震	去	舒	仄		
2929	人		日	次浊	臻开三真	臻	开	三	真	平	舒	平		
2930	仁		日	次浊	臻开三真	臻	开	三	真	平	舒	平		
2931	忍		日	次浊	臻开三轸	臻	开	三	轸	上	舒	仄		
2932	刃		日	次浊	臻开三震	臻	开	三	震	去	舒	仄		
2933	認		日	次浊	臻开三震	臻	开	三	震	去	舒	仄		
2934	靭		日	次浊	臻开三震	臻	开	三	震	去	舒	仄		
2935	日		日	次浊	臻开三真	臻	开	三	真	入	入	仄		
2936	巾		见	全清	臻开三真	臻	开	三	真	平	舒	平		
2937	緊		见	全清	臻开三轸	臻	开	三	轸	上	舒	仄		
2938	吉		见	全清	臻开三质	臻	开	三	质	入	入	仄		
2939	僅		群	全浊	臻开三震	臻	开	三	震	去	舒	仄		
2940	銀		疑	次浊	臻开三真	臻	开	三	真	平	舒	平		
2941	釁		晓	清	臻开三震	臻	开	三	震	去	舒	仄		
2942	因		影	全清	臻开三真	臻	开	三	真	平	舒	平		
2943	姻		影	全清	臻开三真	臻	开	三	真	平	舒	平		
2944	洇		影	全清	臻开三真	臻	开	三	真	平	舒	平		
2945	印		影	全清	臻开三震	臻	开	三	震	去	舒	仄		
2946	乙		影	全清	臻开三质	臻	开	三	质	入	入	仄		
2947	一		影	全清	臻开三质	臻	开	三	质	入	入	仄		
2948	寅		以	次浊	臻开三真	臻	开	三	真	平	舒	平		
2949	引		以	次浊	臻开三轸	臻	开	三	轸	上	舒	仄		
2950	逸		以	次浊	臻开三质	臻	开	三	质	入	入	仄		
2951	斤		见	全清	臻开三殷	臻	开	三	殷	平	舒	平		
2952	筋		见	全清	臻开三殷	臻	开	三	殷	平	舒	平		
2953	謹		见	全清	臻开三隐	臻	开	三	隐	上	舒	仄		
2954	槿		见	全清	臻开三隐	臻	开	三	隐	上	舒	仄		
2955	勁	(有～)	见	全清	臻开三焮	臻	开	三	焮	去	舒	仄		
2956	訖		见	全清	臻开三迄	臻	开	三	迄	入	入	仄		
2957	乞		溪	次清	臻开三迄	臻	开	三	迄	入	入	仄		
2958	勤		群	全浊	臻开三殷	臻	开	三	殷	平	舒	平		
2959	芹		群	全浊	臻开三殷	臻	开	三	殷	平	舒	平		
2960	近		群	全浊	臻开三隐	臻	开	三	隐	上	舒	仄		
2961	欣		晓	清	臻开三殷	臻	开	三	殷	平	舒	平		
2962	殷		影	全清	臻开三殷	臻	开	三	殷	平	舒	平		
2963	隱		影	全清	臻开三隐	臻	开	三	隐	上	舒	仄		
2964	癮		影	全清	臻开三隐	臻	开	三	隐	上	舒	仄		
2965	奔	(～跑)	帮	全清	臻合一魂	臻	合	一	魂	平	舒	平		
2966	錛		帮	全清	臻合一魂	臻	合	一	魂	平	舒	平		
2967	本		帮	全清	臻合一混	臻	合	一	混	上	舒	仄		
2968	畚		帮	全清	臻合一混	臻	合	一	混	上	舒	仄		
2969	逩	(逩。投～)	帮	全清	臻合一慁	臻	合	一	慁	去	舒	仄		
2970	不		帮	全清	臻合一没	臻	合	一	没	入	入	仄		
2971	噴	(～水)	滂	次清	臻合一魂	臻	合	一	魂	平	舒	平		
2972	噴	(～香，～嚏)	滂	次清	臻合一慁	臻	合	一	慁	去	舒	仄		
2973	盆		并	全浊	臻合一魂	臻	合	一	魂	平	舒	平		
2974	笨		并	全浊	臻合一混	臻	合	一	混	上	舒	仄		
2975	勃		并	全浊	臻合一没	臻	合	一	没	入	入	仄		
2976	𡋯		并	全浊	臻合一没	臻	合	一	没	入	入	仄		
2977	餑		并	全浊	臻合一没	臻	合	一	没	入	入	仄		
2978	脖		并	全浊	臻合一没	臻	合	一	没	入	入	仄		
2979	門		明	次浊	臻合一魂	臻	合	一	魂	平	舒	平		
2980	悶		明	次浊	臻合一慁	臻	合	一	慁	去	舒	仄		
2981	没		明	次浊	臻合一没	臻	合	一	没	入	入	仄		
2982	敦		端	全清	臻合一魂	臻	合	一	魂	平	舒	平		
2983	墩		端	全清	臻合一魂	臻	合	一	魂	平	舒	平		
2984	頓		端	全清	臻合一慁	臻	合	一	慁	去	舒	仄		
2985	扽		端	全清	臻合一慁	臻	合	一	慁	去	舒	仄		一顿：iʔ⁵ tʃʮ²¹
2986	暾	(～)温	透	次清	臻合一魂	臻	合	一	魂	平	舒	平		
2987	氽		透	次清	臻合一混	臻	合	一	混	上	舒	仄		
2988	褪		透	次清	臻合一慁	臻	合	一	慁	去	舒	仄		
2989	屯		定	全浊	臻合一魂	臻	合	一	魂	平	舒	平		
2990	豚		定	全浊	臻合一魂	臻	合	一	魂	平	舒	平		
2991	飩		定	全浊	臻合一魂	臻	合	一	魂	平	舒	平		
2992	臀		定	全浊	臻合一魂	臻	合	一	魂	平	舒	平		
2993	囤		定	全浊	臻合一混	臻	合	一	混	上	舒	仄		
2994	沌		定	全浊	臻合一混	臻	合	一	混	上	舒	仄		
2995	盾	(矛～，赵～)	定	全浊	臻合一混	臻	合	一	混	上	舒	仄		
2996	鈍		定	全浊	臻合一慁	臻	合	一	慁	去	舒	仄		
2997	遁		定	全浊	臻合一慁	臻	合	一	慁	去	舒	仄		
2998	突		定	全浊	臻合一没	臻	合	一	没	入	入	仄		
2999	凸		定	全浊	臻合一没	臻	合	一	没	入	入	仄		
3000	嫩		泥	次浊	臻合一慁	臻	合	一	慁	去	舒	仄		
3001	論	(～语)	来	次浊	臻合一魂	臻	合	一	魂	平	舒	平		
3002	崙		来	次浊	臻合一魂	臻	合	一	魂	平	舒	平		
3003	論	(议～)	来	次浊	臻合一慁	臻	合	一	慁	去	舒	仄		
3004	尊		精	全清	臻合一魂	臻	合	一	魂	平	舒	平		
3005	撙		精	全清	臻合一混	臻	合	一	混	上	舒	仄		
3006	卒		精	全清	臻合一没	臻	合	一	没	入	入	仄		
3007	村		清	次清	臻合一魂	臻	合	一	魂	平	舒	平		
3008	忖		清	次清	臻合一混	臻	合	一	混	上	舒	仄		
3009	寸		清	次清	臻合一慁	臻	合	一	慁	去	舒	仄		
3010	猝		清	次清	臻合一没	臻	合	一	没	入	入	仄		
3011	存		从	全浊	臻合一魂	臻	合	一	魂	平	舒	平		
3012	蹲		从	全浊	臻合一魂	臻	合	一	魂	平	舒	平		
3013	孫	(～子)	心	清	臻合一魂	臻	合	一	魂	平	舒	平		
3014	損		心	清	臻合一混	臻	合	一	混	上	舒	仄		
3015	遜		心	清	臻合一慁	臻	合	一	慁	去	舒	仄		
3016	昆	(～虫)	心	清	臻合一魂	臻	合	一	魂	平	舒	平		
3017	崑	(崑。～仑山)	心	清	臻合一魂	臻	合	一	魂	平	舒	平		
3018	滾		见	全清	臻合一混	臻	合	一	混	上	舒	仄		
3019	棍		溪	次清	臻合一慁	臻	合	一	慁	去	舒	仄		
3020	骨		见	全清	臻合一没	臻	合	一	没	入	入	仄		
3021	坤		溪	次清	臻合一魂	臻	合	一	魂	平	舒	平		
3022	綑		溪	次清	臻合一混	臻	合	一	混	上	舒	仄		
3023	困	(～难)	溪	次清	臻合一慁	臻	合	一	慁	去	舒	仄		
3024	睏	(睏。～觉)	溪	次清	臻合一慁	臻	合	一	慁	去	舒	仄		
3025	窟		溪	次清	臻合一没	臻	合	一	没	入	入	仄		
3026	杌		疑	次浊	臻合一没	臻	合	一	没	入	入	仄		
3027	昏		晓	清	臻合一魂	臻	合	一	魂	平	舒	平		
3028	婚		晓	清	臻合一魂	臻	合	一	魂	平	舒	平		
3029	忽		晓	清	臻合一没	臻	合	一	没	入	入	仄		
3030	魂		匣	全浊	臻合一魂	臻	合	一	魂	平	舒	平		
3031	餛		匣	全浊	臻合一魂	臻	合	一	魂	平	舒	平		
3032	渾		匣	全浊	臻合一魂	臻	合	一	魂	平	舒	平		
3033	混		匣	全浊	臻合一混	臻	合	一	混	上	舒	仄		
3034	𣝗	(没韵，梨～)	匣	全浊	臻合一没	臻	合	一	没	入	入	仄		
3035	溫		影	全清	臻合一魂	臻	合	一	魂	平	舒	平		
3036	瘟		影	全清	臻合一魂	臻	合	一	魂	平	舒	平		
3037	穩		影	全清	臻合一混	臻	合	一	混	上	舒	仄		
3038	倫		来	次浊	臻合三谆	臻	合	三	谆	平	舒	平		
3039	淪		来	次浊	臻合三谆	臻	合	三	谆	平	舒	平		
3040	輪		来	次浊	臻合三谆	臻	合	三	谆	平	舒	平		
3041	綸		来	次浊	臻合三谆	臻	合	四	谆	平	舒	平		
3042	律		来	次浊	臻合三术	臻	合	三	术	入	入	仄		
3043	率	(速～)	来	次浊	臻合三术	臻	合	三	术	入	入	仄		
3044	遵		精	全清	臻合三谆	臻	合	三	谆	平	舒	平		
3045	俊		精	全清	臻合三稕	臻	合	三	稕	去	舒	仄		
3046	峻		精	全清	臻合三稕	臻	合	三	稕	去	舒	仄		
3047	駿		精	全清	臻合三稕	臻	合	三	稕	去	舒	仄		
3048	皴		清	次清	臻合三谆	臻	合	三	谆	平	舒	平		
3049	焌		清	次清	臻合三术	臻	合	三	术	入	入	仄		
3050	黢		清	次清	臻合三术	臻	合	三	术	入	入	仄		
3051	荀		心	清	臻合三谆	臻	合	三	谆	平	舒	平		
3052	詢		心	清	臻合三谆	臻	合	三	谆	平	舒	平		
3053	筍		心	清	臻合三準	臻	合	三	準	上	舒	仄		
3054	榫		心	清	臻合三準	臻	合	三	準	上	舒	仄		
3055	迅		心	清	臻合三稕	臻	合	三	稕	去	舒	仄		
3056	濬		心	清	臻合三稕	臻	合	三	稕	去	舒	仄		
3057	戌		心	清	臻合三术	臻	合	三	术	入	入	仄		
3058	恤		心	清	臻合三术	臻	合	三	术	入	入	仄		
3059	旬		邪	全浊	臻合三谆	臻	合	三	谆	平	舒	平		
3060	循		邪	全浊	臻合三谆	臻	合	三	谆	平	舒	平		
3061	巡		邪	全浊	臻合三谆	臻	合	三	谆	平	舒	平		
3062	馴		邪	全浊	臻合三準	臻	合	三	準	上	舒	仄		
3063	殉		邪	全浊	臻合三稕	臻	合	三	稕	去	舒	仄		
3064	椿		彻	次清	臻合三谆	臻	合	三	谆	平	舒	平		
3065	朮	(白～，植物)	彻	次清	臻合三术	臻	合	三	术	入	入	仄		
3066	率	(～领)	生	清	臻合三术	臻	合	三	术	入	入	仄		
3067	蟀		生	清	臻合三术	臻	合	三	术	入	入	仄		
3068	摔		生	清	臻合三术	臻	合	三	术	入	入	仄		
3069	肫		章	全清	臻合三谆	臻	合	三	谆	平	舒	平		
