字	注释	音
詣		ŋɐi22
瞖	古同「翳」	ɐi33
坯		pʰui55
裴		pʰui22
碓		tui33
頽		tʰui22
詼		fui55
茴		ʋui22
煨		ʋui55
劊		kʰui33
蒯		kʰʷai25
芮		ȵui22
芮		jui22
奎		kʰʷɐi22
裨		pʰei22
裨		pei55
俾		pei25
荔		lɐi22
璽		ɬai25
璽		ɬɐi25
梔		ʦi55
豕		si25
豉		si22
羈		kei55
岐		kʰei22
痹		pei33
秕		pei25
轡		pei33
丕		pʰei55
牝		pʰɐŋ13
篦		pei22
咨		ʦi55
糍		ʦʰi22
雉		ʦi33
鴟		ʦʰi55
屍		si55
鈰		si13
祁		kʰei22
耆		kʰei22
肄		ji22
牸		ʦi22
癡		ʦʰi55
痔		ʦi22
輜		ʦi55
俟		si22
痣		ʦi33
痣	訓讀	kei33
鰣		si22
沂		ji22
麾		fɐi55
綏		ɬui22
綏		sui22
夔		kʰʷɐi22
榧		fei25
痱		fei33
痱		fɐi33
菢		pou22
澇		lou22
臊		ɬou55
臊		sou55
犒		kʰau33
薅		hou55
壕		hou22
爊		ŋou22
麅		pʰau22
鉋	「刨」的古字	pʰau22
鐃		nau22
笊		ʦau33
捎		sau55
潲		sau33
鉸	鉸剪	kau33
坳		au33
拗	拗斷	au25
拗	拗口	au33
臕		piu55
飈		piu55
嫖		pʰiu22
鰾		piu55
藐		miu13
剿		ʦiu25
醮		ʦiu33
鍬		ʦʰiu55
繰	同繅字	sou55
鞘		ʦʰiu33
詔		ʦiu22
橈		nau22
蕎		kʰiu22
枵		hiu55
鷂		jiu22
糶		tʰiu33
敨		tʰɐu25
耨		nɐu22
耬		lɐu22
彀		kɐu33
媾		kɐu33
瞘		kʰɐu55
甌		ɐu55
毆		ɐu55
漚		ɐu33
慪		ɐu33
阜		fɐu22
眸		mɐu22
餾		lɐu22
揫	古通「揪」	ʦɐu55
鞦		ʦʰɐu55
泅		ʦʰɐu22
搊	搊褲：束緊褲子	ʦʰɐu55
餿	文讀	sɐu55
餿	訓讀	ɬʊk5
餿	訓讀	sʊk5
帚		ʦɐu25
讎	同「仇」	sɐu22
鬮		ʦɐu55
柩		kɐu33
宥		jɐu22
莠		jɐu13
莠		jɐu33
丟		tiu55
搨		tʰap3
簪		ʦam55
坍		tʰaŋ55
盍		hɐp2
鑞		lap2
鏨		ʦam22
泔		kam55
蚶		hɐm55
邯		hɔŋ22
垵	同「垵」，量詞，表示數量「一點兒」	ɐm55
劄		ʦak3
讒		ʦʰam22
裌	「袷 」的異體字；同「夾」	kiap2
裌	「袷 」的異體字；同「夾」	kiɐp2
袷	同「夾」	kiap2
袷	同「夾」	kiɐp2
懺		ʦʰam33
胛		kap3
狎		hap2
鑷		nip2
奩		lim22
殲		ʦʰim55
僉		ʦʰim55
暹		sim55
贍		sim22
閹		jim55
魘		jim25
簷		jim22
艷		jim22
釅		jim22
鍁		hiŋ55
杴		hiŋ55
醃		jim55
崦		jim55
掂		tim22
忝		tʰim25
㮇		tʰim25
簟		tʰim13
牒		tip2
諜		tip2
鮎		nim22
蒹		kim55
搛		kim55
僭		ʦim33
賃		ȵɐm22
賃		jɐm22
檁		lɐm13
廩		lɐm13
蕈		ʦʰɐm13
蕈		sɐŋ33
唚		ʦʰɐm33
琛		sɐm55
簪		ʦam55
岑		sɐm22
妊		ȵɐm22
妊		jɐm22
紝		ȵɐm22
紝		jɐm22
撳		kɐm22
妗		kʰɐm13
窨		jɐm33
窨	同「熏」	fɐŋ55
灒		ʦaŋ33
擀		kɔŋ25
曷		hɔk3
襇		kaŋ25
柬		kaŋ25
閑		haŋ22
莧		hiŋ22
扳	扳手	paŋ25
扳	扳回一局	paŋ55
襻		pʰaŋ33
爿		paŋ22
疝		saŋ33
鐧	殺手鐧	kaŋ25
鱉		pik3
憋	文讀	pik3
憋	白讀	pɐi33
娩		miŋ13
澠	澠池	mɐŋ13
澠	河川名	sɪŋ22
輦		liŋ13
癬		ɬiŋ25
癬		siŋ25
褻		ɬik3
褻		sik3
涎		jiŋ22
蜇		ʦik3
膻		saŋ55
膳		siŋ22
膳		sim22
孑		kʰik3
掮		kʰiŋ22
犍		kiŋ55
孽		nip2
拽		jɐi22
腱		kiŋ33
蠍		kʰik3
謁		jik3
蔫		jiŋ55
蔫		niŋ55
駢	文讀	pʰiŋ22
駢	白讀	pʰiɛŋ22
撚	文讀	niŋ25
撚	白讀;用手指揉搓	niɛŋ25
攆	文讀	niŋ25
攆	白讀	niɛŋ25
楝		liŋ22
鈸		puk2
掇		ʦik3
疃		tʰiŋ25
疃		tʰɐŋ25
椴		tiŋ22
鸞		liŋ22
捋		lik2
纂		ʦiŋ25
攢		ʦaŋ25
攢		ʦɐŋ25
汆		ʦʰiŋ55
紈		jiŋ22
皖		ʋuŋ25
豌		ʋuŋ25
剜		ʋuŋ25
鰥		kʷaŋ55
斡		ʋɐk5
篡		saŋ33
篡	習讀音	ʦʰiŋ33
閂		saŋ55
涮		saŋ33
宦		ʋaŋ22
鏇		ɬiŋ22
鏇		siŋ22
椽		ʦʰiŋ22
篆		ʦiŋ22
膞		pɔk3
篅		ʦʰiŋ22
鬈		kʰiŋ22
顴		kʰiŋ22
兗		jiŋ25
兗		jiŋ13
礬		faŋ22
厥		kʰik3
孓		kʰik3
楦		hiŋ33
噦		ʋɐi33
噦		jik2
殯		pɐŋ55
弼		pɐk2
泯		mɐŋ13
抿		mɐŋ13
燐		lɐŋ22
昵		nɐi22
昵		nɪk22
侄		ʦɐk2
榛		ʦɐŋ55
臻		ʦɐŋ55
娠	妊娠	sɐŋ22
娠		sɐŋ55
詰		kʰik3
釁		hɐŋ22
洇		jɐŋ55
訖		ŋɐk2
錛		pɐŋ55
逩		pɐŋ55
𡋯		puk2
餑		puk2
扽		tɐŋ33
飩		tʰɐŋ55
囤		tʰiŋ22
猝	倉猝	ʦʰʊk5
猝	猝死	ʦʰɐk5
杌		ŋɐk2
餛		ʋɐŋ22
瘟		ʋɐŋ55
皴		ʦʰɐŋ55
荀		ɬɐŋ22
荀		sɐŋ22
榫		sɐŋ25
浚		ʦɐŋ33
濬		ʦɐŋ33
椿		ʦʰɐŋ55
絀		ʦik3
唇		sɐŋ22
秫		sɐk2
蒓		sɐŋ22
豶		fɐŋ22
璺		mɐŋ22
熏		fɐŋ55
熏	白讀？訓讀？	ʋɐk5
勳		fɐŋ55
葷		fɐŋ55
謗		pɔŋ33
鐸		tɔk2
曩		nɔŋ13
臧		ʦɔŋ55
柞		ʦɔk2
搡		ɬɔŋ25
搡		sɔŋ25
杠		kɔŋ33
糠		hɔŋ55
囥		kʰɔŋ33
鄂		ŋɔk2
鯗		ɬioŋ25
鯗		sioŋ25
牀		ʦʰɔŋ22
孀		sioŋ55
瘴		ʦioŋ33
焯		ʦʰɔk3
焯		ʦʰiok3
餉		hioŋ25
芍		ʦiok3
瓤		nɔŋ22
礓		kioŋ55
鉻		kɔk3
恙		joŋ22
桄		kɔŋ55
藿		kʰɔk3
劐		ʋɔk2
蝗		ʋɔŋ22
鑊		ʋɔk2
倣		fɔŋ25
輞		mɔŋ13
钁		kʰik3
匡		kʰʷaŋ55
籰		ʋɔk2
肨		pʰɔŋ33
樸	姓氏	pʰiu22
攮		nɔŋ13
涿		tiok3
噇		ʦʰɔŋ22
豇		kɔŋ55
耩		kɔŋ25
搉		kʰɔk3
夯		hɐŋ55
鐙		tɐŋ55
忒		tʰɐk5
忒		tʰɪk5
謄		tʰɐŋ22
蹭		ʦʰɐŋ33
鯽		ʦɪk5
鯽		ʦɐk5
稷		ʦɪk5
稙		ʦɪk2
飭		ʦʰɪk5
塍		sɪŋ22
弋		jɪk2
虻		mɔŋ22
牚	腳牚：單車的停靠支撐物	ʦʰaŋ33
㿭	爆㿭	ʦʰak3
䂻		ʦaŋ22
粳		kɐŋ55
浜		pɔŋ55
擘		mak3
檗	木名。即黃檁。也稱「黃柏」	pʰak3
覈		hɐk2
軛		ak3
戟		kɪk5
屐		kʰiɐk2
屐		kʰiak2
旌		ʦɪŋ55
䝼		ʦʰɪŋ22
蟶		ʦʰɪŋ55
纓		jɪŋ55
姘		pʰɪŋ55
靪		tɪŋ55
疔		tɪŋ55
嫡		tɪk2
錠		tɪŋ22
糴	文讀	tɪk2
糴	白讀	tiɐk2
佞		nɪŋ22
磬		hɪŋ33
陘		jɪŋ22
虢		kɔk3
虢		kʷak3
揈	甩，搖晃，同「捹」	fɪŋ22
揈	同「轟」，驅趕	hʊŋ55
檾		kʰɪŋ25
塋		jɪŋ22
滎		jɪŋ22
醭		pʊk2
蠓		mʊŋ13
熥		tʰʊŋ55
捅		tʰʊŋ25
瞳		tʰʊŋ22
牘		tʊk2
椶		ʦʊŋ55
糉		ʦʊŋ33
汞		kʊŋ33
汞		kʊŋ25
鬨	起鬨	hʊŋ33
儂		nʊŋ22
䝋		ʦʊŋ55
戮		lʊk2
衆		ʦʊŋ33
戎		jʊŋ22
盅		ʦʊŋ55
冗		jʊŋ13
鋦		kʊk2
癰		jʊŋ55
甬		jʊŋ25
茬		ʦʰa22
鼬		jɐu22
撣		taŋ22
焊		hɔŋ33
焊		hɔŋ22
撚		nim25
鉢		puk3
黢		ʦʰɐk5
繮		kioŋ55
喫		hiɐk3
璦		ɔi33
曖		ɔi25
氨		ɔŋ55
胺		ɔŋ55
阪		paŋ25
舨		paŋ25
鎊		pɔŋ22
鴇		pou25
陂		pei55
鋇		pui33
唄		pui33
泵		pʊŋ55
匕		pei33
畀		pei25
愎		fʊk5
髀		pei25
鏢		piu55
婊		piu25
裱		piu25
邠		pɐŋ55
斌		pɐŋ55
鉑		pʰak3
舶		pɔk2
舶		pʰak3
逋		pou55
娼		ʦʰioŋ55
鯧		ʦʰioŋ55
搐		ʦʰʊk5
黜		ʦʰɐk5
捶		ʦʰui22
齪		ʦʰʊk5
啐		ʦʰui33
耷	耷拉(下垂貌)	tap3
耷	頭耷耷	tɐp5
傣		tai25
傣		tʰai33
鄲		taŋ55
氮		tam22
詆		tɐi25
娣		tʰɐi13
娣		tɐi22
睇		tʰɐi25
碲		tɐi33
鯛		tiu55
屌	文讀	tiu25
屌	白讀	tiɐu55
酊		tɪŋ55
腚		tɪŋ22
侗	倥侗	tʊŋ22
屙		ɔ55
諤		ŋɔk2
齶		ŋɔk2
魴		fɔŋ22
舫		fɔŋ25
緋		fei55
霏		fei55
誹		fei25
狒		fɐk5
雰		fɐŋ55
孚		fu55
氟		fɐk5
鈣		kʰɔi33
贛	賜予	kʊŋ33
罡		kɔŋ55
鎬		kou25
艮		kɐŋ33
肱		kʊŋ55
詬		kɐu33
鴣		ku55
轂		kʊk5
汩	水流的樣子；亂；沉默；汩沒；汩流	kʷɐk5
汩	疾速貌；疾速的	ʋɐk2
瞽		ku25
莞	莞草；東莞	kuŋ25
莞	莞爾	ʋuŋ13
莞	莞草	kuŋ55
皈		kʷɐi55
珪		kʷɐi55
矽		kʷɐi55
袞		kʷɐŋ25
摑		kʷak3
捍		hɔŋ13
捍		hɔŋ33
頷		hɐm22
濠		hou22
昊		hou22
訶		hɔ55
龢		ʋɔ22
訇		hʊŋ55
薨		hʊŋ55
鵠		hʊk2
猢		fu22
鶘		fu22
醐		fu22
祜		fu22
圜	環繞	ʋaŋ22
圜	天體；圓、圓形	jiŋ22
豢		ʋaŋ22
遑		ʋɔŋ22
璜		ʋɔŋ22
蟥		ʋɔŋ22
琿		ʋɐŋ22
蛔		ʋui22
諢		ʋɐŋ22
嵇		kʰɐi55
覬		kei33
偈		kɐi25
笳		ka55
瘕		ha55
絳		kɔŋ33
姣	姣好	kau25
姣	發姣	hau22
桀		kik2
碣		kʰik3
矜		kɪŋ55
饉		kɐŋ25
覲		kɐŋ25
儆		kɪŋ25
儆		kɪŋ25
裾		kei55
苣		kei22
颶		kei22
鐫		ʦiŋ55
譎		kʰik3
鎧		hɔi25
磡		hɐm33
錕		kʰʷɐŋ55
鯤		kʰʷɐŋ55
邋		lak2
剌		lak2
瘌		lak3
瀨		lai22
嶗		lou22
佬		lou25
姥	天姥	lou13
羸		lui22
磊		lui13
棱		lɪŋ22
喱		lei55
蠡		lɐi13
鋰		lei13
醴		lɐi13
鰱		liŋ22
踉		lioŋ22
獠		liu22
鐐		liu22
鬣		lik2
粼		lɐŋ22
嶙		lɐŋ22
廩		lɐm13
躪		lɐŋ22
綾		lɪŋ22
鯪		lɪŋ22
遛		lɐu22
遛		liu55
瘻		lɐu22
壚		lou22
瀘		lou22
轆		lʊk5
璐		lou22
攣		liŋ55
侖		lɐŋ22
嫲		ma22
獁		ma13
蟎		muŋ13
謾		maŋ22
氓		mɔŋ22
氓		mɐŋ22
昴		mau13
袤		mɐu22
瑁	珪瑁	mou22
瑁	玳瑁	mou22
嵋		mei22
湄		mei22
酶		mui22
鎂		mei13
眯		mi55
眯		ni55
醚		mɐi22
弭		mei22
汨		mɪk2
冪		mɪk2
沔		miŋ13
緲		miu13
邈		miu13
暝		mɪŋ22
瞑		mɪŋ22
歿		muk2
苜		mʊk2
衲		nap2
涅		nip2
齧		ŋak2
恁		ȵɐm22
恁		jɐm22
恁		nɐm25
磐		pʰuŋ22
庖		pʰau22
抨		pʰɪŋ22
怦		pʰɐŋ55
貔		pʰei22
癖		pʰɪk5
縹		pʰiu55
顰		pʰɐŋ22
叵		pʰɔ25
莆		pʰou22
溥		pʰou25
蹊		kʰɐi55
蠐		ʦʰɐi22
麒		kʰei22
磧		ʦɪk5
愆		hiŋ55
黔		kʰim22
黔		kʰim22
茜		ɬɐi55
茜		sɐi55
茜		ɬiŋ22
茜		siŋ22
撬	文讀	kiu22
撬	白讀	kiau22
撬	白讀	kiɐu22
煢		kʰɪŋ22
酋		jɐu22
遒		ʦʰɐu22
裘		kʰɐu22
髯		ȵim22
髯		jim22
苒		ȵim13
苒		jim13
軔		ȵɐŋ22
軔		jɐŋ22
衽		ȵɐm22
衽		jɐm22
糅		jɐu22
蹂		jɐu22
縟		ȵʊk2
縟		jʊk2
睿		jui22
叄		ɬam55
叄		sam55
汕		saŋ33
莘		sɐŋ55
蜃		sɐŋ22
弒		si33
藪		ɬɐu25
藪		sɐu25
愫		ɬou33
愫		sou33
燧		ɬui22
燧		sui22
遢		tʰap3
覃	覃思	ʦʰɐm22
滕		tʰɐŋ22
醍		tʰɐi22
倜		tʰɪk5
佟		tʰʊŋ22
骰		tʰɐu22
骰		sɪk5
雯		mɐŋ22
齷		ɐk5
鄔		ʋu55
覡		hɐk2
檄		hɐk2
銑		ɬiŋ25
銑		siŋ25
屣		ɬai25
屣		sai25
屣		ɬai25
屣		sai25
罅		la33
冼		ɬiŋ25
冼		siŋ25
霰		ɬiŋ33
霰		siŋ33
筱		ɬiu25
筱		siu25
鑫		hɐm55
邢		jɪŋ22
詡		hei25
酗	習讀音，有邊讀邊	hʊŋ55
萱		ɬiŋ55
萱		hiŋ55
璿		ɬiŋ22
璿		siŋ22
潯		ʦʰɐm22
胭		jiŋ55
湮		jiŋ55
湮		jiŋ55
饜		jim33
泱		joŋ55
鞅		joŋ55
爻		ŋau22
彝		ji22
弈		jɪk2
熠		jɐp5
熠		jɐp5
翳		ɐi33
翳		ɐi33
臆		jɪk5
氤		jɐŋ55
膺		jɪŋ55
熒		jɪŋ22
瀅		jɪŋ22
瀛		jɪŋ22
邕		jʊŋ55
壅	文讀	jʊŋ55
壅	白讀：埋	ʊŋ55
踴		jʊŋ25
囿		jɐu22
瘀		ji55
禺		ji22
竽		ji55
圄		ji13
齬		ji13
彧		jʊk5
煜		jʊk5
毓		jʊk5
螈		jiŋ22
氳		ʋɐŋ55
殞		ʋɐŋ13
慍		ʋɐŋ33
甾	後作「淄」。在今山東省境內	ʦi55
甾	同「災」; 災害	ʦɔi55
崽		ʦɐi25
仄		ʦɐk5
翟	翟羽；中國古代北方的民族。同「狄 」	tɪk2
翟	翟姓	ʦak2
釗		ʦʰiu55
謫		ʦak2
赭		ʦɛ25
砧		ʦɐm55
躑		ʦak2
芷		ʦi25
蛭		ʦi33
銖		ʦi55
炷		ʦi33
孳		ʦi55
秭		ʦi25
眥		ʦi22
詛		ʦui25
樽		ʦiŋ55
嬋		sim22
劖		ʦʰam22
筊	杯筊：迷信占卜用具	kau33
㒼	亞㒼：勉強；差強人意	maŋ22
𨂵	踩	ʦʰɐp2
𫄺		ʦʰɪŋ22
餸		ɬʊŋ33
餸		sʊŋ33
䣺		kiŋ55
鯁	噎	kʰɐŋ25
厾	捅、戳	tʊk5
䊦		ʔiɛk3
揢	掐，扼	kʰa55
揢	揢門：鎖門	kʰɪk5
娺	文讀，推導音	ʦɔk2
娺	白讀；〔肥～〕：肥胖貌	ʦʷɐk2
迾	文讀	lak2
迾	白讀，用作量詞「排、列、行」，或借自遂城黎話	lʷɐk2
擡		tʰɔi22
縻		mɐi22
餈		ʦʰi22
滓		ʦi25
皁		ʦou22
鏊		ŋou22
麅		pʰau22
么		jiu55
蓴	蓴菜	sɐŋ22
蓴	蒲穗謂之蓴	tʰiŋ22
穰		ȵioŋ22
穰		joŋ22
榷		kʰɔk3
鋥		ʦʰaŋ33
掰		pai55
嗄	嗓音嘶啞	sa55
嗄	表疑問或反詰的語氣	a25
桉		ɔŋ55
銨		ɔŋ55
犴	动物名；監獄；狴犴	ŋɔŋ22
犴	駝鹿	hɔŋ22
嗷		ŋou22
鰲		ŋou22
鏖	鏖兵, 鏖戰	ou55
鏖	鏖兵, 鏖戰	ŋou22
媼		ou25
驁		ŋou22
捭		pai25
瘢		paŋ55
梆		pɔŋ55
孛	孛然大怒；孛兒只斤	puk2
孛	星名。即彗星。	pui22
賁	賁臨	pei33
賁	賁門, 虎賁	pɐŋ55
賁	賁，大也。故謂為賁鼓	fɐŋ22
苯		puŋ25
嘣		pɐŋ55
荸		puk2
毖		pei33
篳		pɐk5
襞		pɪk5
鯿	文讀	piŋ25
鯿	白讀	piɛŋ25
卞		piŋ22
弁	弁言, 武弁, 馬弁	piŋ22
弁	弁桓；表示「樂、歡樂」	pʰuŋ22
驃		pʰiu33
蹩		pik2
擯		pɐŋ33
亳		pɔk3
粲		ʦʰaŋ33
漕		ʦʰou22
螬		ʦʰou22
嚓	語氣詞：喀嚓	ʦʰɐk5
碴	鬍子拉碴	ʦʰa22
碴	冰碴	ʦa55
衩		ʦʰa55
儕		ʦʰai22
蠆		ʦʰai33
孱	口水潺	saŋ22
孱	孱頭	ʦʰaŋ33
廛		ʦʰiŋ22
巉		ʦʰam22
昶		ʦʰɔŋ25
氅		ʦʰɔŋ25
抻		ʦʰɐŋ55
郴		sɐm55
郴		ʦʰɐm55
嗔		ʦʰɐŋ55
諶		sɐm22
磣		ʦʰɐm25
讖	一語成讖	ʦʰɐm33
讖	一語成讖	ʦʰam33
檉		ʦʰɪŋ55
琤		ʦɐŋ55
琤		ʦaŋ55
哧		ʦʰi55
笞		ʦʰi55
茌		ʦʰi22
墀		ʦʰi22
踟		ʦʰi22
呎	英呎	ʦʰiɐk3
褫		ʦʰi25
啻		ʦʰi33
瞅		ʦʰɐu25
滁		ʦʰui22
躕		ʦʰi22
躕		ʦʰui22
踹	文讀	ʦʰai25
踹	白讀	ȵai25
踹	白讀	jai25
釧		ʦʰiŋ33
陲		sui22
鶿		ʦʰi22
琮		ʦʰʊŋ22
輳		ʦʰɐu33
腠		ʦʰɐu33
徂		ʦʰou22
捽		ʦɐk5
攛		ʦʰiŋ33
躥		ʦʰiŋ55
爨		ʦʰiŋ33
瘁	心力交瘁	ʦʰui33
吋		ʦʰiŋ33
噠	象馬蹄、機槍聲	tak3
嗒	同「䑜」，用舌頭輕舐品嘗	tiɐp5
嗒	嗒然若失, 嗒喪	tʰap3
䑜	用舌頭輕舐品嘗；䑜酒	tiɐp5
褡		tap3
怛		tak3
躂		tʰak3
靼		tak3
瘩		tap3
甙		tɔi22
迨		tɔi22
埭		tɔi22
簞		taŋ55
疸		tʰaŋ25
啖		tam22
襠		tɔŋ55
碭		tɔŋ22
噔		tɐŋ55
磴		tɐŋ33
砥		tɐi25
骶		tɐi25
棣		tɐi22
嗲	製嗲：撒嬌	tɛ25
嗲	動詞完成體助詞	tɛ22
滇		tiŋ55
鈿		tiŋ22
鈿		tʰiŋ22
碉		tiu55
堞		tip2
蹀		tip2
啶		tɪŋ22
鋌	「铤，疾走貌。」	tʰɪŋ13
鋌	未經冶煉鑄造的銅鐵	tɪŋ22
碇		tɪŋ33
氡		tʊŋ55
峒	崆峒山	tʰʊŋ22
峒	地名用字；南方少數民族的泛稱	tʊŋ22
恫	傷痛、哀痛	tʰʊŋ55
恫	恫吓	tʊŋ22
蔸		tɐu55
篼		tɐu55
闍	城門上的平臺	tou55
闍	阿闍梨	sɛ22
黷		tʊk2
煅		tiŋ22
惇		tɐŋ55
躉		tɐŋ25
哆	哆嗦	tɔ55
哆	張口的樣子	ʦʰɛ25
閼	阻塞、壅塞	ak3
閼	阏氏	jiŋ55
閼	閼與	ji33
萼		ŋɔk2
鶚		ŋɔk2
摁		ɔŋ33
鮞		ȵi22
鮞		ji22
洱		ȵi13
洱		lei13
閥		fak2
琺		fak3
幡		faŋ55
釩		faŋ22
燔		faŋ22
蘩		faŋ22
匚		fɔŋ55
蜚		fei55
蜚		fei25
腓		fei22
酚		fɐŋ55
汾		fɐŋ22
趺		fu55
鳧		fu22
茀		fɐk5
茯		fʊk2
罘		fɐu22
蚨		fu22
涪		fɐu22
拊		fu25
蝮		fʊk5
旮	山旮旯	kʰa55
个		kɔ33
箇		kɔ33
槢		ʦɐp2
餜		kɔ25
踒		ʋɔ55
踒	訓讀。崴到四肢、閃到腰等	nɔ25
樝		ʦa55
笡	方言，歪斜：嘴笡；字寫笡	ʦʰɛ33
麤		ʦʰou55
䀇		ku25
稆		lui13
舁		ji22
殕	物件腐壞而生白膜	fɐu25
殕	斃也，僵也	pɐk2
殕	斃也，僵也	pak2
擩		ȵui13
擩		jui13
懛	〔懛剴〕失意的樣子，古同「呆」	tai55
棌		ʦʰɔi25
槪		kʰɔi33
漑		kʰɔi33
磑	「磑磑」：形容高；形容堅硬	ŋɔi22
磑	磑磑，堅也	kɔi55
磑	動詞，磨，使東西粉碎	ʋɐi33
簰		pʰai22
鐾		pei22
鐾		pɐi33
犂		lɐi22
栖		ʦʰɐi55
栖	栖栖，形容不安定的樣子	ɬɐi55
栖	栖栖，形容不安定的樣子	sɐi55
壻		ɬɐi33
壻		sɐi33
鷄		kɐi55
柺		kʷai25
䉲		nei22
眵		ʦʰi55
袐		pik5
袐		pɐk5
棃		lei22
貍		lei22
蟢		hei25
旣		kei33
疿		fei33
疿		fɐi33
騲		ʦʰou25
櫂		ʦau22
齩		ŋau13
靿		au33
噍	文讀	ʦiu22
噍	白讀：用牙齒啃咬、咀嚼	ʦiau22
噍	白讀：用牙齒啃咬、咀嚼	ʦiɐu22
尥		liu22
㪗		tʰɐu25
呷	喝、飲	hap3
垓		kɔi55
玕		kɔŋ55
苷		kam55
酐		kɔŋ55
旰		kɔŋ33
旰	旰旰：盛大的樣子	hɔŋ22
紺		kam33
灨		kɔŋ33
戇		ŋɔŋ33
睾		kou55
杲		kou25
縞		kou25
槁		kou25
誥		kou33
鋯	土丘，土崗：圪垛	kou33
圪	牆高貌	ŋɐk2
圪		kak3
疙		ŋɐk2
鬲	一種古代的炊具	lɪk2
鬲	人體的經穴；人名用字	kak3
嗝		kak3
膈		kak3
鎘		kak3
賡		kɐŋ55
龔		kʊŋ55
珙		kʊŋ25
佝	佝偻	kʰui55
佝	佝偻	kʰei55
佝	腰佝：駝背	kʰɐu55
笱		kɐu25
軲		kʰu55
蛄		ku55
鈷		ku55
鈷		ku25
鶻	回鶻	ʋɐk2
鶻	鶻鵃，一種小鳩	kʷɐk5
臌		ku25
梏		kʊk5
痼		ku33
鴰		kʰuk3
摜		kʷaŋ33
盥		kuŋ33
咣	擬聲詞，形容物體碰撞聲	kʰʷaŋ55
炅		kʰɪŋ25
堝		ʋɔ55
蟈		kɔk3
幗		kɔk3
膕		kɔk3
氦		hɔi22
晗		hɐm22
菡		hɐm13
菡		hɐm22
瘊		hɐu22
鬏		ʦɐu55
鬏		ʦʰɐu55
灠		lam25
揞		ɐm25
溻		tʰap3
箚		ʦap3
㷹		ʦau33
碱		kaŋ25
鵮		tiɐm55
掭		tʰim33
吢		ʦʰɐm33
兂		ʦam55
㬤		hɐp5
㬤		jɐp5
癣		ɬiŋ25
癣		siŋ25
孼		ȵik2
孼		jik2
顚		tiŋ55
塡		tʰiŋ22
趼	趼子(手掌或腳掌上因摩擦日久而生成的硬皮)	kaŋ25
筧		kaŋ25
䥛		kik3
硏		jiŋ22
嬎		faŋ33
㨉		mɐŋ13
㷠		lɐŋ22
鎭		ʦɐŋ33
虱		sɐk5
眞		ʦɐŋ55
愼		sɐŋ22
崘		lɐŋ22
撙	節省	ʦiŋ25
撙	節省	ʦɐŋ25
崐		kʰʷɐŋ55
磉		ɬɔŋ25
磉		sɔŋ25
閌		kʰɔŋ33
蠚	蟲行毒亦作蠚	hɔk3
奬		ʦioŋ25
墻		ʦʰioŋ22
㪕	奪取物	ʦʰiok3
尙		sioŋ22
䭚		ʦʰɔŋ22
卽		ʦɪk5
値		ʦɪk2
𢫦	擊也	mɐk2
𢫦	拍本字	pʰak3
軶		ak3
餠		piɐŋ25
令		lɪŋ22
寗		nɪŋ22
鈴		lɪŋ55
靑	文讀	ʦʰɪŋ55
靑	白讀	ʦʰiɐŋ55
齈		nʊŋ22
鬉		ʦʊŋ55
怱		ʦʰʊŋ55
栿		fʊk2
宂		jʊŋ25
胷		hʊŋ55
吖		a55
毐		ai25
砹		ŋai22
嗌		ai33
靉		ɔi33
僾		ɔi33
譺		ȵi22
譺		ji22
啽	夢寐之聲	ɐm55
啽	自言自語，「啽啽沉沉」	ŋɐm22
䳺		ɐm55
唵		ɐm25
豻	駝鹿	hɔŋ22
豻	獄豻	ŋɔŋ22
闇		ɐm33
䭹		ŋɔŋ22
璈		ŋou22
獒		ŋou22
摮		ŋou22
聱		ŋou22
𦪈		ŋou22
翶		ŋou22
鷔		ŋou22
奡		ŋou22
擙		ou33
𩼈		ou33
羓		pa55
豝		pa55
茇		pak2
魃		pak2
弝		pa33
灞		pa33
粨		pak3
粺		pai22
斒	斒斕(文彩鮮明貌)	paŋ55
癍		paŋ55
昄		paŋ25
鞤		pɔŋ55
垹		pɔŋ55
蒡		pɔŋ25
勹		pau55
宀		miŋ22
勽	音抱。義同。	pʰou13
趵	趵突	pʰau33
趵	用腳踩踏	pɔk3
鑤		pʰau22
邶		pui33
邶		pʰui33
梖		pui33
捹	甩，搖晃	fɪŋ22
沆		hɔŋ22
顥		hou22
閡		hɐk2
菏		hɔ22
菏		kɔ55
頜		hɐp2
翮		hɐk2
珩		hɐŋ22
蘅		hɐŋ22
泓		hʊŋ22
齁		hɐu55
骺		hɐu22
篌		hɐu22
滹		fu55
砉	砉然	ʋak2
砉	象聲詞，形容迅速動作的聲音	hʷɐk5
砉	象聲詞，形容迅速動作的聲音	fɐk5
驊		ʋa22
獾		fuŋ55
洹		ʋuŋ22
肓		fɔŋ55
隍		ʋɔŋ22
湟		ʋɔŋ22
篁		ʋɔŋ22
幌		fɔŋ25
薈		ʋui22
燴		ʋui22
蠖		ʋɔk2
璣		kei55
咭		kɐk5
躋		ʦɐi55
畿		kei55
笈		kʰɐp5
蒺		ʦɐk2
楫		ʦip3
伎		kei22
伎	伎伎(行步舒緩的樣子)	kʰei22
偈		kik2
偈	訓讀？傾偈：聊天	kɐi25
勣		ʦɪk5
薊		kɐi33
霽		ʦɐi33
驥		kʰei33
珈		ka55
袈		ka55
戛		kak3
岬		kap3
鉀		kap3
縑		kim55
犟		kʰioŋ13
犟		kioŋ22
伻		pʰɪŋ55
