字	注释	音
絢		hiŋ33
炫		hiŋ22
現		jiŋ22
嚥		jiŋ33
遍		pʰiŋ33
麵		miŋ22
片	文讀	pʰiŋ33
片	白讀：瓦片	pʰiɛŋ25
鐵		tʰik3
跌		tik3
迭		tik2
捏		nip2
捏	訓讀	nɐk5
捏	訓讀	niɐk5
節		ʦik3
癤		ʦik3
竊		ʦʰik3
沏		ʦʰɐi33
截		ʦik2
訣		kʰik3
桔	桔梗	kɐk5
結		kik3
鍥		kʰik3
抉		kʰik3
潔		kik3
缺		kʰik3
決		kʰik3
血		hik3
頁		jip2
穴		jɪk2
噎		jik3
噎	打噎	ɪk2
癟	文讀	pik2
癟	白讀；腍～～：軟爛貌	piɛk2
篾		mik2
蔑		mik2
瞥		pʰik3
刀		tou55
滔		tʰou55
絛		tʰou55
叨	叨擾	tou55
綢		ʦʰɐu22
掏		tʰou22
逃		tʰou22
桃		tʰou22
啕		tʰou22
濤		tʰou22
萄		tʰou22
撈	撈亂	lou55
撈	打撈	lau55
牢		lou22
勞	勤勞	lou22
糟		ʦou55
槽		ʦʰou22
遭		ʦou55
操	早操	ʦʰou55
操	操行	ʦʰou55
嘈		ʦʰou22
曹		ʦʰou22
搔		ɬou55
搔		sou55
騷		ɬou55
騷		sou55
膏		kou55
高		kou55
羔		kou55
篙		kou55
咎		kɐu33
熬		ŋou22
翱		ŋou22
遨		ŋou22
敖		ŋou22
螯		ŋou22
撓	不屈不撓	nau22
撓	白讀：撓癢	ŋiau55
撓	白讀：撓癢	ŋiɐu55
蒿	文讀	hou55
蒿	或爲借字；塘～：茼蒿	ou55
號	哀號	hou22
豪		hou22
毫		hou22
褒		pou55
袍		pʰou22
毛		mou22
毛	指小，細毛	mou55
髦		mou55
髦		mou22
擣		tou25
島		tou25
倒		tou25
倒		tou33
倒	訓讀；①傾倒（液體）②打～：打翻（液體）	tʰiau25
倒	訓讀；①傾倒（液體）②打～：打翻（液體）	tʰiɐu25
禱		tou25
套		tʰou33
討		tʰou25
道		tou22
稻		tou22
腦		nou13
惱		nou13
潦	流潦	liu22
老		lou13
棗		ʦou25
藻		ʦou25
蚤		ʦou25
早		ʦou25
澡		ʦou25
草		ʦʰou25
造	製造	ʦou22
掃		ɬou33
掃		sou33
燥		ʦʰou33
嫂		ɬou25
嫂		sou25
考		hau25
好	友好	hou25
好	好客	hou33
浩		hou22
襖		ou33
燠		jʊk5
懊		ou33
寶		pou25
堡		pou25
保		pou25
葆		pou25
褓		pou25
抱		pʰou13
到		tou33
悼		tou22
蹈		tou22
導		tou22
盜		tou22
躁		ʦʰou33
糙		ʦʰou33
噪		ʦʰou33
告	報告	kou33
靠		kʰau33
傲		ŋou22
奧		ou33
澳		ou33
報		pou33
暴	兇暴	pou22
暴	一暴十寒	pou22
曝		pou22
瀑		pou22
帽		mou22
冒	冒犯	mou22
嘲		ʦau55
啁		ʦɐu55
嘮		lou22
抓		ʦa55
抓		ȵa55
抓		ja55
鈔		ʦʰau55
抄		ʦʰau55
巢		ʦʰau22
梢		sau55
交		kau55
蛟		kau55
教	讓	kau33
教	教室	kau33
咬		ŋau13
郊		kau55
膠	文讀	kau55
膠	白讀：糖膠	kiɐu55
膠	訓讀：表示某物黏在某處	kiɐu22
跤		kau55
敲		hau55
哮		hau55
餚		ŋau22
淆		ŋau22
肴		ŋau22
胞		pau55
苞		pau55
包		pau55
跑		pʰau25
炮	炮彈	pʰau33
炮	炮製	pʰau22
咆		pʰau22
茅		mau22
泡	浸泡	pʰau33
泡	燈泡；燈泡；泡沫	pʰau55
拋		pʰau55
爪	文讀	ʦau25
爪	白讀	ȵau25
爪	白讀	jau25
炒		ʦʰau25
攪		kau25
絞		kau25
狡		kau25
巧		hau25
巧	白讀	kʰiu25
飽		pau25
鮑	鮑魚	pau55
卯		mau13
鬧		nau22
鬧	或借自遂城黎話，表示：①人多貌；②生意興隆貌	lau33
罩		ʦau33
濯		ʦɔk2
縐		ʦɐu33
稍		sau25
覺	睡覺	kau33
覺	睡覺	kiau33
覺	直覺	kʰɔk3
較		kau33
酵		hau55
窖		kau33
樂	快樂	lɔk2
樂	音樂	ŋɔk2
樂	仁者樂山；知者樂水，仁者樂山。	ŋau22
孝		hau33
校	學校	hau22
校	校對	kau33
效		hau22
豹		pʰau33
爆	爆裂	pau33
爆	爆發	pou22
貌		mau22
皰		pʰau33
燎		liu22
蕉		ʦiu55
焦		ʦiu55
椒		ʦiu55
憔		ʦʰiu22
樵		ʦʰiu22
消		ɬiu55
消		siu55
宵		ɬiu55
宵		siu55
逍		ɬiu55
逍		siu55
哨		sau33
霄		ɬiu55
霄		siu55
銷		ɬiu55
銷		siu55
硝		ɬiu55
硝		siu55
昭		ʦʰiu55
招		ʦiu55
韶		siu22
燒		siu55
饒		jiu22
蟯		jiu22
蹺		hiu55
蹺	蹺蹺板	kʰiu33
要	要求	jiu55
要	要點	jiu33
腰		jiu55
遙		jiu22
瑤		jiu22
搖		jiu22
陶	皋陶，古人名	tʰou22
陶	陶瓷；皋陶	jiu22
謠		jiu22
窯		jiu22
姚		jiu22
飆		piu55
標		piu55
瓢		pʰiu22
飄		pʰiu55
漂	漂泊	pʰiu55
漂	漂亮	pʰiu33
瞟		pʰiu13
瞟		pʰiu22
翹	翹首；翹首；連翹，中藥名	kʰiu22
翹	翹起；白讀	hiu55
翹	翹舌	kʰiu25
悄		ʦʰiu55
悄	悄無聲息	ʦʰiu25
小		ɬiu25
小		siu25
沼		ʦiu25
紹		siu22
少	多少	siu25
少	年少	siu33
擾		jiu25
繞		jiu25
眇		miu13
渺		miu13
吵		ʦʰau25
秒		miu25
療		liu22
峭		ʦʰiu33
俏		ʦʰiu33
肖	生肖	ɬiu55
肖	生肖	siu55
肖	肖像	ʦʰiu33
笑		ɬiu33
笑		siu33
照		ʦiu33
劭		siu22
邵		siu22
約		jok3
曜		jiu22
耀		jiu22
妙		miu22
朝	朝夕	ʦiu55
朝	朝廷	ʦʰiu22
超		ʦʰiu55
潮		ʦʰiu22
晁		ʦʰiu22
驕		kiu55
喬		kʰiu22
嬌		kiu55
囂		hiu55
妖		jiu55
夭		jiu55
鑣		piu55
描		miu22
苗		miu22
貓		miɐu55
橋		kʰiu22
轎		kʰiu22
僑		kʰiu22
趙		ʦiu22
兆		ʦiu22
矯		kiu25
表		piu25
召	召喚	ʦiu22
召	召南；姓氏	siu22
廟		miu22
刁		tiu55
雕		tiu55
凋		tiu55
貂		tiu55
鵰		tiu55
挑	挑水	tʰiu55
挑	挑達	tʰiu55
跳		tʰiu33
跳	白讀；跳魚，即彈塗魚	tʰiau22
跳	白讀；跳魚，即彈塗魚	tʰiɐu22
調	調味	tʰiu22
調	調動	tiu22
迢		tʰiu22
條		tʰiu22
聊		liu22
撩		liu22
嘹		liu22
瞭	瞭望	liu22
瞭	明瞭	liu13
遼		liu22
料		liu22
繚		liu22
寥		liu22
僚		liu22
廖		liu22
寮		liu22
蕭		ɬiu55
蕭		siu55
艘		ɬɐu25
艘		sɐu25
簫		ɬiu55
簫		siu55
驍		hiu55
澆		kiu55
邀		jiu55
堯		jiu22
僥	僬僥，短人，西南夷別名	jiu22
僥	僥倖	hiu25
鳥		niu13
掉	文讀	tiu22
掉	白讀：眼睏～嗲（眼睏極了）	tiau33
掉	白讀：眼睏～嗲（眼睏極了）	tiɐu33
窕		tʰiu22
窕		tʰiu13
了		liu13
繳		kiu25
皎		kau25
曉		hiu25
杳		miu13
窈		jiu25
弔		tiu33
釣		tiu33
眺		tʰiu33
尿	文讀	niu22
尿	白讀	niau22
尿	白讀	niɐu22
嘯		ɬiu55
嘯		siu55
激		kɪk5
叫		kiu33
竅		kʰiu33
多		tɔ55
他		tʰa55
它		tʰa55
跎		tʰɔ22
陀		tʰɔ22
佗		tʰɔ22
沱		tʰɔ22
駝		tʰɔ22
馱		tʰɔ22
挪		nɔ22
那	那個；訓讀：指示代詞【那個】	nu55
那	地名	nɔ22
那	那姓；姓氏	na22
囉	囉嗦	lɔ55
囉	嘍囉	lɔ22
蘿		lɔ22
羅		lɔ22
儸		lɔ22
騾		lɔ22
籮		lɔ22
鑼		lɔ22
螺	文讀	lɔ22
螺	白讀	lɛ22
蹉		ʦʰɔ55
磋		ʦʰɔ55
搓		ʦʰɔ55
搓	用力揉	ʦʰai55
獻		hiŋ33
娑		ɬɔ55
娑		sɔ55
莎	莎草	sa55
梭		ɬɔ55
梭		sɔ55
柯		kʰɔ55
過		kɔ33
渦	漩渦	ʋɔ55
哥		kɔ55
鍋		ʋɔ55
歌		kɔ55
戈		kɔ55
戕		ʦʰioŋ22
迦		ka55
軻		kʰɔ55
課		fɔ33
蝌		fɔ55
稞		fɔ55
科		fɔ55
訛		ŋɔ22
峨		ŋɔ22
蛾		ŋɔ22
哦	吟哦；語氣助詞	ɔ22
俄		ŋɔ22
鵝		ŋɔ55
娥		ŋɔ22
呵		hɔ55
靴		hɛ55
何		hɔ22
蚵		hɔ22
苛		ɔ55
荷	荷花	hɔ22
荷	負荷	hɔ22
和	和諧	ʋɔ22
和	唱和	ʋɔ22
河		hɔ22
禾		ʋɔ22
阿	阿諛奉承	ɔ55
阿	阿伯	a33
波		pɔ55
婆		pʰɔ22
摩		mɔ55
魔		mɔ55
磨		mɔ22
磨		mɔ22
坡		pʰɔ55
頗		pʰɔ55
頗		pʰɔ25
玻		pɔ55
伽	伽藍	kʰɛ22
伽	瑜伽	ka55
茄	茄瓜	kʰɛ22
茄	雪茄	ka55
枷		ka55
朵		tɔ25
妥		tʰɔ13
橢		tʰɔ13
惰		tɔ22
舵		tʰɔ22
娜	婀娜	nɔ22
娜	安娜	na22
裸		lɔ25
左		ʦɔ25
坐	文讀	ʦɔ22
坐	白讀	ʦʰɔ13
瑣		ɬɔ25
瑣		sɔ25
鎖		ɬɔ25
鎖		sɔ25
粿		kɔ25
裹		kɔ25
果		kɔ25
可	可以	hɔ25
可	可汗	hɔ25
坷		hɔ25
顆		kʰɔ55
我		ŋɔ13
火		fɔ25
禍		ʋɔ13
跛	跛行	pʰɔ25
跛	跛行	pɔ25
跛	跛咗；跛腳	pɐi55
簸		pɔk3
簸		pɔ3
爸		pa55
麼		mɔ55
拖		tʰɔ55
唾		tʰɔ33
邏		lɔ22
挫		ʦʰɔ33
佐		ʦɔ25
座		ʦɔ22
個		kɔ33
餓		ŋɔ22
臥		ŋɔ22
貨		fɔ33
賀		hɔ22
播		pɔ33
縛	綁	fɔk2
縛	束縛	pɔk3
破		pʰɔ33
些		ɬɛ55
些		sɛ55
爹		tɛ55
茶		ʦʰa22
渣		ʦa55
槎		ʦʰa22
鯊		sa55
砂		sa55
紗		sa55
沙		sa55
遮		ʦɛ55
奢	文讀	ʦʰɛ55
若	假若	jok2
若	假若	ȵok2
若	般若	ȵɛ13
若	般若	jɛ13
加		ka55
瓜		kʷa55
嘉		ka55
家	家人	ka55
家	曹大家；古通“姑”	ku55
跨		kʰʷa33
跨		kʰʷa55
誇		kʰʷa55
誇		kʰʷa55
芽		ŋa22
呀		a55
牙		ŋa22
枒		ŋa22
譁		ʋa55
花		fa55
遐		ha22
樺		ʋa22
劃	划船	ʋak2
劃	划算	ʋak2
瑕		ha22
蝦	蝦仁	ha55
蝦	蝦蟆	ha55
霞		ha22
華	中華	ʋa22
華	華山	ʋa22
華	春華秋實	ʋa22
鴉		ja55
椏		a55
椏	訓讀，表示「樹芽」	ŋɛ55
窪		ʋa55
丫		ja55
斜	文讀	ʦʰɛ22
斜	白讀：冧斜	ʦʰɛ33
椰		jɛ22
邪		ʦʰɛ22
耶		jɛ22
巴		pa55
笆		pa55
芭		pa55
杷		pʰa22
琶		pʰa22
爬		pʰa22
麻		ma22
蟆		ma22
痲		ma22
吧	酒吧；網吧	pa55
吧	語助詞；語氣助詞，同【叭】	pʰa55
姐	姐妹	ʦɛ25
姐	口語/稱謂	ʦɛ55
瀉		ɬɛ33
瀉		sɛ33
寫		ɬɛ25
寫		sɛ25
奼		ʦʰa33
傻		sɔ22
者		ʦɛ25
社		sɛ13
捨		sɛ25
舍	宿舍	sɛ33
舍	舍生取義	sɛ25
惹		ȵɛ13
惹		jɛ13
寡		kʷa25
假	假如	ka25
假	放假；假期	ka33
假	放假；假期	ka25
雅		ŋa13
瓦		ŋa13
夏		ha22
廈		ha22
下	下麵	ha22
下	打一下	ha13
啞	聾啞	a25
啞	嘔啞；啞啞，鳥聲。	a55
冶		jɛ13
也		ja13
把		pa25
罵		ma22
碼		ma13
馬		ma13
借		ʦɛ33
藉		ʦɪk2
卸		ɬɛ33
卸		sɛ33
榭	香榭麗捨	ʦɛ22
謝		ʦɛ22
吒	哪吒	ʦa55
吒	叱吒	ʦʰak3
詫		ʦʰa33
詐		ʦa33
榨		ʦa33
乍		ʦa33
蔗		ʦɛ33
炙		ʦɪk5
斥		ʦʰɪk5
赦		sɛ33
價		ka33
嫁		ka33
駕		ka33
架		ka33
訝		a33
嚇		hak3
唬		fu25
化		fa33
暇		ha22
亞		a33
夜		jɛ22
射	發射；文讀	sɛ22
射	白讀	fɛ22
射	無射	jɪk2
射	僕射	jɛ22
霸		pa33
靶		pa25
怕		pʰa33
檔	大排檔	tɔŋ33
檔	檔案	tɔŋ25
當	當然	tɔŋ55
當	適當；當鋪	tɔŋ33
鐺	鐺鐺；鈴鐺	tɔŋ55
鐺	瓦鐺	ʦʰaŋ55
盪		tɔŋ22
糖		tʰɔŋ22
棠		tʰɔŋ22
塘		tʰɔŋ22
唐		tʰɔŋ22
螳		tʰɔŋ22
堂		tʰɔŋ22
囊		nɔŋ22
瑯		lɔŋ22
琅		lɔŋ22
榔		lɔŋ22
郎		lɔŋ22
浪	波浪	lɔŋ22
浪	滄浪	lɔŋ22
廊		lɔŋ22
狼		lɔŋ22
贓		ʦɔŋ55
滄		ʦʰɔŋ55
蒼		ʦʰɔŋ55
倉		ʦʰɔŋ55
藏	收藏	ʦʰɔŋ22
藏	寶藏	ʦɔŋ22
桑		ɬɔŋ55
桑		sɔŋ55
喪	喪事	ɬɔŋ55
喪	喪事	sɔŋ55
喪	喪失	ɬɔŋ33
喪	喪失	sɔŋ33
亢	人的喉嚨	kʰɔŋ33
剛		kɔŋ55
胱		kɔŋ55
崗		kɔŋ55
光		kɔŋ55
恍		fɔŋ25
岡		kɔŋ55
橫		ʋaŋ22
綱		kɔŋ55
鋼		kɔŋ33
康		hɔŋ55
昂		ŋɔŋ22
炕		kʰɔŋ33
荒		fɔŋ55
杭		hɔŋ22
凰		ʋɔŋ22
航		hɔŋ22
惶		ʋɔŋ22
徨		ʋɔŋ22
簧		ʋɔŋ22
行	銀行；行業	hɔŋ22
行	步行；品行	hɐŋ22
行	行路；行走	haŋ22
抗		kʰɔŋ33
吭	引吭高歌	hɔŋ22
吭	吭聲	hɐŋ55
潢		ʋɔŋ22
皇		ʋɔŋ22
黃		ʋɔŋ22
煌		ʋɔŋ22
汪		ʋɔŋ55
幫		pɔŋ55
膀	膀胱	pʰɔŋ22
膀	肩膀	pɔŋ25
旁		pʰɔŋ22
彷	仿佛	fɔŋ25
彷	彷徨	pʰɔŋ22
螃		pʰɔŋ22
傍	仿佛；傍身	pɔŋ22
傍	彷徨	pʰɔŋ22
忙		mɔŋ22
茫	茫茫人海	mɔŋ22
磅	磅礴	pʰɔŋ22
磅	一磅	pɔŋ22
滂		pʰɔŋ22
黨		tɔŋ25
蕩		tɔŋ22
朗		lɔŋ13
髒		ʦɔŋ55
奘		ʦɔŋ22
廣		kɔŋ25
慷		hɔŋ55
慌		fɔŋ55
骯		ɔŋ55
晃		fɔŋ25
映		jɪŋ25
盎		ɔŋ33
蟒		mɔŋ13
擋	摒擋	tɔŋ25
宕		tɔŋ22
葬		ʦɔŋ33
曠		kʰɔŋ33
擴		kʰɔŋ33
徬		pʰɔŋ22
魄	魂魄	pʰak3
託		tʰɔk3
拓	開拓	tʰɔk3
拓	拓本	tʰap3
踱		tɔk2
諾		nɔk3
酪	乳酪	lɔk3
洛		lɔk3
絡		lɔk3
落	落下	lɔk2
駱		lɔk3
昨		ʦɔk2
索		ɬɔk3
索		sɔk3
格		kak3
閣		kɔk3
胳		kak3
各		kɔk3
郭		kɔk3
廓		kʰɔk3
噩		ɔk3
愕		ŋɔk2
顎		ŋɔk2
壑		hɔk3
霍		kʰɔk3
郝		kʰɔk3
穫		ʋɔk2
涸		kʰɔk3
鶴		hɔk2
堊		ɔk3
博		pɔk3
薄		pɔk2
泊	停泊	pɔk2
泊	湖泊	pʰak3
泊	俗讀：泊車【停車】	pʰau55
箔		pɔk2
礴		pɔk2
莫		mɔk2
寞		mɔk2
漠		mɔk2
幕		mɔk2
粕		pʰɔk3
粕		pʰak3
膊		pɔk3
娘	文讀	nioŋ22
娘	白讀	nioŋ55
糧		lioŋ22
量	測量	lioŋ22
量	重量	lioŋ22
蜋		lɔŋ22
粱		lioŋ22
良		lioŋ22
涼		lioŋ22
梁		lioŋ22
蔣		ʦioŋ25
將	將來	ʦioŋ55
將	將領	ʦioŋ33
漿		ʦioŋ55
搶		ʦʰioŋ25
鏘		ʦʰioŋ55
槍		ʦʰioŋ55
牆		ʦʰioŋ22
薔		ʦʰioŋ22
襄		ɬioŋ55
襄		sioŋ55
湘		ɬioŋ55
湘		sioŋ55
相	互相	ɬioŋ55
相	互相	sioŋ55
相	相貌	ɬioŋ33
相	相貌	sioŋ33
廂		ɬioŋ55
廂		sioŋ55
箱		ɬioŋ55
箱		sioŋ55
翔		ʦʰioŋ22
祥		ʦʰioŋ22
張		ʦioŋ55
漲		ʦioŋ33
漲		ʦioŋ25
長	長久	ʦʰioŋ22
長	長大	ʦioŋ25
腸		ʦʰioŋ22
場		ʦʰioŋ22
妝		ʦɔŋ55
莊		ʦɔŋ55
裝		ʦɔŋ55
創	創傷	ʦʰɔŋ33
創	創造	ʦʰɔŋ33
瘡		ʦʰɔŋ55
床		ʦʰɔŋ22
霜		sioŋ55
霜		sɔŋ55
障		ʦioŋ33
璋		ʦioŋ55
樟		ʦioŋ55
章		ʦioŋ55
漳		ʦioŋ55
彰		ʦioŋ55
猖		ʦʰioŋ55
倡	倡優	ʦʰioŋ55
倡		ʦʰioŋ55
昌		ʦʰioŋ55
菖		ʦʰioŋ55
嘗		sioŋ22
常		sioŋ22
償		sioŋ22
徜		sioŋ22
尚		sioŋ22
裳		sioŋ22
商		sioŋ55
傷		sioŋ55
湯		tʰɔŋ55
攘	攘除	ȵioŋ13
鑲		ɬioŋ55
鑲		sioŋ55
疆		kioŋ55
薑		kioŋ55
韁		kioŋ55
僵		kioŋ55
薑		kioŋ55
框		kʰʷaŋ55
筐		kʰʷaŋ55
羌		kioŋ55
眶		kʰʷaŋ55
鄉		hioŋ55
香		hioŋ55
鴦		joŋ55
央		joŋ55
殃		joŋ55
秧		joŋ55
王	國王	ʋɔŋ22
王	王天下	ʋɔŋ22
揚		joŋ22
詳		ʦʰioŋ22
洋		joŋ22
羊		joŋ22
陽		joŋ22
烊		joŋ22
徉		joŋ22
楊		joŋ22
瘍		joŋ22
肪		fɔŋ55
方		fɔŋ55
防		fɔŋ22
房		fɔŋ22
坊	街坊	fɔŋ55
坊	堤坊；防範、防止，通「防」	fɔŋ22
亡		mɔŋ22
望		mɔŋ22
芒	光芒	mɔŋ22
芒	芒果	mɔŋ55
妨		fɔŋ22
芳		fɔŋ55
強	強壯	kʰioŋ22
強	勉強	kʰioŋ13
狂		kʰɔŋ22
兩	兩個	lioŋ13
兩	十兩	lioŋ25
獎		ʦioŋ25
槳		ʦioŋ25
想		ɬioŋ25
想		sioŋ25
橡		ʦioŋ22
像		ʦioŋ22
象		ʦioŋ22
仗	仗義	ʦioŋ22
仗	打仗	ʦioŋ33
杖		ʦioŋ22
丈	文讀	ʦioŋ22
丈	白讀，用於親屬稱謂	ʦʰioŋ13
愴		ʦʰɔŋ33
爽		sɔŋ25
掌		ʦioŋ25
敞		ʦʰɔŋ25
廠		ʦʰɔŋ25
上	上課	sioŋ13
上	上面	sioŋ22
賞		sioŋ25
壤	土壤	ȵioŋ22
壤	土壤	joŋ22
逛		kʷaŋ22
繈		kʰioŋ22
獷		kɔŋ25
仰		joŋ13
嚮		hioŋ33
響		hioŋ25
饗		hioŋ25
枉		ʋɔŋ25
往		ʋɔŋ13
癢		joŋ13
養		joŋ13
放		fɔŋ33
惘		mɔŋ13
網		mɔŋ13
仿		fɔŋ25
紡		fɔŋ25
釀		nioŋ22
亮		lioŋ22
掠		liok2
諒		lioŋ22
醬		ʦioŋ33
匠		ʦioŋ33
帳		ʦioŋ33
脹		ʦioŋ33
悵		ʦʰioŋ33
暢		ʦʰioŋ33
壯		ʦɔŋ33
狀		ʦɔŋ22
唱		ʦʰioŋ33
向		hioŋ33
讓		ȵioŋ22
讓		joŋ22
況		kʰɔŋ33
旺		ʋɔŋ22
漾		joŋ22
妄		mɔŋ13
忘		mɔŋ22
訪		fɔŋ25
略		liok2
雀		ʦiok3
雀		ʦʰiok3
爵		ʦiok3
鵲		ʦiok3
嚼		ʦiok3
嚼	白讀	ʦiau22
嚼	白讀	ʦiɐu22
嚼	訓讀：咀嚼	ȵai33
削		ɬiok3
削		siok3
酌		ʦiok3
灼		ʦiok3
勺		ʦiok3
綽		ʦʰiok3
爍		siok3
溺	溺死	nɪk2
溺	便溺	niu22
箬		jok2
弱		niok2
腳		kiok3
卻		kʰiok3
瘧		niok2
虐		niok2
謔		niok2
躍		jok2
藥		jok2
鑰		jok2
獰		nɪŋ22
趟		tʰɔŋ33
瞠		ʦʰaŋ55
盯		tɪŋ55
澄		ʦʰɪŋ22
鎗		ʦʰioŋ55
崢		ʦɐŋ55
牲		sɐŋ55
笙		sɐŋ55
猩		ɬɪŋ55
猩		sɪŋ55
甥		saŋ55
生	生活	sɐŋ55
生	先生	saŋ55
羹		kɐŋ55
羹	匙羹	kɪŋ55
更	更改	kɐŋ55
更	三更半夜	kaŋ55
更	更加	kɐŋ33
埂		kɐŋ25
庚		kɐŋ55
京		kɪŋ55
驚	文讀	kɪŋ55
驚	白讀	kiɐŋ55
荊		kɪŋ55
坑		haŋ55
坑		hɐŋ55
卿		hɪŋ55
迎		jɪŋ22
亨		hɐŋ55
兄		hɪŋ55
衡		hɐŋ22
瑛		jɪŋ55
英		jɪŋ55
瑩		jɪŋ22
榮		ʋɪŋ22
榮		jʊŋ22
嶸		ʋɪŋ22
嶸		jʊŋ22
兵		pɪŋ55
棚		pʰaŋ22
榜		pɔŋ25
膨		pʰaŋ22
澎		pʰaŋ22
彭		pʰaŋ22
評		pʰɪŋ22
坪		pʰɪŋ22
盲		maŋ22
鳴		mɪŋ22
盟		mɐŋ22
明		mɪŋ22
擎		kʰɪŋ22
鯨		kʰɪŋ22
檸		nɪŋ22
打		ta25
打	量詞	ta55
省	反省；文讀：反省	ɬɪŋ25
省	反省；文讀：反省	sɪŋ25
省	白讀：反省	ɬiɐŋ25
省	白讀：反省	siɐŋ25
省	廣東省	saŋ25
哽		kɐŋ25
礦		kʰɔŋ33
梗		kɐŋ25
境		kɪŋ25
警		kɪŋ25
憬		kɪŋ25
景		kɪŋ25
杏		hɐŋ22
影		jɪŋ25
永		ʋɪŋ13
炳		pɪŋ25
秉		pɪŋ25
丙		pɪŋ25
猛		maŋ13
蜢		maŋ13
艋		maŋ13
皿		mɐŋ13
敬		kɪŋ33
鏡		kiɐŋ33
竟		kɪŋ25
慶		hɪŋ33
詠		ʋɪŋ13
泳		ʋɪŋ13
柄	文讀	pɪŋ33
柄	白讀	piɐŋ33
病		piɐŋ22
孟		mɐŋ13
命	文讀：生命	mɪŋ22
命	白讀：攞命	miɐŋ22
競		kɪŋ22
坼		ʦʰak3
宅		ʦak2
澤		ʦak2
澤		ʦɐk2
擇		ʦak2
擇		ʦɐk2
嘖		ʦak3
蚱		ʦa33
窄		ʦak3
骼		kak3
喀		kʰa55
客		hak3
隙		kʰɪk5
額		ŋak2
逆		ŋɪk2
赫		hak3
柏		pʰak3
伯	老伯	pak3
百		pak3
迫		pɪk5
迫	迫擊炮	pʰak3
帛		pak2
白		pak2
驀		mɐk2
陌		mɐk2
佰		pak3
珀		pʰak3
拍		pʰak3
劇		kʰiɐk2
劇		kʰiak2
丁		tɪŋ55
瞪		tɐŋ55
橙		ʦʰaŋ22
爭	文讀	ʦɐŋ55
爭	白讀	ʦaŋ55
猙		ʦɐŋ55
箏		ʦɐŋ55
耕	文讀	kɐŋ55
耕	白讀	kaŋ55
鏗		hɐŋ55
轟		hʊŋ55
閎		hʊŋ22
宏		hʊŋ22
莖		kɪŋ33
鶯		jɪŋ55
鸚		jɪŋ55
罌		aŋ55
櫻		jɪŋ55
拼		pʰɪŋ33
繃	繃帶	pɐŋ55
莊		ʦɔŋ55
萌		mɐŋ22
砰		pʰɪŋ55
耿		kɐŋ25
倖		hɐŋ22
幸		hɐŋ22
諍	文讀	ʦɐŋ55
諍	白讀	ʦaŋ55
硬		ŋaŋ22
硬	口語變調，用以加強語氣。	ŋaŋ25
迸		pɪŋ33
摘		ʦak3
摘		ʦak2
責		ʦak3
冊		ʦʰak3
策		ʦʰak3
隔		kak3
革		kak3
獲		ʋɔk2
核		hɐk2
核	果核	ʋɐk2
劃		ʋak2
厄		ak3
厄		ɐk5
麥		mɐk2
脈		mɐk2
精		ʦɪŋ55
菁		ʦʰɪŋ55
睛		ʦɪŋ55
蜻		ʦʰɪŋ55
晶		ʦɪŋ55
清		ʦʰɪŋ55
情		ʦʰɪŋ22
請		ʦʰɪŋ25
晴		ʦʰɪŋ22
正	正月	ʦɪŋ55
正	正午	ʦɪŋ33
怔		ʦɪŋ55
征		ʦɪŋ55
誠		sɪŋ22
成	文讀	sɪŋ22
成	白讀	siɐŋ22
城		sɪŋ22
盛	旺盛	sɪŋ22
盛	盛湯	sɪŋ22
聲	文讀	sɪŋ55
聲	白讀	siɐŋ55
頃		kʰɪŋ25
傾		kʰɪŋ55
輕	文讀	hɪŋ55
縈		jɪŋ22
嬰		jɪŋ55
營		jɪŋ22
盈		jɪŋ22
贏	文讀	jɪŋ22
贏	白讀	jaŋ22
屏	螢幕	pʰɪŋ22
屏	屏除；屏住呼吸	pɪŋ25
並	並且	pɪŋ33
並	並且	pɪŋ22
名	文讀	mɪŋ22
名	白讀	miɐŋ22
瓊		kʰɪŋ22
頸		kiɐŋ25
嶺	文讀	lɪŋ13
嶺	白讀	liɐŋ13
領	文讀	lɪŋ13
領	白讀	liɐŋ13
井		ʦiɐŋ25
睜		ʦɐŋ55
睜		ʦaŋ55
阱		ʦiɐŋ25
靖		ʦɪŋ22
靜		ʦɪŋ22
整		ʦɪŋ25
潁		ʋɪŋ22
穎		ʋɪŋ13
餅		piɐŋ25
併	合併	pɪŋ33
淨	文讀：淨化	ʦɪŋ22
淨	白讀：乾淨	ʦiɐŋ22
性		ɬɪŋ33
性		sɪŋ33
姓		ɬɪŋ33
姓		sɪŋ33
政		ʦɪŋ33
聖		sɪŋ33
勁	衝勁	kɪŋ33
勁	勁抽	kɪŋ22
摒		pɪŋ25
摒		pɪŋ33
聘		pʰɪŋ33
跡		ʦɪk5
蹟		ʦɪk5
脊		ʦiɐk3
瘠		ʦiɐk3
籍		ʦɪk2
惜		ɬɪk5
惜		sɪk5
昔		ɬɪk5
昔		sɪk5
汐		ʦɪk2
夕		ʦɪk2
蓆		ʦiɐk2
席		ʦɪk2
隻		ʦiɐk3
尺		ʦʰiɐk3
赤		ʦʰiɐk3
碩		siɐk2
石		siɐk2
釋		sɪk5
適		sɪk5
益		jɪk5
亦		jɪk2
疫		jɪk2
液		jɪk2
奕		jɪk2
驛		jɪk2
腋		jɪk2
繹		jɪk2
睪	睪丸	kou55
譯		jɪk2
蜴		jɪk2
役		jɪk2
璧		pɪk5
闢		pʰɪk5
