汉字	注释	音标
缠		dʐʰɛn2
战		tʂɛn5a
折		tsɛʔ7a
舌		ʂɛʔ8
扇		ʂɛn5a
善		ʂɛn6
设		ʂɛʔ7a
然		lɛn2
热		lɛʔ7a
件		dʑʰiɛn6
杰		dʑiɛʔ8
孽		ȵiɛʔ7a
蘖		ȵiɛʔ7a
建		tɕiɛn5a
健		dʑʰiɛn6
言		ȵiɛn2
献		ɕiɛn5a
歇		ɕiɛʔ7a
边		piɛn1a
扁		piɛn3
片		bʰiɛn5b
撇		bʰiɛʔ7b
辫		bʰiɛn6
面	~条	miɛn6
篾		miɛʔ7a
蔑	~视	miɛʔ7a
颠		tiɛn1a
天		dʰiɛn1b
田		dʰiɛn2
年		ȵiɛn2
电		dʰiɛn6
铁		dʰiɛʔ7b
捏		ȵiɛʔ7a
莲		liɛn2
炼		liɛn6
节		tɕiɛʔ7a
千		dʑʰiɛn1b
切		dʑʰiɛʔ7b
肩		tɕiɛn1a
牵		dʑʰiɛn1b
结		tɕiɛʔ7a
搬		pon1
半		pon5a
潘		bʰon1b
叛		bʰon6
泼		bʰoʔ7b
盘		bʰon2
伴		bʰon6
满		mon3
末		moʔ7a
端		tɔn1a
短		tɔn3
脱		dʰɔʔ7b
团		dʰɔn2
断		dʰɔn6
段		dʰɔn6
夺		dʰoʔ8
暖		lɔn3
乱		lɔn6
卵		lɔn3
捋		lɔʔ8
酸		sɔn1a
官		kuon1a
管		kuon3
灌		kuon5a
括		kuoʔ7a
宽		ɡʰuon1b
阔		ɡʰuoʔ7b
欢		fon1a
完		von2
换		von6
活		voʔ8
碗		von3
顽		ŋan2
幻		fon6
猾		vaʔ8
挖		vaʔ7a
闩		sɛn1a
关	姓	kuan1a
关	~门	kuan1a
惯		kuan5a
刮		kuaʔ7a
还	归~	van2
弯		an1a
劣		liɛʔ8
全		dʑʰiɛn2
绝		dʑʰiɛʔ8
雪		ɕiɛʔ7a
转	~身	tʂɛn3
传	宣~	dʐʰɛn2
穿		dʐʰɛn1b
船		ʂɛn2
说	小~	ʂɛʔ7a
软		ȵiɛn3
卷		kuɛn3
圈		ɡʰuɛn1b
拳		ɡʰuɛn2
园		vɛn2
反		fan3
发		faʔ7a
翻		fan1b
饭		fan6
罚		faʔ8
万		van6
袜		vaʔ7a
劝		ɡʰuɛn5b
元		ȵiɛn2
月		ȵiɛʔ8
冤		vɛn1a
远		vɛn3
决		kuɛʔ7a
缺		ɡʰuɛʔ5b
血		fiɛʔ7a
悬		fiɛn2
穴		fiɛʔ8
吞		dʰɛn1b
根		kɛn1a
痕		ɡʰɛn2
垦		ɡʰɛn3
恨		ɡʰɛn6
恩		ŋɛn1a
宾		pin1a
笔		piʔ7a
匹		bʰiʔ7b
贫		bʰin2
民		min2
敏		min3
密		miʔ7a
鳞		lin2
栗		liʔ7a
亲		dʑʰin1b
七		dʑʰiʔ7b
尽		dʑʰin6
新		ɕin1a
镇		tʂen5a
陈		dʐʰen2
真		tʂen1a
质		tʂʅ7a
神		ʂen2
实		ʂʅ8
身		ʂen1a
失		ʂʅ7a
肾		ʂen6
忍		ȵin3
认		ȵin6
日		ȵiʔ7a
一		iʔ7a
斤		tɕin1a
勤		dʑʰin2
近		dʑʰin6
劲		tɕin5a
乞		dʑʰiʔ7a
本		pen3
笨		bʰen6
门		men2
焖		men6
炖		ten5a
突		dʰuʔ8
嫩		len6
尊		tsen1a
卒		tsɿʔ7a
村		dzʰen1b
骨		kuʔ7a
滚		kun3
困		ɡʰun5b
昏		fen1a
忽		fuʔ7a
混		fen3
浑		fen2
温		ven1a
律		liʔ7a
遵		tsen1a
准		tʂen3
春		dʐʰen1b
出		dʐʰɿʔ7b
顺		ʂen6
菌	菇	dʑʰin6
闰		len6
橘		kuiʔ7a
允		vin3
分		fen1a
粉		fen3
粪		fen5a
佛		fuʔ8
蚊		ven2
问	文	ven6
问	白	men6
物		vuʔ7a
军		kuin1a
屈		dʑʰiuʔ7b
裙		ɡʰuin2
训		fin5a
晕		vin6
云		vin2
运		vin6
帮		pɔŋ1a
薄		bʰɔʔ8
忙		mɔŋ2
莫		mɔʔ8
膜		mɔʔ7b
幕		mɔʔ7b
寞		mɔʔ7b
党		tɔŋ3
汤		dʰɔŋ1b
堂		dʰɔŋ2
托		dʰɔʔ7b
荡		dʰɔŋ6
诺		lɔʔ7b
郎		lɔŋ2
落		lɔʔ8
作		tsɔʔ7a
仓		dzʰɔŋ1b
凿		dzʰɔʔ8
桑		sɔŋ1a
钢		kɔŋ1a
各		kɔʔ7a
糠		ɡʰɔŋ1b
行	银~	ɡʰɔŋ2
行	品~	ɕin2
行	~时	ɕin2
行	出~	ɕin2
恶		ŋɔʔ7a
娘		ȵiɔŋ2
凉		liɔŋ2
两	~个	liɔŋ3
两	斤~	liɔŋ3
浆		tɕiɔŋ1a
蒋		tɕiɔŋ3
酱		tɕiɔŋ5a
爵		tɕiɔʔ7a
枪		dʑʰiɔŋ1b
墙		dʑʰiɔŋ2
抢		dʑʰiɔŋ3
雀		tɕiɔʔ7a
匠		dʑʰiɔŋ6
削		ɕiɔʔ7a
象		ɕiɔŋ6
像		dʑʰiɔŋ6
张		tʂɔŋ1a
长	生~	tʂɔŋ3
帐		tʂɔŋ5a
着	穿~	tʂɔʔ7a
着	睡~	dʐʰɔʔ8
长	~短	dʐʰɔŋ2
丈		dʐʰɔŋ6
装		tsɔŋ1a
壮		tsɔŋ5a
疮		dzʰɔŋ1b
霜		sɔŋ1a
章		tʂɔŋ1a
掌		tʂɔŋ3
昌		dʐʰɔŋ1b
厂		dʐʰɔŋ3
唱		dʐʰɔŋ5b
瓤		lɔŋ2
让		lɔŋ6
弱		lɔʔ7b
虐		ȵiɔʔ7a
疟		ȵiɔʔ7a
伤		ʂɔŋ1a
常		ʂɔŋ2
上	~下	ʂɔŋ6
上	~山	ʂɔŋ6
上	~面	ʂɔŋ6
姜		tɕiɔŋ1a
强		dʑʰiɔŋ1b
香		ɕiɔŋ1a
响		ɕiɔŋ3
向		ɕiɔŋ5a
秧		iɔŋ1a
养		iɔŋ3
痒		iɔŋ3
约		iɔʔ7a
样		iɔŋ6
药		iɔʔ7a
跃		iɔʔ7a
广		kuɔŋ3
郭		kuoʔ7a
荒		fɔŋ1a
谎		fɔŋ3
黄	~色	vɔŋ2
黄	姓	fɔŋ2
光		kuɔŋ1a
方		fɔŋ1a
纺		fɔŋ3
放		fɔŋ5a
房		fɔŋ2
网		mɔŋ3
望		mɔŋ6
忘		mɔŋ6
筐		ɡʰuɔŋ1b
眶		ɡʰuɔŋ1b
王		vɔŋ2
往		vɔŋ3
绑		pɔŋ3
剥		pɔʔ7a
桩		tsɔŋ1a
桌		tsɔʔ7a
撞		dzʰɔŋ6
戳		dzʰɔʔ7b
浊		dzʰɔʔ8
捉		tsɔʔ7a
窗		dzʰɔŋ1b
双		sɔŋ1a
江		kɔŋ1a
港		kɔŋ3
角		kɔʔ7a
壳		ɡʰɔʔ7a
学		ɡʰɔʔ8
北		pɛʔ7a
墨		mɛʔ7a
灯		tɛn1a
等		tɛn3
得		tɛʔ7a
藤		dʰɛn2
邓		dʰɛn6
特		dʰɛʔ8
能		lɛn2
层		dzʰɛn2
贼		dzʰɛʔ8
肯		ɡʰɛn3
肯		/
刻		ɡʰɛʔ7b
黑		ɡʰɛʔ7a
冰		pin1a
逼		piʔ7a
力		liʔ7b
熄		ɕiʔ7a
直		dʐʰɿʔ8
色		sɛʔ7a
蒸		tʂen1a
拯		tʂen3
证		tʂen5a
织		tʂʅʔ7a
称		dʐʰen5b
绳		ʂen2
食		ʂʅʔ8
升		ʂen1a
识		ʂʅʔ7a
极		dʑʰiʔ8
兴	~旺	ɕin1a
兴	高~	ɕin1a
应	~当	in1a
应	~对	in5a
蝇		in2
国		kuɛʔ7a
域		viʔ8
百		paʔ7a
彭		bʰaŋ2
白		bʰaʔ8
猛		meŋ3
陌		mɔʔ7a
撑		dzʰaŋ1b
拆		dzʰaʔ7b
冷		laŋ3
澄	~清	dzʰɛn1b
生		saŋ1a
省	节~	saŋ3
格	~子	kaʔ7a
格	资~	kɛʔ7a
坑		ɡʰaŋ1b
客		ɡʰaʔ7b
孟		meŋ3
硬		ŋaŋ6
梗		kuaŋ3
额		ŋaʔ7a
吓		ɡʰaʔ7b
棚		bʰeŋ2
麦		maʔ7b
脉		mɛʔ7b
橙		dzʰaŋ2
摘		tsaʔ7a
争	文	tsɛn1a
争	白	tsaŋ1a
耿		kɛn3
隔		kaʔ7a
兵		pin1a
柄		piaŋ5a
平	文	bʰin2
平	白	bʰiaŋ2
病		bʰiaŋ6
明	文	min2
明	白	miaŋ2
命	文	min6
命	白	miaŋ6
镜		tɕiaŋ5a
迎		ȵin2
逆		ȵiʔ7a
影		in3
饼		piaŋ3
名	文	min2
名	白	miaŋ2
领		liaŋ3
岭		liaŋ3
精	文	tɕin1a
精	白	tɕiaŋ1a
井		tɕiaŋ3
脊		tɕiaʔ7a
清	文	dʑʰin1b
清	白	dʑʰiaŋ1b
请		dʑʰiaŋ3
情		dʑʰin2
晴		dʑʰiaŋ2
静		dʑʰin6
净		dʑʰin6
姓		ɕiaŋ5a
惜		ɕiʔ7a
惜		/
程		dʐʰen2
程		/
正	~月	tʂaŋ1a
正	~确	tʂen5a
正	舞~	tʂaŋ5a
只		tʂaʔ7a
尺		dʐʰaʔ7b
声	文	ʂen1a
声	白	ʂaŋ1a
成	~功	dʐʰen2
成	舞~	dʐʰen2
成	~三	dʐʰen2
石		ʂaʔ8
席	主~	ɕiʔ8
席	~子	dʑʰiaʔ8
颈		tɕiaŋ3
轻		dʑʰiaŋ1b
萦	绕也	iaŋ1a
赢		iaŋ2
壁		piaʔ7a
瓶		bʰin2
劈		bʰiaʔ7b
钉		tiaŋ1a
滴		tiʔ7b
听		dʰiaŋ1b
踢		dʰiʔ7b
停		dʰin2
挺		dʰin3
定		dʰiaŋ6
笛		dʰiʔ8
灵		lin2
铃		liaŋ2
零		lin2=/liaŋ2-
青	文	dʑʰin1b
青	白	dʑʰiaŋ1b
星		ɕiaŋ1a
醒		ɕiaŋ3
锡		ɕiaʔ7a
经		tɕin1a
形		ɕin2
矿		ɡʰuaŋ5b
横		vaŋ2
轰		fəŋ1a
兄		ɕiaŋ1a
荣		iəŋ2
永		vin3
倾		dʑʰin1b
琼		dʑʰiəŋ2
营		iəŋ2
役		iʔ8
篷		bʰəŋ2
蒙	~古	məŋ2
蒙	~住	məŋ1a
木		muʔ7b
沐		muʔ7b
东		təŋ1a
懂		təŋ3
冻		təŋ5a
通		dʰəŋ1b
桶		dʰəŋ3
痛		dʰəŋ5b
铜		dʰəŋ2
动		dʰəŋ6
洞		dʰəŋ6
独		dʰuʔ8
读		dʰuʔ8
笼	鸡~	ləŋ2
笼	蒸~	ləŋ2
聋		ləŋ1a
拢		ləŋ3
鹿		luʔ7b
禄		luʔ7b
碌		luʔ7b
陆		luʔ7b
棕		tsəŋ1a
粽		tsəŋ5a
葱		dzʰəŋ1b
送		səŋ5a
公		kəŋ1a
谷		kuʔ7a
空	~虚	ɡʰəŋ1b
红		fəŋ2
翁		vəŋ1a
蕹		ŋ̍5a
屋		vuʔ7a
冬		təŋ1a
毒		dʰuʔ8
农		ləŋ2
宗		tsəŋ1a
松	轻~	səŋ1a
风		fəŋ1a
福		fuʔ7a
冯		fəŋ2
凤		fəŋ6
服		fuʔ8
梦		məŋ6
目	眼也	muʔ7b
目	~录	muʔ7b
六		luʔ7a
肃		suʔ7a
中	~间	tʂəŋ1a
竹		tʂuʔ7a
虫		dʐʰəŋ2
众		tʂəŋ5a
粥		tʂuʔ7a
铳		dʐʰəŋ5b
叔		ʂuʔ7a
熟		ʂuʔ8
绒		ləŋ2
肉		ȵiuʔ7a
弓		kəŋ1a
菊		tɕiuʔ7a
穷		dʑʰiəŋ2
畜	~牧	ɕiuʔ7a
畜	~牲	dzʰuʔ7b
熊		ɕiəŋ2
育		iuʔ7a
封		fəŋ1a
缝	~衣	fəŋ2
缝	~隙	fəŋ6
浓		ləŋ2
龙		ləŋ2
绿		liuʔ7b
足		tɕiuʔ7a
从		dzʰəŋ2
松	~树	dʑʰiəŋ1b
俗		suʔ8
重	~量	dʐʰəŋ6
重	~复	dʐʰəŋ2
钟		tʂəŋ1a
肿		tʂəŋ3
烛		tʂuʔ7a
冲		dʐʰəŋ1b
舂	~米	tʂəŋ1a
触		dʐʰuʔ7b
赎		ʂuʔ8
褥		luʔ8
供	~应	kəŋ5a
供	~鸡	tɕiəŋ3
拱		kəŋ3
恐		ɡʰəŋ3
曲		dʑʰiuʔ7b
共	~产党	ɡʰəŋ6
共	~用	ɡʰəŋ6
局		dʑʰiuʔ7b
玉		viʔ8=/iuʔ7a-
狱		iʔ8
胸		ɕiəŋ1a
凶		ɕiəŋ1a
容		iəŋ2
用		iəŋ6
浴		iʔ8
嗅		ɕiəŋ5a
