来源	《安徽巢湖方言音韵研究》，“胖丁”整理修改		
l	[1]啰[2]箩萝罗螺锣骡挪娜哪{～吒}[3]裸[5]糯懦摞		
ts	[3]左佐[5]坐座做		
tsʰ	[1]搓磋初[2]矬昨[5]错措挫		
s	[1]梳蓑梭唆梳[3]锁所[5]潲{～雨}		
k	[1]哥锅歌戈过{饿～得着}[3]裹果[5]过个		
kʰ	[1]棵科窠颗蝌柯[3]可[5]课嗑{～瓜子}		
x	[1]呵{～卵泡：拍马屁}[2]河何荷和河禾[3]火伙[5]货祸贺和		
ŋ	[3]我[5]饿		
∅	[1]屙窝涡莴蜗阿{阿胶}[2]鹅俄蛾讹{～好多：差多少}[5]卧		
#a			
p	[1]巴芭疤把扒趴笆粑{粑粑：家常饼}[3]把靶㞎{㞎㞎：婴儿语，粪便}[5]霸把坝爸耙罢巴{巴巴（后字轻声）：故意}		
pʰ	[1]啪趴葩[2]耙爬扒琶[5]怕帕		
m	[1]蟆妈马[2]麻[3]马码蚂玛[5]骂		
t	[1]爹{背称父}[3]打[5]大		
tʰ	[1]他她它		
l	[1]啦拉[2]拿[3]哪喇[5]娜那{～么}		
s	[3]洒撒{～化肥}		
tʂ	[1]查渣揸拃{一～}[3]鲊{～肉}吒{哪～}[5]诈榨乍栅炸{～弹}□{水～一身}		
tʂʰ	[1]差叉碴蹅{下雨天，～一脚泥}[2]茶搽茬查[5]衩差岔杈		
ʂ	[1]沙纱砂痧鲨挱{分离，～西瓜}[3]傻[5]厦煞下{饭直～}		
k	[1]家[3]朒{婴儿语，肉}		
kʰ	[1]揢[3]卡□{～人，欺骗}[5]胯{～裆，裤裆}□{跨}		
x	[1]哈呵{～气}閕{閕缝，门～条缝}[5]下-		
ŋ	[1]丫{～头}[2]伢牙蚜[3]哑		
∅	[1]阿{阿爷：爸爸}		
#ia			
pʰ	[3]□{痞，你看这人真～}		
t	[3]嗲		
tɕ	[1]加佳嘉稼[3]假贾[5]借价嫁架驾		
tɕʰ	[1]拤{把腰～着}[3]卡{发～}		
ɕ	[1]虾[2]霞斜=[5]下=厦夏		
∅	[1]鸦呀[2]芽蚜崖涯衙[3]耶雅[5]亚轧		
#ua			
tʂ	[1]抓□{眉～着}[3]爪		
ʂ	[3]耍		
k	[1]瓜[3]寡剐{把肉～干净着}[5]挂卦褂		
kʰ	[1]夸[3]胯{大胯}侉垮[5]跨挎		
x	[1]花[2]华划[5]话化华画桦		
v	[1]哇蛙娲[2]娃[3]瓦搲{～水}[5]洼瓦{～匠}搲{伸手去拿：～不到}		
#ɪ			
p	[1]碑卑背悲杯[3]比{打～方}[5]臂避备倍焙篦被蓖背闭弊毙庇币辈贝		
pʰ	[1]胚[2]陪赔裴[5]佩配		
m	[2]媒煤莓眉霉枚玫[3]美每镁[5]昧妹魅媚寐		
f	[1]飞非菲妃[2]肥淝[3]翡匪诽[5]费废肺吠吠痱		
t	[1]堆[5]兑队碓{～窝子}		
tʰ	[1]推梯[3]腿[5]退蜕		
l	[1]□{骑车子～到树上了}[2]雷擂镭[3]累磊垒蕾[5]累泪类内		
tʂ	[1]蜘遮知{知了}[3]蔗{～糖}[5]柘{地名，巢湖柘皋}侧{身子～着}		
tʂʰ	[1]车□{桌子搞～得着}[3]扯		
ʂ	[1]奢赊[2]蛇佘[3]舍[5]舍晒社射		
ʐ	[3]惹		
ts	[2]宅[3]嘴咀{地名用字}[5]最醉罪		
tsʰ	[1]催崔摧炊{～子，水壶}[2]随-[5]脆翠萃粹淬		
s	[1]虽尿[2]隋髓遂[3]写筛[5]碎穗岁隧		
k	[3]给		
kʰ	[2]尅{～人，打人}		
#uɪ			
tʂ	[1]追锥椎[5]坠缀赘缒		
tʂʰ	[1]炊吹[2]拳锤垂捶槌		
ʂ	[3]水[5]睡瑞		
ʐ	[3]蕊[5]睿锐芮		
k	[1]闺规龟归[3]诡轨鬼[5]桂柜贵鳜		
kʰ	[1]盔亏窥[2]葵奎魁逵夔馗[5]愧溃馈匮跪		
x	[1]灰辉挥徽晖恢[2]茴回蛔[3]悔毁[5]汇会烩惠讳		
∅	[1]威煨[2]维微危围惟违为纬圩[3]伟韦委伪萎[5]为位喂味胃慰魏渭		
#yɪ			
tɕʰ	[2]茄瘸		
ɕ	[1]靴		
#ɛ			
p	[3]摆[5]拜败稗		
pʰ	[2]牌排[5]派		
m	[2]埋霾[3]买[5]卖迈		
f	[1]非□{叫疼声}		
t	[1]呆[3]逮歹[5]待怠戴代贷袋带大{～夫}汰{～衣服}呔{～!伙计啊}		
tʰ	[1]胎台{～州}[2]抬苔跆薹[5]太泰态钛汰		
l	[1]□{语气词}[2]来莱[3]奶乃□{～草}[5]赖濑籁癞睐耐奈		
ts	[1]灾栽哉[3]仔宰崽载[5]再在载		
tsʰ	[1]猜[2]财材裁财[3]彩采睬[5]菜蔡		
s	[1]塞腮鳃[5]赛		
tʂ	[1]蜘斋知{知了}[3]赭{地名，芜湖赭山}者[5]债寨		
tʂʰ	[1]差钗[2]柴豺		
ʂ	[1]筛		
k	[1]秸该街枷{连枷，脱粒用的农具}[3]改解-[5]锯介界戒盖钙丐溉芥庎{～栏，城里人谓之碗橱}		
kʰ	[1]开揩[3]凯铠楷[5]慨概		
x	[3]蟹海[5]害亥氦骇		
ŋ	[1]唉挨哀埃[2]捱呆□{这件事不是～的吗，即肯定的事}[3]矮霭[5]爱艾暧□{老在那～，即磨磨蹭蹭}		
#iɛ			
n	[1]奶{奶奶}[3]奶{牛奶}		
tɕ	[1]皆阶街=[5]界届诫械		
ɕ	[2]谐[5]懈		
∅	[1]椰[2]癌[3]也冶[5]碍		
#uɛ			
tʂ	[3]拽[5]拽		
tʂʰ	[1]揣[3]踩[5]踹		
ʂ	[1]衰摔[3]甩[5]帅率		
k	[1]乖[3]拐[5]怪挂{记挂}		
kʰ	[3]蒯[5]刽会快块筷侩		
x	[2]淮槐怀踝[3]□{左右摇晃得走，老鸭～蛋}[5]坏		
v	[1]歪[2]崴[5]外		
#ɔ			
p	[1]包胞苞褒[3]保堡宝饱[5]抱报暴鲍豹爆刨菢{～小鸡}		
pʰ	[1]剖泡抛□{～乎乎的，软的}[2]跑袍[5]泡炮		
m	[1]猫[2]矛茅毛髦[3]卯{暗含次序，不小心漏掉}[5]貌帽冒		
t	[1]刀[3]祷岛导倒到{找不～了}[5]到道倒盗稻		
tʰ	[1]韬[2]涛滔陶逃桃萄淘[3]讨[5]套		
l	[1]捞唠瑙[2]牢劳挠痨[3]脑瑙恼老佬姥{姥姥，姑姑}[5]涝闹淖{～泥，烂泥}□{甜食，肥肉太腻，～人}		
ʦ	[1]糟遭[3]早澡枣藻[5]灶皂		
ʦʰ	[1]操[2]槽曹漕[3]草[5]造燥糙		
s	[1]骚缫搔[3]扫嫂[5]□{快，搞～毫子}		
tʂ	[1]朝招昭钊[3]找爪[5]召罩赵兆照□{可以，行；个～，行不行}		
tʂʰ	[1]超抄钞焯[2]潮朝巢嘲[3]吵炒[5]钞{管你有钱有～}		
ʂ	[1]烧稍梢筲{～箕，淘米洗菜的用具}[2]韶{爱出风头}绍{介～}[3]少[5]少邵哨		
ʐ	[1]绕{～起来}[2]饶[3]扰绕{～线，缠～}[5]绕{～路}		
k	[1]茭{茭瓜}交教高糕皋膏羔跤[3]绞铰搞稿□{不见了，搞～得了}[5]较校{校对}叫{叫花子}窖觉告□{跟，同；～你讲}		
kʰ	[1]缲敲-[3]考烤拷[5]铐靠犒		
x	[1]蒿[2]号毫豪嚎壕濠蚝[3]好[5]号耗浩昊皓		
ŋ	[2]熬獒敖[3]袄咬[5]奥懊{～悔}傲澳		
∅	[2]儿[3]而尔耳饵惹[5]二		
#iɔ			
p	[1]标彪镖飙膘[3]表婊裱瀌[5]□{偷偷看到，我～到着}		
pʰ	[1]飘漂[2]瓢嫖[3]漂[5]票漂		
m	[1]喵[2]苗描[3]秒渺藐淼[5]庙妙廖缪		
t	[1]雕叼刁貂碉凋[3]屌鸟[5]掉钓调貂		
tʰ	[1]挑□{汤匙，～子}[2]调迢苕[3]挑{～明}[5]跳眺		
n	[2]燎疗聊撩僚潦镣[3]鸟袅[5]撂料		
tɕ	[1]浇椒骄焦郊娇胶蕉礁漅{巢湖}[3]狡搅剿缴饺[5]校{学～，～对}较轿嚼		
tɕʰ	[1]锹[2]桥侨瞧樵谯荞乔{拿～，自抬身价}[3]巧{价格便宜}[5]撬窍翘俏		
ɕ	[1]萧肖潇消宵硝销消嚣逍枵{薄或液体稀}[2]淆[3]小晓[5]酵笑孝效校笑哮啸		
∅	[1]腰邀妖腰要约{用称～}[2]摇瑶尧瑶谣窑姚尧遥夭[3]舀杳[5]要耀跃{大～进}		
#ɯ			
t	[1]兜都[3]陡抖[5]斗逗豆窦		
tʰ	[1]偷[2]头投[5]透		
n	[2]楼娄[2]髅镂[3]搂篓[5]漏陋		
ʦ	[1]绉诌[3]走[5]奏揍邹骤		
tsʰ	[2]愁[3]瞅[5]凑		
s	[1]嗖馊艘[3]搜叟[5]瘦嗽{咳～}		
tʂ	[1]周州洲舟[3]肘帚扭{～开瓶盖}[5]咒轴昼纣胄[0]昼{上～，上午}		
tʂʰ	[1]抽[2]仇筹稠酬绸畴惆踌[3]丑[5]臭		
ʂ	[1]收[3]手首守[5]兽受售寿授狩绶		
ʐ	[2]柔揉蹂[5]肉□{慢吞吞，太～了}		
k	[1]沟勾钩[3]狗苟枸[5]够购构垢		
kʰ	[1]抠眍{眼～进去了}[3]口[5]扣寇蔻		
x	[1]齁[2]侯喉猴[3]吼候{等待，～我一阵}[5]后厚		
ŋ	[1]欧殴鸥区[3]呕偶藕[5]怄{～气}		
#ʏ			
t	[1]丢		
n	[1]妞溜[2]牛硫留流刘浏瘤琉[3]柳纽钮[5]遛榴	n	[1]妞溜[2]硫柳留流刘浏瘤琉[3]柳纽钮[5]遛榴
tɕ	[1]灸揪纠[3]久酒九鸠韭[5]就救究臼舅旧疚究		
tɕʰ	[1]蚯秋邱丘阄{拈～子}□{烟熏人眼，～眼}[2]囚求球仇裘[3]□{抓着人不放}		
ɕ	[1]修休羞貅[2]学[3]朽[5]秀绣袖锈溴臭		
∅	[1]幽悠忧优[2]油由游邮尤犹[3]有友酉[5]又右幼佑诱柚鼬祐		
#æ̃			
p	[1]班斑颁扳癍[3]版阪板[5]办		
pʰ	[2]爿[5]瓣襻{衣服～子}		
m	[1]慢[2]蛮[5]曼		
f	[1]帆翻藩幡[2]矾凡烦繁樊[3]反返[5]饭犯范泛贩		
t	[1]丹单担[3]胆掸[5]但旦弹担淡诞蛋氮		
tʰ	[1]贪滩摊瘫坍[2]谈弹谭潭坛昙痰檀[3]坦毯[5]叹探炭碳		
l	[1]□{语气词，～！把东西拿下子}[2]蓝拦兰栏岚阑澜斓婪男难南楠腩[3]懒揽览缆榄[5]烂滥难		
ʦ	[1]簪[2]㜺{好看}[3]攒[5]赞蘸		
tsʰ	[1]参餐[2]残蚕惭馋[3]惨[5]灿璨粲		
s	[1]三叁[3]伞散馓[5]散		
tʂ	[1]□{切，～菜，～肉}[3]斩盏崭辗[5]暂站湛栈绽		
tʂʰ	[1]搀掺[2]蝉禅婵潺蟾[3]产铲[5]忏		
ʂ	[1]山删衫珊杉		
k	[1]监间-柑[3]减-拣敢感橄[5]赣		
kʰ	[1]鹐堪勘刊铅{铅角子，硬币}[3]砍坎槛侃[5]看阚瞰		
x	[1]憨酣鼾[2]咸闲衔含函涵邯[3]喊[5]苋翰焊旱悍捍憾撼限{～定}		
ŋ	[1]淹鹌[3]眼[5]暗黯晏雁{雁鹅：一种鹅}		
#iæ̃			
l	[3]两		
tɕ	[1]间=奸艰监[3]减=碱简茧柬[5]谏涧鉴舰		
tɕʰ	[1]铅		
ɕ	[2]娴衔咸闲[5]陷		
∅	[2]颜严[3]眼[5]雁{大雁}		
#uæ̃			
tʂ	[5]赚撰		
ʂ	[1]栓闩拴[5]涮		
k	[1]关鳏[5]惯贯掼		
kʰ	[1]圈{绕个～子}□{固执，不听劝}[2]环鬈{卷发，～毛}蜷{腿～着，～鸡}		
x	[2]还鬟[5]患幻		
v	[1]湾弯[2]顽[3]晚挽[5]万		
#ẽ			
tʂ	[1]毡沾粘詹[3]展{～昭}[5]占战{颤抖；心直～，炮竹把窗子炸直～}		
tʂʰ	[2]缠禅{褒禅山}[3]逞{逞能}		
ʂ	[1]扇煽[3]闪陕[5]善扇鳝膳鳝蟮		
ʐ	[2]然燃[3]软染阮冉苒		
#iɪ̃			
p	[1]边鞭编[3]贬扁匾[5]变便辩辨辫汴		
pʰ	[1]偏篇翩[3]□{屁眼}[5]片骗		
m	[2]棉绵眠[3]免勉缅冕[5]面		
t	[1]颠癫巅滇掂踮[3]点典碘[5]殿店电奠甸垫惦淀		
tʰ	[1]天添[2]田填甜[3]舔腆		
n	[1]拈捡[2]年粘黏连怜莲帘廉联涟镰[3]撵碾捻脸敛[5]念廿恋练炼链		
tɕ	[1]兼坚肩煎尖搛[3]践捡检俭剪茧戬[5]见建贱件渐剑荐箭健键		
tɕʰ	[1]千迁牵谦铅签阡扦[2]前钱乾潜虔钳[3]遣浅谴缱[5]欠纤歉倩		
ɕ	[1]掀先{～生}[2]嫌[3]显险[5]县献现羡线腺		
k	[1]干甘肝竿[3]赶杆秆擀[5]干		
kʰ	[1]看刊[3]侃[5]看		
x	[2]寒韩含[3]喊罕[5]汉翰焊旱悍捍		
ŋ	[1]安庵鞍[5]按岸案		
∅	[1]烟焉腌阉胭嫣[2]言延严岩檐炎盐沿[3]掩淹衍[5]燕厌宴验艳焰研焱苑鹦{鹦鹉}		
#yɪ̃			
tɕ	[1]娟捐绢鹃涓[3]卷[5]卷倦眷毽		
tɕʰ	[2]全权泉拳荃痊[3]犬[5]劝		
ɕ	[1]宣轩喧萱暄先仙鲜籼{～稻}[2]悬玄旋璇漩[3]癣选[5]旋眩炫		
∅	[1]渊鸢鸳冤[2]阎元原员缘园圆源袁猿媛援[3]远[5]愿怨院		
#ɵ̃			
p	[1]搬般{一～大}[5]半伴拌		
pʰ	[1]潘[2]盘蟠磐[5]判畔叛绊		
m	[1]满[2]馒瞒[5]漫		
tʂ	[1]专砖颛[3]转[5]传转撰篆		
tʂʰ	[1]穿川[2]船传椽[3]喘[5]穿钏		
ʐ	[3]软		
k	[1]官观棺冠{鸡～子}[3]管馆[5]冠灌罐		
kʰ	[1]宽[3]款		
x	[1]欢[2]桓横[3]缓[5]换焕唤浣涣宦		
∅	[1]豌蜿[2]完丸烷纨玩{古～}[3]宛碗挽婉惋[5]腕		
#ɯ̃			
t	[1]端[3]短断{拦截，把路～着}[5]断段锻缎		
tʰ	[1]湍[2]团		
l	[2]峦銮鸾孪[3]卵暖[5]乱		
ʦ	[1]钻[3]纂[5]钻攥		
ʦʰ	[1]窜蹿[5]窜篡		
s	[1]酸[5]算蒜		
#ən			
p	[1]崩奔[3]本[5]笨迸		
pʰ	[1]烹喷怦[2]盆朋		
m	[2]门们盟[3]猛[5]闷母{老母鸡，老母猪}		
f	[1]分纷芬[2]坟焚[3]粉[5]奋愤粪份分		
t	[1]登灯蹬蹲吨墩[3]等[5]邓凳瞪顿遁盾钝炖		
tʰ	[1]吞[2]疼腾藤滕誊屯臀囤豚[5]褪{后退，往后～；去除，把衣服～的}		
l	[1]□{随便应付}抡[2]棱能伦轮仑沦[3]冷[5]愣嫩论		
ʦ	[1]僧曾增尊遵樽鳟争睁筝[3]怎[5]赠挣		
ʦʰ	[1]参村皴撑[2]岑曾层存[3]碜{食物中夹杂砂石，～牙}[5]蹭寸衬		
s	[1]孙狲森生笙牲甥参[3]省损笋榫[5]渗		
tʂ	[1]诊真珍针贞斟甄侦砧征蒸[3]枕缜稹整拯{包拯}[5]镇阵振震圳赈正证政郑症		
tʂʰ	[1]伸郴称[2]臣陈尘宸成城乘诚承盛程丞橙[3]惩拯{拯救}[5]称趁称秤		
ʂ	[1]身深申绅声升[2]辰晨神什绳[3]沈审婶[5]甚肾蜃圣胜盛剩		
ʐ	[1]扔[2]人任仁仍[3]忍[5]任认刃闰润		
k	[1]跟根更耕庚羹今{今年}[3]耿梗[5]亘更		
kʰ	[1]坑吭[3]肯恳垦啃[5]掯{低着头，头～着}		
x	[1]哼亨[2]痕恒衡蘅[3]很狠哄[5]恨		
ŋ	[1]恩樱[2]嚚{脸皮厚，做事过分，一般教训孩子}[5]硬		
#əŋ			
p	[1]绷[5]蹦		
pʰ	[1]抨[2]蓬朋彭鹏棚篷澎膨[3]捧[5]碰		
m	[1]闷蒙[2]蒙盟萌朦檬谋[3]蒙亩牡母某谋[5]梦孟茂贸		
f	[1]风丰封峰蜂锋枫疯[2]冯逢缝[3]否[5]凤奉缝		
t	[1]东冬[3]董懂[5]动洞冻栋		
tʰ	[1]通[2]同铜童桐仝潼[3]统桶筒酮□{搬迁，这家店～到其他地方了}[5]痛		
l	[2]龙笼隆聋胧侬浓侬脓[3]陇垄拢[5]弄		
tʂ	[1]中终忠钟衷盅[3]种肿[5]中种重众仲		
tʂʰ	[1]充冲[2]重虫[3]宠[5]冲		
ʐ	[2]绒戎茸		
ʦ	[1]宗踪综鬃棕[3]总[5]纵粽		
ʦʰ	[1]聪葱匆[2]从丛崇重		
s	[1]松嵩[2]怂[3]耸悚[5]送宋诵颂讼		
k	[1]公功宫攻工恭弓龚蚣[3]拱巩贡[5]共贡供		
kʰ	[1]空[3]孔恐[5]空控		
x	[1]轰烘[2]红弘洪鸿宏泓[3]哄[5]讧		
#in			
p	[1]斌彬宾滨缤濒兵冰槟[3]饼禀丙秉炳柄[5]鬓殡病并		
pʰ	[1]拼乒娉[2]贫频颦嫔平凭瓶萍苹评坪[3]品[5]聘		
m	[2]民明名鸣冥铭茗[3]敏闵闽[5]命		
t	[1]丁钉叮[3]鼎顶[5]定订腚		
tʰ	[1]听厅[2]亭庭廷停婷霆蜓[3]挺艇		
n	[1]拎[2]您宁凝柠林临邻麟鳞磷霖琳淋陵灵凌零菱龄玲铃聆[3]拧凛领岭[5]赁吝蔺令另		
tɕ	[1]今金斤津巾筋经精惊京荆旌睛茎晶鲸肫{鸡～皮}[3]锦紧仅瑾谨景井警颈[5]尽进近晋禁浸劲敬静境镜竞靖		
tɕʰ	[1]亲侵钦[2]秦琴勤禽擒芹寻{～死,～钱}[3]寝[5]沁仅{仅有}		
ɕ	[1]心新辛欣薪馨莘锌馅芯兴星腥猩惺[2]行形邢刑型[3]省醒擤{～鼻子}[5]信姓性兴幸杏		
∅	[1]音阴因殷姻茵应英莺婴鹰缨瑛[2]银吟淫寅迎营盈莹萤荧萦赢楹蝇[3]引隐饮荫瘾蚓影颍郢颖[5]饮印应映抑		
#iəŋ			
tɕʰ	[2]穷穹		
ɕ	[1]兄凶胸[2]熊雄		
n	[2]牛		
∅	[1]庸[2]荣容蓉融[3]雍勇涌拥[5]用		
#uən			
tʂ	[1]谆[3]准		
tʂʰ	[1]春椿[2]鹑[3]蠢		
ʂ	[2]纯唇淳醇[3]吮[5]顺舜瞬		
k	[3]滚衮[5]棍		
kʰ	[1]坤昆鲲[3]捆[5]困睏		
x	[1]昏婚荤[2]横魂浑混馄[5]混		
v	[1]温瘟翁嗡[2]文闻雯纹蚊[3]稳吻刎紊炆{～糖}[5]问汶瓮		
#yn			
ʨ	[1]肫军君均钧[3]炯炅窘[5]俊骏郡峻竣菌		
tɕʰ	[2]群裙琼唇[3]倾顷		
ɕ	[1]熏勋薰曛[2]巡循旬荀询[5]训逊讯驯殉汛		
∅	[1]晕氲[2]云芸匀耘[3]允陨殒永泳咏[5]运韵蕴孕酝熨润{～凉的，很舒服的凉}		
#ɒ̃			
p	[1]帮邦梆[3]绑榜膀[5]傍棒蚌磅		
pʰ	[1]滂乓[2]旁螃庞彷[5]胖		
m	[2]忙芒茫盲邙[3]莽蟒		
f	[1]方芳[2]房防妨[3]访仿纺[5]放		
t	[1]当铛裆[3]党挡[5]当荡砀		
tʰ	[1]汤趟[2]堂糖唐棠塘螳[3]倘躺淌[5]趟烫		
l	[2]狼郎廊琅囊[3]□{左右摇晃的用水冲洗，～碗}朗□{恶～：恶心}[5]浪阆㫰{晾晒，～衣服}		
ʦ	[1]脏赃[5]藏葬奘		
ʦʰ	[1]昌苍沧仓舱[2]藏[5]□{摩擦，～到墙了}		
s	[1]桑[3]嗓搡[5]丧□{厉害，你真～}		
tʂ	[1]张章璋漳蟑獐樟[3]长掌涨[5]丈杖帐障胀		
tʂʰ	[1]娼猖[2]长常尝嫦肠偿[3]场敞氅[5]唱怅畅倡		
ʂ	[1]伤商[3]赏晌[5]上尚		
ʐ	[2]瓤[3]酿壤攘[5]让		
k	[1]刚缸纲钢冈豇[3]港岗埂{田～}[5]杠虹{出～}行{～家，～路，步～}		
kʰ	[1]康糠[2]扛[3]慷[5]抗炕亢伉		
x	[1]夯[2]行杭航[5]项巷		
ŋ	[1]肮[2]昂[5]盎		
#iɒ̃			
n	[2]娘梁良量凉粮粱[3]仰魉[5]量亮辆谅		
tɕ	[1]江将姜僵疆缰[3]讲蒋奖桨[5]犟降酱匠		
tɕʰ	[1]枪羌腔[2]墙强蔷祥详降翔[3]抢强		
ɕ	[1]相香乡湘箱镶襄[3]想响享饷[5]相向像象橡		
∅	[1]鸯央秧鞅[2]阳杨扬洋羊[3]养氧痒[5]样漾		
#uɒ̃			
tʂ	[1]装庄妆桩[3]奘{粗大}[5]状壮		
tʂʰ	[1]窗疮[2]床□{上下摇晃}[3]闯[5]创		
ʂ	[1]双霜[3]爽		
k	[1]光[3]广[5]逛		
kʰ	[1]框匡筐诓[2]狂诳[5]况旷矿眶		
x	[1]慌荒[2]黄皇煌惶璜磺凰蝗[3]谎愰[5]晃		
v	[1]汪[2]亡王[3]往枉网惘[5]望忘妄旺		
#æʔ			
p	[7]八[8]拔		
f	[7]法乏发伐[8]罚筏阀		
t	[7]答搭沓达		
tʰ	[7]塔踏		
l	[7]蜡腊捺辣		
ʦ	[8]杂		
s	[7]撒萨靸{拖鞋或穿鞋的一种方式}		
tʂ	[7]扎眨札[8]闸炸铡		
tʂʰ	[7]插察		
ʂ	[7]杀煞		
k	[7]夹		
kʰ	[7]掐		
x	[7]瞎辖		
ŋ	[7]鸭押压		
#iæʔ			
tɕ	[7]甲		
tɕʰ	[7]恰		
ɕ	[7]狭匣侠挟		
∅	[7]押压		
#uæʔ			
ʂ	[7]刷		
k	[7]刮括		
x	[7]猾划[8]滑		
v	[7]挖袜		
#eʔ			
m	[7]抹{抹布}沫{吐沫子}末{末后}		
ʦ	[7]窄择责则[8]摘		
ʦʰ	[7]泽拆策侧测册		
s	[7]色		
tʂ	[7]折哲蛰折浙辙		
tʂʰ	[7]撤彻澈斥		
ʂ	[7]摄涉设释折饰{装饰}[8]舌		
ʐ	[7]热		
ŋ	[7]额扼		
#iɪʔ			
p	[7]鳖憋[8]别		
pʰ	[7]撇		
m	[7]灭蔑		
t	[7]跌[8]叠碟牒		
tʰ	[7]贴帖蝶铁		
n	[7]聂镊蹑猎列烈裂捏孽		
tɕ	[7]接捷劫节截揭结洁		
tɕʰ	[7]妾切		
ɕ	[7]歇泄		
k	[7]葛鸽合格革隔		
kʰ	[7]磕渴客		
x	[7]合喝吓核[8]盒		
∅	[7]业噎叶页		
#yɪʔ			
tɕ	[7]决诀厥掘绝[8]绝		
tɕʰ	[7]缺怯		
