婆	pʰo2	pʰo2	pʰu2	pʰu2	pʰo2			
锁	so3	so3	su3	su3	so3			
课	kʰo5	kʰo5	kʰo5	kʰo5	kʰo5			
座	ʦɔ5	ʦɔ5	ʦu5	ʦu5	ʦo5			
和	xo2	xo2	xo2	xo2	xo2			
靴	ɕye1	ɕye1	ɕy1	ɕy1	ɕye1			
怕	pʰa1	pʰa1	pʰᴀ1	pʰᴀ1	pʰɑ1			
假	tɕia1	tɕia1	tɕiᴀ1	tɕiᴀ1	tɕiɑ1			
鸦	ia1	ia1	iᴀ1	iᴀ1	iɑ1			
姐	ʦʰie7	ʦʰie7	ʦʰi7	ʦʰi7	ʨie2			
写	sie3	sie3	si3	si3	sie3			
车	tʂʰei1	tʂʰei1	tʂʰei1	tʂʰei1	tsʰei1			
夜	ie5	ie5	i5	i5	ie5			
步	pu5	pu5	pu5	pu5	pu5			
醋	ʦʰu5	ʦʰu5	ʦʰu5	ʦʰu5	ʦʰu5			
去	ʨʰi5	ʨʰi5	ʨʰi5	ʨʰi5	ʨʰi5			
趣	ʦʰy5	ʦʰy5	ʦʰy5	ʦʰy5	ʨʰy5			
主	tʂu2	tʂu2	tʂu2	tʂu2	tʂu2			
堆	tei1	tei1	tei1	tei1	tuei1			
腿	tʰei2	tʰei2	tʰei2	tʰei2	tʰuei2			
兑	tei5	tei5	tei5	tei5	tuei5			
端	tan1	tan1	tæn1	tæn1	tuæn1			
短	tan3	tan3	tæn3	tæn3	tuæn3			
乱	lan5	lan5	læn5	læn5	luæn5			
孙	sən1	sən1	sen1	sen1	suən1			
寸	ʦʰən5	ʦʰən5	ʦʰen5	ʦʰen5	ʦʰuən5			
轮	lən2	lən2	len2	len2	luən2			
搭	ta7	ta7	tᴀ7	tᴀ7	tɑ2			
拉	la1	la1	lᴀ1	lᴀ1	lɑ1			
杂	tsa7	tsa7	tsᴀ7	tsᴀ7	tsɑ2			
榻	tʰa7	tʰa7	tʰᴀ7	tʰᴀ7	tʰɑ2			
腊	la1	la1	lᴀ1	lᴀ1	lɑ1			
眨	tsa7	tsa7	tsᴀ7	tsᴀ7	tsɑ2			
涉	ʂa7	ʂa7	ʂᴀ7	ʂᴀ7	ʂɑ2			
辣	la1	la1	lᴀ1	lᴀ1	lɑ1			
擦	tsʰa7	tsʰa7	tsʰᴀ7	tsʰᴀ7	tsʰɑ2			
杀	ʂa7	ʂa7	ʂᴀ7	ʂᴀ7	ʂɑ2			
鸽	xo7	xo7	xo7	xo7	xo2			
盒	xo7	xo7	xo7	xo7	xo2			
割	kʰo7	kʰo7	kʰo7	kʰo7	ko2			
渴	kʰo7	kʰo7	kʰo7	kʰo7	kʰo2			
喝	xɔ7	xɔ7	xo7	xo7	xo2			
各	ko7	ko7	ko7	ko7	ko2			
鹤	xɔ7	xɔ7	xo7	xo7	xo2			
恶	ŋo7	ŋo7	ŋo7	ŋo7	ŋo2			
阅	ya7	ya7	yᴀ7	yᴀ7	ye2			
诀	tɕya7	tɕya7	tɕyᴀ7	tɕyᴀ7	tɕyɑ2			
缺	ʨʰya7	ʨʰya7	ʨʰyᴀ7	ʨʰyᴀ7	ʨʰye2			
雀	tɕʰio7	tɕʰio7	tɕʰio7	tɕʰio7	tɕʰio2			
鹊	tɕʰio7	tɕʰio7	tɕʰio7	tɕʰio7	tɕʰio2			
嚼	ʦio7	ʦio7	ʦio7	ʦio7	ʦio2			
削	sia7	sia7	siᴀ7	siᴀ7	ɕiɑ2			
脚	tɕio7	tɕio7	tɕio7	tɕio7	tɕio2			
约	io7	io7	io7	io7	io2			
钥	io7	io7	io7	io7	io2			
觉	tɕio7	tɕio7	tɕio7	tɕio7	tɕio2			
确	tɕʰio7	tɕʰio7	tɕʰio7	tɕʰio7	tɕʰio2			
乐	io7	io7	io7	io7	io2			
握	o7	o7	o7	o7	o2			
涩	sa7	sa7	sᴀ7	sᴀ7	sɑ2			
虱	ʂa7	ʂa7	ʂᴀ7	ʂᴀ7	ʂɑ2			
侧	tsʰa7	tsʰa7	tsʰᴀ7	tsʰᴀ7	tsʰɑ2			
色	sa7	sa7	sᴀ7	sᴀ7	sɑ2			
窄	tsʰa7	tsʰa7	tsʰᴀ7	tsʰᴀ7	tsʰɑ2			
册	tsʰa7	tsʰa7	tsʰᴀ7	tsʰᴀ7	tsʰɑ2			
急	ʨie7	ʨie7	ɕi7	ɕi7	ʨie2			
揖	i1	i1	i1	i1	i1			
密	mie7	mie7	mi7	mi7	mie7			
七	ʦʰie7	ʦʰie7	ʦʰi7	ʦʰi7	tɕʰie2			
吉	tɕie7	tɕie7	tɕie7	tɕie7	tɕie2			
乞	tɕʰie7	tɕʰie7	tɕʰie7	tɕʰie7	tɕʰie2			
逼	pie7	pie7	pi7	pi7	pie2			
熄	sie7	sie7	si7	si7	ɕie2			
极	tɕie7	tɕie7	tɕi7	tɕi7	tɕi2			
抑	ȵie7	ȵie7	ȵi7	ȵi7	ȵie2			
剧	tɕy5	tɕy5	tɕy5	tɕy5	tɕy5			
璧	pie7	pie7	pi7	pi7	pie2			
积	tɕie7	tɕie7	tɕi7	tɕi7	tɕi2			
席	sie7	sie7	si7	si7	ɕie2			
惜	sie7	sie7	si7	si7	ɕie2			
壁	pie7	pie7	pi7	pi7	pie2			
滴	tie7	tie7	ti7	ti7	tie2			
历	lie7	lie7	li7	li7	lie2			
戚	tɕi7	tɕi7	tɕi7	tɕi7	tɕi2			
湿	ʂe7	ʂe7	ʂei7	ʂei7	ʂɿ2			
秩	tsʰe7	tsʰe7	tsʰei7	tsʰei7	tsʰɿ2			
失	ʂe7	ʂe7	ʂei7	ʂei7	ʂɿ2			
直	tʂe7	tʂe7	tʂei7	tʂei7	tʂɿ2			
织	tʂe7	tʂe7	tʂei7	tʂei7	tʂɿ2			
识	ʂe7	ʂe7	ʂei7	ʂei7	ʂɿ2			
植	tʂe7	tʂe7	tʂei7	tʂei7	tʂɿ2			
尺	tʂʰe7	tʂʰe7	tʂʰei7	tʂʰei7	tʂʰɿ2			
射	ʂe7	ʂe7	ʂei7	ʂei7	ʂɿ2			
顿	tən5	tən5	ten5	ten5	tən5			
褪	tʰei5	tʰei5	tʰei5	tʰei5	tʰuei5			
论	lən5	lən5	len5	len5	luən2			
村	ʦʰən1	ʦʰən1	ʦʰen1	ʦʰen1	ʦʰən1			
蹲	tən1	tən1	ten1	ten1	tən1			
轮	lən2	lən2	len2	len2	luən2			
遵	tsən1	tsən1	tsen1	tsen1	tsən1			
荀	ɕyn2	ɕyn2	ɕyn2	ɕyn2	ɕyn2			
巡	ɕyn2	ɕyn2	ɕyn2	ɕyn2	ɕyn2			
突	tʰo7	tʰo7	tʰo7	tʰo7	tʰo2			
猝	tsʰo7	tsʰo7	tsʰo7	tsʰo7	tsʰo2			
术	ʂu5	ʂu5	ʂu5	ʂu5	ʂu5			
出	tsʰo7	tsʰo7	tsʰo7	tsʰo7	tsʰo2			
戌	ɕio7	ɕio7	ɕio7	ɕio7	ɕy2			
橘	tɕio7	tɕio7	tɕio7	tɕio7	tɕy2			
倔	tɕʰio7	tɕʰio7	tɕʰio7	tɕʰio7	tɕʰio2			
墨	ma7	ma7	mᴀ7	mᴀ7	me2			
德	ta7	ta7	tᴀ7	tᴀ7	te2			
特	tʰe7	tʰe7	tʰᴀ7	tʰᴀ7	tʰe2			
勒	la7	la7	lᴀ7	lᴀ7	le2			
贼	ʦa7	ʦa7	ʦᴀ7	ʦᴀ7	ʦe2/ʦuei2			
塞	sa7	sa7	sᴀ7	sᴀ7	se2			
拆	tʂʰa7	tʂʰa7	tʂʰᴀ7	tʂʰᴀ7	tʂʰei2			
择	tʂʰ	tʂʰ	tʂʰᴀ7	tʂʰᴀ7	tʂʰei2			
窄	tsʰa7	tsʰa7	tsʰᴀ7	tsʰᴀ7	tsʰɛ2			
格	ka7	ka7	kᴀ7	kᴀ7	kɛ2			
客	kʰa7	kʰa7	kʰᴀ7	kʰᴀ7	kʰɛ2			
吓	ɕia7	ɕia7	ɕiᴀ7	ɕiᴀ7	ɕiɑ2			
革	ke7	ke7	kᴀ7	kᴀ7	ke7			
核	kʰa7/kʰe7	kʰa7/kʰe7	kʰᴀ7	kʰᴀ7	kʰe7			
肃	ɕio7	ɕio7	ɕio7	ɕio7	ɕio2/su2			
菊	tɕio7	tɕio7	tɕio7	tɕio7	tɕy2			
蓄	ɕio7/ɕy7	ɕio7/ɕy7	ɕio7	ɕio7	ɕy2			
促	tsʰo7	tsʰo7	tsʰo7	tsʰo7	tsʰu2			
续	ɕio7	ɕio7	ɕio7	ɕio7	ɕy2			
局	tɕio7	tɕio7	tɕio7	tɕio7	tɕy2			
欲	io7	io7	io7	io7	io2			
瀑	pʰo7	pʰo7	pʰo7	pʰo7	pʰu2			
木	mo7	mo7	mo7	mo7	mu2			
秃	tʰo7	tʰo7	tʰo7	tʰo7	tʰu2			
独	to7	to7	to7	to7	tu2			
鹿	lo7	lo7	lo7	lo7	lu2			
毒	to7	to7	to7	to7	tu2			
福	fo7	fo7	fo7	fo7	fu2			
目	mo7	mo7	mo7	mo7	mu2			
六	lo7	lo7	lo7	lo7	liəu2			
竹	tʂo7	tʂo7	tʂo7	tʂo7	tʂu2			
熟	ʂo7	ʂo7	ʂo7	ʂo7	ʂu2			
肉	ʐəu5	ʐəu5	ʐəu5	ʐəu5	zəu5			
绿	lo7	lo7	lo7	lo7	lu2			
烛	tʂo7	tʂo7	tʂo7	tʂo7	tʂu2			
赎	ʂio7	ʂio7	ʂio7	ʂio7	ʂu2			
褥	zo7	zo7	zo7	zo7	zu2			
