fa12划{~分}
hɛu22厚{~薄}
hɛu44猴{~子}候{时~}
i212医{~生}衣{~裳}
i22易{容~}毅{~力}
i31蚁{蚂~}椅{~子}姨{~娘}已{~经}
i35意{~思}
i44仪{~式}移{~动}
i45一{~只}忆{记~}益{利~}
ia22夜{半~}
ia31惹{~祸}野{~菜}
ia44爷{~娘}
iaŋ31影{~子}
iaŋ35映{~壁上}
iaŋ44赢{输~}
in212音{声~}因{原~}殷{姓~}鹰{老~}樱{~桃}英{~雄}
in31饮{~汤}引{~导}隐{~脑}颖{麦~}
in35荫{里~}印{手~}应{~该}
in44寅{~时}蝇{~子}迎{~接}营{~长}
ioŋ44杨{~树}
iu44育{体~}
iu45辱{侮~}
iɔ45约{大~}药{中~}
iɔŋ212秧{~苗}
iɔŋ22样{~子}
iɔŋ31养{~大}
iəŋ212雍{~正}拥{~护}
iəŋ22用{~途}
iəŋ31永{~远}泳{游~}勇{~敢}
iəŋ35壅{~肥}
iəŋ44荣{光~}绒{~毛}融{~合}茸{鹿~}容{~易}
iɛ45叶{~子}
iɛn212腌{~肉}烟{~雾}
iɛn22艳{鲜~}
iɛn31掩{门~着}演{~戏}
iɛn35厌{吃~}堰{~边}燕{~子}
iɛn44盐{油~}阎{~王}延{~长}
iɛu212要{~求}优{~秀}
iɛu22又{~是}釉{上~}
iɛu31舀{~水}有{~钱}酉{~时}
iɛu35要{重~}耀{~眼}幼{~稚}
iɛu44窑{砖瓦~}邮{~票}油{~菜}
ka212家{一~人}
ka35架{~子}
ka44夹{~子}
ka45甲{~子}
kai212该{应~}阶{~级}街{上~}
kai31改{~正}解{~开}解{~缙}
kai35盖{~子}戒{~烟}械{机~}
kan212尴{~尬}监{~视}间{中~}奸{汉~}涧{山~}
kan22俭{勤~}
kan31坎{心~}减{加~}简{~单}
kan35间{~断}
kau212高{~低}交{~给}
kau31稿{草~}考{~试}搅{~动}
kau35告{~状}铰{~链}教{~书}
ko212哥{~~}
ko35个{~人}
ko45鸽{~子}割{~禾}
ku212姑{~娘}
ku31鼓{锣~}
ku35故{~事}
ku45谷{稻~}
kua212瓜{西~}
kua31寡{~妇}
kua35挂{~号}
kua45刮{~脸}
kuai212乖{好~}
kuai31拐{~骗}
kuai35怪{~事}
kuan212关{~门}
kuan35惯{习~}
kui212居{~住}拘{~留}闺{~房}规{~矩}龟{~}归{当~}
kui22跪{~下}
kui31轨{越~}鬼{~话}
kui35距{~离}鳜{~鱼}桂{~花}贵{价钱~}
kui45橘{~子}
kuin212均{平~}军{~队}
kuiɛ45诀{口~}
kun31卷{~起}滚{打~}
kun35棍{~子}
kuo31果{苹~}
kuo35过{~来}
kuɔn212官{当~}
kuɔn31管{~理}
kuɔn35罐{~子}
kuɔŋ212光{~头}
kuɔŋ31广{~大}
kuɛ44觉{~得}
kuɛ45骨{~头}国{~家}
kɔ45各{~人}郭{姓~}
kɔn212甘{姓~}干{~净}
kɔn31感{~谢}敢{勇~}竿{竹~}赶{走}
kɔn35干{~部}
kɔŋ212缸{水~}刚{~~}
kʰɔŋ214抗{反~}
kɔŋ31港{~口}
kɔŋ35杠{木~}
kən212根{~}
kən31啃{~咬}
kən35汞{蓝~}
kəŋ212更{五~}耕{~田}公{~家}弓{~}
kʰəŋ22共{~一本书}
kəŋ31哽{~着}耿{姓~}拱{~起来}
kəŋ35埂{田~}更{~好}贡{~献}
kɛ35锯{~子}
kɛ45格{~子}隔{~开}
kɛi31□{~里}
kɛu212沟{水~}
kɛu31狗{公~}
kɛu35够{能~}
kʰa44掐{~人}
kʰa45客{~人}
kʰai212开{~门}揩{~汗}
kʰai214概{大~}
kʰai31楷{~书}
kʰau212敲{~门}
kʰau214靠{~山}
kʰaŋ212坑{深~}
kʰo212窠{鸟~}
kʰo214课{上~}
kʰo31可{~以}
kʰu212箍{~桶}枯{~田}
kʰu214裤{短~}哭{爱~}
kʰu31苦{吃~}
kʰua212夸{~人家}
kʰua31垮{~台}
kʰuai31会{~计}块{一~}快{~点}
kʰui13葵{~花}
kʰui212据{根~}区{~别}亏{吃~}
kʰui22柜{~子}
kʰui35句{一~}具{家~}
kʰui45屈{姓~}
kʰuin13裙{红~}
kʰuiɛ45缺{~点}
kʰuiɛn214劝{~人}
kʰun13拳{~头}
kʰun212圈{圆~}圈{~墙}昆{~明}
kʰun214困{~难}
kʰun31捆{~起来}
kʰuo45扩{~大}
kʰuɔn212宽{~敞}
kʰuɔn31款{贷~}
kʰuɔŋ212眶{眼~}
kʰuɔŋ214旷{~课}况{何}
kʰuɔŋ31矿{煤~}
kʰuɛ45括{包~}阔{~人}
kʰɔ45磕{~头}
kʰɔn214龛{神~}
kʰɔn35看{~到}
kʰɔŋ212糠{容~}扛{~走}
kʰən31肯{~定}
kʰəŋ212空{~气}
kʰəŋ214空{~的}
kʰəŋ31孔{姓~}
kʰɛ45刻{~苦}
kʰɛu214扣{~押}
kʰɛu31口{山~}
la31哪{~个}
la44拿{~来}
la45拉{~车}腊{~肉}捺{撇~}辣{~椒}
lai22耐{~烦}奈{~何}赖{无~}
lai31来{往~}
lan22滥{用~了}难{受~}烂{破~}
lan31览{展~}懒{~汉}
lan44南{~边}蓝{~布}难{~事}拦{~住}
lau22涝{旱~}
lau31脑{大~}老{~师}绕{~图}
lau44牢{~记}
laŋ31冷{~暖}
li22厉{~害}内{~部}锐{尖~}利{~益}瑞{~昌}类{四~}泪{眼~}
li31吕{~姓}虑{考~}累{好~}李{姓~}累{连~}
li35梨{~树}
li44庐{~山}驴{~子}雷{打~}篱{~笆}离{~开点}
li45立{~春}粒{~}栗{毛~}律{规~}力历{黄~}
liau22廖{姓~}
liaŋ31领{表~}
liaŋ44零{~钱}铃{打~}
lin22令{酒~}另{~外}
lin44林{树~}菱宁{姓~}
lin4444鳞{鱼~}
liu12六{~只}
liu45绿{色}
liɔ45略{省~}
liɔŋ22量{数~}
liɔŋ31两{~只}
liɔŋ44量{~长短}
liɛ45列{并~}劣{~质}
liɛn22殓{大~}练{~习}恋{~着}
liɛn31脸{~面}
liɛn44镰{~刀}连{~接}怜{可~}
liɛu22疗{养}料{材~}溜{~走}
liɛu31了{~结}柳{姓~}
liɛu44撩{~人}流{~动}
lo13脶{~纹}
lo22糯{~米}
lo44箩{竹~}
lo45落{~下来}洛{~阳}
lu22路{大~}
lu31鲁{姓~}乳{豆腐~}
lu44奴{~隶}炉{火~}如{不~人}
lu45鹿{梅花~}录{~取}
ly31屡{~次}
lɔ45弱{软~}
lɔn22乱{~麻}
lɔn31暖{~}卵{~子}
lɔŋ22浪{~花}
lɔŋ31朗{开~}
lɔŋ44郎{~中}瓤{瓜~}
lən22嫩{~草}论{不~}闰{~年}
lən44任{主~}然{白~}轮{~子}
ləŋ22弄{作~}
ləŋ31拢{合~}
ləŋ44能{~干}笼{鸟~}农{贫~}隆{~重}浓{~淡}龙{~蛇}垅{田~}
lɛ45入{收~}肋{~骨}
lɛu22漏{~雨}
lɛu31篓{竹~}
lɛu44饶{姓~}楼{~梯}揉{~~}
ma212妈{姆~}
ma22骂{~人}
ma31马{牛~}
ma44麻{芝~}
ma45抹{~布}
mai22卖{~猪}
mai31买{~菜}
mai44埋{~了}
man22慢{~车}
man44蛮{好~}
mau212猫{乌~}
mau22帽{~子}貌{相~}贸{外~}
mau31卯{~时}
mau44毛{姓~}茅{~草}矛{~盾}
mi22谜{~语}妹{弟~}
mi31米{~饭}每{~只}美{~味}尾{~巴}
mi44迷{~路}梅{姓~}眉{~毛}
mi45密{~封}
miaŋ22命{~好}
miaŋ44明{~朝}名{~字}
min31抿{~嘴}
min44民{人~}
miɛ12灭{~火}篾{~匠}
miɛn22面{~条}
miɛn31免{~税}
miɛn44棉{~花}
miɛu22庙{~里}
miɛu31秒{分~}
miɛu44苗{秧~}
mo22磨{~粉}
mo44磨{~刀}摸{~鱼}
mu31母{公~}
mu44模{~范}
mu45木{~料}穆{姓~}
mɔ45末{~尾}莫{~走}膜{薄~}
mɔn22满{~意}
mɔn44瞒{隐~}馒{~头}
mɔŋ31蟒{~蛇}
mɔŋ44忙{~碌}芒{麦~}
məŋ22孟{姓~}梦{做~}
məŋ31猛{~火}懵{~懂}
məŋ44盲{~目}蒙{~住}
mɛ45墨{~水}麦{种~}脉{血~}
mɛu31某{~人}亩{一~}
mɛu44谋{参~}
n44你{~我}
na45纳{出~}
nai31奶{吃~}
nau22闹{~事}
niɛu31鸟{~儿}
nən212恩{有~}
pa212疤{~脸}
pa22罢{~课}
pa31把{~握}
pa35霸{恶~}
pa45爸{~~}八{~只}
pai31摆{摇~}
pai35拜{~年}
pan212班{~车}
pan31板{木~}
pau212包{~工}
pau31保{~证}饱{吃~}
pau35报{~纸}爆{~竹}
pʰɔŋ13旁{~边}
pi212蓖{~麻}杯{~子}碑{石~}备{准~}
pi22配{~合}臂{~膀}
pi31比{~较}
pi35贝{宝~}闭{关~}背{~后}痹{麻~}
pi45笔{水~}逼
pia45壁{墙~}
piaŋ31饼{煎~}
piaŋ35柄{刀~}
pin212宾{~馆}冰{冻~}兵{士~}
pin31丙{~丁}
pin35并{合~}
piɛn212鞭{车~}边{旁~}匾{木~}
piɛn35变{~化}
piɛu212标{~准}
piɛu31表{老~}
po212菠{~菜}坡{山~}
po35簸{~米}
po45钵{碗~}博{~士}
pu31补{~衣裳}
pu35布{~鞋}
pɔ45剥{~皮}
pɔn212般{一~}搬{~石头}
pɔn35半{~年}
pɔŋ13庞{姓~}
pɔŋ212帮{~忙}
pɔŋ31榜{~样}绑{~起来}
pən13篷{草~}
pən44本{一~}
pəŋ35迸{~出来}
pɛ45不{~要}北{~京}百{…~}伯{~~}
pɛi22悲{~伤}
pʰa12白{~}
pʰa13爬{走}
pʰa214怕{~鬼}
pʰa22耙{耕~}稗{~草}
pʰa45拔{~起}
pʰai13排{~队}牌{打~}
pʰai214派{~人}
pʰai22败{~家}
pʰan212喷{~水}
pʰau212泡{灯~}
pʰau214泡{~水里}
pʰau22袍{旗~}抱{~起来}菢{~鸡}鉋{~子}
pʰau31跑{~了}
pʰau35雹{冰~}
pʰi12辟{开~}
pʰi13赔{~钱}皮{~肉}
pʰi212批{~斗}坯{砖~}披{~衣裳}
pʰi214屁{放~}
pʰi22蔽{隐~}毙{枪~}鐾{~刀}倍{加~}背{~书}佩{~服}被{棉~}避{~开}鼻{~子}
pʰi45匹{一~}
pʰia45劈{~柴}
pʰiaŋ13平{~整}
pʰiaŋ22病{~人}
pʰin13贫{~农}凭瓶{开水~}
pʰin212拼{~命}
pʰin31品{人~}
pʰiɛ12别{~人}
pʰiɛ45撇{~捺}
pʰiɛn13便{~宜}
pʰiɛn214骗{~人}片{一~}
pʰiɛn22便{方~}遍{一~}辫{~子}
pʰiɛu212飘{~扬}
pʰiɛu214漂{~亮}
pʰiɛu22瓢{水~}嫖{赌}
pʰiɛu31漂{~白}
pʰo13婆{~~}
pʰo214破{~衣裳}
pʰo45泼{~水}
pʰu12仆{~人}
pʰu13菩{~萨}
pʰu212铺{~路}
pʰu213辅{~导}
pʰu214铺{店~}
pʰu22簿{账~}步{脚~}
pʰu31谱{家~}普{~通}
pʰu45覆{~过来}
pʰɔn13盘{算~}
pʰɔn212扮{打~}潘{姓~}
pʰɔn214判{披~}
pʰɔn22办{~法}伴{同~}叛{变}
pʰɔŋ214胖{~子}
pʰɔŋ22蚌{壳}
pʰən13彭{姓~}
pʰən212喷{~香}
pʰəŋ13朋{~友}棚{搭~}
pʰəŋ31捧{一~}
pʰɛ212魄{魂~}
pʰiɛn212篇{~}
sa12石{~头}
sa212沙{~子}赊{~账}杉{~树}
sa22射{~箭}舍{宿~}社{~会}
sa31洒{~水}舍{~不得}傻{~瓜}洒{~水}
sa35晒{~谷}
sa44蛇{蟒~}佘{姓~}撒{~手}
sa45涉{手~}杀{~人}刷{~子}
sai212腮{~边}筛{~选}摔{~架}
sai35赛{比~}帅{元~}
san212三{~只}衫{汗~}山{~水}
san31散{带子~了}
san35散{分~}
sau212臊{尿~}
sau22绍{介~}邵{姓~}
sau31嫂{大~}扫{~荡}
sau35扫{~帚}稍{~微}潲{~水}
saŋ212生{~购}声{~音}
saŋ31省{~长}
so212蓑{~衣}
so31锁{~门}所{派出~}
su12熟{生~}俗{~气}
su212苏{~州}书{旧~}输{~赢}
su22竖{~起}树{松~}
su31鼠{老~}薯{红心~}数{~清楚}
su35素{吃~}数{~字}
su44疏{亲~}殊{特~}叔{~~}
su45术{武~}速{~度}赎{~身}束{结~}属{~相}
sua212靴{皮~}
sun22顺{~利}舜{尧~}
sɔ44索{绳~}
sɔ45塑{~料}说{小~}缩{~小}
sɔn212酸{~菜}闩{~门}
sɔn35算{~学}
sɔŋ13尝{~~}
sɔŋ212丧{~事}霜{打~}双{~胞胎}
sɔŋ22上{~下}
sɔŋ31嗓{~子}爽{~快}赏{~赐}
sɔŋ35丧{~失}
sɔŋ44伤{~心}
sə45设{~计}
sən212参{人~}膻{~气}身{~体}孙{~子}升{~级}深{~浅}
sən22善{~恶}单{姓~}慎{谨-}剩{~下}盛{兴~}
sən31闪{~电}损{失}沈{姓~}
sən35渗{~水}扇{~子}胜{~败}圣{神~}
sən44绳{~子}
səŋ212僧{唐~}松{~繁}
səŋ35送{~礼}宋{姓~}诵{~经}
sɛ12舌{~头}实{~际}失{~了}
sɛ212施{~肥}
sɛ22舐{~费}
sɛ45摄{~走}涩{~味}十{~只}折{~本}塞{~住}色{颜~}
sɛi212虽{~然}
sɛi35碎{打~}
sɛu212烧{~火}搜{~集}收{~购}
sɛu22兽{野~}受{接~}寿{做~}售{~票}
sɛu31少{多~}手{~心}
sɛu35少{年~}瘦{胖~}
sɿ13师{老~}尸{~骨}
sɿ212斯{~文}撕{~开}私{~人}丝{~线}
sɿ22是{不~}豉{豆~}示{显~}柿{~子}事{有~}士{~兵}市{九江~}
sɿ31死{~活}使{~用}史{姓~}始{开~}
sɿ35世{~上}誓{发~}四{~只}屎{~尿}视{电~}试{~~}
sɿ44匙{钥~}时{~间}
sɿ45湿{干~}食{粮~}式{~子}适{~合}
ta31打{~人}
ta45搭{~车}獭{水~}
tai13台{~湾}
tai212呆{书~子}
tai214太{~好}
tai35戴{~帽}带{~着}
tan212耽{~搁}担{~任}单{表~}
tan22淡{咸~}
tan31胆{~量}掸{~灰}
tan35担{~子}
tau212刀{菜~}
tau22盗{强~}导{向~}
tau31倒{~地}
tau35倒{~水}
ti212低{~下}堆{~起来}推{~开}
ti214退{~后}
ti22地{~上}
ti31底{~部}腿{大~}
ti35碓{~白}队{~长}兑{~现}
ti45的{目~}踢{~腿}笛{~子}敌{~人}
tiaŋ212丁{姓~}钉{~子}
tiaŋ35钉{~钉子}
tin31顶{头~}
tiɛ45跌{~倒}碟{~子}
tiɛn212颠{~倒}
tiɛn31点{~灯}典{~型}
tiɛn35店{商~}
tiɛu212貂{~皮}丢{~掉}
tiɛu35钓{~鱼}掉{~头}
to212多{几~}
to31躲{~起来}
to35剁{~碎}
tsa212渣{豆~}
tsa35榨{~油}遮{~住}蔗{甘~}
tsa45杂{~种}眨{~眼}闸{~刀}扎{结~}摘{~下来}只{一~}
tsai212栽{~树}猜{~~}斋{聊~}
tsai31宰{~相}
tsai35再{~来}债{讨~}
tsan22赚{~钱}
tsan31斩{~断}盏{一~}展{~开}
tsan35站{车~}潜{~水}
tsau212糟{酒~}朝{今~}招{~亲}
tsau22召{号~}
tsau31早{~上}找{~零钱}沼{~气}
tsau35灶{~王爷}罩{灯~}照{~亮}
tsaŋ31整{平~}
tso31左{~边}
tso45昨{~日}
tsu212租{房~}猪{~婆}蛛{蜘~}朱{姓~}
tsu31祖{~宗}阻{~路}煮{用水~}举{~手}主{~人}帚{扫~}
tsu35做{~事}助{帮~}注{~意}
tsu44诸{~葛}
tsu45竹{~床}粥{~饭}足{满~}促{仓~}烛{蜡~}
tsua212抓{~紧}
tsɔ45撮{一~}作{工~}桌{~子}捉{~住}
tsɔn212钻{~桌子}砖{~瓦}
tsɔn22传{水浒~}
tsɔn31转{~交}
tsɔn35钻{~子}转{~圈}
tsɔŋ212赃{分~}张{姓~}装{假~}章{姓~}桩{木~}
tsɔŋ31长{~大}掌{手~}
tsɔŋ35葬{理~}账{~}壮{好~}障{~碍}
tsən12正{月}
tsən212簪{~子}沾{~水}针{~线}毡{牛皮~}尊{~敬}遵{~守}椿{~树}曾{姓~}征{~求}蒸{~饭}争{~吵}侦{~察}
tsən31枕{~头}准{~备}拯{包文~}
tsən35占{~领}颤{冷~}证{~名}正{~好}
tsəŋ13崇{~拜}
tsəŋ212棕{~树}宗{祖~}中{~间}终{始~}踪{失~}钟{撞~}
tsəŋ31总{~理}众{群一}种{容~}
tsəŋ35粽{~子}中{~意}纵{放~}种{~田}
tsɛ45折{~起来}哲{~学}浙{~江}卒{~子}则{原~}贼责{~任}
tsɛi35最{~好}
tsɛu212邹{姓~}周{姓~}
tsɛu214臭{香~}
tsɛu31走{~路}
tsɛu35奏{节~}昼{下~}皱{~眉毛}咒{~人家}
tsɿ212知{~识}智{~力}枝{树~}栀{~子}资{格}芝{~麻}
tsɿ22自{~己}治{~理}
tsɿ31纸{红~}姊{~妹}脂{~肪}指{~着}子{儿~}趾{脚~}
tsɿ35制{~造}翅{~筋}置{添~}齿{牙~}
tsɿ44汁{墨~}
tsɿ45织{~布}
tsʰa12察{警~}
tsʰa13茶{~叶}查{检~}
tsʰa212叉{~子}车{板~}
tsʰa214岔{分~}
tsʰa31扯{~蛋}
tsʰa45插{~手}擦{摩~}拆{~开}尺{~寸}
tsʰai13财{~产}豺{~狼}柴{~草}
tsʰai212差{出~}
tsʰai214菜{白~}蔡{姓~}
tsʰai22在{~乎}寨{大~}
tsʰai31彩{~色}
tsʰan13馋{嘴~}残{伤~}
tsʰan212餐{~厅}
tsʰan22暂{~时}
tsʰan31铲{~刀}产{生~}
tsʰau13曹{姓~}朝{~代}
tsʰau212操{~写}抄{~写}超{~过}
tsʰau214糙{~米}
tsʰau22造{~桥}皂{肥~}赵{姓~}
tsʰau31草{黄~}炒{~菜}
tsʰaŋ212撑{~起来}
tsʰaŋ214牚{门~}
tsʰo212搓{~衣裳}
tsʰo214锉{~刀}
tsʰo22座{~位}
tsʰo44错{做~了}
tsʰo45凿{~洞}
tsʰu12族{民~}
tsʰu13除{~法}锄{~头}厨{~房}
tsʰu212粗{大老~}初{~一}
tsʰu214醋{酱~}处{~理}处{所}触{~电}
tsʰu22驻{~军}柱{~子}住{~房}
tsʰu31楚{清~}拄{~框}
tsʰu44出{~来}畜{~生}
tsʰu45轴{~承}
tsʰɔ12戳{~穿}
tsʰɔ45撮{~箕}着{睏~}焯{~水}镯{~头}
tsʰɔn212汆{~丸子}穿{~衣}
tsʰɔn22錾{~字}
tsʰɔn31惨{好~}纂{编~}喘{~气}
tsʰɔn44船{木~}
tsʰɔŋ13藏{~起来}长{~短}床{木~}
tsʰɔŋ212仓{~库}疮{恶}昌{南~}撞{碰~}窗{~子}
tsʰɔŋ214创{~业}唱{歌}
tsʰɔŋ22脏{心~}丈{~人}状{告~}
tsʰɔŋ31闯{~进来}厂{工~}
tsʰən13蚕{~丝}沉{~下去}缠{纠~}传{~到}辰{时~}臣{大~}存{~款}唇{嘴~}承{~认}橙{~子}成{办~}盛{~饭}
tsʰən212参{~加}村{~长}皴{脸~了}春{打~}称{~重量}程{姓~}
tsʰən214寸{尺~}秤{~砣}
tsʰən22郑{姓~}
tsʰən31蠢{好~}醇{~}逞{~强}
tsʰəŋ13层{楼~}囱{烟~}虫{毛~}从{~来}松{~树}重{~新}
tsʰəŋ212聪{明}充{~实}冲{向前~}舂{~米}
tsʰəŋ214蹭{磨~}
tsʰəŋ22重{~量}
tsʰɛ35厕{~所}
tsʰɛ45彻{~底}直侧测{~量}择{选~}策{政~}
tsʰɛi13锤{~子}
tsʰɛi31罪{犯~}
tsʰɛi44垂{~直}
tsʰɛu13愁{~苦}仇{有~}
tsʰɛu212往{上~}
tsʰɛu214凑{~找}
tsʰɛu31丑{~时}
tsʰɿ13池{水~}瓷{~器}迟{~到}慈{~母}祠{~堂}持{~}
tsʰɿ214刺{~刀}赐{赏~}次{~要}
tsʰɿ22字{名~}似{好~}巳{~时}寺{~庙}饲{~料}痔{疮}
tsʰɿ31耻{可}诗{~歌}
tsʰεu13绸{~缎}
tsʰεu212抽{~出}
tu212都{首~}都{~是}
tu31肚{~子}吐{~出}
tu35妒{~忌}
tu45督{监~}
tɔn212端{~碗}
tɔn31短{长~}
tɔŋ212当{~时}
tɔŋ31党{共产~}
tɔŋ35当{~作}
tən31蹲{~着}
təŋ212登{~山}东{~边}冬{~天}
təŋ214铳{打~}
təŋ31等{~人}董{姓~}
təŋ35凳{~子}冻{~冰}
tɛ45得{~到}
tɛu212兜{~住}
tɛu31斗{升~}
tɛu35斗{打~}
tʰa45塔{宝~}达{~到}
tʰai13抬{~起来}
tʰai212胎{头~}
tʰai22大{~小}态{表~}贷{~款}待{接~}袋{~子}
tʰai35代{~表}
tʰan13谈{~心}痰{吐~}弹{~弓}
tʰan212摊{水果~}
tʰan214炭{~火}
tʰan22旦{元~}弹{子~}
tʰan31毯{~子}坦{~护}
tʰau13桃{~子}涛{浪~}
tʰau214套{~}
tʰau22道{~理}
tʰau31讨{~饭}
tʰi144剃{~头}
tʰi212梯{楼~}
tʰi22帝{皇~}弟{~~}第{~一}
tʰi31体{身~}礼{送~}
tʰi44犁{~把}
tʰia22提{~起}
tʰiaŋ214听{~话}
tʰin13停{~止}
tʰin212厅{大~}
tʰin22艇{快~}定{~亲}
tʰiɛ45帖{字~}铁{~锈}
tʰiɛn13甜{嘴~}田{~地}
tʰiɛn212添{~加}天{~地}
tʰiɛn214添{~笔}
tʰiɛn22电{~灯}奠{~定}
tʰiɛn31舔{~~舌头}
tʰiɛu13条{~件}调
tʰiɛu212挑
tʰiɛu214跳
tʰo13驮{~过来}
tʰo212拖{~地}
tʰo22舵{掌~}
tʰu12读{~书}毒{~药}
tʰu13徒{~弟}
tʰu22杜{姓~}渡{过~}
tʰu31土{泥~}
tʰu45秃{~顶}
tʰɔ45踏{用脚~}脱{~衣}夺{争~}托{~人}
tʰɔn13潭{龙~}谭{姓~}坛{酒~}团{~长}
tʰɔn212贪{~心}
tʰɔn214断{~定}断{~关系}
tʰɔn22段{姓~}
tʰɔn44探{试~}
tʰɔŋ13唐{姓~}
tʰɔŋ212汤{菜~}
tʰɔŋ214烫{~衣裳}
tʰɔŋ22荡{游~}
tʰɔŋ31躺{~下}
tʰən212吞{~下去}
tʰəŋ13藤{~椅}同{~意}
tʰəŋ212通{~过}
tʰəŋ214痛{肚~}
tʰəŋ22邓{姓~}动{走~}洞{山~}
tʰəŋ31桶{水~}统{~一}
tʰɛ45特{~务}
tʰɛu13头{~上}
tʰɛu212偷{小~}
tʰɛu214透{湿~}
tʰɛu22豆{黄~}
tʰɛu31㪗{~气}
uɔ45握{把}
va22话{一句~}
va45滑{路~}挖{~洞}袜{~子}
vai212歪{~斜}
van212弯{~的}
van22万{姓~}
van31挽{手~手}
van44玩{~弄}顽{~皮}还{~原}
vi214遇{~到}裕{富~}位{~子}
vi22预{~先}芋{~头}会{~做}卫{保~}为{~了}味{有~}魏{姓~}
vi31雨{~水}委{~托}
vi35喂{~饭}
vi44余{姓~}愚{~蠢}于{等~}愉{~快}危{~险}为{作~}维{~护}微{稍~}
vi45疫{~苗}
vin22孕{杯~}
vin31允{~许}
vin35熨{~斗}
vin44圆{~圈}匀{~称}云{白~}运{~动}
viɛ45越{~过}
viɛn212冤{~枉}渊{深~}
viɛn22愿{~意}
viɛn31阮{姓~}远{~近}
viɛn35怨{埋~}
viɛn44原{~因}园{菜~}
vo212鑊{铁~锅}窝{酒~}
vo44禾{~田}
vu212乌{~泥}巫{~婆}
vu22误{~事}雾{下~}戊{~时}
vu31午{端~}舞{跳~}
vu44吴{姓~}蜈{~蚣}无{~根~据}
vu45屋{~里}
vɔn212豌{~豆}
vɔn22缓{~一步}换{~零钱}
vɔn31碗{饭~}腕{手~}
vɔn44完{~了}横{~直}
vɔŋ212汪{姓~}
vɔŋ22晃{摇~}忘{~记}旺{兴~}
vɔŋ31网{血~}枉{~然}往{~常}
vɔŋ44王{姓~}
vən212温{~度}
vən22院{医~}问{~一~}
vən31稳{~定}
vən44缘{~分}文{~化}蚊{~子}
vɛ45活{~鱼}杌{~子}物{度~}
vɛi212威{~风}伟{~大}
vɛi214谓{无所~}胃{~癌}
vɛi35畏{~寒}慰{向}
vɛi44违{反}围{~墙}
ŋ212翁{姓~}
ŋ31五{~只}
ŋ35瓮{坛~}
ŋa212鸦{~片}
ŋa31哑{~巴}瓦{砖~}
ŋa35亚{~洲}
ŋa44牙{~齿}崖{山~}鸭{鸡~}
ŋa45轧{~棉花}
ŋai212哀{默~}挨{~近}
ŋai22碍{~事}艾{~蒿}外{~面}
ŋai31矮{~小}
ŋai35爱{~人}
ŋai44呆{~板}捱{~打}
ŋan212淹{~死}
ŋan22雁{大~}
