id	ini	fn	pt	单字	黃閣大塘	注释	南沙黃閣	
2453	tʃ	ɐŋ	55	珍	tʃɐŋ55	～珠	tʃɐŋ55	1
2454	tʃ	ɐŋ	13	鎮	tʃɐŋ23	～长，～压		
2455	tʃʰ	ɐŋ	13	趁	tʃʰɐŋ23	～机		
2456	tʃʰ	ɐŋ	21	陳	tʃʰɐŋ21	姓；～列，～皮		
2457	tʃʰ	ɐŋ	21	塵	tʃʰɐŋ21	灰～，～灰		
2458	tʃ	ɐŋ	31	陣	tʃɐŋ31	～雨		
2459	tʃ	ɐʔ	2	姪	tʃɐʋʔ31	～子		
2460	t	ik	2	秩	tik31	～序		
2461	tʃ	œn	55	臻	tʃœn55	聂荣～		
2462	tʃʰ	ɐŋ	13	襯	tʃʰɐŋ23	～衫		
2463	ʃ	ɐk	5	蝨	ʃɐk5	虱子，～嫲		
2464	tʃ	ɐŋ	55	真	tʃɐŋ55	认～，～假		
2465	tʃʰ	ɐŋ	35	診	tʃʰɐŋ25	急～		
2466	tʃʰ	ɐŋ	35	疹	tʃʰɐŋ25	麻～		
2467	tʃ	ɐŋ	13	振	tʃɐŋ23	～动		
2468	tʃ	ɐŋ	13	震	tʃɐŋ23	地～		
2469	tʃ	ɐk	5	質	tʃɐk5	～量，品～		
2470	ʃ	ɐŋ	21	神	ʃɐŋ21	～仙，精～	ʃɐŋ21	1
2471	ʃ	ɐk	2	實	ʃɐk31	老～，～在		
2472	ʃ	ɐŋ	55	身	ʃɐŋ55	～体，上～		
2473	ʃ	ɐŋ	55	申	ʃɐŋ55	～请；地支，申酉戌亥		
2474	ʃ	ɐŋ	55	伸	ʃɐŋ55	～展，延～[文]		
2475	ʃ	ɐŋ	55	伸	ʃɐŋ55	～手[白]		
2476	ʃ	ɐŋ	21	娠	ʃɐŋ21	妊～反应		
2477	ʃ	ɐk	5	失	ʃɐk5	～去，丧～	ʃɐk55	黄阁
2478	ʃ	ɐk	5	室	ʃɐk5	教～，～内		
2479	ʃ	ɐŋ	21	辰	ʃɐŋ21	时～		
2480	ʃ	ɐŋ	21	晨	ʃɐŋ21	朝～		
2481	ʃ	ɐŋ	21	臣	ʃɐŋ21	大～		
2482	ʃ	ɐŋ	31	腎	ʃɐŋ31	～病		
2483	ʃ	ɐŋ	13	腎	ʃɐŋ23	鸡～（鸡肫）[白]		
2484	ʃ	ɐŋ	31	慎	ʃɐŋ31	谨～，～重		
2485	j	ɐŋ	21	人	jɐŋ21	老～，～民	jɐŋ21	1
2486	j	ɐŋ	21	仁	jɐŋ21	～义		
2487	j	ɐŋ	35	忍	jɐŋ25	～耐，～受	jɐŋ25	1
2488	j	ɐŋ	31	刃	jɐŋ31	刀～	jɐŋ31	1
2489	j	eŋ	31	認	jeŋ31	承～，～真		
2490	j	ɐŋ	31	靭	jɐŋ31	不易断，坚～[文]		
2491	j	ɐŋ	31	靭	jɐŋ31	不易断[白]		
2492	j	ɐk	2	日	jɐk31	十～，～期	jɐk22	黄阁
2493	k	ɐŋ	55	巾	kɐŋ55	围～		
2494	k	ɐŋ	35	緊	kɐŋ25	～张		
2495	k	ɐk	5	吉	kɐk5	～利		
2496	k	ɐŋ	35	僅	kɐŋ25	～～，不～		
2497		ɐŋ	21	銀	ɐŋ21	金～，～行		
2498	j	ɐŋ	31	釁	jɐŋ31	挑～		
2499	j	ɐŋ	55	因	jɐŋ55	原～		
2500	j	ɐŋ	55	姻	jɐŋ55	婚～		
2501	j	ɐŋ	13	印	jɐŋ23	手～		
2502	h	yk	2	乙	hyk31	天干，甲乙丙丁		
2503	j	ɐk	5	一	jɐk5	数字	jɐk55	黄阁
2504	j	ɐŋ	21	寅	jɐŋ21	地支，子丑寅卯		
2505	j	ɐŋ	13	引	jɐŋ23	吸～	jɐŋ23	1
2506	j	ek	2	逸	jek31	劳～结合	jɐk31	黄阁
2507	k	ɐŋ	55	斤	kɐŋ55	～两		
2508	k	ɐŋ	55	筋	kɐŋ55	牛～丸		
2509	k	ɐŋ	35	謹	kɐŋ25	～慎，严～		
2510	k	eŋ	13	勁	keŋ23	有～，～敌		
2511	h	ɐk	2	訖	hɐk31	收～		
2512	h	ak	3	乞	hak3	～食，～求		
2513	kʰ	ɐŋ	21	勤	kʰɐŋ21	～劳		
2514	kʰ	ɐŋ	21	芹	kʰɐŋ21	～菜		
2515	k	ɐŋ	31	近	kɐŋ31	最～，～来[文]	kʰɐŋ23	黄阁
2516	k	ɐŋ	13	近	kɐŋ23	远近[白]	kʰɐŋ23	黄阁
2517	j	ɐŋ	55	欣	jɐŋ55	～赏		
2518	j	ɐŋ	55	殷	jɐŋ55	姓；～勤		
2519	j	ɐŋ	35	隱	jɐŋ25	～形，～身		
2520	j	ɐŋ	13	瘾	jɐŋ23	喜欢；烟～		
2521	p	ɐŋ	55	奔	pɐŋ55	～跑，东～西走		
2522	p	uŋ	35	本	puŋ25	～来，书～		
2523	p	ɐk	5	不	pɐk5	～过		
2524	pʰ	ɐŋ	13	噴	pʰɐŋ23	～水；～嚏		
2525	pʰ	uŋ	21	盆	pʰuŋ21	面～（脸盆），～地	pʰuŋ21	1
2526	p	ɐŋ	31	笨	pɐŋ31	～蛋[文]		
2527	p	ɐŋ	31	笨	pɐŋ31	厚[白]		
2528	p	uk	2	勃	puk31	勃，蓬～，生机～～		
2529	m	uŋ	21	門	muŋ21	关～		
2530	m	uŋ	31	悶	muŋ31	烦～，～热		
2531	m	uk	2	沒	muk31	沉～，～有，出～		
2532	t	œn	55	敦	tœn55	～厚；伦～（地名）		
2533	t	œn	55	墩	tœn55	桥～		
2534	t	œn	31	頓	tœn31	停～，～脚		
2535	tʰ	œy	13	褪	tʰøy23	～色		
2536	t	œn	55	屯	tœn55	～田		
2537	tʰ	yŋ	21	豚	tʰyŋ21	海～		
2538	tʰ	yŋ	21	囤	tʰyŋ21	～积		
2539	w	ɐŋ	31	沌	wɐŋ31	混～		
2540	tʰ	œn	13	盾	tʰœn23	矛～		
2541	t	œn	31	鈍	tœn31	迟～，～角		
2542	t	œn	31	遁	tœn31	逃～		
2543	t	ɐk	2	凸	tɐk31	～起		
2544	t	ɐk	2	突	tɐk31	～然		
2545	t	ɐk	2	突	tɐk31	～出		
2546	l	yŋ	31	嫩	lyŋ31	不老		
2547	l	œn	31	論	lœn31	～语		
2548	l	œn	21	崙	lœn21	昆～		
2549	l	œn	31	論	lœn31	议～，～文		
2550	tʃ	yŋ	55	尊	tʃyŋ55	～重	tʃyŋ55	1
2551	tʃ	ek	5	卒	tʃek5	兵～，小～		
2552	tʃʰ	yŋ	55	村	tʃʰyŋ55	～长		
2553	tʃʰ	yŋ	13	寸	tʃʰyŋ23	尺～	tʃʰyŋ23	1
2554	ʃ	œk	5	猝	ʃœk5	仓～，～死		
2555	tʃʰ	yŋ	21	存	tʃʰyŋ21	～在，～折，储～		
2556	t	œn	55	蹲	tœn55	～马（扎马步）[文]		
2557	t	œn	55	蹲	tœn55	蹲下[白]		
2558	ʃ	yŋ	55	孫	ʃyŋ55	姓；子～		
2559	ʃ	yŋ	35	損	ʃyŋ25	～坏		
2560	ʃ	œn	13	遜	ʃœn23	～色，谦～		
2561	kʰ	uɐŋ	55	昆	kʰuɐŋ55	～明，～虫		
2562	kʰ	uɐŋ	35	滾	kʰuɐŋ25	～动；水开		
2563	k	uɐŋ	13	棍	kuɐŋ23	长～		
2564	k	uɐk	5	骨	kuɐk5	～头		
2565	kʰ	uɐŋ	55	坤	kʰuɐŋ55	乾～		
2566	kʰ	uɐŋ	35	綑	kʰuɐŋ25	～绑		
2567	kʰ	uɐŋ	13	困	kʰuɐŋ23	～难		
2568	w	ɐk	5	窟	wɐk5	～窿[文]		
2569	w	ɐk	5	窟	wɐk5	小坑[白]		
2570	f	ɐŋ	55	昏	fɐŋ55	黄～	fɐŋ55	1
2571	f	ɐŋ	55	婚	fɐŋ55	结～	fɐŋ55	1
2572	f	ɐk	5	忽	fɐk5	～然		
2573	w	ɐŋ	21	魂	wɐŋ21	灵～	wɐŋ21	1
2574	w	ɐŋ	31	渾	wɐŋ31	～浊[文]		
2575	w	ɐŋ	31	渾	wɐŋ31	水浑[白]		
2576	w	ɐŋ	31	混	wɐŋ31	～淆，相～		
2577	h	ɐk	2	核	hɐk31	～心，～对[文]		
2578	h	ɐk	2	核	hɐk31	龙眼～[白]		
2579	h	ɐk	2	核	hɐk31	～卵（睾丸）[白]		
2580	w	ɐŋ	55	溫	wɐŋ55	～度，～和		
2581	w	ɐŋ	55	瘟	wɐŋ55	鸡～		
2582	w	ɐŋ	35	穩	wɐŋ25	～定，求～		
2583	l	œn	21	倫	lœn21	～理，天～之乐		
2584	l	œn	21	淪	lœn21	沉～		
2585	l	œn	21	輪	lœn21	车～，～流		
2586	l	ɐk	2	律	lɐk31	法～，～师		
2587	l	ɐk	2	率	lɐk31	效～		
2588	tʃ	yŋ	55	遵	tʃyŋ55	～守		
2589	tʃ	ɐŋ	13	俊	tʃɐŋ23	英～		
2590	ʃ	œn	35	筍	ʃœn25	竹～		
2591	ʃ	œn	13	榫	ʃœn23	～头（接合处）		
2592	ʃ	œn	13	迅	ʃœn23	～速		
2593	ʃ	œk	5	戌	ʃœk5	戊～变法		
2594	ʃ	œk	5	恤	ʃœk5	体～，抚～		
2595	tʃʰ	œn	21	旬	tʃʰœn21	上～		
2596	tʃʰ	œn	21	循	tʃʰœn21	遵～，～环		
2597	tʃʰ	œn	21	巡	tʃʰœn21	～逻，出～		
2598	ʃ	œn	55	殉	ʃœn55	～职，～情		
2599	ʃ	œn	55	椿	ʃœn55	～树，香～		
2600	ʃ	ɐʔ	2	朮	ʃɐʋʔ31	白～（中药）		
2601	ʃ	œk	5	率	ʃœk5	～领		
2602	ʃ	œk	5	蟀	ʃœk5	蟋～		
2603	tʃ	œn	35	準	tʃœn25	瞄～，～则		
2604	tʃ	œn	35	准	tʃœn25	批～，～确		
2605	tʃʰ	œn	55	春	tʃʰœn55	立～		
2606	tʃʰ	œn	35	蠢	tʃʰœn25	～才		
2607	tʃʰ	ɐk	5	出	tʃʰɐk5	～入，～发	tʃʰɐk55	黄阁
2608	ʃ	œn	21	脣	ʃœn21	嘴～[文]		
2609	ʃ	œn	21	脣	ʃœn21	嘴～[训，舷]		
2610	ʃ	œn	21	順	ʃœn21	～利，～风		
2611	ʃ	ɐk	2	術	ʃɐk31	技～		
2612	ʃ	ɐk	2	述	ʃɐk31	叙～		
2613	ʃ	œn	13	舜	ʃœn23	尧～		
2614	ʃ	œn	21	純	ʃœn21	单～，～粹		
2615	ʃ	œn	21	醇	ʃœn21	酒味～		
2616	j	œn	31	潤	jœn31	利～，～色		
2617	j	œn	31	閏	jœn31	～月		
2618	k	uɐŋ	55	均	kuɐŋ55	平～，～匀		
2619	k	uɐŋ	55	鈞	kuɐŋ55	千～一发		
2620	k	ɐk	5	橘	kɐk5	橘子		
2621	kʰ	uɐŋ	35	菌	kʰuɐŋ25	细～		
2622	k	uɐŋ	55	勻	kuɐŋ55	均～		
2623	w	ɐŋ	13	允	wɐŋ23	～许		
2624	w	ɐŋ	13	尹	wɐŋ23	姓，～相杰		
2625	f	ɐŋ	31	分	fɐŋ31	～数，区～[文]	fɐŋ55	黄阁
2626	f	ɐŋ	55	分	fɐŋ55	给[白]	fɐŋ55	1
2627	f	ɐŋ	35	粉	fɐŋ25	～笔，面～[文]	fɐŋ25	1
2628	f	ɐŋ	35	粉	fɐŋ25	～松[白]	fɐŋ25	1
2629	f	ɐŋ	13	糞	fɐŋ23	粪便		
2630	f	ɐŋ	13	奮	fɐŋ23	～斗		
2631	f	ɐŋ	55	芬	fɐŋ55	～芳	fɐŋ55	1
2632	f	ɐŋ	55	紛	fɐŋ55	纠～		
2633	f	ɐk	2	彿	fɐk31	仿～		
2634	f	ɐŋ	21	焚	fɐŋ21	～烧		
2635	f	ɐŋ	21	墳	fɐŋ21	～墓，上～		
2636	f	ɐŋ	13	愤	fɐŋ23	气～，～怒		
2637	f	ɐŋ	13	忿	fɐŋ23	～～不平		
2638	f	ɐŋ	31	份	fɐŋ31	～量	fɐŋ31	1
2639	f	ɐk	2	佛	fɐk31	拜～	fɐk31	1
2640	m	ɐŋ	21	文	mɐŋ21	～章，论～	mɐŋ21	1
2641	m	ɐŋ	21	紋	mɐŋ21	花～		
2642	m	ɐŋ	55	蚊	mɐŋ55	～香		
2643	m	ɐŋ	21	聞	mɐŋ21	新～		
2644	m	ɐŋ	13	吻	mɐŋ23	接～	mɐŋ23	1
2645	m	ɐŋ	13	刎	mɐŋ23	自～		
2646	m	ɐŋ	31	問	mɐŋ31	～题		
2647				物		～理[文]	mɐk31	
2648	m	ɐk	2	物	mɐk31	～件[白]	mɐk31	1
2649	m	ɐk	2	勿	mɐk31	非礼～视		
2650	k	uɐŋ	55	君	kuɐŋ55	～子		
2651	k	uɐŋ	55	軍	kuɐŋ55	～队，参～		
2652	w	ɐk	5	屈	wɐk5	委～，～服[文]		
2653	w	ɐk	5	屈	wɐk5	委屈，～气[白]		
2654	kʰ	uɐŋ	21	群	kʰuɐŋ21	～众	kʰuɐŋ21	1
2655	kʰ	uɐŋ	21	裙	kʰuɐŋ21	裙子		
2656				郡		～主		
2657	k	uɐk	2	掘	kuɐk31	挖～		
2658	kʰ	uɐk	2	倔	kʰuɐk31	～强		
2659	f	ɐŋ	55	熏	fɐŋ55	～陶，烟～人[文]	fɐŋ55	1
2660	f	ɐŋ	55	熏	fɐŋ55	烟～人,～蚊[白]	fɐŋ55	1
2661	kʰ	ɐŋ	55	勳	kʰɐŋ55	～章		
2662	f	ɐŋ	55	薰	fɐŋ55	～衣草		
2663	f	ɐŋ	55	葷	fɐŋ55	～素		
2664	f	ɐŋ	13	訓	fɐŋ23	教～，～人		
2665	tʰ	ɔŋ	13	熨	tʰɔŋ23	～斗[训]		
2666	w	ɐŋ	21	云	wɐŋ21	古人～	wɐŋ21	1
2667	w	ɐŋ	21	雲	wɐŋ21	乌～		
2668	w	ɐŋ	13	韻	wɐŋ23	押～，～律		
2669	w	ɐŋ	31	運	wɐŋ31	～气，好～		
2670	w	ɐŋ	21	暈	wɐŋ21	～车，头～[训]		
2671	p	ɔŋ	55	幫	pɔŋ55	～忙		
2672	p	ɔŋ	35	榜	pɔŋ25	～样		
2673	pʰ	ɔŋ	31	謗	pʰɔŋ31	诽～		
2674	p	ɔk	3	博	pɔk3	～士，广～		
2675	pʰ	ɔŋ	21	滂	pʰɔŋ21	～沱		
2676	p	ɔk	3	泊	pɔk3	梁山～		
2677	pʰ	ɔŋ	21	旁	pʰɔŋ21	～边		
2678	pʰ	aŋ	21	螃	pʰaŋ21	～蟹		
2679	pʰ	ɔŋ	21	傍	pʰɔŋ21	～晚		
2680	pʰ	ɔŋ	21	傍	pʰɔŋ21	～菜（以菜送饭）		
2681	p	ɔk	2	薄	pɔk31	不厚，～弱		
2682	p	ɔk	3	泊	pɔk3	停～，淡～		
2683	m	ɔŋ	21	忙	mɔŋ21	农～，～碌		
2684	m	ɔŋ	55	芒	mɔŋ55	～种[节气]		
2685	m	ɔŋ	21	茫	mɔŋ21	白～～，～然		
2686	m	ɔŋ	13	莽	mɔŋ23	鲁～		
2687	m	ɔŋ	13	蟒	mɔŋ23	～蛇		
2688	m	ɔk	2	莫	mɔk31	不要，～非		
2689	m	ɔk	2	膜	mɔk31	薄～		
2690	m	ɔk	2	幕	mɔk31	报～，～布		
2691	m	ɔk	2	寞	mɔk31	寂～		
2692	m	ɔ	55	摸	mɔ55	偷偷～～[文]		
2693	m	ɔ	35	摸	mɔ25	～来～去[白]		
2694	t	ɔŋ	55	當	tɔŋ55	～时，应～，～官		
2695	t	ɔŋ	13	襠	tɔŋ23	裤～		
2696	t	ɔŋ	13	襠	tɔŋ23	裤～[白]		
2697	t	ɔŋ	35	黨	tɔŋ25	入～，～员		
2698	t	ɔŋ	35	擋	tɔŋ25	阻～，～风		
2699	t	ɔŋ	13	當	tɔŋ23	～铺，恰～；唔～（不如）		
2700	t	ɔŋ	35	檔	tɔŋ25	～案		
2701	tʰ	ɔŋ	55	湯	tʰɔŋ55	煮～；姓		
2702	tʰ	ɔŋ	13	倘	tʰɔŋ23	～使		
2703	tʰ	ɔŋ	35	躺	tʰɔŋ25	平～		
2704	tʰ	ɔŋ	13	燙	tʰɔŋ23	～手		
2705	tʰ	ɔŋ	13	趟	tʰɔŋ23	两～		
2706	tʰ	ɔk	3	託	tʰɔk3	～词，推～		
2707	tʰ	ɔk	3	托	tʰɔk3	手承物，～盘		
2708	tʰ	ɔŋ	21	堂	tʰɔŋ21	～兄，拜～，课～		
2709	tʰ	ɔŋ	21	棠	tʰɔŋ21	海～		
2710	tʰ	ɔŋ	21	螳	tʰɔŋ21	～螂		
2711	tʰ	ɔŋ	21	唐	tʰɔŋ21	～朝；姓	tʰɔŋ21	1
2712	tʰ	ɔŋ	21	糖	tʰɔŋ21	白～		
2713	tʰ	ɔŋ	21	塘	tʰɔŋ21	鱼～		
2714	t	ɔŋ	31	蕩	tɔŋ31	放～，扫～		
2715	t	ɔŋ	31	盪	tɔŋ31	过水，～嘴，～碗[白]		
2716	tʃ	ak	2	鐸	tʃak31	木铎；人名用字，郑振～		
2717	t	ou	31	度	tou31	思～		
2718	l	ɔŋ	21	囊	lɔŋ21	背～		
2719	l	ɔk	3	諾	lɔk3	承～，～言		
2720	l	ɔŋ	21	郎	lɔŋ21	新～；姓，～平		
2721	l	ɔŋ	21	廊	lɔŋ21	走～		
2722	l	œŋ	21	狼	lœŋ21	～狈，豺～		
2723	l	œŋ	21	螂	lœŋ21	螳～		
2724	l	ɔŋ	13	朗	lɔŋ23	～诵，明～		
2725	l	ɔŋ	31	浪	lɔŋ31	风～，～费		
2726	l	ɔk	2	落	lɔk31	下落	lɔk31	1
2727	l	ɔk	3	烙	lɔk3	～印		
2728	l	ɔk	3	駱	lɔk3	～驼		
2729	l	ɔk	3	洛	lɔk3	～阳（地名）		
2730	l	ɔk	3	絡	lɔk3	联～		
2731	l	ɔk	2	樂	lɔk31	～观，快～		
2732	tʃ	ɔŋ	55	贓	tʃɔŋ55	～款，贪～枉法		
2733	tʃ	ɔŋ	55	髒	tʃɔŋ55	肮～		
2734	tʃ	ɔŋ	13	葬	tʃɔŋ23	埋～，落～		
2735	tʃ	ɔk	3	作	tʃɔk3	工～，种～	tʃɔk33	黄阁
2736	tʃʰ	ɔŋ	55	倉	tʃʰɔŋ55	～库		
2737	tʃʰ	ɔŋ	55	蒼	tʃʰɔŋ55	～白		
2738	tʃʰ	ɔ	13	錯	tʃʰɔ23	～开，～杂		
2739	tʃʰ	ɔŋ	21	藏	tʃʰɔŋ21	隐～		
2740	tʃʰ	ɔŋ	21	藏	tʃʰɔŋ21	西～，～族		
2741	tʃ	ɔŋ	31	臟	tʃɔŋ31	内～		
2742	tʃ	ɔk	2	鑿	tʃɔk31	用凿子凿		
2743	tʃ	ɔk	3	昨	tʃɔk3	昨天		
2744	ʃ	ɔŋ	55	桑	ʃɔŋ55	～叶	ʃɔŋ55	1
2745	ʃ	ɔŋ	55	喪	ʃɔŋ55	婚～，～事		
2746	ʃ	ɔŋ	55	嗓	ʃɔŋ55	金～子		
2747	ʃ	ɔŋ	13	喪	ʃɔŋ23	～失		
2748	ʃ	ɔk	3	索	ʃɔk3	绳子，线～		
2749	k	ɔŋ	55	岡	kɔŋ55	井～山（地名）		
2750	k	ɔŋ	55	崗	kɔŋ55	站～，～位		
2751	k	ɔŋ	55	剛	kɔŋ55	～才，～好		
2752	k	ɔŋ	55	綱	kɔŋ55	～常，大～		
2753	k	ɔŋ	55	鋼	kɔŋ55	炼～，～笔		
2754	k	ɔŋ	55	缸	kɔŋ55	水～		
2755	k	ɔŋ	55	杠	kɔŋ55	高低～		
2756	k	ɔk	3	各	kɔk3	～人	kɔk33	黄阁
2757	k	ɔk	3	閣	kɔk3	～楼；～下		
2758	k	ɔk	3	擱	kɔk3	耽～		
2759	h	ɔŋ	55	康	hɔŋ55	健～		
2760	h	ɔŋ	55	糠	hɔŋ55	谷～		
2761	h	ɔŋ	35	慷	hɔŋ25	～慨		
2762	kʰ	ɔŋ	13	抗	kʰɔŋ23	反～，～战	kʰɔŋ23	1
2763				囥		藏		
2764		ɔŋ	21	昂	ɔŋ21	～首挺胸，气～～		
2765		ɔk	2	鄂	ɔk31	湖北简称		
2766		ɔk	2	鰐	ɔk31	～鱼		
2767	h	ɔŋ	21	行	hɔŋ21	银～		
2768	h	ɔŋ	21	航	hɔŋ21	～行，～线		
2769	h	ɔŋ	21	杭	hɔŋ21	～州		
2770	h	ɔk	2	鶴	hɔk31	仙～		
2771		ɔŋ	31	骯	ɔŋ31	～脏		
2772		ɔk	3	惡	ɔk3	善～，～霸		
2773	l	ɔŋ	21	娘	lɔŋ21	姑～	lɔŋ21	1
2774	j	ɔŋ	31	釀	jɔŋ31	～豆腐[训]		
2775	l	ɔŋ	21	良	lɔŋ21	～好，优～	lɔŋ21	1
2776	l	ɔŋ	21	凉	lɔŋ21	天～		
2777	l	ɔŋ	31	量	lɔŋ31	衡～，～尺寸	lɔŋ31	1
2778	l	ɔŋ	21	糧	lɔŋ21	～食		
2779	l	œŋ	21	樑	lœŋ21	姓；～山（地名）		
2780	l	œŋ	21	粱	lœŋ21	高～，黄～美梦		
2781	l	ɔŋ	13	兩	lɔŋ23	～个		
2782	l	ɔŋ	35	兩	lɔŋ25	半斤八～		
2783	l	ɔŋ	31	亮	lɔŋ31	明～		
2784	l	ɔŋ	31	諒	lɔŋ31	原～，～解		
2785	l	ɔŋ	35	輛	lɔŋ25	车～，两～		
2786	l	ɔŋ	31	量	lɔŋ31	数～	lɔŋ31	1
2787	l	ɔk	3	略	lɔk3	省～		
2788	l	ɔk	3	掠	lɔk3	～夺		
2789	tʃ	ɔŋ	55	將	tʃɔŋ55	～来；～军		
2790	tʃ	ɔŋ	55	漿	tʃɔŋ55	豆～，～糊		
2791	tʃ	ɔŋ	35	蔣	tʃɔŋ25	姓，～介石		
2792	tʃ	ɔŋ	35	獎	tʃɔŋ25	～金，得～		
2793	tʃ	ɔŋ	35	槳	tʃɔŋ25	船～		
2794	tʃ	ɔŋ	13	醬	tʃɔŋ23	沙茶～，辣椒～		
2795	tʃ	ɔŋ	35	將	tʃɔŋ25	大～，～士		
2796	tʃ	ɔk	3	爵	tʃɔk3	官～，～位		
2797	tʃ	ɔk	3	雀	tʃɔk3	麻～，～斑		
2798	tʃʰ	ɔŋ	55	槍	tʃʰɔŋ55	手～		
2799	tʃʰ	ɔŋ	35	搶	tʃʰɔŋ25	～劫		
2800	tʃ	ɔk	3	鵲	tʃɔk3	喜～，鸦～		
2801	tʃʰ	ɔŋ	21	牆	tʃʰɔŋ21	～壁		
2802	tʃ	ɔŋ	31	匠	tʃɔŋ31	木～		
2803	tʃ	ɔk	3	嚼	tʃɔk3	咀～，～碎		
2804	ʃ	ɔŋ	55	相	ʃɔŋ55	互～，～打（打架）		
2805	ʃ	œŋ	55	箱	ʃœŋ55	皮～		
2806	ʃ	ɔŋ	55	廂	ʃɔŋ55	～房，车～		
2807	ʃ	ɔŋ	55	湘	ʃɔŋ55	湖南简称，～江		
2808	ʃ	ɔŋ	55	襄	ʃɔŋ55	～阳（地名）		
2809	ʃ	ɔŋ	55	鑲	ʃɔŋ55	～牙		
2810	ʃ	ɔŋ	35	想	ʃɔŋ25	～法，思～		
2811	ʃ	ɔŋ	13	相	ʃɔŋ23	宰～，看～，～貌		
2812	ʃ	ɔk	3	削	ʃɔk3	～皮，剥～	ʃɔk33	黄阁
2813	tʃʰ	ɔŋ	21	詳	tʃʰɔŋ21	～细		
2814				祥		慈～，吉～		
2815	tʃ	ɔŋ	31	象	tʃɔŋ31	气～		
2816	tʃ	ɔŋ	31	象	tʃɔŋ31	大～		
2817	tʃ	ɔŋ	31	象	tʃɔŋ31	印～，想～		
2818	tʃ	ɔŋ	31	像	tʃɔŋ31	好～，相～		
2819	tʃ	ɔŋ	31	像	tʃɔŋ31	头～，～章		
2820	tʃ	ɔŋ	31	橡	tʃɔŋ31	～胶，～树		
2821	tʃ	ɔŋ	55	張	tʃɔŋ55	紧～；姓；装东西		
2822	tʃ	ɔŋ	35	長	tʃɔŋ25	生～，省～		
2823	tʃ	ɔŋ	13	漲	tʃɔŋ23	～价，～潮		
2824	tʃ	ɔŋ	35	帳	tʃɔŋ25	蚊～		
2825	tʃ	ɔŋ	35	賬	tʃɔŋ25	算～，～簿		
2826	tʃ	ɔŋ	35	脹	tʃɔŋ25	～肚，膨～		
2827	tʃ	ɔk	2	着	tʃɔk31	～衫（穿衣服）		
2828	tʃʰ	ɔŋ	13	暢	tʃʰɔŋ23	～快，通～		
2829	tʃʰ	ɔŋ	21	長	tʃʰɔŋ21	～期，～短		
2830	tʃʰ	ɔŋ	21	腸	tʃʰɔŋ21	猪～，～胃		
2831	tʃʰ	ɔŋ	21	場	tʃʰɔŋ21	排～，～地		
2832	tʃ	ɔŋ	31	丈	tʃɔŋ31	三丈		
2833	tʃ	ɔŋ	31	丈	tʃɔŋ31	姑～		
2834	tʃ	ɔŋ	13	仗	tʃɔŋ23	打～；炮～（鞭炮）		
2835	tʃ	ɔŋ	31	杖	tʃɔŋ31	拐～		
2836	tʃ	ɔk	2	着	tʃɔk31	～火		
2837	tʃ	ɔŋ	55	莊	tʃɔŋ55	～园；姓		
2838	tʃ	ɔŋ	55	裝	tʃɔŋ55	假～		
2839	tʃ	ɔŋ	55	妝	tʃɔŋ55	化～		
2840	tʃ	ɔŋ	13	壯	tʃɔŋ23	强～		
2841	tʃʰ	ɔŋ	55	瘡	tʃʰɔŋ55	痔～		
2842	tʃʰ	ɔŋ	35	闖	tʃʰɔŋ25	～祸，李～王		
2843	tʃʰ	ɔŋ	13	創	tʃʰɔŋ23	开～，～造		
2844	tʃʰ	ɔŋ	21	牀	tʃʰɔŋ21	眠～		
2845	tʃ	ɔŋ	31	狀	tʃɔŋ31	告～，～元，～态		
2846	ʃ	ɔŋ	55	霜	ʃɔŋ55	落～，～降		
2847	ʃ	ɔŋ	55	孀	ʃɔŋ55	遗～		
2848	ʃ	ɔŋ	35	爽	ʃɔŋ25	～快，直～		
2849	tʃ	ɔŋ	55	章	tʃɔŋ55	姓；文～		
2850	tʃ	ɔŋ	55	樟	tʃɔŋ55	～脑丸；～木头（地名）		
2851	tʃ	ɔŋ	35	掌	tʃɔŋ25	巴～，～握		
2852	tʃ	ɔŋ	55	障	tʃɔŋ55	保～		
2853	tʃ	ɔŋ	55	瘴	tʃɔŋ55	～气		
2854	tʃ	ɔŋ	55	嶂	tʃɔŋ55	耸立如屏障的山峰		
2855	tʃ	ɔk	2	酌	tʃɔk31	斟～，～情		
2856	tʃʰ	ɔŋ	55	昌	tʃʰɔŋ55	～盛	tʃʰɔŋ55	1
2857	tʃʰ	ɔŋ	55	菖	tʃʰɔŋ55	～蒲		
2858	tʃʰ	ɔŋ	35	廠	tʃʰɔŋ25	～长		
2859	tʃʰ	ɔŋ	13	唱	tʃʰɔŋ23	～歌	tʃʰɔŋ23	1
2860	tʃʰ	ɔŋ	55	倡	tʃʰɔŋ55	提～		
2861	tʃʰ	ɔk	3	綽	tʃʰɔk3	～～有余，～号		
2862	ʃ	ɔŋ	55	商	ʃɔŋ55	～量，经～		
2863	ʃ	ɔŋ	55	傷	ʃɔŋ55	受～		
2864	ʃ	ɔŋ	55	賞	ʃɔŋ55	欣～，～金		
2865	h	œŋ	35	餉	hœŋ25	军～		
2866	ʃ	ɔŋ	21	常	ʃɔŋ21	经～，～识；姓		
2867	ʃ	ɔŋ	21	嘗	ʃɔŋ21	～试，品～		
2868	ʃ	ɔŋ	21	償	ʃɔŋ21	赔～		
