字	片	区	小片	方言点	声母	韵母	调值	调类	备注
什	闽东区	侯官片		古田	ts	ak	5	阳入	什物。
仁	闽东区	侯官片		古田	0	iŋ	33	阳平	
仅	闽东区	侯官片		古田	k	iŋ	42	上声	
今	闽东区	侯官片		古田	k	iŋ	55	阴平	
介	闽东区	侯官片		古田	k	ai	21	阴去	
仓	闽东区	侯官片		古田	tsʰ	ouŋ	55	阴平	
他	閩東區	侯官片		古田	tʰ	a	55	陰平	
付	閩東區	侯官片		古田	h	u	21	陰去	
仙	闽东区	侯官片		古田	s	ieŋ	55	阴平	
代	闽东区	侯官片		古田	t	oi/ai	324	阳去	
令	闽东区	侯官片		古田	l	iaŋ	324	阳去	
以	闽东区	侯官片		古田	0	i	42	上声	
仰	闽东区	侯官片		古田	ŋ	yøŋ	42	上声	
件	闽东区	侯官片		古田	k	yøŋ	324	阳去	
任	闽东区	侯官片		古田	0	iŋ	324	阳去	
伊	閩東區	侯官片		古田	0	i	55	陰平	
伍	闽东区	侯官片		古田	ŋ	u	42	上声	
伏	闽东区	侯官片		古田	h	uk	5	阳入	
伐	闽东区	侯官片		古田	h/pʰ	uak	5	阳入	文读，伐步。
休	闽东区	侯官片		古田	h	iu	55	阴平	
会	闽东区	侯官片		古田	h	uoi	324	阳去	
伞	闽东区	侯官片		古田	s	aŋ	42	上声	
伟	闽东区	侯官片		古田	0	ui	42	上声	
传	闽东区	侯官片		古田	t	uoŋ	324	阳去	传记。
伤	闽东区	侯官片		古田	s	yøŋ	55	阴平	
伪	闽东区	侯官片		古田	ŋ	ui	324	阳去	
伯	闽东区	侯官片		古田	p	eik	2	阴入	
估	闽东区	侯官片		古田	k	u	42	上声	
伴	闽东区	侯官片		古田	p/pʰ	uaŋ	324	阳去	
伶	闽东区	侯官片		古田	l	iŋ	33	阳平	
伸	闽东区	侯官片		古田	s	iŋ	55	阴平	
似	闽东区	侯官片		古田	s	y	324	阳去	
佈	闽东区	侯官片		古田	p	uo	21	阴去	
位	闽东区	侯官片		古田	0	ui	324	阳去	
低	闽东区	侯官片		古田	t	ɛ/i	55	阴平	
住	闽东区	侯官片		古田	t/ts	iu/y	324	阳去	
余	閩東區	侯官片		古田	0	y	33	陽平	
佛	闽东区	侯官片		古田	h	uk	5	阳入	
佩	闽东区	侯官片		古田	p	uoi	324	阳去	
佮	闽东区	侯官片		古田	k	ak	2	阴入	合伙。
佳	闽东区	侯官片		古田	k	a	55	阴平	
使	闽东区	侯官片		古田	s	ai/y	21	阴去	出使，大使，白读。
來	闽东区	侯官片		古田	l	i/ai	33	阳平	
侈	闽东区	侯官片		古田	tsʰ	ie	55	阴平	
例	闽东区	侯官片		古田	l	ie	324	阳去	
侍	闽东区	侯官片		古田	s	ai	324	阳去	
供	闽东区	侯官片		古田	k	yŋ	21	阴去	上供。
依	闽东区	侯官片		古田	0	i	55	阴平	
侠	闽东区	侯官片		古田	h	iek	5	阳入	
侦	闽东区	侯官片		古田	t	iaŋ	42	上声	
侧	闽东区	侯官片		古田	tsʰ	ik	2	阴入	
侨	闽东区	侯官片		古田	k	iau	33	阳平	
侬	闽东区	侯官片		古田	n	øyŋ	33	阳平	人。
侯	闽东区	侯官片		古田	h	ɛu	33	阳平	
侵	闽东区	侯官片		古田	ts/tsʰ	iŋ	55	阴平	
促	闽东区	侯官片		古田	t/tsʰ	yk/øyk	2	阴入	
俄	闽东区	侯官片		古田	ŋ	o	33	阳平	
俊	闽东区	侯官片		古田	ts	uŋ	21	阴去	
俏	闽东区	侯官片		古田	s	iau	21	阴去	
俗	闽东区	侯官片		古田	s	yk	5	阳入	
保	闽东区	侯官片		古田	p	o	42	上声	
俞	闽东区	侯官片		古田	0	y	33	阳平	
俠	闽东区	侯官片		古田	h	iek	5	阳入	
信	闽东区	侯官片		古田	s	iŋ	21	阴去	
俭	闽东区	侯官片		古田	k	ieŋ	324	阳去	
修	闽东区	侯官片		古田	s	iu	55	阴平	
俯	闽东区	侯官片		古田	h	u	42	上声	
俸	闽东区	侯官片		古田	h	uŋ	324	阳去	
倉	闽东区	侯官片		古田	tsʰ	ouŋ	55	阴平	
倍	閩東區	侯官片		古田	p	uoi	324	陽去	
倒	闽东区	侯官片		古田	t	o	42	上声	打倒。
候	閩東區	侯官片		古田	h	ɛu	324	陽去	
倚	闽东区	侯官片		古田	0	ai	42	上声	
倣	闽东区	侯官片		古田	h	uoŋ	42	上声	
倦	闽东区	侯官片		古田	k	uoŋ	324	阳去	
倪	闽东区	侯官片		古田	ŋ	ɛ	33	阳平	
债	闽东区	侯官片		古田	ts	ai	21	阴去	
倾	闽东区	侯官片		古田	kʰ	iŋ	55	阴平	
假	闽东区	侯官片		古田	k	a	42	上声	真假。
偉	闽东区	侯官片		古田	0	ui	42	上声	
偏	闽东区	侯官片		古田	pʰ	ieŋ	55	阴平	
停	闽东区	侯官片		古田	t	iŋ	33	阳平	
健	闽东区	侯官片		古田	k	iaŋ/yøŋ	324	阳去	单字读，清健。
側	闽东区	侯官片		古田	tsʰ	ik	2	阴入	
偵	闽东区	侯官片		古田	t	iaŋ	42	上声	
偶	闽东区	侯官片		古田	ŋ	ɛu	42	上声	
偷	闽东区	侯官片		古田	tʰ	au/ɛu	55	阴平	
傅	閩東區	侯官片		古田	h	u	21	陰去	
傍	闽东区	侯官片		古田	p	ouŋ	33	阳平	
傑	闽东区	侯官片		古田	k	iek	5	阳入	
傘	闽东区	侯官片		古田	s	aŋ	42	上声	
備	闽东区	侯官片		古田	p	i	324	阳去	
储	闽东区	侯官片		古田	tʰ	y	55	阴平	
催	闽东区	侯官片		古田	tsʰ	oi/ui	55	阴平	
傲	闽东区	侯官片		古田	ŋ	o	324	阳去	
傳	闽东区	侯官片		古田	t	uoŋ	324	阳去	传记。
債	闽东区	侯官片		古田	ts	ai	21	阴去	
傷	闽东区	侯官片		古田	s	yøŋ	55	阴平	
傻	閩東區	侯官片		古田	s	a	55	陰平	
傾	闽东区	侯官片		古田	kʰ	iŋ	55	阴平	
僅	闽东区	侯官片		古田	k	iŋ	42	上声	
像	閩東區	侯官片		古田	tsʰ	yøŋ	324	陽去	
僑	闽东区	侯官片		古田	k	iau	33	阳平	
僞	闽东区	侯官片		古田	ŋ	ui	324	阳去	
僧	闽东区	侯官片		古田	ts	eiŋ	55	阴平	
僵	闽东区	侯官片		古田	k	yøŋ	55	阴平	
價	闽东区	侯官片		古田	k	a	21	阴去	
僻	闽东区	侯官片		古田	pʰ	iaʔ	2	阴入	
儂	闽东区	侯官片		古田	n	øyŋ	33	阳平	人。
億	闽东区	侯官片		古田	0	i	21	阴去	
儉	闽东区	侯官片		古田	k	ieŋ	324	阳去	
優	闽东区	侯官片		古田	0	iu	55	阴平	
儲	闽东区	侯官片		古田	tʰ	y	55	阴平	
允	闽东区	侯官片		古田	0	yŋ	42	上声	
元	闽东区	侯官片		古田	ŋ	uoŋ	33	阳平	
兄	闽东区	侯官片		古田	h	iaŋ/iŋ	55	阴平	
充	闽东区	侯官片		古田	tsʰ	yŋ	55	阴平	
兆	閩東區	侯官片		古田	t	iau	324	陽去	
先	闽东区	侯官片		古田	s	eiŋ/ieŋ	55	阴平	
光	闽东区	侯官片		古田	k	uoŋ	55	阴平	
兌	闽东区	侯官片		古田	t	oi	324	阳去	
免	闽东区	侯官片		古田	m	ieŋ	42	上声	
兒	闽东区	侯官片		古田	0	i	33	阳平	
兔	闽东区	侯官片		古田	tʰ	u	21	阴去	
兜	闽东区	侯官片		古田	t	au	55	阴平	
入	闽东区	侯官片		古田	0	ik	5	阳入	
內	闽东区	侯官片		古田	n	oi	324	阳去	
全	闽东区	侯官片		古田	ts	uoŋ	33	阳平	
兩	闽东区	侯官片		古田	l	aŋ/yøŋ	324/42	阳去/上声	
八	闽东区	侯官片		古田	p	eik	2	阴入	
公	闽东区	侯官片		古田	k	øyŋ/uŋ	55	阴平	文读，相公。
六	闽东区	侯官片		古田	l	øyk	5	阳入	
共	閩東區	侯官片		古田	k	øyŋ/yŋ	324	陽去	
关	闽东区	侯官片		古田	k	uoŋ/uaŋ	55	阴平	
兴	闽东区	侯官片		古田	0	iŋ	55	阴平	
兵	闽东区	侯官片		古田	p	iŋ	55	阴平	
具	闽东区	侯官片		古田	k	y	324	阳去	
典	闽东区	侯官片		古田	t	eiŋ/ieŋ	42	上声	
兼	闽东区	侯官片		古田	k	ieŋ	55	阴平	
兽	闽东区	侯官片		古田	s	iu	21	阴去	
内	闽东区	侯官片		古田	n	oi	324	阳去	
冈	闽东区	侯官片		古田	k	ouŋ	55	阴平	
冊	闽东区	侯官片		古田	tsʰ	aʔ	2	阴入	
册	闽东区	侯官片		古田	tsʰ	aʔ	2	阴入	
再	闽东区	侯官片		古田	ts	ai	21	阴去	
冒	閩東區	侯官片		古田	m	o	324	陽去	
写	闽东区	侯官片		古田	s	ia	42	上声	
军	闽东区	侯官片		古田	k	uŋ	55	阴平	
农	闽东区	侯官片		古田	n	u/uŋ	33	阳平	单字读，农民。
冢	闽东区	侯官片		古田	tʰ	yŋ	42	上声	
冤	闽东区	侯官片		古田	0	uoŋ	55	阴平	
冥	闽东区	侯官片		古田	m	aŋ	33	阳平	
冬	閩東區	侯官片		古田	t	øyŋ/uŋ	55	陰平	
冰	闽东区	侯官片		古田	p	iŋ	55	阴平	
冲	闽东区	侯官片		古田	tsʰ	yŋ	55	阴平	
冶	闽东区	侯官片		古田	0	ia	42	上声	
冷	闽东区	侯官片		古田	l	eiŋ	42	上声	
准	闽东区	侯官片		古田	ts	uŋ	42	上声	
凊	闽东区	侯官片		古田	tsʰ	iŋ	21	阴去	
凌	闽东区	侯官片		古田	l	iŋ	33	阳平	
凝	闽东区	侯官片		古田	ŋ	ik/iŋ	5/33	阳入/阳平	
凡	闽东区	侯官片		古田	h	uaŋ	33	阳去	
凤	闽东区	侯官片		古田	h	uŋ	324	阳去	
凯	闽东区	侯官片		古田	kʰ	ai	42	上声	
凱	闽东区	侯官片		古田	kʰ	ai	42	上声	
凶	闽东区	侯官片		古田	h	yŋ	55	阴平	
击	闽东区	侯官片		古田	k	ik	2	阴入	
函	闽东区	侯官片		古田	h	aŋ	33	阳平	
凿	闽东区	侯官片		古田	ts/tsʰ	ouk/øyk	5	阳入	
刀	闽东区	侯官片		古田	t	o	55	阴平	
刁	闽东区	侯官片		古田	t	iau	55	阴平	
刃	闽东区	侯官片		古田	0	iŋ	324	阳去	
分	闽东区	侯官片		古田	h/p	uŋ/uoŋ	55	阴平	
切	闽东区	侯官片		古田	tsʰ	iek	2	阴入	
刊	闽东区	侯官片		古田	kʰ	aŋ	55	阴平	
刑	闽东区	侯官片		古田	h	iŋ	33	阳平	
刘	闽东区	侯官片		古田	l	au	33	阳平	
则	闽东区	侯官片		古田	ts	eik	2	阴入	
刚	闽东区	侯官片		古田	k	ouŋ	55	阴平	
初	闽东区	侯官片		古田	tsʰ	œ/u	55	阴平	
删	闽东区	侯官片		古田	s	aŋ	55	阴平	
判	闽东区	侯官片		古田	pʰ	uaŋ	21	阴去	
別	闽东区	侯官片		古田	p	eik/iek	2	阴入	区别，捌。
利	閩東區	侯官片		古田	l	i	21/324	陰去/陽去	貪利，順利。
刪	闽东区	侯官片		古田	s	aŋ	55	阴平	
刮	闽东区	侯官片		古田	k	uak	2	阴入	
到	闽东区	侯官片		古田	t	o	21	阴去	
制	閩東區	侯官片		古田	ts	ie	21	陰去	
刷	闽东区	侯官片		古田	s	ouk	2	阴入	
刺	閩東區	侯官片		古田	tsʰ	ie/y	21	陰去	
刻	闽东区	侯官片		古田	kʰ	eik	2	阴入	
剃	闽东区	侯官片		古田	tʰ	ie	21	阴去	
則	闽东区	侯官片		古田	ts	eik	2	阴入	
削	闽东区	侯官片		古田	s	uok	2	阴入	
前	闽东区	侯官片		古田	s/ts	eiŋ/ieŋ	33	阳平	
剎	闽东区	侯官片		古田	s	ak	2	阴入	
剐	闽东区	侯官片		古田	k	ua	42	上声	
剔	闽东区	侯官片		古田	tʰ	ik	5/2	阳入/阴入	单字读，选出。
剛	闽东区	侯官片		古田	k	ouŋ	55	阴平	
剝	闽东区	侯官片		古田	p	uoʔ	2	阴入	
剧	闽东区	侯官片		古田	k/kʰ	yøk	2/5	阴入/阳入	单字读，剧本。
剩	闽东区	侯官片		古田	s	iŋ	324	阳去	
剪	闽东区	侯官片		古田	ts	eiŋ	42	上声	
剮	闽东区	侯官片		古田	k	ua	42	上声	
割	闽东区	侯官片		古田	k	ak	2	阴入	
劃	闽东区	侯官片		古田	0/h/pʰ	eik	5	阳入	计划，单字读，蜀划。
劇	闽东区	侯官片		古田	k/kʰ	yøk	2/5	阴入/阳入	单字读，剧本。
劈	闽东区	侯官片		古田	pʰ	iek	2	阴入	
劉	闽东区	侯官片		古田	l	au	33	阳平	
劍	闽东区	侯官片		古田	k	ieŋ	21	阴去	
劒	闽东区	侯官片		古田	k	ieŋ	21	阴去	
劔	闽东区	侯官片		古田	k	ieŋ	21	阴去	
力	閩東區	侯官片		古田	l	ik	5	陽入	
劝	闽东区	侯官片		古田	kʰ	uoŋ	21	阴去	
功	闽东区	侯官片		古田	k	uŋ	55	阴平	
加	闽东区	侯官片		古田	k	a	55	阴平	
劣	闽东区	侯官片		古田	l	uoʔ	2	阴入	
动	闽东区	侯官片		古田	t	øyŋ/uŋ	324	阳去	
助	闽东区	侯官片		古田	ts	œ/u	324	阳去	
努	閩東區	侯官片		古田	n	u	42	上聲	
励	闽东区	侯官片		古田	l	ɛ	324	阳去	
劲	闽东区	侯官片		古田	k	iŋ	21	阴去	
劳	闽东区	侯官片		古田	l	o	33	阳平	
勁	闽东区	侯官片		古田	k	iŋ	21	阴去	
勃	闽东区	侯官片		古田	p	uok	2	阴入	
勇	闽东区	侯官片		古田	0	yŋ	42	上声	
勉	闽东区	侯官片		古田	m	ieŋ	42	上声	
勋	闽东区	侯官片		古田	h	yŋ	55	阴平	
勒	闽东区	侯官片		古田	l	eik	5	阳入	
動	閩東區	侯官片		古田	t	øyŋ/uŋ	324	陽去	
勛	闽东区	侯官片		古田	h	yŋ	55	阴平	
勞	闽东区	侯官片		古田	l	o	33	阳平	
募	闽东区	侯官片		古田	m	ouk	5	阳入	
勤	闽东区	侯官片		古田	kʰ	yŋ	33	阳平	
勳	闽东区	侯官片		古田	h	yŋ	55	阴平	
勵	闽东区	侯官片		古田	l	ɛ	324	阳去	
勸	闽东区	侯官片		古田	kʰ	uoŋ	21	阴去	
勻	闽东区	侯官片		古田	0	yŋ	33	阳平	
勿	闽东区	侯官片		古田	0	uk	5	阳入	
包	闽东区	侯官片		古田	p	au	55	阴平	
化	闽东区	侯官片		古田	h	ua	21	阴去	
北	闽东区	侯官片		古田	p	øyk	2	阴入	
匙	闽东区	侯官片		古田	s	ie	33	阳平	
匠	闽东区	侯官片		古田	tsʰ	yøŋ	21	阴去	
匣	閩東區	侯官片		古田	0	ak	5	陽入	
匪	闽东区	侯官片		古田	pʰ	i	42	上声	
匹	闽东区	侯官片		古田	pʰ	ik	2	阴入	
区	闽东区	侯官片		古田	kʰ	y	55	阴平	
匾	闽东区	侯官片		古田	p	ieŋ	42	上声	
區	闽东区	侯官片		古田	kʰ	y	55	阴平	
十	闽东区	侯官片		古田	s	eik	5	阳入	
千	閩東區	侯官片		古田	tsʰ	ieŋ	55	陰平	
升	闽东区	侯官片		古田	s/ts	iŋ	55	阴平	文读，升斗。
午	闽东区	侯官片		古田	ŋ	u	42	上声	
半	闽东区	侯官片		古田	p	uaŋ	21	阴去	
协	闽东区	侯官片		古田	h	iek	5	阳入	
卑	闽东区	侯官片		古田	p	i	55	阴平	
卓	闽东区	侯官片		古田	t	oʔ/ouk	2	阴入	
協	闽东区	侯官片		古田	h	iek	5	阳入	
单	閩東區	侯官片		古田	t	aŋ	55	陰平	
卖	闽东区	侯官片		古田	m	ɛ	324	阳去	
南	闽东区	侯官片		古田	n	aŋ	33	阳平	
博	闽东区	侯官片		古田	p	ouk	2	阴入	
卜	闽东区	侯官片		古田	p	uoʔ/ouk	2	阴入	
卢	闽东区	侯官片		古田	l	u	33	阳平	
卦	闽东区	侯官片		古田	k	ua	21	阴去	
卫	閩東區	侯官片		古田	0	uoi	324	陽去	
卯	闽东区	侯官片		古田	m	au	42	上声	
印	闽东区	侯官片		古田	0	iŋ	21	阴去	
危	闽东区	侯官片		古田	ŋ	ui	33	阳平	
即	闽东区	侯官片		古田	ts	ik	2	阴入	
卵	闽东区	侯官片		古田	l	ouŋ/uaŋ	324/42	阳去/上声	
卸	闽东区	侯官片		古田	s	ia	21	阴去	
卻	闽东区	侯官片		古田	kʰ	yøk	2	阴入	
卿	闽东区	侯官片		古田	kʰ	iŋ	55	阴平	
厅	闽东区	侯官片		古田	tʰ	iaŋ/iŋ	55	阴平	
历	闽东区	侯官片		古田	l	ɛ/ik	324/5	阳去/阳入	
厉	闽东区	侯官片		古田	l	i	324	阳去	
压	闽东区	侯官片		古田	0	ak	2	阴入	
厚	闽东区	侯官片		古田	h/k	ɛu/au	324	阳去	
原	闽东区	侯官片		古田	ŋ	uoŋ	33	阳平	
厲	闽东区	侯官片		古田	l	i	324	阳去	
县	闽东区	侯官片		古田	h	eiŋ/ieŋ	33	阳平	文读，悬下，高。
参	闽东区	侯官片		古田	s	eiŋ	55	阴平	
參	闽东区	侯官片		古田	s	eiŋ	55	阴平	
又	闽东区	侯官片		古田	0	iu	324	阳去	
叉	閩東區	侯官片		古田	tsʰ	a	55	陰平	
及	闽东区	侯官片		古田	k	ik	5	阳入	
友	闽东区	侯官片		古田	0	iu	42	上声	
双	閩東區	侯官片		古田	s	øyŋ	55	陰平	
发	闽东区	侯官片		古田	h/m	uak/uok	2	阴入	
叔	闽东区	侯官片		古田	ts	yk	2	阴入	
取	闽东区	侯官片		古田	tsʰ	y	42	上声	
受	闽东区	侯官片		古田	s	iu	324	阳去	
变	闽东区	侯官片		古田	p	ieŋ	21	阴去	
口	闽东区	侯官片		古田	kʰ	au/ɛu	42	上声	
古	閩東區	侯官片		古田	k/kʰ	u	42	上聲	單字讀，古田。
句	闽东区	侯官片		古田	k	au/ɛu	55	阴平	
叫	闽东区	侯官片		古田	k	ɛ/iau	21	阴去	单字读，大叫。
可	闽东区	侯官片		古田	kʰ	o	42	上声	
史	闽东区	侯官片		古田	s	y	42	上声	
各	闽东区	侯官片		古田	k	ouk	2	阴入	
合	闽东区	侯官片		古田	h/k	ak	5	阳入	单字读，黏住。
吉	闽东区	侯官片		古田	k	ik	2	阴入	
同	闽东区	侯官片		古田	t	øyŋ/uŋ	33	阳平	
名	闽东区	侯官片		古田	m	iaŋ/iŋ	33	阳平	
后	閩東區	侯官片		古田	h	ɛu	324	陽去	
吏	闽东区	侯官片		古田	l	i	324	阳去	
吐	闽东区	侯官片		古田	tʰ	u	42	上声	
吓	闽东区	侯官片		古田	h	iaʔ	2	阴入	
君	闽东区	侯官片		古田	k	uŋ	55	阴平	
吝	闽东区	侯官片		古田	l	iŋ	324	阳去	
吞	闽东区	侯官片		古田	tʰ	ouŋ	55	阴平	
吠	闽东区	侯官片		古田	h/p	ie/ui	324	阳去	
否	闽东区	侯官片		古田	pʰ	ɛu	42	上声	
含	闽东区	侯官片		古田	h/k	aŋ	33	阳平	
吮	闽东区	侯官片		古田	s	uoŋ	324	阳去	舔。
吳	閩東區	侯官片		古田	ŋ	u	33	陽平	
吸	闽东区	侯官片		古田	ŋ	ik	5	阳入	
吹	闽东区	侯官片		古田	tsʰ	oi/ui	55	阴平	
吻	闽东区	侯官片		古田	0	uŋ	42	上声	
呂	闽东区	侯官片		古田	l	y	42	上声	
呈	闽东区	侯官片		古田	t/tʰ	iaŋ	33	阳平	
告	闽东区	侯官片		古田	k	œ/o	21	阴去	
员	闽东区	侯官片		古田	0	uoŋ	33	阳平	
周	闽东区	侯官片		古田	ts	iu	55	阴平	
呪	闽东区	侯官片		古田	ts	u	21	阴去	
味	闽东区	侯官片		古田	0	i	324	阳去	
呸	闽东区	侯官片		古田	pʰ	ui	33	阳平	啡痰。
呻	闽东区	侯官片		古田	tsʰ	eiŋ	55	阴平	
呼	闽东区	侯官片		古田	h/kʰ	u	55	阴平	单字读，呼鸡。
命	闽东区	侯官片		古田	m	iaŋ/iŋ	324	阳去	
咍	闽东区	侯官片		古田	h	ai	55	阴平	
咙	闽东区	侯官片		古田	l	øyŋ	33	阳平	
咸	闽东区	侯官片		古田	h	aŋ	33	阳平	
哀	闽东区	侯官片		古田	0	ai	55	阴平	
品	闽东区	侯官片		古田	pʰ	iŋ	42	上声	
哈	闽东区	侯官片		古田	h	a	55	阴平	
响	闽东区	侯官片		古田	h	yøŋ	42	上声	
員	闽东区	侯官片		古田	0	uoŋ	33	阳平	
哥	闽东区	侯官片		古田	k	o	55	阴平	
哭	闽东区	侯官片		古田	kʰ	uk	2	阴入	
哲	闽东区	侯官片		古田	t	iek	2	阴入	
哺	闽东区	侯官片		古田	pʰ	uo	42	上声	
哽	閩東區	侯官片		古田	k	aŋ	42	上聲	
唐	闽东区	侯官片		古田	t	ouŋ	33	阳平	
售	闽东区	侯官片		古田	s	iu	33	阳平	
唱	闽东区	侯官片		古田	tsʰ	yøŋ	21	阴去	
商	闽东区	侯官片		古田	s	yøŋ	55	阴平	
問	闽东区	侯官片		古田	0/m	uŋ/uoŋ	324	阳去	
啡	闽东区	侯官片		古田	pʰ	ui	33	阳平	啡痰。
啬	闽东区	侯官片		古田	s	eik	2	阴入	
啼	闽东区	侯官片		古田	tʰ	ie/ɛ	33	阳平	
善	閩東區	侯官片		古田	s	ieŋ	324	陽去	
喉	闽东区	侯官片		古田	h	œ/ɛu	33	阳平	文读，喉咙。
喊	闽东区	侯官片		古田	h	aŋ	42	上声	
喘	闽东区	侯官片		古田	tsʰ	uaŋ	42	上声	
喙	闽东区	侯官片		古田	tsʰ	ui/y	21	阴去	
喚	闽东区	侯官片		古田	h	uaŋ	21	阴去	
喜	闽东区	侯官片		古田	h	i	42	上声	
喪	闽东区	侯官片		古田	s	ouŋ	21	阴去	丧失。
喬	閩東區	侯官片		古田	k	iau	33	陽平	
單	闽东区	侯官片		古田	t	aŋ	55	阴平	
嗇	闽东区	侯官片		古田	s	eik	2	阴入	
嗝	闽东区	侯官片		古田	k	œʔ	2	阴入	拍嗝。
嘉	闽东区	侯官片		古田	k	a	55	阴平	
嘗	闽东区	侯官片		古田	s	yøŋ	33	阳平	
嘱	闽东区	侯官片		古田	ts	yk	2	阴入	
噎	闽东区	侯官片		古田	0	ik	2	阴入	
噓	闽东区	侯官片		古田	h	y	55	阴平	
器	闽东区	侯官片		古田	kʰ	i	21	阴去	
嚇	闽东区	侯官片		古田	h	iaʔ	2	阴入	
嚨	闽东区	侯官片		古田	l	øyŋ	33	阳平	
嚴	闽东区	侯官片		古田	ŋ	ieŋ	33	阳平	
嚼	闽东区	侯官片		古田	ts	yøʔ	5	阳入	
囊	闽东区	侯官片		古田	n	ouŋ	33	阳平	
囑	闽东区	侯官片		古田	ts	yk	2	阴入	
四	闽东区	侯官片		古田	s	i	21	阴去	
回	闽东区	侯官片		古田	h	uoi	33	阳平	
团	闽东区	侯官片		古田	tʰ	uaŋ	33	阳平	
困	闽东区	侯官片		古田	kʰ	ouŋ/uŋ	21	阴去	
围	閩東區	侯官片		古田	0	ui	33	陽平	
固	闽东区	侯官片		古田	k	u	21	阴去	
国	闽东区	侯官片		古田	k	uok	2	阴入	
