字	IPA	调值
椿	tʂʰuə̃	55
婿	ɕi	55
僻	pʰi	31
咬	iau	53
帖	tʰi	31
曠	kʰuã	24
事	sɿ	24
少	ʂau	53
恩	ə̃	55
走	tsəi	53
片	pʰiẽ	24
征	tʂə̃	55
匹	pʰi	55
捏	ni	31
樣	iã	24
藕	əi	53
貝	pei	24
拉	la	55
囚	tɕʰiəu	31
先	ɕiẽ	55
點	tiẽ	53
普	pʰu	53
條	tʰiau	31
息	ɕi	31
問	və̃	24
寧	nĩ	31
嚴	iẽ	31
雨	i	53
齒	tʂʰʅ	53
都	tu	55
深	ʂə̃	55
歐	əi	55
撲	pʰu	31
工	tɕʌŋ	55
拜	pai	24
兵	pĩ	55
媳	ɕi	31
春	tʂʰuə̃	55
收	ʂəi	55
談	tʰã	31
入	ʐu	31
論	luə̃	24
巴	pa	55
乾	kã	55
會	xuei	24
血	ɕie	31
防	fã	31
下	ɕia	24
騾	lo	31
淆	ɕiau	31
搭	ta	31
弓	tɕʌŋ	55
旗	tɕʰi	31
國	kue	31
庚	kə̃	55
棚	pʰʌŋ	31
妻	tɕʰi	55
完	uã	31
窮	tɕʰiʌŋ	31
己	tɕi	53
飾	ʂʅ	24
插	tʂʰa	31
央	iã	55
桌	tʂo	31
求	tɕʰiəu	31
初	tsʰu	55
謙	tɕʰiẽ	55
悴	tsʰuei	24
巢	tsʰau	31
運	ĩ	24
同	tʰʌŋ	31
鴉	ia	55
擇	tse	31
税	ʂuei	24
思	sɿ	55
倦	tɕiẽ	24
鐵	tʰi	31
歲	suei	24
衛	uei	24
前	tɕʰiẽ	31
六	lu	31
熟	ʂu	31
真	tʂə̃	55
曰	ie	55
鄰	lĩ	31
販	fã	24
店	tiẽ	24
廉	liẽ	31
二	ʐə˞	24
撑	tsʰə̃	55
頂	tĩ	53
篆	tʂuã	24
硬	ə̃	24
凡	fã	31
公	tɕʌŋ	55
小	ɕiau	53
摇	iau	31
什	ʂʅ	31
煙	iẽ	55
旁	pʰã	31
賢	ɕiẽ	31
味	vei	24
字	tsɿ	24
械	kai	24
醃	iẽ	55
仰	niã	53
奴	nu	31
誠	tʂʰə̃	31
伐	fa	31
婆	pʰo	31
總	tsʌŋ	53
裏	li	53
北	pe	31
波	po	55
作	tso	31
介	kai	24
筆	pi	31
暗	ã	24
争	tsə̃	55
時	ʂʅ	31
系	ɕi	24
貫	kuã	24
核	xe	31
甜	tʰiẽ	31
尼	ni	31
樁	tʂuã	55
高	kau	55
叛	pʰã	24
算	suã	24
删	ʂã	55
陵	lĩ	31
龍	lʌŋ	31
間	kã	55
間	tɕiẽ	55
郭	ko	31
席	ɕi	31
而	ʐə˞	31
應	ĩ	24
失	ʂʅ	31
鶯	ĩ	55
邪	ɕie	31
堅	tɕiẽ	55
由	iəu	31
慢	mã	24
蓬	pʰʌŋ	31
順	ʂuə̃	24
沿	iẽ	31
羊	iã	31
妓	tɕi	24
蔡	tsʰai	24
研	iẽ	31
坤	kʰuə̃	55
脆	tsʰuei	24
得	te	31
離	li	31
離	li	24
新	ɕĩ	55
麥	me	31
潮	tʂʰau	31
風	fʌŋ	55
到	tau	24
你	ni	53
空	tɕʰʌŋ	55
魂	xuə̃	31
等	tə̃	53
茶	tʂʰa	31
赤	tʂʰʅ	31
棲	tɕʰi	55
趙	tʂau	24
要	iau	24
納	na	31
燒	ʂau	55
有	iəu	53
用	iʌŋ	24
奶	nai	53
奶	nai	55
祖	tsu	53
蝦	ɕia	55
雄	ɕiʌŋ	31
瓜	kua	55
值	tʂʅ	31
哥	ko	55
宏	ɕʌŋ	31
刻	kʰe	31
那	na	24
狹	ɕia	31
盼	pʰã	24
鮮	ɕiẽ	55
剖	pʰo	53
管	kuã	53
驗	iẽ	24
何	xo	31
極	tɕi	31
額	e	31
假	tɕia	53
假	tɕia	24
牢	lau	31
從	tsʰʌŋ	31
厭	iẽ	24
孕	ĩ	24
臂	pei	24
慣	kuã	24
車	tʂʰe	55
剛	kã	55
隱	ĩ	53
膽	tã	53
芳	fã	55
泌	mi	31
充	tʂʰʌŋ	55
補	pu	53
察	tʂʰa	31
寨	tʂai	24
市	ʂʅ	24
欽	tɕʰĩ	55
闢	pʰi	31
崇	tsʰʌŋ	31
屢	luei	53
意	i	24
對	tuei	24
南	nã	31
鄭	tʂə̃	24
蘇	su	55
將	tɕiã	55
汗	xã	24
俗	su	31
姜	tɕiã	55
弱	ʐo	31
窩	o	55
侯	xəi	31
追	tʂuei	55
低	ti	55
低	ti	53
頭	tʰəi	31
聊	liau	31
茄	tɕʰie	31
當	tã	55
彪	piau	55
帥	ʂuai	24
厄	e	31
迫	pʰe	31
獸	ʂəi	24
昭	tʂau	55
足	tsu	31
託	tʰo	31
彎	uã	55
感	kã	53
房	fã	31
承	tʂʰə̃	31
飛	fei	55
巾	tɕĩ	55
肚	tu	53
肚	tu	24
掛	kua	24
厚	xəi	24
喜	ɕi	53
聞	və̃	31
退	tʰuei	24
戚	tɕʰi	31
恨	xə̃	24
骨	ku	31
王	uã	31
演	iẽ	53
禀	pĩ	53
腔	tɕʰiã	55
學	ɕio	31
張	tʂã	55
豆	təi	24
奏	tsəi	24
達	ta	31
扯	tʂʰe	53
譜	pʰu	53
鍋	ko	55
泰	tʰai	24
晨	ʂə̃	31
也	ie	53
桅	uei	31
直	tʂʅ	31
丘	tɕʰiəu	55
捲	tɕiẽ	53
去	tɕʰi	24
垂	tʂʰuei	31
營	ĩ	31
立	li	31
幼	iəu	24
及	tɕi	31
原	iẽ	31
强	tɕʰiã	31
生	sə̃	55
釣	tiau	24
阮	ʐuã	53
矣	i	53
堤	tʰi	31
塔	tʰa	31
吸	ɕi	31
季	tɕi	24
酌	tʂo	31
重	tʂʌŋ	24
清	tɕʰĩ	55
鼠	tʂʰu	53
汪	uã	55
雷	luei	31
道	tau	24
測	tsʰe	31
恐	tɕʰʌŋ	53
卑	pei	55
佈	pu	24
外	uai	24
消	ɕiau	55
專	tʂuã	55
世	ʂʅ	24
仙	ɕiẽ	55
古	ku	53
羅	lo	31
孤	ku	55
斤	tɕĩ	55
秀	ɕiəu	24
飯	fã	24
著	tʂo	31
把	pa	53
危	uei	31
粗	tsʰu	55
進	tɕĩ	24
更	kə̃	24
覺	tɕio	31
桑	sã	55
若	ʐo	31
朝	tʂau	55
矮	ai	53
繩	ʂuə̃	31
竹	tʂu	31
文	və̃	31
八	pa	31
媽	ma	55
部	pu	24
斜	ɕia	31
周	tʂəi	55
余	i	31
肉	ʐu	31
非	fei	55
曲	tɕʰiəu	31
鵝	o	31
畝	mu	53
貌	mau	24
連	liẽ	31
拙	tʂo	31
玩	uã	31
甚	ʂə̃	24
件	tɕiẽ	24
變	piẽ	24
森	sə̃	55
淵	iẽ	55
閲	ie	31
或	xue	31
幫	pã	55
脅	ɕie	31
很	xə̃	53
怕	pʰa	24
病	pĩ	24
再	tsai	24
鄧	tə̃	24
怎	tsə̃	53
威	uei	55
師	sɿ	55
旺	uã	24
政	tʂə̃	24
狀	tʂuã	24
瞎	ɕia	31
即	tɕi	31
赫	xe	31
兮	ɕi	55
概	kʰai	24
貞	tʂə̃	55
莫	mo	31
拍	pʰe	31
閉	pi	24
殼	kʰo	31
舉	tɕi	53
供	tɕʌŋ	55
蓋	kai	24
手	ʂəi	53
癬	ɕiẽ	53
月	ie	31
惡	o	31
改	kai	53
讀	tu	31
誰	ʂuei	31
塊	kʰuai	53
治	tʂʅ	24
急	tɕi	31
諸	tʂu	55
匙	tʂʰʅ	55
賜	tsʰɿ	24
蕭	ɕiau	55
喧	ɕiẽ	55
答	ta	31
倍	pei	24
粹	tsʰuei	24
替	tʰi	24
均	tɕĩ	55
西	ɕi	55
尺	tʂʰʅ	31
站	tʂã	24
他	tʰa	55
圓	iẽ	31
奇	tɕʰi	31
鹿	lu	31
難	nã	31
陰	ĩ	55
特	tʰe	31
集	tɕi	31
隻	tʂʅ	55
鐘	tʂʌŋ	55
滅	mi	31
橋	tɕʰiau	31
步	pu	24
題	tʰi	31
果	ko	53
趣	tɕʰi	53
逼	pi	31
促	tsʰu	31
遲	tʂʰʅ	31
累	luei	24
讓	ʐã	24
幾	tɕi	53
舅	tɕiəu	24
個	ko	24
娶	tɕi	24
傾	tɕʰĩ	53
丑	tʂʰəi	53
泊	pʰe	31
鄙	pʰi	53
夷	i	31
辣	la	31
爵	tɕio	31
永	iʌŋ	53
十	ʂʅ	31
肺	fei	24
蛙	ua	55
林	lĩ	31
悠	iəu	55
放	fã	24
望	vã	24
宿	ɕiəu	24
側	tsʰe	31
澤	tsʰe	31
靈	lĩ	31
封	fʌŋ	55
澈	tʂʰe	31
類	luei	24
栗	li	31
怪	kuai	24
戀	liẽ	24
丸	uã	31
融	iʌŋ	31
允	ĩ	53
曉	ɕiau	53
成	tʂʰə̃	31
菜	tsʰai	24
執	tʂʅ	31
序	ɕi	24
桶	tʰʌŋ	53
近	tɕĩ	24
娃	ua	31
流	liəu	31
雀	tɕʰio	31
疫	i	31
鉗	tɕʰiẽ	31
昏	xuə̃	55
端	tuã	55
劣	li	31
遂	suei	24
俊	tɕĩ	24
主	tʂu	53
饒	ʐau	31
茸	ʐʌŋ	31
雜	tsa	31
蟲	tʂʰʌŋ	31
翻	fã	55
團	tʰuã	31
伺	sɿ	24
畜	ɕiəu	31
袖	ɕiəu	24
包	pau	55
徵	tsə̃	55
性	ɕĩ	24
最	tsuei	24
通	tʰʌŋ	55
賊	tsei	31
瓦	ua	53
否	fəi	53
傑	tɕie	31
獄	iəu	31
半	pã	24
其	tɕʰi	31
約	io	31
定	tĩ	24
九	tɕiəu	53
圖	tʰu	31
馮	fʌŋ	31
酸	suã	55
微	vei	31
攪	kau	53
首	ʂəi	53
策	tsʰe	31
碑	pei	55
撞	tʂuã	24
活	xo	31
麻	ma	31
象	ɕiã	24
袍	pʰau	31
許	ɕi	53
摘	tse	31
零	lĩ	31
笑	ɕiau	24
式	ʂʅ	24
謝	ɕie	24
略	lio	31
稻	tau	24
的	ti	55
换	xuã	24
可	kʰo	53
頓	tuə̃	24
帝	ti	24
暮	mo	24
寫	ɕie	53
倉	tsʰã	55
寵	tʂʰʌŋ	53
形	ɕĩ	31
然	ʐã	31
喝	xo	55
缺	tɕʰie	31
寒	xã	31
沙	ʂa	55
方	fã	55
翠	tsʰuei	24
偵	tʂə̃	55
螢	ĩ	31
敝	pi	24
典	tiẽ	53
尹	ĩ	53
掘	tɕʰiəu	31
民	mĩ	31
戒	kai	24
宋	sʌŋ	24
技	tɕi	24
花	xua	55
歌	ko	55
化	xua	24
門	mə̃	31
苦	kʰu	53
和	xo	31
雲	ĩ	31
雲	ĩ	31
粉	fə̃	53
蕊	ʐuei	53
肥	fei	31
謀	məi	31
奪	to	31
踏	tʰa	31
糾	tɕiəu	55
堯	iau	31
素	su	24
死	sɿ	53
圍	uei	31
造	tsʰau	24
叫	tɕiau	24
哭	kʰu	31
碧	pi	31
存	tsʰuə̃	31
送	sʌŋ	24
殖	tʂʅ	31
歸	kuei	55
産	tʂʰã	53
增	tsə̃	55
些	ɕie	55
炸	tʂa	31
炸	tʂa	24
糟	tsau	55
溺	ni	31
聶	ni	31
報	pau	24
次	tsʰɿ	24
匡	kʰuã	55
行	xã	31
行	ɕĩ	31
謊	xuã	53
菊	tɕiəu	31
審	ʂə̃	53
薄	po	31
削	ɕio	31
毁	xuei	53
如	ʐu	31
自	tsɿ	24
拔	pa	31
往	uã	53
暫	tʂã	24
噎	ie	31
坡	pʰo	55
徹	tʂʰe	31
瑟	se	31
故	ku	24
旬	ɕĩ	31
老	lau	53
梯	tʰi	55
旋	ɕiẽ	31
忘	vã	31
律	li	31
兄	ɕiʌŋ	55
貓	mau	55
引	ĩ	53
散	sã	24
撒	sa	53
玉	i	24
含	xã	31
邊	piẽ	55
過	ko	24
密	mi	31
撤	tʂʰe	31
告	kau	24
弟	ti	24
碗	uã	53
賴	lai	24
齊	tɕʰi	31
詳	tɕʰiã	31
嚼	tɕio	31
笛	ti	31
長	tʂã	53
長	tʂʰã	31
住	tʂu	24
解	kai	53
甲	tɕia	31
迅	ɕĩ	24
屬	ʂu	31
吃	tʂʰʅ	31
刀	tau	55
男	nã	31
秦	tɕʰĩ	31
激	tɕi	31
奉	fʌŋ	24
爲	uei	31
爲	uei	24
農	nʌŋ	31
軋	tʂa	31
始	ʂʅ	53
士	sɿ	24
念	niẽ	24
惟	vei	31
彭	pʰʌŋ	31
肅	su	31
共	tɕʌŋ	24
染	ʐã	53
某	məi	53
力	li	31
架	tɕia	24
所	so	53
興	ɕĩ	55
爺	ie	31
河	xo	31
木	mu	31
太	tʰai	24
展	tʂã	53
遺	i	31
詩	ʂʅ	55
妥	tʰo	53
資	tsɿ	55
中	tʂʌŋ	55
監	tɕiẽ	55
揣	tʂʰuai	53
城	tʂʰə̃	31
器	tɕʰi	24
泣	tɕʰi	31
鴨	ɕia	31
伴	pã	24
金	tɕĩ	55
寅	ĩ	31
孽	ni	31
耻	tʂʰʅ	53
食	ʂʅ	31
憶	i	24
人	ʐə̃	31
英	ĩ	55
一	i	31
郎	lã	31
柔	ʐəi	31
侵	tɕĩ	55
梅	mei	31
選	ɕiẽ	53
綢	tʂʰəi	31
拆	tsʰe	31
矢	ʂʅ	53
信	ɕĩ	24
岸	ã	24
閑	ɕiẽ	31
醜	tʂʰəi	53
我	o	53
彙	luei	24
路	lu	24
全	tɕʰiẽ	31
軟	ʐuã	53
跑	pʰau	53
社	ʂe	24
氣	tɕʰi	24
臘	la	31
局	tɕiəu	31
句	tɕi	24
吕	luei	53
犬	tɕʰiẽ	53
委	uei	53
右	iəu	24
侄	tʂʅ	31
晋	tɕĩ	24
縮	so	31
貴	kuei	24
野	ie	53
位	uei	24
惹	ʐe	53
術	ʂu	31
兩	liã	53
德	te	31
荆	tɕĩ	55
皆	kai	55
緣	iẽ	31
山	ʂã	55
逸	i	31
回	xuei	31
轎	tɕiau	24
船	tʂʰuã	31
里	li	53
救	tɕiəu	24
辭	tsʰɿ	31
譯	i	31
末	mo	31
肯	kʰə̃	53
良	liã	31
虧	kʰuei	55
懷	xuai	31
設	ʂe	31
杏	ɕĩ	24
聽	tʰĩ	55
七	tɕʰi	31
鳥	niau	53
兒	ʐə˞	31
虚	ɕi	55
尾	vei	53
官	kuã	55
鋭	ʐuei	24
鬆	sʌŋ	55
孝	ɕiau	24
弘	ɕʌŋ	31
多	to	55
馬	ma	53
草	tsʰau	53
配	pʰei	24
名	mĩ	31
恤	ɕiəu	31
襖	au	53
崩	pʌŋ	55
僧	sə̃	55
節	tɕie	31
神	ʂə̃	31
惱	nau	53
歎	tʰã	24
心	ɕĩ	55
岳	io	31
縷	ləi	53
畏	uei	24
根	kə̃	55
内	nuei	24
松	sʌŋ	55
愚	i	31
隆	lʌŋ	31
檢	tɕiẽ	53
獅	sɿ	55
没	mu	31
奥	au	24
忌	tɕi	24
蛇	ʂe	31
寬	kʰuã	55
鞠	tɕiəu	31
壞	xuai	24
候	xəi	24
緩	xuã	53
葵	kʰuei	31
干	kã	55
盛	ʂə̃	24
曝	pau	24
窗	tʂʰuã	55
餐	tsʰã	55
越	ie	31
處	tʂʰu	24
乃	nai	53
還	xuã	31
敏	mĩ	53
哪	na	53
轍	tʂʰe	31
眼	iẽ	53
以	i	53
注	tʂu	24
族	tsʰu	31
雙	ʂuã	55
藍	lã	31
沉	tʂʰə̃	31
徐	ɕi	31
口	kʰəi	53
藝	i	24
戲	ɕi	24
維	vei	31
見	tɕiẽ	24
筍	suə̃	53
鼻	pi	31
了	liau	53
襪	va	31
亦	i	24
橘	tɕiəu	31
驕	tɕiau	55
猶	iəu	31
面	miẽ	24
日	ʐʅ	31
敢	kã	53
尋	ɕĩ	31
費	fei	24
君	tɕĩ	55
擲	tʂʅ	31
斯	sɿ	55
莊	tʂuã	55
壁	pi	31
拿	na	31
羽	i	53
效	ɕiau	24
壬	ʐə̃	31
三	sã	55
撇	pʰi	31
江	tɕiã	55
弦	ɕiẽ	31
課	kʰo	24
痛	tʰʌŋ	24
嘴	tsuei	53
香	ɕiã	55
正	tʂə̃	24
子	tsɿ	53
突	tʰu	31
姑	ku	55
殺	ʂa	31
結	tɕie	31
鉛	iẽ	31
帳	tʂã	24
尚	ʂã	24
爬	pʰa	31
鶴	xo	31
滚	kuə̃	53
協	ɕie	31
犯	fã	24
閃	ʂã	53
跟	kə̃	55
睡	ʂuei	24
吊	tiau	24
底	ti	53
賭	tu	53
後	xəi	24
質	tʂʅ	31
鷄	tɕi	55
横	xuə̃	31
奚	ɕi	55
姓	ɕĩ	24
坐	tso	24
玄	ɕiẽ	31
欲	iəu	31
熊	ɕiʌŋ	31
畫	xua	24
天	tʰiẽ	55
朵	to	53
地	ti	24
閘	tɕia	31
瀑	pau	24
惜	ɕi	31
乘	tʂʰə̃	31
齋	tʂai	55
敗	pai	24
妖	iau	55
紐	niəu	53
左	tso	53
漏	ləi	24
好	xau	53
昌	tʂʰã	55
懇	kʰə̃	53
幸	ɕĩ	24
只	tʂʅ	53
分	fə̃	55
糙	tsʰau	24
閏	ʐuə̃	24
徽	xuei	55
够	kəi	24
沾	tʂã	55
調	tiau	24
調	tʰiau	31
遵	tsuə̃	55
逆	ni	31
挾	tɕia	31
辱	ʐu	31
絶	tɕie	31
漸	tɕiẽ	24
葉	ie	31
罪	tsuei	24
澀	se	31
掃	sau	53
役	i	31
舵	tʰo	31
責	tse	31
暴	pau	24
身	ʂə̃	55
兑	tuei	24
肴	ɕiau	31
東	tʌŋ	55
講	tɕiã	53
椅	i	53
歷	li	31
居	tɕi	55
燎	liau	31
縣	ɕiẽ	24
植	tʂʅ	31
邦	pã	55
耕	kə̃	55
炒	tʂʰau	53
範	fã	24
品	pʰĩ	53
隨	suei	31
助	tsu	24
鬥	təi	53
狗	kəi	53
瓊	tɕʰĩ	31
况	kʰuã	24
命	mĩ	24
業	ni	31
卒	tsu	31
疑	ni	31
聚	tɕi	24
静	tɕĩ	24
關	kuã	55
盗	tau	24
醉	tsuei	24
言	iẽ	31
囊	nã	31
客	kʰe	31
印	ĩ	24
廢	fei	24
敲	kʰau	55
丕	pʰei	55
女	ni	53
佩	pʰei	24
秋	tɕʰiəu	55
雪	ɕie	31
與	i	53
嵩	sʌŋ	55
示	ʂʅ	24
希	ɕi	55
派	pʰai	24
辨	piẽ	24
瘦	səi	24
各	ko	31
怯	tɕʰio	31
害	xai	24
扇	ʂã	24
轟	ɕʌŋ	55
戌	ɕiəu	31
黍	tʂʰu	53
楚	tsʰu	53
招	tʂau	55
巷	xã	24
鋤	tsʰu	31
仍	ʐə̃	31
才	tsʰai	31
家	tɕia	55
陣	tʂə̃	24
反	fã	53
勒	le	31
舊	tɕiəu	24
寄	tɕi	24
僕	pʰu	31
友	iəu	53
出	tʂʰu	31
識	ʂʅ	31
觀	kuã	55
丁	tĩ	55
愛	ai	24
聲	ʂə̃	55
拘	tɕi	55
涯	ia	31
誦	sʌŋ	24
朗	lã	53
色	se	31
移	i	31
尤	iəu	31
銜	ɕiẽ	31
歇	ɕie	31
環	xuã	31
超	tʂʰau	55
泥	ni	31
舀	iau	53
驢	lu	31
津	tɕĩ	55
白	pe	31
現	ɕiẽ	24
慘	tsʰã	53
萌	mĩ	31
考	kʰau	53
菠	po	55
襯	tsʰə̃	24
石	ʂʅ	31
水	ʂuei	53
話	xua	24
倫	luə̃	31
黑	xe	31
曾	tsə̃	55
元	iẽ	31
秩	tsʰɿ	24
匣	ɕia	31
狂	kʰuã	31
純	ʂuə̃	31
哀	ai	55
鹹	ɕiẽ	31
卧	o	24
統	tʰʌŋ	53
瑞	ʂuei	24
柴	tʂʰai	31
亂	luã	24
醋	tsʰu	24
履	li	53
宣	ɕiẽ	55
晏	iẽ	24
晏	ã	24
罷	pa	24
偷	tʰəi	55
蝕	ʂʅ	31
例	li	24
歪	uai	55
刷	ʂua	31
吹	tʂʰuei	55
漢	xã	24
欣	ɕĩ	55
亥	xai	24
細	ɕi	24
趁	tʂʰə̃	24
吉	tɕi	31
橙	tʂʰə̃	31
愁	tsʰəi	31
貧	pʰĩ	31
孫	suə̃	55
上	ʂã	24
鏟	tʂʰã	53
絨	ʐʌŋ	31
篤	tu	31
數	su	53
數	su	24
盈	ĩ	31
星	ɕĩ	55
祥	tɕʰiã	31
榮	iʌŋ	31
跌	ti	31
憲	ɕiẽ	24
娘	niã	31
冬	tʌŋ	55
明	mĩ	31
繭	tɕiẽ	53
披	pʰi	55
職	tʂʅ	31
薛	ɕie	31
佳	tɕia	55
洛	lo	31
夾	tɕia	31
剥	po	31
接	tɕie	31
李	li	53
宗	tsʌŋ	55
秘	mi	31
惠	xuei	24
飄	pʰiau	55
脚	tɕio	31
查	tʂʰa	31
認	ʐə̃	24
開	kʰai	55
安	ã	55
翁	ʌŋ	55
園	iẽ	31
爾	ʐə˞	53
飽	pau	53
孟	mʌŋ	24
黄	xuã	31
支	tʂʅ	55
限	ɕiẽ	24
唱	tʂʰã	24
丢	tiəu	55
恭	tɕʌŋ	55
米	mi	53
罩	tʂau	24
壽	ʂəi	24
禍	xo	24
來	lai	31
却	tɕʰio	31
遍	pʰiẽ	24
單	tã	55
藥	io	31
帽	mau	24
險	ɕiẽ	53
舌	ʂe	31
虐	nio	31
