资tɿ{45}
免miɛ̃{53}
凳ɗaŋ{33}
面{见～}mie{45白}／miɛ̃{14文}
得ɗɛ{53}
灭mie{33文}
方faŋ{45}
房boŋ{223白}／baŋ{223文}
天tʰɛ{45白}／ʨʰiɛ̃{45文}
田dɛ{223白}／diɛ̃{223文}
初tʰɤu{45白}／tʰu{45文}
锄zɤu{223}
昏xuen{45}
魂ɦoŋ{223}
胸ɕioŋ{45}
雄ioŋ{33}
碗uɛ{14}
晩mã{53白}／uɛ̃{53文}
委ue{53}
尾ȵi{14}
隐in{53文}
引in{14}
比ɓi{53}
米mai{14白}／mi{53文}
九ʨiɤu{14白}／ʨiɤu{53文}
有ɦɔu{14白}／iɤu{53文}
卷{～起来}ʨyɛ{14白}／ʨyɛ̃{53文}
远yɛ{14白}／yɛ̃{53文}
付fu{14}
妇vu{14}
附fu{14}
到ɗe{33}
稻dɔu{14}
四sɿ{33白}／sɿ{14文}
寺sɿ{14}
试sɿ{33}
市zɿ{14}
示zɿ{14}
注ʨy{14}
柱ʥiɤu{14老}／ʑiɤu{14青}
住ʥiɤu{14}
见ʨie{33白}／ʨiɛ̃{14文}
件ʥie{14}
健ʨiɛ̃{14}
救ʨiɤu{33白}／ʨiɤu{14文}
舅ʥiɤu{14}
旧ʥiɤu{14}
汉xã{14文}
旱ɦã{14文}
汗{出～}uɛ{45}
八ɓa{53白}／ɓa{33文}
拔ba{53}
发{～芽}fa{53白}／fa{33文}
罚ba{53}
督ɗu{45文}
毒dɤu{53白}／du{223文}
桌tu{53白}／tuɔ{33文}
浊za{53}
失ʑie{53}
实ɕi{33}
湿sɿ{53}
十zɿ{53白}／ʑi{223文}
高ke{45白}／kɔu{45文}
猪ɗiɤu{45白}／ʨy{45文}
专ʨyɛ̃{45}
尊ten{45}
低ɗai{45白}／ɗi{45文}
边ɓie{45}
安ue{45白}／ŋã{45文}
开kʰue{45白}／kʰai{45文}
抽ʨʰiɤu{45}
初tʰɤu{45白}／tʰu{45文}
粗tʰɤu{45白}／tʰu{45文}
天tʰɛ{45白}／ʨʰiɛ̃{45文}
偏pʰie{45白}／pʰiɛ̃{45文}
婚fen{45文1}／xuen{45文2}
伤ɕiaŋ{45}
三suɔ{45白}／sã{45文}
飞fe{45}
穷ʥioŋ{223老}／ʑioŋ{223青}
陈ʑin{223}
床zoŋ{223}
才zai{223}
唐daŋ{223}
平biɔ{223白}／bin{223文}
寒ɦã{223}
神ʑin{223}
徐ʑy{223}
扶vu{223}
鹅mu{33白}／ŋuɔ{33文}
娘ȵiaŋ{33}
人ŋ̍{223老}／ɦoŋ{223青}
龙loŋ{33}
难{～题}nɛ{33白}／nã{33文}
麻mɔ{33白}／ma{33文}
文ben{223}
云{白～}ioŋ{33白}／yn{33文}
古kɤu{14}
展ʨiɛ̃{53}
纸tɿ{14白}／tɿ{53文}
走tɔu{14}
短ɗuɛ{14}
比ɓi{53}
碗uɛ{14}
口kʰɔu{14白}／kʰɤu{53文}
丑ʨʰiɤu{14}
楚tʰu{53文}
草tʰe{14白}／tʰɔu{53文}
体ʨʰi{53}
普pʰu{53}
好{～心}xe{14}
手ɕiɤu{14白}／ɕiɤu{53文}
死sɿ{14}
粉faŋ{14白}／fen{53文}
五ŋ̍{14老白}／oŋ{14青白}／u{53文}
女ȵiɤu{14白}／ȵy{53文}
染ʑie{14}
老le{14白}／lɔu{53文}
暖nuɛ{14白}／nuɛ̃{53文}
买{～进}ma{45}
网moŋ{14白}／faŋ{53文1}／uaŋ{53文2}
有ɦɔu{14白}／iɤu{53文}
近ʥin{14}
柱ʥiɤu{14老}／ʑiɤu{14青}
是zɿ{14}
坐zu{14}
淡duɔ{14}
厚ɦɔu{14白}／ɦɤu{14文}
社ʑiɔ{14白}／ʑie{14文}
父vu{14文}
盖kue{33白}／kai{14文}
帐{蚊～}ʨiaŋ{33}
正{～确}ʨiɔ{33白}／ʨin{14文}
醉ʨy{33}
对ɗue{33白}／ɗue{14文}
变ɓie{33}
爱ŋai{14}
抗kʰaŋ{14文}
唱ʨʰiaŋ{33}
菜tʰai{33白}／tʰai{14文}
怕pʰɔ{33}
汉xã{14}
世ɕie{33白}／ɕi{14文}
送saŋ{33}
放foŋ{33白}／faŋ{14文}
共ɡoŋ{14}
阵ʑiɔ{14}
助zu{14文}
贱zɛ{14}
大{～小}da{14}
病biɔ{14}
害ɦai{14}
树ʑiɤu{14白}／ʑy{14文}
谢ʑiɔ{14白}／ʑie{14文}
饭bɛ{14白1}／vɛ{14白2}／bã{14文}
岸ŋaŋ{14文}
让ʑiaŋ{14}
漏lɔu{45}
帽me{45}
望uaŋ{45}
用ioŋ{45}
急ʨi{53}
竹ɗiɤu{53白}／tu{33文}
织ʨie{53}
积ʨi{33}
得ɗɛ{53}
笔ɓi{53白}／ɓi{33文}
一i{53白}／i{33文}
曲{歌～}ʨʰy{33文}
出ʨʰy{53}
七ʨʰi{53白}／ʨʰi{33文}
黑xai{53白}／xɛ{33文}
湿sɿ{53}
锡ɕiɔ{53}
福fu{33}
割kua{53}
桌tu{53白}／tuɔ{33文}
接tai{53}
搭ɗuɔ{53}
百ɓɔ{53白}／ɓɛ{33文}
约y{53白}／iɔ{33文}
缺ʨʰyɛ{53}
尺ʨʰiɔ{53白}／ʨʰi{33文}
切{～菜}tʰai{53}
铁tʰai{53白}／ʨʰie{33文}
拍pʰɔ{53白}／pʰɛ{33文}
歇ɕie{53}
说ɕiɔ{33}
削ɕiɤu{53}
发{～芽}fa{53白}／fa{33文}
月yɛ{53白}／yɛ{33文}
入ȵi{53白}／ʑy{223文}
六liɤu{53白}／lu{33文}
纳na{33}
麦mɔ{53白}／mɛ{33文}
袜ma{53白}／ba{223文}
药ʑy{53白}／iɔ{33文}
局ʥy{223老}／ʑy{223青}
宅zɛ{223}
食ie{53白}／ɕi{53文1}／ɕi{33文2}
杂zuɔ{53白}／za{223文}
读dɤu{53}
白bɔ{53白}／bɛ{223文}
合ɦu{53白}／ɦuɔ{223文}
舌ʑie{53}
俗zu{223}
服vu{53白}／vu{223文}
巴{～结}ɓɔ{53白}／ɓa{45文}
疤ɓɔ{45}
把{～握}ɓa{53}
把{刀～}ɓɔ{33}
霸ɓa{14文}
坝ɓɔ{33}
爸ɓa{45文}
罢{～工，～官}ɓa{14}
爬bɔ{223}
怕pʰɔ{33}
妈ma{45文}
麻mɔ{33白}／ma{33文}
马mɔ{14白}／ma{53文}
骂mɔ{45}
打ɗa{14}
大da{14}
他xa{45文}
拿na{33文}
洒{～水}sa{53文}
渣tuɔ{45}
诈ta{14文}
榨tuɔ{33白}／ta{14文}
炸{～酱面，用油～}ta{14文}
炸{爆～}ta{14文}
叉{交～，刀～}tʰuɔ{45}
茶zuɔ{223白}／za{223文}
搽zuɔ{223}
查{调～}zuɔ{53白}／za{223文}
岔{～路}tʰuɔ{45}
沙suɔ{45白}／sa{45文}
纱suɔ{45}
傻xa{53文}
加ʨia{45}
嘉ʨia{45文}
家kuɔ{45白}／ka{45文1}／ʨia{45文2}
佳ʨia{45文}
假{真～}kuɔ{14白}／ʨia{53文}
贾{姓}ʨia{53文}
架kuɔ{33白}／ka{14文}
假{放～}ʨia{53}
嫁kuɔ{33白}／ka{14文}
驾ʨia{14文}
价kuɔ{33}
卡{关～；～车}kʰa{53}
虾xuɔ{45白}／ɕia{33文}
霞ia{33文}
夏ɦuɔ{14白}／ia{14文}
下{底～，～降}ɦuɔ{14白}／ia{14文}
鸦{乌～，～片}ia{33}
牙ŋuɔ{223白}／ia{33文}
芽ŋuɔ{223白}／ia{33文}
雅{～座，文～}ia{53文}
哑uɔ{14}
亚iɔ{14白}／ia{53文}
抓ʨya{45}
耍sua{14}
瓜kuɔ{45白}／kua{45文}
寡kuɔ{14白1}／kua{14白2}／kua{53文}
挂kuɔ{33}
卦kuɔ{33}
夸kʰua{45}
花xuɔ{45白}／xua{45文}
华{中～}ua{33}
画uɔ{45白1动词}／ɦuɔ{14白2名词}／ua{14文动词和名词}
化xuɔ{33白}／xua{14文}
话ɦuɔ{14}
瓦{～片}uɔ{14}
遮ʨiɔ{45}
者{记～}ʨie{53文}
车ʨʰiɔ{45白}／ʨʰie{45文}
扯ʨʰie{53}
蛇ʑiɔ{223}
舍{～得}ɕiɔ{14}
赦{～免，大～}ɕie{14文}
舍{宿～}ɕie{0}
社ʑiɔ{14白}／ʑie{14文}
惹ɛ{53文1}／lɛ{53文2}
歌ku{45白}／kuɔ{45文}
科kʰuɔ{45}
颗{～粒，一～牙齿}kʰuɔ{45文}
可kʰuɔ{53文}
课kʰuɔ{14}
河ɦu{223白}／ɦuɔ{223文}
何ɦu{223白}／ɦuɔ{223文}
荷{～花}ɦu{223白}／ɦuɔ{223文}
禾ɦu{223}
和{～气}ɦuɔ{223}
贺ɦu{14白}／ɦuɔ{14文}
蛾mu{33白}／ŋuɔ{33文}
鹅mu{33白}／ŋuɔ{33文}
俄ŋuɔ{33文}
饿mu{45}
波ɓɔ{45}
播ɓɔ{45}
玻ɓɔ{45}
坡pʰɔ{45}
婆vu{223白}／bɔ{223文}
破pʰu{33}
魔mɔ{33文}
模{～范；～子}mu{33白}／mɔ{33文}
摩{按～，～托}mɔ{33}
磨{～刀}mu{33}
磨{石～}mu{45}
多ɗu{45白}／ɗuɔ{45文}
朵ɗu{14白}／ɗuɔ{53文}
躲ɗu{14}
惰{懒～}duɔ{14文}
舵{船～，～手}du{14}
拖tʰu{45白}／tʰuɔ{45文}
驼{～背}du{223白}／duɔ{223文}
驮{～运；～子}du{14白}／duɔ{223文}
妥tʰuɔ{53文}
糯loŋ{45白1}／noŋ{45白2}
骡luɔ{33文}
罗luɔ{33}
锣lu{33}
箩lu{33}
左tuɔ{53}
坐zu{14}
做{～事，～人}tɿ{33白}／zuɔ{14文}
座zu{14白}／zuɔ{14文}
搓{～衣板}tʰu{45}
错{～误，～过}tʰuɔ{14文}
蓑{～衣}su{45}
梭suɔ{33}
锁su{14白}／suɔ{53文}
琐{繁～，～碎}suɔ{53文}
所suɔ{53}
锅{高压～，～炉}ku{45白}／kuɔ{45文}
果{水～}kuɔ{53}
裹kuɔ{53}
过ku{33}
火xu{14白}／xuɔ{53文}
祸ɦu{14}
货xu{33白}／xuɔ{14文}
我ŋuɔ{14}
卧ŋuɔ{14}
爹ɗia{45}
街ka{45白}／kai{45文}
阶kai{45}
解{～决，～鞋带}ka{14白}／kai{53文}
姐ʨiɔ{14白}／ʨie{53文}
借{～钱，～贷，～口}ʨiɔ{33白}／ʨie{14文}
介kai{14}
界kɛ{33白}／kai{14文}
芥{～菜}ka{33}
疥kai{14}
戒kɛ{33白}／kai{14文}
茄{～子}ʥiɔ{223}
些ɕie{33文}
鞋ɦa{223白}／ɦai{223文}
邪ʑie{223}
写ɕiɔ{14白}／ɕie{53文}
泻ɕie{14}
卸ɕie{14}
谢ʑiɔ{14白}／ʑie{14文}
蟹xa{0文}
野iɔ{14}
也ie{53}
夜iɔ{45白}／ie{14文}
靴ɕyɛ{45}
姿tɿ{45}
资tɿ{45}
滋tɿ{45}
紫tɿ{14}
姊{～妹}tɿ{14}
子{～孙}tɿ{14白}／tɿ{53文}
字zɿ{14}
自zɿ{14}
瓷zɿ{223}
慈zɿ{223}
磁{～铁，～带}zɿ{223}
辞zɿ{223}
词zɿ{223文}
祠zɿ{223}
此tɿ{53}
刺tɿ{33}
赐tɿ{14文}
次tɿ{14}
斯{～文}sɿ{45}
撕sɿ{45}
私sɿ{45}
司sɿ{45}
丝sɿ{45}
思sɿ{45}
死sɿ{14}
祀zɿ{14文}
寺sɿ{14}
饲{～料，～养员}zɿ{223}
四sɿ{33白}／sɿ{14文}
支tɿ{45}
枝ʨi{45}
肢tɿ{45文}
脂{～肪；胭～}ʨi{45白}／tɿ{53文}
之tɿ{45}
芝tɿ{45}
知ʨi{33}
纸tɿ{14白}／tɿ{53文}
旨tɿ{53文}
指tɿ{53}
址tɿ{53}
止tɿ{53}
治ʥi{14}
制ʨi{14}
智ʨi{14文}
至{～少，冬～}tɿ{14文}
志tɿ{14}
痣tɿ{33}
置ʨi{14文}
池ʥi{223文}
驰ʥi{223文}
迟ʥi{223}
匙{汤～；钥～}zɿ{0}
齿tɿ{53}
师sɿ{45}
狮sɿ{45}
施sɿ{45}
诗sɿ{45}
时zɿ{223}
史sɿ{53文}
使sai{14白}／sɿ{53文}
驶sai{14白}／sɿ{53文}
始sɿ{53文}
世ɕie{33白}／ɕi{14文}
势ɕi{14}
誓ʥi{14}
是zɿ{14}
示zɿ{14}
视zɿ{14}
士zɿ{14文}
柿zɿ{14}
试sɿ{33}
市zɿ{14}
事zɿ{14}
而lɛ{33文1}／ɛ{33文2}
儿lɛ{33文1}／ɛ{33文2}
耳ȵi{14白}／lɛ{53文1}／ɛ{53文2}
二ȵi{45白}／ɛ{14文}
鼻bi{14白}／bi{223文}
比ɓi{53}
蔽ɓi{14文}
弊{舞～，利～}bi{14文}
币bi{14}
毙bi{14文}
闭ɓai{33}
避bi{14文}
批pʰi{45}
披pʰi{45文}
皮bi{223}
疲bi{223文}
脾bi{223}
屁pʰi{33}
迷mi{33}
谜{猜～}mi{33}
米mai{14白}／mi{53文}
秘bi{14白}／mi{14文}
低ɗai{45白}／ɗi{45文}
底ɗai{14}
抵ɗai{14}
地di{14}
帝ɗi{14}
弟dai{14白}／di{14文}

28
第dai{223白}／di{223文}
递di{14}
梯tʰai{45}
题di{223}
提di{223文}
啼di{223}
蹄di{223}
体ʨʰi{53}
替tʰai{33白}／ʨʰi{14文}
剃tʰai{33}
泥nai{33白}／ȵi{33文}
尼{～姑，～龙}ȵi{33}
你ȵi{14}
腻ȵiaŋ{45}
犁lai{33白}／li{33文}
黎li{33}
离li{33}
篱li{33}
梨li{33}
厘li{33}
狸{狐～}li{0文}
礼li{14白}／li{53文}
李li{14白}／li{53文}
里{屋～，学校～}li{14白1}／lie{14白2}
里{一～路}li{14}
理li{14白}／li{53文}
鲤li{14}
例li{45白}／li{14文}
厉li{14}
励li{0奖～}
丽li{14文}
利li{45白}／li{14文}
痢{～疾}li{14}
鸡ʨie{45白}／ʨi{45文}
机ʨi{33}
基ʨi{45白}／ʨi{33文}
挤ʨi{53}
己ʨi{0}
几{～个}ʨi{14}
祭ʨi{14文}
际ʨi{14文}
济{救～}ʨi{14文}
剂ʨi{14文}
计ʨi{14}
继ʨi{14}
寄ʨi{33白}／ʨi{14文}
技ʥi{14}
纪{～律，年～}ʨi{53}
记ʨi{33白}／ʨi{14文}
忌{～妒，禁～}ʨi{14文}
季ʨi{14文}
欺ʨʰi{45}
齐zai{223白}／ʥi{223文1老}／ʑi{223文2青}
脐{～带}zai{223白}／zɿ{223文}
奇ʥi{223}
骑ʥi{223}
旗ʥi{223老}／ʑi{223青}
其ʥi{223}
期{日～，～末}ʥi{223}
棋ʥi{223老}／ʑi{223青}
麒ʥi{223文}
起ɕi{14白}／ʨʰi{53文}
契ʨʰie{33白}／ʨʰi{14文}
器ʨʰi{14文}
弃ʨʰi{14文}
气ɕi{33白}／ʨʰi{14文}
汽ɕi{33白}／ʨʰi{14文}
西sai{45白}／ɕi{45文}
溪ɕi{45}
希ɕi{45}
稀ɕi{45}
洗sai{14白}／ɕi{53文}
喜ɕi{53}
细sai{33}
戏ɕi{33白}／ɕi{14文}
医i{45}
衣i{45}
依i{45}
宜{便～}ȵi{0}
移i{223}
姨ʑin{223白1}／i{223白2}
疑ȵi{33}
遗{～失}i{223文}
椅i{14}
已i{53}
以i{53}
艺ȵi{14白}／i{14文}
义ȵi{14}
议ȵi{14}
易i{53～家}／i{14容～}／i{33姓}
意i{33白}／i{14文}
异i{14}
补ɓɤu{14白1}／ɓu{14白2}
布ɓɤu{33白1}／ɓu{33白2}
部vu{14白}／bu{14文}
簿{作业～，账～}bu{14文}
步vu{14白}／bu{14文}
埠bu{14}
铺{～床}pʰɤu{45白}／pʰu{45文}
蒲vu{223}
普pʰu{53}
谱pʰu{53}
铺{店～}pʰɤu{33白1}／pʰu{33白2}
母mu{53文}
亩mɤu{53文1}／mu{53文2}
暮mu{14文}
慕mu{0羡～}
墓mu{14}
募{～捐，招～}mu{14文}
夫{～妻}fu{33文}
肤fu{33}
敷{～药}vu{223}
浮bɤu{223}
扶vu{223}
符vu{223}
府fu{53}
斧fu{14}
腐{～化}fu{53}
辅pʰu{53}
父vu{14文}
附fu{14}
付fu{14}
富fu{14}
妇vu{14}
负vu{14}
都{首～}ɗu{45}
赌ɗɤu{14}
堵ɗu{53文}
肚{猪～}ɗɤu{14}
杜ɗu{14}
肚{大～子}ɗɤu{14}
度du{14}
渡du{14}
镀du{14}
徒dɤu{223}
途du{223文}
涂du{223}
图du{223}
屠dɤu{223}
土tʰɤu{14白}／tʰu{53文}
吐{～痰}tʰu{33}
吐{呕～}tʰu{33}
兔tʰɤu{33}
奴nu{33文}
努lu{53文}
卢lu{33文}
炉lɤu{33白}／lu{33文}
芦lu{33}
鲁lu{53文}
橹lu{53文}
卤{～菜}lu{53}
路lɤu{45}
露lɤu{45白}／lu{14文}
租tɤu{45}
祖tɤu{14}
组tu{53}
阻tɤu{14}
粗tʰɤu{45白}／tʰu{45文}
醋tʰɤu{33}
苏su{33文}
酥su{33文}
素su{14文}
诉su{14}
塑{～料}su{14}
诸{～位，～葛（姓）}ʨy{45文}
猪ɗiɤu{45白}／ʨy{45文}
株ʨy{45}
朱ʨy{45}
珠ʨy{45}
主ʨy{14白}／ʨy{53文}
煮ʨiɤu{14}
著{显～，～名}ʨy{14文}
注ʨy{14}
柱ʥiɤu{14老}／ʑiɤu{14青}
住ʥiɤu{14}
助zu{14文}
初tʰɤu{45白}／tʰu{45文}
锄zɤu{223}
除ʑy{223}
厨ʑy{223}
储ʑy{223文}
楚tʰu{53文}
础{基～}tʰu{0}
处{～理}ʨʰy{53}
处{～所}ʨʰy{53文}
梳sɤu{45}
舒ɕy{45文}
输{运～，～钱}ɕy{45}
书ɕy{45}
殊ʨy{45文}
暑ɕy{53}
鼠{老～}ɕiɤu{0}
数{动词，～一～}sɤu{14}
树ʑiɤu{14白}／ʑy{14文}
数{名词，～字}sɤu{33}
竖{横～，一～}ʑy{14}
如ʑy{223}
乳ɕy{53文}
姑kɤu{45白}／ku{45文}
孤ku{45}
股kɤu{14白}／ku{53文}
鼓kɤu{14}
古kɤu{14}
故ku{14}
固ku{14}
雇ku{14文}
顾kɤu{33白}／ku{14文}
枯kʰu{45文}
苦kʰɤu{14}
库kʰu{14}
裤kʰɤu{33}
呼fu{33}
胡{姓}vu{223}
湖vu{223}
糊{～涂}vu{223}
狐vu{223}
葫{～芦}vu{223}
壶vu{223}
鬍{～子}vu{223}
虎xu{53文}
户ɦu{14}
互vu{14}
护ɦu{14}
乌ɤu{45白}／u{45文}
吴mu{33白}／u{223文}
梧{～桐树}mu{33白}／u{223文}
无vu{223}
伍{队～}u{53文}
舞fu{53白}／u{53文}
武vu{53白}／u{53文}
五ŋ̍{14白1老}／oŋ{14白2青}／u{53文}
午u{53}
误mu{14}
悟u{14}
务u{14}
雾vu{14}
女ȵiɤu{14白}／ȵy{53文}
吕{姓}ly{53文1}／y{53文2}
旅y{53白}／ly{53文}
虑{考～}ly{0}
滤{过～}ly{14}
居ʨy{33}
举ʨy{53}
句ʨy{33}
锯{一把～，～断}ke{33}
聚ʥy{14}
据{根～，凭～}ʨy{14}
距ʥy{14}
具ʥy{14}
蛆ʨʰiɤu{45}
区{～别}ʨʰy{33}
渠ʥy{223}
取ʨʰy{14}
趣ʨʰy{53文}
去kʰɛ{33～年}／xe{33来～}
虚ɕy{45}
須{必～}ɕy{0}
鬚{胡～}ɕy{45}
需ɕy{45}
徐ʑy{223}
许ɕy{53}
絮ɕiɤu{33}
序ɕy{14}
婿{女～}ɕy{0文}
余{姓}y{33}
余（餘）{多～}ʑy{223}
愚y{33}
娱y{33}
鱼ŋe{33}
于{姓，等～}y{33}
语y{53}
雨y{14白}／y{53文}
誉ʑy{223文}
预ʑy{14}
遇ue{45}
摆ɓa{14}
拜ɓa{33白}／ɓɛ{33文}
败bai{14}
稗{～子，～草}ba{14}
牌ba{223白}／bai{223文}
排ba{223白}／bai{223文}
派pʰai{33白}／pʰai{14文}
埋ma{33文}
买ma{45}
卖ma{45}
戴ɗai{33}
带ɗia{33裤～}／ɗai{33动词}
贷dai{14}
待dai{14}
代dai{14}
袋dai{14}
胎tʰai{45}
抬dai{223}
台{舞～}dai{223}
太tʰai{14}
泰tʰai{14}
态tʰai{14}
奶ȵia{14}
耐{～心}nai{45}
奈{～何，无～}na{45}
来lai{33}
赖lai{14}
灾tai{45}
宰tai{53文}
在zai{14}
再tai{33白}／tai{14文}
猜tʰai{45}
才zai{223}
财zai{223}
材zai{223}
裁zai{223}
彩tʰai{53}
采tʰai{53文}
菜tʰai{33白}／tʰai{14文}
蔡tʰai{33白}／tʰai{14文}
鳃{鱼～}sai{45}
赛sai{14}
斋ʨia{45白}／tai{45文}
债tai{14文}
差{出～}tʰai{45}
柴ʑia{223白}／zai{223文}
筛ɕia{45}
晒ɕia{33}
该kai{45}
改kai{14白}／kai{53文}
概{大～，～括}kʰai{53}
盖kue{33白}／kai{14文}
开kʰue{45白}／kʰai{45文}
揩kʰa{53}
孩ɦai{223}
海xai{14白}／xai{53文}
害ɦai{14}
哀ŋai{45}
挨{～着坐}ȵia{45白}／ŋai{45文}
矮a{14}
爱ŋai{14}
衰suai{45}
帅suai{14文}
率{～领}suai{14文}
乖kuai{45文}
拐kuai{14}
怪kua{33白}／kuai{14文}
会{～计}kʰuai{53}
块{一～钱}ɕia{33}
快kʰua{33白}／kʰuai{14文}
筷kʰuai{14文}
怀ua{33白}／uai{33文}
槐ua{33白}／uai{33文}
淮uai{33}
坏ua{45}
歪uai{45}
外ue{45白}／uai{14文}
杯ɓe{45}
卑{～鄙，自～}ɓe{45文}
碑ɓe{45}
悲ɓe{45文}
倍be{14}
贝ɓe{14}
辈ɓe{14}
背{～心，后～}ɓe{33}
被{～窝，～动}bi{14}
备bi{14}
培be{223}
陪be{223}
赔be{223}
配pʰe{33白}／pʰe{14文}
佩pʰe{14}
梅me{33}
媒me{33}
眉mi{33}
霉me{33}
美me{53文}
妹me{45白}／me{14文}
非fe{45}
飞fe{45}
肥be{223}
匪{土～}fe{0}
费fe{33白}／fe{14文}
肺fai{33白}／fe{14文}
废fe{14}
痱{～子粉}fe{14}
内lue{14}
雷lue{33}
累{积～}lue{53文}
类lue{14文}
累{劳～}lue{33}
泪lue{14}
堆ɗue{45}
对ɗue{33白}／ɗue{14文}
队due{14}
推tʰue{45}
腿tʰue{53文}
退tʰue{33}
嘴ʨiɤu{33}
最tue{14}
罪zue{14}
醉ʨy{33}
催tʰue{45}
崔tʰue{45文}
脆tʰue{33}
翠tʰue{14文}
虽sue{45文}
随zue{223}
碎sue{33}
岁ɕyɛ{33}
追tue{45}
吹ʨʰy{45白}／tʰue{45文}
垂zue{223文}
锤ʥy{223}
水ɕy{14白}／sue{53文}
税sue{14}
睡zue{14文}
规kue{45}
龟{乌～}ʨy{0}
归kue{45}
鬼ʨy{14白}／kue{53文}
轨kue{53文}
桂kue{14}
贵ʨy{33白}／kue{14文}
跪ʨʰy{14}
柜{大衣～}ʥy{14白}／ɡue{14文}
亏ʨʰy{45白}／kʰue{45文}
葵ɡue{223}
愧kʰue{14}
灰xue{45}
挥xue{45文}
辉xue{45文}
徽xue{45文}
回ue{33}
毁xue{14}
悔xue{14}
贿xue{14文}
汇ue{14文}
会{开～}ue{14}
惠xue{14文}
微bi{223文1}／ue{33文2}
危ue{33}
威ue{45}
围ue{33}
为{作～}ue{33文}
维{～护，～修}ue{33}
违ue{33}
委ue{53}
尾ȵi{14}
伟ue{53}
苇ue{53文}
位ue{14}
卫ue{14}
为{～什么}ue{14}
