[1]45 [2]21 [3]42 [5]13
tɕʰ [2]恰洽
ɕ [1]虾□{~着~着的，欺侮}[2]瞎霞狭侠峡匣辖□{~孔：腋下}下{白，底∽、地∽（地上）}斜{白，∽起眼睛} [5]夏厦{∽门}下
Ø [1]丫鸦 [2]押鸭牙芽衙 [3]哑雅 [5]亚压

#ua
ts [1]抓 [2]啄{踢：∽一脚；啄：鸡∽米} [3]爪{~子：手指残疾} [5]□{干什么，干啥子，喊我干∽子}
tsʰ [1]□{鞋跟用力在地上摩擦：鞋底都∽烂了} [3]□{王∽∽：什么也不懂的人}
s [2]刷 [3]耍厦□{拟声词}
z [2]挼{揉搓：～面} [3]□{因高或不结实而左右摇晃：风一吹，∽来∽去的}
k [1]瓜 [2]刮 [3]寡剐 [5]挂卦
kʰ [1]夸 [2]□{打耳光：搧~二}[3]垮 [5]挎跨
x [1]花 [2]华哗滑猾划{~船}  [3]哗 [5]化话划画
Ø [1]蛙洼挖 [2]娃袜 [3]瓦 [5]凹{低凹处}

#o
p [1]波玻菠 [2]剥脖博搏驳缚薄 [3]簸 [5]播
pʰ [1]坡 [2]婆泼 [3]叵颇剖 [5]破剖
m [1]摸摹摩 [2]模磨蘑魔莫 [5]磨{∽子}
t [1]多哆 [2]夺 [3]朵躲 [5]舵惰堕
tʰ [1]拖 [2]托脱驼驮拓铎 [3]妥椭唾
n [1]啰 [2]骡螺罗逻萝锣烙洛落络 [3]裸 [5]懦糯
ts [2]桌捉作茁着昨琢 [3]左佐□{调换，∽东西}[5]坐座
tsʰ [1]搓 [2]戳撮促 [5]锉挫措错
s [1]唆梭娑蓑 [2]说硕烁索 [3]琐锁所
z [2]若弱
k [1]哥戈歌锅 [2]割鸽郭 [3]裹果 [5]过个
kʰ [1]科蝌苛柯搁{放置：~东西}[2]磕瞌壳渴 [3]可颗 [5]课
ŋ [2]恶鳄 [3]我
x [1]喝□{哄骗：～}[2]禾和河何合盒 [3]伙火 [5]祸货贺
Ø [1]挝涡莴窝蜗屙 [2]俄鹅沃握龌 [5]饿

#io
tɕ [2]脚
tɕʰ [2]雀却确鹊
ɕ [2]学
n [2]虐疟略掠
Ø [2]约药岳钥乐虐疟略掠

#e
p [1]逼{白，天天～着要吃好的}□{装腔作势：∽普通话}[2]白伯百北柏
pʰ [2]迫拍 [3]□{用手掰，一∽放断了}
m [2]麦脉 [3]□{用手掰：～点面包给他吃}
t [2]得德
tʰ [2]特
n [1]的 [2]勒肋
ts [1]遮 [2]折哲浙 [3]者 [5]这
tsʰ [1]车 [2]彻拆撤澈 [3]扯□{调皮、幽默，这人∽得很}
s [1]奢 [2]舌设涉摄折{∽本}[5]社射
z [2]热 [3]惹{新}
k [1]□{做事不爽快、小气；~人兮兮}[2]格革隔疙 [3]个 [5]个锯{白；用力作拉锯状，使物体断裂开：～块腊肉来煮}
kʰ [2]刻客克咳 [5]□{留下烙印，膝盖上摔了一个~~}
ŋ [2]额扼 [5]个{哪样naŋ（上声）∽：什么，怎么}
x [2]黑吓{~着了}赫核

#iᴇ
p [1]憋逼{逼迫：∽吃~穿} [2]别
pʰ [2]撇 [3]苯 [5]□{不好、差劲：为人处事∽得很}
m [2]灭蔑 [3]□{用手掰.：一∽数断了}[5]□{不自然，娇柔造作}
t [1]爹{又} [2]迭叠谍碟牒笛
tʰ [2]贴帖特铁
n [2]捏列烈裂猎劣业 [5]□{转身：他一~就走了}
tɕ [2]接揭结杰节竭 [3]姐 [5]借
tɕʰ [2]切窃 [3]且 [5]去{白，不∽}
ɕ [1]□{咧嘴哭:他又～了}赊奢 [2]歇邪斜{文}协胁熄蛇[3]写舍{~弃}□{斟酒，∽满∽满}[5]谢泻卸射社舍{旅∽}
Ø [1]椰 [2]爷叶页 [3]也冶野惹 [5]夜

#ue
k [2]国
kʰ [2]阔扩括
x [2]惑或获

#yᴇ
tɕ [2]决诀绝厥倔□{骂}
tɕʰ [2]缺瘸阙 [3]□{折、掰}
ɕ [1]靴 [2]薛雪血
Ø [1]迂{迁腐，这人∽得很}□{使之弯曲}[2]越月粤悦阅

#ɭ̩
Ø [2]儿而 [3]耳饵尔 [5]二贰

#ai
p [1]跛{脚跛，∽子}[3]摆 [5]败拜稗
pʰ [2]排徘牌 [3]㧳{成人双手张开的长度：一~长}[5]派
m [1]奶{乳汁,吃~}[2]埋 [3]买 [5]卖迈
t [1]呆 [3]歹逮 [5]代袋贷待带戴在{白，∽屋头}
tʰ [1]胎□{托起、垫高；帮忙~起来} [2]台抬苔才{白，∽走} [3]□{悠然自得四肢放松地躺着}[5]太汰泰态
n [2]来 [3]乃奶 [5]奈耐赖癞
ts [1]栽斋灾哉 [3]宰崽仔 [5]寨在再
tsʰ [1]差{出~}钗猜 [2]柴豺才材财裁 [3]踩采彩[5]菜蔡
s [1]筛腮鳃 [2]□{指穿得很厚，或人长得胖，使行动不便：∽团团} [5]晒赛
k [1]该街阶 [3]改解 [5]盖丐钙界介戒届
kʰ [1]开揩 [3]楷凯 [5]慨恺忾概溉
ŋ [1]挨哀埃 [2]癌 [3]矮 [5]爱艾碍
x [1]很{白；很，∽大}[2]孩还鞋 [3]海蟹 [5]害亥□{∽娃儿，指怀孕}

#iai
tɕ [1]皆{文}阶{文} [3]解{文} [5]介{父}疥{文}芥{文}界{文}戒{文}届{文}械{文}
ɕ [2]谐偕 [5]懈蟹{文}邂

#uai
ts [1]栽{白；跌倒，着∽了} [2]□{打，被∽了一顿} [3]拽{好打扮，赶时髦，他∽得很} [5]拽{扔，不要乱∽，∽着人}□{硬要或勉强别人买或接受}
tsʰ [1]揣[3]喘[5]踹
s [1]衰 [3]甩摔 [5]帅率
k [1]乖 [3]拐□{糟糕，∽了} [5]怪
kʰ [3]块 [5]快筷刽会{～计}
x [1]欢{∽喜} [2]怀槐淮徊踝 [5]坏
Ø [1]歪 [3]崴 [5]外

#ei
p [1]卑碑杯悲背{∽包袱}[5]贝倍辈背碚焙臂
pʰ [1]披批胚坯[2]培陪赔裴 [5]配佩沛
m [1]没 [2]玫媒煤梅莓霉酶迷{白，∽信} [3]美镁每 [5]妹媚
f  [1]非啡飞妃 [2]肥 [3]匪诽翡 [5]费肺废

#uei
t [1]堆 [3]趸{用便宜的价钱全部买下：这些李子我~了}[5]对兑队
tʰ [1]推 [3]腿 [5]退褪
n [1]□{滚动，球∽下来}[2]雷擂蕾 [3]吕垒 [5]类内泪累虑
ts [1]追锥椎 [2]□{行为野蛮无理，令人生厌}□{贼，走了一个强盗来了个~}[3]嘴 [5]缀坠罪最醉
tsʰ [1]吹炊崔催摧[2]垂捶锤槌[5]悴翠粹脆
s [2]随谁 [3]水 [5]税睡岁祟
z [5]蕊锐
k [1]闺归规龟 [3]诡鬼轨 [5]桂贵柜跪
kʰ [1]亏盔 [2]葵逵奎 [3]傀跪{白，手肘支撑}[5]愧溃馈
x [1]灰恢挥辉晖 [2]回茴蛔 [3]毁诲 [5]会绘汇慧惠贿诲晦
Ø [1]威萎{委靡不振，人是∽的}[2]围违惟唯维为 [3]伟委萎尾 [5]为伪魏畏胃谓猬尉慰卫位未味

#au
p [1]包苞胞 [3]宝保堡饱葆 [5]抱豹报暴爆
pʰ [1]抛炮{灯∽} [2]袍刨咆□{横财，发～材}[3]跑 [5]泡{∽沫}炮
m [1]猫□{~刹：指火气很大，很不得了的样子}[2]毛茅矛锚 [3]卯铆牡□{有矛盾：我和他是～的}[5]冒帽貌
t [1]刀 [3]倒岛祷着{白} [5]道导盗悼到
tʰ [1]掏滔韬 [2]逃桃聊萄淘 [3]讨 [5]套
n [1]捞 [2]劳痨牢 [3]恼脑老 [5]闹
ts [1]招遭糟 [2]着{要～,指要挨批评}[3]找枣爪早澡沼蚤[5]照赵兆罩皂灶
tsʰ [1]抄超钞操 [2]朝潮嘲曹槽 [3]吵炒草 [5]造噪燥躁
s [1]捎梢稍烧骚 [2]韶苕 [3]少扫嫂 [5]哨少{∽年}绍邵扫{∽把}
z [2]饶娆 [3]挠绕扰
k [1]高糕膏皋 [2]搅{白，∽下儿}[3]搞稿 [5]告校{白，∽闹钟}窖
kʰ [1]敲 [3]考拷烤 [5]靠铐
ŋ [1]□{∽价钱,指把价钱抬高}[2]熬遨 [3]咬 [5]奥澳傲坳拗
x [1]蒿薅 [2]豪壕嚎毫 [3]好 [5]号耗浩

#iau
p [1]标彪膘□{~饭，吃饭，含贬义} [3]表
pʰ [1]漂飘 [2]瓢嫖 [3]瞟{随意看一眼，～一眼}□{∽皮，∽面}[5]漂{∽亮}票
m [1]喵 [2]苗描瞄 [3]秒渺缈淼 [5]庙妙
t [1]刁叼凋碉雕挑{~嘴，吃东西很挑惕}□{∽嘴，指顶嘴}[5]吊钓掉调{～动}
tʰ [1]挑 [2]条调{~工资}□{跑}[3]□{替换。东西被～了}[5]跳
n [2]僚潦辽疗聊 [3]了鸟袅咬{文，∽紧} [5]料尿廖
tɕ [1]交郊胶妖浇教焦椒 [2]狡{白；聪明，他∽得很} [3]狡铰绞搅{文，打∽} [5]叫较教轿觉{睡∽}校{学∽，∽对}窖{文}
tɕʰ [1]悄跷 [2]乔侨桥瞧 [3]巧 [5]俏窍翘
ɕ [1]肖消销霄箫 [2]淆崤肴 [3]晓小 [5]效校孝笑哮酵
Ø [1]幺吆夭妖邀腰要{~求}[2]姚谣摇遥 [3]舀 [5]要耀

#əu
f [2]浮 [3]否缶 [5]埠阜
t [1]都兜头{白，前∽、屋∽} [3]陡 [5]斗逗豆痘就{白，∽是}
tʰ [1]偷 [2]头投 [3]抖 [5]透
n [1]偷{白，∽二} [2]楼娄□{穿衣不讲究，～兮兮的}[3]搂篓□{吃得多，他吃东西~}[5]陋漏
ts [1]州洲周舟邹 [3]走 [5]昼宙咒奏揍
tsʰ [1]抽 [2]酬愁绸稠仇畴筹 [3]丑 [5]臭凑
s [1]收搜馊 [3]守手首擞 [5]受授兽寿售瘦
z  [2]柔揉[5]□{随意放置，你把东西∽到哪里了}
k [1]勾钩沟佝 [3]狗 [5]构购够苟
kʰ  [1]抠 [2]抠{白，吝啬}[3]口 [5]扣寇
ŋ [1]欧鸥区{姓~} [3]呕偶藕 [5]怄
x [1]呴{~包儿，指哮喘患者} [2]侯猴喉篌 [3]吼 [5]候后厚

#iəu
m [5]谬
t [1]丢
n [1]溜□{掐，~我一爪}[2]牛流硫留刘榴 [3]扭纽柳 [5]拗扭{白；动：那人~了一下}
tɕ [1]纠赳鸠阄灸 [2]揪{紧紧抓住} [3]久九玖韭酒 [5]究舅旧救就
tɕʰ [1]丘蚯秋鳅邱煪{用烟熏烤，腊肉}[2]求球裘
ɕ [1]休羞修 [2]汓{开玩笑，打闹} [3]朽 [5]秀绣袖
Ø [1]优忧悠幽□{讥笑,哄笑某人：他被我们∽了}[2]由邮油尤游 [3]友有 [5]又右幼柚

#iu
tɕ [2]菊局桔足卒橘桔侷焗鞠掬□{吸吮：～东西}
tɕʰ [2]屈曲掘族簇□{用手揉：不要去∽眼晴}
ɕ [2]俗续畜蓄旭煦速宿肃赎戌蓿
Ø [2]欲育域浴狱疫役郁毓蜮

#an
p [1]般搬班斑扳 [3]板版□{挣扎，不要~} [5]半伴办扮瓣
pʰ [1]潘攀 [2]盘磐 [5]判叛盼绊
m [2]馒蛮 [3]满 [5]慢漫曼
f [1]番翻 [2]帆烦繁樊凡 [3]反返 [5]饭犯范泛
t [1]丹单担耽眈 [3]胆疸 [5]旦但弹{子~}蛋淡
tʰ [1]摊滩瘫贪探 [2]弹{~琴}坛谈谭潭 [3]坦毯□{这碗有点~,指碗浅}[5]叹炭碳□{说，我跟他~一声}
n [2]难男南兰拦栏蓝篮岚婪 [3]览缆榄懒 [5]烂难{灾∽}
ts [1]粘沾毡簪 [3]展盏斩搌{移动，挪动：请~一下你的东西} [5]赞暂占战站蘸
tsʰ [1]餐参{∽加}[2]缠谗馋残惭蚕 [3]产惨 [5]灿忏
s [1]三山叁 [2]蝉婵禅 [3]闪陕伞 [5]善扇散
z [2]然燃 [3]染冉
k [1]干杆竿肝甘间{白，一∽屋} [3]赶敢橄感 [5]干赣
kʰ [1]刊堪勘 [3]坎砍 [5]看
ŋ [1]安按庵淹氨 [2]谙{想，挂念，我经常∽到这件事}[5]按案岸暗
x [1]鼾憨 [2]寒韩含函涵咸闲{白，∽天家} [3]喊 [5]罕汗旱捍汉陷憾翰

#iɛn
p [1]边编鞭[3]扁蝙贬[5]辨辩辫便变
pʰ [1]偏篇 [2]便{∽宜}骈 [3]片{~~，打人的} [5]片遍骗
m [2]棉绵眠□{办事拖沓；他∽得很}[3]免勉 [5]面
t [1]颠滇 [3]典碘点 [5]电殿奠店垫
tʰ [1]天添 [2]田填甜 [3]舔
n [1]拈研 [2]年连莲联廉帘严阎 [3]碾脸敛 [5]念练炼恋验谚彦
tɕ [1]肩奸坚艰监煎尖 [3]柬拣简茧减俭捡剪□{∽巴naŋ（阴平）：结巴}[5]件建健键见剑箭贱渐
tɕʰ [1]千迁签纤铅牵谦笺 [2]黔前钱潜 [3]遣浅谴 [5]欠歉
ɕ [1]先仙 [2]闲贤嫌 [3]显险 [5]现宪限县献线
Ø [1]烟胭 [2]延蜒盐言 [3]演眼 [5]燕厌艳

#uan
t [1]端 [3]短 [5]段缎煅断
tʰ [2]团
n [1]峦孪□{不∽我，不理睬之意} [3]卵 [5]乱
ts [1]钻专砖 [3]转{∽移} [5]转{∽圈}赚篆
tsʰ [1]穿川 [2]船传 [3]铲 [5]串窜篡
s [1]拴栓酸 [5]涮算蒜
z [3]软
k [1]官棺观关 [3]管馆 [5]灌贯罐冠{∽军}惯
kʰ [1]宽 [3]款侃{∽天嗑地，指吹牛皮}
x [1]欢 [2]还环 [3]缓 [5]换唤涣患幻宦
Ø [1]弯湾豌 [2]完玩顽 [3]宛婉碗晚 [5]万

#yɛn
tɕ [1]捐涓娟 [3]卷 [5]倦券圈{猪∽、羊∽}
tɕʰ [1]圈 [2]全拳权泉 [3]犬 [5]劝
ɕ [1]宣喧 [2]眩旋悬玄□{调皮，这娃儿∽得很}[3]选癣藓 [5]旋楦绚
Ø [1]冤渊鸳 [2]元园员袁原源缘 [3]远 [5]怨院愿

#ən
p [1]奔 [3]本 [5]笨
pʰ [1]凴{依、靠} [2]盆彭
m [1]们□{一口∽，“喝干”之意} [2]门□{隐瞒，~~~，整熟人}[5]闷□{~了，水满得溢出来了}
f [1]分纷芬 [2]坟焚 [3]粉 [5]奋份愤粪
t [1]灯登 [2]□{~儿起了，指脑筋短路} [3]等 [5]凳邓
tʰ [1]吞 [2]腾 [3]□{打~儿，指说话不流畅、不连贯}[5]磴{阶梯；楼梯是几~?}□{把事情搁置起来，想让别人做：你∽我，我∽你}
n [1]捻{用手指揉：你~一~,看是不是真的} [2]轮能仑轮沦 [3]冷 [5]论
ts [1]真贞侦针珍征争蒸曾增尊遵 [3]怎整拯 [5]震阵镇正证政症郑赠甑{~子：蒸饭用的圆形木制品}
tsʰ [1]称皴{冬天手脚皮肤干燥破裂：手~了}呻{白，∽唤} [2]成诚城呈程承层陈臣尘沉[3]䟫{用手按住：～在桌子上} [5]秤趁寸
s [1]升牲生声森申伸身深参{人∽}孙呻{文} [2]神晨辰 [3]省审笋婶沈损 [5]肾胜剩圣盛
z [2]人仁任{姓∽}仍 [3]忍 [5]认任
k [1]跟根耕庚 [3]耿哽□{整，我站了一~天}[5]更
kʰ [1]坑吭 [3]肯啃垦恳
ŋ [1]恩樱{∽桃}[3]□{异物阻挡,石子∽脚} [5]硬
Ø [1]亨 [2]恒衡痕 [3]很狠 [5]恨

#in
p [1]兵宾冰赋彬槟 [3]乒丙饼 [5]并病
pʰ [1]拼姘 [2]贫频平评萍瓶凭 [3]品 [5]聘
m [2]民名冥明 [3]敏悯 [5]命
t [1]丁叮钉 [2]盯 [3]顶 [5]定订钉
tʰ [1]听厅 [2]廷庭亭停 [3]挺艇 [5]听{∽用}
n [2]宁怜邻林淋磷临 [3]领 [5]赁吝令另
tɕ [1]今巾斤金津京惊经睛精晶 [3]谨紧锦颈警 [5]近劲尽进晋竟竞净静
tɕʰ [1]钦亲轻氢青清卿 [2]勤芹琴禽擒秦情睛 [3]寝请 [5]浸庆
ɕ [1]辛锌新欣心星猩腥 [2]行形刑型 [3]醒 [5]信幸兴姓性
Ø [1]因殷音阴英鹰婴蝇 [2]银龈淫赢迎盈 [3]引蚓隐饮影 [5]印应

#uən
ts [3]准
tsʰ [1]春 [3]蠢
s [2]绳唇纯 [3]吮瞬 [5]顺舜
z [5]闰润
k [3]滚 [5]棍
kʰ [1]昆坤 [2]浑{白；泡满，她长得很~} [3]捆 [5]困
x [1]昏婚荤浑 [2]魂横 [5]混诨{∽名儿}
Ø [1]温瘟 [2]文纹蚊闻吻 [3]稳 [5]问

#yn
tɕ [1]军君均 [5]菌俊峻骏
tɕʰ [1]顷倾 [2]群裙琼 [5]去{白，∽年}
ɕ [1]熏勋 [2]询循巡寻 [5]训驯汛迅
Ø [1]晕{头~} [2]云匀营荣嵘萤荧萦 [3]允永尹 [5]运泳韵咏

#aŋ
p [1]帮邦梆 [3]榜膀绑 [5]棒磅
pʰ [2]旁傍庞 [3]䠙{猪肘子} [5]胖
m [1]䏵{胖}□{∽饭，指喂饭} [2]忙芒茫盲 [3]莽□{~起吃，不加限制地吃}
f [1]方芳 [2]防妨房 [3]脂访纺 [5]放
t [1]当裆 [2]□{笨} [3]党档挡 [5]荡
tʰ [1]汤 [2]堂唐塘棠膛 [3]躺淌 [5]烫趟
n [1]躼{瘦长：他个子∽高∽高的}[2]狼郎廊 [3]朗□{清洗：把菜放在水里再~一遍}[5]浪
ts [1]张章脏赃 [2]砸{白，用手掷}[3]涨长掌 [5]胀丈仗杖障葬
tsʰ [1]苍昌猖娼仓窗沧 [2]长场肠藏 [3]厂敞 [5]唱畅怅
s [1]伤丧桑商 [2]常嫦尝偿 [3]赏嗓 [5]上
z [2]瓤□{没精神}□{故意拖沓不办事} [3]壤 [5]让
k [1]缸肛冈刚纲钢岗豇 [2]扛 [3]港 [5]杠逛{口语}□{他唱歌～声~气的，指唱歌声音不好听、跑调}虹{白，出∽咯}
kʰ [1]康慷 [2]扛 [3]㝩{盖，把锅盖~起}冚{盖，把锅盖~起} [5]亢抗炕
ŋ [1]肮咉{有声音响动，他可以把笛子吹得∽}[2]昂 [3]□{盯梢}
x [1]夯 [2]杭航行{排∽} [5]巷{∽子}项

#iaŋ
n [1]嬢 [2]娘良粮凉量梁 [3]两辆 [5]谅亮
tɕ [1]江姜僵缰疆将浆 [3]讲奖蒋 [5]降酱匠
tɕʰ [1]枪 [2]强 [3]抢 [5]象呛像{白，好∽}
ɕ [1]相厢湘香乡 [2]降详祥翔 [3]享响想 [5]向象像{画∽}相{照~馆}
Ø  [1]央秧 [2]羊洋阳扬 [3]养氧 [5]样漾

#uaŋ
ts [1]装庄桩妆 [3]奘{补充财物：我给你~几块钱}[5]状壮撞
tsʰ [1]疮 [2]床 [3]闯撞{白} [5]创
s [1]双霜孀 [3]爽
k [1]光胱 [3]广□{他在外面~了一个女的，指有外遇}[5]逛{文}□{∽波儿，光头，可能是“光”}
kʰ [1]诓{∽姓儿，指哄小孩} [2]狂 [5]旷矿况
x [1]慌荒 [2]皇凰蝗黄簧潢磺 [3]晃恍幌 [5]晃
Ø [1]汪 [2]王忘 [3]往枉网 [5]妄望旺忘

#oŋ
p [1]绷{∽面子} [3]乓嘣 [5]蹦
pʰ [1]凴{依靠：～到老的吃。指在父母家白吃。}[2]朋棚蓬 [3]捧 [5]碰
m [2]蒙朦萌盟□{内壁的一层白膜}[3]猛 [5]梦茂贸
f [1]峰锋蜂风疯丰封 [2]逢缝冯 [3]讽 [5]奉凤
t [1]冬东 [2]□{挑拨离间,你不要∽我们} [3]董懂 [5]洞动冻
tʰ [1]通 [2]同桐铜童 [3]桶捅 [5]痛
n [1]咙聋 [2]农浓脓隆龙聋笼 [3]垄 [5]弄
ts [1]中忠钟终宗综踪 [3]肿种总 [5]重众皱
tsʰ [1]冲充囱匆葱聪 [2]虫重丛从 [3]宠 [5]冲{那个人很∽，指人骄傲自大目中无人}
s [1]松 [2]缩{口语，~起，指缩头缩脑}[3]怂耸 [5]宋送颂
z [2]戎绒
k [1]工功攻公躬弓宫供 [3]拱巩汞 [5]共贡供讧
kʰ [1]空 [3]孔恐 [5]空{~白}控
x [1]哄烘轰 [2]红虹宏洪鸿 [3]哄{~骗}
Ø [1]翁嗡塕{埋，掩盖：～起被条睡}[5]瓮齆{鼻子被堵，发音不清：∽声~气}

#ioŋ
tɕ [1]龚供{白，∽他读书}弓
tɕʰ [2]穷邛穹
ɕ [1]兄凶汹匈胸 [2]熊雄
Ø [1]臃 [2]荣容蓉融庸慵溶熔榕嵘 [3]拥勇涌蛹 [5]用佣{∽人}
