num	單字	字注	IPA	IPA	声	韵	调	调值
2228	肆	肆	si52	si52	s	i	4	52
2229	示	示	si52	si52	s	i	4	52
2230	視	視	si52	si52	s	i	4	52
2231	嗜	嗜	si52	si52	s	i	4	52
2232	試	試	si52	ȵi52	s	i	4	52
2233	試	試	si52	ȵi52	s	i	4	52
2234	巿	巿	si52	ȵi52	s	i	4	52
2235	兒	兒	ȵi21	ȵi21	ȵ	i	2	21
2236	宜	宜	ȵi21	ȵi21	ȵ	i	2	21
2237	儀	儀	ȵi21	ȵi21	ȵ	i	2	21
2238	誼	誼	ȵi21	ȵi21	ȵ	i	2	21
2239	你	你	ȵi21	ȵi21	ȵ	i	2	21
2240	而	而	ȵi21	ȵi21	ȵ	i	2	21
2241	疑	疑	ȵi21	ȵi21	ȵ	i	2	21
2242	二	二	ȵi32	ȵi32	ȵ	i	3	32
2243	貳	貳	ȵi32	ȵi32	ȵ	i	3	32
2244	耳	耳	ȵi32	ȵi32	ȵ	i	3	32
2245	義	義	ȵi32	i32	ȵ	i	3	32
2246	擬	擬	ȵi52	i52	ȵ	i	4	52
2247	議	議	ȵi52	i52	ȵ	i	4	52
2248	伊	伊	i35	i35	∅	i	1	35
2249	醫	醫	i35	i35	∅	i	1	35
2250	衣	衣	i35	i35	∅	i	1	35
2251	依	依	i35	i35	∅	i	1	35
2252	夷	夷	i21	i21	∅	i	2	21
2253	姨	姨	i21	i21	∅	i	2	21
2254	移	移	i21	i21	∅	i	2	21
2255	怡	怡	i21	i21	∅	i	2	21
2256	倚	倚	i32	i32	∅	i	3	32
2257	椅	椅	i32	i32	∅	i	3	32
2258	易	易	i32	i32	∅	i	3	32
2259	異	異	i32	i32	∅	i	3	32
2260	意	意	i52	li52	∅	i	4	52
2261	以	以	i52	li52	∅	i	4	52
2262	已	已	i52	li52	∅	i	4	52
2263	澆	澆	lim21	lim21	l	im	2	21
2264	林	林	lim21	lim21	l	im	2	21
2265	淋	淋	lim21	kim21	l	im	2	21
2266	臨	臨	lim21	kim21	l	im	2	21
2267	凛	凛	lim32	kim32	l	im	3	32
2268	金	金	kim35	kim35	k	im	1	35
2269	今	今	kim35	kʰim35	k	im	1	35
2270	錦	錦	kim32	kʰim32	k	im	3	32
2271	禁	禁	kim52	kʰim52	k	im	4	52
2272	襟	襟	kʰim35	kʰim35	kʰ	im	1	35
2273	禁	禁	kʰim35	kʰim35	kʰ	im	1	35
2274	琴	琴	kʰim21	kʰim21	kʰ	im	2	21
2275	禽	禽	kʰim21	ʦim21	kʰ	im	2	21
2276	擒	擒	kʰim21	ʦim21	kʰ	im	2	21
2277	揿	揿	kʰim32	ʦim32	kʰ	im	3	32
2278	斟	斟	ʦim35	ʦim35	ʦ	im	1	35
2279	針	針	ʦim35	ʦʰim35	ʦ	im	1	35
2280	枕	枕	ʦim32	ʦʰim32	ʦ	im	3	32
2281	浸	浸	ʦim52	ʦʰim52	ʦ	im	4	52
2282	深	深	ʦʰim35	ʦʰim35	ʦʰ	im	1	35
2283	侵	侵	ʦʰim35	sim35	ʦʰ	im	1	35
2284	沉	沉	ʦʰim21	sim21	ʦʰ	im	2	21
2285	尋	尋	ʦʰim21	sim21	ʦʰ	im	2	21
2286	心	心	sim35	sim35	s	im	1	35
2287	芯	芯	sim35	sim35	s	im	1	35
2288	審	審	sim32	sim32	s	im	3	32
2289	嬸	嬸	sim32	ȵim32	s	im	3	32
2290	甚	甚	sim32	ȵim32	s	im	3	32
2291	沈	沈	sim32	jim32	s	im	3	32
2292	任	任	ȵim32	jim32	ȵ	im	3	32
2293	飲	飲	ȵim32	jim32	ȵ	im	3	32
2294	音	音	jim35	jim35	j	im	1	35
2295	陰	陰	jim35	jim35	j	im	1	35
2296	吟	吟	jim21	pim21	j	im	2	21
2297	淫	淫	jim21	pim21	j	im	2	21
2298	飲	飲	jim52	pim52	j	im	4	52
2299	彬	彬	pin35	pin35	p	in	1	35
2300	賓	賓	pin35	pin35	p	in	1	35
2301	檳	檳	pin35	pin35	p	in	1	35
2302	滨	滨	pin35	pin35	p	in	1	35
2303	兵	兵	pin35	pin35	p	in	1	35
2304	秉	秉	pin32	pin32	p	in	3	32
2305	禀	禀	pin32	pin32	p	in	3	32
2306	殯	殯	pin52	pʰin52	p	in	4	52
2307	鬢	鬢	pin52	pʰin52	p	in	4	52
2308	併	併	pin52	pʰin52	p	in	4	52
2309	拚	拚	pʰin35	pʰin35	pʰ	in	1	35
2310	貧	貧	pʰin21	pʰin21	pʰ	in	2	21
2311	頻	頻	pʰin21	pʰin21	pʰ	in	2	21
2312	平	平	pʰin21	pʰin21	pʰ	in	2	21
2313	瓶	瓶	pʰin21	pʰin21	pʰ	in	2	21
2314	屏	屏	pʰin21	pʰin21	pʰ	in	2	21
2315	萍	萍	pʰin21	pʰin21	pʰ	in	2	21
2316	並	並	pʰin32	pʰin32	pʰ	in	3	32
2317	品	品	pʰin32	min32	pʰ	in	3	32
2318	聘	聘	pʰin52	min52	pʰ	in	4	52
2319	拼	拼	pʰin52	min52	pʰ	in	4	52
2320	敏	敏	min35	min35	m	in	1	35
2321	民	民	min21	min21	m	in	2	21
2322	明	明	min21	min21	m	in	2	21
2323	鳴	鳴	min21	min21	m	in	2	21
2324	閩	閩	min32	tin32	m	in	3	32
2325	憫	憫	min32	tin32	m	in	3	32
2326	命	命	min32	tʰin32	m	in	3	32
2327	頂	頂	tin32	tʰin32	t	in	3	32
2328	鼎	鼎	tin32	tʰin32	t	in	3	32
2329	停	停	tʰin21	tʰin21	tʰ	in	2	21
2330	婷	婷	tʰin21	tʰin21	tʰ	in	2	21
2331	亭	亭	tʰin21	tʰin21	tʰ	in	2	21
2332	廷	廷	tʰin21	tʰin21	tʰ	in	2	21
2333	庭	庭	tʰin21	tʰin21	tʰ	in	2	21
2334	蜓	蜓	tʰin21	nin21	tʰ	in	2	21
2335	定	定	tʰin32	lin32	tʰ	in	3	32
2336	訂	訂	tʰin32	lin32	tʰ	in	3	32
2337	拧	拧	nin32	lin32	n	in	3	32
2338	鱗	鱗	lin35	lin35	l	in	1	35
2339	燐	燐	lin21	lin21	l	in	2	21
2340	鄰	鄰	lin21	lin21	l	in	2	21
2341	陵	陵	lin21	lin21	l	in	2	21
2342	淩	淩	lin21	lin21	l	in	2	21
2343	菱	菱	lin21	lin21	l	in	2	21
2344	靈	靈	lin21	kin21	l	in	2	21
2345	伶	伶	lin21	kin21	l	in	2	21
2346	令	令	lin32	kin32	l	in	3	32
2347	巾	巾	kin35	kin35	k	in	1	35
2348	斤	斤	kin35	kin35	k	in	1	35
2349	京	京	kin35	kin35	k	in	1	35
2350	荊	荊	kin35	kin35	k	in	1	35
2351	經	經	kin35	kin35	k	in	1	35
2352	鯨	鯨	kin35	kin35	k	in	1	35
2353	緊	緊	kin32	kin32	k	in	3	32
2354	僅	僅	kin32	kin32	k	in	3	32
2355	謹	謹	kin32	kin32	k	in	3	32
2356	勁	勁	kin32	kin32	k	in	3	32
2357	境	境	kin32	kin32	k	in	3	32
2358	景	景	kin32	kin32	k	in	3	32
2359	警	警	kin32	kin32	k	in	3	32
2360	竟	竟	kin32	kʰin32	k	in	3	32
2361	競	競	kin32	kʰin32	k	in	3	32
2362	敬	敬	kin52	kʰin52	k	in	4	52
2363	胗	胗	kʰin35	kʰin35	kʰ	in	1	35
2364	倾	倾	kʰin35	kʰin35	kʰ	in	1	35
2365	勤	勤	kʰin21	kʰin21	kʰ	in	2	21
2366	芹	芹	kʰin21	kʰin21	kʰ	in	2	21
2367	瓊	瓊	kʰin21	ʦin21	kʰ	in	2	21
2368	近	近	kʰin32	ʦin32	kʰ	in	3	32
2369	慶	慶	kʰin52	ʦin52	kʰ	in	4	52
2370	津	津	ʦin35	ʦin35	ʦ	in	1	35
2371	珍	珍	ʦin35	ʦin35	ʦ	in	1	35
2372	真	真	ʦin35	ʦin35	ʦ	in	1	35
2373	蒸	蒸	ʦin35	ʦin35	ʦ	in	1	35
2374	徵	徵	ʦin35	ʦin35	ʦ	in	1	35
2375	貞	貞	ʦin35	ʦin35	ʦ	in	1	35
2376	偵	偵	ʦin35	ʦin35	ʦ	in	1	35
2377	精	精	ʦin35	ʦin35	ʦ	in	1	35
2378	晶	晶	ʦin35	ʦin35	ʦ	in	1	35
2379	睛	睛	ʦin35	ʦin35	ʦ	in	1	35
2380	征	征	ʦin35	ʦin35	ʦ	in	1	35
2381	儘	儘	ʦin32	ʦin32	ʦ	in	3	32
2382	鎮	鎮	ʦin32	ʦin32	ʦ	in	3	32
2383	振	振	ʦin32	ʦin32	ʦ	in	3	32
2384	震	震	ʦin32	ʦin32	ʦ	in	3	32
2385	整	整	ʦin32	ʦin32	ʦ	in	3	32
2386	進	進	ʦin52	ʦin52	ʦ	in	4	52
2387	證	證	ʦin52	ʦin52	ʦ	in	4	52
2388	症	症	ʦin52	ʦʰin52	ʦ	in	4	52
2389	正	正	ʦin52	ʦʰin52	ʦ	in	4	52
2390	政	政	ʦin52	ʦʰin52	ʦ	in	4	52
2391	親	親	ʦʰin35	ʦʰin35	ʦʰ	in	1	35
2392	稱	稱	ʦʰin35	ʦʰin35	ʦʰ	in	1	35
2393	清	清	ʦʰin35	ʦʰin35	ʦʰ	in	1	35
2394	秦	秦	ʦʰin21	ʦʰin21	ʦʰ	in	2	21
2395	陳	陳	ʦʰin21	ʦʰin21	ʦʰ	in	2	21
2396	塵	塵	ʦʰin21	ʦʰin21	ʦʰ	in	2	21
2397	澄	澄	ʦʰin21	ʦʰin21	ʦʰ	in	2	21
2398	懲	懲	ʦʰin21	ʦʰin21	ʦʰ	in	2	21
2399	情	情	ʦʰin21	ʦʰin21	ʦʰ	in	2	21
2400	呈	呈	ʦʰin21	ʦʰin21	ʦʰ	in	2	21
2401	程	程	ʦʰin21	ʦʰin21	ʦʰ	in	2	21
2402	寢	寢	ʦʰin32	ʦʰin32	ʦʰ	in	3	32
2403	盡	盡	ʦʰin32	ʦʰin32	ʦʰ	in	3	32
2404	陣	陣	ʦʰin32	ʦʰin32	ʦʰ	in	3	32
2405	診	診	ʦʰin32	ʦʰin32	ʦʰ	in	3	32
2406	疹	疹	ʦʰin32	ʦʰin32	ʦʰ	in	3	32
2407	靜	靜	ʦʰin32	ʦʰin32	ʦʰ	in	3	32
2408	秤	秤	ʦʰin52	sin52	ʦʰ	in	4	52
2409	趁	趁	ʦʰin52	sin52	ʦʰ	in	4	52
2410	稱	稱	ʦʰin52	sin52	ʦʰ	in	4	52
2411	辛	辛	sin35	sin35	s	in	1	35
2412	新	新	sin35	sin35	s	in	1	35
2413	薪	薪	sin35	sin35	s	in	1	35
2414	身	身	sin35	sin35	s	in	1	35
2415	申	申	sin35	sin35	s	in	1	35
2416	伸	伸	sin35	sin35	s	in	1	35
2417	升	升	sin35	sin35	s	in	1	35
2418	神	神	sin21	sin21	s	in	2	21
2419	辰	辰	sin21	sin21	s	in	2	21
2420	晨	晨	sin21	sin21	s	in	2	21
2421	臣	臣	sin21	sin21	s	in	2	21
2422	乘	乘	sin21	sin21	s	in	2	21
2423	繩	繩	sin21	sin21	s	in	2	21
2424	承	承	sin21	sin21	s	in	2	21
2425	丞	丞	sin21	sin21	s	in	2	21
2426	形	形	sin21	sin21	s	in	2	21
2427	型	型	sin21	sin21	s	in	2	21
2428	刑	刑	sin21	sin21	s	in	2	21
2429	腎	腎	sin32	sin32	s	in	3	32
2430	慎	慎	sin32	sin32	s	in	3	32
2431	剩	剩	sin32	sin32	s	in	3	32
2432	盛	盛	sin32	sin32	s	in	3	32
2433	信	信	sin52	sin52	s	in	4	52
2434	勝	勝	sin52	sin52	s	in	4	52
2435	性	性	sin52	sin52	s	in	4	52
2436	聖	聖	sin52	ȵin52	s	in	4	52
2437	訊	訊	sin52	ȵin52	s	in	4	52
2438	迅	迅	sin52	ȵin52	s	in	4	52
2439	人	人	ȵin21	jin21	ȵ	in	2	21
2440	仁	仁	ȵin21	jin21	ȵ	in	2	21
2441	認	認	ȵin32	jin32	ȵ	in	3	32
2442	因	因	jin35	jin35	j	in	1	35
2443	姻	姻	jin35	jin35	j	in	1	35
2444	欣	欣	jin35	jin35	j	in	1	35
2445	殷	殷	jin35	jin35	j	in	1	35
2446	應	應	jin35	jin35	j	in	1	35
2447	鷹	鷹	jin35	jin35	j	in	1	35
2448	鸚	鸚	jin35	jin35	j	in	1	35
2449	櫻	櫻	jin35	jin35	j	in	1	35
2450	英	英	jin35	jin35	j	in	1	35
2451	嬰	嬰	jin35	jin35	j	in	1	35
2452	寅	寅	jin21	jin21	j	in	2	21
2453	仍	仍	jin21	jin21	j	in	2	21
2454	蠅	蠅	jin21	jin21	j	in	2	21
2455	引	引	jin32	jin32	j	in	3	32
2456	隱	隱	jin32	jin32	j	in	3	32
2457	瘾	瘾	jin32	jin32	j	in	3	32
2458	孕	孕	jin32	lin32	j	in	3	32
2459	印	印	jin52	kin52	j	in	4	52
2460	應	應	jin52	kʰin52	j	in	4	52
2461	立	立	lip54	kʰip54	l	ip	6	54
2462	急	急	kip32	kʰip32	k	ip	5	32
2463	吸	吸	kʰip32	kʰip32	kʰ	ip	5	32
2464	級	級	kʰip32	ʦip32	kʰ	ip	5	32
2465	給	給	kʰip54	ʦip54	kʰ	ip	6	54
2466	及	及	kʰip54	ʦʰip54	kʰ	ip	6	54
2467	汁	汁	ʦip32	ʦʰip32	ʦ	ip	5	32
2468	執	執	ʦip32	ʦʰip32	ʦ	ip	5	32
2469	緝	緝	ʦʰip54	sip54	ʦʰ	ip	6	54
2470	集	集	ʦʰip54	sip54	ʦʰ	ip	6	54
2471	輯	輯	ʦʰip54	sip54	ʦʰ	ip	6	54
2472	濕	濕	sip32	sip32	s	ip	5	32
2473	十	十	sip54	sip54	s	ip	6	54
2474	拾	拾	sip54	ȵip54	s	ip	6	54
2475	習	習	sip54	pip54	s	ip	6	54
2476	襲	襲	sip54	pip54	s	ip	6	54
2477	入	入	ȵip54	pip54	ȵ	ip	6	54
2478	筆	筆	pit32	pit32	p	it	5	32
2479	畢	畢	pit32	pʰit32	p	it	5	32
2480	必	必	pit32	pʰit32	p	it	5	32
2481	迫	迫	pit32	pʰit32	p	it	5	32
2482	匹	匹	pʰit32	tit32	pʰ	it	5	32
2483	僻	僻	pʰit32	tit32	pʰ	it	5	32
2484	闢	闢	pʰit32	tit32	pʰ	it	5	32
2485	的	的	tit32	tʰit32	t	it	5	32
2486	滴	滴	tit32	tʰit32	t	it	5	32
2487	的	的	tit54	tʰit54	t	it	6	54
2488	特	特	tʰit54	nit54	tʰ	it	6	54
2489	敵	敵	tʰit54	lit54	tʰ	it	6	54
2490	狄	狄	tʰit54	lit54	tʰ	it	6	54
2491	溺	溺	nit54	lit54	n	it	6	54
2492	力	力	lit54	kit54	l	it	6	54
2493	歷	歷	lit54	kit54	l	it	6	54
2494	曆	曆	lit54	kit54	l	it	6	54
2495	吉	吉	kit32	kʰit32	k	it	5	32
2496	擊	擊	kit32	ʦit32	k	it	5	32
2497	激	激	kit32	ʦit32	k	it	5	32
2498	極	極	kʰit54	ʦit54	kʰ	it	6	54
2499	質	質	ʦit32	ʦit32	ʦ	it	5	32
2500	織	織	ʦit32	ʦit32	ʦ	it	5	32
2501	職	職	ʦit32	ʦit32	ʦ	it	5	32
2502	卽	卽	ʦit32	ʦʰit32	ʦ	it	5	32
2503	鯽	鯽	ʦit32	ʦʰit32	ʦ	it	5	32
2504	積	積	ʦit32	ʦʰit32	ʦ	it	5	32
2505	七	七	ʦʰit32	ʦʰit32	ʦʰ	it	5	32
2506	漆	漆	ʦʰit32	ʦʰit32	ʦʰ	it	5	32
2507	膝	膝	ʦʰit32	ʦʰit32	ʦʰ	it	5	32
2508	戚	戚	ʦʰit32	ʦʰit32	ʦʰ	it	5	32
2509	蟄	蟄	ʦʰit54	ʦʰit54	ʦʰ	it	6	54
2510	疾	疾	ʦʰit54	ʦʰit54	ʦʰ	it	6	54
2511	殖	殖	ʦʰit54	ʦʰit54	ʦʰ	it	6	54
2512	植	植	ʦʰit54	ʦʰit54	ʦʰ	it	6	54
2513	直	直	ʦʰit54	ʦʰit54	ʦʰ	it	6	54
2514	值	值	ʦʰit54	sit54	ʦʰ	it	6	54
2515	籍	籍	ʦʰit54	sit54	ʦʰ	it	6	54
2516	藉	藉	ʦʰit54	sit54	ʦʰ	it	6	54
2517	悉	悉	sit32	sit32	s	it	5	32
2518	失	失	sit32	sit32	s	it	5	32
2519	室	室	sit32	sit32	s	it	5	32
2520	蝕	蝕	sit32	sit32	s	it	5	32
2521	識	識	sit32	sit32	s	it	5	32
2522	式	式	sit32	sit32	s	it	5	32
2523	飾	飾	sit32	sit32	s	it	5	32
2524	息	息	sit32	sit32	s	it	5	32
2525	熄	熄	sit32	sit32	s	it	5	32
2526	媳	媳	sit32	sit32	s	it	5	32
2527	惜	惜	sit32	sit32	s	it	5	32
2528	析	析	sit32	sit32	s	it	5	32
2529	適	適	sit32	sit32	s	it	5	32
2530	釋	釋	sit32	sit32	s	it	5	32
2531	實	實	sit54	ȵit54	s	it	6	54
2532	食	食	sit54	jit54	s	it	6	54
2533	席	席	sit54	jit54	s	it	6	54
2534	日	日	ȵit32	jit32	ȵ	it	5	32
2535	一	一	jit32	jit32	j	it	5	32
2536	益	益	jit32	jit32	j	it	5	32
2537	逸	逸	jit54	jit54	j	it	6	54
2538	憶	憶	jit54	jit54	j	it	6	54
2539	億	億	jit54	jit54	j	it	6	54
2540	抑	抑	jit54	jit54	j	it	6	54
2541	翼	翼	jit54	jit54	j	it	6	54
2542	譯	譯	jit54	jit54	j	it	6	54
2543	易	易	jit54	jit54	j	it	6	54
2544	液	液	jit54	jit54	j	it	6	54
2545	腋	腋	jit54	lit54	j	it	6	54
2546	疫	疫	jit54	lit54	j	it	6	54
2547	役	役	jit54	lit54	j	it	6	54
2548	呂	呂	ly35	ly35	l	y	1	35
2549	旅	旅	ly35	ly35	l	y	1	35
2550	縷	縷	ly35	ly35	l	y	1	35
2551	屢	屢	ly35	ly35	l	y	1	35
2552	履	履	ly35	ky35	l	y	1	35
2553	濾	濾	ly32	ky32	l	y	3	32
2554	慮	慮	ly32	ky32	l	y	3	32
2555	居	居	ky35	ky35	k	y	1	35
2556	車	車	ky35	ky35	k	y	1	35
2557	舉	舉	ky32	ky32	k	y	3	32
2558	矩	矩	ky32	ky32	k	y	3	32
2559	句	句	ky52	kʰy52	k	y	4	52
2560	鋸	鋸	ky52	kʰy52	k	y	4	52
2561	據	據	ky52	kʰy52	k	y	4	52
2562	區	區	kʰy35	kʰy35	kʰ	y	1	35
2563	驅	驅	kʰy35	kʰy35	kʰ	y	1	35
2564	拘	拘	kʰy35	kʰy35	kʰ	y	1	35
2565	渠	渠	kʰy21	kʰy21	kʰ	y	2	21
2566	拒	拒	kʰy21	kʰy21	kʰ	y	2	21
2567	距	距	kʰy21	kʰy21	kʰ	y	2	21
2568	巨	巨	kʰy32	kʰy32	kʰ	y	3	32
2569	具	具	kʰy32	ʦy32	kʰ	y	3	32
2570	懼	懼	kʰy32	ʦy32	kʰ	y	3	32
2571	俱	俱	kʰy32	ʦy32	kʰ	y	3	32
2572	豬	豬	ʦy35	ʦy35	ʦ	y	1	35
2573	諸	諸	ʦy35	ʦy35	ʦ	y	1	35
2574	誅	誅	ʦy35	ʦy35	ʦ	y	1	35
2575	蛛	蛛	ʦy35	ʦy35	ʦ	y	1	35
2576	株	株	ʦy35	ʦy35	ʦ	y	1	35
2577	朱	朱	ʦy35	ʦy35	ʦ	y	1	35
2578	珠	珠	ʦy35	ʦy35	ʦ	y	1	35
2579	煮	煮	ʦy32	ʦy32	ʦ	y	3	32
2580	主	主	ʦy32	ʦy32	ʦ	y	3	32
2581	著	著	ʦy52	ʦy52	ʦ	y	4	52
2582	駐	駐	ʦy52	ʦy52	ʦ	y	4	52
2583	註	註	ʦy52	ʦʰy52	ʦ	y	4	52
2584	注	注	ʦy52	ʦʰy52	ʦ	y	4	52
2585	蛀	蛀	ʦy52	ʦʰy52	ʦ	y	4	52
2586	蛆	蛆	ʦʰy35	ʦʰy35	ʦʰ	y	1	35
2587	苧	苧	ʦʰy35	ʦʰy35	ʦʰ	y	1	35
2588	趨	趨	ʦʰy35	ʦʰy35	ʦʰ	y	1	35
2589	聚	聚	ʦʰy35	ʦʰy35	ʦʰ	y	1	35
2590	柱	柱	ʦʰy35	ʦʰy35	ʦʰ	y	1	35
2591	除	除	ʦʰy21	ʦʰy21	ʦʰ	y	2	21
2592	廚	廚	ʦʰy21	ʦʰy21	ʦʰ	y	2	21
2593	儲	儲	ʦʰy21	ʦʰy21	ʦʰ	y	2	21
2594	住	住	ʦʰy32	ʦʰy32	ʦʰ	y	3	32
2595	取	取	ʦʰy32	ʦʰy32	ʦʰ	y	3	32
2596	娶	娶	ʦʰy32	ʦʰy32	ʦʰ	y	3	32
2597	鼠	鼠	ʦʰy32	ʦʰy32	ʦʰ	y	3	32
2598	處	處	ʦʰy52	ʦʰy52	ʦʰ	y	4	52
2599	處	處	ʦʰy52	ʦʰy52	ʦʰ	y	4	52
2600	趣	趣	ʦʰy52	ʦʰy52	ʦʰ	y	4	52
2601	似	似	ʦʰy52	sy52	ʦʰ	y	4	52
2602	似	似	ʦʰy52	sy52	ʦʰ	y	4	52
2603	廁	廁	ʦʰy52	sy52	ʦʰ	y	4	52
2604	書	書	sy35	sy35	s	y	1	35
2605	舒	舒	sy35	sy35	s	y	1	35
2606	虛	虛	sy35	sy35	s	y	1	35
2607	嘘	嘘	sy35	sy35	s	y	1	35
2608	須	須	sy35	sy35	s	y	1	35
2609	需	需	sy35	sy35	s	y	1	35
2610	樞	樞	sy35	sy35	s	y	1	35
2611	輸	輸	sy35	sy35	s	y	1	35
2612	薯	薯	sy21	sy21	s	y	2	21
2613	徐	徐	sy21	sy21	s	y	2	21
2614	殊	殊	sy21	sy21	s	y	2	21
2615	絮	絮	sy32	sy32	s	y	3	32
2616	序	序	sy32	sy32	s	y	3	32
2617	緖	緖	sy32	sy32	s	y	3	32
2618	暑	暑	sy32	sy32	s	y	3	32
2619	署	署	sy32	sy32	s	y	3	32
2620	許	許	sy32	sy32	s	y	3	32
2621	豎	豎	sy32	ȵy32	s	y	3	32
2622	樹	樹	sy32	ȵy32	s	y	3	32
2623	墅	墅	sy32	ȵy32	s	y	3	32
2624	魚	魚	ȵy21	ȵy21	ȵ	y	2	21
2625	漁	漁	ȵy21	ȵy21	ȵ	y	2	21
2626	愚	愚	ȵy21	ȵy21	ȵ	y	2	21
2627	女	女	ȵy32	ȵy32	ȵ	y	3	32
2628	遇	遇	ȵy32	y32	ȵ	y	3	32
2629	語	語	ȵy52	y52	ȵ	y	4	52
2630	寓	寓	ȵy52	y52	ȵ	y	4	52
2631	於	於	y35	y35	∅	y	1	35
2632	迂	迂	y35	y35	∅	y	1	35
2633	于	于	y35	y35	∅	y	1	35
2634	如	如	y21	y21	∅	y	2	21
2635	娛	娛	y21	y21	∅	y	2	21
2636	逾	逾	y21	y21	∅	y	2	21
2637	余	余	y21	y21	∅	y	2	21
2638	餘	餘	y21	y21	∅	y	2	21
2639	儒	儒	y21	y21	∅	y	2	21
2640	御	御	y32	y32	∅	y	3	32
2641	禦	禦	y32	y32	∅	y	3	32
2642	雨	雨	y32	y32	∅	y	3	32
2643	宇	宇	y32	y32	∅	y	3	32
2644	羽	羽	y32	y32	∅	y	3	32
2645	愉	愉	y32	y32	∅	y	3	32
2646	喻	喻	y32	y32	∅	y	3	32
2647	裕	裕	y32	y32	∅	y	3	32
2648	淤	淤	y32	y32	∅	y	3	32
2649	與	與	y32	y32	∅	y	3	32
2650	予	予	y32	y32	∅	y	3	32
2651	譽	譽	y32	ky32	∅	y	3	32
2652	預	預	y32	ky32	∅	y	3	32
2653	豫	豫	y32	ky32	∅	y	3	32
2654	軍	軍	kyn35	kyn35	k	yn	1	35
2655	均	均	kyn35	kʰyn35	k	yn	1	35
2656	鈞	鈞	kyn35	yn35	k	yn	1	35
2657	君	君	kyn35	yn35	k	yn	1	35
2658	群	群	kʰyn21	yn21	kʰ	yn	2	21
2659	云	云	yun21	yun21	∅	yun	2	21
2660	雲	雲	yun21	yun21	∅	yun	2	21
2661	勻	勻	yun21	yun21	∅	yun	2	21
2662	潤	潤	yun32	yun32	∅	yun	3	32
2663	韻	韻	yun32	yun32	∅	yun	3	32
2664	運	運	yun32	yun32	∅	yun	3	32
2665	閏	閏	yun32	yun32	∅	yun	3	32
2666	允	允	yun32	yun32	∅	yun	3	32
2667	永	永	yun32	pyun32	∅	yun	3	32
2668	泳	泳	yun32	pyun32	∅	yun	3	32
2669	詠	詠	yun32	pyun32	∅	yun	3	32
2670	補	補	pu32	pu32	p	u	3	32
2671	捕	捕	pu32	pu32	p	u	3	32
2672	斧	斧	pu32	pu32	p	u	3	32
2673	布	布	pu52	pʰu52	p	u	4	52
2674	怖	怖	pu52	pʰu52	p	u	4	52
2675	佈	佈	pu52	pʰu52	p	u	4	52
2676	譜	譜	pʰu35	pʰu35	pʰ	u	1	35
2677	鋪	鋪	pʰu35	pʰu35	pʰ	u	1	35
2678	普	普	pʰu35	pʰu35	pʰ	u	1	35
2679	婦	婦	pʰu35	pʰu35	pʰ	u	1	35
2680	蒲	蒲	pʰu21	pʰu21	pʰ	u	2	21
2681	菩	菩	pʰu21	pʰu21	pʰ	u	2	21
2682	脯	脯	pʰu21	pʰu21	pʰ	u	2	21
2683	瓠	瓠	pʰu21	pʰu21	pʰ	u	2	21
2684	扶	扶	pʰu21	pʰu21	pʰ	u	2	21
2685	浦	浦	pʰu32	pʰu32	pʰ	u	3	32
2686	部	部	pʰu32	pʰu32	pʰ	u	3	32
2687	簿	簿	pʰu32	mu32	pʰ	u	3	32
2688	步	步	pʰu32	mu32	pʰ	u	3	32
2689	铺	铺	pʰu52	mu52	pʰ	u	4	52
2690	模	模	mu35	mu35	m	u	1	35
2691	母	母	mu35	mu35	m	u	1	35
2692	拇	拇	mu35	mu35	m	u	1	35
2693	摹	摹	mu21	mu21	m	u	2	21
2694	舞	舞	mu32	mu32	m	u	3	32
2695	舞	舞	mu32	mu32	m	u	3	32
2696	侮	侮	mu32	mu32	m	u	3	32
2697	務	務	mu32	mu32	m	u	3	32
2698	慕	慕	mu52	mu52	m	u	4	52
2699	墓	墓	mu52	fu52	m	u	4	52
2700	募	募	mu52	fu52	m	u	4	52
2701	霧	霧	mu52	fu52	m	u	4	52
2702	呼	呼	fu35	fu35	f	u	1	35
2703	虎	虎	fu35	fu35	f	u	1	35
2704	夫	夫	fu35	fu35	f	u	1	35
2705	膚	膚	fu35	fu35	f	u	1	35
2706	敷	敷	fu35	fu35	f	u	1	35
2707	孵	孵	fu35	fu35	f	u	1	35
2708	胡	胡	fu21	fu21	f	u	2	21
2709	湖	湖	fu21	fu21	f	u	2	21
2710	狐	狐	fu21	fu21	f	u	2	21
2711	壺	壺	fu21	fu21	f	u	2	21
2712	乎	乎	fu21	fu21	f	u	2	21
2713	鬍	鬍	fu21	fu21	f	u	2	21
2714	蝴	蝴	fu21	fu21	f	u	2	21
2715	糊	糊	fu21	fu21	f	u	2	21
2716	互	互	fu21	fu21	f	u	2	21
2717	芙	芙	fu21	fu21	f	u	2	21
2718	符	符	fu21	fu21	f	u	2	21
2719	扶	扶	fu21	fu21	f	u	2	21
2720	斛	斛	fu21	fu21	f	u	2	21
2721	虎	虎	fu32	fu32	f	u	3	32
2722	滸	滸	fu32	fu32	f	u	3	32
2723	戶	戶	fu32	fu32	f	u	3	32
2724	護	護	fu32	fu32	f	u	3	32
2725	父	父	fu32	fu32	f	u	3	32
2726	腐	腐	fu32	fu32	f	u	3	32
2727	腐	腐	fu32	fu32	f	u	3	32
2728	輔	輔	fu32	fu32	f	u	3	32
