字	片	区	小片	方言点	声母	韵母	调值	调类	备注
忍	閩中區			三明(三元話)	l	ã	21	陰上	
思	閩中區			三明(三元話)	s	ɿ	553	陰平	
怪	閩中區			三明(三元話)	k	uɛ	33	去聲	
恋	閩中區			三明(三元話)	l	aiŋ	33	去聲	
悶	閩中區			三明(三元話)	m	ã/uã	33	去聲	
懶	閩中區			三明(三元話)	l	ɛ̃	21	陰上	
戍	閩中區			三明(三元話)	ʃ/tʃʰ	y/iɯ	33	去聲	後者原書作「厝」。
我	閩中區			三明(三元話)	ŋ	u/ɯ	553/21	陽上/陰上	
房	閩中區			三明(三元話)	h/p	m/ã	41	陽平	
扁	閩中區			三明(三元話)	p	aiŋ	21	陰上	
才	閩中區			三明(三元話)	ts	a	41	陽平	
披	閩中區			三明(三元話)	pʰ	i	553	陰平	
拏	閩中區			三明(三元話)	l	ɔ̃	553	陰平	
择	閩中區			三明(三元話)	tʃ	ia	353	陽上	
挽	閩中區			三明(三元話)	0	ŋ	21	陰上	
捐	閩中區			三明(三元話)	k	yaiŋ	553	陰平	
损	閩中區			三明(三元話)	s	uã	21	陰上	
捥	閩中區			三明(三元話)	0	ŋ	21	陰上	
搅	閩中區			三明(三元話)	k	ɒ	21	陰上	
搓	閩中區			三明(三元話)	tsʰ	aɯ	553	陰平	
搜	閩中區			三明(三元話)	ʃ	ø	553	陰平	
救	閩中區			三明(三元話)	k	iɑu	33	去聲	
敲	閩中區			三明(三元話)	kʰ	iɯ	553	陰平	
新	閩中區			三明(三元話)	s	ã	553	陰平	
施	閩中區			三明(三元話)	s	ɿ	553	陰平	
昏	閩中區			三明(三元話)	h	ŋ/uã	553	陰平	
普	閩中區			三明(三元話)	pʰ	u	21	陰上	
曹	閩中區			三明(三元話)	ts	aɯ	41	陽平	
朱	閩中區			三明(三元話)	tʃ	y	553	陰平	
杏	閩中區			三明(三元話)	h	ɛ̃	33	去聲	
柔	閩中區			三明(三元話)	0	iɑu	41	陽平	
柳	閩中區			三明(三元話)	l	iɑu	21	陰上	
桑	閩中區			三明(三元話)	s	am	553	陰平	
桓	閩中區			三明(三元話)	h	ŋ	41	陽平	
桶	閩中區			三明(三元話)	tʰ	ã	21	陰上	
梅	閩中區			三明(三元話)	m	uɛ	41	陽平	
梗	閩中區			三明(三元話)	k	ɛ̃	21	陰上	
椿	閩中區			三明(三元話)	tʰ	uã	553	陰平	
極	閩中區			三明(三元話)	k	i	353	陽上	
歎	閩中區			三明(三元話)	tʰ	ŋ	33	去聲	
歼	閩中區			三明(三元話)	tsʰ	aiŋ	553	陰平	
毕	閩中區			三明(三元話)	p	i	213	入聲	
汁	閩中區			三明(三元話)	ts	ɿ	213	入聲	
江	閩中區			三明(三元話)	k	ɔ̃	553	陰平	
沉	閩中區			三明(三元話)	t	ã	41	陽平	
泛	閩中區			三明(三元話)	h	m	33	去聲	
波	閩中區			三明(三元話)	p	aɯ	553	陰平	
涼	閩中區			三明(三元話)	l	iam	41	陽平	
滨	閩中區			三明(三元話)	p	ã	553	陰平	
潭	閩中區			三明(三元話)	tʰ	ɔ̃	41	陽平	
灯	閩中區			三明(三元話)	t	ɛ̃	553	陰平	
烂	閩中區			三明(三元話)	l	ŋ	33	去聲	
焰	閩中區			三明(三元話)	0	iaiŋ	33	去聲	
熏	閩中區			三明(三元話)	h/kʰ	uã/iam	553/33	陰平/去聲	
燃	閩中區			三明(三元話)	0	iaiŋ	553	陰平	
燥	閩中區			三明(三元話)	s	aɯ	33	去聲	
猛	閩中區			三明(三元話)	m	ɛ̃	21	陰上	
玉	閩中區			三明(三元話)	ŋ	y	353	陽上	
珠	閩中區			三明(三元話)	tʃ	y	553	陰平	
瓦	閩中區			三明(三元話)	0	o	21	陰上	
瓶	閩中區			三明(三元話)	p	ɛ̃	41	陽平	
甥	閩中區			三明(三元話)	ʃ	ɛ̃	553	陰平	
疲	閩中區			三明(三元話)	pʰ	i	41	陽平	
痰	閩中區			三明(三元話)	tʰ	ɔ̃	41	陽平	
登	閩中區			三明(三元話)	t	ɛ̃	553	陰平	
百	閩中區			三明(三元話)	p	ɒ	213	入聲	
皇	閩中區			三明(三元話)	h	m	41	陽平	
眉	閩中區			三明(三元話)	m	i	41	陽平	
眾	閩中區			三明(三元話)	tʃ	iam	33	去聲	
睡	閩中區			三明(三元話)	s	ui	33	去聲	
矛	閩中區			三明(三元話)	m	ɒ	41	陽平	
矮	閩中區			三明(三元話)	0	ɛ	21	陰上	
石	閩中區			三明(三元話)	ʃ/tʃ	iɯ	353	陽上	文讀，一石米。
私	閩中區			三明(三元話)	s	ɿ	553	陰平	
秧	閩中區			三明(三元話)	0	m/iam	553	陰平	
空	閩中區			三明(三元話)	kʰ	ŋ/ã	553	陰平	單字讀，閑。
笠	閩中區			三明(三元話)	ʃ	yɛ/ia	353/213	陽上/入聲	
篾	閩中區			三明(三元話)	m	ɛ	213	入聲	
粗	閩中區			三明(三元話)	tsʰ	ɑu	553	陰平	
糟	閩中區			三明(三元話)	ts	ø/ɒ	553	陰平	
糠	閩中區			三明(三元話)	kʰ	am	553	陰平	
緊	閩中區			三明(三元話)	k	iã	21	陰上	
纹	閩中區			三明(三元話)	0	uã	41	陽平	
纽	閩中區			三明(三元話)	ŋ	iɑu	21	陰上	
细	閩中區			三明(三元話)	s	ɛ	33	去聲	
翁	閩中區			三明(三元話)	0	ã	553	陰平	
翠	閩中區			三明(三元話)	tsʰ	ui	33	去聲	
肝	閩中區			三明(三元話)	h	ŋ	553	陰平	
胥	閩中區			三明(三元話)	ʃ	y	553	陰平	
腕	閩中區			三明(三元話)	0	ŋ	21	陰上	
腻	閩中區			三明(三元話)	ŋ	i	33	去聲	
舅	閩中區			三明(三元話)	k	iɑu	353	陽上	
舍	閩中區			三明(三元話)	ʃ	iɒ	33	去聲	
芭	閩中區			三明(三元話)	p	ɒ	553	陰平	
若	閩中區			三明(三元話)	0/l	iɯ/aɯ	353	陽上	
范	閩中區			三明(三元話)	h/p	ŋ/am	353	陽上	
茅	閩中區			三明(三元話)	m	ɒ	41	陽平	
荥	閩中區			三明(三元話)	0	yã	41	陽平	
菊	閩中區			三明(三元話)	k	y	213	入聲	
萤	閩中區			三明(三元話)	0	yã	41	陽平	
葉	閩中區			三明(三元話)	0	iɛ	353	陽上	
蓝	閩中區			三明(三元話)	l	ɔ̃	41	陽平	
蔽	閩中區			三明(三元話)	p	i	33	去聲	
藤	閩中區			三明(三元話)	t	ɛ̃	41	陽平	
虛	閩中區			三明(三元話)	ʃ	y	553	陰平	
虞	閩中區			三明(三元話)	ŋ	y	41	陽平	
蛰	閩中區			三明(三元話)	t	i	353	陽上	
螺	閩中區			三明(三元話)	l	uɛ/yɛ/ui	41	陽平	文讀，髻，白讀。
衝	閩中區			三明(三元話)	tʃʰ	iam	553	陰平	
衣	閩中區			三明(三元話)	0	i	553	陰平	
补	閩中區			三明(三元話)	p	u	21	陰上	
衬	閩中區			三明(三元話)	tʃʰ	iã	33	去聲	
衰	閩中區			三明(三元話)	s	uɛ	553	陰平	
袄	閩中區			三明(三元話)	0	ɯ	21	陰上	
袍	閩中區			三明(三元話)	p	aɯ	41	陽平	
袖	閩中區			三明(三元話)	s	iɑu	33	去聲	
袴	閩中區			三明(三元話)	kʰ	u	33	去聲	
裴	閩中區			三明(三元話)	pʰ	ui	41	陽平	
裹	閩中區			三明(三元話)	k	ɯ	21	陰上	
要	閩中區			三明(三元話)	0	iɯ	553	陰平	要求。
觅	閩中區			三明(三元話)	m	i	353	陽上	
許	閩中區			三明(三元話)	ʃ	y	21	陰上	
誰	閩中區			三明(三元話)	ʃ	yi	41	陽平	
认	閩中區			三明(三元話)	l	ã	33	去聲	
让	閩中區			三明(三元話)	ŋ	iam	33	去聲	
讯	閩中區			三明(三元話)	s	ã	33	去聲	
讲	閩中區			三明(三元話)	k	am	21	陰上	
许	閩中區			三明(三元話)	ʃ	y	21	陰上	
豪	閩中區			三明(三元話)	h	ɯ	41	陽平	
赖	閩中區			三明(三元話)	l	a	33	去聲	
赵	閩中區			三明(三元話)	t	iɯ	353	陽上	
起	閩中區			三明(三元話)	kʰ	i	21	陰上	
轉	閩中區			三明(三元話)	t	aiŋ	21	陰上	
车	閩中區			三明(三元話)	k	y	553	陰平	車馬砲。
辉	閩中區			三明(三元話)	ʃ	yi	553	陰平	
输	閩中區			三明(三元話)	ʃ	y	553	陰平	
过	閩中區			三明(三元話)	k	ɯ	33	去聲	
迎	閩中區			三明(三元話)	ŋ	iɔ̃/ã	41	陽平	文讀，迎佛。
迷	閩中區			三明(三元話)	m	i	41	陽平	
遂	閩中區			三明(三元話)	s	ui	33	去聲	
遛	閩中區			三明(三元話)	l	iɑu	553	陰平	
邻	閩中區			三明(三元話)	l	ã	41	陽平	
郎	閩中區			三明(三元話)	l	am	41	陽平	
鐵	閩中區			三明(三元話)	tʰ	ɛ	213	入聲	
铭	閩中區			三明(三元話)	m	ã	41	陽平	
铳	閩中區			三明(三元話)	tsʰ	iam	33	去聲	
银	閩中區			三明(三元話)	l	uã	41	陽平	
锁	閩中區			三明(三元話)	s	aɯ	21	陰上	
锄	閩中區			三明(三元話)	tʰ	y	41	陽平	
锅	閩中區			三明(三元話)	k	ɯ	553	陰平	
锥	閩中區			三明(三元話)	tʃ	yi	553	陰平	
镰	閩中區			三明(三元話)	l	aiŋ	41	陽平	
門	閩中區			三明(三元話)	m	uã	41	陽平	
閑	閩中區			三明(三元話)	0/h	ɛ̃	41	陽平	文讀，閒話。
闷	閩中區			三明(三元話)	m	ã/uã	33	去聲	
闽	閩中區			三明(三元話)	m	ɛ̃	41	陽平	
阀	閩中區			三明(三元話)	h	o	353	陽上	
隔	閩中區			三明(三元話)	k	iɒ/ɒ	213	入聲	
隙	閩中區			三明(三元話)	kʰ	iɯ	213	入聲	
雞	閩中區			三明(三元話)	k	iɛ	553	陰平	
零	閩中區			三明(三元話)	l	ɛ̃/ã	41	陽平	
順	閩中區			三明(三元話)	s/ʃ	uã/iam	33	去聲	
饮	閩中區			三明(三元話)	0	iã	21	陰上	
饼	閩中區			三明(三元話)	p	iɔ̃	21	陰上	
騰	閩中區			三明(三元話)	t	ɛ̃	41	陽平	
驢	閩中區			三明(三元話)	l	y	41	陽平	
鬆	閩中區			三明(三元話)	s	ã	553	陰平	
鲁	閩中區			三明(三元話)	l	ɑu	21	陰上	
鳥	閩中區			三明(三元話)	ŋ	iɯ	21	陰上	
鸠	閩中區			三明(三元話)	tʃ	iɑu	553	陰平	
鹅	閩中區			三明(三元話)	ŋ	yo/ɯ	41	陽平	
麻	閩中區			三明(三元話)	m	o/ɒ	41	陽平	
齐	閩中區			三明(三元話)	ts	ɛ/i	41	陽平	
齿	閩中區			三明(三元話)	tsʰ	ɿ	21	陰上	
一	闽中区			三明(三元话)	o	i	213	入声	
丁	闽中区			三明(三元话)	t	ã	553	阴平	
七	闽中区			三明(三元话)	tsʰ	i	213	入声	
三	闽中区			三明(三元话)	s	ɔ̃	553	阴平	
上	闽中区			三明(三元话)	s/ʃ	iam	33	去声	文读，上面。
下	闽中区			三明(三元话)	0/h	ɒ	353	阳上	放下，下山。
丑	闽中区			三明(三元话)	tʰ	iɑu	21	阴上	
专	闽中区			三明(三元话)	tʃ	yaiŋ	553	阴平	
且	闽中区			三明(三元话)	tsʰ	iɔ̃	21	阴上	
丕	闽中区			三明(三元话)	pʰ	ui/i	553	阴平	
世	闽中区			三明(三元话)	s	ɿ	33	去声	
丗	闽中区			三明(三元话)	s	ɿ	33	去声	
丙	闽中区			三明(三元话)	p	ã	21	阴上	
业	闽中区			三明(三元话)	ŋ	iɛ	353	阳上	
东	闽中区			三明(三元话)	t	ã	553	阴平	
丝	闽中区			三明(三元话)	s	i	553	阴平	
两	闽中区			三明(三元话)	l	iam	21	阴上	
严	闽中区			三明(三元话)	ŋ	iaiŋ	41	阳平	
中	闽中区			三明(三元话)	t	am	553	阴平	
临	闽中区			三明(三元话)	l	ã	41	阳平	
丸	闽中区			三明(三元话)	0	yaiŋ	41	阳平	
主	闽中区			三明(三元话)	tʃ	y	21	阴上	
丼	闽中区			三明(三元话)	ts	ɔ̃	21	阴上	
丽	闽中区			三明(三元话)	l	i	33	去声	
举	闽中区			三明(三元话)	k	y	21	阴上	
乃	闽中区			三明(三元话)	l	a	21	阴上	
久	闽中区			三明(三元话)	k	iɑu	21	阴上	
义	闽中区			三明(三元话)	ŋ	i	33	去声	
之	闽中区			三明(三元话)	ts	ɿ	553	阴平	
乌	闽中区			三明(三元话)	0	u	553	阴平	
乍	闽中区			三明(三元话)	ts	ɒ	33	去声	
乏	闽中区			三明(三元话)	h	o	353	阳上	
乐	闽中区			三明(三元话)	ŋ	ɯ	353	阳上	音乐。
乔	闽中区			三明(三元话)	k	iɯ	41	阳平	
乙	闽中区			三明(三元话)	0	i	213	入声	
九	闽中区			三明(三元话)	k	iɑu	21	阴上	
乞	闽中区			三明(三元话)	kʰ	yi	213	入声	
也	闽中区			三明(三元话)	0	iɒ	21	阴上	
习	闽中区			三明(三元话)	s	i	353	阳上	
乡	闽中区			三明(三元话)	ʃ	iam	553	阴平	
书	闽中区			三明(三元话)	ʃ	y	553	阴平	
买	闽中区			三明(三元话)	m	ɛ	21	阴上	
乱	闽中区			三明(三元话)	l	ŋ	33	去声	
乳	闽中区			三明(三元话)	0	y	21	阴上	
乾	闽中区			三明(三元话)	kʰ	iaiŋ	41	阳平	
亂	闽中区			三明(三元话)	l	ŋ	33	去声	
了	闽中区			三明(三元话)	l	ɒ/iɯ	21	阴上	
事	闽中区			三明(三元话)	s/ʃ	ɿ/ia	33	去声	文读，话事。
二	闽中区			三明(三元话)	ŋ	i	33	去声	
亏	闽中区			三明(三元话)	kʰ	yi	553	阴平	
云	闽中区			三明(三元话)	0	yã	41	阳平	
互	闽中区			三明(三元话)	h	u	33	去声	
五	闽中区			三明(三元话)	ŋ	u	21	阴上	
井	闽中区			三明(三元话)	ts	ɔ̃	21	阴上	
亡	闽中区			三明(三元话)	0	m	41	阳平	
产	闽中区			三明(三元话)	ʃ	iaiŋ/ɛ̃	21	阴上	
亨	闽中区			三明(三元话)	pʰ	ɛ̃	553	阴平	
享	闽中区			三明(三元话)	ʃ	iam	21	阴上	
京	闽中区			三明(三元话)	k	iã	553	阴平	
亭	闽中区			三明(三元话)	t	ɛ̃	41	阳平	
亮	闽中区			三明(三元话)	l	iam	33	去声	
亿	闽中区			三明(三元话)	0	i	33	阳上	
什	闽中区			三明(三元话)	s	ɿ	353	阳上	
仁	闽中区			三明(三元话)	0	iã	41	阳平	
仄	闽中区			三明(三元话)	tʃ	ia	213	入声	
仅	闽中区			三明(三元话)	k	iã	21	阴上	
今	闽中区			三明(三元话)	k	iã	553	阴平	
介	闽中区			三明(三元话)	k	ia	33	去声	
仓	闽中区			三明(三元话)	tsʰ	am	553	阴平	
仗	闽中区			三明(三元话)	t	iam	353	阳上	
仙	闽中区			三明(三元话)	s	aiŋ	553	阴平	
代	闽中区			三明(三元话)	t	a	33	去声	
令	闽中区			三明(三元话)	l	ã	33	去声	
以	闽中区			三明(三元话)	0	i	21	阴上	
仰	闽中区			三明(三元话)	ŋ	iam	21	阴上	
仲	闽中区			三明(三元话)	t	am	353	阳上	
件	闽中区			三明(三元话)	k	iaiŋ	353	阳上	
任	闽中区			三明(三元话)	0	iã	33	去声	
仿	闽中区			三明(三元话)	h	m	21	阴上	
伍	闽中区			三明(三元话)	ŋ	u	21	阴上	
伏	闽中区			三明(三元话)	h	u	353	阳上	
伐	闽中区			三明(三元话)	h	o	353	阳上	
休	闽中区			三明(三元话)	ʃ	iɑu	553	阴平	
会	闽中区			三明(三元话)	h	ui	33	去声	
伞	闽中区			三明(三元话)	s	ŋ	21	阴上	
伟	闽中区			三明(三元话)	0	yi	21	阴上	
传	闽中区			三明(三元话)	t	aiŋ	33	去声	自传。
伤	闽中区			三明(三元话)	ʃ	iam	553	阴平	
伦	闽中区			三明(三元话)	l	uã	41	阳平	
伯	闽中区			三明(三元话)	p	ɒ	213	入声	
估	闽中区			三明(三元话)	k	u	21	阴上	
伱	闽中区			三明(三元话)	ŋ	i	353/21	阳上/阴上	
伴	闽中区			三明(三元话)	pʰ	ŋ	353	阳上	
伶	闽中区			三明(三元话)	l	ã	41	阳平	
伸	闽中区			三明(三元话)	ʃ	iã	553	阴平	
似	闽中区			三明(三元话)	s	ɿ	353	阳上	
佈	闽中区			三明(三元话)	p	u	33	去声	
位	闽中区			三明(三元话)	0	yi	33	去声	
低	闽中区			三明(三元话)	t	i	553	阴平	
住	闽中区			三明(三元话)	t	y	33	去声	
佛	闽中区			三明(三元话)	h	ui	353	阳上	
你	闽中区			三明(三元话)	ŋ	i	353/21	阳上/阴上	
佳	闽中区			三明(三元话)	k	ɒ	553	阴平	
使	闽中区			三明(三元话)	s/ʃ	ɿ/ia	21	阴上	
來	闽中区			三明(三元话)	l	a	41	阳平	
例	闽中区			三明(三元话)	l	ɛ	33	去声	
供	闽中区			三明(三元话)	k	iam	33	去声	上供。
依	闽中区			三明(三元话)	0	i	553	阴平	
侦	闽中区			三明(三元话)	tʃ	iã	553	阴平	
侧	闽中区			三明(三元话)	tʃ	ia	213	入声	
侨	闽中区			三明(三元话)	k	iɯ	41	阳平	
侪	闽中区			三明(三元话)	ts	ɛ	41	阳平	俺侪。
侬	闽中区			三明(三元话)	l	ã	41	阳平	原书作「人」。
侮	闽中区			三明(三元话)	0	u	21	阴上	
侯	闽中区			三明(三元话)	h	ø	41	阳平	
侵	闽中区			三明(三元话)	tsʰ	ã	553	阴平	
便	闽中区			三明(三元话)	p	aiŋ	41	阳平	
俄	闽中区			三明(三元话)	ŋ	ɯ	41	阳平	
俊	闽中区			三明(三元话)	ts	uã	33	去声	
俗	闽中区			三明(三元话)	s	y	353	阳上	
保	闽中区			三明(三元话)	p	aɯ	21	阴上	
信	闽中区			三明(三元话)	s	ɛ̃/ã	33	去声	信件，相信。
俭	闽中区			三明(三元话)	k	iaiŋ	353	阳上	
修	闽中区			三明(三元话)	s	iɑu	553	阴平	
俯	闽中区			三明(三元话)	h	u	21	阴上	
倉	闽中区			三明(三元话)	tsʰ	am	553	阴平	
倒	闽中区			三明(三元话)	t	aɯ	21	阴上	打倒。
倔	闽中区			三明(三元话)	kʰ	y	353	阳上	
倚	闽中区			三明(三元话)	0	i	21	阴上	
倦	闽中区			三明(三元话)	k	yaiŋ	33	去声	
倫	闽中区			三明(三元话)	l	uã	41	阳平	
债	闽中区			三明(三元话)	tʃ	iɛ	33	去声	
倾	闽中区			三明(三元话)	kʰ	ɛ̃/ã	553	阴平	倾倒，单字读。
假	闽中区			三明(三元话)	k	ɒ	21	阴上	真假。
偉	闽中区			三明(三元话)	0	yi	21	阴上	
偏	闽中区			三明(三元话)	pʰ	aiŋ	553	阴平	
停	闽中区			三明(三元话)	t	ɛ̃/ã	41	阳平	
健	闽中区			三明(三元话)	k	yaiŋ	33	去声	
側	闽中区			三明(三元话)	tʃ	ia	213	入声	
偵	闽中区			三明(三元话)	tʃ	iã	553	阴平	
偶	闽中区			三明(三元话)	ŋ	ø	21	阴上	
偷	闽中区			三明(三元话)	tʰ	ø	553	阴平	
偿	闽中区			三明(三元话)	ʃ	iam	21	阴上	
傑	闽中区			三明(三元话)	k	iɛ	353	阳上	
傘	闽中区			三明(三元话)	s	ŋ	21	阴上	
備	闽中区			三明(三元话)	p	i	33	去声	
储	闽中区			三明(三元话)	tʃ	y	41	阳平	
催	闽中区			三明(三元话)	tsʰ	ui	553	阴平	
傲	闽中区			三明(三元话)	ŋ	ɯ	33	去声	
傳	闽中区			三明(三元话)	t	aiŋ	33	去声	自传。
債	闽中区			三明(三元话)	tʃ	iɛ	33	去声	
傷	闽中区			三明(三元话)	ʃ	iam	553	阴平	
傾	闽中区			三明(三元话)	kʰ	ɛ̃/ã	553	阴平	倾倒，单字读。
僅	闽中区			三明(三元话)	k	iã	21	阴上	
僑	闽中区			三明(三元话)	k	iɯ	41	阳平	
僧	闽中区			三明(三元话)	ts	ɛ̃	553	阴平	
僵	闽中区			三明(三元话)	k	iam	553	阴平	
價	闽中区			三明(三元话)	k	ɒ	33	去声	
僻	闽中区			三明(三元话)	pʰ	i	213	入声	
儀	闽中区			三明(三元话)	ŋ	i	41	阳平	
儂	闽中区			三明(三元话)	l	ã	41	阳平	原书作「人」。
億	闽中区			三明(三元话)	0	i	33	阳上	
儉	闽中区			三明(三元话)	k	iaiŋ	353	阳上	
儕	闽中区			三明(三元话)	ts	ɛ	41	阳平	俺侪。
償	闽中区			三明(三元话)	ʃ	iam	21	阴上	
優	闽中区			三明(三元话)	0	iɑu	553	阴平	
儲	闽中区			三明(三元话)	tʃ	y	41	阳平	
允	闽中区			三明(三元话)	0	yã	21	阴上	
元	闽中区			三明(三元话)	ŋ	yaiŋ	41	阳平	
兄	闽中区			三明(三元话)	ʃ	iɔ̃	553	阴平	
先	闽中区			三明(三元话)	s	aiŋ	553	阴平	
光	闽中区			三明(三元话)	k	am	553	阴平	
免	闽中区			三明(三元话)	m	aiŋ	21	阴上	
兒	闽中区			三明(三元话)	0	i	41	阳平	
兔	闽中区			三明(三元话)	tʰ	ɑu	33	去声	
兜	闽中区			三明(三元话)	t	uɛ	553	阴平	
入	闽中区			三明(三元话)	ŋ	i	353	阳上	
內	闽中区			三明(三元话)	l	ui	33	去声	
全	闽中区			三明(三元话)	ts	aiŋ	41	阳平	
兩	闽中区			三明(三元话)	l	iam	21	阴上	
八	闽中区			三明(三元话)	p	ɛ	213	入声	
公	闽中区			三明(三元话)	k	ã	553	阴平	
六	闽中区			三明(三元话)	l	y	353	阳上	
兮	闽中区			三明(三元话)	ʃ	i	41	阳平	
兰	闽中区			三明(三元话)	l	ŋ	41	阳平	
关	闽中区			三明(三元话)	k	ŋ	553	阴平	
兴	闽中区			三明(三元话)	h	ã	553	阴平	兴旺。
兵	闽中区			三明(三元话)	p	ã	553	阴平	
具	闽中区			三明(三元话)	k	y	353	阳上	
典	闽中区			三明(三元话)	t	aiŋ	21	阴上	
兹	闽中区			三明(三元话)	ts	ɿ	41	阳平	
兼	闽中区			三明(三元话)	k	iaiŋ	553	阴平	
兽	闽中区			三明(三元话)	ʃ	iɑu	33	去声	
冀	闽中区			三明(三元话)	0	i	33	去声	
内	闽中区			三明(三元话)	l	ui	33	去声	
冈	闽中区			三明(三元话)	k	am	553	阴平	
冊	闽中区			三明(三元话)	tsʰ	ɒ	213	入声	
册	闽中区			三明(三元话)	tsʰ	ɒ	213	入声	
再	闽中区			三明(三元话)	ts	a	33	去声	
写	闽中区			三明(三元话)	s	iɒ	21	阴上	
军	闽中区			三明(三元话)	k	uã	553	阴平	
冠	闽中区			三明(三元话)	k	ŋ	553	阴平	
冢	闽中区			三明(三元话)	tʃ	iam	21	阴上	
冤	闽中区			三明(三元话)	0	yaiŋ	553	阴平	
冥	闽中区			三明(三元话)	m	ɔ̃/ã	41	阳平	文读，夜晚。
冲	闽中区			三明(三元话)	tʃʰ	iam	553	阴平	
冶	闽中区			三明(三元话)	0	iɒ	21	阴上	
冷	闽中区			三明(三元话)	l	ɛ̃	21	阴上	
准	闽中区			三明(三元话)	ts/tʃ	uã/iam	21	阴上	
凋	闽中区			三明(三元话)	t	iɯ	553	阴平	
凌	闽中区			三明(三元话)	l	ã	41	阳平	
凝	闽中区			三明(三元话)	ŋ	ɛ̃	41	阳平	
