字	音	注
维	gui[2]	
惟	gui[2]	思～
遗	gui[2]	
桅	gui[2]	
危	gui[2]	
惟	gui[2]	
伟	gui[3]	
苇	gui[3]	
纬	gui[3]	
委	gui[3]	
伪	gui[3]	
唯	gui[3]	
尾	gui[3]	
卫	gui[4]	
位	gui[4]	
胃	gui[4]	
为	gui[4]	～什么
畏	gui[4]	大无～
畏	gui[5]	～寒
谓	gui[6]	
渭	gui[6]	
慰	gui[6]	
麾	hui[1]	
挥	hui[1]	
辉	hui[1]	
徽	hui[1]	
妃	hui[1]	
非	hui[1]	
飞	hui[1]	文读
灰	hui[1]	文读
翡	hui[2]	～翠
回	hui[2]	
茴	hui[2]	
蛔	hui[2]	
肥	hui[2]	文读
硋	hui[2]	
贿	hui[3]	
悔	hui[3]	原误作梅
废	hui[3]	文读
匪	hui[3]	
毁	hui[3]	
惠	hui[4]	
慧	hui[4]	
讳	hui[4]	
秽	hui[4]	
肺	hui[5]	
蓖	pi[1]	
啡	pi[1]	
脾	pi[2]	～胃
啤	pi[2]	
琵	pi[2]	白读
枇	pi[2]	白读
彼	pi[3]	
避	pi[4]	
闭	pi[4]	
备	pi[4]	
被	pi[4]	介词
痹	pi[5]	
臂	pi[5]	
庇	pi[5]	包～
敝	pi[6]	
币	pi[6]	
蔽	pi[6]	
弊	pi[6]	
泌	pi[6]	分～
秘	pi[6]	
披	pʰi[1]	
鼻	pʰi[1]	嗅
脾	pʰi[2]	～气
皮	pʰi[2]	
琵	pʰi[2]	文读
枇	pʰi[2]	文读
砒	pʰi[2]	
鄙	pʰi[3]	
痞	pʰi[3]	
疕	pʰi[3]	
鼻	pʰi[5]	名词
□	pʰi[6]	骂人
味	bi[1]	
未	bi[1]	午～
咪	bi[2]	
米	bi[3]	
篾	bi[4]	
覕	bi[6]	躲藏
沕	bi[6]	～水，潜水
猪	ti[1]	
低	ti[1]	
除	ti[2]	白读
痔	ti[2]	白读
池	ti[2]	白读
迟	ti[2]	白读
箸	ti[2]	
橱	ti[2]	
持	ti[2]	白读，张～，提防
底	ti[3]	文读
抵	ti[3]	文读
弟	ti[4]	
第	ti[4]	
娣	ti[4]	
缔	ti[4]	
地	ti[4]	
□	ti[4]	在
帝	ti[5]	文读
蒂	ti[5]	
戴	ti[5]	～帽
滴	ti[6]	
梯	tʰi[1]	文读
题	tʰi[2]	文读
提	tʰi[2]	文读
蹄	tʰi[2]	文读
啼	tʰi[2]	
体	tʰi[3]	文读
剃	tʰi[5]	
替	tʰi[5]	文读
铁	tʰi[6]	白读
滤	li[1]	文读
二	li[1]	白读
犁	li[2]	文读
黎	li[2]	
离	li[2]	
篱	li[2]	
丽	li[2]	高～
梨	li[2]	文读
狸	li[2]	
厘	li[2]	
女	li[3]	
吕	li[3]	
铝	li[3]	
旅	li[3]	
履	li[3]	
李	li[3]	姓
理	li[3]	
鲤	li[3]	文读
汝	li[3]	
礼	li[3]	文读
虑	li[4]	
例	li[4]	
厉	li[4]	
励	li[4]	
隶	li[4]	
痢	li[4]	
吏	li[4]	
利	li[4]	文读
离	li[4]	～开
裂	li[8]	衣服～开
力	li[8]	文读
朱	tsi[1]	
诛	tsi[1]	
硃	tsi[1]	
珠	tsi[1]	
诸	tsi[1]	白读
脂	tsi[1]	白读
字	tsi[1]	白读
株	tsi[1]	白读
姕	tsi[1]	～背，女阴
知	tsi[1]	文读
蜘	tsi[1]	文读
粢	tsi[2]	
蜍	tsi[2]	蟾～
薯	tsi[2]	番～
紫	tsi[3]	白读
只	tsi[3]	白读
旨	tsi[3]	白读
指	tsi[3]	
子	tsi[3]	棋～
姊	tsi[3]	
主	tsi[3]	
煮	tsi[3]	
挤	tsi[3]	
止	tsi[3]	
址	tsi[3]	
治	tsi[4]	
巳	tsi[4]	辰～午
稚	tsi[4]	
注	tsi[5]	～解
铸	tsi[5]	～鼎
志	tsi[5]	
置	tsi[5]	
制	tsi[5]	
致	tsi[5]	
誌	tsi[5]	
聚	tsi[5]	
际	tsi[5]	
济	tsi[5]	
驻	tsi[5]	
至	tsi[5]	
剂	tsi[5]	
剂	tsi[5]	白读
接	tsi[6]	
只	tsi[6]	～仔，鸟儿
摺	tsi[6]	～衫
舌	tsi[8]	花～骗人
趋	tsʰi[1]	
妻	tsʰi[1]	
锶	tsʰi[1]	
蛆	tsʰi[1]	生～
凄	tsʰi[1]	
除	tsʰi[2]	文读
储	tsʰi[2]	
锄	tsʰi[2]	
徐	tsʰi[2]	
祠	tsʰi[2]	黄～
持	tsʰi[2]	白读
齐	tsʰi[2]	文读
鼠	tsʰi[3]	
耻	tsʰi[3]	
处	tsʰi[3]	
侈	tsʰi[3]	
取	tsʰi[3]	
娶	tsʰi[3]	文读
杵	tsʰi[3]	
恃	tsʰi[4]	～势
市	tsʰi[4]	
刺	tsʰi[5]	白读
饲	tsʰi[5]	白读，～猪
拭	tsʰi[5]	
试	tsʰi[5]	白读
尸	si[1]	
豉	si[1]	豆～
丝	si[1]	
撕	si[1]	
输	si[1]	运～
施	si[1]	
须	si[1]	
嗜	si[1]	
书	si[1]	文书
需	si[1]	
西	si[1]	文读
匙	si[2]	
辞	si[2]	
时	si[2]	
殊	si[2]	
绪	si[3]	头～
死	si[3]	
署	si[3]	
徙	si[3]	
始	si[3]	
洗	si[3]	文读
氏	si[4]	
是	si[4]	
视	si[4]	
寺	si[4]	
试	si[5]	文读
四	si[5]	白读
恕	si[5]	
世	si[5]	
势	si[5]	
誓	si[6]	
逝	si[6]	
居	ki[1]	
车	ki[1]	～马炮
裾	ki[1]	
拘	ki[1]	
几	ki[1]	几何
支	ki[1]	
枝	ki[1]	
技	ki[1]	
饥	ki[1]	
肌	ki[1]	
稽	ki[1]	
箕	ki[1]	
基	ki[1]	
机	ki[1]	
旗	ki[2]	
棋	ki[2]	
举	ki[3]	
矩	ki[3]	
几	ki[3]	茶几
己	ki[3]	
纪	ki[3]	
杞	ki[3]	
继	ki[3]	
驹	ki[4]	
俱	ki[4]	
具	ki[4]	
忌	ki[4]	
妓	ki[4]	
技	ki[4]	一～之长
痣	ki[5]	
锯	ki[5]	
记	ki[5]	
季	ki[5]	
剧	ki[6]	
巨	ki[6]	艰～
据	ki[6]	数～
拒	ki[6]	
距	ki[6]	
既	ki[6]	～然
冀	ki[6]	
区	kʰi[1]	
驱	kʰi[1]	
欺	kʰi[1]	
渠	kʰi[2]	
奇	kʰi[2]	
骑	kʰi[2]	
麒	kʰi[2]	
淇	kʰi[2]	
祁	kʰi[2]	
其	kʰi[2]	
期	kʰi[2]	
祈	kʰi[2]	
沂	kʰi[2]	
歧	kʰi[2]	
齿	kʰi[3]	
企	kʰi[3]	
起	kʰi[3]	～身
岂	kʰi[3]	
柿	kʰi[4]	
去	kʰi[5]	
器	kʰi[5]	
弃	kʰi[5]	
气	kʰi[5]	文读
汽	kʰi[5]	
缺	kʰi[6]	刀～
儿	gi[2]	
如	gi[2]	
而	gi[2]	
儒	gi[2]	
余	gi[2]	
虞	gi[2]	
娱	gi[2]	
愚	gi[2]	
愉	gi[2]	
倪	gi[2]	姓
预	gi[2]	
寓	gi[2]	
喻	gi[2]	
虚	hi[1]	
墟	hi[1]	
牺	hi[1]	
希	hi[1]	
稀	hi[1]	
熙	hi[1]	
鱼	hi[2]	
渔	hi[2]	
兮	hi[2]	
喜	hi[3]	
许	hi[3]	文读
戏	hi[5]	
医	∅i[1]	
衣	∅i[1]	
依	∅i[2]	
于	∅i[2]	
移	∅i[2]	
夷	∅i[2]	
姨	∅i[2]	
饴	∅i[2]	
怡	∅i[2]	
贻	∅i[2]	
盂	∅i[2]	文读
寅	∅i[2]	白读
与	∅i[3]	
语	∅i[3]	
宇	∅i[3]	
椅	∅i[3]	
已	∅i[3]	
以	∅i[3]	
雨	∅i[3]	文读
异	∅i[4]	
易	∅i[4]	
诣	∅i[4]	
佚	∅i[4]	
屹	∅i[4]	
冀	∅i[4]	文读
变	∅i[4]	文读
誉	∅i[4]	
御	∅i[4]	
遇	∅i[4]	
裕	∅i[4]	
意	∅i[5]	情～
伊	∅i[6]	
夫	pu[1]	丈～
孵	pu[1]	～小鸡
瓠	pu[2]	
符	pu[2]	
脯	pu[2]	胸～
补	pu[3]	
步	pu[4]	
父	pu[4]	白读
妇	pu[4]	白读，新～
布	pu[5]	
怖	pu[5]	
傅	pu[5]	姓
□	pu[6]	冒出来
铺	pʰu[1]	床～
浮	pʰu[2]	白读
菩	pʰu[2]	
蒲	pʰu[2]	
扶	pʰu[2]	
浮	pʰu[2]	
芙	pʰu[2]	
葡	pʰu[2]	
莆	pʰu[3]	
普	pʰu[3]	
谱	pʰu[3]	
殕	pʰu[3]	食物发霉上长白毛
辅	pʰu[3]	白读
铺	pʰu[3]	店～
脯	pʰu[3]	白读，肉～
簿	pʰu[4]	
皰	pʰu[4]	水沸顶出
模	bu[1]	看不清
模	bu[2]	～型
摹	bu[2]	
无	bu[2]	
巫	bu[2]	姓
诬	bu[2]	
抚	bu[3]	
武	bu[3]	
舞	bu[3]	
鹉	bu[3]	
亩	bu[3]	
母	bu[3]	
斧	bu[3]	白读
侮	bu[3]	
务	bu[4]	
雾	bu[4]	
鹜	bu[4]	
都	tu[1]	
涂	tu[2]	～改
堵	tu[3]	
睹	tu[3]	
赌	tu[3]	
肚	tu[3]	
杜	tu[4]	姓
度	tu[4]	
渡	tu[4]	
镀	tu[4]	
妒	tu[5]	
途	tʰu[2]	
涂	tʰu[2]	姓
徒	tʰu[2]	
土	tʰu[3]	
兔	tʰu[5]	
吐	tʰu[5]	
路	lu[1]	
鸬	lu[2]	～鹚
卢	lu[2]	
妒	lu[2]	
芦	lu[2]	
庐	lu[2]	
如	lu[2]	
鲁	lu[3]	
橹	lu[3]	
卤	lu[3]	
虏	lu[3]	
汝	lu[3]	
赂	lu[4]	
□	lu[4]	～入去
露	lu[5]	
鹭	lu[5]	
主	tsu[3]	文读
住	tsu[4]	文读
柱	tsu[4]	文读
驻	tsu[4]	文读
姑	ku[1]	
孤	ku[1]	
舅	ku[1]	
旧	ku[1]	
菰	ku[1]	
鸪	ku[1]	
糊	ku[2]	浆～
古	ku[3]	
估	ku[3]	
牯	ku[3]	
股	ku[3]	
鼓	ku[3]	
故	ku[3]	事～
久	ku[3]	
痀	ku[3]	𤶧～驼背
怙	ku[4]	靠～
固	ku[5]	
故	ku[5]	事～
雇	ku[5]	
顾	ku[5]	
灸	ku[5]	
跔	ku[6]	蹲
枯	kʰu[1]	
箍	kʰu[1]	
坵	kʰu[1]	白读
苦	kʰu[3]	
许	kʰu[3]	姓
臼	kʰu[4]	
库	kʰu[5]	
裤	kʰu[5]	
牛	gu[1]	
吴	gu[1]	
蜈	gu[1]	
五	gu[3]	文读
伍	gu[3]	
午	gu[3]	文读
吾	gu[3]	
误	gu[4]	
悟	gu[4]	
夫	hu[1]	文读
腐	hu[1]	豆～
灰	hu[1]	～烬
呼	hu[2]	
葫	hu[2]	
湖	hu[2]	
狐	hu[2]	
壶	hu[2]	
乎	hu[2]	
胡	hu[2]	
俘	hu[2]	
孵	hu[2]	
符	hu[2]	文读
浮	hu[2]	文读
芙	hu[2]	文读
虎	hu[3]	
浒	hu[3]	
府	hu[3]	
辅	hu[3]	文读
甫	hu[3]	
斧	hu[3]	文读
腐	hu[3]	
妇	hu[4]	文读
负	hu[4]	
埠	hu[4]	
父	hu[4]	文读
赴	hu[4]	
傅	hu[4]	师～
赋	hu[4]	
户	hu[4]	
沪	hu[4]	
雨	hu[4]	白读
富	hu[5]	
副	hu[5]	
戽	hu[5]	
乌	∅u[1]	
钨	∅u[1]	
污	∅u[1]	
芋	∅u[1]	
污	∅u[1]	
坞	∅u[2]	
恶	∅u[5]	可～
丢	tiu[1]	
住	tiu[1]	白读
抽	tʰiu[1]	
绸	tʰiu[2]	
丑	tʰiu[3]	白读
溜	liu[1]	物量词，长条
流	liu[2]	文读
刘	liu[2]	文读
留	liu[2]	文读
榴	liu[2]	
琉	liu[2]	
硫	liu[2]	
瘤	liu[2]	文读
扭	liu[3]	
纽	liu[3]	
柳	liu[3]	
溜	liu[4]	人很灵洗称人<忄艹有>～
蹓	liu[6]	
周	tsiu[1]	
舟	tsiu[1]	
州	tsiu[1]	
洲	tsiu[1]	
珠	tsiu[1]	白读，目～
酒	tsiu[3]	
守	tsiu[3]	
助	tsiu[4]	
纣	tsiu[4]	
就	tsiu[4]	
昼	tsiu[4]	文读
宙	tsiu[4]	
咒	tsiu[5]	
蛀	tsiu[5]	
秋	tsʰiu[1]	
须	tsʰiu[1]	白读
鳅	tsʰiu[1]	泥～
售	tsʰiu[2]	
筹	tsʰiu[2]	
悉	tsʰiu[2]	
酬	tsʰiu[2]	
仇	tsʰiu[2]	报～
帚	tsʰiu[3]	
手	tsʰiu[3]	
楚	tsʰiu[3]	
础	tsʰiu[3]	
丑	tsʰiu[3]	文读
树	tsʰiu[4]	
修	siu[1]	
羞	siu[1]	
收	siu[1]	
囚	siu[2]	
首	siu[3]	
守	siu[3]	文读
受	siu[4]	
寿	siu[4]	
授	siu[4]	
秀	siu[5]	
绣	siu[5]	
锈	siu[5]	
袖	siu[5]	
兽	siu[5]	
岫	siu[5]	蜂～，蜂窝
求	kiu[2]	
仇	kiu[2]	姓
九	kiu[3]	文读
久	kiu[3]	文读
纠	kiu[3]	
臼	kiu[4]	文读
舅	kiu[4]	文读
旧	kiu[4]	文读
柩	kiu[4]	
咎	kiu[4]	
救	kiu[5]	
纠	kiu[5]	
究	kiu[5]	
勼	kiu[6]	缩
邱	kʰiu[1]	
坵	kʰiu[1]	文读
球	kʰiu[2]	
□	kʰiu[2]	刀刃～，利器卷曲
揪	kʰiu[3]	
忧	giu[1]	
优	giu[1]	
悠	giu[1]	
幽	giu[1]	
尤	giu[2]	
邮	giu[2]	
由	giu[2]	
犹	giu[2]	
游	giu[2]	
油	giu[2]	
有	giu[3]	文读
友	giu[3]	
酉	giu[3]	
莠	giu[3]	
诱	giu[3]	
右	giu[4]	
佑	giu[4]	
釉	giu[4]	
幼	giu[4]	
又	giu[6]	
休	hiu[1]	
朽	hiu[3]	
巴	pa[1]	
芭	pa[1]	
疤	pa[1]	
爸	pa[1]	
把	pa[3]	文读
饱	pa[3]	
罢	pa[4]	
霸	pa[5]	
坝	pa[5]	
豹	pa[5]	
□	pa[6]	伯母
脬	pʰa[1]	
葩	pʰa[1]	
爬	pʰa[2]	文读
耙	pʰa[2]	文读
琶	pʰa[2]	文读
怕	pʰa[5]	
泡	pʰa[5]	
嫲	ba[2]	
麻	ba[2]	动词～人
肉	ba[6]	训读
焦	ta[1]	
□	ta[2]	干枯
打	ta[3]	
舀	ta[6]	～水
搭	ta[6]	白读，寄托物品
塔	tʰa[6]	
沓	tʰa[8]	
拉	la[1]	拖～
啦	la[1]	
拉	la[2]	收拢来
□	la[3]	稍微晒一下
惹	la[4]	
遮	tsa[1]	
楂	tsa[1]	
渣	tsa[1]	
早	tsa[3]	
食	tsa[4]	白读
诈	tsa[5]	
榨	tsa[5]	
炸	tsa[5]	
蔗	tsa[5]	
只	tsa[6]	量词
扎	tsa[6]	卷裤管
茬	tsʰa[1]	
差	tsʰa[1]	
杈	tsʰa[1]	
叉	tsʰa[1]	
柴	tsʰa[2]	白读
茶	tsʰa[2]	文读
查	tsʰa[2]	
吵	tsʰa[3]	白读
炒	tsʰa[3]	白读
插	tsʰa[6]	
赤	tsʰa[6]	白读
奢	sa[1]	
赊	sa[1]	
沙	sa[1]	文读
纱	sa[1]	文读
㵔	sa[3]	诅咒
社	sa[4]	
煠	sa[4]	浸蒸
□	sa[4]	门闩起来
赦	sa[5]	
射	sa[6]	
胶	ka[1]	
铰	ka[1]	
绞	ka[3]	
搅	ka[3]	
咬	ka[4]	
教	ka[5]	
甲	ka[6]	
胛	ka[6]	
钾	ka[6]	
虼	ka[8]	
骹	kʰa[1]	脚
尻	kʰa[1]	～川，屁股
卡	kʰa[3]	关～
巧	kʰa[3]	
敲	kʰa[5]	敲
阿	∅a[1]	
啊	∅a[1]	
鸭	∅a[6]	
鸦	∅a[6]	
押	∅a[6]	
簸	pua[3]	～箕，名词
跋	pua[4]	跌倒
簸	pua[5]	动词
钵	pua[6]	
砵	pua[6]	
破	pʰua[5]	白读
劈	pʰua[6]	白读，动词
泼	pʰua[6]	～水
磨	bua[2]	白读
活	bua[4]	灵活
末	bua[4]	粉～
抹	bua[6]	
大	tua[1]	白读
带	tua[5]	白读
夺	tua[8]	
拖	tʰua[1]	白读
獭	tʰua[6]	
屉	tʰua[6]	抽屉
赖	lua[1]	
箩	lua[2]	
热	lua[2]	～痱、～水，地名
辣	lua[4]	白读
抓	tsua[1]	
蛇	tsua[2]	
纸	tsua[3]	
攃	tsua[6]	
□	tsʰua[4]	不正
蔡	tsʰua[5]	姓
泄	tsʰua[7]	～屎
沙	sua[1]	白读
鲨	sua[1]	文读
痧	sua[1]	
徙	sua[3]	
耍	sua[3]	
嫂	sua[5]	
煞	sua[6]	
刷	sua[6]	
□	sua[6]	散开
涮	sua[6]	～洗
瓜	kua[1]	文读
挂	kua[5]	白读
刮	kua[6]	白读
剐	kua[6]	白读
葛	kua[6]	-～头
割	kua[6]	
阔	kʰua[6]	
蛙	gua[1]	
蛙	gua[1]	
窪	gua[1]	
我	gua[3]	白读
瓦	gua[3]	文读
花	hua[1]	文读
华	hua[2]	
桦	hua[2]	
铧	hua[2]	
哗	hua[2]	
划	hua[4]	文读
画	hua[4]	文读
话	hua[5]	文读
化	hua[5]	文读
喝	hua[6]	
壁	pia[6]	白读
僻	pʰia[6]	
癖	pʰia[6]	
籴	tia[4]	
摘	tia[6]	文读
拆	tʰia[6]	
姐	tsia[3]	老～，女佣人
者	tsia[3]	
藉	tsia[4]	
籍	tsia[4]	
捷	tsia[4]	～步，地名
姐	tsia[5]	称呼
迹	tsia[6]	
脊	tsia[6]	背～
□	tsia[6]	～馃，叠馃
斜	tsʰia[2]	
刺	tsʰia[6]	动词，～衫
谢	sia[1]	白读
邪	sia[2]	白读
畲	sia[2]	
写	sia[3]	
席	sia[4]	
泻	sia[5]	
卸	sia[5]	
削	sia[6]	～梨子
家	kia[1]	文读
加	kia[1]	文读
痂	kia[1]	
嘉	kia[1]	
佳	kia[1]	
傢	kia[1]	文读
假	kia[3]	
贾	kia[3]	姓
寄	kia[5]	
价	kia[5]	文读
假	kia[5]	～期
揢	kʰia[2]	举
屐	kʰia[4]	木～
爷	gia[2]	
耶	gia[2]	
椰	gia[2]	
牙	gia[2]	文读
丫	gia[2]	
哑	gia[3]	文读，～巴
野	gia[3]	白读
雅	gia[3]	文读
译	gia[4]	翻～
页	gia[4]	
亚	gia[5]	
亦	gia[6]	也
夏	hia[1]	文读
厦	hia[1]	文读，大～
霞	hia[2]	文读
瑕	hia[2]	
遐	hia[2]	
虾	hia[2]	文读
下	hia[4]	文读
陭	kiua[4]	陡峭
徛	kʰiua[4]	站
曳	giua[1]	
外	giua[1]	
倚	giua[5]	靠着
靴	hiua[1]	
厦	∅ɛ[2]	白读，～门
哑	∅ɛ[3]	白读，～狗，哑巴
下	∅ɛ[4]	白读
轭	∅ɛ[6]	
瓜	kuɛ[1]	白读
芥	kuɛ[1]	～菜
寡	kuɛ[3]	白读，守～
盖	kuɛ[5]	白读
画	guɛ[1]	白读
话	guɛ[1]	白读
划	guɛ[1]	白读，～船
瓦	guɛ[4]	白读
花	huɛ[1]	白读
化	huɛ[5]	白读
爬	piɛ[2]	白读
琶	piɛ[2]	白读
把	piɛ[2]	白读
耙	piɛ[2]	白读
把	piɛ[3]	白读
伯	piɛ[6]	白读
掰	piɛ[6]	
百	piɛ[6]	白读
柏	piɛ[6]	白读
白	piɛ[8]	白读
帕	pʰiɛ[5]	白读
马	biɛ[3]	白读
码	biɛ[3]	白读
麦	biɛ[4]	白读
爹	tiɛ[1]	
茶	tiɛ[2]	白读
硩	tiɛ[6]	压
撑	tʰiɛ[1]	
□	tʰiɛ[1]	～柴屐
□	tʰiɛ[3]	枝叉
宅	tʰiɛ[4]	白读
□	liɛ[2]	倾斜垂下
裂	liɛ[6]	白读，隙缝，名词
寨	tsiɛ[1]	
债	tsiɛ[5]	
差	tsʰiɛ[1]	白读，出～
册	tsʰiɛ[6]	白读
纱	siɛ[1]	白读
沙	siɛ[1]	白读，地名，白～
洒	siɛ[1]	～水
□	siɛ[1]	穗
家	kiɛ[1]	白读
加	kiɛ[1]	白读
假	kiɛ[3]	白读
贾	kiɛ[3]	白读，姓
下	kiɛ[4]	低
架	kiɛ[5]	白读
价	kiɛ[5]	白读
嫁	kiɛ[5]	白读
稼	kiɛ[5]	白读
驾	kiɛ[5]	白读
隔	kiɛ[6]	
岬	kiɛ[6]	
客	kʰiɛ[6]	
牙	giɛ[2]	白读
枷	giɛ[2]	掛，～澜褯
衙	giɛ[2]	
伢	giɛ[2]	猪～
芽	giɛ[2]	
夏	hiɛ[1]	白读
虾	hiɛ[2]	白读
霞	hiɛ[2]	白读
蟹	hiɛ[4]	
下	hiɛ[4]	～愿，许愿
□	hiɛ[4]	夏穿薄纱
吓	hiɛ[6]	
挨	∅e[1]	
鞋	∅e[2]	
矮	∅e[3]	白读
隘	∅e[4]	
会	∅e[4]	
解	∅e[4]	～使
焙	pue[1]	
吠	pue[1]	
飞	pue[1]	文读
赔	pue[2]	
掊	pue[3]	
倍	pue[4]	白读
辈	pue[4]	
贝	pue[5]	
褙	pue[5]	
背	pue[5]	～脊
胚	pʰue[1]	
坯	pʰue[1]	
丕	pʰue[1]	
培	pʰue[2]	白读
陪	pʰue[2]	白读
枚	pʰue[2]	白读，量词
皮	pʰue[2]	
被	pʰue[4]	白读棉～
配	pʰue[5]	
未	bue[1]	
每	bue[3]	白读
袜	bue[4]	白读
退	tʰue[5]	
蜕	tʰue[5]	蝉～
衰	sue[1]	倒霉
裹	kue[2]	怀孕称～婴仔
馃	kue[3]	
果	kue[3]	～子
过	kue[5]	白读
郭	kue[6]	
刮	kue[6]	
盔	kʰue[1]	
魁	kʰue[1]	白读
瘸	kʰue[2]	～手
缺	kʰue[6]	
煨	gue[1]	
禾	gue[2]	白读
煤	gue[2]	白读
媒	gue[2]	白读
尾	gue[3]	白读
月	gue[4]	白读
挖	gue[6]	白读
灰	hue[1]	白读
回	hue[2]	白读
火	hue[3]	白读
汇	hue[4]	
会	hue[4]	白读
货	hue[5]	
岁	hue[5]	白读
悔	hue[5]	白读
血	hue[6]	白读
背	pie[1]	～孩子；竹～，竹片
□	pie[4]	抽取
八	pie[6]	白读
批	pʰie[1]	
秕	pʰie[5]	
卖	bie[1]	
买	bie[3]	
𣍐	bie[4]	不会
袋	tie[1]	白读
代	tie[1]	朝～
蹄	tie[2]	白读
题	tie[2]	白读
短	tie[3]	白读
抵	tie[3]	白读
底	tie[3]	白读
帝	tie[5]	白读
□	tie[5]	缝
推	tʰie[1]	
胎	tʰie[1]	漏～，流产
提	tʰie[2]	白读
体	tʰie[3]	白读
摕	tʰie[4]	拿
褪	tʰie[5]	
替	tʰie[5]	
退	tʰie[5]	
蜕	tʰie[5]	蝉～
替	tʰie[6]	垫
脱	tʰie[6]	白读
滤	lie[1]	
漉	lie[1]	～水，涉水
来	lie[2]	
犁	lie[2]	白读
螺	lie[2]	白读，石～
礼	lie[3]	
笠	lie[8]	
穧	tsie[1]	多
齐	tsie[2]	白读
坐	tsie[4]	白读
罪	tsie[4]	白读
这	tsie[5]	
节	tsie[6]	白读，过～
折	tsie[6]	白读
炊	tsʰie[1]	白读
吹	tsʰie[1]	白读
□	tsʰie[2]	转卖
且	tsʰie[3]	
扯	tsʰie[3]	
髓	tsʰie[3]	白读
截	tsʰie[4]	白读
□	tsʰie[5]	原作<扌罪>，寻找
脆	tsʰie[5]	白读
栖	tsʰie[5]	白读
切	tsʰie[6]	惨～
撮	tsʰie[6]	
些	sie[1]	
西	sie[1]	白读
舐	sie[1]	
邪	sie[2]	文读
斜	sie[2]	文读
