亲	tʰian33												
长	tʰiaŋ22												
唱	tʰiaŋ33												
清	tʰiaŋ33	tʰɪŋ33											
青	tʰiaŋ33	tʰɪŋ33											
抢	tʰiaŋ55												
七	tʰiat55												
签	tʰim33												
钱	tʰin22												
缠	tʰin22												
前	tʰin22												
全	tʰin22												
传	tʰin22												
浅	tʰin55												
秤	tʰɪŋ21												
程	tʰɪŋ22												
切	tʰit33												
撤	tʰit55												
朝	tʰiu22												
糙	tʰou33												
抄	tʰou33												
草	tʰou55												
锄	tʰua22												
坐	tʰua33	ʦua21											
错	tʰua33												
初	tʰua33												
财	tʰuai22												
菜	tʰuai33												
柱	tʰui21												
锤	tʰui21												
徐	tʰui22												
除	tʰui22												
随	tʰui22												
吹	tʰui33												
取	tʰui55												
畜	tʰʊk55												
村	tʰun21												
寸	tʰun33												
春	tʰun33												
葱	tʰʊŋ21												
虫	tʰʊŋ22												
松	tʰʊŋ22												
充	tʰʊŋ33												
重	tʰʊŋ33												
冲	tʰʊŋ33												
出	tʰut55												
地	ti21												
知	ti33	ʦi33											
笛	tiak21												
定	tiaŋ21	tɪŋ21											
钉	tiaŋ33												
顶	tiaŋ55	tɪŋ55											
店	tim33												
点	tim55												
垫	tin21												
典	tin55												
碟	tip21												
跌	tit33												
钓	tiu33												
丢	tiu33												
道	tou21												
刀	tou33												
杜	tu21												
赌	tu55												
多	tua33												
躲	tua55												
袋	tuai21												
端	tuan33												
短	tuan55												
夺	tuat21												
对	tui33												
读	tʊk21												
毒	tʊk21												
墩	tun55												
动	tʊŋ21												
洞	tʊŋ21												
东	tʊŋ33												
冻	tʊŋ33												
冬	tʊŋ33												
懂	tʊŋ55												
抓	ʦa33												
制	ʦai33												
择	ʦak21												
摘	ʦak21												
窄	ʦak33												
侧	ʦak55												
赚	ʦan21												
僧	ʦaŋ33												
争	ʦaŋ33												
杂	ʦap21												
闸	ʦap21												
集	ʦap21												
习	ʦap21												
扎	ʦat33												
作	ʦɔk55												
撞	ʦɔŋ21												
装	ʦɔŋ33												
壮	ʦɔŋ33												
桩	ʦɔŋ33												
袖	ʦei21												
走	ʦei55												
酒	ʦei55												
住	ʦi21												
治	ʦi21												
猪	ʦi33												
主	ʦi55												
纸	ʦi55												
指	ʦi55												
谢	ʦia21												
借	ʦia33												
姐	ʦia55												
着	ʦiak21												
席	ʦiak21	ʦɪk21											
勺	ʦiak33												
雀	ʦiak55												
浸	ʦiam33												
进	ʦian33												
匠	ʦiaŋ21												
像	ʦiaŋ21												
浆	ʦiaŋ33												
张	ʦiaŋ33												
章	ʦiaŋ33												
井	ʦiaŋ55												
直	ʦɪk21												
织	ʦɪk55												
积	ʦɪk55												
尖	ʦim33												
占	ʦim33												
针	ʦim33												
传	ʦin21												
战	ʦin33												
砖	ʦin33												
镇	ʦin33												
震	ʦin33												
剪	ʦin55												
转	ʦin55												
剩	ʦɪŋ21												
静	ʦɪŋ21												
证	ʦɪŋ33												
贞	ʦɪŋ33												
正	ʦɪŋ33												
整	ʦɪŋ55												
折	ʦip33												
接	ʦip55												
汁	ʦip55												
截	ʦit21												
绝	ʦit21												
侄	ʦit21												
节	ʦit55												
焦	ʦiu33												
照	ʦiu33												
州	ʦiu33												
灶	ʦou21												
造	ʦou21												
罩	ʦou33												
早	ʦou55												
找	ʦou55												
字	ʦu21												
寺	ʦu21												
租	ʦu33												
做	ʦu33												
资	ʦu33												
紫	ʦu55												
子	ʦu55												
左	ʦua55												
罪	ʦui21												
醉	ʦui33												
追	ʦui33												
嘴	ʦui55												
镯	ʦʊk21												
族	ʦʊk21												
竹	ʦʊk55												
粥	ʦʊk55												
足	ʦʊk55												
烛	ʦʊk55												
蹲	ʦun33												
俊	ʦun33												
准	ʦun55												
粽	ʦʊŋ21												
中	ʦʊŋ33												
终	ʦʊŋ33												
种	ʦʊŋ33												
肿	ʦʊŋ55												
卒	ʦut55												
祸	ʋa21												
画	ʋa21												
话	ʋa21												
华	ʋa22												
会	ʋai21												
坏	ʋai21												
回	ʋai22												
怀	ʋai22												
歪	ʋai55												
或	ʋak21												
划	ʋak21												
换	ʋan21												
还	ʋan22												
弯	ʋan33												
碗	ʋan55												
横	ʋaŋ22												
活	ʋat21												
滑	ʋat21												
挖	ʋat33												
旺	ʋɔŋ21												
黄	ʋɔŋ22												
王	ʋɔŋ22												
永	ʋɪŋ21												
荣	ʋɪŋ22												
芋	ʋu21												
壶	ʋu22												
乌	ʋu33												
卫	ʋui21												
位	ʋui21												
胃	ʋui21												
围	ʋui22												
运	ʋun21												
魂	ʋun22												
匀	ʋun22												
云	ʋun22												
温	ʋun33												
哑	ʔa55												
矮	ʔai55												
握	ʔak55												
暗	ʔam55												
还	ʔan22	ʋan22											
鸭	ʔap33												
恶	ʔɔk55												
爱	ʔuai33												
安	ʔuan33												
屋	ʔʊk55												
