汉字	ipa	声母	韵母	声调
靴	xø	x	ø	陰平
河	xø	x	ø	陽平
何	xø	x	ø	陽平
荷	xø	x	ø	陽平
賀	xø	x	ø	陽去
又	xø	x	ø	陽去
爹	tɛ	t	ɛ	陰平
借	tɛ	t	ɛ	陰去
謝	tsɛ	ts	ɛ	陽去
且	tsʰɛ	tsʰ	ɛ	陰上
些	θɛ	θ	ɛ	陰平
寫	θɛ	θ	ɛ	陽平
又	θɛ	θ	ɛ	陽平
邪	θɛ	θ	ɛ	陽平
寫	θɛ	θ	ɛ	陰上
卸	θɛ	θ	ɛ	陰去
瀉	θɛ	θ	ɛ	陰去
謝	θɛ	θ	ɛ	陽去
又	θɛ	θ	ɛ	陽去
遮	tʃɛ	tʃ	ɛ	陰平
者	tʃɛ	tʃ	ɛ	陰上
姐	tʃɛ	tʃ	ɛ	陰上
車	tʃʰɛ	tʃʰ	ɛ	陰平
扯	tʃʰɛ	tʃʰ	ɛ	陰上
蛇	ʃɛ	ʃ	ɛ	陽平
捨	ʃɛ	ʃ	ɛ	陰上
社	ʃɛ	ʃ	ɛ	陽上
舍	ʃɛ	ʃ	ɛ	陰去
赦	ʃɛ	ʃ	ɛ	陰去
射	ʃɛ	ʃ	ɛ	陽去
惹	ȵɛ	ȵ	ɛ	陽上
茄	kɛ	k	ɛ	陰平
也	jɛ	j	ɛ	陽上
野	jɛ	j	ɛ	陽上
夜	jɛ	j	ɛ	陽去
碑	pi	p	i	陰平
卑	pi	p	i	陰平
悲	pi	p	i	陰平
皮	pi	p	i	陽平
脾	pi	p	i	陽平
疲	pi	p	i	陽平
比	pi	p	i	陰上
譬	pi	p	i	陰上
被	pi	p	i	陽上
蔽	pi	p	i	陰去
閉	pi	p	i	陰去
臂	pi	p	i	陰去
秘	pi	p	i	陰去
敝	pi	p	i	陽去
弊	pi	p	i	陽去
幣	pi	p	i	陽去
斃	pi	p	i	陽去
鼻	pi	p	i	陽去
避	pi	p	i	陽去
蓖	pi	p	i	陽去
備	pi	p	i	陽去
被	pi	p	i	陽去
鄙	pʰi	pʰ	i	陰上
彼	pʰi	pʰ	i	陰上
屁	pʰi	pʰ	i	陰去
微	mi	m	i	陽平
迷	mi	m	i	陽平
謎	mi	m	i	陽平
眉	mi	m	i	陽平
尾	mi	m	i	陽上
謎	mi	m	i	陰去
又	mi	m	i	陰去
昧	mi	m	i	陽去
未	mi	m	i	陽去
味	mi	m	i	陽去
資	ti	t	i	陰平
姿	ti	t	i	陰平
茲	ti	t	i	陰平
滋	ti	t	i	陰平
雌	ti	t	i	陰平
子	ti	t	i	陰上
姊	ti	t	i	陰上
紫	ti	t	i	陰上
地	ti	t	i	陽去
此	tʰi	tʰ	i	陰上
次	tʰi	tʰ	i	陰去
賜	tʰi	tʰ	i	陰去
刺	tʰi	tʰ	i	陰去
你	ni	n	i	陽上
膩	ni	n	i	陽去
離	li	l	i	陽平
籬	li	l	i	陽平
梨	li	l	i	陽平
釐	li	l	i	陽平
狸	li	l	i	陽平
斯	θi	θ	i	陰平
撕	θi	θ	i	陰平
私	θi	θ	i	陰平
司	θi	θ	i	陰平
絲	θi	θ	i	陰平
獅	θi	θ	i	陰平
思	θi	θ	i	陰平
瓷	θi	θ	i	陽平
糍	θi	θ	i	陽平
慈	θi	θ	i	陽平
磁	θi	θ	i	陽平
辭	θi	θ	i	陽平
詞	θi	θ	i	陽平
祠	θi	θ	i	陽平
飼	θi	θ	i	陽平
死	θi	θ	i	陰上
似	θi	θ	i	陽上
祀	θi	θ	i	陽上
四	θi	θ	i	陰去
肆	θi	θ	i	陰去
自	θi	θ	i	陽去
寺	θi	θ	i	陽去
事	θi	θ	i	陽去
字	θi	θ	i	陽去
蜘	tʃi	tʃ	i	陰平
枝	tʃi	tʃ	i	陰平
肢	tʃi	tʃ	i	陰平
之	tʃi	tʃ	i	陰平
芝	tʃi	tʃ	i	陰平
妓	tʃi	tʃ	i	陰平
支	tʃi	tʃ	i	陰平
知	tʃi	tʃ	i	陰平
脂	tʃi	tʃ	i	陰上
紙	tʃi	tʃ	i	陰上
只	tʃi	tʃ	i	陰上
旨	tʃi	tʃ	i	陰上
指	tʃi	tʃ	i	陰上
止	tʃi	tʃ	i	陰上
址	tʃi	tʃ	i	陰上
智	tʃi	tʃ	i	陰去
致	tʃi	tʃ	i	陰去
至	tʃi	tʃ	i	陰去
志	tʃi	tʃ	i	陰去
誌	tʃi	tʃ	i	陰去
痣	tʃi	tʃ	i	陰去
置	tʃi	tʃ	i	陰去
治	tʃi	tʃ	i	陽去
齒	tʃʰi	tʃʰ	i	陰上
恥	tʃʰi	tʃʰ	i	陰上
始	tʃʰi	tʃʰ	i	陰上
翅	tʃʰi	tʃʰ	i	陰去
尸	ʃi	ʃ	i	陰平
屍	ʃi	ʃ	i	陰平
師	ʃi	ʃ	i	陰平
施	ʃi	ʃ	i	陰平
詩	ʃi	ʃ	i	陰平
池	ʃi	ʃ	i	陽平
馳	ʃi	ʃ	i	陽平
匙	ʃi	ʃ	i	陽平
時	ʃi	ʃ	i	陽平
遲	ʃi	ʃ	i	陽平
屎	ʃi	ʃ	i	陰上
史	ʃi	ʃ	i	陰上
是	ʃi	ʃ	i	陽上
柿	ʃi	ʃ	i	陽上
世	ʃi	ʃ	i	陰去
試	ʃi	ʃ	i	陰去
示	ʃi	ʃ	i	陽去
視	ʃi	ʃ	i	陽去
士	ʃi	ʃ	i	陽去
市	ʃi	ʃ	i	陽去
而	ȵi	ȵ	i	陽平
兒	ȵi	ȵ	i	陽平
宜	ȵi	ȵ	i	陽平
疑	ȵi	ȵ	i	陽平
耳	ȵi	ȵ	i	陽上
議	ȵi	ȵ	i	陽上
二	ȵi	ȵ	i	陽去
義	ȵi	ȵ	i	陽去
基	ki	k	i	陰平
飢	ki	k	i	陰平
幾	ki	k	i	陰平
乎	ki	k	i	陰平
機	ki	k	i	陰平
譏	ki	k	i	陰平
旗	ki	k	i	陽平
奇	ki	k	i	陽平
其	ki	k	i	陽平
期	ki	k	i	陽平
棋	ki	k	i	陽平
麒	ki	k	i	陽平
己	ki	k	i	陰上
幾	ki	k	i	陰上
紀	ki	k	i	陰上
寄	ki	k	i	陰去
季	ki	k	i	陰去
記	ki	k	i	陰去
既	ki	k	i	陰去
技	ki	k	i	陽去
忌	ki	k	i	陽去
啟	kʰi	kʰ	i	陰上
欺	xi	x	i	陰平
犧	xi	x	i	陰平
希	xi	x	i	陰平
稀	xi	x	i	陰平
起	xi	x	i	陰上
豈	xi	x	i	陰上
喜	xi	x	i	陰上
器	xi	x	i	陰去
棄	xi	x	i	陰去
氣	xi	x	i	陰去
汽	xi	x	i	陰去
戲	xi	x	i	陰去
醫	øi	ø	i	陰平
衣	øi	ø	i	陰平
依	øi	ø	i	陰平
移	øi	ø	i	陽平
夷	øi	ø	i	陽平
姨	øi	ø	i	陽平
遺	øi	ø	i	陽平
倚	øi	ø	i	陰上
椅	øi	ø	i	陰上
伊	øi	ø	i	陰上
已	øi	ø	i	陽上
以	øi	ø	i	陽上
意	øi	ø	i	陰去
異	øi	ø	i	陽去
易	øi	ø	i	陽去
蒲	pu	p	u	陽平
葡	pu	p	u	陽平
脯	pu	p	u	陽平
補	pu	p	u	陰上
薄	pu	p	u	陽上
布	pu	p	u	陰去
佈	pu	p	u	陰去
部	pu	p	u	陽去
簿	pu	p	u	陽去
又	pu	p	u	陽去
步	pu	p	u	陽去
鋪	pʰu	pʰ	u	陰平
設	pʰu	pʰ	u	陰平
甫	pʰu	pʰ	u	陰上
捕	pʰu	pʰ	u	陰上
普	pʰu	pʰ	u	陰上
譜	pʰu	pʰ	u	陰上
輔	pʰu	pʰ	u	陰上
鋪	pʰu	pʰ	u	陰去
店	pʰu	pʰ	u	陰去
模	mu	m	u	陰平
範	mu	m	u	陰平
模	mu	m	u	陰平
子	mu	m	u	陰平
無	mu	m	u	陽平
武	mu	m	u	陽上
母	mu	m	u	陽上
舞	mu	m	u	陽上
務	mu	m	u	陽去
霧	mu	m	u	陽去
暮	mu	m	u	陽去
慕	mu	m	u	陽去
墓	mu	m	u	陽去
募	mu	m	u	陽去
呼	fu	f	u	陰平
敷	fu	f	u	陰平
麩	fu	f	u	陰平
膚	fu	f	u	陰平
夫	fu	f	u	陰平
扶	fu	f	u	陽平
胡	fu	f	u	陽平
虎	fu	f	u	陰上
苦	fu	f	u	陰上
府	fu	f	u	陰上
腑	fu	f	u	陰上
斧	fu	f	u	陰上
褲	fu	f	u	陰去
富	fu	f	u	陰去
傅	fu	f	u	陰去
付	fu	f	u	陽去
護	fu	f	u	陽去
負	fu	f	u	陽去
附	fu	f	u	陽去
父	fu	f	u	陽去
腐	fu	f	u	陽去
戶	fu	f	u	陽去
又	fu	f	u	陽去
土	tʰu	tʰ	u	陰上
醋	tʰu	tʰ	u	陰去
吐	tʰu	tʰ	u	陰去
奴	nu	n	u	陽平
努	nu	n	u	陽上
盧	lu	l	u	陽平
爐	lu	l	u	陽平
蘆	lu	l	u	陽平
驢	lu	l	u	陽平
魯	lu	l	u	陽上
櫓	lu	l	u	陽上
滷	lu	l	u	陽上
露	lu	l	u	陽去
路	lu	l	u	陽去
租	tsu	ts	u	陰平
組	tsu	ts	u	陰上
祖	tsu	ts	u	陰上
做	tsu	ts	u	陰去
又	tsu	ts	u	陰去
粗	tsʰu	tsʰ	u	陰平
兔	tsʰu	tsʰ	u	陰去
酥	θu	θ	u	陰平
蘇	θu	θ	u	陰平
素	θu	θ	u	陰去
訴	θu	θ	u	陰去
塑	θu	θ	u	陰去
嗉	θu	θ	u	陰去
漱	θu	θ	u	陰去
阻	tʃu	tʃ	u	陰上
助	tʃu	tʃ	u	陽去
楚	tʃʰu	tʃʰ	u	陰上
礎	tʃʰu	tʃʰ	u	陰上
梳	ʃu	ʃ	u	陰平
疏	ʃu	ʃ	u	陰平
鋤	ʃu	ʃ	u	陽平
數	ʃu	ʃ	u	陰上
數	ʃu	ʃ	u	陰去
估	ku	k	u	陰平
姑	ku	k	u	陰平
辜	ku	k	u	陰平
孤	ku	k	u	陰平
古	ku	k	u	陰上
股	ku	k	u	陰上
鼔	ku	k	u	陰上
故	ku	k	u	陰去
固	ku	k	u	陰去
雇	ku	k	u	陰去
顧	ku	k	u	陰去
枯	kʰu	kʰ	u	陰平
庫	kʰu	kʰ	u	陰去
烏	øu	ø	u	陰平
湖	øu	ø	u	陽平
糊	øu	ø	u	陽平
狐	øu	ø	u	陽平
葫	øu	ø	u	陽平
壺	øu	ø	u	陽平
鬍	øu	ø	u	陽平
煳	øu	ø	u	陽平
符	øu	ø	u	陽平
戶	øu	ø	u	陽上
惡	øu	ø	u	陰去
互	øu	ø	u	陽去
蛆	tʰy	tʰ	y	陰平
取	tʰy	tʰ	y	陰上
娶	tʰy	tʰ	y	陰上
又	tʰy	tʰ	y	陰上
趣	tʰy	tʰ	y	陰去
女	ny	n	y	陽上
又	ny	n	y	陽上
旅	ly	l	y	陽上
裏	ly	l	y	陽上
呂	ly	l	y	陽上
慮	ly	l	y	陽去
濾	ly	l	y	陽去
雖	θy	θ	y	陰平
須	θy	θ	y	陰平
鬚	θy	θ	y	陰平
需	θy	θ	y	陰平
徐	θy	θ	y	陽平
序	θy	θ	y	陽上
敘	θy	θ	y	陽上
緒	θy	θ	y	陽上
聚	θy	θ	y	陽上
諸	tʃy	tʃ	y	陰平
蛛	tʃy	tʃ	y	陰平
株	tʃy	tʃ	y	陰平
朱	tʃy	tʃ	y	陰平
珠	tʃy	tʃ	y	陰平
豬	tʃy	tʃ	y	陰平
煮	tʃy	tʃ	y	陰上
主	tʃy	tʃ	y	陰上
著	tʃy	tʃ	y	陰去
駐	tʃy	tʃ	y	陰去
註	tʃy	tʃ	y	陰去
注	tʃy	tʃ	y	陰去
蛀	tʃy	tʃ	y	陰去
鑄	tʃy	tʃ	y	陰去
住	tʃy	tʃ	y	陽去
處	tʃʰy	tʃʰ	y	陰上
娶	tʃʰy	tʃʰ	y	陰上
趣	tʃʰy	tʃʰ	y	陰去
又	tʃʰy	tʃʰ	y	陰去
處	tʃʰy	tʃʰ	y	陰去
舒	ʃy	ʃ	y	陰平
輸	ʃy	ʃ	y	陰平
書	ʃy	ʃ	y	陰平
殊	ʃy	ʃ	y	陽平
廚	ʃy	ʃ	y	陽平
除	ʃy	ʃ	y	陽平
鼠	ʃy	ʃ	y	陰上
黍	ʃy	ʃ	y	陰上
暑	ʃy	ʃ	y	陰上
柱	ʃy	ʃ	y	陽上
豎	ʃy	ʃ	y	陽上
儲	ʃy	ʃ	y	陽上
絮	ʃy	ʃ	y	陰去
樹	ʃy	ʃ	y	陽去
如	ȵy	ȵ	y	陽平
愚	ȵy	ȵ	y	陽平
娛	ȵy	ȵ	y	陽平
魚	ȵy	ȵ	y	陽平
語	ȵy	ȵ	y	陽上
乳	ȵy	ȵ	y	陽上
遇	ȵy	ȵ	y	陽去
寓	ȵy	ȵ	y	陽去
居	ky	k	y	陰平
渠	ky	k	y	陽平
擧	ky	k	y	陰上
巨	ky	k	y	陽上
拒	ky	k	y	陽上
距	ky	k	y	陽上
據	ky	k	y	陰去
句	ky	k	y	陰去
鋸	ky	k	y	陰去
具	ky	k	y	陽去
區	kʰy	kʰ	y	陰平
驅	kʰy	kʰ	y	陰平
拘	kʰy	kʰ	y	陰平
駒	kʰy	kʰ	y	陰平
噓	xy	x	y	陰平
虛	xy	x	y	陰平
許	xy	x	y	陰上
去	xy	x	y	陰去
余	øy	ø	y	陽平
姓	øy	ø	y	陽平
餘	øy	ø	y	陽平
虞	øy	ø	y	陽平
于	øy	ø	y	陽平
盂	øy	ø	y	陽平
雨	øy	ø	y	陽上
與	øy	ø	y	陽上
參	øy	ø	y	陽上
與	øy	ø	y	陽上
給	øy	ø	y	陽上
榆	øy	ø	y	陽去
愉	øy	ø	y	陽去
譽	øy	ø	y	陽去
預	øy	ø	y	陽去
裕	øy	ø	y	陽去
喻	øy	ø	y	陽去
吳	øŋ	ø	ŋ	陽平
梧	øŋ	ø	ŋ	陽平
伍	øŋ	ø	ŋ	陽上
五	øŋ	ø	ŋ	陽上
午	øŋ	ø	ŋ	陽上
誤	øŋ	ø	ŋ	陽去
悟	øŋ	ø	ŋ	陽去
鮑	pau	p	au	陰平
包	pau	p	au	陰平
刨	pau	p	au	陽平
飽	pau	p	au	陰上
豹	pau	p	au	陰去
爆	pau	p	au	陰去
拋	pʰau	pʰ	au	陰平
跑	pʰau	pʰ	au	陰上
泡	pʰau	pʰ	au	陰去
砲	pʰau	pʰ	au	陰去
炮	pʰau	pʰ	au	陰去
雹	pʰau	pʰ	au	陰去
茅	mau	m	au	陽平
矛	mau	m	au	陽平
謀	mau	m	au	陽平
卯	mau	m	au	陽上
泡	mau	m	au	陰去
不	mau	m	au	陰去
堅	mau	m	au	陰去
實	mau	m	au	陰去
撓	nau	n	au	陽平
阻	nau	n	au	陽平
撓	nau	n	au	陽平
癢	nau	n	au	陽平
錨	nau	n	au	陽平
鬧	nau	n	au	陽去
爪	tʃau	tʃ	au	陰上
牙	tʃau	tʃ	au	陰上
找	tʃau	tʃ	au	陰上
爪	tʃau	tʃ	au	陰上
子	tʃau	tʃ	au	陰上
罩	tʃau	tʃ	au	陰去
炸	tʃau	tʃ	au	陰去
抄	tʃʰau	tʃʰ	au	陰平
鈔	tʃʰau	tʃʰ	au	陰平
炒	tʃʰau	tʃʰ	au	陰上
吵	tʃʰau	tʃʰ	au	陰去
稍	ʃau	ʃ	au	陰上
捎	ʃau	ʃ	au	陰上
較	kau	k	au	陰上
絞	kau	k	au	陰上
狡	kau	k	au	陰上
攪	kau	k	au	陰上
搞	kau	k	au	陰上
教	kau	k	au	陰去
教	kau	k	au	陰去
育	kau	k	au	陰去
教	kau	k	au	陰去
書	kau	k	au	陰去
覺	kau	k	au	陰去
酵	xau	x	au	陰平
烤	xau	x	au	陰平
考	xau	x	au	陰上
巧	xau	x	au	陰上
孝	xau	x	au	陰去
歐	øau	ø	au	陰平
嘔	øau	ø	au	陰上
漚	øau	ø	au	陰去
畝	mɐu	m	ɐu	陽上
某	mɐu	m	ɐu	陽上
茂	mɐu	m	ɐu	陽去
貿	mɐu	m	ɐu	陽去
貌	mɐu	m	ɐu	陽去
浮	fɐu	f	ɐu	陽平
否	fɐu	f	ɐu	陰上
埠	fɐu	f	ɐu	陽去
兜	tɐu	t	ɐu	陰平
頭	tɐu	t	ɐu	陽平
投	tɐu	t	ɐu	陽平
抖	tɐu	t	ɐu	陰上
陡	tɐu	t	ɐu	陰上
斗	tɐu	t	ɐu	陰上
酒	tɐu	t	ɐu	陰上
鬥	tɐu	t	ɐu	陰去
豆	tɐu	t	ɐu	陽去
痘	tɐu	t	ɐu	陽去
偷	tʰɐu	tʰ	ɐu	陰平
秋	tʰɐu	tʰ	ɐu	陰平
透	tʰɐu	tʰ	ɐu	陰去
紐	nɐu	n	ɐu	陰上
扭	nɐu	n	ɐu	陰上
樓	lɐu	l	ɐu	陽平
流	lɐu	l	ɐu	陽平
溜	lɐu	l	ɐu	陽平
劉	lɐu	l	ɐu	陽平
留	lɐu	l	ɐu	陽平
榴	lɐu	l	ɐu	陽平
硫	lɐu	l	ɐu	陽平
琉	lɐu	l	ɐu	陽平
摟	lɐu	l	ɐu	陰上
柳	lɐu	l	ɐu	陽上
漏	lɐu	l	ɐu	陽去
鄒	tsɐu	ts	ɐu	陰平
走	tsɐu	ts	ɐu	陰上
酒	tsɐu	ts	ɐu	陰上
又	tsɐu	ts	ɐu	陰上
縐	tsɐu	ts	ɐu	陰去
湊	tsɐu	ts	ɐu	陰去
奏	tsɐu	ts	ɐu	陰去
袖	tsɐu	ts	ɐu	陽去
又	tsɐu	ts	ɐu	陽去
就	tsɐu	ts	ɐu	陽去
秋	tsʰɐu	tsʰ	ɐu	陰平
又	tsʰɐu	tsʰ	ɐu	陰平
羞	θɐu	θ	ɐu	陰平
修	θɐu	θ	ɐu	陰平
搜	θɐu	θ	ɐu	陰上
秀	θɐu	θ	ɐu	陰去
繡	θɐu	θ	ɐu	陰去
銹	θɐu	θ	ɐu	陰去
袖	θɐu	θ	ɐu	陽去
周	tʃɐu	tʃ	ɐu	陰平
舟	tʃɐu	tʃ	ɐu	陰平
州	tʃɐu	tʃ	ɐu	陰平
洲	tʃɐu	tʃ	ɐu	陰平
求	tʃɐu	tʃ	ɐu	陽平
球	tʃɐu	tʃ	ɐu	陽平
久	tʃɐu	tʃ	ɐu	陰上
韭	tʃɐu	tʃ	ɐu	陰上
糾	tʃɐu	tʃ	ɐu	陰上
又	tʃɐu	tʃ	ɐu	陰上
久	tʃɐu	tʃ	ɐu	陰上
舅	tʃɐu	tʃ	ɐu	陽上
灸	tʃɐu	tʃ	ɐu	陰去
究	tʃɐu	tʃ	ɐu	陰去
晝	tʃɐu	tʃ	ɐu	陰去
救	tʃɐu	tʃ	ɐu	陰去
舊	tʃɐu	tʃ	ɐu	陽去
驟	tʃɐu	tʃ	ɐu	陽去
抽	tʃʰɐu	tʃʰ	ɐu	陰平
醜	tʃʰɐu	tʃʰ	ɐu	陰上
臭	tʃʰɐu	tʃʰ	ɐu	陰去
收	ʃɐu	ʃ	ɐu	陰平
酬	ʃɐu	ʃ	ɐu	陽平
仇	ʃɐu	ʃ	ɐu	陽平
愁	ʃɐu	ʃ	ɐu	陽平
綢	ʃɐu	ʃ	ɐu	陽平
稠	ʃɐu	ʃ	ɐu	陽平
籌	ʃɐu	ʃ	ɐu	陽平
手	ʃɐu	ʃ	ɐu	陰上
首	ʃɐu	ʃ	ɐu	陰上
守	ʃɐu	ʃ	ɐu	陰上
獸	ʃɐu	ʃ	ɐu	陰去
瘦	ʃɐu	ʃ	ɐu	陰去
壽	ʃɐu	ʃ	ɐu	陽去
授	ʃɐu	ʃ	ɐu	陽去
售	ʃɐu	ʃ	ɐu	陽去
受	ʃɐu	ʃ	ɐu	陽去
朽	ȵɐu	ȵ	ɐu	陰上
揉	ȵɐu	ȵ	ɐu	陰上
皺	ȵɐu	ȵ	ɐu	陰去
溝	kɐu	k	ɐu	陰平
狗	kɐu	k	ɐu	陰上
茍	kɐu	k	ɐu	陰上
夠	kɐu	k	ɐu	陰去
構	kɐu	k	ɐu	陰去
購	kɐu	k	ɐu	陰去
媾	kɐu	k	ɐu	陰去
叩	kʰɐu	kʰ	ɐu	陰去
扣	kʰɐu	kʰ	ɐu	陰去
寇	kʰɐu	kʰ	ɐu	陰去
靠	kʰɐu	kʰ	ɐu	陰去
勾	ŋɐu	ŋ	ɐu	陰平
鉤	ŋɐu	ŋ	ɐu	陰平
牛	ŋɐu	ŋ	ɐu	陽平
藕	ŋɐu	ŋ	ɐu	陽上
偶	ŋɐu	ŋ	ɐu	陽上
侯	xɐu	x	ɐu	陽平
喉	xɐu	x	ɐu	陽平
猴	xɐu	x	ɐu	陽平
口	xɐu	x	ɐu	陰上
厚	xɐu	x	ɐu	陽上
後	xɐu	x	ɐu	陽去
候	xɐu	x	ɐu	陽去
憂	jɐu	j	ɐu	陰平
優	jɐu	j	ɐu	陰平
悠	jɐu	j	ɐu	陰平
幽	jɐu	j	ɐu	陰平
休	jɐu	j	ɐu	陰平
丘	jɐu	j	ɐu	陰平
尤	jɐu	j	ɐu	陽平
郵	jɐu	j	ɐu	陽平
由	jɐu	j	ɐu	陽平
油	jɐu	j	ɐu	陽平
游	jɐu	j	ɐu	陽平
遊	jɐu	j	ɐu	陽平
猶	jɐu	j	ɐu	陽平
柔	jɐu	j	ɐu	陽平
有	jɐu	j	ɐu	陽上
友	jɐu	j	ɐu	陽上
柚	jɐu	j	ɐu	陰去
幼	jɐu	j	ɐu	陰去
釉	jɐu	j	ɐu	陽去
又	jɐu	j	ɐu	陽去
右	jɐu	j	ɐu	陽去
宥	jɐu	j	ɐu	陽去
祐	jɐu	j	ɐu	陽去
袍	pou	p	ou	陽平
保	pou	p	ou	陰上
堡	pou	p	ou	陰上
寶	pou	p	ou	陰上
抱	pou	p	ou	陽上
報	pou	p	ou	陰去
暴	pou	p	ou	陽去
毛	mou	m	ou	陽平
冒	mou	m	ou	陽去
帽	mou	m	ou	陽去
刀	tou	t	ou	陰平
禱	tou	t	ou	陽平
掏	tou	t	ou	陽平
桃	tou	t	ou	陽平
逃	tou	t	ou	陽平
陶	tou	t	ou	陽平
棗	tou	t	ou	陰上
早	tou	t	ou	陰上
島	tou	t	ou	陰上
倒	tou	t	ou	陰上
搗	tou	t	ou	陰上
倒	tou	t	ou	陰上
水	tou	t	ou	陰上
導	tou	t	ou	陽上
竈	tou	t	ou	陰去
到	tou	t	ou	陰去
稻	tou	t	ou	陽去
道	tou	t	ou	陽去
盜	tou	t	ou	陽去
操	tʰou	tʰ	ou	陰平
滔	tʰou	tʰ	ou	陰平
草	tʰou	tʰ	ou	陰上
討	tʰou	tʰ	ou	陰上
躁	tʰou	tʰ	ou	陰去
套	tʰou	tʰ	ou	陰去
惱	nou	n	ou	陽上
腦	nou	n	ou	陽上
撈	lou	l	ou	陰平
勞	lou	l	ou	陽平
牢	lou	l	ou	陽平
老	lou	l	ou	陽上
澇	lou	l	ou	陽去
