字	IPA	调值
到	tau	313
你	ȵi	53
空	kʰoŋ	44
魂	xuæ̃	31
等	tæ̃	53
茶	tʂʰa	31
赤	tʂʰʅ	31
棲	tɕʰi	44
趙	tʂau	313
勁	tɕiẽ	313
要	iau	313
納	na	31
燒	ʂau	44
有	iəu	53
用	ioŋ	313
奶	næ	53
奶	næ	44
祖	tsu	53
雄	ɕioŋ	31
於	vi	31
儒	ʐu	313
瓜	kua	44
值	tʂʅ	31
哥	ko	44
宏	xoŋ	31
刻	kʰe	31
那	na	313
狹	ɕia	31
盼	pʰã	313
鮮	ɕyẽ	44
驗	iẽ	313
何	xo	31
極	tɕi	31
額	e	31
假	tɕia	313
假	tɕia	53
牢	lau	31
紅	xoŋ	31
府	fu	53
恰	tɕʰia	31
刮	kua	31
比	pi	53
伯	pe	31
此	tsʰɿ	53
黨	tã	53
吞	tʰuæ̃	44
剪	tsiẽ	53
育	ʐu	31
熱	ʐe	31
艾	æ	313
休	ɕiəu	44
洗	ɕi	53
杜	tu	313
判	pʰã	313
盤	pʰã	31
第	ti	313
霞	ɕia	31
唐	tʰã	31
年	ȵiẽ	31
鑷	ȵie	31
柱	tʂu	313
革	ke	31
樹	ʂu	313
割	ko	31
鰥	kuã	44
陸	lu	31
臻	tsæ̃	44
宜	ȵi	31
乞	tɕʰi	31
忽	xu	31
温	uæ̃	44
臣	tʂʰæ̃	31
能	næ̃	31
代	tæ	313
則	tse	31
霍	xo	31
瓶	pʰiẽ	31
今	tɕiẽ	44
就	tɕiəu	313
涉	ʂe	31
大	ta	313
埋	mæ	31
本	pæ̃	53
桂	kuei	313
動	toŋ	313
剩	ʂæ̃	313
瘸	tɕʰye	31
晚	vã	53
在	tsæ	313
胡	xu	31
嫌	ɕiẽ	31
知	tʂʅ	44
打	ta	53
千	tsʰiẽ	44
秃	tʰu	31
不	pu	31
板	pã	53
因	iẽ	44
忍	ʐæ̃	53
洞	toŋ	313
緝	tɕi	31
法	fa	31
貳	e	313
延	iẽ	31
縛	po	31
錢	tsʰiẽ	31
買	mæ	53
繞	ʐau	53
囂	ɕiau	44
卜	pʰu	31
翅	tʂʰʅ	313
踢	tʰi	31
貶	piẽ	53
勳	ɕyẽ	44
又	iəu	313
害	xæ	313
扇	ʂã	313
轟	xoŋ	44
戌	su	31
楚	tsʰu	53
招	tʂau	44
巷	xã	313
鋤	tsʰu	31
仍	ʐæ̃	31
才	tsʰæ	31
家	tɕia	44
陣	tʂʰæ̃	31
陣	tʂæ̃	313
反	fã	53
勒	le	31
舊	tɕiəu	313
寄	tɕi	313
僕	pʰu	31
友	iəu	53
出	tʂʰu	31
識	ʂʅ	31
觀	kuã	44
丁	tiẽ	44
凝	liẽ	31
愛	æ	313
聲	ʂæ̃	44
滯	tʂʅ	313
拘	tɕyi	44
誦	soŋ	313
朗	lã	53
色	se	31
移	i	31
銜	xã	31
超	tʂʰau	44
泥	ȵi	31
舀	iau	53
津	tsiẽ	44
白	pe	31
烏	u	44
現	ɕiẽ	313
慘	tsʰã	53
萌	moŋ	31
考	kʰau	53
菠	po	44
于	vi	31
石	ʂʅ	31
話	xua	313
倫	luæ̃	31
黑	xe	31
曾	tsæ̃	44
元	viẽ	31
秩	tʂʰʅ	31
匣	ɕia	31
狂	kʰuã	31
純	ʂuæ̃	31
哀	æ	44
鹹	ɕiẽ	31
卧	o	313
統	tʰoŋ	53
瑞	ʂuei	313
柴	tʂʰæ	31
亂	luã	313
醋	tsʰu	313
履	li	53
宣	ɕyẽ	44
晏	iẽ	313
罷	pa	313
吾	u	31
偷	tʰəu	44
蝕	ʂʅ	31
例	li	313
泰	tʰæ	313
晨	ʂæ̃	31
也	ie	53
桅	uei	31
直	tʂʅ	31
丘	tɕʰiəu	44
捲	tɕyẽ	31
去	tɕʰyi	313
去	kʰi	313
垂	tʂʰuei	31
營	iẽ	31
立	li	31
幼	iəu	313
强	tɕʰiã	31
生	sæ̃	44
視	ʂʅ	313
釣	tiau	313
阮	ʐuã	53
矣	i	53
堤	tʰi	31
塔	tʰa	31
吸	ɕi	31
季	tɕi	313
酌	tʂo	31
重	tʂoŋ	313
清	tsʰiẽ	44
鼠	tʂʰu	53
汪	uã	44
道	tau	313
測	tsʰe	31
恐	kʰoŋ	53
卑	pei	44
佈	pu	313
外	uæ	313
消	ɕiau	44
專	tʂuã	44
世	ʂʅ	313
仙	siẽ	44
古	ku	53
羅	lo	31
孤	ku	44
斤	tɕiẽ	44
飯	fã	313
著	tʂo	31
把	pa	53
危	uei	31
粗	tsʰu	44
進	tsiẽ	313
更	kæ̃	313
覺	tɕio	31
桑	sã	44
若	ʐo	31
朝	tʂau	44
矮	æ	53
繩	ʂuæ̃	31
竹	tʂu	31
文	væ̃	31
八	pa	31
媽	ma	44
部	pu	313
周	tʂəu	44
善	ʂã	313
非	fei	44
曲	tɕʰiu	31
鵝	o	31
貌	mau	313
連	liẽ	31
拙	tɕye	31
甚	ʂæ̃	313
件	tɕiẽ	313
變	piẽ	313
森	sæ̃	44
掘	tɕʰiu	31
戒	kæ	313
梨	li	31
宋	soŋ	313
技	tɕi	313
花	xua	44
歌	ko	44
化	xua	313
門	mæ̃	31
和	xo	31
雲	viẽ	31
雲	viẽ	44
粉	fæ̃	53
蕊	ʐuei	53
肥	fei	31
謀	məu	31
座	tso	313
踏	tʰa	31
糾	tɕiəu	44
堯	iau	31
素	su	313
死	sɿ	53
圍	uei	31
造	tsʰau	313
叫	tɕiau	313
哭	kʰu	31
碧	pi	31
苗	miau	31
存	tsʰuæ̃	31
送	soŋ	313
殖	tʂʅ	31
歸	kuei	44
産	tʂʰã	53
增	tsæ̃	44
些	se	44
炸	tʂa	313
糟	tsau	44
聶	ȵie	31
次	tsʰɿ	313
行	ɕiẽ	31
行	xã	31
菊	tɕiu	31
審	ʂæ̃	53
削	ɕio	31
毁	xuei	53
如	ʐu	31
自	tsɿ	313
拔	pa	31
暫	tʂã	313
噎	ie	31
坡	pʰo	44
徹	tʂʰe	31
獲	xu	313
昂	ã	31
瑟	se	31
故	ku	313
旬	ɕyẽ	31
老	lau	53
梯	tʰi	44
旋	ɕyẽ	31
忘	vã	31
律	li	31
兄	ɕioŋ	44
貓	miau	31
引	iẽ	53
散	sã	53
散	sã	313
撒	sa	53
閲	ve	31
或	xuæ	31
幫	pã	44
脅	ɕie	31
很	xæ̃	53
五	u	53
病	piẽ	313
攏	loŋ	53
再	tsæ	313
鄧	tæ̃	313
威	uei	44
師	sɿ	44
旺	uã	313
政	tʂæ̃	313
狀	tʂuã	313
瞎	ɕia	31
即	tɕi	31
龜	kuei	44
赫	xe	31
兮	ɕi	44
概	kʰæ	313
貞	tʂæ̃	44
貪	tʰã	44
莫	mo	31
拍	pʰe	31
閉	pi	313
户	xu	313
殼	kʰo	31
武	vu	53
供	koŋ	44
供	koŋ	313
蓋	kæ	313
旦	tã	313
手	ʂəu	53
癬	ɕyẽ	53
月	ve	31
惡	o	31
改	kæ	53
讀	tu	31
塊	kʰuæ	53
急	tɕi	31
穩	væ̃	53
諸	tʂu	44
賜	tsʰɿ	313
蕭	ɕiau	44
喧	ɕyẽ	44
答	ta	31
倍	pei	313
粹	tsʰuei	313
替	tʰi	313
均	tɕyẽ	44
西	ɕi	44
尺	tʂʰʅ	31
站	tʂã	313
他	tʰa	44
圓	viẽ	31
奇	tɕʰi	31
鹿	lu	31
災	tsæ	44
難	nã	31
特	tʰe	31
集	tɕi	31
隻	tʂʅ	44
鐘	tʂoŋ	44
糙	tsʰau	313
閏	ʐuæ̃	313
够	kəu	313
沾	tʂã	44
調	tiau	313
調	tʰiau	31
遵	tsuæ̃	44
逆	ȵi	31
挾	tɕia	31
辱	ʐu	31
絶	tɕye	31
漸	tsiẽ	313
佐	tso	313
葉	ie	31
罪	tsuei	313
澀	se	31
掃	sau	53
役	i	31
舵	tʰo	31
責	tse	31
暴	pau	313
身	ʂæ̃	44
兑	tuei	313
肴	ɕiau	31
東	toŋ	44
椅	i	53
歷	li	31
居	tɕyi	44
務	vu	313
燎	liau	31
縣	ɕiẽ	313
植	tʂʅ	31
邦	pã	44
耕	kæ̃	44
炒	tʂʰau	53
範	fã	313
品	pʰiẽ	53
隨	suei	31
助	tsu	313
鬥	təu	53
狗	kəu	53
瓊	tɕʰyẽ	31
况	kʰuã	313
命	miẽ	313
業	ȵie	31
卒	tsu	31
疑	ȵi	31
聚	tɕyi	313
關	kuã	44
盗	tau	313
醉	tsuei	313
言	iẽ	31
徙	ɕi	53
客	kʰe	31
戊	vu	313
廢	fei	313
敲	kʰau	44
丕	pʰei	53
嗟	tɕia	44
女	nyi	53
佩	pʰei	313
秋	tɕʰiəu	44
未	vei	313
與	vi	53
嵩	soŋ	44
示	ʂʅ	313
希	ɕi	44
派	pʰæ	313
辨	piẽ	313
瘦	səu	313
各	ko	31
滅	me	31
橋	tɕʰiau	31
步	pu	313
服	fu	31
題	tʰi	31
果	ko	53
趣	tɕʰyi	313
逼	pi	31
促	tsʰu	31
遲	tʂʰʅ	31
累	luei	53
累	luei	313
讓	ʐã	313
幾	tɕi	53
舅	tɕiəu	313
個	ko	313
娶	tɕyi	313
傾	tɕʰiẽ	53
丑	tʂʰəu	53
泊	pʰe	31
鄙	pʰi	53
夷	i	31
辣	la	31
爵	tɕio	31
永	ioŋ	53
十	ʂʅ	31
肺	fei	313
蛙	xua	44
林	liẽ	31
放	fã	313
望	vã	313
側	tsʰe	31
澤	tsʰe	31
靈	liẽ	31
封	foŋ	44
滑	xua	31
澈	tʂʰe	31
類	luei	313
栗	li	31
蕩	tã	313
怪	kuæ	313
戀	liẽ	313
丸	uã	31
融	ioŋ	31
允	viẽ	53
曉	ɕiau	53
成	tʂʰæ̃	31
列	le	31
菜	tsʰæ	313
序	ɕyi	313
桶	tʰoŋ	53
近	tɕiẽ	313
流	liəu	31
雀	tɕʰio	31
疫	i	31
鉗	tɕʰiẽ	31
昏	xuæ̃	44
痔	tʂʅ	313
端	tuã	44
劣	le	31
遂	suei	313
主	tʂu	313
主	tʂu	53
饒	ʐau	31
偶	əu	53
茸	ʐoŋ	31
雜	tsa	31
蟲	tʂʰoŋ	31
翻	fã	44
團	viẽ	31
團	tʰuã	31
伺	tsʰɿ	313
牽	tɕʰiẽ	44
徵	tʂæ̃	44
性	siẽ	313
格	ke	31
最	tsuei	313
通	tʰoŋ	44
瓦	xua	53
否	fəu	53
傑	tɕie	31
半	pã	313
腐	fu	53
其	tɕʰi	31
約	io	31
定	tiẽ	313
九	tɕiəu	53
圖	tʰu	31
馮	foŋ	31
酸	suã	44
微	vei	31
喬	tɕʰiau	31
攪	tɕiau	53
策	tsʰe	31
碑	pei	44
撞	tʂuã	313
活	xo	31
麻	ma	31
象	ɕiã	313
袍	pʰau	31
許	ɕyi	53
摘	tse	31
笑	ɕiau	313
式	ʂʅ	313
謝	se	313
略	lio	31
稻	tau	313
的	ti	44
换	xuã	313
頓	tuæ̃	313
寫	se	53
倉	tsʰã	44
寵	tʂʰoŋ	53
形	ɕiẽ	31
然	ʐã	31
喝	xo	44
看	kʰã	313
缺	tɕʰye	31
寒	xã	31
沙	ʂa	44
扶	fu	31
方	fã	44
軒	ɕiẽ	44
偵	tʂæ̃	44
敝	pi	313
禮	li	53
沃	o	31
巧	tɕʰiau	53
典	tiẽ	53
忙	mã	31
倒	tau	53
腦	nau	53
尹	iẽ	53
冷	læ̃	53
懸	ɕyẽ	31
似	sɿ	313
餓	o	313
射	ʂe	313
暑	tʂʰu	53
燈	tæ̃	44
耳	e	53
恒	xæ̃	31
書	ʂu	44
綴	tɕye	31
悲	pei	44
彼	pi	53
帶	tæ	313
鴿	ko	31
櫃	kuei	313
辦	pã	313
忒	tʰe	31
餘	vi	31
牀	tʂʰuã	31
蚊	væ̃	31
抗	kʰã	313
快	kʰuæ	313
債	tʂæ	313
計	tɕi	313
减	tɕiẽ	53
觸	tʂu	31
短	tuã	53
項	xã	313
鞋	xæ	31
皖	uã	53
勃	pʰu	31
域	ʐu	31
夜	ie	313
輕	tɕʰiẽ	44
怒	nu	313
亮	liã	313
衫	ʂã	44
健	tɕiẽ	313
冰	piẽ	44
施	ʂʅ	44
脱	tʰo	31
尊	tsuæ̃	44
酒	tɕiəu	53
豬	tʂu	44
提	tʰi	31
説	ʂo	31
夕	ɕi	31
灰	xuei	44
宅	tsʰe	31
紹	ʂau	313
旱	xã	313
做	tso	313
想	ɕiã	53
硯	iẽ	313
孩	xæ	31
像	ɕiã	313
陽	iã	31
斬	tʂã	53
節	tse	31
神	ʂæ̃	31
掀	ɕiẽ	44
心	siẽ	44
岳	io	31
畏	uei	313
已	i	53
根	kæ̃	44
内	nuei	313
松	soŋ	44
隆	loŋ	31
獅	sɿ	44
奥	au	313
忌	tɕi	313
蛇	ɕie	31
寬	kʰuã	44
壞	xuæ	313
酷	kʰu	31
候	xəu	313
緩	xuã	53
葵	kʰuei	31
干	kã	44
窗	tʂʰuã	44
餐	tsʰã	44
越	ve	31
處	tʂʰu	313
刺	tsʰɿ	313
乃	næ	53
還	xæ	31
還	xuã	31
敏	miẽ	53
哪	na	53
轍	tʂʰe	31
眼	iẽ	53
以	i	53
注	tʂu	313
族	tsʰu	31
雙	ʂuã	44
藍	lã	31
沉	tʂʰæ̃	31
辮	piẽ	313
徐	ɕyi	31
口	kʰəu	53
藝	ȵi	313
戲	ɕi	313
維	vei	31
見	tɕiẽ	313
璽	ɕi	53
筍	suæ̃	53
鼻	pi	31
了	liau	53
襪	va	31
亦	i	31
橘	tɕiu	31
驕	tɕiau	44
猶	iəu	31
狐	xu	31
面	miẽ	313
日	ʐʅ	31
玉	vi	313
含	xã	31
邊	piẽ	44
過	ko	313
密	mi	31
撤	tʂʰe	31
告	kau	313
弟	ti	313
碗	uã	53
賴	læ	313
齊	tɕʰi	31
詳	tɕʰiã	31
嚼	tɕio	31
笛	ti	31
長	tʂʰã	31
長	tʂã	53
住	tʂu	313
解	kæ	53
絞	tɕiau	53
甲	tɕia	31
屬	ʂu	31
吃	tʂʰʅ	31
無	vu	31
呼	xu	44
之	tʂʅ	44
男	nã	31
秦	tsʰiẽ	31
激	tɕi	31
奉	foŋ	313
爲	uei	31
爲	uei	313
農	noŋ	31
軋	tʂa	31
始	ʂʅ	53
士	sɿ	313
念	niẽ	313
惟	vei	31
彭	pʰoŋ	31
肅	ɕiu	31
共	koŋ	313
染	ʐã	53
某	məu	53
轉	tʂuã	53
力	li	31
架	tɕia	313
所	so	53
興	ɕiẽ	44
河	xo	31
木	mu	31
太	tʰæ	313
展	tʂã	53
遺	i	31
詩	ʂʅ	44
妥	tʰo	53
中	tʂoŋ	44
監	tɕiẽ	44
揣	tʂʰuæ	53
城	tʂʰæ̃	31
器	tɕʰi	313
麗	li	313
鴨	ia	31
伴	pã	313
金	tɕiẽ	44
耻	tʂʰʅ	53
食	ʂʅ	31
憶	i	313
淆	ɕiau	31
搭	ta	31
弓	koŋ	44
國	kue	31
庚	kæ̃	44
棚	pʰoŋ	31
妻	tɕʰi	44
完	uã	31
窮	tɕʰioŋ	31
己	tɕi	53
飾	ʂʅ	313
插	tʂʰa	31
桌	tʂo	31
求	tɕʰiəu	31
腥	siẽ	44
初	tsʰu	44
謙	tɕʰiẽ	44
悴	tsʰuei	313
運	viẽ	313
同	tʰoŋ	31
鴉	ia	44
擇	tsʰe	31
税	ʂuei	313
倦	tɕyẽ	313
鐵	tʰe	31
歲	suei	313
衛	uei	313
六	lu	31
熟	ʂu	31
鄰	liẽ	31
販	fã	313
店	tiẽ	313
廉	liẽ	31
二	e	313
撑	tsʰæ̃	44
篆	tʂuã	313
硬	æ̃	313
凡	fã	31
公	koŋ	44
小	ɕiau	53
摇	iau	31
煙	iẽ	44
旁	pʰã	31
謬	miəu	313
賢	ɕiẽ	31
字	tsɿ	313
械	kæ	313
仰	ȵiã	53
奴	nu	31
誠	tʂʰæ̃	31
伐	fa	31
婆	pʰo	31
總	tsoŋ	53
裏	li	53
北	pe	31
波	po	44
作	tso	31
介	kæ	313
筆	pi	31
從	tsʰoŋ	31
厭	iẽ	313
孕	viẽ	313
臂	pei	313
偕	kæ	44
慣	kuã	313
車	tʂʰe	44
剛	kã	44
膽	tã	53
泌	mi	31
充	tʂʰoŋ	44
察	tʂʰa	31
寨	tʂæ	313
市	ʂʅ	313
欽	tɕʰiẽ	44
闢	pʰi	31
崇	tsʰoŋ	31
屢	luei	53
意	i	313
對	tuei	313
南	nã	31
鄭	tʂæ̃	313
蘇	su	44
將	tɕiã	44
汗	xã	313
姜	tɕiã	44
弱	ʐo	31
窩	o	44
福	fu	31
侯	xəu	31
追	tʂuei	44
缸	kã	44
低	ti	44
頭	tʰəu	31
聊	liau	31
茄	tɕʰye	31
當	tã	44
帥	ʂuæ	313
厄	e	31
迫	pʰe	31
獸	ʂəu	313
昭	tʂau	44
足	tsu	31
託	tʰo	31
彎	uã	44
感	kã	53
房	fã	31
承	tʂʰæ̃	31
飛	fei	44
巾	tɕiẽ	44
肚	tu	53
肚	tu	313
坑	kʰæ̃	44
爹	te	44
掛	kua	313
厚	xəu	313
喜	ɕi	53
聞	væ̃	31
退	tʰuei	313
戚	tɕʰi	31
恨	xæ̃	313
骨	ku	31
王	uã	31
演	iẽ	53
禀	piẽ	53
腔	tɕʰiã	44
學	ɕio	31
張	tʂã	44
握	u	31
豆	təu	313
婦	fu	313
奏	tsəu	313
達	ta	31
扯	tʂʰe	53
譜	pʰu	53
乎	xu	44
鍋	ko	44
敢	kã	53
尋	ɕyẽ	31
費	fei	313
君	tɕyẽ	44
擲	tʂʅ	31
斯	sɿ	44
莊	tʂuã	44
壁	pi	31
拿	na	31
羽	vi	53
效	ɕiau	313
壬	ʐæ̃	31
三	sã	44
撇	pʰe	31
江	tɕiã	44
弦	ɕyẽ	31
痛	tʰoŋ	313
嘴	tsuei	53
香	ɕiã	44
正	tʂæ̃	313
錐	tʂuei	44
子	tsɿ	53
突	tʰu	31
殺	ʂa	31
結	tɕie	31
鉛	tɕʰiẽ	44
帳	tʂã	313
爬	pʰa	31
鶴	xo	31
協	ɕie	31
跟	kæ̃	44
睡	ʂuei	313
吊	tiau	313
底	ti	53
賭	tu	53
後	xəu	313
質	tʂʅ	31
鷄	tɕi	44
横	xuæ̃	31
姓	siẽ	313
坐	tso	313
玄	ɕyẽ	31
欲	ʐu	31
熊	ɕioŋ	31
畫	xua	313
天	tʰiẽ	44
挖	xua	44
地	ti	313
閘	tʂa	31
瀑	pau	313
惜	ɕi	31
乘	tʂʰæ̃	31
齋	tʂæ	44
敗	pæ	313
妖	iau	44
紐	niəu	53
切	tɕʰie	31
左	tso	53
漏	ləu	313
好	xau	53
昌	tʂʰã	44
懇	kʰæ̃	53
幸	ɕiẽ	313
屋	u	31
只	tʂʅ	53
分	fæ̃	44
