来源：杨述祖 1983《太谷方言志》；前锋，北柯增补修订																																																	
x	[1]行{银~}航杭吭夯{打～} [5]吓-{~一跳}下-{~雨}夏-{~天} 巷-{~巷}上-{天～}																																																
#iɒ																																																	
ȵ	[1]牙-芽-{豆～}娘□{「人家」的合音} [3]仰-{~尘：顶棚} [5]压-{~面：用机器压成的面条}																																																
l	[1]量梁凉粮{~食}粱{高～}梁良 [3]两俩  [5]亮晾{圪～:累}辆{车～}谅量{数～}																																																
tɕ	[1]家佳加嘉强-{~盗}墙-{~儿}姜缰{~绳}疆僵江豇膙{饭～～:污垢}蒋浆奖忦{搭忙～} [3]假贾讲{～话}耩 [5]假{放~}驾架嫁价酱虹{起～}降{下～}匠=将{大～}犟{脾气~}																																																
tɕʰ	[1]呛-{~人}枪-墙=揢{抱：～住娃娃}□{妇女分娩}  [3]抢卡{~车}戗{用木头支撑}□{擦玻璃}  [5]呛{~人}卡{~住}戗{身体斜靠在墙上}																																																
ɕ	[1]虾箱香暇遐瑕相{~好}厢箱详祥镶襄乡霞翔降 [3]想享响{~干}[5]吓=夏=下=厦象橡像相{~面}巷项{活～:财物}																																																
Ø	[1]衙鸦=丫杨{~树}扬羊{放~}呀涯阳秧央洋 [3]雅哑{~铃}养痒 [5]亚样漾{扔}轧恙讶																																																
#uɒ																																																	
ts	[1]抓 [3]爪{～子} [5]坐{~月子}																																																
tsʰ	[1]□{拟声词：流水声}																																																
s	[3]爽																																																
k	[1]瓜刮{~脸} [3]寡剐 [5]挂卦褂逛																																																
kʰ	[1]框匡筐狂夸 [3]垮侉{~子}[5]跨挎矿旷矿框眶况																																																
x	[1]花华桦铧 [5]画化划话																																																
#e																																																	
p	[1]波玻婆-{~姨：妻子} [3]簸{一~}□{急～：着急} [5]簸{~箕}薄{~荷}																																																
pʰ	[1]坡颇婆= [5]破																																																
m	[1]磨膜魔摩蘑馍摹 [3]抹{涂~} [5]磨{~面}																																																
v	[1]窝莴涡倭踒{~折} [5]卧																																																
ts	[1]遮蔗 [3]者																																																
tsʰ	[1]车蛇- [3]扯 [5]坼{~开}																																																
s	[1]蛇奢赊{~账}佘 [3]舍 [5]射社赦舍{宿~}麝{~香}																																																
z	[3]惹喏{唱~：作揖}																																																
#ie																																																	
p	[1]□{向上放东西}缏{缝衣服边}棚- [3]□{圪～住:搅在一起不分开} [5]迸-{~开}																																																
pʰ	[1]□{~摊：把东西铺排开} [3]擗{立~：分裂开}苤{~蓝}																																																
m	[1]乜																																																
t	[1]爹 [3]低- [5]爹{呼称}																																																
tʰ	[1]拖-{~出来} [3]□{赖在那里不走} [5]□{~给一下:往外拽一下东西}																																																
ȵ	[1]苶{:痴呆}你{：你的} [5]硬-																																																
l	[1]罗萝{~卜}螺骡{~子}锣箩{~头} [3]冷-{手～}咧□{~动：用手动}																																																
tɕ	[1]茄-{~子}耕-{~地}羹-{剔~} [3]姐左- [5]借藉{~故}左-{~手}																																																
tɕʰ	[1]茄=搓- [3]且																																																
ɕ	[1]邪斜些 [3]写 [5]泄械泻卸杏-{~儿}谢-{不应～哩}□{灯熄灭}																																																
k	[1]歌哥 [5]个{~人}																																																
kʰ	[1]苛窠柯珂轲 [3]可 [5]可{~好：正好}																																																
ŋ	[1]俄鹅蛾讹屙{~屎}阿{~胶}峨 [3]我 [5]饿颚																																																
x	[1]呵何河荷□{~毛：皮肤细毛}□{箩~住：稍微连接一下保持稳固} [5]贺																																																
Ø	[1]爷 [3]也野耶冶椰 [5]夜液腋																																																
#ue																																																	
k	[1]锅 [3]果裹 [5]过																																																
kʰ	[1]科棵颗骒{~马}□{打人耳光} [5]课嗑{~瓜子}阔{~气}																																																
x	[1]和禾横-{~行} [3]火伙{~计} [5]货祸和{搅～}																																																
#ye																																																	
t	[1]□{圆～～:小的圆形物}捶{~打：摔东西} [3]朵躲 [5]剁惰堕																																																
tʰ	[5]唾{~沫}吐{~痰}																																																
l	[5]摞{~起来}																																																
tɕ	[1]揪{~住}瘸-{~子} [5]倔{说话~}																																																
tɕʰ	[1]瘸=																																																
ɕ	[1]靴 [3]锁{~子}琐{~碎}																																																
#ɿ																																																	
ts	[1]枝=支=芝=脂=资滋姿咨兹淄龇锱瓷-磁-慈-瓷-迟-睁-{~眼}蒸-程-{~家庄：村名}□{~眉瞪眼} [3]紫籽梓姊子纸=只止=指=旨趾芷址整-{~摞} [5]自稚{幼~}字志至=致制智置滞稚挚炙痔痣正-{~房}症-{结～}证-{~验}窒																																																
tsʰ	[1]慈=词=磁=辞=池驰弛持侈嗤雌祠=痴 [3]此齿耻 [5]刺赐次翅																																																
s	[1]斯丝祠-辞-思私撕司时=诗师=施狮=厮匙甥-{外～子}升-声-绳-{~绳}盛-{~饭}城-{侯～:地名}生- [3]史使驶屎死匙{钥～} [5]世势誓逝是=氏=示侍视嗜市士=事=四寺似肆祀嗣饲伺剩-{~饭}柿=试=																																																
#i																																																	
p	[1]蓖屄皮-{捱～头：被扇耳光} [3]饼-{柿~}比彼俾毖妣鄙□{~忽歇：形容非常扁平}并{圪～住} [5]蔽币闭弊毙避被-备-病-																																																
pʰ	[1]皮=批啤疲琵披砒{~霜}脾{~气}	坪{马～沟：地名}	 [3]脾{~胃}痹{麻~}痞	{地~}	[5]屁																																																
m	[1]迷眯谜糜靡明-{月～:月亮}霉眉-{~毛}媚弥鸣- [3]米 [5]命-																																																
t	[1]提-蹄-堤钉-{~子}叮-{~~帮帮:再三叮嘱}疔-{油～} [3]底抵低顶-{不~事} [5]蒂地帝第弟递钉-{~住}定-{～醒}																																																
tʰ	[1]听-蹄=题提=啼梯停-屉{抽～} [3]体挺-{~住：用脚顶住}□{~干面:和好面后往里揉干面} [5]替剃涕嚏{打喷～}屉{笼~}递{一～一下}																																																
ȵ	[1]尼泥妮倪霓拟  [5]腻泥{~匠}																																																
l	[1]离黎梨藜犁璃{玻~}厘篱{笊~}铃-凌-{冬~:冰块}灵-{忽～～:指非常聪明的孩子}狸鹂 [3]里理李礼娌鲤岭-领-{~子}垒-{把砖～起来} [5]丽隶俪利立粒痢另-{~开}厉励例吏																																																
tɕ	[1]机齐-骑-{~马}奇-期-{年～月尽}箕-鸡基肌饥几{茶~}讥机畸脐-{肚不~：肚脐眼}姬睛-{眼~仁仁：瞳孔}菁-精-{~明}晴-{天～哩} [3]挤几己井- [5]济技妓既寄继忌纪剂技冀祭际记计镜-{映~儿：照镜子}净-																																																
tɕʰ	[1]清-青-{～菜}祁其妻奇脐=期=齐=旗棋骑=栖岂漆欺凄祺歧鳍 [3]起启岂 [5]气器弃契汽企砌																																																
ɕ	[1]西夕醯{糖～}希溪稀{~饭}曦犀汐肥-兮牺{～惶}畦{回～～}奚熙豨{~油:炼制的纯动物油}星-{走～：流星}腥-{~气}性-{改～} [3]洗喜嬉擤-{~鼻涕}玺徙醒-{定～} [5]费-戏细系																																																
Ø	[1]衣伊宜姨移怡仪夷谊胰{~子}医蝇-{苍~}依营-{~生}应-{答~} [3]椅蚁倚已以尾-影-{~虎儿：影子} [5]亦艺义易意毅亿忆毅薏翼逸奕抑颐异役疫映-																																																
#u																																																	
p	[1]葡脯-{~子} [3]补捕哺堡- [5]抱-部步布怖簿孵-{~小鸡儿}																																																
pʰ	[1]铺蒲=菩脯= [3]普浦谱璞 [5]瀑																																																
m	[1]谋眸模 [3]姆亩母拇牡某 [5]幕慕墓暮募雾{土～烟灰}牧																																																
f	[1]夫麸孵=敷=芙扶孚浮苻蜉符书-舒-疏-蔬-殊-输-谁-吹- [3]否缶肤府俯腐甫辅抚腑脯{果~}斧釜滏笏阜水-鼠-薯-暑-署-黍- [5]傅富副赴讣赋父付附驸负庶-竖-树-睡-税-瑞-墅-																																																
v	[1]污巫诬乌鸣钨无芜吾梧吴蜈毋如-儒 濡蠕 擩{伸进去}   [3]武庑怃妩五捂{~住}舞午乳-忤伍      [5]误悟晤务雾坞鹜恶{可~}																																																
ts	[1]猪朱珠诸株诛蛛捶{~敲}锥-{~子}厨-{~房}除-{年～}槌-{棒～}锤- [3]主帚煮 [5]住驻助著注柱铸=箸蛀伫																																																
tsʰ	[1]厨=锄=橱=除=雏 [3]处{~理}楚杵储褚 [5]处-{~所}																																																
s	[1]疏=舒=书=输=梳= [3]秫数{~数}暑=署=薯=曙黍=鼠= [5]树=庶=数{~目}竖=恕=墅=																																																
ʐ	[1]如=茹 [3]汝乳=																																																
k	[1]姑箍沽咕蛄辜孤 [3]鼓古钴股□{~住：逼迫}咕{~儿：老鼠} [5]雇顾故固崮																																																
kʰ	[1]枯骷  [5]库裤																																																
x	[1]乎呼壶胡糊湖葫蝴猢瑚滹弧狐 [3]虎琥唬 [5]糊户护沪扈互□{浑浊}																																																
#y																																																	
l	[1]驴 [3]旅缕吕屡侣铝垒-{~起来}□{不～户:不注意} [5]虑滤累-{~人}泪-																																																
tɕ	[1]驹渠-{~儿}苣拘居锔{~盆儿}据车{象棋棋子的一种}瞿-{姓氏} [3]举嘴- [5]聚巨炬拒距矩具俱惧句据剧锯醉-																																																
tɕʰ	[1]蛆区岖躯驱蛐衢瞿=渠=觑{把眼睛眯成一条缝看} [3]取娶= [5]去趣																																																
ɕ	[1]虚需须墟嘘兄-{~弟}荽-{芫~}随-绥-虽- [3]许诩徐髓- [5]叙序绪絮穗-遂-岁-{~数}																																																
Ø	[1]鱼渔于淤余馀愚虞于迂盂榆愉赢- [3]雨宇禹羽与语= [5]御誉预豫与{参~}娱遇寓愈喻玉慰-{安～}喂-□{～秆:麦秆和谷秆拧成的用于捆麦子和谷子的绳子}																																																
#ɐr																																																	
ts	[1]脂-支-芝-之-眵- [3]纸-指-止-旨- [5]至-{~到如今}																																																
tsʰ	[1]□{拟声词:撕物的声音} [5]翅-																																																
s	[1]匙-尸-时-{~新}师-{~父}狮-{~子}[3]屎-{~爬牛}使-{~唤}史-{:姓} [5]是-士-事-试-柿-氏-																																																
z	[1]□{拟声词:纺车转动的声音}																																																
Ø	[1]儿而 [3]耳饵尔 [5]二贰																																																
#uo																																																	
p	[1]帮邦梆庞-{～庄：村名} [3]绑榜膀 [5]谤磅棒蚌																																																
pʰ	[1]旁庞 [3]□{~住：幸运或意外获得许多东西} [5]胖																																																
m	[1]忙芒茫盲氓{流~} [3]莽蟒																																																
f	[1]方肪芳妨{~主}防房双-锄-梳-蔬-窗-{~台}坊疮-{~儿}床-{牙~}霜-{~气} [3]所-仿彷纺访爽-数-{:动词} [5]放数-{名词}恕																																																
v	[1]王汪亡 [3]往 [5]枉望旺妄忘																																																
t	[1]多都 [3]堵赌肚{羊~儿} [5]杜肚{~子}度渡镀																																																
tʰ	[1]拖驼鸵徒屠途图涂 [3]土妥 [5]兔																																																
n	[1]奴挪 [3]努{~着：因用力太过身体受伤} [5]怒																																																
l	[1]螺卢炉庐{~山} [3]裸{~体}鲁橹卤虏□{形容人笨} [5]路赂露																																																
ts	[1]厨-租庄装妆招诏召昭朝{~阳：地名} [3]左=佐祖组阻 [5]座状壮赵兆照肇																																																
tsʰ	[1]搓=粗初床=窗=双={一~鞋}疮=超朝潮 [3]撞闯 [5]措错锉醋创双-{~生生:双胞胎}																																																
s	[1]梭蓑嗦苏酥塑霜孀烧  [3]少{多~}所= [5]诉塑少{~年}邵绍朔烁漱素{~子:酒壶}嗉																																																
ʐ	[1]饶 [3]扰 [5]绕{~路}																																																
k	[1]高羔糕膏{~药}光[3]稿广 [5]告膏{油~}																																																
kʰ	[3]考烤苦 [5]靠犒熇																																																
ŋ	[1]熬爊{~菜} [5]鏊{~子:烙饼用具}																																																
x	[1]蒿荒慌黄蝗皇耗{消~}号{~叫} [3]恍幌谎 [5]晃{~眼}好{喜好}号{标注}耗{~气}□{加热融化油脂}																																																
#io																																																	
p	[1]标膘{肥~}彪 [3]表裱 [5]摽{~住干}鳔{~胶}																																																
pʰ	[1]瓢漂{~流}飘嫖{~赌}剽 [3]漂{~白} [5]票漂{~亮}																																																
m	[1]苗描瞄 [3]渺秒藐 [5]庙妙																																																
t	[1]叼刁雕碉凋调-{~样儿}条-{布～～}笤{~帚} [3]□{～样儿：形容人状态不佳}[5]掉钓{~鱼}吊调{~动}藋{灰～}																																																
tʰ	[1]条=挑{~拣}调={~解} [3]挑{~拨} [5]跳粜-{~粮食}																																																
ȵ	[1]□{～调人：找茬难为人} [5]尿																																																
l	[1]燎僚獠{~牙}撩{~逗}缭聊辽 [3]燎{~毛}了{~结}瞭{明～} [5]撂料{调~}瞭{~人}□{～刷：拿清水洗}																																																
tɕ	[1]焦椒浇娇荞{~面}樵- [3]绞{~足} [5]轿叫嚼噍{牛儿倒～}																																																
tɕʰ	[1]悄乔桥跷{高~}劁{~猪儿} [3]雀{~儿}[5]峭俏翘鞘{刀～}窍={~门}																																																
ɕ	[1]销肖消硝霄萧嚣箫潇逍 [3]小晓 [5]笑啸																																																
Ø	[1]腰窑姚谣遥{平~}摇吆妖邀要{~求}窈鼬 [3]舀{~水}摇{圪～:身体来回晃动} [5]要{重~}耀跃																																																
#ɑi																																																	
p	[1]白= [3]摆排-{安~}伯{~~：叔叔}□{用清水洗衣服} [5]败拜																																																
pʰ	[1]牌排={~队}徘 [3]迫{~击炮} [5]派																																																
m	[3]买 [5]迈卖																																																
f	[3]揣-{~摸}																																																
v	[1]歪 [3]崴 [5]□{「兀个」合音:那个}																																																
t	[3]答{~应} [5]怠殆贷大{~夫}袋待代																																																
tʰ	[3]态{～气：人样子不好} [5]太泰态																																																
n	[1]挨{~打} [3]奶乃 [5]耐奈																																																
l	[3]来{不～:摆动} [5]赖濑癞																																																
ts	[1]斋 [3]□{「这个」合音} [5]寨债{~主}																																																
tsʰ	[1]钗柴=差-{出~}搋{~面} [3]彩采踩睬 [5]菜蔡																																																
s	[1]筛腮柴-{硬~} [3]筛{忽～:来回做筛的动作} [5]晒塞=赛																																																
kʰ	[3]凯恺楷慨 [5]忾																																																
ŋ	[1]哀埃 [3]矮蔼霭隘																																																
x	[1]孩=鞋-唉 [5]亥骇解-{~不开}澥{~汤和水}																																																
#iɑi																																																	
ȵ	[1]崖																																																
tɕ	[1]街秸{~麦}皆阶 [3]解{~开} [5]介芥届疥戒诫械紒{织毛衣}																																																
tɕʰ	[1]揩{~抹}																																																
ɕ	[1]谐{和~} [3]懈邂蟹																																																
Ø	[5]□{「一个」合音}																																																
#uɑi																																																	
ts	[3]跩浞{泥～～} [5]拽{~住}																																																
tsʰ	[1]揣={~满} [3]揣={~摸} [5]踹膗{肥胖使肌肉松弛；形容人笨}																																																
s	[1]摔衰 [3]甩 [5]帅率{统~}蟀																																																
k	[1]乖□{～刀子：在布上磨刀使刀刃锋利} [3]拐 [5]怪																																																
kʰ	[3]□{哄骗:~哄娃娃}□{上～:表示幸灾乐祸} [5]筷快刽会{~计}块																																																
x	[1]怀淮槐 [5]坏个{几～}																																																
#ei																																																	
p	[1]背杯悲卑臂碑赔-{~钱} [3]□{~咧:看不起对方，不碰对方的东西} [5]倍辈贝狈焙惫悖背{~转}																																																
pʰ	[1]陪赔=培胚坯 [3]丕裴 [5]配佩沛																																																
m	[1]枚梅莓煤媒玫霉酶埋 [3]每美 [5]妹寐魅昧																																																
f	[1]飞非妃肥= [3]菲{~薄}翡斐匪绯诽菲 [5]费=废沸肺狒痱吠																																																
v	[1]为微潍维惟帷唯薇巍威围危桅 [3]伟伪委尾=玮炜违纬伪韦萎苇猬猥 [5]位未味胃卫魏畏谓慰=渭为																																																
t	[1]台-{圪～～:台阶}呆□{~住:弄住使其不动} [3]歹逮 [5]戴带待																																																
tʰ	[1]台=胎抬苔																																																
n	[3]馁 [5]内{~秀}																																																
l	[1]里来 [3]累{~积}																																																
ts	[1]栽灾贼才-{刚~} [3]载宰 [5]在再载{~重}																																																
tsʰ	[1]猜材才-财裁																																																
k	[1]该 [3]改 [5]钙盖丐溉概																																																
kʰ	[1]开葵-																																																
ŋ	[1]爱艾碍事																																																
x	[3]海□{～～:可以放咸盐，白糖的无颈容器} [5]害																																																
#uei																																																	
t	[1]堆颓 [3]□{～上的} [5]对队兑																																																
tʰ	[1]推 [3]腿 [5]退蜕褪煺{~拔}																																																
l	[1]雷擂 [3]垒=磊儡蕾 [5]累=泪=类擂{~台}																																																
ts	[1]追锥椎 [3]嘴= [5]最罪醉=坠缀{点~}赘																																																
tsʰ	[1]崔催摧吹=垂锤=捶=炊槌= [3]璀 [5]脆翠萃粹淬悴																																																
s	[1]随=遂=虽=绥谁隋隧□{水平摇晃簸箕使得皮和果实分开} [3]水=髓= [5]岁=碎穗=祟睡=税																																																
z	[3]蕊 [5]瑞=睿锐																																																
k	[1]归龟规圭硅闺瑰 [3]轨鬼诡给 [5]柜贵桂																																																
kʰ	[1]亏奎魁葵=盔窥揆睽溃 [3]傀 [5]愧刽跪馈																																																
x	[1]灰茴晖回辉恢麾诙徽 [3]毁悔晦 [5]会惠汇慧绘荟挥卉烩贿秽讳喙																																																
#ɑɯ																																																	
p	[1]包褒苞刨-{~地}雹 [3]保宝饱葆 [5]爆抱=暴报豹鲍曝刨-{~花板}																																																
pʰ	[1]袍剖抛脬庖胞刨= [3]跑 [5]炮泡□{滚:~转}																																																
m	[1]毛=猫茅矛髦□{看望，瞅一眼} [3]卯铆□{稍微煮一下：～肉} [5]冒帽茂贸貌袤																																																
t	[1]刀叨萄-{葡~}桃-淘-{~米}□{从别人手里快速抢夺东西} [3]倒岛捣蹈祷导 [5]到道盗倒稻悼□{～流壳}																																																
tʰ	[1]涛韬滔掏陶淘=萄=桃= [3]讨 [5]套																																																
n	[1]铙挠{阻~} [3]脑恼瑙 [5]闹																																																
l	[1]捞劳牢唠崂 [3]老佬 [5]烙酪骆{~驼}落{~窝鸡}络{~~：网状提袋}涝																																																
ts	[1]遭糟槽{~儿}曹-{~庄:地名}褿{衣裳～哩}凿 [3]早澡枣藻蚤找爪{~子} [5]笊{~篱}造皂灶燥噪罩																																																
tsʰ	[1]抄钞曹=槽=嘈漕操糙 [3]草吵炒 [5]躁{~火}□{洗涤的次数}□{使用肥皂:~些胰子}																																																
s	[1]骚臊搔梢捎 [3]扫嫂晌 [5]哨{花~}少扫{~帚}燥{~子肉}潲{～雨}																																																
ŋ	[3]拗{~断} [5]懊傲奥																																																
x	[1]毫豪[3]好{~坏} [5]号皓浩昊耗{~子}孝-{~衫子}																																																
#iɑɯ																																																	
tɕ	[1]交跤姣茭{玉～子}郊蛟 [3]搅绞饺铰狡侥矫嚼{细～慢咽} [5]教{~育}较校{~对}窖觉{睡~}																																																
tɕʰ	[1]敲 [3]巧 [5]窍-□{用铁丝或绳子临时拴住：拴～}																																																
ȵ	[1]□{~人：形容人厉害}□{用铁丝缠绕固定某物} [3]鸟咬 																																																
ɕ	[5]效校孝=酵																																																
#ǝɯ																																																	
t	[1]头-兜 [3]斗抖陡 [5]逗斗{争~}痘窦豆揄{~线线:把线抽出来}																																																
tʰ	[1]头=投偷 [5]透																																																
n	[1]□{形容姑娘长得俊俏}																																																
l	[1]楼娄搂{锄~庄稼} [3]搂篓喽 [5]漏陋																																																
ts	[1]邹绉周舟州洲稠- [3]走肘轴-{~承} [5]皱咒宙胄揍奏昼就-{~去}																																																
tsʰ	[1]抽稠=筹酬愁=仇踌畴绸□{搀扶}□{提鞋、裤的工作} [3]丑 [5]凑臭																																																
s	[1]愁-{发～}收搜艘馊 [3]守手首擞叟 [5]寿受授痩兽漱绶嗽{咳~}售																																																
ʐ	[1]柔揉糅蹂 [3]□{圪～:坐着但是身体动来动去} [5]肉																																																
k	[1]沟钩勾佝 [3]狗苟 [5]够购{采~}垢{污～}诟{～病}构媾																																																
kʰ	[1]抠眍 [3]口 [5]扣叩寇蔻																																																
ŋ	[1]欧鸥{海～}讴怄吴{姓氏}瓯{~~：小碗}殴{~打}  [3]偶藕{~根}呕□{饭焦了} [5]沤怄{～气}																																																
x	[1]猴喉侯齁 [3]吼 [5]后厚候{时～}逅																																																
#iǝɯ																																																	
t	[1]丢																																																
l	[1]刘留瘤硫{~黄}流榴{石~} [3]柳 [5]遛溜馏碌六																																																
tɕ	[1]究纠厩{马~}揪赳鸠鹫蹴{圪~:蹲}㞗 [3]九酒久灸韭 [5]救就=究{讲~}舅旧臼疚柩																																																
tɕʰ	[1]秋邱丘裘囚酋球求 [3]□{～住:紧跟某人，避免有作为}																																																
ȵ	[1]牛 [3]扭纽 [5]拗																																																
ɕ	[1]修休羞 [3]朽 [5]秀绣锈嗅袖宿{星~}																																																
Ø	[1]由油游优揂{~务}尤悠忧邮犹幽莜 [3]有友酉莠 [5]又右幼佑柚釉祐诱																																																
#ɑ̃																																																	
p	[1]班斑颁扳 [3]板阪坂版扁-{~担} [5]办瓣扮																																																
pʰ	[1]攀 [5]盼袢襻{衣服扣子}襎{~~：围裙}																																																
m	[1]蛮 [5]慢漫嫚{对小孩的亲呢称呼}																																																
f	[1]凡帆藩翻番烦樊繁闩-栓-拴-疝-{~气 }[3]反返 [5]范犯饭贩泛梵贩涮-																																																
v	[1]顽玩湾弯□{积食} [3]晚挽 [5]万蔓玩{游～}																																																
t	[1]担丹耽单弹-{～棉花} [3]胆掸{～子} [5]担淡旦但蛋惮殚弹-{子~}□{～面:用小箩筛面}																																																
tʰ	[1]贪谭覃潭坍谈痰摊滩瘫坛檀 [3]坦毯 [5]探炭叹																																																
n	[1]难男南楠 [3]□{用嘴舔食} [5]难{苦~}□{形容路上泥水多，难走}																																																
l	[1]岚蓝篮拦栏兰阑婪燣{炒} [3]懒览揽缆醂  [5]滥烂																																																
ts	[1]簪沾咱残-{火～了}蚕- [3]斩崭盏攒 [5]站暂赞蘸绽栈																																																
tsʰ	[1]参蚕=餐残=孱潺馋=搀谗掺 [3]产铲惨崭{出～新} [5]灿忏□{逐渐加水，使面成糊状}																																																
s	[1]三衫杉珊姗山删馋-{嘴~} [3]散{分~}伞 [5]散{发~}																																																
ŋ	[1]淹=																																																
x	[1]咸-衔-函涵含 [3]喊 [5]憾撼馅-{~子}陷-{～进去}																																																
#uɑ̃																																																	
k	[1]关鳏 [5]掼惯																																																
x	[1]还环寰 [5]幻宦患																																																
#ɪ̃																																																	
p	[1]般搬盘-{~子} [5]半拌绊畔																																																
pʰ	[1]盘=潘蟠 [5]判叛																																																
m	[1]瞒蔓-{玉～菁}馒{~头}埋{~怨}鞔{~鞋} [3]满 [5]墁{~地}漫{水过多后溢出}																																																
v	[1]完丸豌蜿 [3]宛碗婉惋软 [5]腕																																																
ts	[1]沾毡占{~卜}詹瞻缠-{盘～} [3]展 [5]占战																																																
tsʰ	[1]缠禅蝉 [5]颤缠{~手:难办}																																																
s	[1]扇{~风}膻煽 [3]闪陕 [5]扇{~子}单{姓氏}善鳝蟮膳缮擅赡{~养}骟苫{草～子}																																																
ʐ	[1]然研{~泥：村名} [3]染冉苒燃 [5]穰{麦~：麦秸}																																																
k	[1]甘干柑肝橄泔 [3]敢感赶杆秆擀 [5]干{~部}																																																
kʰ	[1]看{~门}刊龛堪勘{~探} [3]砍坎□{扔}侃 [5]看瞰																																																
x	[1]寒鼾韩憨涎{~水} [3]罕 [5]汗汉旱焊悍捍瀚翰																																																
ŋ	[1]安鞍鹌庵 [3]掩{把药物铺洒在某一物体上}[5]按岸案暗																																																
#iɪ̃																																																	
p	[1]鞭编边 [3]扁匾{挂~}蝙贬煸 [5]汴卞变遍辩辫辨便{~宜:准备好了}																																																
pʰ	[1]偏便{～宜}篇片{影~} [3]□{～我大：比我大}谝{夸耀} [5]骗片{~段}																																																
m	[1]绵棉眠 [3]免勉娩{分~}冕腼猛-{~不防} [5]面缅																																																
t	[1]甜-颠巅田-{耕~}填-{~补} [3]点典碘 [5]电佃店垫殿淀踮惦奠																																																
tʰ	[1]天添甜=田=填= [3]舔恬腆□{脱～：脱衣服}忝觍																																																
l	[1]连涟莲廉镰帘怜 [3]脸敛 [5]练链炼炼殓																																																
tɕ	[1]艰坚笺尖煎兼坚前-{~面}钱-菅肩间奸监{~视} [3]减碱缄捡俭检剪笺践简拣柬谏茧 [5]见箭舰剑件渐贱溅建键健鉴踺荐毽间{~接}鉴{~别}																																																
tɕʰ	[1]锨{铁～}歼千刋{~谷儿}铅鹐{鸟啄食}牵遣钳签潜纤谦阡虔迁前=钱=乾 [3]浅谴 [5]欠嵌歉芡倩堑纤{拉~}吣																																																
ȵ	[1]年黏研-颜-言-拈{手脚乱动} [3]辇撵捻碾眼- [5]念砚-{~瓦}酽-{~茶}捻-{油～子}碾{~米}																																																
ɕ	[1]先鲜仙掀暹贤衔=咸=闲弦 [3]险藓显 [5]县献宪线现限陷=羡																																																
Ø	[1]湮岩颜=严淹=腌炎阎盐檐焉嫣言=研=烟芫{~荽}沿延筵缘{~法} [3]掩演魇{黑～}衍 [5]验宴燕咽堰艳焰厌谚彦																																																
#uɪ̃																																																	
ts	[1]专砖椽{~子} [3]转 [5]篆传转{~圈圈}撰																																																
tsʰ	[1]川穿船传{~达}汆 [3]喘 [5]串{~游}窜蹿篡																																																
k	[1]官观冠{鸡~}棺倌 [3]管馆莞 [5]贯灌罐冠{~军}观{道~}																																																
kʰ	[1]宽 [3]款																																																
x	[1]欢獾桓 [3]缓 [5]焕换唤涣痪浣獾																																																
#yɪ̃																																																	
t	[1]端{~五}团-{圪～：把衣服卷起来} [3]短 [5]断段锻缎煅																																																
tʰ	[1]湍团=																																																
l	[1]联恋鸾栾峦銮孪挛 [3]卵暖 [5]乱																																																
