ɿ
ʦʰ [1] 馋谗缠参{～加}蚕惭蟾餐残缠蝉禅 [3] 惨产铲 [5] 灿璨颤
s [1] 山煽三杉衫删珊 [3] 陕伞散{松～}闪 [5] 散{分～}疝扇单{姓}散{解～}扇膳善禅
ʐ [1] 然燃 [3] 染冉 [5] □{麦粒的外壳}
k [1] 干{～燥}甘泔尴竿肝 [3] 感秆赶橄敢杆擀 [5] 干{～劲儿}
kʰ [1] 勘堪刊看{～守} [3] 砍坎□{扔掉} [5] 看{～见}
x [1] 咸-函韩邯含{～一口水}酣憨衔-寒鼾还{～有} [3] 喊罕 [5] 撼憾翰汗汉焊旱
ø [1] 庵安鞍淹- [5] 暗岸按案
uæ̃
t [1] 端 [3] 短 [5] 锻缎断段
tʰ [1] 团
n [3] 暖
l [1] 滦孪鸾 [3] 卵 [5] 乱
ʦ [1] 钻{～进去}专砖 [3] 纂转{～眼} [5] 转{～螺丝}赚钻{电～}撰攥篆传{～记}
ʦʰ [1] 汆传穿船川椽传 [3] 喘 [5] 串窜篡
s [1] 酸拴栓 [5] 算涮蒜
ʐ [3] 软阮
k [1] 官棺观{参～}冠{衣～}关 [3] 管馆 [5] 冠{～军}惯贯罐灌观{回龙～}
kʰ [1] 宽 [3] 款
x [1] 欢环桓还 [3] 缓 [5] 唤换痪焕宦幻患
ɒ̃
p [1] 帮梆邦浜 [3] 膀榜绑 [5] 谤傍蚌棒
pʰ [1] 庞旁滂膀{～胱}螃 [5] 胖
m [1] 盲忙芒茫 [3] 蟒莽
f [1] 方肪芳妨防房 [3] 纺仿访 [5] 放
v [1] 亡汪王 [3] 往枉网 [5] 忘望旺妄
t [1] 当{～时}裆 [3] 档挡党 [5] 当{典～}宕荡
tʰ [1] 唐搪塘膛螳棠堂汤 [3] 淌倘躺 [5] 烫趟
n [1] 囊囔 [3] 攮 [5] 曩
l [1] 郎狼榔廊螂 [3] 朗 [5] 浪
ʦ [1] 脏{肮～}樟章张臧装庄桩 [3] 长{生～}掌涨{～潮} [5] 葬藏{西～}脏{～器}胀帐账涨{～大}丈{大～夫}杖仗障瘴壮状撞=
ʦʰ [1] 苍仓长{～短}肠藏{隐～}昌尝常疮窗床 [3] 场厂闯 [5] 唱畅倡创双-{～生生：孪生}撞-
s [1] 丧殇桑丧{～事}伤商双=霜孀 [3] 嗓晌赏爽 [5] 丧{～失}上{～山}裳尚
ʐ [1] 瓤 [3] 嚷攘壤 [5] 让
k [1] 冈钢刚纲肛缸光胱 [3] 港岗广 [5] 杠逛
kʰ [1] 康慷糠扛匡框筐狂 [5] 炕抗眶矿况旷
x [1] 夯行{银～}航杭皇蝗荒慌簧黄磺 [3] 谎恍晃{～眼}幌 [5] 晃{～动}巷-
ɣ [1] 肮昂
iɒ̃
n [1] 娘{新～，爹～} [5] 娘{～～：外祖母}
l [1] 粮良量{计～}梁粱凉 [3] 两 [5] 谅晾量{数～}辆亮
ʨ [1] 将{～来}浆姜僵疆缰江豇 [3] 讲奖桨蒋 [5] 酱匠将{大～}降{下～}虹-{出～}浆{～糊}
ʨʰ [1] 枪羌墙腔强{～大} [3] 强{勉～}抢 [5] 呛
ɕ [1] 镶襄香乡相{～互}翔厢箱湘降{投～}详祥 [3] 想响享 [5] 相{～貌}项橡像象向巷=
ø [1] 杨扬阳央殃秧洋羊疡 [3] 养痒仰 [5] 样
əŋ
p [1] 奔绷崩 [3] 本 [5] 笨迸蹦蚌
pʰ [1] 澎彭膨喷盆烹棚朋鹏蓬篷 [3] 捧 [5] 碰
m [1] 门们萌檬蒙懵朦盟虻 [3] 猛 [5] 梦闷孟
f [1] 焚坟分纷芬吩封风枫疯蜂锋峰丰冯逢缝{～补} [3] 粉讽 [5] 奋忿愤粪凤份俸奉缝{～隙}
v [1] 瘟温文蚊纹翁嗡闻 [3] 吻刎稳 [5] 问瓮
t [1] 登澄灯 [3] 等 [5] 邓凳瞪
tʰ [1] 吞-疼滕藤腾誊
n [1] 能农脓浓侬 [5] 嫩弄
l [1] 楞棱 [3] 冷 [5] 愣
ʦ [1] 针真珍征正{～月}争筝睁狰侦贞砧榛臻斟增曾{～孙}蒸甄 [3] 枕整拯怎疹诊 [5] 郑枕正{～大光明}症政阵镇赠振震赠憎锃
ʦʰ [1] 沉参{～差}岑陈沉臣尘晨=辰层蹭曾{～经}呈程撑{支～}称{～呼}盛{～饭}乘{～客}成诚城=承惩丞橙 [3] 逞碜 [5] 称{～心如意}衬趁秤蹭
s [1] 申神伸晨-僧生笙牲甥升绳森深娠声身参{人～} [3] 沈省{～份}婶审 [5] 甚渗肾慎剩盛{兴～}胜圣葚
ʐ [1] 仍任{姓}人仁 [3] 忍扔 [5] 任{责～}认妊纫刃韧
k [1] 根更{～正}跟羹赓庚耕 [3] 耿 [5] 更{～加}亘{横～}
kʰ [1] 坑 [3] 肯啃恳垦 [5] □{～里：靠里}
x [1] 痕哼亨衡恒横{～竖} [3] 很狠 [5] 恨横{蛮～}
ø [1] 恩 [5] 摁
iəŋ
p [1] 并{～州}洲宾槟滨兵斌彬冰蓖- [3] 禀柄丙秉饼 [5] 殡病鬓并{～且}
pʰ [1] 平坪评屏凭乒频贫苹拼瓶 [3] 品 [5] 聘
m [1] 铭名鸣明=民冥眠- [3] 皿抿敏闽悯 [5] 命=□{含在嘴里尝味道}
t [1] 丁盯叮钉={～子} [3] 鼎顶= [5] 钉{～马掌}订锭定=
tʰ [1] 厅听={～说}停蜓亭庭廷 [3] 艇挺 [5] □{坚持}
n [1] 凝狞宁 [3] 拧 [5] 硬-
l [1] 淋林灵鳞磷麟临零陵凌=菱玲羚铃邻翎伶 [3] 岭领 [5] 吝令另赁
ʨ [1] 禁{～不住}襟金斤今津精惊晶京经茎鲸兢荆筋睛巾 [3] 锦仅紧谨颈景警井= [5] 浸晋禁{～止}进尽近劲敬静净=竞境镜=竟妗径
ʨʰ [1] 侵亲秦琴钦勤晴=情擒禽芹清=青=蜻卿氢轻倾 [3] 寝顷请 [5] 沁庆磐亲{～家}
ɕ [1] 芯心辛锌形刑型邢腥星猩新薪行馨忻欣兴{～旺} [3] 省{反～}醒= [5] 信衅{挑～}杏姓性兴{高～}幸
ø [1] 阴因淫吟姻茵鹰莺蝇音荫萤营=莹赢殷银婴樱缨应{～当}英迎盈鹦 [3] 影=颖饮{～用}引蚓尹瘾隐 [5] 饮{～马}响{～应}印映硬=
uəŋ
t [1] 墩敦蹲冬东咚 [3] 懂董 [5] 顿钝吨遁盾动冻栋洞饨沌
tʰ [1] 屯{～兵}通瞳童同桐铜豚 [3] 筒统桶捅 [5] 痛
l [1] 仑纶轮沦伦理抡论{～语}隆笼{鸟～}龙聋 [3] 垅拢笼{～罩} [5] 论{议～}
ʦ [1] 尊遵忠中衷终钟棕宗踪鬃盅 [3] 准种{～类}肿总冢 [5] 重{～要}仲中{～弹}纵众粽种{～花}
ʦʰ [1] 葱村丛从聪存匆椿春囱虫重{～庆}唇纯醇崇充冲春皴 [3] 宠蠢 [5] 寸□{说话很～}
s [1] 孙松嵩 [3] 笋损耸怂 [5] 顺瞬舜送颂宋讼诵
ʐ [1] 戎茸绒荣 [3] 冗 [5] 润闰
k [1] 公蚣工功攻供{～给}恭宫躬弓 [3] 汞滚拱巩 [5] 贡供{～养}共棍
kʰ [1] 昆空{天～}坤 [3] 捆啃{～骨头}恐孔 [5] 困控空{～缺}
x [1] 荤弘宏红洪烘昏{～暗}婚轰鸿混馄浑{～身}魂虹= [3] 哄{～骗} [5] 混哄{起～}
yəŋ
ʨ [1] 君军菌均粽钧 [3] 迥窘 [5] 郡俊□{液体遇冷固话过程}
ʨʰ [1] 群穷裙琼
ɕ [1] 旬熏勳薰巡循旬勋寻雄兄胸凶熊 [5] 训迅逊汛驯讯殉
ø [1] 云匀晕允融容蓉溶熔雍庸拥 [3] 泳勇踊咏永泳甬允 [5] 孕韵熨运
aʔ
p [7] 八剥搏驳泊脖钹拔 [8] 跋
pʰ [7] 泼
m [7] 抹{～布，～桌子}沫
f [7] 法发{头～，～出} [8] 乏罚伐筏
v [7] 袜握挖
t [7] 搭答达
tʰ [7] 獭塔塌榻沓踏特
n [7] 纳捺
l [7] 蜡拉 [8] 腊辣
ʦ [7] 扎札眨侄辙蛰则责折{～断}浙摘窄宅褶 [8] 铡炸杂闸哲泽择
ʦʰ [7] 擦察插厕测侧策撤册彻拆
s [7] 杀霎煞色摄涉涩塞{闭～}虱舌萨 [8] 撒折{弄～了}
k [7] 各胳葛搁阁革隔割圪 [8] 鸽格
kʰ [7] 卡磕壳克客刻渴咳 [8] 可
x [7] 喝{～彩，吆～，～酒}瞎- [8] 核=合盒
ø [7] 鄂鳄额
iaʔ
ʨ [7] 夹甲胛
ʨʰ [7] 恰洽鹊-雀-掐
ɕ [7] 瞎=辖匣峡狭
ø [7] 押鸭压
uaʔ
ʦ [7] 卓桌捉 [8] 镯
ʦʰ [7] 戳
s [7] 缩刷
k [8] 刮
kʰ [7] 阔廓扩
x [7] 猾滑获或惑划 [8] 活
əʔ
p [7] 不膊薄钵勃拨卜饽博
pʰ [7] 扑仆瀑曝魄迫
m [7] 末没目莫模膜摸漠么穆寞陌 [8] 木
f [7] 蝠福幅缚腹复佛伏服覆
v [7] 物屋沃勿
ʦ [7] 执置汁织只{一～}职质指植殖秩脊-{～背} [8] 直值
ʦʰ [7] 尺吃斥
s [7] 湿设适瑟识啬虱失饰室式释什拾射 [8] 石勺实十食蚀
ʐ [7] 热日
x [7] 鹤黑郝吓
ø [7] 扼恶{善～}
iəʔ
p [7] 鳖憋别{离～，区～}壁璧碧逼百伯柏佰北鳖毕笔必 [8] 鼻白
pʰ [7] 匹劈辟僻撇拍魄
m [7] 麦-{～麸}默墨脉觅灭蜜密秘陌篾
t [7] 得的{～确}滴跌德 [8] 叠碟牒蝶狄敌笛
tʰ [7] 惕剔踢铁帖贴
n [7] 捏孽聂镊疟虐逆溺
l [7] 猎列烈裂劣立粒笠历力栗勒肋
ʨ [7] 接劫捷缉集结节洁吉角积绩寂即脊=及级急击激迹屐疾脚急给截杰籍揭 [8] 极
ʨʰ [7] 怯泣切窃妾戚漆膝七乞
ɕ [7] 歇吸锡息熄媳屑析惜昔悉挟学 [8] 胁袭协席夕习
ø [7] 揖叶业噎逸亦益页乙一易疫役钥药
uəʔ
t [7] 督掇踱笃 [8] 独读毒牍夺
tʰ [7] 秃托突脱□{一坨物体}
n [7] 诺
l [7] 六乐{快～}鹿陆烙洛络骆录落禄 [8] 绿
ʦ [7] 嘱祝筑卒烛着触拙作昨啄浊逐琢涿族撮嘱酌 [8] 竹足
ʦʰ [7] 出促畜绰猝触
s [7] 塑说索述叔束朔熟速俗宿粟肃术
ʐ [7] 辱褥入弱若
k [7] 骨谷{山～，～子}国郭核-{枣～～}聒
kʰ [7] 窟哭酷括
x [7] 忽豁霍藿镬
yəʔ
l [7] 率律略捋掠
ʨ [7] 决局掘觉角倔爵诀菊嚼橘掬剧 [8] 绝
ʨʰ [7] 确却曲缺屈鹊=雀=
ɕ [7] 血储{～蓄}薛旭畜{～牧}削雪穴恤续
ø [7] 欲浴阅悦郁狱域跃约乐{音～}月越约粤育岳曰玉
