兰溪	
t	①丁钉（名词）疔叮☐（提起）☐（手～：手上的胼胝）☐（～靴：靴子）⑤顶鼎☐（扔）☐（沉没）☐（水汪）
tʰ	①厅⑤听挺
d	②ⓐ亭停延庭⑥订定锭☐（绗）
l	②ⓐ林淋临邻鳞（鳍）磷轮伦菱灵1零⑤领2（～导）铃⑥陵1领1（头颈～：领子）岭令另☐（畦）☐（量词，用于棺材）②ⓑ陵2（长～：地名）灵2（〜洞：地名）⑨ⓐ薐（菠～菜）
#ĩ	
ts	①津憎（得农～：讨人嫌）精品睛⑤浸进晋俊井
tsʰ	①侵亲（～戚）清青蜻⑤请☐（☐kʰɑ̃55～：刚）☐（一种捕鱼器具）⓪☐（想想～：想想看）
dz	②ⓐ巡情2晴2⑥秦尽2
s	①心芯辛新薪星腥⑤信讯笋榫迅性姓醒☐（陡）
z	②ⓐ寻情1晴1⑥蕈尽1静净
tɕ	①砧（刀～板）针櫼（楔子）今2金襟珍臻真巾诊斤筋徵蒸京惊2（～蛰）荆贞侦正（～月）经⑤枕锦禁（～止）紧镇振震甑证症境景警敬竟镜整颈正（～反）政
tɕʰ	①钦称（～呼）称（对～）卿轻倾⑤趁秤庆
dʑ	②ⓐ琴陈尘臣勤芹澄承丞征成诚⑥沉阵近呈程郑劲②ⓑ禽乘2（加减～除）⓪仁3（厚～：地名）
ȵ	②ⓐ人1（丈～）仁（桃～）银☐（举）⑥壬忍认韧②ⓑ宁（辽～）⑨ⓐ迎（〜灯：舞龙灯）
ɕ	①深身申伸2欣升（一～）兴（嘉～：地名）蝇（～）声⑤沈审胜（～利）兴（高～）圣⓪婶（阿～：婶母）
ʑ	②ⓐ人3（〜中）唇（牙～肉：齿）乘1（〜凉）绳塍城⑥赁（～钿：房租）任神辰晨1人4（～民币）仁2幸盛（茂～）②ⓑ甚晨2
Ø	①音阴因姻应1（姓）鹰莺英婴缨⑤饮荫（天亮～：凌晨）印引隐应2（～该）应（答～）影映⑥盈形型刑营②ⓑ寅⑨ⓐ行3（通～证）
#uĩ	
k	⑤棍
kʰ	⑤睏
#yĩ	
tɕ	①均钧君军⑤準准菌
tɕʰ	①春
dʑ	②ⓐ裙⑥群郡
ɕ	①熏勋⑤舜训
ʑ	②ⓐ纯淳（～安：地名）⑥顺闰
Ø	①肫②ⓐ匀云雲赢⑤允永泳⑥运
#əŋ	
p	⑤本
pʰ	①喷（〜漆）⑤捧1☐（闻）
b	②ⓐ朋篷蓬
m	②ⓐ门蚊1（～虫）芒1（麦～）⑥问1（动词）忘1望1（看）蒙1梦1☐（元～初一：正月初一）
f	①分纷吩风1枫1疯丰1讽1封1峰1蜂1锋1⑤粉愤粪奋
v	②ⓐ坟文纹闻冯1缝1（动词）问2（～题）⑥蚊2份凤1逢1奉1俸1
t	①端1（〜午节）敦墩登灯⑤斗2（粪～：簸箕）等凳☐（跟，和）
tʰ	⑤褪
d	②ⓐ饨1藤☐（捣乱）⑥断（鞋带～罢）盾（矛～）腾誊②ⓑ饨2双
n	⑥嫩⑨ⓐ能1（～够）
l	⑥乱论
ts	①尊遵曾（姓）增赠争3（斗～）
dz	②ⓐ存1曾（〜经）②ⓑ存2
s	①森参（人～）狲僧⑤损
z	②ⓐ层
k	①跟根
kʰ	⑤揿啃肯☐（〜☐si45:囟门）
g	⑥☐（〜头：低头）
x	⑤狠擤
ɣ	⑥恨
Ø	①☐（埋）
#uəŋ	
k	⑤捲滚
kʰ	①昆⑤捆困②ⓑ坤（乾～）
x	①婚昏荤⑤☐（晕车）
Ø	①温瘟②ⓐ魂浑⑤稳②ⓑ馄2（～饨）⑨ⓐ馄1（～饨）☐（☐æ̃54～斗：翻跟头）
#oŋ	
pʰ	⑤捧2
b	②ⓐ篷2蓬2
m	②ⓐ芒2（麦～）⑥忘2望2（看）蒙2梦2
f	①风2枫2疯2丰2讽2封2峰2蜂2锋2
v	②ⓐ冯2缝2（动词）⑥凤2逢2奉2俸2
t	①东冬⑤董懂冻栋
tʰ	①通⑤统痛
d	②ⓐ铜桐筒童☐（蚕～：蚕蛹）☐（一～碗：十个碗）⑥同桶动洞
n	②ⓐ农（人）⑥脓⑤☐（弗～：未，没有）
l	①弄（肏）②ⓐ笼1聋咙砻窿龙1⑥笼2（☐bu11～：竹子编的箱子）弄1（～堂）隆②ⓑ龙2（“辰”的别称）⑨ⓐ☐（门～闩棍：门闩）⑨ⓑ弄2（止～：山峡）
ts	①棕宗⑤总粽☐（宠）
tsʰ	①聪匆葱囱
dz	②ⓐ丛
s	①鬆松2（用于人名）⑤送宋
z	②ⓐ松1（～树）鳙（～头鱼：胖头鱼）㞞（精液）
k	①公工功攻躬宫恭供2（〜给）供（口〜）⑤管1（毛竹～）灌1（～脓）汞贡☐（熏）
kʰ	①空（～气）⑤孔控空（闲）恐
g	⑥共2（～产党）
x	①烘
ɣ	②ⓐ☐1（那）⑥轰
Ø	①翁☐（锄头～：锄头上接柄的孔）②ⓐ弘红☐2（那）⑤塕（灰～：灰尘）瓮
#ioŋ	
tɕ	①中（～秋）忠终鐘鍾盅供1（～爷娘：供养父母）⑤中（～状元）众种（～子）肿种（〜树）
tɕʰ	①楤（☐tsʰi33～棍：柴担）充冲⑤铳
dʑ	②ⓐ虫穷从（介词）重2（〜阳）⑥仲重（轻～）共1（一色～：相同）
ɕ	①兄胸凶兇
ʑ	②ⓐ绒熊茸②ⓑ崇（～高）
Ø	①拥庸（中〜）②ⓐ荣雄浓容蓉⑤雍（～正）甬勇涌☐（猫☐tɕyəʔ～：猫头鹰）⑥融用
#əɭ	
Ø	②ⓐ耳=2（木～）⑥二=2（〜胡）
#aʔ	
p	⑦百柏伯
pʰ	⑦迫拍脈（掰；跨）
b	⑧白
m	⑧麦脉☐（～☐☐tsʰi33diɔ35：垢）
n	⑧捏1（～牙膏）
ts	⑦摘3
tsʰ	⑦拆2坼2（裂缝儿）策册
dz	⑧择2宅2
s	⑦撒☐（甩）
k	⑦哥1（阿～）个1（一～）格隔☐（鑊～：锅巴）
kʰ	⑦客
g	⑧个2（助词，如，尔农来弗～：你来不来；门开～：门开着。有时读得接近［gəʔ13］）
ŋ	⑦我3（做宾语时）⑧额
x	⑦吓
Ø	⑦阿1（词头）轭☐（拗）☐（〜☐tsəʔ34：肮脏）
#iaʔ	
tɕ	⑦眨雀1（麻～）摘2
tɕʰ	⑦拆1坼1（裂缝儿）
dʑ	⑧挟1（用筷子来）舌择1宅1（前～：地名）
ȵ	⑦捏2
ʑ	⑧入1（肏）食1（～指）石☐（～菖蒲：菖蒲）
#uaʔ	
k	⑦括刮郭☐（开裂）
Ø	⑦挖☐（爬起来）⑧划（汉字的一笔）
#ɑʔ	
p	⑦八☐（老～：阴茎）☐（☐tsʰɤɯ54～：亲嘴）
pʰ	⑦朴（〜素）
b	⑧拨箔☐（捺，一种笔画）
m	⑧袜☐（老～～：老太婆）
f	⑦法乏髮發
v	⑧伐罚☐（泡沫）
t	⑦答搭褡（背～：坎肩儿）滴1（一～）☐（话）☐（〜斗：稻桶）☐（仡～：这里。本书里写作“搭”）☐（烂～饭：煮得很软的饭）☐（辫～☐ku45:辫子）
tʰ	⑦塔獭托
d	⑧踏达
n	⑧诺
l	⑧腊蜡鑞辣落烙洛骆络乐（快～）☐（毛～虫：毛虫）☐（☐ɡɑʔ2～：现在）☐（☐sɑʔ5☐mẽi14：近视眼）
ts	⑦扎作
tsʰ	⑦插2擦察
s	⑦萨索☐（用力抚摩）☐（㦿～：窗棂）☐（～☐☐lɑʔ2mẽi14：近视眼）
z	⑧铡凿☐（骂）
k	⑦夹1裌莢甲各阁搁角☐（洋～：洋镐）
kʰ	⑦掐确壳☐（压；～纸：挂钱）☐1（～笼：鱼篓）
g	⑧夹2（头发～）峡（手☐məʔ2头～：手指缝）挟2（夹在胳膊底下）☐（火～：火钳）☐2（～笼：鱼篓）☐（猪栏～：猪圈的栅栏）☐（～☐lɑʔ13：现在）
ŋ	⑧鄂鹤岳（～飞）
x	⑦喝（啜）瞎
Ø	⑦恶（～霸）鸭押☐（黄～刺：一种黄色有刺的鱼）⑧狭匣（骨灰～）镬学1
#iɑʔ	
l	⑧略☐（梳子）
ts	⑦雀2（老～：男人，骂人话）
tsʰ	⑦雀3鹊
s	⑦削
z	⑧嚼
tɕ	⑦着（穿衣）脚觉（觉韵）☐（这么，那么）☐（担～：挑水用的扁担）☐（面～☐ku434：腮帮子）
tɕʰ	⑦插1却☐（湿）
dʑ	⑧着（撞～）☐（〜农：谁）
ɕ	⑦杀惜1（得农～：讨人喜欢）☐（眼～毛：睫毛）
ʑ	⑧煤（水煮）闸勺若弱学2（哲～）
Ø	⑦上5（汽车～）压约☐（弄坏）⑧药乐（音～）
#uɑʔ	
kʰ	⑦阔扩
x	⑦豁霍（～闪：闪电）☐（扔）
ɣ	⑧获
Ø	⑧画2（动词）活滑
#yɑʔ	
tɕ	⑦桌
dʑ	⑧镯
#əʔ	
m	⑦幕摸⑧末沫没膜墨默木（不聪明）目牧睦☐（手～头：手指）☐2（元～初一：正月初一）
f	⑦弗（不）福幅複
v	⑧佛物服伏复（恢～）
t	⑦得德☐（砍）☐（嘴尖的鸟啄物）☐（～瓶：一种口小腹大的陶器）☐（〜目☐xue45：打盹儿）
tʰ	⑦脱忒☐（菜～：一种用来罩在菜碗上面的罩子）
d	⑧夺凸突特
n	⑧纳
l	⑧了2（助词）粒捋肋☐（〜səʔ34：垃圾）
ts	⑦则侧2（读字）责☐（〜头：梳头）☐（☐aʔ5〜：肮脏）
tsʰ	⑦撮测
dz	⑧杂泽
s	⑦些塞色☐（鸡肫肝～：鸡的内脏）☐（☐ləʔ2～：垃圾）
z	⑧贼
k	⑦合（〜算）蛤鸽割葛结1（～子：口吃）革☐（闭眼）☐（〜个：这个）⓪个3（的）
kʰ	⑦去咳磕窟刻克
g	⑦渠2（他。做宾语时）⑧渠（～农：他）𢶆（挑担）☐（～搭：这里。本书里写作“仡”）⓪个4（的）
x	⑦黑
Ø	⑦☐（沤肥）☐（把药物敷在患处）⑧合（〜作）核（〜实）核（〜桃）
#uəʔ	
p	⑦钵拨不博膊剥驳北☐（脚～肚：腿肚子）
pʰ	⑦泼覆（趴）
b	⑧薄（〜荷）勃薄（形容词）缚（系）雹卜（萝～）☐（一～鼻头：一把鼻涕）
t	⑦督☐（捅）☐（～拐：拄拐杖）
d	⑧独读毒
l	⑧鹿簏禄六陆绿录
ts	⑦捉足
tsʰ	⑦促
dz	⑧族俗续
s	⑦速肃宿（～舍）缩粟☐（嘴扁的鸟啄物）
z	⑧☐（小便时打冷战）
k	⑦个6（～体户）骨国穀谷☐（眉毛～☐ziɤɯ14起来：皱眉头）
kʰ	⑦可2（～惜）窟屈（弯）哭
g	⑧☐（～裤：短裤）
ɣ	⑧或惑
Ø	⑦还（副词）𩑦（溺）屋⑧下2（〜头）核（卵～子：舉丸）☐（～狲：猴子）
#yəʔ	
tɕ	⑦竹筑粥祝菊鞠烛嘱☐（猫～☐ioŋ45:猫头鹰）
tɕʰ	⑦畜（～生）麯触束（一～柴：一捆柴）曲
dʑ	⑧逐轴局☐（绕，缠，捲）
ȵ	⑧箬虐肉玉☐（揉）
ɕ	⑦说1（～话：话）叔蓄（储～）
ʑ	⑧熟赎蜀属
Ø	⑦郁育⑧浴
#ieʔ	
p	⑦鳖笔滗毕必逼碧壁壁☐（菜蔫）☐（墙～洞：墻的一部分倒塌）
pʰ	⑦撇僻劈䏘（女阴）
b	⑧鼻别（特～）☐（～块：蚊子咬成的疙瘩）
m	⑧灭搣（捻）篾密蜜
t	⑦跌摘1（掐）的滴2嫡☐（～子：鱼产卵）☐（瘤～：疖子）
tʰ	⑦帖贴铁踢
d	⑧叠碟牒蝶谍笛敌籴
l	⑧例鳢猎立列烈裂劣栗律率（效～）力歷曆☐（让带水的东西自行滴干）☐（番薯帘；馃～：蒸笼的算子）
ts	⑦接节卒即鲫积脊绩
tsʰ	⑦缉切七漆刺（～鞋底：纳鞋底）戚☐（女阴）
dz	⑧习截集2习绝2籍席（主～）夕
s	⑦薛屑（风～：头皮屑）雪戌息媳惜2（可～）锡析
z	⑧集1（收拾）绝1（～代：一种骂人话）蓆☐（～头颈：掐脖子）
tɕ	⑦只（副词）劫执汁急级给哲折（折叠）浙羯（陶）结2洁质吉侧1（～搭睏：横着身体睡）职织击激隻☐（屋斜）☐（～☐ku45：继续、老是）☐（手☐məʔ2～头：手指；六～头：六指）
tɕʰ	⑦起1（好～来）挈（酒～：酒提子）彻撤赤尺吃☐（做～罢：做完了，画～一张画：画了一张画）☐（☐☐tʰɤɯ33u455～：呃逆）
dʑ	⑧起2（倚～：站起来）涉蛰及2杰侄秩直值殖植极剧（婺～）☐（～骰子：掷骰子）
ȵ	⑦你1（做宾语时）⑧你2（～☐la213：你们）聂业热孽日1
ɕ	⑦湿吸㽺（坏）设歇虱失室识式饰适释☐（～气：一种皮肤病，很痒）
ʑ	⑧十1拾入2折（〜本）膝（脚～骨头：膝盖）实日2（～语）食2适
Ø	⑦靥（瘪）揖乙一益☐（脚～：脚印）⑧叶页协翼译易（贸～）☐（搧）
#yeʔ	
tɕ	⑦决诀橘☐（吮手指）☐（～头：结子）
tɕʰ	⑦缺出
dʑ	⑧术（白～）
ȵ	⑧月
ɕ	⑦刷说2血蟋☐（旋开）
ʑ	⑧術述
Ø	⑧阅粵越穴疫役
#m̩	
Ø	⑤无1（没有）⑥母1（舅～）
#n̩	
Ø	②ⓐ儿1（儿子）⑤五2（～更）午2（端～节：地支之一）姨1（〜娘：姨母）☐（几～时景：多久）⑥五1伍午1（〜时：中午）尔（〜农：你）二1（〜十）耳1（～朵）☐（䘆～：蚯蚓）☐（～☐tsʰɑ̃33谷：不很饱的稻谷）
