pʰ	編篇偏騙蝙遍{一～}遍{～地}片	便{～宜}		
m		綿棉免勉娩{分～}緬眠		面麵
t	顛		典	電殿奠
tʰ	遷千川穿串	錢纏前傅{～達}	淺喘	
n		年	碾輦□{乳房}	
l		連憐蓮		練煉
ʦ	煎箭戰專磚		剪踐展轉{～眼，～運}轉{～螺絲，～圆圈}箋	溅{～一身水}賤餞{～行}傳{～記}
s	仙鮮{新～}搧線扇先	蟬禪{～宗}	癬	善羡膳單{姓}禪{～讓}
j	煙燕{～京，姓}燕{～子}冤宴怨淵	焉{心不在～}延筵賢弦圆員緣沿鉛袁轅園援{～助}玄懸完丸{肉～,彈～}緩	演遠	堰現院縣眩
k	肩堅見絹捐		捲{～起}卷	件犍{～子}鍵建健腱眷倦
kʰ		乾{～坤}虔拳權顴{～骨}		
ŋ		然燃言研元原源阮	軟	岸硯願
h	軒掀憲獻天牽券勸喧	田填	遣顯圈{圓～}犬	
ɔn				
t			敦{～厚}墩頓	鈍遁
tʰ	親趁襯春	秦陳塵循巡	診疹蠢	
n				嫩
l	□{背後説是非}	鄰鱗磷崙倫淪輪		吝{～嗇}論{～語}論{議～}
ʦ	津進晉珍鎮榛臻真振震遵俊		凖准	儘盡陣
s	辛新薪信訊身申伸娠迅殉	神辰晨臣荀旬唇純醇{酒味～}		腎慎順舜
j	恩因姻印欣殷	寅引	隱	孕
k	跟根巾斤筋		緊僅謹	近
kʰ		勤芹		
ŋ	忍	人仁銀	韌	刃認潤閏
h	吞飩{餛～}盾	痕	懇墾很	恨
un				
p	般搬半	半	本	伴拌絆叛
pʰ	潘判	盤盆		
m		瞞門	滿	悶
f	寬歡		款	
ʋ	安鞍按案		豌{～豆}剜碗腕	喚焕換
t	端		短	斷{～絕}斷{决～}鍛{～煉}段緞(段)椴
tʰ	寸	全泉存村		
n	暖			
l		鸞聯	卵戀	亂
ʦ	鑽尊		□{帽子}	纂{編～}
s	酸算宣孫遜	蒜	選損	
k	干肝乾{～濕}官棺觀{参～}冠{衣～}貫幹灌觀{寺～}冠{～軍}	竿{竹～}罐	擀{～面}趕管館	
h	看{～守}刊罕旱看{～見}漢焊{～鐵壺}	鼾{睡時～聲}寒韓團糰屯豚臀囤		汗翰
ʔ	安鞍按案			
ən				
p	彬賓檳{～榔}殯鬢奔		品稟	笨
pʰ	噴	貧頻{～繁}		
m	□{非常靠近}	閩{～越}民憫敏抿文紋蚊聞吻刎		
f	昏婚分{～開}芬紛熏勳薰葷訓	焚墳憤	粉	忿
ʋ	□{關起来}			
k	均鈞君軍	棍	滚	郡
kʰ	昆崑坤困	群裙	捆	菌
ʋ	温瘟	魂餛～飩匀允尹云雲暈	穩	渾{～濁}混{相～，～沌}韻運
aŋ				
p	崩		□{破}	□{靠着}
pʰ	烹	朋憑彭膨{～脹}棚		
m	猛	盲萌盟		孟
f		宏		
ʋ		弘横		
t	登燈瞪{～眼}	凳	等	鄧
tʰ	撐	曾{～經}層澄橙{～子}		
n	□{逗}	能		
l	冷		□{竹篾}	
ʦ	曾{姓}增憎僧爭箏睜			贈
s	生牲笙甥		省{～長}省{節～}	
k	更{～換，五～}庚羹更{～加}耕轟	埂{田～}	粳{～米}哽{骨～在喉}梗{～子，莖}耿	
ŋ				硬
h	坑亨	騰謄藤恒行{～爲}衡	肯	杏行{品～}幸
ʔ	鶯			
ɪŋ				
p	冰兵		丙秉柄	病倂{合～}並
pʰ	拼～命聘	平坪評瓶屏{圍～}萍		
m		鳴明名銘		命
ʋ		榮		永泳詠穎
t	丁釘		頂鼎	訂{～約}定錠
tʰ	稱{～呼，～重量}稱{相～}清青蜻{～蜓}	懲秤{一杆～}情晴呈程逞{～能}	拯請	
n				寧{～可}
l	領	陵淩菱零靈鈴伶嶺		令另
ʦ	徵{～求}蒸證症精晶睛貞偵正{～月}征正政		整	剩靜靖淨
s	升勝{～任}勝{～敗}性姓聲聖星腥	乘繩承丞成城誠	省{反～}醒	盛{～满了}盛{興～}
j	應{～當，～用}鷹應{～對,響～}鸚{～鵡，～哥}樱{～桃}英嬰纓	蠅盈形型刑營螢	影映	
k	京荆驚敬經經{～緯,～線}		境景警竟	莖競勁{～敵}徑
kʰ	傾頃	擎鯨瓊		
ŋ		仍凝迎	□{皺起來}	
h	興{～旺}興{高～}卿慶輕{～重，年～}聽{～其自然，～任}磬{鐘～}馨兄	亭停廷庭蜓{蜻～}挺		
ɔŋ				
p	幫邦	蚌	榜謗綁	
pʰ		滂{～沱}旁{螃～}蟹傍龐		
m	芒	忙茫亡忘	莽蟒網妄	望
f	荒慌謊方芳放況	妨{～害}房防	晃{～眼}肪{脂～}仿{～效}紡仿{相似}彷{～彿}訪	
ʋ	汪{一～水}	黃簧{鎖～}皇蝗王往	枉	旺{興～,火～}
t	當{～時,應～}當{～作，典～}		黨擋	蕩{放～}宕{延～}
tʰ	倉蒼瘡窗	藏{隱～}牀	闖廠	
n		囊	□{漱}	
l		郎廊狼朗		浪
ʦ	贜葬臓莊装			藏{西～}撞
s	桑喪{婚～}喪{～失}霜孀雙	嗓	爽	
k	岡剛綱鋼缸杠光江降{下～}	崗	廣講港	
kʰ	抗礦曠匡筐眶{眼～}	狂		
ŋ		昂		
h	湯燙趟{一～}康糠腔	堂棠螳{～螂}唐糖塘行{～列，銀～}航杭降{～伏，投～}項	倘{～使}躺慷{～慨}	巷
ʔ	骯			
əŋ				
pʰ		篷蓬	捧	
m		蒙	懵{～懂}	夢
f	風楓瘋豐封峰蜂鋒	馮逢縫	諷	鳳奉俸
ʋ	翁			
t	東凍冬		董懂	動棟洞
tʰ	聰匆蔥充重{輕～}衝	叢蟲從{～容}從{跟～}重{～復}	寵	
n		農膿濃		
l	壟	籠聾隆龍攏		□{寵}弄
ʦ	宗中{當～}忠中{射～}終眾蹤縱{～橫}縱{放～}鐘盅種舂{～米}		總腫	仲誦颂訟
s	送鬆宋嵩松	崇	慫{～恿}	
j	雍	融容蓉{芙～}庸勇湧	擁	用
k	公蚣{蜈～}工功攻{～撃}貢汞弓躬宫恭供{～給，～不起}供{～養,上～}		拱{～手}鞏{～固}	共
kʰ		窮		
ŋ	□{鉆}	戎絨茸{參～}		
h	通痛空{～虚}控空{～缺}烘{～乾}哄胸凶{吉～}兇{～惡}	虹同銅桐筒童瞳紅洪鴻虹熊雄	桶捅{～破了}孔統恐	
ʔ			□{推}	
iaŋ				
p	□{藏起来}			
t	□{扔}			
tʰ	槍昌暢唱倡{提～}	牆詳祥長{～短}腸場	搶	
n		娘		
l		良涼量糧梁粱	兩{～個}兩{幾～幾錢}	亮諒輛量{數～}
ʦ	將{～來}張漲章樟醬將{大～}帳賬脹障{保～}瘴{～氣}	漿	蔣奬槳長{生～}掌	象像橡{～樹}丈仗杖匠
s	相{互～}箱廂湘襄鑲商傷相{～貌}	常嘗裳{衣～}償	想賞	上{～山}尚上{～面}
j	央秧殃養癢	羊洋楊陽揚瘍{潰～}		樣
k	疆僵薑礓韁鏡			
kʰ		強		
ŋ		壤{土～}瓤{瓜～}仰		釀讓
h	香鄉向		享響餉	
ap				
t	搭		答	踏
tʰ	插			
n	□{跨}			納
l				臘蠟
ʦ				雜閘襲鍘{～刀}
s				□{煮}
j				□{揮}
k		鴿	甲胛{肩～}	夾
h	塔榻塌溻{汗～濕了}		恰洽	狹峽
ʔ	鴨			
ɔp				
tʰ			辑{編～}	
n	□{凹}			
l			笠粒	立
ʦ			執汁蟄{驚～}	集習
s			濕	十
j			泣	入
kʰ			級給{～你，供～}吸	及
h				合盒{煙～}
at				
p	八			拔
m	抹{～布，～桌子}			襪
f	發		法{方～}髪	乏伐筏罰
ʋ	挖			滑猾{狡～}
t	□{摔}			達
tʰ	擦刷	獭{水～}	察	
n	□{燙}	捺{撇～}		
l				辣瘌
ʦ	扎紮	扎紮		
s	撒{～手，～種}薩殺			
k	刮			
kʰ	□{刮}			
ŋ				□{嚼}
h			乞	轄管{～核，審～}
ʔ	押		壓	
it				
p			必	别{區～}彆別{離～}
m				滅
t	跌			秩
tʰ	切{～開}		徹撤轍	
n			□{～多，一點點}	
l				列烈裂
ʦ		截	哲折{～断}浙節	
s	薛泄{～漏}舌		設屑{不～}屑{木～}説{～話}	
j			乙	穴越粤閱悦
k		訣	結潔	傑□{粘稠}
kʰ			決	
ŋ				熱月
h	鐵血歇蠍		揭	
ɔt				
t				突
tʰ			七漆出	
l				栗律率{速～}
ʦ			質卒{兵～}猝{倉～}	疾侄
s			膝瑟虱失室戌恤率{～领}蟀	實术{白～,蒼～}術述
j			一	逸
k			吉	
ŋ				日
h			訖	
ut				
p		鉢	鲅	撥孛勃餑{麺～}
pʰ	潑			
m	抹			末沫没{沉～,～有}
f	闊		豁{～然}	
ʋ				活
t				奪
tʰ			□{擦掉}	
l	捋{～袖}		劣	
ʦ				絕拙
s			雪	
k	割	葛		
kʰ			括{包～}聒	
h	渴喝{～彩}脫			
iɛt				
p				□{擠}
l				□{用刀割開}
k				□{抬}
ət				
p			筆畢不	
pʰ			匹{一～布，一～馬}	
m				密蜜物勿
f			窟{～窿}忽彿{彷～}□{掃}	佛
ʋ			屈鬱	核
k			骨{筋～,～頭}	掘倔{～強}
ak				
p	百	伯	北柏	白帛
pʰ	拍魄泊			
m			□{圆柱形飯盒}	墨默麥脈陌{～生}
ʋ				劃
t			得德	特
tʰ	拆		策冊測	賊
l				肋勒□{抱}
ʦ	窄		則責側	摘澤擇{～菜，選～}宅
s			塞	
k	隔	格	革	
ŋ				逆{順～,～風}額
h	嚇{～一跳}客嚇{恐～}		刻{時～}刻{用刀～}克黑赫	
ʔ			扼握	
ɪk				
p			碧璧壁	
pʰ			僻辟劈	
m				覓
ʋ				域疫
t	滴		的{目～}嫡	敵狄
tʰ			戚	
n			匿溺{～死}	
l				力歷曆
ʦ			即鯽織職積跡績	直值殖植籍藉{狼～}席夕寂
s			息熄媳色嗇{吝～}識式飾悉惜昔適釋錫析	食触
j			憶億抑益	翼亦譯易{交～}液腋役
k			撃激	極
h			剔	
ɔk				
p	縛博駁			薄
pʰ			樸朴	
m	剝	膜幕寞		莫
f	霍藿{～香}劐{用刀～開}			
ʋ				獲鑊{鍋}钁{～頭,大鋤}
n				諾
l				落烙駱酪洛絡樂
ʦ	捉		作{～坊，工～}	鑿昨琢啄
s	索{繩～}朔			
k	閣擱郭	角	國各覺{知～}	
kʰ	廓擴{～充}		確榷撃	
h		殻		鶴學
ʔ			鄂惡{善～}	
ək				
p				□{腫塊}
m				目穆牧
f			福幅蝠{蝙～}複腹覆{反～}	服伏袱復{～原}
tʰ			畜{～生}畜{～牧}蓄{儲～}促觸束	
n			□{按}	
l				六陸綠錄
ʦ			竹築祝粥足燭囑	逐軸俗續
s			肅宿縮叔粟	熟{煮～,～悉}淑贖蜀屬
j				欲慾浴
k			菊	局
kʰ			曲{～折，歌～}	
ŋ			□{動}	肉辱褥玉獄
iak				
pʰ	踢劈{～開}			
t	滴{一～}	笛		
tʰ		尺	卓桌	
n			□{别人}	
ʦ	著{～衣}隻		爵雀{麻～}鵲{喜～}嚼酌	著{睡～,附～}
s	削			石
j	約			藥躍
k	腳□{一種霉味}			
kʰ			卻劇{～烈}	屐{木～}
ŋ				若弱虐瘧{～疾}
h	吃			
