字	片	区	小片	方言点	声母	韵母	调值	调类	备注
俭	闽方言岛			中山(隆都)(珠江三角洲)	k	im	31/33	阳去/阳平	文读，白读。
修	闽方言岛			中山(隆都)(珠江三角洲)	s	iu/ɐu	55	阴平	文读，白读。
俯	闽方言岛			中山(隆都)(珠江三角洲)	f	u	24	上声	
俱	闽方言岛			中山(隆都)(珠江三角洲)	kʰ	i	55	阴平	
俸	闽方言岛			中山(隆都)(珠江三角洲)	h	oŋ	24	上声	
俻	闽方言岛			中山(隆都)(珠江三角洲)	p	i	33	阳平	
俾	闽方言岛			中山(隆都)(珠江三角洲)	p	i	24	上声	
倉	闽方言岛			中山(隆都)(珠江三角洲)	tsʰ	ɔŋ	55	阴平	
個	闽方言岛			中山(隆都)(珠江三角洲)	k	ɛ/ɔ	31/33	阳去/阳平	个人。文读，白读。
倒	闽方言岛			中山(隆都)(珠江三角洲)	t	ɔ/ɐu	24	上声	打倒。文读，白读。
倔	闽方言岛			中山(隆都)(珠江三角洲)	kʰ	uɐt	33	下阴入	倔强。
候	閩方言島			中山(隆都)(珠江三角洲)	h	ɐu	333	陽平	
倚	闽方言岛			中山(隆都)(珠江三角洲)	0	i	24	上声	
借	闽方言岛			中山(隆都)(珠江三角洲)	ts	uɔʔ/iɛ	11/33	上阴入/阳平	文读，白读。
倣	闽方言岛			中山(隆都)(珠江三角洲)	f	ɔŋ	24	上声	倣效。
倦	闽方言岛			中山(隆都)(珠江三角洲)	k	in	33	阳平	
倪	闽方言岛			中山(隆都)(珠江三角洲)	ŋ	ɐi	33	阳平	
倫	闽方言岛			中山(隆都)(珠江三角洲)	l	ɐn	31	阳去	
债	闽方言岛			中山(隆都)(珠江三角洲)	ts	ai	31/33	阳去/阳平	文读，白读。
值	闽方言岛			中山(隆都)(珠江三角洲)	ts	ɐk	55/33	阳入/下阴入	文读，白读。
倾	闽方言岛			中山(隆都)(珠江三角洲)	kʰ	ɐŋ	55	阴平	
假	闽方言岛			中山(隆都)(珠江三角洲)	k	a	24	上声	真假。
偉	闽方言岛			中山(隆都)(珠江三角洲)	0	uɐi	24	上声	
偏	闽方言岛			中山(隆都)(珠江三角洲)	pʰ	iɛn/in	55	阴平	文读，白读。
停	闽方言岛			中山(隆都)(珠江三角洲)	tʰ	ɐŋ	31	阳去	
健	闽方言岛			中山(隆都)(珠江三角洲)	k	in	33	阳平	
偪	闽方言岛			中山(隆都)(珠江三角洲)	p	ɐk	11/55	上阴入/阳入	文读，白读。
側	闽方言岛			中山(隆都)(珠江三角洲)	ts	ɐk	55	阳入	
偵	闽方言岛			中山(隆都)(珠江三角洲)	t	ɐŋ	55	阴平	
偶	闽方言岛			中山(隆都)(珠江三角洲)	ŋ	ɐu	24	上声	配偶。
偷	闽方言岛			中山(隆都)(珠江三角洲)	tʰ	au/ɐu	55	阴平	文读，白读。
偿	闽方言岛			中山(隆都)(珠江三角洲)	s	iɔŋ	31	阳去	
傅	閩方言島			中山(隆都)(珠江三角洲)	f	u	31/33	陽去/陽平	文讀，白讀。
傍	闽方言岛			中山(隆都)(珠江三角洲)	p	ɔŋ	33	阳平	
傑	闽方言岛			中山(隆都)(珠江三角洲)	k	it	33	下阴入	
傘	闽方言岛			中山(隆都)(珠江三角洲)	s	an	11/33	阴去/阳平	文读，白读。
備	闽方言岛			中山(隆都)(珠江三角洲)	p	i	33	阳平	
储	闽方言岛			中山(隆都)(珠江三角洲)	tsʰ	i/u	24/31	上声/阳去	储蓄。文读，白读。
催	闽方言岛			中山(隆都)(珠江三角洲)	tsʰ	ui	55	阴平	
傲	闽方言岛			中山(隆都)(珠江三角洲)	ŋ	ɐu	33	阳平	
傳	闽方言岛			中山(隆都)(珠江三角洲)	ts	in	33	阳平	传记。
債	闽方言岛			中山(隆都)(珠江三角洲)	ts	ai	31/33	阳去/阳平	文读，白读。
傷	闽方言岛			中山(隆都)(珠江三角洲)	s	iɔŋ	55	阴平	
傻	閩方言島			中山(隆都)(珠江三角洲)	s	ɔ	31	陽去	
傾	闽方言岛			中山(隆都)(珠江三角洲)	kʰ	ɐŋ	55	阴平	
僅	闽方言岛			中山(隆都)(珠江三角洲)	k	in/ɐn	24	上声	文读，白读。
僊	闽方言岛			中山(隆都)(珠江三角洲)	s	iɛn/in	55	阴平	文读，白读。
像	閩方言島			中山(隆都)(珠江三角洲)	ts	iɔŋ	33	陽平	
僑	闽方言岛			中山(隆都)(珠江三角洲)	kʰ	iu	31	阳去	
僒	闽方言岛			中山(隆都)(珠江三角洲)	kʰ	uɐn	33	阳平	
僕	闽方言岛			中山(隆都)(珠江三角洲)	p	ok	33	下阴入	
僞	闽方言岛			中山(隆都)(珠江三角洲)	ŋ	ɐi	33	阳平	
僧	闽方言岛			中山(隆都)(珠江三角洲)	ts	ɐŋ	55	阴平	
僵	闽方言岛			中山(隆都)(珠江三角洲)	k	iɔŋ	55	阴平	
價	闽方言岛			中山(隆都)(珠江三角洲)	k	a	11/33	阴去/阳平	文读，白读。
僻	闽方言岛			中山(隆都)(珠江三角洲)	pʰ	ɐk	55	阳入	
儀	闽方言岛			中山(隆都)(珠江三角洲)	ŋ	i	31	阳去	
儁	闽方言岛			中山(隆都)(珠江三角洲)	ts	ɐn	33	阳平	
儂	闽方言岛			中山(隆都)(珠江三角洲)	n	oŋ	31	阳去	我、你。
億	闽方言岛			中山(隆都)(珠江三角洲)	0	ɐk	55	阳入	
儆	闽方言岛			中山(隆都)(珠江三角洲)	k	ɐŋ	24	上声	
儉	闽方言岛			中山(隆都)(珠江三角洲)	k	im	31/33	阳去/阳平	文读，白读。
儒	閩方言島			中山(隆都)(珠江三角洲)	0	i	31	陽去	
儛	闽方言岛			中山(隆都)(珠江三角洲)	m	u	24	上声	
償	闽方言岛			中山(隆都)(珠江三角洲)	s	iɔŋ	31	阳去	
儧	闽方言岛			中山(隆都)(珠江三角洲)	ts	an	33	阳平	积攒。
優	闽方言岛			中山(隆都)(珠江三角洲)	0	iɐu	55	阴平	
儲	闽方言岛			中山(隆都)(珠江三角洲)	tsʰ	i/u	24/31	上声/阳去	储蓄。文读，白读。
儹	闽方言岛			中山(隆都)(珠江三角洲)	ts	an	33	阳平	积攒。
儼	闽方言岛			中山(隆都)(珠江三角洲)	ŋ	im	24	上声	俨然。
允	闽方言岛			中山(隆都)(珠江三角洲)	0	uɐn	24	上声	
兂	闽方言岛			中山(隆都)(珠江三角洲)	ts	am	55	阴平	
元	闽方言岛			中山(隆都)(珠江三角洲)	ŋ	in	31	阳去	
兄	闽方言岛			中山(隆都)(珠江三角洲)	h	ɐŋ	55	阴平	
充	闽方言岛			中山(隆都)(珠江三角洲)	tsʰ	oŋ	55	阴平	
兆	閩方言島			中山(隆都)(珠江三角洲)	tsʰ	iu	33	陽平	
兇	闽方言岛			中山(隆都)(珠江三角洲)	h	oŋ	55	阴平	凶恶。
先	闽方言岛			中山(隆都)(珠江三角洲)	s	ɛn/in	55	阴平	文读，白读。
光	闽方言岛			中山(隆都)(珠江三角洲)	k	uɔŋ	55	阴平	
克	闽方言岛			中山(隆都)(珠江三角洲)	kʰ	ɐk	55	阳入	
兌	闽方言岛			中山(隆都)(珠江三角洲)	t	ui	33	阳平	
免	闽方言岛			中山(隆都)(珠江三角洲)	m	iɛn/in	24	上声	文读，白读。
兒	闽方言岛			中山(隆都)(珠江三角洲)	ŋ	i	31	阳去	
兔	闽方言岛			中山(隆都)(珠江三角洲)	tʰ	u	11/33	阴去/阳平	文读，白读。
兜	闽方言岛			中山(隆都)(珠江三角洲)	t	au/ɐu	33/55	阳平/阴平	文读，白读。
入	闽方言岛			中山(隆都)(珠江三角洲)	0/ŋ	iɐp/ip	33/55	下阴入/阳入	文读，白读。
內	闽方言岛			中山(隆都)(珠江三角洲)	n	ɔi	33	阳平	
全	闽方言岛			中山(隆都)(珠江三角洲)	tsʰ	iɛn/in	33/31	阳平/阳去	文读，白读。
兩	闽方言岛			中山(隆都)(珠江三角洲)	l	iɔŋ	24	上声	两个。
八	闽方言岛			中山(隆都)(珠江三角洲)	p	ɛt/at	11/33	上阴入/下阴入	文读，白读。
公	闽方言岛			中山(隆都)(珠江三角洲)	0/k	ɛŋ/oŋ	55	阴平	文读，白读。
六	闽方言岛			中山(隆都)(珠江三角洲)	l	ɛk/ok	55/33	阳入/下阴入	文读，白读。
兮	闽方言岛			中山(隆都)(珠江三角洲)	h	ɐi	31	阳去	
兰	闽方言岛			中山(隆都)(珠江三角洲)	l	an	33/31	阳平/阳去	文读，白读。
共	閩方言島			中山(隆都)(珠江三角洲)	k	oŋ	31/33	陽去/陽平	文讀，白讀。
关	闽方言岛			中山(隆都)(珠江三角洲)	k	uɵn/uan	55	阴平	文读，白读。
兴	闽方言岛			中山(隆都)(珠江三角洲)	h	ɐŋ	55	阴平	兴旺。
兵	闽方言岛			中山(隆都)(珠江三角洲)	p	ɐŋ	55	阴平	
具	闽方言岛			中山(隆都)(珠江三角洲)	k	i	33	阳平	
典	闽方言岛			中山(隆都)(珠江三角洲)	t	iɛn/in	24	上声	文读，白读。
兹	闽方言岛			中山(隆都)(珠江三角洲)	ts	i	55	阴平	
兼	闽方言岛			中山(隆都)(珠江三角洲)	k	iɛm/im	55	阴平	文读，白读。
兽	闽方言岛			中山(隆都)(珠江三角洲)	s	ɐu	33	阳平	
兾	闽方言岛			中山(隆都)(珠江三角洲)	kʰ	i	33	阳平	
冀	闽方言岛			中山(隆都)(珠江三角洲)	kʰ	i	33	阳平	
内	闽方言岛			中山(隆都)(珠江三角洲)	n	ɔi	33	阳平	
冈	闽方言岛			中山(隆都)(珠江三角洲)	k	ɔŋ	55	阴平	
冊	闽方言岛			中山(隆都)(珠江三角洲)	tsʰ	ak	11/33	上阴入/下阴入	文读，白读。
册	闽方言岛			中山(隆都)(珠江三角洲)	tsʰ	ak	11/33	上阴入/下阴入	文读，白读。
再	闽方言岛			中山(隆都)(珠江三角洲)	ts	ɔi	11/33	阴去/阳平	文读，白读。
冒	閩方言島			中山(隆都)(珠江三角洲)	m	ɐu	33	陽平	
冗	闽方言岛			中山(隆都)(珠江三角洲)	0	ioŋ	31	阳去	拨冗。
写	闽方言岛			中山(隆都)(珠江三角洲)	s	iɛ	24	上声	
军	闽方言岛			中山(隆都)(珠江三角洲)	k	uɐn	55	阴平	
农	闽方言岛			中山(隆都)(珠江三角洲)	n	oŋ	31	阳去	
冠	闽方言岛			中山(隆都)(珠江三角洲)	k	un	55	阴平	衣冠。
冢	闽方言岛			中山(隆都)(珠江三角洲)	tsʰ	oŋ	24	上声	
冤	闽方言岛			中山(隆都)(珠江三角洲)	0	in	55	阴平	
冫	閩方言島			中山(隆都)(珠江三角洲)	p	ɐŋ	11/55	陰平	
冬	閩方言島			中山(隆都)(珠江三角洲)	t	oŋ/ɛŋ	55	陰平	文讀，白讀。
冰	闽方言岛			中山(隆都)(珠江三角洲)	p	ɐŋ	55	阴平	
冲	闽方言岛			中山(隆都)(珠江三角洲)	tsʰ	oŋ	55	阴平	
况	闽方言岛			中山(隆都)(珠江三角洲)	f	ɔŋ	33	阳平	
冷	闽方言岛			中山(隆都)(珠江三角洲)	l/t	aŋ/iɛn	24/31	上声/阳去	文读，白读。
准	闽方言岛			中山(隆都)(珠江三角洲)	ts	un/ɐn	24	上声	文读，白读。
凉	闽方言岛			中山(隆都)(珠江三角洲)	l	iɔŋ	31	阳去	
凌	闽方言岛			中山(隆都)(珠江三角洲)	l	ɐŋ	31	阳去	
凝	闽方言岛			中山(隆都)(珠江三角洲)	ŋ	ɐŋ	31	阳去	
几	闽方言岛			中山(隆都)(珠江三角洲)	k	i	55	阴平	茶几。
