繁體	简体	吳拼	備注
匣	匣	ɦaʔ²³	
轄	辖	ɦaʔ²³	
核	核	ɦaʔ²³	覈對，審覈
阿	阿	aʔ⁵	阿哥，又音
鴨	鸭	aʔ⁵	
押	押	aʔ⁵	
壓	压	aʔ⁵	
扼	扼	aʔ⁵	
軛	轭	aʔ⁵	
括	括	kuaʔ⁵	包括
刮	刮	kuaʔ⁵	
骨	骨	kuaʔ⁵	
闊	阔	kʰuaʔ⁵	
☐	☐	ɡuaʔ²³	（鳥類）揮動（翅膀）
豁	豁	huaʔ⁵	
忽	忽	huaʔ⁵	
活	活	ɦuaʔ²³	
滑	滑	ɦuaʔ²³	
猾	猾	ɦuaʔ²³	
𣝗	𣝗	ɦuaʔ²³	果核
劃	划	ɦuaʔ²³	
挖	挖	uaʔ⁵	
鱉	鳖	pieʔ⁵	
憋	憋	pieʔ⁵	
筆	笔	pieʔ⁵	
畢	毕	pieʔ⁵	
必	必	pieʔ⁵	
逼	逼	pieʔ⁵	
碧	碧	pieʔ⁵	
璧	璧	pieʔ⁵	
壁	壁	pieʔ⁵	
撇	撇	pʰieʔ⁵	
匹	匹	pʰieʔ⁵	
僻	僻	pʰieʔ⁵	
闢	辟	pʰieʔ⁵	
劈	劈	pʰieʔ⁵	
鼻	鼻	bieʔ²³	
別	别	bieʔ²³	
弼	弼	bieʔ²³	
滅	灭	mieʔ²³	
篾	篾	mieʔ²³	
密	密	mieʔ²³	
蜜	蜜	mieʔ²³	
覓	觅	mieʔ²³	
跌	跌	tieʔ⁵	
的	的	tieʔ⁵	目的
滴	滴	tieʔ⁵	
嫡	嫡	tieʔ⁵	
帖	帖	tʰieʔ⁵	
貼	贴	tʰieʔ⁵	
鐵	铁	tʰieʔ⁵	
踢	踢	tʰieʔ⁵	
剔	剔	tʰieʔ⁵	
疊	叠	dieʔ²³	
碟	碟	dieʔ²³	
牒	牒	dieʔ²³	
蝶	蝶	dieʔ²³	
諜	谍	dieʔ²³	
秩	秩	dieʔ²³	
笛	笛	dieʔ²³	
敵	敌	dieʔ²³	
狄	狄	dieʔ²³	
糴	籴	dieʔ²³	
獵	猎	lieʔ²³	
立	立	lieʔ²³	
笠	笠	lieʔ²³	
粒	粒	lieʔ²³	
列	列	lieʔ²³	
烈	烈	lieʔ²³	
裂	裂	lieʔ²³	
劣	劣	lieʔ²³	
栗	栗	lieʔ²³	
慄	栗	lieʔ²³	
律	律	lieʔ²³	
率	率	lieʔ²³	速率
略	略	lieʔ²³	
掠	掠	lieʔ²³	
力	力	lieʔ²³	
歷	历	lieʔ²³	
髻	髻	tɕieʔ⁵	又音
甲	甲	tɕieʔ⁵	甲乙丙丁
接	接	tɕieʔ⁵	
褶	褶	tɕieʔ⁵	褶子，皺紋
劫	劫	tɕieʔ⁵	
執	执	tɕieʔ⁵	
汁	汁	tɕieʔ⁵	
急	急	tɕieʔ⁵	
級	级	tɕieʔ⁵	
給	给	tɕieʔ⁵	供給
揭	揭	tɕieʔ⁵	
節	节	tɕieʔ⁵	
結	结	tɕieʔ⁵	
潔	洁	tɕieʔ⁵	
吉	吉	tɕieʔ⁵	
訖	讫	tɕieʔ⁵	
爵	爵	tɕieʔ⁵	
腳	脚	tɕieʔ⁵	
即	即	tɕieʔ⁵	
鯽	鲫	tɕieʔ⁵	
織	织	tɕieʔ⁵	
職	职	tɕieʔ⁵	
戟	戟	tɕieʔ⁵	
積	积	tɕieʔ⁵	
跡	迹	tɕieʔ⁵	
脊	脊	tɕieʔ⁵	
只	只	tɕieʔ⁵	只有
績	绩	tɕieʔ⁵	
擊	击	tɕieʔ⁵	
激	激	tɕieʔ⁵	
恰	恰	tɕʰieʔ⁵	
妾	妾	tɕʰieʔ⁵	
怯	怯	tɕʰieʔ⁵	
泣	泣	tɕʰieʔ⁵	
徹	彻	tɕʰieʔ⁵	
切	切	tɕʰieʔ⁵	
七	七	tɕʰieʔ⁵	
漆	漆	tɕʰieʔ⁵	
乞	乞	tɕʰieʔ⁵	
雀	雀	tɕʰieʔ⁵	雀鳥
鵲	鹊	tɕʰieʔ⁵	喜鵲
卻	却	tɕʰieʔ⁵	
飭	饬	tɕʰieʔ⁵	
赤	赤	tɕʰieʔ⁵	又音
戚	戚	tɕʰieʔ⁵	
藉	藉	dʑieʔ²³	藉故
捷	捷	dʑieʔ²³	
涉	涉	dʑieʔ²³	
集	集	dʑieʔ²³	
輯	辑	dʑieʔ²³	
蟄	蛰	dʑieʔ²³	驚蟄
及	及	dʑieʔ²³	
傑	杰	dʑieʔ²³	
截	截	dʑieʔ²³	
疾	疾	dʑieʔ²³	
侄	侄	dʑieʔ²³	
姪	侄	dʑieʔ²³	
直	直	dʑieʔ²³	
值	值	dʑieʔ²³	
殖	殖	dʑieʔ²³	
植	植	dʑieʔ²³	
極	极	dʑieʔ²³	
劇	剧	dʑieʔ²³	
屐	屐	dʑieʔ²³	木屐
籍	籍	dʑieʔ²³	
藉	藉	dʑieʔ²³	
擲	掷	dʑieʔ²³	
寂	寂	dʑieʔ²³	
聶	聂	ȵieʔ²³	
鑷	镊	ȵieʔ²³	
躡	蹑	ȵieʔ²³	
業	业	ȵieʔ²³	
苶	苶	ȵieʔ²³	發苶
熱	热	ȵieʔ²³	
孽	孽	ȵieʔ²³	
捏	捏	ȵieʔ²³	
日	日	ȵieʔ²³	白讀
虐	虐	ȵieʔ²³	
瘧	疟	ȵieʔ²³	瘧疾，發瘧子
匿	匿	ȵieʔ²³	
逆	逆	ȵieʔ²³	
溺	溺	ȵieʔ²³	
些	些	ɕieʔ⁵	
攝	摄	ɕieʔ⁵	
脅	胁	ɕieʔ⁵	
溼	湿	ɕieʔ⁵	
吸	吸	ɕieʔ⁵	
薛	薛	ɕieʔ⁵	
泄	泄	ɕieʔ⁵	
歇	歇	ɕieʔ⁵	
蠍	蝎	ɕieʔ⁵	
屑	屑	ɕieʔ⁵	
楔	楔	ɕieʔ⁵	
悉	悉	ɕieʔ⁵	
膝	膝	ɕieʔ⁵	
削	削	ɕieʔ⁵	
識	识	ɕieʔ⁵	
式	式	ɕieʔ⁵	
飾	饰	ɕieʔ⁵	
惜	惜	ɕieʔ⁵	
昔	昔	ɕieʔ⁵	
適	适	ɕieʔ⁵	
釋	释	ɕieʔ⁵	
錫	锡	ɕieʔ⁵	
析	析	ɕieʔ⁵	
席	席	ʑieʔ²³	席子
攜	携	ʑieʔ²³	
協	协	ʑieʔ²³	
習	习	ʑieʔ²³	
襲	袭	ʑieʔ²³	
拾	拾	ʑieʔ²³	拾起來
舌	舌	ʑieʔ²³	
嚼	嚼	ʑieʔ²³	
芍	芍	ʑieʔ²³	芍藥花
弱	弱	ʑieʔ²³	
食	食	ʑieʔ²³	
蝕	蚀	ʑieʔ²³	
席	席	ʑieʔ²³	
夕	夕	ʑieʔ²³	
射	射	ʑieʔ²³	
該	该	kieʔ⁵	定指：這，那
該	该	kʰieʔ⁵	定指：這，那；又音
諧	谐	ɦieʔ²³	又音
械	械	ɦieʔ²³	又音
峽	峡	ɦieʔ²³	又音
葉	叶	ɦieʔ²³	
頁	页	ɦieʔ²³	
逸	逸	ɦieʔ²³	
藥	药	ɦieʔ²³	
鑰	钥	ɦieʔ²³	鑰匙
躍	跃	ɦieʔ²³	
翼	翼	ɦieʔ²³	
亦	亦	ɦieʔ²³	
譯	译	ɦieʔ²³	
易	易	ɦieʔ²³	交易
液	液	ɦieʔ²³	
腋	腋	ɦieʔ²³	
揖	揖	ieʔ⁵	作揖
噎	噎	ieʔ⁵	
乙	乙	ieʔ⁵	
一	一	ieʔ⁵	
約	约	ieʔ⁵	
抑	抑	ieʔ⁵	
益	益	ieʔ⁵	
博	博	poʔ⁵	
剝	剥	poʔ⁵	
駁	驳	poʔ⁵	
北	北	poʔ⁵	
卜	卜	poʔ⁵	
樸	朴	pʰoʔ⁵	
撲	扑	pʰoʔ⁵	
醭	醭	pʰoʔ⁵	白醭
博	博	boʔ²³	
泊	泊	boʔ²³	
縛	缚	boʔ²³	白讀
雹	雹	boʔ²³	
僕	仆	boʔ²³	
曝	曝	boʔ²³	
瀑	瀑	boʔ²³	
莫	莫	moʔ²³	
膜	膜	moʔ²³	
幕	幕	moʔ²³	
寞	寞	moʔ²³	
摸	摸	moʔ²³	
墨	墨	moʔ²³	
陌	陌	moʔ²³	又音
木	木	moʔ²³	
目	目	moʔ²³	
穆	穆	moʔ²³	
牧	牧	moʔ²³	
復	复	foʔ⁵	復興
福	福	foʔ⁵	
幅	幅	foʔ⁵	
蝠	蝠	foʔ⁵	蝙蝠
複	复	foʔ⁵	重複
腹	腹	foʔ⁵	
覆	覆	foʔ⁵	
復	复	foʔ⁵	復原；又音
縛	缚	voʔ²³	文讀
服	服	voʔ²³	
伏	伏	voʔ²³	
復	复	voʔ²³	復原
篤	笃	toʔ⁵	
督	督	toʔ⁵	
託	托	tʰoʔ⁵	
禿	秃	tʰoʔ⁵	
鐸	铎	doʔ²³	
踱	踱	doʔ²³	
獨	独	doʔ²³	
讀	读	doʔ²³	
牘	牍	doʔ²³	
犢	犊	doʔ²³	
毒	毒	doʔ²³	
摝	摝	ʔloʔ⁵	振動，搖動
睩	睩	ʔloʔ⁵	眼珠轉動
落	落	loʔ²³	
烙	烙	loʔ²³	
駱	骆	loʔ²³	
酪	酪	loʔ²³	
洛	洛	loʔ²³	
絡	络	loʔ²³	
樂	乐	loʔ²³	快樂
鹿	鹿	loʔ²³	
祿	禄	loʔ²³	
六	六	loʔ²³	
陸	陆	loʔ²³	
綠	绿	loʔ²³	
錄	录	loʔ²³	
蜘	蜘	tsoʔ⁵	蜘蛛，又音
折	折	tsoʔ⁵	
哲	哲	tsoʔ⁵	
浙	浙	tsoʔ⁵	
拙	拙	tsoʔ⁵	
質	质	tsoʔ⁵	
作	作	tsoʔ⁵	
酌	酌	tsoʔ⁵	
桌	桌	tsoʔ⁵	
卓	卓	tsoʔ⁵	
琢	琢	tsoʔ⁵	
啄	啄	tsoʔ⁵	
涿	涿	tsoʔ⁵	
捉	捉	tsoʔ⁵	
竹	竹	tsoʔ⁵	
築	筑	tsoʔ⁵	
筑	筑	tsoʔ⁵	
祝	祝	tsoʔ⁵	
粥	粥	tsoʔ⁵	
足	足	tsoʔ⁵	
燭	烛	tsoʔ⁵	
囑	嘱	tsoʔ⁵	
猝	猝	tsʰoʔ⁵	
黢	黢	tsʰoʔ⁵	黑黢黢
出	出	tsʰoʔ⁵	
綽	绰	tsʰoʔ⁵	
戳	戳	tsʰoʔ⁵	
畜	畜	tsʰoʔ⁵	畜牲
促	促	tsʰoʔ⁵	
觸	触	tsʰoʔ⁵	
絕	绝	dzoʔ²³	
朮	朮	dzoʔ²³	藥名：白朮，蒼朮
鑿	凿	dzoʔ²³	
着	着	dzoʔ²³	附着
濁	浊	dzoʔ²³	
鐲	镯	dzoʔ²³	
族	族	dzoʔ²³	
逐	逐	dzoʔ²³	
蜀	蜀	dzoʔ²³	
屬	属	dzoʔ²³	
諾	诺	noʔ²³	
設	设	soʔ⁵	
刷	刷	soʔ⁵	
雪	雪	soʔ⁵	
說	说	soʔ⁵	
失	失	soʔ⁵	
室	室	soʔ⁵	
戌	戌	soʔ⁵	
秫	秫	soʔ⁵	高粱
索	索	soʔ⁵	
朔	朔	soʔ⁵	
式	式	soʔ⁵	又音
速	速	soʔ⁵	
肅	肃	soʔ⁵	
宿	宿	soʔ⁵	
縮	缩	soʔ⁵	
叔	叔	soʔ⁵	
粟	粟	soʔ⁵	
束	束	soʔ⁵	
續	续	zoʔ²³	
十	十	zoʔ²³	
什	什	zoʔ²³	什物
入	入	zoʔ²³	
實	实	zoʔ²³	
日	日	zoʔ²³	文讀
術	术	zoʔ²³	
述	述	zoʔ²³	
昨	昨	zoʔ²³	
勺	勺	zoʔ²³	
若	若	zoʔ²³	
熟	熟	zoʔ²³	
淑	淑	zoʔ²³	
俗	俗	zoʔ²³	
續	续	zoʔ²³	
贖	赎	zoʔ²³	
辱	辱	zoʔ²³	
褥	褥	zoʔ²³	
各	各	koʔ⁵	
閣	阁	koʔ⁵	
擱	搁	koʔ⁵	
郭	郭	koʔ⁵	
覺	觉	koʔ⁵	知覺；白讀
角	角	koʔ⁵	
國	国	koʔ⁵	
虢	虢	koʔ⁵	
谷	谷	koʔ⁵	
窟	窟	kʰoʔ⁵	
廓	廓	kʰoʔ⁵	
擴	扩	kʰoʔ⁵	
確	确	kʰoʔ⁵	白讀
殼	壳	kʰoʔ⁵	
哭	哭	kʰoʔ⁵	
酷	酷	kʰoʔ⁵	
擱	搁	ɡoʔ²³	
鄂	鄂	ŋoʔ²³	
鶴	鹤	ŋoʔ²³	
嶽	岳	ŋoʔ²³	
郝	郝	hoʔ⁵	姓
霍	霍	hoʔ⁵	
藿	藿	hoʔ⁵	
鑊	镬	ɦoʔ²³	鍋
學	学	ɦoʔ²³	
或	或	ɦoʔ²³	
惑	惑	ɦoʔ²³	
獲	获	ɦoʔ²³	
惡	恶	oʔ⁵	善惡
握	握	oʔ⁵	
屋	屋	oʔ⁵	
沃	沃	oʔ⁵	
厥	厥	tɕyoʔ⁵	
決	决	tɕyoʔ⁵	
訣	诀	tɕyoʔ⁵	
橘	橘	tɕyoʔ⁵	
覺	觉	tɕyoʔ⁵	知覺；文讀
菊	菊	tɕyoʔ⁵	
缺	缺	tɕʰyoʔ⁵	
屈	屈	tɕʰyoʔ⁵	
確	确	tɕʰyoʔ⁵	文讀
喫	吃	tɕʰyoʔ⁵	
曲	曲	tɕʰyoʔ⁵	
榷	榷	tɕʰyoʔ⁵	
掘	掘	dʑyoʔ²³	
倔	倔	dʑyoʔ²³	
軸	轴	dʑyoʔ²³	
局	局	dʑyoʔ²³	
肉	肉	ȵyoʔ²³	
玉	玉	ȵyoʔ²³	
血	血	ɕyoʔ⁵	
恤	恤	ɕyoʔ⁵	
畜	畜	ɕyoʔ⁵	畜牧
蓄	蓄	ɕyoʔ⁵	儲蓄
悅	悦	ɦyoʔ²³	
閱	阅	ɦyoʔ²³	
月	月	ɦyoʔ²³	
越	越	ɦyoʔ²³	
曰	曰	ɦyoʔ²³	
粵	粤	ɦyoʔ²³	
穴	穴	ɦyoʔ²³	
樂	乐	ɦyoʔ²³	音樂；又音，新
域	域	ɦyoʔ²³	
疫	疫	ɦyoʔ²³	
役	役	ɦyoʔ²³	
育	育	ɦyoʔ²³	
獄	狱	ɦyoʔ²³	
欲	欲	ɦyoʔ²³	
浴	浴	ɦyoʔ²³	
噦	哕	yoʔ⁵	嘔吐
鬱	郁	yoʔ⁵	
姆	姆	ʔm̩⁴⁴	姆媽
姆	姆	m̩²²	阿姆
畝	亩	m̩¹³	白讀
母	母	m̩¹³	白讀
嘸	呒	ʔn̩⁴⁴	嘸納：沒有
爾	尔	ŋ̍¹³	你，白讀
芋	芋	ŋ̍¹³	芋艿
吳	吴	ŋ̍²²	白讀
魚	鱼	ŋ̍²²	
兒	儿	ŋ̍²²	白讀
五	五	ŋ̍¹³	
伍	伍	ŋ̍¹³	白讀
耳	耳	ŋ̍¹³	白讀
戊	戊	ŋ̍¹³	
兒	儿	l̩²²	文讀
而	而	l̩²²	
爾	尔	l̩¹³	文讀
二	二	l̩¹³	文讀
貳	贰	l̩¹³	文讀
耳	耳	l̩¹³	文讀
餌	饵	l̩¹³	
