漢字	拼音	IPA	注釋	说明									
健	kiann6	kia ̃˩˩	白，輕~，肥壯大~										
健	kieng4	kieŋ˨˥											
腱	kieng4	kieŋ˨˥											
言	ngang2	ŋaŋ˥˥											
軒	hng1	hŋ˧˧											
掀	hng1	hŋ˧˧											
掀	hieng1	hieŋ˧˧	文										
憲	hieng5	hieŋ˨˩˧											
獻	hieng5	hieŋ˨˩˧											
蔫	ieng1	ieŋ˧˧											
堰	iam1	iɜm˧˧	又										
堰	ieng1	ieŋ˧˧	又										
堰	iam3	iɜm˥˨	又										
堰	ieng3	ieŋ˥˨											
邊	pinn1	pi ̃˧˧	白										
邊	pieng1	pieŋ˧˧											
蝙	phieng1	pʰieŋ˧˧											
蝙	pieng3	pieŋ˥˨	又										
扁	pinn3	pi ̃˥˨											
扁	pieng3	pieŋ˥˨	文										
扁	phieng1	pʰieŋ˧˧	又										
匾	pieng3	pieŋ˥˨											
遍	phieng5	pʰieŋ˨˩˧											
片	phinn5	pʰi ̃˨˩˧	白，一~門										
片	phieng5	pʰieŋ˨˩˧											
駢	peng4	pɛŋ˨˥											
辮	pinn1	pi ̃˧˧											
眠	ming2	miŋ˥˥											
面	ming6	miŋ˩˩											
顛	ting1	tiŋ˧˧	白，~倒										
顛	tieng1	tieŋ˧˧											
典	tieng3	tieŋ˥˨											
天	thinn1	tʰi ̃˧˧											
天	thieng1	tʰieŋ˧˧	文										
田	thieng2	tʰieŋ˥˥											
田	tshang2	tsʰaŋ˥˥	俗										
填	thieng2	tʰieŋ˥˥											
電	tieng4	tieŋ˨˥											
殿	toinn6	toi ̃˩˩											
殿	tieng4	tieŋ˨˥	文										
奠	tieng4	tieŋ˨˥											
佃	toinn4	toi ̃˨˥											
佃	thieng2	tʰieŋ˥˥	文										
年	ninn2	ni ̃˥˥											
攆	leng3	lɛŋ˥˨											
撚	lieng3	lieŋ˥˨											
撚	liam5	liɜm˨˩˧	又										
憐	lieng2	lieŋ˥˥											
蓮	noinn2	noi ̃˥˥											
蓮	lieng2	lieŋ˥˥	文										
練	lieng6	lieŋ˩˩											
煉	lieng6	lieŋ˩˩											
箋	tsieng1	tsieŋ˧˧											
薦	tsing5	tsiŋ˨˩˧											
千	tshoinn1	tsʰoi ̃˧˧											
前	tsoinn2	tsoi ̃˥˥											
先	soinn1	soi ̃˧˧											
先	sing1	siŋ˧˧	文，~生										
肩	koinn1	koi ̃˧˧											
堅	kieng1	kieŋ˧˧											
繭	koinn3	koi ̃˥˨											
見	kinn5	ki ̃˨˩˧	白										
見	kieng5	kieŋ˨˩˧											
牽	khang1	kʰaŋ˧˧											
研	ngoinn3	ŋoi ̃˥˨	白										
研	ngieng3	ŋieŋ˥˨											
硯	nginn6	ŋi ̃˩˩											
顯	hieng3	hieŋ˥˨											
賢	hieng2	hieŋ˥˥											
弦	hinn2	hi ̃˥˥											
現	hing6	hiŋ˩˩											
煙	ing1	iŋ˧˧											
燕	inn5	i ̃˨˩˧											
燕	ieng5	ieŋ˨˩˧	文，~窩										
咽	ing1	iŋ˧˧											
咽	ieng5	ieŋ˨˩˧	又										
咽	iek7	iek˨	又										
宴	ang5	aŋ˨˩˧											
獺	thuah7	tʰuaʔ˨											
達	tak7	tak˨											
捺	nap8	nap˥˦											
辣	luah8	luaʔ˥˦											
辣	luah7	luaʔ˨	又										
辣	lah8	laʔ˥˦	又										
癩	thai3	tʰai˥˨	俗										
癩	nai4	nai˨˥											
擦	tshak7	tsʰak˨											
撒	suah7	suaʔ˨											
撒	sak7	sak˨	文										
薩	sak7	sak˨											
割	kuah7	kuaʔ˨											
葛	kuah7	kuaʔ˨											
渴	kuah7	kuaʔ˨											
喝	huah7	huaʔ˨											
曷	hak7	hak˨											
八	poih7	poiʔ˨											
八	pah7	paʔ˨	文										
拔	poih8	poiʔ˥˦											
劄	tsak7	tsak˨											
紮	tsak7	tsak˨											
察	tshak7	tsʰak˨											
殺	suah7	suaʔ˨											
軋	khoih7	kʰoiʔ˨											
軋	iek7	iek˨	又										
軋	ak7	ak˨	又										
軋	tsap7	tsap˨	又										
軋	kak7	kak˨	又										
鍘	tsak7	tsak˨											
瞎	hak7	hak˨											
轄	khak7	kʰak˨											
別	pak8	pak˥˦	白，~儂										
別	piek8	piek˥˦											
憋	pih7	piʔ˨											
鱉	pih7	piʔ˨											
別	pak7	pak˨	又，認識										
滅	mik8	mik˥˦											
列	liek8	liek˥˦											
裂	lih8	liʔ˥˦											
烈	liek8	liek˥˦											
薛	sih7	siʔ˨											
褻													
泄	siap8	siɜp˥˦											
哲	tiek7	tiek˨											
徹	thiek7	tʰiek˨											
撤	thiek7	tʰiek˨											
轍	thiek7	tʰiek˨											
折	tsih7	tsiʔ˨											
浙	tsik7	tsik˨											
舌	tsih8	tsiʔ˥˦											
設	siek7	siek˨											
折	tsih8	tsiʔ˥˦	又										
熱	dzuah8	dzuaʔ˥˦											
熱	dziek8	dziek˥˦	文										
孑	khiek7	kʰiek˨											
傑	kiek8	kiek˥˦											
孽	ngiek8	ŋiek˥˦											
揭	kik7	kik˨	又，~陽										
揭	kiah7	kiaʔ˨											
竭	kiek8	kiek˥˦											
歇	hiah7	hiaʔ˨											
蠍	hiek7	hiek˨											
蠍	hak7	hak˨	又										
謁	hak7	hak˨											
撇	phuah7	pʰuaʔ˨											
篾	bih7	ᵐbiʔ˨											
鐵	thih7	tʰiʔ˨											
迭	tiek7	tiek˨											
跌	tiek8	tiek˥˦											
捏	niap8	niɜp˥˦											
捏	niap7	niɜp˨	又，~造										
節	tsoih7	tsoiʔ˨											
節	tsak7	tsak˨	文										
切	tshiek7	tsʰiek˨											
切	tshik7	tsʰik˨	又										
截	tsoih8	tsoiʔ˥˦											
屑	siah7	siaʔ˨											
結	kak7	kak˨											
結	kiek7	kiek˨	又										
潔	kiek7	kiek˨											
噎	ik7	ik˨											
噎	i5	i˨˩˧	又										
搬	puann1	pua ̃˧˧											
般	puann1	pua ̃˧˧											
半	puann5	pua ̃˨˩˧											
絆	phueng5	pʰuɛŋ˨˩˧											
潘	phuann1	pʰua ̃˧˧											
拚	piann5	pia ̃˨˩˧											
判	phueng5	pʰuɛŋ˨˩˧											
盤	puann2	pua ̃˥˥											
盤	phueng2	pʰuɛŋ˥˥											
伴	phuann4	pʰua ̃˨˥											
叛	pueng4	puɛŋ˨˥											
瞞	muann2	mua ̃˥˥											
饅	mang4	maŋ˨˥											
滿	muann3	mua ̃˥˨											
漫	bueng4	ᵐbuɛŋ˨˥											
漫	mang4	maŋ˨˥	又										
幔	bueng4	ᵐbuɛŋ˨˥											
端	tueng1	tuɛŋ˧˧											
短	to3	to˥˨											
斷	tng4	təŋ˨˥											
斷	tueng4	tuɛŋ˨˥											
斷	tueng5	tuɛŋ˨˩˧	又										
鍛	tueng5	tuɛŋ˨˩˧											
團	thueng2	tʰuɛŋ˥˥											
段	tng6	təŋ˩˩											
段	tueng4	tuɛŋ˨˥	文，姓氏										
緞	tng6	təŋ˩˩											
暖	lueng3	luɛŋ˥˨											
暖	nueng3	nuɛŋ˥˨											
鸞	lueng2	luɛŋ˥˥											
卵	nng4	nəŋ˨˥											
卵	lang4	laŋ˨˥	又，男陰										
卵	lueng3	luɛŋ˥˨	文										
亂	lueng4	luɛŋ˨˥											
鑽	tsng5	tsəŋ˨˩˧											
鑽	nng5	nəŋ˨˩˧	又										
鑽	tsang5	tsaŋ˨˩˧	又										
纂	tshueng5	tsʰuɛŋ˨˩˧											
竄	tshueng5	tsʰuɛŋ˨˩˧											
酸	sng1	səŋ˧˧											
算	sng5	səŋ˨˩˧											
算	sueng5	suɛŋ˨˩˧	文										
蒜	sng5	səŋ˨˩˧											
官	kuann1	kua ̃˧˧											
觀	kueng1	kuɛŋ˧˧											
冠	kueng1	kuɛŋ˧˧											
管	kurng3	kəŋ˥˨	白，氣~										
管	kueng3	kuɛŋ˥˨	文										
館	kueng3	kuɛŋ˥˨											
冠	kueng5	kuɛŋ˨˩˧	又										
觀	kueng5	kuɛŋ˨˩˧											
灌	kueng5	kuɛŋ˨˩˧											
罐	kueng5	kuɛŋ˨˩˧											
貫	kueng5	kuɛŋ˨˩˧											
寬	khuann1	kʰua ̃˧˧	白，~~行										
寬	khueng1	kʰuɛŋ˧˧	文										
款	khueng3	kʰuɛŋ˥˨											
玩	ngueng3	ŋuɛŋ˥˨											
歡	huann1	hua ̃˧˧											
歡	hueng1	huɛŋ˧˧	文										
喚	hueng5	huɛŋ˨˩˧											
煥	hueng5	huɛŋ˨˩˧											
桓	hueng2	huɛŋ˥˥											
完	ueng1	uɛŋ˧˧											
丸	inn2	i ̃˥˥	訓“圓”										
丸	ueng2	uɛŋ˥˥											
紈	ueng2	uɛŋ˥˥											
緩	hueng3	huɛŋ˥˨											
皖	ueng3	uɛŋ˥˨											
換	uann6	ua ̃˩˩											
換	hueng5	huɛŋ˨˩˧											
豌	ueng1	uɛŋ˧˧											
碗	uann3	ua ̃˥˨											
腕	ueng3	uɛŋ˥˨											
鰥	kueng1	kuɛŋ˧˧											
幻	hueng5	huɛŋ˨˩˧											
篡	tshueng5	tsʰuɛŋ˨˩˧											
撰	tsueng4	tsuɛŋ˨˥											
閂	tshuann5	tsʰua ̃˨˩˧											
拴	tshueng2	tsʰuɛŋ˥˥											
涮	sueh7	suɛʔ˨	俗										
涮	sueng5	suɛŋ˨˩˧											
關	kuenn1	kuɛ ̃˧˧	白										
關	kueng1	kuɛŋ˧˧											
慣	kueng5	kuɛŋ˨˩˧											
頑	ngueng3	ŋuɛŋ˥˨											
還	huann1	hua ̃˧˧											
還	hainn2	hai ̃˥˥	又										
還	hoinn2	hoi ̃˥˥	又										
還	hueng2	huɛŋ˥˥	文										
環	hueng2	huɛŋ˥˥											
患	huam4	huam˨˥											
宦	hueng4	huɛŋ˨˥											
彎	ueng1	uɛŋ˧˧											
灣	ueng1	uɛŋ˧˧											
戀	lueng5	luɛŋ˨˩˧											
痊	tshueng2	tsʰuɛŋ˥˥											
全	tsng2	tsəŋ˥˥	白										
全	tshueng2	tsʰuɛŋ˥˥											
泉	tsuann2	tsua ̃˥˥											
宣	suang1	suaŋ˧˧											
選	sueng3	suɛŋ˥˨											
旋	sueng2	suɛŋ˥˥											
旋	tsng6	tsəŋ˩˩	白										
旋	sueng6	suɛŋ˩˩											
鏇	sueng6	suɛŋ˩˩											
轉	tng3	təŋ˥˨	白										
轉	tsueng3	tsuɛŋ˥˨	又										
轉	dzueng3	dzuɛŋ˥˨	又										
傳	thueng2	tʰuɛŋ˥˥											
椽	ueng2	uɛŋ˥˥											
篆	tueng4	tuɛŋ˨˥											
傳	tng6	təŋ˩˩											
專	tsueng1	tsuɛŋ˧˧											
磚	tsng1	tsəŋ˧˧											
川	tshueng1	tsʰuɛŋ˧˧											
穿	tshng1	tsʰəŋ˧˧											
穿	tsheng6	tsʰɛŋ˩˩	訓										
穿	tshueng1	tsʰuɛŋ˧˧	文										
喘	tshueng3	tsʰuɛŋ˥˨											
舛	tshueng3	tsʰuɛŋ˥˨											
串	tshueng5	tsʰuɛŋ˨˩˧											
船	tsung2	tsuŋ˥˥											
軟	nng3	nəŋ˥˨											
卷	kurng3	kəŋ˥˨											
卷	kueng3	kuɛŋ˥˨	文										
卷	kueng4	kuɛŋ˨˥	又										
眷	kueng5	kuɛŋ˨˩˧											
絹	kieng1	kieŋ˧˧											
絹	kieng5	kieŋ˨˩˧	又										
圈	khueng1	kʰuɛŋ˧˧											
圈	khou1	kʰou˧˧	俗										
權	khueng2	kʰuɛŋ˥˥											
拳	khung2	kʰuŋ˥˥											
鬈	khueng2	kʰuɛŋ˥˥											
倦	kueng4	kuɛŋ˨˥											
員	ueng2	uɛŋ˥˥											
員	ung2	uŋ˥˥	又										
員	ung4	uŋ˨˥	又，姓氏										
圓	inn2	i ̃˥˥											
院	inn6	i ̃˩˩											
緣	ueng2	uɛŋ˥˥											
沿	ing2	iŋ˥˥											
鉛	ing2	iŋ˥˥											
捐	kieng1	kieŋ˧˧											
兗	ieng4	ieŋ˨˥											
兗	ieng3	ieŋ˥˨											
藩	phueng1	pʰuɛŋ˧˧											
反	poinn3	poi ̃˥˨	白										
反	hueng3	huɛŋ˥˨											
翻	hueng1	huɛŋ˧˧											
番	hueng1	huɛŋ˧˧											
販	hueng5	huɛŋ˨˩˧											
煩	hueng2	huɛŋ˥˥											
礬	hueng2	huɛŋ˥˥											
繁	hueng2	huɛŋ˥˥											
繁	pho2	pʰo˥˥	又，姓氏										
飯	pung6	puŋ˩˩											
晚	mung3	muŋ˥˨											
挽	mang3	maŋ˥˨											
萬	bueng6	ᵐbuɛŋ˩˩	文										
勸	khng5	kʰŋ˨˩˧											
券	kueng5	kuɛŋ˨˩˧											
元	ngurng2	ŋəŋ˥˥	訓“銀”										
元	ngueng2	ŋuɛŋ˥˥	文										
元	ngang2	ŋaŋ˥˥	又，开~寺										
原	ngueng2	ŋuɛŋ˥˥											
源	ngueng2	ŋuɛŋ˥˥											
阮	ung3	uŋ˥˨	俗										
阮	ng3	ŋ˥˨	又俗										
阮	ngueng3	ŋuɛŋ˥˨											
願	ngueng4	ŋuɛŋ˨˥											
喧	sueng1	suɛŋ˧˧											
楦	sueng1	suɛŋ˧˧											
冤	ueng1	uɛŋ˧˧											
宛	ueng3	uɛŋ˥˨											
婉	ueng3	uɛŋ˥˨											
怨	ueng3	uɛŋ˥˨											
袁	ueng2	uɛŋ˥˥											
園	hng2	hŋ˥˥											
援	ieng4	ieŋ˨˥											
垣	hueng2	huɛŋ˥˥											
遠	hng4	hŋ˨˥	白										
遠	ieng3	ieŋ˥˨											
涓	kieng1	kieŋ˧˧											
犬	khieng3	kʰieŋ˥˨											
懸	kuinn2	kui ̃˥˥	白，~大										
懸	hieng2	hieŋ˥˥											
玄	hieng2	hieŋ˥˥											
縣	kuinn6	kui ̃˩˩											
眩	hing2	hiŋ˥˥											
眩	hieng2	hieŋ˥˥	文										
淵	ieng1	ieŋ˧˧											
淵	ueng1	uɛŋ˧˧	又										
缽	puah7	puaʔ˨											
撥	puah7	puaʔ˨											
潑	phuah7	pʰuaʔ˨											
潑	phuek7	pʰuɛk˨	俗										
鈸	buah8	ᵐbuaʔ˥˦											
鈸	puek8	puɛk˥˦	文										
跋	puah8	puaʔ˥˦											
跋	puek8	puɛk˥˦	文										
末	buah8	ᵐbuaʔ˥˦											
末	muek8	muɛk˥˦	文										
抹	buah7	ᵐbuaʔ˨											
沫	buah8	ᵐbuaʔ˥˦											
沫	muek8	muɛk˥˦											
掇	toh8	toʔ˥˦											
掇	tshuek7	tsʰuɛk˨	又，俗										
脫	thuk7	tʰuk˨											
奪	toh8	toʔ˥˦											
捋	luk8	luk˥˦											
捋	luek7	luɛk˨	文										
撮	tshoh7	tsʰoʔ˨											
撮	tshuek7	tsʰuɛk˨	文										
括	kuek7	kuɛk˨											
闊	khuah7	kʰuaʔ˨											
豁	hak7	hak˨											
活	uah8	uaʔ˥˦											
斡	uk7	uk˨											
斡	uek7	uɛk˨	文										
滑	kuk8	kuk˥˦											
猾	kuk8	kuk˥˦											
挖	uai1	uai˧˧											
刷	sueh7	suɛʔ˨											
刮	kueh7	kuɛʔ˨											
劣	luek7	luɛk˨											
絕	tsoh8	tsoʔ˥˦											
雪	soh7	soʔ˨											
輟	tshuek7	tsʰuɛk˨											
拙	tshuek7	tsʰuɛk˨											
說	sueh7	suɛʔ˨											
悅	dzuek8	dzuɛk˥˦											
閲	luek7	luɛk˨											
發	huek7	huɛk˨											
髮	huek7	huɛk˨											
伐	huek8	huɛk˥˦											
筏	huek8	huɛk˥˦											
罰	huek8	huɛk˥˦											
襪	gueh8	ᵑɡuɛʔ˥˦											
襪	bueh8	ᵐbuɛʔ˥˦	又										
厥	khiek7	kʰiek˨											
孓	khuek7	kʰuɛk˨											
孓	kuek7	kuɛk˨	俗										
闕	khueh7	kʰuɛʔ˨											
闕	khiek7	kʰiek˨	文										
掘	kuk8	kuk˥˦											
橛	khek8	kʰɛk˥˦											
橛	kueh8	kuɛʔ˥˦	又										
橛	khiek7	kʰiek˨	文										
月	gueh8	ᵑɡuɛʔ˥˦											
噦	ueh7	uɛʔ˨											
越	uek8	uɛk˥˦											
曰	iek7	iek˨											
曰	uek7	uɛk˨	又，白										
粵	uek8	uɛk˥˦											
決	kuek7	kuɛk˨											
訣	kuek7	kuɛk˨											
缺	khueh7	kʰuɛʔ˨											
缺	khih7	kʰiʔ˨	又										
血	hueh7	huɛʔ˨											
穴	huek8	huɛk˥˦											
吞	thung1	tʰuŋ˧˧											
根	kurng1	kəŋ˧˧											
跟	kurng1	kəŋ˧˧											
墾	khurng3	kʰəŋ˥˨											
懇	khurng3	kʰəŋ˥˨											
齦	ngurng2	ŋəŋ˥˨											
痕	hung2	huŋ˥˥											
很	hurng3	həŋ˥˨											
恨	hurng4	həŋ˨˥											
恩	urng1	əŋ˧˧											
恩	ng1	ŋ˧˧	又，府城音										
彬	ping1	piŋ˧˧											
賓	ping1	piŋ˧˧											
檳	ping1	piŋ˧˧											
殯	ping5	piŋ˨˩˧											
殯	ping1	piŋ˧˧	俗										
貧	phing2	pʰiŋ˥˥											
頻	phing2	pʰiŋ˥˥											
牝	phing3	pʰiŋ˥˨											
閩	mang2	maŋ˥˥											
民	ming2	miŋ˥˥											
泯	ming2	miŋ˥˥											
敏	mieng3	mieŋ˥˨											
憫	mieng3	mieŋ˥˨											
鄰	ling2	liŋ˥˥											
鱗	lang2	laŋ˥˥											
鱗	ling2	liŋ˥˥	文										
磷	ling2	liŋ˥˥											
吝	lieng4	lieŋ˨˥											
吝	ling6	liŋ˩˩	又										
津	tsing1	tsiŋ˧˧											
盡	tsing4	tsiŋ˨˥											
進	tsing5	tsiŋ˨˩˧											
晉	tsing5	tsiŋ˨˩˧											
親	tshing1	tsʰiŋ˧˧											
秦	tshing2	tsʰiŋ˥˥											
辛	sing1	siŋ˧˧											
新	sing1	siŋ˧˧											
薪	tsing1	tsiŋ˧˧											
薪	sing1	siŋ˧˧	又										
信	sing5	siŋ˨˩˧											
訊	sing5	siŋ˨˩˧											
珍	tieng1	tieŋ˧˧											
鎮	ting5	tiŋ˨˩˧											
趁	thang5	tʰaŋ˨˩˧											
陳	tang2	taŋ˥˥	白										
陳	ting2	tiŋ˥˥	又										
陳	thing2	tʰiŋ˥˥	又										
陳	tshing2	tsʰiŋ˥˥	文										
塵	ting2	tiŋ˥˥											
陣	ting6	tiŋ˩˩											
陣	tsung6	tsuŋ˩˩	白										
陣	tsung2	tsuŋ˥˥	又										
榛	tsing1	tsiŋ˧˧											
臻	tsing1	tsiŋ˧˧											
襯	tshing5	tsʰiŋ˨˩˧											
襯	tsheng5	tsʰɛŋ˨˩˧	又										
真	tsing1	tsiŋ˧˧											
診	tsieng3	tsieŋ˥˨											
疹	tsieng3	tsieŋ˥˨											
振	tsing3	tsiŋ˥˨											
震	tsing3	tsiŋ˥˨											
娠	sing2	siŋ˥˥											
神	sing2	siŋ˥˥											
身	sing1	siŋ˧˧											
申	sing1	siŋ˧˧											
伸	tshung1	tsʰuŋ˧˧	白										
伸	sing1	siŋ˧˧											
娠	sing2	siŋ˥˥											
辰	sing2	siŋ˥˥											
晨	sing2	siŋ˥˥											
臣	tshing2	tsʰiŋ˥˥											
腎	sieng4	sieŋ˨˥											
慎	sim3	sim˥˨											
人	dzing2	dziŋ˥˥											
人	nang2	naŋ˥˥	訓“儂”										
仁	dzing2	dziŋ˥˥											
忍	lung3	luŋ˥˨	白										
忍	dzim3	dzim˥˨											
認	dzing6	dziŋ˩˩											
刃	dzim3	dzim˥˨											
巾	kurng1	kəŋ˧˧											
緊	king3	kiŋ˥˨											
僅	kurng3	kəŋ˥˨											
銀	ngurng2	ŋəŋ˥˥											
釁	hieng5	hieŋ˨˩˧											
因	ing1	iŋ˧˧											
姻	ing1	iŋ˧˧											
印	ing5	iŋ˨˩˧											
寅	ing2	iŋ˥˥											
引	ing3	iŋ˥˨											
斤	kurng1	kəŋ˧˧											
筋	kurng1	kəŋ˧˧											
謹	kurng3	kəŋ˥˨											
勤	khurng2	kʰəŋ˥˥											
芹	khurng2	kʰəŋ˥˥											
近	kurng4	kəŋ˨˥											
欣	hng1	hŋ˧˧											
殷	hng1	hŋ˧˧											
隱	ng3	uŋ˥˨											
筆	pik7	pik˨											
畢	pik8	pik˥˦											
畢	pik7	pik˨	又										
必	pik7	pik˨											
匹	phik7	pʰik˨											
弼	pik8	pik˥˦											
密	mik8	mik˥˦											
蜜	bik8	ᵐbik˥˦											
昵	nek8	nɛk˥˦											
栗	lak8	lak˥˦	白，猴~										
栗	liek8	liek˥˦											
七	tshik7	tsʰik˨											
漆	tshak7	tsʰak˨											
疾	tsik8	tsik˥˦											
悉	sek7	sɛk˨											
膝	tshek7	tsʰɛk˨											
窒	thak7	tʰak˨	白										
窒	tiek7	tiek˨											
侄	tiek7	tiek˨											
秩	tiek7	tiek˨											
瑟	sek7	sɛk˨											
虱	sak7	sak˨											
質	tsieh7	tsieʔ˨											
實	sik8	sik˥˦											
失	sik7	sik˨											
室	sik7	sik˨											
日	dzik8	dzik˥˦											
吉	kik7	kik˨											
吉	kiek7	kiek˨	又										
詰	kiek7	kiek˨											
一	ik7	ik˨											
乙	ik7	ik˨											
逸	ik8	ik˥˦											
乞	khurh7	kʰəʔ˨	白，~伊										
乞	khurk7	kʰək˨											
奔	pung1	puŋ˧˧											
本	pung3	puŋ˥˨											
噴	pung5	puŋ˨˩˧											
盆	phung2	pʰuŋ˥˥											
笨	pung3	puŋ˥˨											
笨	pung5	puŋ˨˩˧											
門	mung2	muŋ˥˥											
燜	bung1	ᵐbuŋ˧˧											
悶	bung4	ᵐbuŋ˨˥	又										
悶	bung6	ᵐbuŋ˩˩											
敦	tung1	tuŋ˧˧											
墩	tung1	tuŋ˧˧											
頓	tng5	təŋ˨˩˧											
頓	tung4	tuŋ˨˥	文										
頓	tok7	tok˨	又，冒~單于										
褪	thng5	tʰəŋ˨˩˧											
褪	tho5	tʰo˨˩˧	又										
屯	thung2	tʰuŋ˥˥											
豚	thung2	tʰuŋ˥˥											
飩	thung1	tʰuŋ˧˧											
臀	tieng4	tieŋ˨˥	俗										
臀	tau3	tau˥˨	俗										
臀	thung2	tʰuŋ˥˥											
囤	tung1	tuŋ˧˧											
囤	tung4	tuŋ˨˥											
囤	thung2	tʰuŋ˥˥											
沌	tung4	tuŋ˨˥											
盾	tung3	tuŋ˥˨											
鈍	tung4	tuŋ˨˥											
遁	tung4	tuŋ˨˥											
嫩	lung5	luŋ˨˩˧											
侖	lung2	luŋ˥˥											
論	lung4	luŋ˨˥											
尊	tsung1	tsuŋ˧˧											
村	tshng1	tsʰəŋ˧˧											
忖	tshung3	tsʰuŋ˥˨											
寸	tshung5	tsʰuŋ˨˩˧											
存	tshung2	tsʰuŋ˥˥											
蹲	tung1	tuŋ˧˧											
蹲	tshng2	tsʰəŋ˥˥	又										
蹲	tshung2	tsʰuŋ˥˥	文										
孫	sng1	səŋ˧˧	白，姓氏										
孫	sung1	suŋ˧˧											
損	sung3	suŋ˥˨											
遜	sung5	suŋ˨˩˧											
昆	khung1	kʰuŋ˧˧											
崑	khung1	kʰuŋ˧˧											
滾	kung3	kuŋ˥˨											
棍	kung5	kuŋ˨˩˧											
坤	khung1	kʰuŋ˧˧											
捆	khung3	kʰuŋ˥˨											
困	khung5	kʰuŋ˨˩˧											
昏	hung1	huŋ˧˧											
婚	hung1	huŋ˧˧											
魂	hung2	huŋ˥˥											
餛	hung2	huŋ˥˥											
混	hung4	huŋ˨˥											
渾	hung2	huŋ˥˥											
溫	ung1	uŋ˧˧											
瘟	ung1	uŋ˧˧											
穩	ung3	uŋ˥˨											
倫	lung2	luŋ˥˥											
淪	lung2	luŋ˥˥											
輪	lung2	luŋ˥˥											
輪	ling3	liŋ˥˨	俗										
遵	tsung1	tsuŋ˧˧											
俊	tsung5	tsuŋ˨˩˧											
竣	tsung5	tsuŋ˨˩˧											
皴	tshueng1	tsʰuɛŋ˧˧											
皴	tshung1	tsʰuŋ˧˧	文										
荀	sung2	suŋ˥˥											
詢	sung2	suŋ˥˥											
筍	sung3	suŋ˥˨											
迅	sing5	siŋ˨˩˧											
浚	tsung5	tsuŋ˨˩˧											
浚	sung5	suŋ˨˩˧											
旬	sung2	suŋ˥˥											
循	sung2	suŋ˥˥											
巡	sung2	suŋ˥˥											
殉	sung2	suŋ˥˥											
椿	tshung1	tsʰuŋ˧˧											
諄	tung1	tuŋ˧˧											
肫	tung1	tuŋ˧˧											
准	tsung3	tsuŋ˥˨											
春	tshung1	tsʰuŋ˧˧											
蠢	tshung3	tsʰuŋ˥˨											
唇	tung2	tuŋ˥˥											
盾	tung3	tuŋ˥˨											
順	sung4	suŋ˨˥											
舜	sung5	suŋ˨˩˧											
瞬	sung5	suŋ˨˩˧											
純	sung2	suŋ˥˥											
蒓	sung2	suŋ˥˥											
醇	sung2	suŋ˥˥											
潤	dzung4	dzuŋ˨˥											
閏	dzung4	dzuŋ˨˥											
均	kurng1	kəŋ˧˧											
鈞	kurng1	kəŋ˧˧											
菌	khung3	kʰuŋ˥˨											
窘	khung3	kʰuŋ˥˨											
窘	khuk7	kʰuk˨	又										
窘	kiong3	kioŋ˥˨	又										
隕	ung2	uŋ˥˥											
隕	ung4	uŋ˨˥	又										
隕	ung6	uŋ˩˩	又										
勻	ung2	uŋ˥˥											
允	dzung3	dzuŋ˥˨											
尹	urng3	əŋ˥˨											
分	pung1	puŋ˧˧	白										
分	hung1	huŋ˧˧											
粉	hung3	huŋ˥˨											
糞	pung5	puŋ˨˩˧	白										
糞	hung5	huŋ˨˩˧											
奮	hung5	huŋ˨˩˧											
芬	hung1	huŋ˧˧											
紛	hung1	huŋ˧˧											
忿	hung3	huŋ˥˨											
墳	phung2	pʰuŋ˥˥											
焚	ung2	uŋ˥˥											
憤	hung5	huŋ˨˩˧											
份	hung6	huŋ˩˩											
文	bung2	ᵐbuŋ˥˥											
紋	bung2	ᵐbuŋ˥˥											
蚊	bung1	ᵐbuŋ˧˧											
聞	bung4	ᵐbuŋ˨˥											
吻	buk7	ᵐbuk˨											
刎	buk7	ᵐbuk˨											
問	mung6	muŋ˩˩											
君	kung1	kuŋ˧˧											
軍	kung1	kuŋ˧˧											
群	khung2	kʰuŋ˥˥											
裙	kung2	kuŋ˥˥											
郡	kung6	kuŋ˩˩											
熏	hng1	həŋ˧˧											
熏	hung1	huŋ˧˧	文										
勛	hng1	hŋ˧˧											
薰	hng1	hŋ˧˧											
薰	hung1	huŋ˧˧	文										
葷	hung1	huŋ˧˧											
訓	hung5	huŋ˨˩˧											
熨	uk7	uk˨											
雲	hung2	huŋ˥˥											
云	ung2	uŋ˥˥											
韻	ung6	uŋ˩˩											
運	ung6	uŋ˩˩											
暈	ung6	uŋ˩˩											
不	puk7	puk˨											
勃	puek8	puɛk˥˦											
脖	puek8	puɛk˥˦											
沒	mok8	mok˥˦											
沒	muk8	muk˥˦											
突	tuk8	tuk˥˦											
卒	tsuk7	tsuk˨											
猝	tsui4	tsui˨˥											
骨	kuk7	kuk˨											
窟	khuh7	kʰuʔ˨											
窟	khuk7	kʰuk˨	文										
忽	huk7	huk˨											
核	huk8	huk˥˦											
律	luk8	luk˥˦											
率	tsuk7	tsuk˨											
率	suk7	suk˨											
卒	tsui4	tsui˨˥											
戌	suk7	suk˨											
恤	suk7	suk˨											
絀	tshuek7	tsʰuɛk˨											
蟀	suk7	suk˨											
出	tshuk7	tsʰuk˨											
術	suk8	suk˥˦											
述	suk8	suk˥˦											
秫	tsuk8	tsuk˥˦											
橘	kik7	kik˨											
弗	huk7	huk˨											
拂	huk7	huk˨											
佛	huk8	huk˥˦											
物	mih4	miʔ˨	又，~個										
