聲母	韻母	聲調	漢字	註釋
k	i	[1]	枝	
k	i	[2]	騎	
k	i	[2]	祁	
k	i	[2]	其	
k	i	[2]	棋	
k	i	[2]	旗	
k	i	[2]	祈	
k	i	[3]	己	
k	i	[3]	紀	
k	i	[3]	麂	
k	i	[5]	寄	
k	i	[5]	記	
k	i	[5]	既	
k	i	[6]	妓	
k	i	[6]	忌	
k	i	[6]	枝	
kʰ	i	[1]	奇	～數
kʰ	i	[1]	欺	
kʰ	i	[1]	譏	
kʰ	i	[1]	欹	
kʰ	i	[3]	啟	
kʰ	i	[3]	起	
kʰ	i	[3]	杞	
kʰ	i	[3]	豈	
kʰ	i	[5]	企	
kʰ	i	[5]	器	
kʰ	i	[5]	棄	
kʰ	i	[5]	氣	
kʰ	i	[5]	汽	
ŋ	i	[2]	倪	
ŋ	i	[2]	宜	
ŋ	i	[2]	儀	
ŋ	i	[2]	誼	
ŋ	i	[2]	疑	
ŋ	i	[2]	吟	
ŋ	i	[2]	銀	
ŋ	i	[2]	迎	
ŋ	i	[2]	妮	
ŋ	i	[4]	爾	
ŋ	i	[4]	耳	
ŋ	i	[4]	擬	
ŋ	i	[4]	餌	
ŋ	i	[4]	忍	
ŋ	i	[4]	你	
ŋ	i	[6]	議	
ŋ	i	[6]	義	
x	i	[1]	犧	
x	i	[1]	嬉	
x	i	[1]	熙	
x	i	[1]	希	
x	i	[1]	稀	
x	i	[1]	禧	
x	i	[1]	絺	
x	i	[3]	喜	
x	i	[3]	蟢	
x	i	[5]	戲	
∅	i	[1]	伊	
∅	i	[1]	醫	
∅	i	[1]	衣	
∅	i	[1]	依	
∅	i	[2]	姨	
∅	i	[2]	而	
∅	i	[2]	胰	
∅	i	[2]	貽	
∅	i	[2]	怡	
∅	i	[3]	蟻	
∅	i	[3]	倚	
∅	i	[4]	已	
∅	i	[4]	以	
∅	i	[5]	意	
∅	i	[5]	憶	
∅	i	[5]	翳	
∅	i	[6]	異	
∅	i	[7]	易	
∅	i	[7]	逸	
∅	i	[7]	益	
∅	i	[7]	亦	
∅	i	[7]	譯	
∅	i	[7]	液	
∅	i	[7]	邑	
p	u	[7]	腹	
p	u	[7]	卜	
pʰ	u	[7]	脖	
pʰ	u	[7]	撲	
pʰ	u	[7]	樸	
pʰ	u	[7]	僕	
pʰ	u	[7]	瀑	
pʰ	u	[7]	勃	
f	u	[7]	復	
f	u	[7]	福	
f	u	[7]	幅	
f	u	[7]	複	
f	u	[7]	覆	
f	u	[7]	服	
f	u	[7]	伏	
tʰ	u	[7]	禿	
k	u	[1]	鉤	
k	u	[1]	咕	
k	u	[1]	溝	
k	u	[1]	鬮	
k	u	[3]	狗	
k	u	[4]	厚	
k	u	[7]	谷	
k	u	[7]	穀	
kʰ	u	[7]	哭	
kʰ	u	[7]	酷	
x	u	[7]	斛	
∅	u	[2]	胡	
∅	u	[4]	後	（白）
∅	u	[7]	握	
∅	u	[7]	屋	
∅	u	[7]	沃	
tɕ	y	[1]	追	
tɕ	y	[1]	錐	
tɕ	y	[2]	槌	
tɕ	y	[2]	錘	
tɕ	y	[2]	捶	
tɕ	y	[3]	嘴	
tɕ	y	[6]	遂	
tɕ	y	[6]	隧	
tɕʰ	y	[1]	吹	
tɕʰ	y	[1]	炊	
tɕʰ	y	[5]	喙	口也
ɕ	y	[1]	鬚	
ɕ	y	[2]	隨	
ɕ	y	[2]	垂	
ɕ	y	[2]	誰	
ɕ	y	[3]	水	
ɕ	y	[6]	銳	
ɕ	y	[6]	睡	
ɕ	y	[6]	瑞	
ɕ	y	[6]	穗	
k	y	[1]	龜	
k	y	[1]	歸	
k	y	[2]	逵	
k	y	[2]	葵	
k	y	[3]	詭	
k	y	[3]	軌	
k	y	[3]	鬼	
k	y	[5]	癸	
k	y	[5]	季	
k	y	[5]	貴	
k	y	[6]	跪	
k	y	[6]	櫃	
kʰ	y	[1]	虧	
kʰ	y	[1]	窺	
kʰ	y	[5]	愧	
x	y	[1]	揮	
x	y	[1]	輝	
x	y	[1]	徽	
x	y	[3]	毀	
x	y	[5]	諱	
∅	y	[1]	威	
∅	y	[2]	維	
∅	y	[2]	惟	
∅	y	[2]	遺	
∅	y	[2]	唯	
∅	y	[2]	違	
∅	y	[2]	圍	
∅	y	[3]	萎	
∅	y	[3]	委	
∅	y	[3]	偉	
∅	y	[3]	葦	
∅	y	[4]	蕊	
∅	y	[5]	畏	
∅	y	[6]	位	
∅	y	[6]	胃	
∅	y	[6]	謂	
∅	y	[6]	衞	
∅	y	[7]	域	
∅	y	[7]	疫	
∅	y	[7]	役	
p	e	[1]	杯	
p	e	[1]	碑	
p	e	[1]	卑	
p	e	[1]	悲	
p	e	[1]	陂	
p	e	[2]	培	
p	e	[2]	陪	
p	e	[2]	賠	
p	e	[2]	裴	
p	e	[4]	被	～子
p	e	[5]	簸	
p	e	[5]	貝	
p	e	[5]	褙	
p	e	[5]	背	
p	e	[5]	被	
p	e	[6]	倍	
p	e	[6]	佩	
p	e	[6]	焙	
p	e	[6]	吠	（白）
p	e	[7]	北	
pʰ	e	[1]	胚	
pʰ	e	[1]	坯	
pʰ	e	[1]	丕	
pʰ	e	[5]	沛	
pʰ	e	[5]	配	
m	e	[1]	妹	
m	e	[2]	梅	
m	e	[2]	枚	
m	e	[2]	煤	
m	e	[2]	楣	
m	e	[2]	玫	
m	e	[2]	莓	
m	e	[4]	每	
m	e	[4]	尾	
m	e	[6]	妹	
m	e	[6]	寐	
m	e	[6]	眛	
m	e	[7]	墨	
m	e	[7]	默	
t	e	[7]	特	
tʰ	e	[7]	踢	
n	e	[6]	膩	
l	e	[1]	羸	
l	e	[7]	笠	
l	e	[7]	粒	
l	e	[7]	栗	
l	e	[7]	得	
l	e	[7]	德	
l	e	[7]	肋	
l	e	[7]	勒	
ts	e	[5]	漬	
ts	e	[7]	則	
ts	e	[7]	跡	（白）
ts	e	[7]	鯽	（白）
ts	e	[7]	脊	（白）
tsʰ	e	[7]	撮	
tsʰ	e	[7]	賊	
s	e	[1]	梳	
s	e	[1]	師	
s	e	[1]	獅	
s	e	[2]	鋤	
s	e	[2]	齜	
s	e	[3]	使	
s	e	[3]	史	
s	e	[3]	駛	
s	e	[4]	柿	
s	e	[6]	士	
s	e	[6]	仕	
s	e	[6]	事	
s	e	[7]	澀	
s	e	[7]	瑟	
s	e	[7]	蝨	
s	e	[7]	塞	
s	e	[7]	色	
s	e	[7]	嗇	
s	e	[7]	錫	
k	e	[4]	渠	
k	e	[4]	𠍲	
k	e	[5]	個	（白）
k	e	[5]	鋸	
k	e	[6]	嗝	
kʰ	e	[5]	去	
kʰ	e	[7]	刻	
kʰ	e	[7]	克	
kʰ	e	[7]	咳	
ŋ	e	[2]	魚	
ŋ	e	[2]	漁	
ŋ	e	[7]	逆	
x	e	[1]	黑	
x	e	[7]	核	
x	e	[7]	黑	
x	e	[7]	赫	
x	e	[7]	劾	
∅	e	[1]	呃	
∅	e	[2]	兒	
∅	e	[7]	扼	
p	ie	[3]	癟	
p	ie	[4]	蔽	
p	ie	[4]	閉	
p	ie	[4]	祕	
p	ie	[7]	別	
p	ie	[7]	鱉	
p	ie	[7]	筆	
p	ie	[7]	畢	
p	ie	[7]	必	
p	ie	[7]	弼	
pʰ	ie	[1]	批	
pʰ	ie	[7]	劈	
pʰ	ie	[7]	撇	
m	ie	[7]	滅	
m	ie	[7]	篾	
m	ie	[7]	密	
m	ie	[7]	蜜	
m	ie	[7]	覓	
f	ie	[5]	廢	
f	ie	[5]	肺	
f	ie	[5]	吠	（文）
f	ie	[5]	費	
f	ie	[5]	痱	
f	ie	[5]	沸	
t	ie	[1]	爹	
t	ie	[2]	堤	
t	ie	[2]	題	
t	ie	[2]	提	
t	ie	[2]	啼	
t	ie	[2]	蹄	
t	ie	[4]	弟	（白）
t	ie	[5]	締	
t	ie	[6]	弟	（文）
t	ie	[6]	第	
t	ie	[7]	跌	
t	ie	[7]	疊	
t	ie	[7]	牒	
t	ie	[7]	秩	
t	ie	[7]	迭	
t	ie	[7]	碟	
tʰ	ie	[1]	梯	
tʰ	ie	[3]	體	
tʰ	ie	[5]	替	
tʰ	ie	[5]	剃	
tʰ	ie	[5]	屜	
tʰ	ie	[5]	悌	
tʰ	ie	[7]	帖	
tʰ	ie	[7]	貼	
tʰ	ie	[7]	鐵	
n	ie	[7]	匿	
l	ie	[1]	爹	
l	ie	[1]	低	
l	ie	[2]	驢	
l	ie	[2]	犁	
l	ie	[3]	底	
l	ie	[3]	抵	
l	ie	[4]	呂	
l	ie	[4]	旅	
l	ie	[4]	縷	
l	ie	[4]	禮	
l	ie	[5]	帝	
l	ie	[5]	蒂	
l	ie	[6]	例	
l	ie	[6]	荔	
l	ie	[6]	列	
l	ie	[6]	律	
l	ie	[6]	濾	
l	ie	[7]	立	
l	ie	[7]	烈	
l	ie	[7]	率	
l	ie	[7]	獵	
l	ie	[7]	咥	吃
l	ie	[7]	劣	
tɕ	ie	[1]	遮	
tɕ	ie	[1]	豬	
tɕ	ie	[1]	枝	（白）
tɕ	ie	[1]	嗟	
tɕ	ie	[2]	邪	
tɕ	ie	[2]	斜	
tɕ	ie	[2]	齊	
tɕ	ie	[3]	姐	
tɕ	ie	[3]	姊	
tɕ	ie	[3]	煮	
tɕ	ie	[3]	擠	
tɕ	ie	[3]	紙	
tɕ	ie	[5]	借	
tɕ	ie	[5]	蔗	
tɕ	ie	[5]	際	
tɕ	ie	[5]	制	
tɕ	ie	[5]	製	
tɕ	ie	[5]	濟	
tɕ	ie	[5]	這	
tɕ	ie	[6]	藉	
tɕ	ie	[6]	謝	
tɕ	ie	[6]	箸	
tɕ	ie	[6]	滯	
tɕ	ie	[6]	泄	
tɕ	ie	[7]	褯	
tɕ	ie	[7]	節	
tɕ	ie	[7]	接	
tɕ	ie	[7]	汁	
tɕ	ie	[7]	執	
tɕ	ie	[7]	折	
tɕ	ie	[7]	浙	
tɕ	ie	[7]	哲	
tɕ	ie	[7]	集	
tɕ	ie	[7]	習	
tɕ	ie	[7]	侄	
tɕ	ie	[7]	寂	
tɕ	ie	[7]	襲	
tɕ	ie	[7]	睫	
tɕ	ie	[7]	輯	
tɕʰ	ie	[1]	車	
tɕʰ	ie	[1]	妻	
tɕʰ	ie	[1]	淒	
tɕʰ	ie	[1]	棲	
tɕʰ	ie	[3]	且	
tɕʰ	ie	[3]	鼠	
tɕʰ	ie	[3]	侈	
tɕʰ	ie	[3]	扯	
tɕʰ	ie	[5]	刺	（白）
tɕʰ	ie	[5]	翅	（白）
tɕʰ	ie	[7]	砌	
tɕʰ	ie	[7]	濕	
tɕʰ	ie	[7]	徹	
tɕʰ	ie	[7]	切	
tɕʰ	ie	[7]	七	
tɕʰ	ie	[7]	漆	
tɕʰ	ie	[7]	澈	
ɕ	ie	[1]	些	
ɕ	ie	[1]	奢	
ɕ	ie	[1]	賒	
ɕ	ie	[1]	西	
ɕ	ie	[1]	犀	
ɕ	ie	[2]	蛇	
ɕ	ie	[2]	佘	
ɕ	ie	[2]	薯	
ɕ	ie	[2]	匙	
ɕ	ie	[3]	寫	
ɕ	ie	[3]	捨	
ɕ	ie	[3]	洗	
ɕ	ie	[3]	徙	
ɕ	ie	[4]	社	
ɕ	ie	[5]	捨	
ɕ	ie	[5]	瀉	
ɕ	ie	[5]	卸	
ɕ	ie	[5]	赦	
ɕ	ie	[5]	世	
ɕ	ie	[5]	勢	
ɕ	ie	[5]	細	
ɕ	ie	[5]	婿	
ɕ	ie	[6]	射	
ɕ	ie	[6]	誓	
ɕ	ie	[6]	豉	
ɕ	ie	[7]	涉	
ɕ	ie	[7]	十	
ɕ	ie	[7]	拾	
ɕ	ie	[7]	舌	
ɕ	ie	[7]	設	
ɕ	ie	[7]	屑	
ɕ	ie	[7]	實	
ɕ	ie	[7]	失	
ɕ	ie	[7]	室	
k	ie	[1]	雞	
k	ie	[2]	茄	
k	ie	[2]	瘸	～手
k	ie	[3]	瘸	
k	ie	[5]	計	
k	ie	[5]	繼	
k	ie	[5]	髻	
k	ie	[7]	劫	
k	ie	[7]	急	
k	ie	[7]	及	
k	ie	[7]	傑	
k	ie	[7]	結	
k	ie	[7]	潔	
k	ie	[7]	吉	
k	ie	[7]	橘	
k	ie	[7]	極	
k	ie	[7]	戟	
k	ie	[7]	劇	
k	ie	[7]	擊	
k	ie	[7]	竭	
k	ie	[7]	棘	
k	ie	[7]	詰	
kʰ	ie	[1]	溪	
kʰ	ie	[5]	契	
kʰ	ie	[7]	怯	
kʰ	ie	[7]	泣	
kʰ	ie	[7]	揭	
kʰ	ie	[7]	缺	
kʰ	ie	[7]	乞	
kʰ	ie	[7]	屹	
kʰ	ie	[7]	迄	
ŋ	ie	[2]	泥	
ŋ	ie	[2]	尼	
ŋ	ie	[4]	惹	
ŋ	ie	[6]	藝	
ŋ	ie	[6]	毅	
ŋ	ie	[7]	聶	
ŋ	ie	[7]	鑷	
ŋ	ie	[7]	攝	
ŋ	ie	[7]	業	
ŋ	ie	[7]	熱	
ŋ	ie	[7]	捏	
ŋ	ie	[7]	日	
ŋ	ie	[7]	孽	
x	ie	[2]	奚	
x	ie	[2]	兮	
x	ie	[2]	攜	
x	ie	[2]	畦	
x	ie	[6]	繫	
x	ie	[6]	係	
x	ie	[6]	系	
x	ie	[7]	脅	
x	ie	[7]	協	
x	ie	[7]	吸	
x	ie	[7]	歇	
x	ie	[7]	隙	
∅	ie	[2]	耶	
∅	ie	[2]	移	
∅	ie	[2]	椰	
∅	ie	[2]	爺	（文）
∅	ie	[3]	椅	
∅	ie	[4]	也	
∅	ie	[4]	野	
∅	ie	[6]	夜	
∅	ie	[6]	易	
∅	ie	[7]	葉	
∅	ie	[7]	頁	
∅	ie	[7]	入	
∅	ie	[7]	揖	
∅	ie	[7]	乙	
∅	ie	[7]	一	
t	ue	[2]	頹	
t	ue	[6]	袋	（白）
t	ue	[6]	隊	
t	ue	[6]	兌	
tʰ	ue	[1]	梯	
tʰ	ue	[1]	推	
tʰ	ue	[3]	腿	
tʰ	ue	[5]	唾	
tʰ	ue	[5]	退	
n	ue	[1]	挪	
n	ue	[4]	餒	
n	ue	[6]	內	
n	ue	[6]	芮	
l	ue	[1]	堆	
l	ue	[2]	雷	
l	ue	[2]	鐳	
l	ue	[3]	短	（白）
l	ue	[4]	屢	
l	ue	[4]	壘	
l	ue	[5]	對	
l	ue	[5]	碓	
l	ue	[6]	墜	
ts	ue	[1]	脧	男陰
ts	ue	[4]	坐	（白）
ts	ue	[5]	最	
ts	ue	[5]	贅	
ts	ue	[6]	罪	
tsʰ	ue	[1]	崔	
tsʰ	ue	[1]	摧	
tsʰ	ue	[5]	碎	
tsʰ	ue	[5]	脆	
tsʰ	ue	[5]	翠	
tsʰ	ue	[5]	粹	
tsʰ	ue	[5]	悴	
s	ue	[2]	螺	
s	ue	[5]	稅	
s	ue	[5]	說	遊～
k	ue	[1]	該	
k	ue	[1]	飢	
k	ue	[3]	改	
k	ue	[4]	徛	立也
k	ue	[5]	蓋	
k	ue	[5]	會	～計
k	ue	[5]	劊	
k	ue	[6]	徛	豎立
k	ue	[7]	國	
kʰ	ue	[1]	開	
kʰ	ue	[1]	盔	
kʰ	ue	[1]	魁	
kʰ	ue	[1]	奎	
kʰ	ue	[3]	傀	
kʰ	ue	[5]	塊	
ŋ	ue	[2]	巍	
ŋ	ue	[2]	呆	
ŋ	ue	[6]	礙	
ŋ	ue	[6]	艾	
ŋ	ue	[6]	魏	
x	ue	[1]	恢	
x	ue	[1]	灰	
x	ue	[1]	詼	
x	ue	[2]	回	
x	ue	[3]	火	（白）
x	ue	[3]	海	
x	ue	[3]	賄	
x	ue	[5]	悔	
x	ue	[5]	晦	
∅	ue	[1]	哀	
∅	ue	[1]	煨	
∅	ue	[1]	猥	
∅	ue	[2]	禾	
∅	ue	[3]	靄	
∅	ue	[3]	藹	
∅	ue	[5]	愛	
tɕ	ye	[1]	諸	
tɕ	ye	[1]	苧	
tɕ	ye	[1]	誅	
tɕ	ye	[1]	蛛	
tɕ	ye	[1]	朱	
tɕ	ye	[1]	珠	
tɕ	ye	[2]	徐	
tɕ	ye	[2]	除	
tɕ	ye	[2]	廚	
tɕ	ye	[2]	橱	
tɕ	ye	[3]	主	
tɕ	ye	[4]	柱	
tɕ	ye	[5]	駐	
tɕ	ye	[5]	注	
tɕ	ye	[5]	蛀	
tɕ	ye	[5]	鑄	
tɕ	ye	[5]	著	
tɕ	ye	[6]	序	
tɕ	ye	[6]	敘	
tɕ	ye	[6]	緒	
tɕ	ye	[6]	聚	
tɕ	ye	[6]	住	
tɕ	ye	[7]	綴	
tɕ	ye	[7]	絕	
tɕ	ye	[7]	拙	
tɕ	ye	[7]	黲	
tɕ	ye	[7]	輟	
tɕʰ	ye	[1]	蛆	
tɕʰ	ye	[1]	趨	
tɕʰ	ye	[1]	疽	
tɕʰ	ye	[3]	處	
tɕʰ	ye	[3]	取	
tɕʰ	ye	[3]	娶	
tɕʰ	ye	[5]	處	
tɕʰ	ye	[5]	娶	
tɕʰ	ye	[5]	趣	
tɕʰ	ye	[5]	厝	
tɕʰ	ye	[7]	掇	
tɕʰ	ye	[7]	出	
tɕʰ	ye	[7]	黜	
tɕʰ	ye	[7]	啜	
ɕ	ye	[1]	書	
ɕ	ye	[1]	舒	
ɕ	ye	[1]	須	
ɕ	ye	[1]	鬚	
ɕ	ye	[1]	需	
ɕ	ye	[1]	輸	
ɕ	ye	[1]	雖	
ɕ	ye	[1]	綏	
ɕ	ye	[1]	尿	（白）
ɕ	ye	[1]	荽	
ɕ	ye	[2]	儲	
ɕ	ye	[2]	殊	
ɕ	ye	[3]	髓	
ɕ	ye	[3]	璽	
ɕ	ye	[5]	絮	
ɕ	ye	[5]	歲	
ɕ	ye	[6]	豎	
ɕ	ye	[6]	樹	
ɕ	ye	[7]	薛	
ɕ	ye	[7]	刷	
ɕ	ye	[7]	雪	
ɕ	ye	[7]	說	
ɕ	ye	[7]	恤	
ɕ	ye	[7]	術	
ɕ	ye	[7]	述	
k	ye	[1]	車	
k	ye	[1]	居	
k	ye	[1]	拘	
k	ye	[1]	圭	
k	ye	[1]	閨	
k	ye	[1]	規	
k	ye	[2]	渠	
k	ye	[2]	瞿	
k	ye	[3]	舉	
k	ye	[3]	矩	
k	ye	[5]	據	
k	ye	[5]	鋸	
k	ye	[5]	句	
k	ye	[5]	桂	
k	ye	[6]	巨	
k	ye	[6]	拒	
k	ye	[6]	距	
k	ye	[6]	具	
k	ye	[6]	懼	
k	ye	[7]	鱖	
k	ye	[7]	決	
k	ye	[7]	訣	
k	ye	[7]	抉	
k	ye	[7]	孑	
kʰ	ye	[1]	區	
kʰ	ye	[1]	驅	
kʰ	ye	[3]	杵	
kʰ	ye	[7]	厥	
kʰ	ye	[7]	掘	
kʰ	ye	[7]	缺	
kʰ	ye	[7]	屈	
ŋ	ye	[2]	愚	
ŋ	ye	[2]	虞	
ŋ	ye	[2]	娛	
ŋ	ye	[2]	危	
ŋ	ye	[2]	隅	
ŋ	ye	[4]	女	
ŋ	ye	[4]	汝	
ŋ	ye	[4]	語	
ŋ	ye	[7]	月	
x	ye	[1]	靴	
x	ye	[1]	墟	
x	ye	[1]	虛	
x	ye	[1]	噓	
x	ye	[3]	許	
x	ye	[3]	煦	
x	ye	[3]	栩	
x	ye	[5]	肺	
x	ye	[6]	惠	
x	ye	[6]	慧	
x	ye	[7]	血	
x	ye	[7]	穴	
∅	ye	[1]	迂	
∅	ye	[1]	淤	
∅	ye	[1]	吁	
∅	ye	[2]	如	
∅	ye	[2]	余	
∅	ye	[2]	餘	
∅	ye	[2]	儒	
∅	ye	[2]	盂	
∅	ye	[2]	茹	
∅	ye	[4]	與	
∅	ye	[4]	于	
∅	ye	[4]	於	
∅	ye	[4]	乳	
∅	ye	[4]	雨	
∅	ye	[4]	宇	
∅	ye	[4]	禹	
∅	ye	[4]	羽	
∅	ye	[6]	譽	
∅	ye	[6]	預	
∅	ye	[6]	愉	
∅	ye	[6]	愈	
∅	ye	[6]	芋	
∅	ye	[6]	喻	
∅	ye	[6]	裕	
∅	ye	[6]	嶼	
∅	ye	[7]	噦	
p	ɑ	[1]	巴	
p	ɑ	[2]	爬	
p	ɑ	[2]	琶	
p	ɑ	[2]	耙	
p	ɑ	[3]	把	
p	ɑ	[5]	霸	
p	ɑ	[5]	垻	
p	ɑ	[6]	罷	
p	ɑ	[6]	稗	
p	ɑ	[7]	八	
p	ɑ	[7]	拔	
p	ɑ	[7]	白	～果
p	ɑ	[7]	跋	
pʰ	ɑ	[1]	扒	～飯
pʰ	ɑ	[5]	怕	
pʰ	ɑ	[5]	帕	
m	ɑ	[1]	摸	（白）
m	ɑ	[2]	麻	
m	ɑ	[2]	蟆	
m	ɑ	[2]	嫲	
m	ɑ	[2]	蔴	
m	ɑ	[3]	媽	
m	ɑ	[4]	馬	
m	ɑ	[4]	碼	
m	ɑ	[6]	罵	
m	ɑ	[7]	襪	
f	ɑ	[7]	法	
f	ɑ	[7]	乏	
f	ɑ	[7]	發	
f	ɑ	[7]	髮	
f	ɑ	[7]	伐	
f	ɑ	[7]	筏	
f	ɑ	[7]	罰	
f	ɑ	[7]	閥	
t	ɑ	[7]	踏	
t	ɑ	[7]	達	
tʰ	ɑ	[1]	他	
tʰ	ɑ	[7]	塔	
tʰ	ɑ	[7]	榻	
tʰ	ɑ	[7]	撻	
tʰ	ɑ	[7]	塌	
n	ɑ	[2]	拿	（白）
n	ɑ	[6]	拿	（文）
n	ɑ	[7]	納	
n	ɑ	[7]	捺	
l	ɑ	[1]	拉	
l	ɑ	[3]	打	
l	ɑ	[7]	癩	
l	ɑ	[7]	答	
l	ɑ	[7]	搭	
l	ɑ	[7]	蠟	
l	ɑ	[7]	辣	
l	ɑ	[7]	嗒	
l	ɑ	[7]	剌	
ts	ɑ	[1]	渣	
ts	ɑ	[1]	楂	
ts	ɑ	[2]	茶	
ts	ɑ	[2]	查	
ts	ɑ	[3]	笊	
