id	ini	fn	pt	單字	ipa调类	ipa调号	注釋						ɔ	184
1419	j	au	31	鷂	jau31	jau3	纸～（风筝）；～婆（老鹰）							
1420	t	iau	33	刁	tiau33	tiau1	～钻，嘴～							
1421	t	iau	33	貂	tiau33	tiau1	～婵，～皮							
1422	t	iau	33	雕	tiau33	tiau1	木～，～刻							
1423	t	iau	33	鳥	tiau33	tiau1	花～市场[文]							
1424	t	iau	33	鳥	tiau33	tiau1	～笼[白]							
1425	ȵ	iau	33	鳥	ȵiau33	ȵiau1	骂人话，交合[白]							
1426	t	iau	451	釣	tiau451	tiau5	～鱼							
1427	t	iau	451	吊	tiau451	tiau5	上～，～车							
1428	tʰ	iau	33	挑	tʰiau33	tʰiau1	～剔，～担							
1429	tʰ	iau	451	跳	tʰiau451	tʰiau5	～高，起～							
1430	tʰ	iau	451	糶	tʰiau451	tʰiau5	～米（卖米）							
1431	tʰ	iau	213	條	tʰiau213	tʰiau2	～件，字～							
1432	tʰ	iau	213	調	tʰiau213	tʰiau2	～和，～整							
1433	tʰ	iau	451	跳	tʰiau451	tʰiau5	～上跌落（阳平）							
1434	tʰ	iau	31	掉	tʰiau31	tʰiau3	～头，～队							
1435	t	iau	451	調	tiau451	tiau5	音～							
1436	tʰ	iau	31	調	tʰiau31	tʰiau3	～动，～走							
1437	ȵ	au	31	尿	ȵau31	ȵau3	屙～							
1438	ɬ	iau	213	聊	ɬiau213	ɬiau2	无～，～天							
1439	ɬ	iau	213	遼	ɬiau213	ɬiau2	～宁，～国							
1440	ɬ	iau	213	撩	ɬiau213	ɬiau2	～起来							
1441	l	iau	213	撩	liau213	liau2	～人							
1442	l	iau	213	寥	liau213	liau2	～～无几							
1443	l	iau	31	了	liau31	liau3	～结；明～，～解							
1444	l	iau	213	瞭	liau213	liau2	～望台							
1445	l	iau	31	料	liau31	liau3	肥～，材～							
1446	ɬ	iau	33	蕭	ɬiau33	ɬiau1	姓；～山（地名）							
1447	ɬ	iau	33	簫	ɬiau33	ɬiau1	吹～							
1448	ȵ	au	213	澆	ȵau213	ȵau2	～水							
1449	k	iau	31	繳	kiau31	kiau3	～枪，～费							
1450	ȵ	au	213	僥	ȵau213	ȵau2	～幸							
1451	k	iau	451	叫	kiau451	kiau5	大～；小孩哭							
1452	kʰ	iau	451	竅	kʰiau451	kʰiau5	～门							
1453	ȵ	au	213	堯	ȵau213	ȵau2	～舜禹							
1454	h	iau	31	曉	hiau31	hiau3	春～，～得							
1455	m	ɔ	33	么	mɔ33	mɔ1	～二三							
1456	m	ɔ	33	吆	mɔ33	mɔ1	～喝							
1457	m	iau	31	杳	miau31	miau3	～无音讯							
1458	pʰ	au	213	剖	pʰau213	pʰau2	解～							
1459	m	ɐi	33	某	mɐi33	mɐi1	～人							
1460	m	ɐi	33	畝	mɐi33	mɐi1	一～田							
1461	m	ɐi	31	牡	mɐi31	mɐi3	～丹							
1462	m	u	33	母	mu33	mu1	父～							
1463	m	u	33	拇	mu33	mu1	～指							
1464	v	u	31	戊	vu31	vu3	～戌变法							
1465	m	ɐi	31	茂	mɐi31	mɐi3	～盛；～名（地名）							
1466	m	ɐi	31	貿	mɐi31	mɐi3	外～，～易							
1467	t	ɐi	33	兜	tɐi33	tɐi1	～风							
1468	t	ɐi	31	斗	tɐi31	tɐi3	十升为一斗							
1469	t	ɐi	31	抖	tɐi31	tɐi3	发～							
1470	t	ɐi	31	陡	tɐi31	tɐi3	斜度大，～峭							
1471	t	ɐi	451	鬥	tɐi451	tɐi5	～争，批～							
1472	tʰ	ɐi	33	偷	tʰɐi33	tʰɐi1	小～							
1473	tʰ	ɐi	31	敨	tʰɐi31	tʰɐi3	～气（呼吸）							
1474	tʰ	ɐi	451	透	tʰɐi451	tʰɐi5	～明							
1475	tʰ	ɐi	213	頭	tʰɐi213	tʰɐi2	开～							
1476	tʰ	ɐi	213	投	tʰɐi213	tʰɐi2	～降							
1477	tʰ	ɐi	31	豆	tʰɐi31	tʰɐi3	黄～							
1478	tʰ	ɐi	31	逗	tʰɐi31	tʰɐi3	～留，～号							
1479	tʰ	ɐi	31	痘	tʰɐi31	tʰɐi3	水～							
1480	l	ɐi	213	樓	lɐi213	lɐi2	～下							
1481	l	ui	33	簍	lui33	lui1	竹～，字纸～							
1482	l	ɐi	213	摟	lɐi213	lɐi2	搂抱							
1483	l	ɐi	31	漏	lɐi31	lɐi3	～水，～斗							
1484	p	ian	31	陋	pian31	pian3	简～							
1485	ts	ɐi	31	走	tsɐi31	tsɐi3	行走							
1486	ts	ɐi	31	奏	tsɐi31	tsɐi3	节～							
1487	ts	ɐi	31	湊	tsɐi31	tsɐi3	～数，～热闹							
1488	tsʰ	i	451	嗽	tsʰi451	tsʰi5	咳～							
1489	ȵ	ɐi	33	勾	ȵɐi33	ȵɐi1	～心斗角，～引							
1490	k	ɐi	33	鉤	kɐi33	kɐi1	鱼～							
1491	k	ɐi	33	溝	kɐi33	kɐi1	～通							
1492	k	ɐi	31	狗	kɐi31	kɐi3	狗							
1493	k	ɐi	31	苟	kɐi31	kɐi3	～且偷生							
1494	k	ɐi	451	夠	kɐi451	kɐi5	足～							
1495	kʰ	i	213	垢	kʰi213	kʰi2	水～							
1496	kʰ	ɐi	451	構	kʰɐi451	kʰɐi5	结～，～造							
1497	kʰ	ɐi	451	購	kʰɐi451	kʰɐi5	采～，收～							
1498	k	ɐi	33	勾	kɐi33	kɐi1	～当							
1499	kʰ	i	33	摳	kʰi33	kʰi1	挖							
1500	h	ɐi	31	口	hɐi31	hɐi3	～头，开～							
1501	h	ɐi	31	口	hɐi31	hɐi3	一～饭							
1502	kʰ	ɐi	451	叩	kʰɐi451	kʰɐi5	～头							
1503	kʰ	ɐi	451	扣	kʰɐi451	kʰɐi5	～钱，～压							
1504	kʰ	ɐi	451	寇	kʰɐi451	kʰɐi5	姓，～准；倭～							
1505	ȵ	ɐi	31	藕	ȵɐi31	ȵɐi3	～断丝连，莲～							
1506	ȵ	ɐi	31	偶	ȵɐi31	ȵɐi3	配～，～然							
1507	h	ɐi	213	侯	hɐi213	hɐi2	姓；诸侯							
1508	h	ɐi	213	喉	hɐi213	hɐi2	～咙							
1509	h	ɐi	213	猴	hɐi213	hɐi2	猴子							
1510	h	ɐi	31	後	hɐi31	hɐi3	～生，～来[文]							
1511	h	ɐi	31	後	hɐi31	hɐi3	～日[白]							
1512	h	ɐi	31	后	hɐi31	hɐi3	皇～							
1513				厚	hɛi451	hɛi451	忠～							
1514	h	ɐi	31	候	hɐi31	hɐi3	～车室，等～							
1515		ɐi	33	歐	ɐi33	ʔɐi1	～洲；姓							
1516	kʰ	i	33	区	kʰi33	kʰi1	姓							
1517	t	ɐi	33	甌	tɐi33	tɐi1	瓦器；建～（地名）							
1518		ɐi	31	嘔	ɐi31	ʔɐi3	～吐							
1519		ɐi	33	毆	ɐi33	ʔɐi1	～打							
1520		ɐi	451	漚	ɐi451	ʔɐi5	久浸水中，～坏，～肥							
1521		ɐi	451	慪	ɐi451	ʔɐi5	～气							
1522	f	ɐi	31	否	fɐi31	fɐi3	是～，～定							
1523	f	u	451	富	fu451	fu5	丰～，～贵							
1524	f	u	451	副	fu451	fu5	正～							
1525	f	ɐi	213	浮	fɐi213	fɐi2	轻～，～力；云～（地名）							
1526	pʰ	ɔ	213	浮	pʰɔ213	pʰɔ2	～起来[白]							
1527	f	u	451	負	fu451	fu5	～责，～担							
1528	f	u	31	婦	fu31	fu3	～女[文]							
1529	f	u	31	婦	fu31	fu3	新～（儿媳）[白]							
1531	f	ok	031	復	fʊk31	fʊk7	反～							
1532	m	ɐi	213	謀	mɐi213	mɐi2	计～，～财害命							
1533	m	au	213	矛	mau213	mau2	～盾							
1534	n	ɐi	31	紐	nɐi31	nɐi3	纽扣；～约（地名）							
1535	n	əu	31	扭	nəu31	nəu3	～面帕，～动							
1536	l	əu	213	流	ləu213	ləu2	河～[文]							
1537	l	əu	451	流	ləu451	ləu5	～汗[白]							
1538	l	əu	213	劉	ləu213	ləu2	姓							
1539	l	əu	213	留	ləu213	ləu2	～级，停～							
1540	l	əu	213	榴	ləu213	ləu2	石～，～莲							
1541	l	əu	213	硫	ləu213	ləu2	～磺							
1542	l	əu	213	琉	ləu213	ləu2	～璃							
1543	l	əu	451	柳	ləu451	ləu5	～树							
1544	l	iu	213	溜	liu213	liu2	～走							
1545	l	əu	451	溜	ləu451	ləu5	～滑梯							
1546	l	əu	213	餾	ləu213	ləu2	蒸～水，～粄							
1548	tsʰ	əu	33	揫	tsʰəu33	tsʰəu1	揪头发							
1549	ts	əu	31	酒	tsəu31	tsəu3	～精							
1550	tsʰ	əu	33	秋	tsʰəu33	tsʰəu1	～天；～千							
1551	tsʰ	əu	31	就	tsʰəu31	tsʰəu3	成～，～去							
1552	ɬ	əu	33	修	ɬəu33	ɬəu1	装～，～正							
1553	ɬ	əu	33	羞	ɬəu33	ɬəu1	～愧							
1554	ɬ	əu	451	秀	ɬəu451	ɬəu5	清～，～才							
1555	ɬ	əu	451	繡	ɬəu451	ɬəu5	～花							
1556	ɬ	ok	031	宿	ɬʊk31	ɬʊk7	星～							
1557	ɬ	əu	451	銹	ɬəu451	ɬəu5	铁～							
1558	ɬ	au	213	囚	ɬau213	ɬau2	～犯							
1560	tsʰ	əu	31	袖	tsʰəu31	tsʰəu3	领～，衫～（衣袖）							
1561	tsʰ	əu	451	肘	tsʰəu451	tsʰəu5	手～							
1562	ts	əu	451	晝	tsəu451	tsəu5	上～，～夜							
1563	tsʰ	əu	33	抽	tsʰəu33	tsʰəu1	～出							
1564	tsʰ	əu	31	丑	tsʰəu31	tsʰəu3	地支，子丑寅卯							
1565	tsʰ	əu	213	綢	tsʰəu213	tsʰəu2	～缎，丝～							
1566	tsʰ	əu	213	稠	tsʰəu213	tsʰəu2	～密							
1567	tsʰ	əu	213	籌	tsʰəu213	tsʰəu2	～码，～备							
1568	tsʰ	əu	451	紂	tsʰəu451	tsʰəu5	商～王							
1569	tsʰ	əu	31	宙	tsʰəu31	tsʰəu3	宇～							
1570	ts	ɐi	33	鄒	tsɐi33	tsɐi1	姓，～家华							
1571	ȵ	əu	451	皺	ȵəu451	ȵəu5	～纹							
1573	ɬ	ɐi	213	愁	ɬɐi213	ɬɐi2	～眉苦脸							
1574	ts	ɐi	451	驟	tsɐi451	tsɐi5	步～							
1575	ɬ	ɐi	33	搜	ɬɐi33	ɬɐi1	～查							
1576	ɬ	ɐi	33	餿	ɬɐi33	ɬɐi1	饭馊了，臭～							
1577	ɬ	ɐi	33	蒐	ɬɐi33	ɬɐi1	～集							
1578	ɬ	ɐi	451	瘦	ɬɐi451	ɬɐi5	肥瘦							
1579	ts	əu	33	周	tsəu33	tsəu1	姓；～围，～年							
1580	ts	əu	33	舟	tsəu33	tsəu1	～山							
1581	ts	əu	33	州	tsəu33	tsəu1	广～							
1582	ts	əu	33	洲	tsəu33	tsəu1	亚～							
1583	ts	əu	33	帚	tsəu33	tsəu1	扫～							
1584	ts	əu	451	咒	tsəu451	tsəu5	～人							
1585	tsʰ	əu	31	醜	tsʰəu31	tsʰəu3	出～[文]							
1586	tsʰ	əu	31	醜	tsʰəu31	tsʰəu3	长得丑[白]							
1587	tsʰ	əu	451	臭	tsʰəu451	tsʰəu5	～味							
1588	s	əu	33	收	səu33	səu1	丰～，～集							
1589	s	əu	31	手	səu31	səu3	～脚，～段							
1590	s	əu	31	首	səu31	səu3	～先							
1591	s	əu	31	守	səu31	səu3	看～所，保～							
1592	tsʰ	əu	451	獸	tsʰəu451	tsʰəu5	野～							
1593	tsʰ	əu	213	仇	tsʰəu213	tsʰəu2	～人，报～							
1594	tsʰ	əu	213	酬	tsʰəu213	tsʰəu2	应～，～谢							
1595	s	əu	31	受	səu31	səu3	接～							
1596	s	əu	31	壽	səu31	səu3	长～							
1597	s	əu	31	授	səu31	səu3	教～							
1598	tsʰ	əu	213	售	tsʰəu213	tsʰəu2	～货，出～							
1599	j	əu	31	柔	jəu31	jəu3	温～，～和							
1600	j	əu	31	揉	jəu31	jəu3	～烂							
1601	k	ɐi	33	鳩	kɐi33	kɐi1	斑～							
1602	k	ɐi	33	鬮	kɐi33	kɐi1	拈～（抓阄）							
1603	k	ɐi	31	糾	kɐi31	kɐi3	～缠							
1604	k	iu	31	九	kiu31	kiu3	数字，～龙							
1605	k	iu	31	久	kiu31	kiu3	长～							
1606	k	iu	31	韭	kiu31	kiu3	～菜							
1607	k	iu	451	灸	kiu451	kiu5	针～							
1608	k	iu	451	救	kiu451	kiu5	～命							
1609	k	iu	451	究	kiu451	kiu5	～竟，研～							
1610	kʰ	iu	33	丘	kʰiu33	kʰiu1	一～田							
1611	kʰ	iu	33	丘	kʰiu33	kʰiu1	姓							
1612	kʰ	iu	213	求	kʰiu213	kʰiu2	要～							
1613	kʰ	iu	213	球	kʰiu213	kʰiu2	足～							
1614	tsʰ	əu	213	仇	tsʰəu213	tsʰəu2	姓							
1615	kʰ	iu	33	臼	kʰiu33	kʰiu1	石～，脱～							
1616	kʰ	iu	33	舅	kʰiu33	kʰiu1	～公							
1617	kʰ	iu	31	舊	kʰiu31	kʰiu3	新～							
1618	k	iu	451	柩	kiu451	kiu5	灵～							
1619	ȵ	ɐi	213	牛	ȵɐi213	ȵɐi2	～牯							
1620	h	iu	33	休	hiu33	hiu1	～息，退～							
1621	h	iu	451	朽	hiu451	hiu5	腐～，永垂不～							
1622	j	on	451	□	jʊŋ451	jʊŋ5	聞味道，嗅							
1623	j	ɐu	213	憂	jɐu213	jɐu2	～虑，担～							
1624	j	ɐu	213	優	jɐu213	jɐu2	～秀							
1625	j	ɐu	213	尤	jɐu213	jɐu2	～其							
1626	j	ɐu	213	郵	jɐu213	jɐu2	～票，～电局							
1627	j	ɐu	33	有	jɐu33	jɐu1	～钱							
1628	j	ɐu	451	友	jɐu451	jɐu5	朋～，～谊							
1629	j	ɐu	31	又	jɐu31	jɐu3	～来							
1630	j	ɐu	31	右	jɐu31	jɐu3	左～							
1631	j	ɐu	451	祐	jɐu451	jɐu5	保～							
1632	j	ɐu	213	由	jɐu213	jɐu2	～于，理～							
1633	j	ɐu	213	油	jɐu213	jɐu2	麻～							
1634	j	ɐu	213	遊	jɐu213	jɐu2	～泳，旅～							
1635	j	ɐu	213	猶	jɐu213	jɐu2	～豫							
1636	j	ɐu	213	悠	jɐu213	jɐu2	～闲，历史～久							
1637	j	ɐu	33	酉	jɐu33	jɐu1	地支，申酉戌亥							
1638	j	ɐu	451	誘	jɐu451	jɐu5	～惑，引～							
1639	j	ɐu	451	柚	jɐu451	jɐu5	沙田～							
1640	tsʰ	ɐu	33	釉	tsʰɐu33	tsʰɐu1	上～，～彩							
1641	p	iau	33	彪	piau33	piau1	林～							
1642	m	ɐi	31	謬	mɐi31	mɐi3	～论，荒～							
1643	t	iu	33	丢	tiu33	tiu1	～失							
1644	k	ia	31	□	kia31	kia3	纠正							
1645	j	ɐu	213	幽	jɐu213	jɐu2	～默							
1646	j	ɐu	451	幼	jɐu451	jɐu5	细小，～稚							
1647	t	an	33	耽	tan33	tan1	～误							
1648	t	æp	031	答	tæp31	tæp7	回～							
1649	t	æp	031	搭	tæp31	tæp7	～车；衣服搭在肩上							
1650	tʰ	ɐm	33	貪	tʰɐm33	tʰɐm1	～心							
1651	tʰ	ɐm	451	探	tʰɐm451	tʰɐm5	试～							
1652	tʰ	æk	055	踏	tʰæk5	tʰæk8a	脚～							
1653	tʰ	ɐm	213	潭	tʰɐm213	tʰɐm2	深～							
1654	tʰ	ɐm	31	譚	tʰɐm31	tʰɐm3	姓，～嗣同							
1655	t	ɔ	33	沓	tɔ33	tɔ1	一～纸							
1656	n	am	213	南	nam213	nam2	东南西北							
1657	n	am	213	男	nam213	nam2	男女							
1658	n	æk	055	納	næk5	næk8a	归～							
1659	l	ai	33	拉	lai33	lai1	拖～							
1660	ts	an	33	簪	tsan33	tsan1	绾住发髻的条状物							
1661	tsʰ	ɐn	33	參	tsʰɐn33	tsʰɐn1	～军，～加							
1662	tsʰ	ɐn	31	慘	tsʰɐn31	tsʰɐn3	悲～							
1663	tsʰ	ɐn	213	蠶	tsʰɐn213	tsʰɐn2	～丝							
1664	tsʰ	æk	055	雜	tsʰæk5	tsʰæk8a	复～							
1665	k	am	31	感	kam31	kam3	～谢，～动							
1666	k	iɛp	031	蛤	kiɛp31	kiɛp7	花～；～蚧							
1667	k	æp	031	鴿	kæp31	kæp7	白～							
1668	kʰ	ɐm	33	堪	kʰɐm33	kʰɐm1	难～，不～							
1669	kʰ	ɐm	33	龕	kʰɐm33	kʰɐm1	神～							
1670	kʰ	ɐn	451	坎	kʰɐm451	kʰɐm5	～坷							
1671	kʰ	ɐm	451	砍	kʰɐm451	kʰɐm5	～伤							
1672	kʰ	ɐm	451	勘	kʰɐm451	kʰɐm5	～误，～探							
1673	h	ɐm	31	含	hɐm31	hɐm3	包～[文]							
1674	h	am	213	含	ham213	ham2	～糖[白]							
1675	h	ɐm	213	函	hɐm213	hɐm2	～授，信～							
1676	h	ɐm	31	撼	hɐm31	hɐm3	震～							
1677	h	ɐm	31	憾	hɐm31	hɐm3	遗～							
1678	h	æp	055	合	hæp5	hæp8a	～作，～适[文]							
1679	k	æp	031	合	kæp31	kæp7	～本，～伙[白]							
1680	h	æp	031	盒	hæp31	hæp7	铁～							
1681	ʔ	ɐm	33	庵	ʔɐm33	ʔɐm1	尼姑～							
1682	ʔ	a	33	揞	ʔa33	ʔa1	手覆，揞住							
1683	ɬ	ɐn	31	揞	ɬɐn31	ɬɐn3	把粉末撒在表面							
1684		am	451	暗	am451	ʔam5	不亮							
1685	t	am	33	擔	tam33	tam1	～任[动]							
1686	t	am	451	擔	tam451	tam5	～竿[名]							
1687	t	am	31	膽	tam31	tam3	大～							
1688	t	am	33	擔	tam33	tam1	挑～[名]；一～水[量]							
1689	t	an	33	坍	tan33	tan1	～塌							
1690	tʰ	an	31	毯	tʰan31	tʰan3	毛～							
1691	tʰ	æk	031	塔	tʰæk31	tʰæk7	宝～							
1692	tʰ	æk	031	塌	tʰæk31	tʰæk7	倒～							
1693	tʰ	em	31	談	tʰem31	tʰem3	会～，～论							
1694	tʰ	em	31	痰	tʰem31	tʰem3	吐～							
1695	tʰ	em	451	淡	tʰem451	tʰem5	～水（地名）							
1696	tʰ	em	33	淡	tʰem33	tʰem1	咸～；浓～							
1697	l	am	213	藍	lam213	lam2	～色；姓							
1698	l	am	213	籃	lam213	lam2	菜～							
1699	l	am	451	覽	lam451	lam5	展～，阅～室							
1700	l	am	451	攬	lam451	lam5	包～[文]							
1701	l	am	31	攬	lam31	lam3	抱[白]							
1702	l	am	31	欖	lam31	lam3	橄～，乌～							
1703	l	am	451	濫	lam451	lam5	泛～							
1704	l	am	31	纜	lam31	lam3	～车							
1705	l	æk	055	臘	læk5	læk8a	～肉，～肠							
1706	l	æk	055	蠟	læk5	læk8a	～烛							
1707	tsʰ	ian	213	慚	tsʰian213	tsʰian2	～愧							
1708	tsʰ	ian	31	暫	tsʰian31	tsʰian3	～时							
1709	ɬ	am	33	三	ɬam33	ɬam1	～国							
1710	k	ɐm	33	甘	kɐm33	kɐm1	甜；～心							
1711	k	ɐm	33	柑	kɐm33	kɐm1	柑							
1712	k	æn	31	敢	kan31	kan3	勇～							
1713	k	an	31	橄	kan31	kan3	～榄							
1714	ŋ	ɐp	055	磕	ŋɐp5	ŋɐp8a	～头							
1715	k	ɐn	33	蚶	kɐn33	kɐn1	软体动物，血～							
1716	ŋ	ɔn	451	憨	ŋɔŋ451	ŋɔŋ5	～厚							
1717	h	am	451	喊	ham451	ham5	叫[文]							
1718	h	am	451	喊	ham451	ham5	叫[白]							
1719	tsʰ	em	33	站	tsʰem33	tsʰem1	站立							
1720	tsʰ	an	31	賺	tsʰan31	tsʰan3	～钱							
1721	tsʰ	em	31	站	tsʰem31	tsʰem3	车～							
1722	tsʰ	am	31	斬	tsʰam31	tsʰam3	白～鸡							
1723	tsʰ	iu	33	蘸	tsʰiu33	tsʰiu1	～豉油							
1724	tsʰ	æk	031	插	tsʰæk31	tsʰæk7	～花							
1725	tsʰ	æk	055	閘	tsʰæk5	tsʰæk8a	铁～，跳～							
1726	ts	a	451	煠	tsa451	tsa5	～番薯（水煮地瓜）							
1727	tsʰ	em	451	杉	tsʰem451	tsʰem5	～树							
1728	k	em	451	尷	kem451	kem5	～尬							
1729	k	an	31	減	kan31	kan3	加～							
1730	k	an	31	鹻	kan31	kan3	酸～，～性							
1731	k	an	31	鹻	kan31	kan3	纯～							
1732	kʰ	iɛt	055	夾	kʰiɛt5	kʰiɛt8a	夹子；～心饼干							
1733	kʰ	iɛt	055	裌	kʰiɛt5	kʰiɛt8a	～袄，～衣							
1734	h	iɛp	031	恰	hiɛp31	hiɛp7	～切，～当							
1735	h	ɐm	213	咸	hɐm213	hɐm2	～丰皇帝							
1736	h	ɐm	213	鹹	hɐm213	hɐm2	～淡							
1737	h	ɐm	31	陷	hɐm31	hɐm3	～害，～井							
1738	n	ian	31	掐	nian31	nian3	～颈（掐脖子）							
1739	h	em	31	餡	hem31	hem3	～饼							
1740	kʰ	iɛt	055	狹	kʰiɛt5	kʰiɛt8a	～窄[文]							
1741	kʰ	iɛt	055	狹	kʰiɛt5	kʰiɛt8a	空间小[白]							
1742	h	iɛp	055	峽	hiɛp5	hiɛp8a	三～（地名）							
1743	h	ɐp	055	洽	hɐp5	hɐp8a	～谈会，融～							
1744	tsʰ	ɐn	33	攙	tsʰɐn33	tsʰɐn1	～扶，～腰							
1745	ɬ	am	33	衫	ɬam33	ɬam1	衬～，～裤（衣服）							
1746	k	ɐm	33	監	kɐm33	kɐm1	～狱							
1747	k	em	451	鑑	kem451	kem5	～定							
1748	k	em	451	監	kem451	kem5	太～							
1749	k	æp	031	甲	kæp31	kæp7	天干，甲乙丙丁							
1750	k	æk	031	胛	kæk31	kæk7	肩～							
1751	ŋ	ɐm	213	巖	ŋɐm213	ŋɐm2	～石，石灰～							
1752	h	ɐm	213	銜	hɐm213	hɐm2	军～；叼在嘴里							
1753	l	am	31	艦	lam31	lam3	军～							
1754	tsʰ	æk	033	匣	tsʰæk3	tsʰæk8b	匣子							
1755	ʔ	æk	031	鴨	ʔæk31	ʔæk7	鸭子							
1756	k	æk	031	押	kæk31	kæk7	抵～，～送							
1757	ʔ	æk	031	壓	ʔæk31	ʔæk7	～力							
1758	p	ian	31	貶	pian31	pian3	～值							
1759	n	ian	213	黏	nian213	nian2	～合剂，～起来							
1760	ɬ	iɛt	055	聶	ɬiɛt5	ɬiɛt8a	姓，～耳							
1761	l	iam	213	廉	liam213	liam2	清～，～洁							
1762	l	iam	213	鐮	liam213	liam2	镰刀，禾～							
1763	l	iam	213	簾	liam213	liam2	窗～							
1764	l	iam	33	斂	liam33	liam1	收～							
1765	l	iam	33	殮	liam33	liam1	给死者穿衣入棺，～尸							
1766	l	iɛt	055	獵	liɛt5	liɛt8a	打～，～人							
1767	ts	ian	33	尖	tsian33	tsian1	～刀							
1768	tsʰ	ian	33	殲	tsʰian33	tsʰian1	～灭							
1769	ts	iɛt	031	接	tsiɛt31	tsiɛt7	迎～，～待							
1770	tsʰ	ian	33	籤	tsʰian33	tsʰian1	竹～，求～							
1771	tsʰ	ian	33	簽	tsʰian33	tsʰian1	～字，～名							
1772	tsʰ	iɛt	031	妾	tsʰiɛt31	tsʰiɛt7	小老婆							
1773	tsʰ	ian	213	潛	tsʰian213	tsʰian2	～力							
1774	tsʰ	ian	31	漸	tsʰian31	tsʰian3	逐～							
1775	tsʰ	iɛt	055	捷	tsʰiɛt5	tsʰiɛt8a	～报，大～，敏～							
1776	ts	am	33	沾	tsam33	tsam1	～光							
1777	ts	am	33	粘	tsam33	tsam1	～贴							
1778	ts	am	33	占	tsam33	tsam1	～卜							
1779	ts	am	451	佔	tsam451	tsam5	～领，～地方							
1780	ts	æk	031	摺	tsæk31	tsæk7	～被，～叠							
1781	ts	æk	031	褶	tsæk31	tsæk7	衣裙或皮肤上的皱纹，打～							
1782	s	am	33	陝	sam33	sam1	～西							
1783	s	am	31	閃	sam31	sam3	～开							
1784	ɬ	iɛt	033	攝	ɬiɛt3	ɬiɛt8b	～影							
1785	kʰ	ian	213	蟾	kʰian213	kʰian2	～蜍							
1786	s	iɛt	055	涉	siɛt5	siɛt8a	～及							
1787	ȵ	an	31	染	ȵan31	ȵan3	污～							
1788	ȵ	an	31	染	ȵan31	ȵan3	～色							
1789	k	ian	31	檢	kian31	kian3	～查，体～							
1790	l	ian	31	臉	lian31	lian3	红～白～[文]							
1791	kʰ	ian	213	鉗	kʰian213	kʰian2	～工，火～							
1792	k	ian	31	儉	kian31	kian3	勤～							
1793	ȵ	am	31	驗	ȵam31	ȵam3	～收，试～							
1794	h	ian	31	險	hian31	hian3	危～，保～							
1795	j	am	31	淹	jam31	jam3	～没							
1796	j	an	33	閹	jan33	jan1	～鸡，～猪							
1797	j	an	31	掩	jan31	jan3	～护							
1798	j	an	451	厭	jan451	jan5	讨～							
1799	ȵ	ɐn	213	炎	ȵɐn213	ȵɐn2	消～，～热							
1800	j	am	213	鹽	jam213	jam2	盐							
1801	ȵ	ɐn	213	閻	ȵɐn213	ȵɐn2	～罗王；姓							
1802	ȵ	an	213	簷	ȵan213	ȵan2	屋～下							
1803	ȵ	an	31	豔	ȵan31	ȵan3	鲜～，～丽							
1804	ȵ	ɐn	213	焰	ȵɐn213	ȵɐn2	火～							
1805	ȵ	æk	055	葉	ȵæk5	ȵæk8a	树～；姓							
1806	ȵ	æk	055	頁	ȵæk5	ȵæk8a	～数							
1807	k	iam	451	劍	kiam451	kiam5	宝～							
1808	k	iɛp	031	劫	kiɛp31	kiɛp7	抢～							
1809	kʰ	iam	451	欠	kʰiam451	kʰiam5	～钱，拖～							
1810	kʰ	i	31	怯	kʰi31	kʰi3	胆～							
1811	ȵ	ɐi	213	嚴	ȵɐi213	ȵɐi2	～格；姓							
1813	ȵ	æk	055	業	ȵæk5	ȵæk8a	事～，～余							
1814	h	iɛp	055	脅	hiɛp5	hiɛp8a	威～							
1815	j	æk	031	醃	jæk31	jæk7	腌制							
1816	ȵ	ian	33	掂	ȵian33	ȵian1	～量							
1817	t	iam	31	點	tiam31	tiam3	～心，～头							
1818	t	iam	451	店	tiam451	tiam5	开～							
1819	t	iɛt	031	跌	tiɛt31	tiɛt7	～打							
1820	tʰ	iam	33	添	tʰiam33	tʰiam1	～加，～丁							
1821	tʰ	iɛt	031	帖	tʰiɛt31	tʰiɛt7	请～							
1822	tʰ	iɛt	031	貼	tʰiɛt31	tʰiɛt7	补～							
1823	tʰ	iɛt	031	貼	tʰiɛt31	tʰiɛt7	～纸，～对联[动]							
1824	tʰ	iam	213	甜	tʰiam213	tʰiam2	甜							
1825	tʰ	em	213	簟	tʰem213	tʰem2	竹制品，用以储存粮食							
1826	tʰ	iɛp	055	疊	tʰiɛp5	tʰiɛp8a	～起来，折～							
1827	tʰ	iɛp	033	碟	tʰiɛp3	tʰiɛp8b	盛具，碟子							
1828	tʰ	iɛp	033	牒	tʰiɛp3	tʰiɛp8b	通～，文～							
1829	tʰ	iɛp	033	蝶	tʰiɛp3	tʰiɛp8b	蝴～							
1830	tʰ	iɛp	033	諜	tʰiɛp3	tʰiɛp8b	间～							
1831	ts	am	33	鮎	tsam33	tsam1	～鱼							
1832	ts	am	33	拈	tsam33	tsam1	用指头捏取物，～起来							
1833	ȵ	am	31	念	ȵam31	ȵam3	～经，怀～							
1834	k	iam	33	兼	kiam33	kiam1	～职							
1835	kʰ	iɛp	055	挾	kʰiɛp5	kʰiɛp8a	～菜							
1836	h	iam	33	謙	hiam33	hiam1	～虚							
1837	h	iɛp	031	歉	hiɛp31	hiɛp7	道～，～意							
