汉字	音标	注释
哑	ou³¹⁴	
亚	ou⁴⁴▲	
姐	tsia³¹⁴契~	
姐	tsᴀi³¹⁴▲	
借	tsia⁴⁵	
且	tsʰie³¹⁴	
写	sia³¹⁴	
泻	sia⁴⁵	
邪	tsʰia²²	
斜	tsʰia²²	
谢	tsʰia⁴⁴	
遮	tsou⁴⁴	
者	tsie³¹⁴▲	
蔗	tsou⁴⁵	
车	tsʰou⁴⁴	~马
扯	tsʰou³¹⁴话音	
扯	tsɿ³¹⁴字音▲	
蛇	sou²²	
赊	sou⁴⁵▲	
赊	sou⁴⁴	
舍	sou³¹⁴	~得
社	sou⁴⁵	
惹	ŋia⁴⁵	
惹	ŋia³¹⁴▲	
爷	iou²²姑~	
爷	iou³契~	
野	iou⁴⁵	
夜	iou⁴⁴	
瓜	kou⁴⁴	
寡	kua³¹⁴	
夸	kʰua⁴⁴	
垮	kʰua⁴⁴▲	
跨	kʰua⁴⁴▲	
瓦	ŋou⁴⁵	
花	fou⁴⁴	
化	fou⁴⁵	
华	fou²²	中~
划	ua⁵字音▲	~船
蛙	ua⁴⁴	
补	pu³¹⁴	
布	pu⁴⁵	
铺	pʰu⁴⁴	~设
普	pʰu³¹⁴	
铺	pʰu⁴⁵	~设
菩	pʰu²²	~萨
部	pʰu⁴⁵▲	
簿	pʰu³	
步	pʰu⁴⁴	
模	mu²²	~子
墓	mu⁴⁴	
都	tu⁴⁴	首~
赌	tu³¹⁴	
肚	tu³	猪~
土	tʰu³¹⁴	
兔	tʰu³	
徒	tʰu²²	
涂	tʰu²²	
图	tʰu²²	
杜	tʰu⁴⁵	
肚	tu³¹⁴▲	腹~
肚	tu³▲	腹~
度	tʰu⁴⁴	
奴	lu²²	
努	lu⁴⁵	
卢	lu²²	
炉	lu²²	
鲁	lu³	
卤	lu⁴⁵	
路	lu⁴⁴	
露	lu⁴⁵▲	
租	tsu⁴⁴	
祖	tsu³¹⁴	
做	tsɿ⁴⁵▲	
粗	tsʰu⁴⁴	
醋	tsʰu⁴⁵	
错	tsʰo⁴⁵▲	~误
苏	su⁴⁴	
素	su⁴⁵	
姑	ku⁴⁴大~姊	
姑	ku³小~	
孤	ku⁴⁴	
箍	ku⁴⁴▲	
古	ku³¹⁴	
鼓	ku³¹⁴	
故	ku⁴⁵	
顾	ku⁴⁵	
枯	kʰu⁴⁴▲	
苦	fu³¹⁴味~	
苦	kʰu³¹⁴辛~	
库	kʰu⁴⁵	
裤	kʰu⁴⁵	
吴	ŋu²²	
五	m̩⁴⁵	
误	ŋu⁴⁴	
呼	fu⁴⁴	
虎	fu³¹⁴	
戽	fu⁴⁵	
胡	fu²²	姓~
湖	fu²²	
胡	fu²²	~须
户	fu⁴⁴	
互	fu⁴⁴	
护	fu⁴⁴	
乌	u⁴⁴	
乌	u³火lau⁴⁴~	
女	luai⁴⁵崽~	
女	luai³孙~	
吕	luai⁴⁵	
旅	luai³	
徐	suai²²	
序	tsʰuai⁴⁴	
猪	tsy⁴⁴	
著	tsy⁴⁵	
除	tsʰy²²	
苎	tsʰy⁴⁵	
阻	tso³¹⁴	
初	tsʰo⁴⁴	
楚	tsʰo³¹⁴	
锄	tsʰo²²	
助	tsʰo⁴⁴	
梳	so³	
蔬	so⁴⁴	
所	so³¹⁴	
诸	tsy⁴⁴	
煮	tsy³¹⁴	
处	tsʰy³	~所
书	sy⁴⁴	
舒	sy⁴⁴	
鼠	sy³¹⁴	
薯	sy⁴⁴▲	红~
如	y²²	
居	ky⁴⁴	
车	ky⁴⁴	~马炮
举	ky³¹⁴	
锯	ky⁴⁵动词	
锯	ky³名词	
去	hai²²话音▲	
去	kʰy⁴⁵字音	
渠	kʰy²²	
巨	kʰy⁴⁴	
距	kʰy⁴⁵	
鱼	ŋy²²	
语	ŋy³	
虚	sy⁴⁴	
许	sy³¹⁴	
余	y²²	
预	y⁴⁴	
肤	fu⁴⁴	
府	fu³¹⁴	
斧	fu²²▲	
傅	fu⁴⁴▲	
符	fu²²	
扶	pʰu²²话音	
扶	fu²²字音	
腐	fu⁴⁴豆~	
腐	fu³¹⁴~烂▲	
辅	pʰu³¹⁴	
附	fu⁴⁴▲	
无	ŋu²²▲	
舞	u³¹⁴	
武	u³¹⁴	
务	mu⁴⁴	
雾	mu⁴⁴	
屡	luai⁴⁵▲	
取	tsʰuai³¹⁴	
娶	tsʰuai³¹⁴	
趣	tsʰuai⁴⁵	
聚	tsʰuai⁴⁴	
须	suai⁴⁴	胡~
需	suai⁴⁴	
株	tsy⁴⁴	
驻	tsy⁴⁵	
厨	tsʰy²²	
柱	tsʰy³	
住	tsʰy⁴⁴	
数	sy³	名词
朱	tsy⁴⁴	
珠	tsy⁴⁴	
主	tsy³¹⁴	
注	tsy⁴⁵	
输	sy⁴⁴	
殊	sy²²	
竖	sy⁴⁵	
树	sy⁴⁴	
儒	y²²	
拘	ky⁴⁴	
句	ky⁴⁵	
区	kʰy⁴⁴	
具	kʰy⁴⁴	
愚	ŋi²²▲	
娱	y²²	
遇	ŋy⁴⁴	
雨	y³¹⁴	
羽	y³¹⁴	
芋	y⁴⁴	
愉	y⁴⁴▲	
裕	y⁴⁴	
戴	ta⁴⁵	
胎	tʰua⁴⁴	
态	tʰa⁴⁵	
贷	tʰua⁴⁴▲	
台	tʰua²²	
待	tʰua⁴⁴	
代	tʰua⁴⁴	
袋	tʰua⁴⁴	
耐	la⁴⁴	
来	lei²²话音▲	
来	la²²字音	
灾	tsua⁴⁴	
栽	tsua⁴⁴	
宰	tsua³¹⁴	
再	tsua⁴⁵	
彩	tsʰua³¹⁴	
菜	tsʰua⁴⁵	
财	tsʰua²²	
裁	tsʰua²²	
在	tsʰua⁴⁴	
鳃	suai⁴⁴▲	
赛	sa⁴⁵	
该	kua⁴⁴	
改	kua³¹⁴	
概	kʰa⁴⁵▲	
开	kʰua⁴⁴	
碍	ŋa⁴⁴	
海	ha³¹⁴	
亥	fua⁴⁴	
哀	a⁴⁴	
爱	a⁴⁵	
贝	pua⁴⁵	
带	ta⁴⁵动词	
带	ta³名词	
太	tʰa⁴⁵	
泰	tʰa⁴⁵	
大	tʰou⁴⁴▲	~夫
赖	la⁴⁴	
蔡	tsʰa⁴⁵	
盖	kua⁴⁵动词	
盖	kua³名词	
艾	ŋa⁴⁵	
害	ha⁴⁴	
拜	pa⁴⁵	
排	pʰa²²	
排	pʰa³竹~	
埋	ma²²	
斋	tsa⁴⁴	
豺	tsʰua²²	
阶	ka⁴⁴	
介	ka⁴⁵	
界	ka⁴⁵	
戒	ka⁴⁵	
楷	ka⁴⁴▲	
械	ha⁴⁴	
挨	a⁴⁴~胡琴	
挨	ei⁴⁴~近▲	
摆	pa³¹⁴	
派	pʰa³¹⁴▲	
牌	pʰa³	
稗	pʰa⁴⁴	
买	ma⁴⁵	
卖	ma⁴⁴	
奶	lɛŋ³🔺	
债	tsa⁴⁵	
差	tsʰa⁴⁴	出~
柴	tsʰa²²	
筛	sye⁴⁴动词▲	
筛	sye³名词▲	
洒	sa³¹⁴	
晒	sa⁴⁵	
佳	ka⁴⁴	
街	ka⁴⁴	
解	ka³¹⁴	
鞋	ha²²	
蟹	ha³¹⁴▲	
矮	a³¹⁴	
败	pʰa⁴⁴	
寨	tsʰa⁴⁴	
币	pai⁴⁵▲	
毙	pa⁴⁵▲	
例	lai⁴⁴	
际	tsai⁴⁵	
祭	tsai⁴⁵	
制	tsɿ⁴⁵▲	
世	sɿ⁴⁵	
势	sei⁴⁴▲	
誓	sei⁴⁴	
艺	ŋi⁴⁴	
闭	pai⁴⁵	
批	pʰa⁴⁴	
迷	mai²²	
米	mei⁴⁵	
低	ta⁴⁴	
堤	tʰai²²▲	
底	ta³¹⁴~下	
底	ta³上~	
帝	tai⁴⁵	
梯	tʰa⁴⁴	
体	tʰai³¹⁴	
替	tʰai⁴⁵	
剃	tʰa⁴⁵	
题	tʰai³	
提	tʰia²²话音▲	
提	tʰai²²字音	
弟	tʰa⁴⁴老~	
弟	tʰa³徒~	
第	tʰai⁴⁴	
泥	la²²	
犁	la²²	
礼	lai³	
丽	lai⁴⁴	
挤	tsai⁴⁴▲	
济	tsai⁴⁵	
妻	tsʰai⁴⁴	
齐	tsʰai²²	
脐	tsʰai³	
西	sei⁴⁴~瓜	
西	sei³东~	
洗	sei³¹⁴	
细	sei⁴⁵	
鸡	kei⁴⁴	
计	kei⁴⁵	
继	ki⁴⁵	
启	kʰi³¹⁴	
系	si⁴⁵▲	~统
杯	pai⁴⁴	
背	pua⁴⁵瓦~	
背	pua³后~	
配	pʰai⁵▲	
陪	pʰua²²	
赔	pʰua²²	
倍	pʰua⁴⁴	
背	pʰua⁴⁴	~诵
佩	pʰai⁵▲	
梅	mua²²~花	
梅	mua³	
煤	mua²²	
妹	mua⁴⁴~夫	
妹	mua³姊~	
堆	tuai⁴⁴	
对	tuai⁴⁵形容词	
对	tuai³名词	
推	tʰuai⁴⁴	
腿	tʰuai³¹⁴	
退	tʰuai⁴⁵	
队	tuai⁴⁴	
内	luai⁴⁴	
雷	luai²²	
累	luai⁴⁴	劳~
催	tsʰuai⁴⁴	
罪	tsʰuai⁴⁴	
碎	suai⁴⁵	
恢	fua⁴⁴	
灰	fua⁴⁴	
悔	fai⁴⁵▲	
回	huai²²	
汇	fai⁴⁴	
兑	tuai³¹⁴▲	
兑	tuai⁴⁵▲	
最	tsɛŋ⁴⁵▲	
会	fai⁴⁴▲	~计
外	ŋa⁴⁴	
会	fai⁴⁴	~议
会	ua⁴⁴	不~
乖	kua⁴⁴	
怪	kua⁴⁵	
块	kʰua³¹⁴▲	
怀	fa²²	
坏	fa⁴⁴	
拐	kuai³¹⁴	
挂	kua⁴⁵	
歪	uai⁴⁴	
画	fou⁴⁴	
快	kʰua⁴⁵	
筷	kʰua⁴⁵	
话	uou⁴⁴	
脆	tsʰuai⁴⁵	
岁	suai⁴⁵	
税	sy⁴⁵▲	
卫	ŋuai⁴⁴▲	
废	fai⁴⁵	
肺	fai⁴⁵	
桂	kuai⁴⁵	
惠	fai⁴⁵▲	
慧	fai⁴⁵▲	
碑	pai⁴⁴	
彼	pʰai³¹⁴▲	
披	pʰai⁴⁴	
皮	pʰai²²	
皮	pʰai³信~	
脾	pʰai²²	
被	pʰai⁴⁵	~子
避	pʰai⁴⁴	
弥	lai²²▲	~补
离	lai²²	
篱	lai²²	
篱	luai³笊~▲	
荔	lai⁴⁴	
紫	tsɿ³¹⁴	
此	tsʰɿ³¹⁴	
刺	tsʰɿ⁴⁵	
斯	sɿ⁴⁴	
赐	tsʰɿ⁴⁵▲	
知	tsɿ⁴⁴	
智	tsɿ⁴⁵	
池	tsʰɿ²²	
支	tsɿ⁴⁴	
枝	tsɿ⁴⁴	
纸	tsɿ³¹⁴	
只	tsɿ³	~有
舐	sei⁴⁵	舔
施	sɿ⁴⁴	
是	sɿ⁴⁴	
氏	sɿ⁴⁴	
儿	y²²	
寄	ki⁴⁵	
企	kʰi⁴⁵▲	~业
奇	kʰi²²	
骑	kʰi²²	
技	kʰi⁴⁵	
徛	kʰi⁴⁵	站立
宜	ŋi²²	
蚁	ŋi⁴⁵	
蚁	iŋ³¹⁴~公仔▲	
义	ŋi⁴⁴	
议	ŋi⁴⁵▲	
牺	si⁴⁴	
戏	kʰi⁴⁵	
戏	si⁴⁵	
椅	i³	
移	i²²	
易	i⁴⁴	难~
悲	pai⁴⁴	
比	pai³¹⁴	
秘	pai⁴⁵	~书
屁	pʰai⁴⁵	
备	pʰai⁴⁴	
鼻	pʰai⁴⁴	
眉	mai²²	
眉	mai³~毛	
美	mai³	
地	tʰai⁴⁴	
尼	la²²▲	
梨	lai³	
利	lai⁴⁴	
资	tsɿ⁴⁴	
次	tsʰɿ⁴⁵	
瓷	tsʰɿ²²	
餈	tsʰai²²粽~	
餈	tsʰai³水~	
自	sɿ⁴⁴▲	
私	sɿ⁴⁴	
死	sai³¹⁴话音	
死	sɿ³¹⁴字音	
四	sɿ⁴⁵	
致	tsɿ⁴⁵	
迟	tsʰɿ²²	
师	sɿ⁴⁴	
脂	tsɿ⁴⁴	
指	tsɿ³¹⁴	
指	tsɿ³手~	
至	tsɿ⁴⁵	
示	sɿ⁴⁴	
尸	sɿ⁴⁴	
屎	sɿ³¹⁴	
视	sɿ⁴⁵▲	
二	ŋi⁴⁴	
饥	ki⁴⁴	
器	kʰi⁴⁵	
夷	i²²	
姨	i⁴⁵~爷	
姨	i³大~	
你	lai⁴⁵	
李	lai⁴⁵姓氏	
李	lai³水果	
里	lai³	
理	lai⁴⁵~睬	
理	lai³道~	
子	tsɿ³¹⁴	
子	tsɿ³二行~	
慈	tsʰɿ²²	
字	sɿ³🔺	
司	sɿ⁴⁴	
思	sɿ⁴⁴	
辞	tsʰɿ²²	
祠	tsʰɿ²²	
寺	sɿ⁴⁴	
饲	tsʰɿ²²▲	
置	tsɿ⁴⁵	
耻	tsʰɿ³¹⁴	
持	tsʰɿ²²	
痔	tsɿ⁴⁴▲	
治	tsʰɿ⁴⁴	
士	sɿ⁴⁴	
柿	sɿ⁴⁵	
事	sɿ⁴⁴	
使	sɿ³¹⁴	
史	sɿ³¹⁴	
之	tsɿ⁴⁴	
止	tsɿ³¹⁴	
志	tsɿ⁴⁵	
痣	tsɿ⁴⁵	
齿	tsɿ³¹⁴牙~▲	
齿	tsʰɿ³¹⁴~轮	
诗	sɿ⁴⁴	
始	tsʰɿ³¹⁴▲	
试	sɿ⁴⁵	
时	sɿ²²	
市	sɿ⁴⁵	
耳	ŋi⁴⁵	
基	ki⁴⁴	
己	ki³	
记	ki⁴⁵	
欺	kʰi⁴⁴	
起	hai³¹⁴话音	
起	kʰi³¹⁴字音	
其	kʰi²²	
棋	kʰi³	
旗	kʰi²²	
疑	ŋi²²	
喜	hai³¹⁴话音	
喜	kʰi³¹⁴字音	
医	i⁴⁴	
意	i⁴⁵	
以	i³¹⁴	
异	i⁴⁴	
机	ki⁴⁴	
几	ki³¹⁴	~个
气	kʰi⁴⁵	
汽	kʰi⁴⁵	
毅	ŋai⁴⁴陈~	
毅	ŋi⁴⁴~力	
希	si⁴⁴	
衣	i⁴⁴	
依	i⁴⁴	
累	luai³¹⁴	积~
嘴	tsuai³¹⁴	
嘴	tsuai³搭~	
随	suai²²	
吹	tsʰy⁴⁴	
炊	tsʰy⁴⁴	
垂	suai²²	
瑞	sy⁴⁵▲	祥~
规	kʰuai⁴⁴犯~▲	
规	kuai⁴⁴~矩	
亏	kʰuai⁴⁴	
跪	kʰuai⁴⁴	
危	ŋuai²²	
毁	kʰuai³¹⁴	
委	uai³¹⁴	
为	uai²²	作~
为	uai²²▲	~了
类	luai⁴⁴	
泪	lai³	
醉	tsuai⁴⁵	
虽	suai⁴⁴	
隧	tsʰuai⁴⁴	
追	tsy⁴⁴	
锤	tʰuai²²动词	
锤	tʰuai³名词	
衰	suai⁴⁴	
帅	sa⁴⁵	
水	sy³¹⁴	
龟	kuai⁴⁴	
轨	kuai³¹⁴	
季	ki⁴⁵	
葵	kʰuai²²	
柜	kʰuai⁴⁴	
位	uai⁴⁴字音	
位	uai³	
唯	uai²²	
遗	i²²	
非	fai⁴⁴	
飞	fai⁴⁴	
匪	fai³¹⁴	
费	fai⁴⁵	
肥	fai²²	
微	mai²²	
尾	mai³	
未	mai⁴⁴	
味	mai⁴⁴	
归	kuai⁴⁴	
鬼	kuai³¹⁴	
贵	kuai⁴⁵	
魏	ŋuai⁴⁴	
挥	fai⁴⁴	
威	uai⁴⁴	
慰	uai³¹⁴▲	
违	uai²²	
围	uai²²	
伟	uai³¹⁴	
胃	uai⁴⁵▲	
谓	uai⁴⁴	
保	pau³¹⁴	
宝	pau³¹⁴	
报	pau⁴⁵	
袍	pʰau²²	
抱	pʰau³¹⁴▲	
暴	pʰau⁴⁵▲	
菢	pʰau⁴⁴	孵
毛	mau²²	
毛	mau³松~	
冒	mau⁴⁴	
帽	mau³	
刀	tau⁴⁴	
岛	tau³¹⁴	
到	tau⁴⁵	
倒	tau³¹⁴▲	~水
讨	tʰau³¹⁴	
套	tʰau⁴⁵	
桃	tʰau³	
逃	tʰau²²	
陶	tʰau²²	
道	tʰau⁴⁴	
稻	tʰau⁴⁴	
导	tʰau⁴⁵▲	
脑	lau⁴⁵~门	
脑	lau³	
劳	lau²²	
牢	lau²²	
老	lau⁴⁵	
老	lau³¹⁴	
捞	lau²²	
糟	tsau⁴⁴	
早	tsau³¹⁴	
枣	tsau³	
灶	tsau⁴⁵	
操	tsʰau⁴⁴	体~
草	tsʰau³¹⁴	
曹	tsʰau²²	
皂	tsʰau⁵⁵	
造	tsʰau⁴⁴	
臊	sau⁴⁴	~气
扫	sau⁴⁵▲	~地
嫂	sau³¹⁴	
嫂	sau³子~	
扫	sau⁴⁵	~帚
扫	sau³	芒~
高	kau⁴⁴	
糕	kau⁴⁴	
稿	kau³	
告	kau⁴⁵	
考	kʰau³¹⁴	
靠	kʰau⁴⁵	
熬	ŋau²²	
蒿	kʰau⁴⁴	
好	hau³¹⁴	~坏
好	hau⁴⁵	喜~
毫	hau²²	
号	hau⁴⁴	~码
袄	au³¹⁴	
奥	au⁴⁵	
包	pau⁴⁴	
饱	pau³¹⁴	
豹	pa³话音	
豹	pʰau⁴⁵字音▲	
爆	pau⁴⁵	
泡	pʰau⁴⁵脚~▲	
泡	pʰau³水~	
炮	pʰau⁴⁵	
跑	pʰau³¹⁴	
猫	miau²²~mai³	
猫	miau³🔺	
貌	mau⁴⁴	
闹	lau⁴⁴	
罩	tsau³	
爪	tsau³¹⁴	~子
抄	tsʰau⁴⁴	
炒	tsʰau³¹⁴	
吵	tsʰau³¹⁴	
巢	tsʰau²²	
稍	siau⁴⁴▲	
交	kau⁴⁴	
胶	kau⁴⁴	~布
搅	kau³¹⁴	
搞	kau³¹⁴	
教	kau⁴⁵话音	~育
教	kiau⁴⁵字音	~育
觉	kau⁴⁵	睡~
巧	kʰiau³¹⁴	
咬	ŋau⁴⁵	
孝	hau⁴⁵话音	
孝	siau⁴⁵字音	
效	hau⁴⁴	
校	hau⁴⁴	学~
标	piau⁴⁴	
表	piau⁴⁴▲	手~
表	piau³¹⁴	~格
飘	pʰiau⁴⁴	
票	pʰiau³	车~
薸	pʰiau³	浮萍
苗	miau²²	
秒	miau³¹⁴	
庙	miau⁴⁴	
妙	miau³¹⁴▲	
疗	liau²²▲	
焦	tsiau⁴⁴	
椒	tsiau⁴⁴	
噍	tsʰiau⁴⁴	嚼
消	siau⁴⁴	
小	siau³¹⁴	
笑	siau⁴⁵	
朝	tsiau⁴⁴	今~
超	tsʰiau⁴⁴	
朝	tsʰiau²²	~代
潮	tsʰiau²²	
赵	tsʰiau⁴⁴	
召	tsiau⁴⁴▲	
昭	tsiau⁴⁴	
招	tsiau⁴⁴	
照	tsiau⁴⁵	
烧	siau⁴⁴	
少	siau³¹⁴	多~
少	siau⁴⁵	~年
绍	siau⁴⁵	
饶	ŋiau²²	
骄	kiau⁴⁴	
桥	kʰiau²²	
轿	kʰiau³	
嚣	siau⁴⁴	
妖	iau⁴⁴	
要	iau⁴⁴	~求
要	iau⁴⁵	重~
摇	iau²²	
窑	iau²²	
舀	iau³¹⁴	
耀	iau⁴⁵▲	
鹞	iau³	
刁	tiau⁴⁴	
鸟	tiau³¹⁴交合	
鸟	liau³动物	
钓	tiau⁴⁵	
挑	tʰiau⁴⁴	
跳	tʰiau⁴⁵	
粜	tʰiau⁴⁵	卖出
条	tʰiau²²	
条	tʰiau³雪~	
调	tiau⁴⁵▲	~动
尿	liau⁴⁴	
聊	liau²²	
了	liau⁴⁵	~解
料	liau⁴⁴	
萧	siau⁴⁴	
缴	kiau³¹⁴	
叫	kiau⁴⁵	
尧	ŋiau²²	
晓	siau³¹⁴	
某	mie³¹⁴	
亩	mie⁴⁵	
牡	mie⁴⁵	
母	mu⁴⁵	
贸	mie⁴⁴	
兜	tie⁴⁴	
斗	tie³¹⁴	
陡	tie³¹⁴	
陡	tie³~梯	
斗	tie⁴⁵	~争
偷	tʰie⁴⁴	
敨	tʰie³¹⁴	
透	tʰie⁴⁵	
头	tʰie²²	
头	tʰie³热~	
豆	tʰie⁴⁴~角	
豆	tʰie³黄~	
逗	tʰie⁴⁵▲	
楼	lie²²	
漏	lie⁴⁴	
走	tsie³¹⁴	
奏	tsie⁴⁵	
凑	tsʰie⁴⁵	
勾	kie⁴⁴	
钩	kie⁴⁴动词	
钩	kie³名词	
沟	kie⁴⁴	
狗	kie³¹⁴	
够	kie⁴⁵	
构	kie⁴⁵	
口	kʰie³¹⁴	
口	kʰie³	lie⁴⁴~
扣	kʰie⁴⁵	
藕	ŋie⁴⁵	
偶	ŋie³¹⁴	配~
侯	hie²²	
喉	hie²²	
猴	hie³	
后	hie⁴⁵~年	
后	hie⁴⁴~背	
厚	hie⁴⁵	
候	hie⁴⁴	
候	hie³时~	
欧	ie⁴⁴	
呕	ie³¹⁴	
沤	ie⁴⁵	~肥
否	fie³¹⁴	
富	fu⁴⁵	
副	fu⁴⁵	
浮	fie²²	
妇	fu⁴⁵~女	
妇	pu⁴⁵新~娘▲	
妇	pu³新~▲	
负	fu⁴⁴	
谋	mie²²	
矛	mau²²	
纽	liu³¹⁴	
流	liu²²	
刘	liu²²	
留	liu²²	
柳	liu³	
酒	tsiu³¹⁴	
秋	tsʰiu⁴⁴	
就	tsʰiu⁴⁴	
修	siu⁴⁴	
秀	siu⁴⁵	
绣	siu⁴⁵	
袖	tsʰiu⁴⁴	
昼	tsiu⁴⁵~夜	
昼	tiu⁴⁵上~	
抽	tsʰiu⁴⁴	
丑	tsʰiu³¹⁴	
绸	tsʰiu³	
宙	tsʰiu⁴⁵	
邹	tsie⁴⁴	
皱	tsie⁴⁵	
愁	tsʰie²²	
搜	sie⁴⁴	
馊	sie⁴⁴	
瘦	sie⁴⁵	
周	tsiu⁴⁴	
州	tsiu⁴⁴	
咒	tsiu⁴⁵	
臭	tsʰiu⁴⁵	
收	siu⁴⁴	
手	siu³¹⁴	
守	tsiu³¹⁴话音▲	
守	siu³¹⁴字音	
兽	tsʰiu⁴⁵▲	
仇	siu²²	报~
受	siu⁴⁴	
寿	siu⁴⁴	
售	tsʰiu²²▲	
柔	iu²²	
阄	kie³	掂~
九	kiu³¹⁴	
久	kiu³¹⁴	
救	kiu⁴⁵	
丘	kʰiu⁴⁴	
求	kʰiu²²	
球	kʰiu²²	
舅	kʰiu⁴⁵~娘	
舅	kʰiu³细~	
旧	kʰiu⁴⁴	
牛	ŋiu²²	
休	siu⁴⁴	
优	iu⁴⁴	
尤	iu²²	
邮	iu²²	
有	iu⁴⁵	
友	iu³	
又	iu⁴⁴	
右	iu⁴⁴	
由	iu²²	
油	iu²²	
酉	iu³	
柚	iu³	
彪	piau⁴⁴	
谬	miau⁴⁴	
幼	iu⁴⁴	
耽	toŋ⁴⁴	
答	tou⁵	
搭	tou⁵	
贪	tʰoŋ⁴⁴	
探	tʰoŋ⁴⁵	~亲
踏	tʰou⁵	
潭	tʰoŋ²²	
南	loŋ²²	
男	loŋ²²	
纳	lou⁵	
参	tsʰoŋ⁴⁴	~加
惨	tsʰaŋ³¹⁴	
蚕	tsʰoŋ²²	
蚕	tsʰoŋ³~包	
杂	tsʰou⁵	
感	koŋ³¹⁴	
感	kaŋ³¹⁴~冒	
鸽	ka³	
含	haŋ²²	
合	hou⁵	
庵	oŋ⁴⁴	佛寺
暗	oŋ⁴⁵	
担	toŋ⁴⁴	~任
胆	toŋ³¹⁴	
担	toŋ⁴⁵~竿	
担	toŋ³挑~	
毯	tʰoŋ³¹⁴	
塔	tʰou³	
塌	tʰou⁵	
谈	tʰoŋ²²	
痰	tʰoŋ²²	
淡	tʰoŋ⁴⁵	
蓝	loŋ²²	
篮	loŋ²²~球	
篮	loŋ³竹~	
览	loŋ³¹⁴	
腊	lou⁵	
蜡	lou⁵	
暂	tsʰoŋ⁴⁴	
三	soŋ⁴⁴	
甘	koŋ⁴⁴	
柑	koŋ³	
敢	koŋ³¹⁴	
喊	kʰaŋ⁴⁵▲	
站	tsʰoŋ⁴⁵▲	车~
赚	tsʰyẽ⁴⁴▲	
斩	tsaŋ³¹⁴	
插	tsʰa⁵	
闸	tsa³▲	
杉	sou⁴⁴▲	
减	kaŋ³¹⁴	
夹	ka³	
恰	ha⁵	
咸	haŋ²²	
陷	haŋ⁴⁴	
馅	haŋ³	
狭	ha⁵	
峡	si⁵▲	
衫	saŋ⁴⁴~袖	
衫	saŋ³汗~	
监	kaŋ⁴⁵▲	~狱
甲	ka⁵	
岩	ŋoŋ²²	
癌	ŋoŋ²²	
衔	haŋ²²	
舰	loŋ²²▲	
鸭	ou³	
压	ou⁵	
贬	piŋ³¹⁴	
聂	ŋi⁵	
廉	liŋ²²	
镰	liŋ²²禾~刀	
镰	liŋ³茅~	
猎	li⁵	
尖	tsiŋ⁴⁴	
接	tsi⁵	
签	tsʰiŋ⁴⁴	
妾	tsʰi³▲	
潜	tsʰiŋ²²	
渐	tsʰiŋ⁴⁵	
捷	tsʰi⁵	
沾	tsiŋ⁴⁴	
占	tsiŋ⁴⁵	~领
折	tsi⁵	~叠
陕	siŋ³¹⁴	
闪	siŋ³¹⁴	
摄	si⁵	
涉	si⁵	
染	liŋ⁴⁵▲	
检	kiŋ³¹⁴	
