汉字	音标	注释
拍	pʰa⁵	
魄	pʰou⁵	
彭	pʰaŋ²²	
白	pʰou⁵	
盲	maŋ²²	
盲	maŋ³发鸡~	
猛	maŋ³¹⁴	
孟	maŋ⁴⁴	
打	tou³▲	
冷	laŋ⁴⁵	
撑	tsʰaŋ⁴⁵▲	
撑	/	~儿
拆	tsʰou⁵	~开
泽	tsʰa⁵	
择	tsʰa⁵	
窄	tsa⁵	
生	saŋ⁴⁴先~	
生	saŋ³后~仔	
牲	saŋ⁴⁴	
甥	saŋ³	
省	saŋ³¹⁴	~长
省	saŋ³¹⁴	节~
更	kaŋ⁴⁴	五~
粳	kaŋ⁴⁴	
庚	kaŋ⁴⁴	
哽	kaŋ⁴⁴▲	
梗	kuaŋ³¹⁴▲	
更	kaŋ⁴⁵	~加
格	ka⁵	
格	kou³~子	
坑	haŋ⁴⁴	
客	kʰou⁵	
硬	ŋaŋ⁴⁴	
额	ŋia⁵	
吓	hou⁵	恐~
行	haŋ²²	~为
衡	haŋ²²	
杏	haŋ⁴⁵	
掰	ma⁵	
掰	mi⁵	
棚	pʰaŋ²²	
棚	pʰiẽ²²▲	
萌	maŋ²²	
麦	ma⁵	
脉	ma⁵	
摘	tsa⁵	
橙	tsʰaŋ³	~子
争	tsaŋ⁴⁴	
睁	tsaŋ⁴⁴	
责	tsa⁵	
策	tsʰa³	
册	tsʰou³	
耕	kaŋ⁴⁴	
耿	kɛŋ³¹⁴▲	
革	ka⁵	
隔	kou⁵~擘	
隔	ka⁵~开	
幸	haŋ⁴⁴	
核	u³▲	果~
鹦	iaŋ⁴⁴	
轭	ou⁵	牛~
兵	paŋ⁴⁴	
丙	paŋ³¹⁴	
柄	piaŋ³	
碧	pai⁵	
平	pʰiaŋ²²~地	
平	pʰaŋ²²和~	
坪	pʰiaŋ²²晒~	
坪	pʰiaŋ³平地	
评	pʰaŋ²²	
病	pʰiaŋ⁴⁴	
鸣	maŋ²²	
明	miaŋ²²~年	
明	maŋ²²~白	
盟	maŋ²²	
命	miaŋ⁴⁴搏~	
命	maŋ⁴⁴~运	
京	kaŋ⁴⁴	
惊	kiaŋ⁴⁴	
景	kaŋ³¹⁴	
警	kaŋ³¹⁴	
境	kaŋ³¹⁴	
敬	kaŋ⁴⁵	
竟	kaŋ⁴⁵	
镜	kiaŋ⁴⁵	
卿	kʰaŋ⁴⁴	
庆	kʰaŋ⁴⁵	
擎	/	
鲸	kʰɛŋ²²▲	
竞	kaŋ⁴⁵▲	
屐	kʰia³	木~
迎	ŋaŋ²²	
逆	ŋia⁵	
英	iaŋ⁴⁴	
影	iaŋ³¹⁴	
映	iaŋ³¹⁴▲	
饼	piaŋ³¹⁴	
聘	pʰaŋ⁴⁵	
僻	pʰai⁵	
辟	pʰai⁵	
名	miaŋ³	
领	liaŋ⁴⁵领~	
领	liaŋ³衫~	
岭	liaŋ⁴⁵	
令	laŋ⁴⁴	
精	tsiaŋ⁴⁴~肉	
精	tsaŋ⁴⁴~神	
睛	tsiaŋ³	
晶	tsaŋ⁴⁴	
井	tsiaŋ³¹⁴	
积	tsa⁵	
迹	tsia⁵脚~	
迹	tsa⁵事~	
脊	tsia⁵	
清	tsʰaŋ⁴⁴	
请	tsʰiaŋ³¹⁴	
情	tsʰaŋ²²	
晴	tsʰiaŋ²²	
静	tsʰaŋ⁴⁴	
净	tsʰiaŋ⁴⁴	
籍	tsʰa³	~贯
姓	siaŋ⁴⁵	
性	saŋ⁴⁵	
惜	sai⁵	
昔	sai⁵	
席	sa³	主~
夕	sai⁵	
贞	tsɛŋ⁴⁴▲	
侦	tsɛŋ⁴⁴▲	
呈	tsʰaŋ²²	
程	tsʰaŋ²²	
郑	tsʰaŋ⁴⁴	
正	tsaŋ⁴⁴	~月
征	tsaŋ⁴⁴	~兵
整	tsaŋ³¹⁴	
正	tsaŋ⁴⁵	
政	tsaŋ⁴⁵	
只	tsa⁵	一~
炙	tsou⁵	
赤	tsʰou⁵	
尺	tsʰou⁵量词	
尺	tsʰou³名词	
声	saŋ⁴⁴	
圣	saŋ⁴⁵	
释	sa⁵	
适	sa⁵	
成	saŋ²²	
城	saŋ²²	
诚	saŋ²²	
盛	saŋ⁴⁵▲	丰~
石	sou³	
颈	kiaŋ³¹⁴	
轻	kʰiaŋ⁴⁴	
婴	iaŋ⁴⁴	
益	ia⁵	
盈	iaŋ²²	
赢	iaŋ²²	
译	ia⁵	
易	ia⁵	交~
壁	pia⁵结~	
壁	pia³隔~	
劈	pʰia⁵	
瓶	pʰɛŋ³▲	
屏	pʰaŋ²²	
萍	pʰaŋ²²	
並	pɛŋ⁴⁴▲	
並	paŋ⁴⁵▲	
铭	miaŋ³	
丁	taŋ⁴⁴	
钉	tiaŋ³	铁~
顶	tiaŋ³¹⁴岭~	
顶	tɛŋ³¹⁴~颈	
钉	tiaŋ⁴⁴▲	~住
订	tiaŋ⁴⁵	
的	tai⁵	目~
滴	ta⁵	
嫡	ta⁵	~亲
听	tʰiaŋ⁴⁵▲	~见
厅	tʰiaŋ⁴⁴	
踢	tʰia⁵	
剔	tʰia⁵	
亭	tʰaŋ³	
停	tʰaŋ²²	
庭	tʰaŋ²²	
艇	tʰiaŋ³	
挺	tʰaŋ³¹⁴▲	
定	tʰaŋ⁴⁴	
敌	tʰa⁵	
笛	tʰiau³▲	
笛	tʰia⁵	
籴	tʰia⁵	
宁	laŋ²²	安~
灵	liaŋ²²算命~	
灵	laŋ²²~单	
零	laŋ²²	
零	liaŋ³十~个	
铃	liaŋ²²	
铃	liaŋ³马~薯	
另	liaŋ⁴⁴	
历	la⁵	经~
绩	tsa⁵	
青	tsʰiaŋ⁴⁴	
戚	tsʰai⁵	
星	saŋ⁴⁴~期一	
星	siaŋ³天~	
腥	siaŋ⁴⁴	
醒	siaŋ³¹⁴	
析	sa⁵	
锡	sia⁵	
经	kaŋ⁴⁴	
激	ki⁵	
击	ki⁵	
形	haŋ²²	
型	haŋ²²	
刑	haŋ²²	
矿	kʰoŋ⁴⁵▲	
轰	kuaŋ⁴⁴▲	~炸
横	uaŋ²²	~直
宏	hiẽ²²▲	
获	uo⁵	
划	ua³	计~
倾	kʰɛŋ⁴⁴	
琼	kʰɛŋ²²	
兄	hiẽ⁴⁴▲	
荣	iẽ²²▲	
永	iɛŋ³¹⁴	
泳	iɛŋ³¹⁴▲	
营	iaŋ²²	
颖	iɛŋ⁴⁵	
役	iau³	
疫	iau³	
萤	iaŋ²²▲	
扑	pʰie⁵	
蓬	pʰiẽ²²	
篷	pʰiẽ²²	
瀑	pʰau⁴⁵▲	~布
蒙	miẽ²²	
木	mie³	
东	tiẽ⁴⁴	
董	tiẽ³¹⁴	
懂	tiẽ³¹⁴	
冻	tiẽ⁴⁵	
通	tʰiẽ⁴⁴	
桶	tʰiẽ³¹⁴~楻	
桶	tʰiẽ³井~	
痛	tʰiẽ⁴⁵	
秃	tʰo⁵▲	
同	tʰiẽ²²	
铜	tʰiẽ²²	
童	tʰiẽ²²	
筒	tʰiẽ²²量词	
筒	tʰiẽ³名词	
动	tʰiẽ⁴⁴	
洞	tʰiẽ⁴⁴	
独	tʰie⁵	
读	tʰie⁵	
笼	liẽ³	
聋	liẽ²²	
拢	liẽ³¹⁴	
弄	liẽ⁴⁴	
鹿	lie³	
棕	tsiẽ⁴⁴	
总	tsiẽ³¹⁴	
粽	tsiẽ³	
聪	tsʰiẽ⁴⁴	
匆	tsʰiẽ⁴⁴	
葱	tsʰiẽ³	
丛	tsʰiẽ²²	
族	tsʰie⁵	
送	siẽ⁴⁵	
速	tsʰie⁵▲	
公	kiẽ⁴⁴丈~婆	
公	kiẽ³大年~	
工	kiẽ⁴⁴	
功	kiẽ⁴⁴	
攻	kiẽ⁴⁴	
贡	kiẽ⁴⁵	
谷	kie³	稻~
空	kʰiẽ⁴⁴	~气
孔	kʰiẽ³¹⁴	
控	kʰiẽ⁴⁵	
空	kʰiẽ⁴⁴	~缺
哭	hie⁵	
烘	hiẽ⁴⁵▲	
红	hiẽ²²	
洪	hiẽ²²	
汞	kiẽ⁴⁵▲	
翁	iẽ⁴⁴	
屋	ie⁵	
冬	tiẽ⁴⁴	
督	tie⁵	
统	tʰiẽ³¹⁴▲	
毒	tʰie⁵	
农	liẽ²²	
脓	liẽ²²	
宗	tsiẽ⁴⁴	
综	tsiẽ⁴⁴▲	
松	siẽ⁴⁴	轻~
宋	siẽ⁴⁵	
酷	hau⁴⁴▲	
风	fiẽ⁴⁴	
枫	fiẽ⁴⁴	
讽	fiẽ³¹⁴▲	
福	fie⁵	
复	fie⁵	~杂
幅	fie⁵	
丰	fiẽ⁴⁴	
覆	fie⁵	
冯	fiẽ²²	
凤	fiẽ⁴⁴	
服	fie³	
伏	pʰie⁵趴	
伏	fie⁵	
复	fie⁵	~原
梦	miẽ⁴⁴	
目	mie⁵	
牧	mie⁵	
隆	liẽ²²	
六	lie⁵	
陆	lie⁵	
肃	sie⁵	
宿	sie⁵	住~
中	tsiẽ⁴⁴	~间
忠	tsiẽ⁴⁴	
中	tsiẽ⁴⁵	打~
竹	tsie⁵~花碗	
竹	tsie⁵	
筑	tsie⁵	
畜	tsʰie⁵	~生
虫	tsʰiẽ²²	
轴	tsʰie⁵	
逐	tsʰie⁵	
崇	siẽ²²▲	
缩	sie⁵	
终	tsiẽ⁴⁴	
众	tsiẽ⁴⁵	
祝	tsie⁵	
粥	tsie⁵	
充	tsʰiẽ⁴⁴	
铳	tsʰiẽ⁴⁵	
叔	sie³	
熟	sie⁵	
绒	iẽ²²	
肉	ŋie³猪~	
肉	ŋie³落生~	
弓	kiẽ⁴⁴	
躬	kiẽ⁴⁴	
宫	kiẽ⁴⁴	
菊	kʰie³▲	
穷	kʰiẽ²²	
畜	tsʰie⁵▲	~牧
蓄	tsʰie⁵▲	
熊	hiẽ²²▲	
雄	hiẽ²²▲	
融	iẽ²²	
育	ie⁵🔺	
封	fiẽ⁴⁴	
峰	fiẽ⁴⁴	
蜂	fiẽ⁴⁴	
锋	fiẽ⁴⁴	
捧	piẽ³¹⁴	
逢	fiẽ²²	
缝	fiẽ²²	~衣
奉	fiẽ⁴⁴	
缝	fiẽ²²▲	~隙
浓	liẽ²²	
龙	liẽ²²	
绿	lie⁵	
录	lie³	
纵	tsiẽ⁴⁵▲	~横
踪	tsiẽ⁴⁴	
足	tsie⁵	
促	tsʰie⁵	
从	tsʰiẽ²²	跟~
粟	sie³	
松	tsʰiẽ²²	~树
诵	siẽ⁴⁵▲	
颂	siẽ⁴⁵▲	
俗	sie⁵	
续	tsʰie⁵	
宠	tsʰiẽ³¹⁴	
重	tsʰiẽ²²	~复
重	tsʰiẽ⁴⁵	轻~
钟	tsiẽ⁴⁴	
种	tsiẽ³¹⁴	~类
种	tsiẽ⁴⁵	~树
烛	tsie⁵	
嘱	tsie⁵	
冲	tsʰiẽ⁴⁴	
触	tsʰie⁵	
舂	/	
束	tsʰie⁵▲	
属	sie³	
茸	iẽ²²	
辱	ie⁵	
恭	kiẽ⁴⁴	
供	kiẽ⁴⁵▲	~给
恐	kʰiẽ³¹⁴	
曲	kʰie⁵	
共	kʰiẽ⁴⁴	
局	kʰie³	
玉	ŋie⁵	
狱	ŋie⁵	
胸	hiẽ⁴⁴	
凶	hiẽ⁴⁴	
雍	iẽ⁴⁴	
拥	ẽ³¹⁴推	
拥	iẽ³¹⁴	
容	iẽ²²	
勇	iẽ³¹⁴	
用	iẽ⁴⁴	
欲	ie⁵	
浴	ie⁵	
