汉字	音标	注释
九	tɕiəu53	
久	tɕiəu53	
韭	tɕiəu53	
救	tɕiəu33	
丘	tɕʰiou21	韵存疑
求	tɕʰiəu13	
舅	tɕʰiəu53	
旧	tɕʰiəu33	
牛	ŋai13	
忧	iəu21	
有	iəu53	
友	iəu53	
又	iəu35	调例外
右	iəu35	调例外
油	iəu13	
幼	iəu33	
答	ta21	
搭	ta21	
探	tã33	
潭	tã13	
谭	tã13	
男	nei13	
南	nei13	
杂	tsʰa55	
含	xã13	
合	xo55	~起
盒	xa55	烟~
庵	oŋ35	
担	loŋ35	~任
胆	tei53	
担	tei33	~子
毯	tʰei53	
塔	tʰa21	
谈	tei13	
痰	tei13	
淡	tei53	
蓝	lei13	
腊	la55	
蜡	la55	
三	sei21	
甘	koŋ21	
敢	koŋ53	
赚	tɕʰye55	
眨	tsa35	~眼，例外
插	tsʰa21	
炸	tsʰa55	油~
杉	so21	
减	kã53	
夹	ka21	
掐	kʰa21	
鹹	xe13	~淡
衫	so21	
甲	ka21	
鸭	a21	
压	a21	
镰	liã13	
尖	tɕiã21	
接	tɕi21	
签	tɕʰiã21	
佔	tɕiã33	
染	niã53	
盐	iã13	
阎	iã13	
葉	i35	树~
欠	tɕʰiã33	
点	tiã53	
添	tiã13	声、调存疑，阳平
帖	tʰi21	请~
甜	tiã13	
簟	tiã53	
念	niã33	
挟	ka21	~菜
嫌	ɕiã13	
法	fa21	~子
淋	lin13	~湿
立	li55	
粒	la21	
心	ɕin21	
寻	/	
沉	tsʰən13	
针	tsən21	
斟	tsən21	
深	sən21	
湿	xa55	
十	ɕie55	
入	ni55	
今	tɕin21	
金	tɕin21	
禁	tɕin33	~止
急	tɕi21	
琴	tɕʰin13	
及	tɕi21	
音	in21	
阴	in21	
单	tei21	~独
滩	tʰã21	
摊	tʰã21	
炭	tʰei33	
弹	tã13	~琴
难	nei13	~易
难	nei55	患~
拦	lei13	
栏	lei13	
懒	lei53	
烂	lei55	
辣	la55	
擦	tsʰo21	
散	sei33	分~
伞	sei53	
撒	so21	~种
萨	so21	
肝	koŋ21	
乾	koŋ21	~湿
稈	koŋ53	稻~
赶	koŋ53	
割	ko21	
岸	/	
汉	xoŋ33	
寒	xoŋ13	
汗	xoŋ55	
安	ŋ21	
八	pa21	
抹	ma21	~桌
盏	tsei53	灯~
铲	tsʰei53	
山	sei21	
杀	sa21	
间	ke21	中~
间	ke33	~断
眼	ŋe53	
闲	ɕiã13	
苋	ɕiã55	~菜
班	pei21	
扳	pei21	
板	pei53	
襻	pʰei33	纽~
蛮	mei13	
慢	mei55	
瞎	xa21	
鞭	piã21	
变	piã33	
别	pi21	区~
鳖	pi21	
偏	pʰiã21	
便	piã13	~宜
便	piã55	方~
棉	miã13	
免	miã53	
面	miã33	脸~，调例外，阴去
碾	niã53	
连	liã13	
煎	tɕiã21	
剪	tɕiã53	
箭	tɕiã33	
迁	tɕʰiã21	
浅	tɕʰiã53	
钱	tɕʰiã13	
贱	tɕʰiã55	
仙	ɕiã21	
鲜	ɕiã21	新~
癣	ɕiã53	
线	ɕiã33	
扇	ɕiã33	
燃	niã13	
热	ni55	天~
揭	tɕi21	
歇	ɕiəu21	
边	piã21	
匾	piã53	
憋	pi21	
片	pʰiã33	
撇	pʰi21	~开
眠	mi13	
麵	mi55	~条
篾	mi55	竹~
颠	tiã21	
典	tiã13	调例外，阳平
天	tʰiã21	
铁	tʰi21	
田	tiã13	
填	tiã13	
垫	tiã55	~钱
年	niã13	
撚	niã53	~碎
怜	liã13	
莲	liã13	
节	tɕi21	
千	tɕʰiã21	
切	tɕʰi21	
前	tɕʰiã13	
先	ɕiã21	
见	tɕiã33	
结	tɕi21	
牵	tɕʰiã13	调例外，阳平
贤	ɕiã13	
现	ɕiã55	
烟	iã21	
搬	piã21	
半	pã33	
钵	pu21	
拨	pu21	
泼	pʰo21	
盘	pã21	
伴	pã53	
瞒	mã13	
满	mã53	
端	tən21	
短	toŋ53	
脱	tʰo21	
团	toŋ13	
断	toŋ53	~绝
段	toŋ55	
暖	noŋ53	
卵	loŋ53	
乱	loŋ55	
酸	soŋ21	
算	soŋ33	
蒜	soŋ33	
官	koŋ21	
管	kuã53	
灌	koŋ33	
宽	kʰuã21	
阔	kʰo21	
欢	xoŋ21	
完	uã13	
活	fei55	
碗	oŋ53	
滑	ua55	
挖	ua21	
闩	soŋ21	
关	kuei21	
惯	kuei33	
刮	kua21	
还	uei13	~原
还	xe13	~有
弯	uei21	
全	tɕʰyã13	
绝	tɕʰy35	
选	ɕyã53	
雪	ɕye21	
旋	tɕʰya55	
转	tɕyã53	~送
转	tɕyã21	~圈
传	tɕyã13	~达
专	tɕyã21	
砖	tɕyã21	
穿	tɕʰyã21	
串	tɕʰyã33	
船	ɕyã13	
软	yã53	
捲	tɕyã53	~起
圈	kʰua21	圆~
拳	tɕʰyã13	
权	tɕʰyã13	
圆	yã13	
缘	yã13	
捐	tɕyan21	
反	fei53	
發	fa21	~财
翻	fei21	
烦	fei13	
饭	fei55	
罚	fa55	
晚	fei53	
万	uei55	
袜	ma55	
劝	tɕʰyã33	
元	yã13	
源	yã13	
愿	yã55	
月	y55	
冤	yã21	
园	yã13	
远	yã53	
越	y55	
缺	tɕʰy21	
血	ɕy21	
县	ɕyã55	
跟	kã21	
根	kã21	
恩	/	
笔	pi21	
匹	pi13	一~
贫	/	
密	mi55	
鳞	lin13	
栗	li55	
儘	tɕin53	~前
亲	tɕʰin21	
七	tɕʰi21	
漆	tɕʰi21	
尽	tɕin53	
疾	tɕi55	
辛	ɕin21	
新	ɕin21	
信	ɕin33	
膝	tɕʰi21	
镇	tin33	
陈	tsʰən13	
尘	tsʰən13	
阵	tsʰən55	
蝨	sɿ21	~子
真	tsən21	
神	sən13	
实	ɕie55	
身	sən21	
伸	sən21	
失	se21	
晨	sən13	
人	ni13	
忍	in53	
认	ni55	
巾	tɕin21	
紧	tɕin53	
银	nin13	
印	in33	
一	i21	
引	in53	
斤	tɕin21	
筋	tɕin21	
芹	tɕʰin13	
近	tɕʰin53	
本	pã53	
不	ŋ33	
喷	/	~香
盆	pã13	
门	mã13	
闷	men55	
没	mau55	~有，训读
顿	tyã33	
嫩	nyã55	
论	lyã55	议~
寸	tɕʰyã33	
存	tsʰən13	
孙	ɕyã21	
损	ɕyã53	
滚	kuã53	
棍	/	
骨	kuei21	~头
綑	/	~起
昏	/	
魂	fã13	
温	uã21	
瘟	uã21	
稳	uã53	
笋	ɕin53	
榫	ɕin53	~头
椿	tsʰoŋ21	~树
准	tsoŋ53	
春	tsʰoŋ21	
蠢	tsʰoŋ53	
出	tsʰei21	
顺	soŋ55	
润	ioŋ55	
闰	ioŋ55	
菌	tɕʰioŋ53	
匀	ioŋ13	
分	pã21	~开
粉	fã13	
坟	pã13	
份	fã55	一~
文	uã13	
闻	min33	调例外，阴去
问	mã33	调例外，阴去
裙	tɕʰioŋ13	
薰	ɕioŋ21	
雲	ioŋ13	白~
运	ioŋ55	
帮	pã21	
榜	pã53	
旁	pã13	
薄	pu55	
芒	mã13	
当	tã21	~时
挡	tã53	阻~
当	tã33	~作
汤	tʰã21	
堂	tã13	
唐	tã13	
糖	tã13	
塘	tã13	
郎	lã13	
狼	lã13	
落	lu55	
葬	tsã33	
仓	tsʰã21	
凿	tsʰu55	
桑	sã21	
丧	sã21	婚~
索	/	绳~
岗	kã21	
钢	kã21	
缸	kã21	
钢	kã33	动词
各	kʰo21	
糠	xã21	
行	xã13	~列
恶	ŋo21	善~
娘	niã13	
酿	niã55	
凉	liã13	
量	liã13	丈~
梁	liã13	
粱	liã13	
两	liã53	~个
亮	liã55	
辆	liã55	
将	tɕiã21	~就
浆	tɕiã21	
蒋	tɕiã53	
酱	tɕiã33	
枪	tɕʰiã21	
抢	tɕʰiã53	
墙	tɕʰiã13	
匠	tɕʰiã55	
箱	ɕiã21	
厢	ɕiã21	
想	ɕiã53	
相	ɕiã33	~貌
削	ɕiəu21	
象	ɕiã53	大~
张	tsã21	
长	tsã53	生~
涨	tsã53	~水
帐	tsã33	
胀	tsã33	
着	tsəu21	~衣
长	tsʰã13	~短
肠	liã13	
场	tsʰã13	~地
丈	tsʰã53	
庄	tsã21	
装	tsã21	
壮	tsã33	
疮	tsʰã21	
床	tsʰã13	~铺
状	tsuã33	调例外，阴去
霜	sã21	
樟	tsã21	
掌	tsã53	
厂	tsʰei53	
唱	tsʰã33	
商	sã21	
伤	sã21	
尝	sã13	
上	sã53	~山
上	sã33	~面
让	niã55	
薑	tɕiã21	生~
脚	tɕiəu21	
强	tɕʰiã13	~大
香	ɕiã21	
乡	ɕiã21	
响	ɕiã53	
向	ɕiã33	
秧	iã21	
约	io21	
羊	iã13	
杨	iã13	
阳	iã13	
养	iã53	
痒	iã53	
样	iã55	
药	iəu55	
光	koŋ21	
广	koŋ53	
荒	fã21	
慌	fã21	
黄	xoŋ13	
皇	uã13	
方	fã21	
放	pã33	
妨	fã21	~害，疑读半边
纺	pʰã53	
房	fã13	
防	fã13	
网	mã53	
王	uei13	
剥	pu21	~开
雹	pau55	
啄	tu21	
双	sã21	一~
江	kã21	~边
讲	kã53	
降	tɕiã33	下~
虹	kã33	彩~
角	tɕiəu21	一~
壳	kʰu21	蛋~
降	ɕiã13	投~
巷	xã55	
学	fu55	上~
崩	lən21	训读
北	pei21	
朋	pʰoŋ13	
墨	mi55	
灯	tã21	
等	tã53	
凳	tã33	
得	tei21	
德	te21	
藤	tã13	
邓	tã55	
能	nən13	
曾	tsən21	姓
层	tsʰən13	
塞	se21	闭~
肯	xã53	
刻	kʰe21	时~
克	kʰe21	
黑	xe21	
冰	pei21	~糖
逼	pi21	
凭	pei13	
力	ly21	
鲫	tɕi21	
熄	ɕi21	
橙	tsʰən13	~色
直	tɕʰi55	
色	se21	
蒸	tsən21	
织	tɕi21	
称	tsʰən21	~重
秤	tsʰən33	~杆
剩	sən55	
升	sən21	
识	ɕi21	
兴	ɕin33	高~
应	in33	~对
国	ko21	
百	po21	
柏	po21	
伯	po21	~父
拍	pʰe21	
彭	pən13	
白	po55	
打	ta53	
冷	lei53	
牚	tsʰei13	~儿
拆	tsʰo21	~开
铛	tsʰei21	
生	sei21	
甥	sei21	
省	sei53	~长
更	ke21	五~
梗	kuei53	~子
格	ke21	
客	kʰo21	
硬	ŋe55	
嚇	xo33	恐~
行	xe13	~为
棚	pən13	
麦	mo55	
脉	mo55	
摘	tso21	
橙	tsʰən13	~子
争	tsei21	
责	tse21	
策	tsʰe21	
隔	ke21	
轭	o21	
兵	pei21	
平	pei13	
坪	pei13	
病	pei55	
明	mei13	
命	mei55	
惊	tɕin21	
敬	tɕin33	
镜	tɕin33	
影	in53	
映	in33	
饼	pei53	
名	mei13	
岭	lei53	
领	lei53	
精	tsei21	
睛	tsei21	眼~
井	tsei53	
清	tsʰei21	
请	tsʰei53	
情	tsei13	
晴	tsei13	
静	tsʰei53	恬~
净	tsʰei55	
性	sei55	
姓	sei55	
惜	ɕi21	
席	tɕʰio55	
正	tsei21	~月
整	tsei53	齐~
正	tsei33	端~
隻	tso21	一~
炙	tso21	
赤	so21	
尺	tsʰo21	
射	so55	
声	sei21	
成	sei13	
城	sei13	
盛	sei13	~满
石	so55	
颈	ke53	
轻	kʰe21	~重
赢	ie13	
壁	pio21	
劈	pʰi21	
瓶	误	
钉	tei21	铁~
疔	tei21	
顶	tei53	
钉	tei33	~住
滴	ti21	
听	tʰei33	~见
听	tʰei33	~任
踢	tʰio21	
亭	tei13	
停	tei13	
定	tei53	
笛	tio55	
宁	nei13	安~
灵	lei13	
零	lei13	
铃	lei13	
另	lei55	
曆	lio55	
青	tsʰei21	
星	sei21	
腥	sei21	
锡	ɕio21	
经	ke21	念~
吃	tɕʰi21	~亏，借官
形	ɕin21	借官
橫	uei13	~直
划	xo55	
兄	ɕyã21	
永	ioŋ53	
卜	pu21	
扑	pʰu21	
蓬	pən13	
篷	pən13	
蒙	mən13	
木	məu21	
东	tən21	
懂	tən53	
冻	tən33	
通	tʰən21	
桶	tʰən53	
同	tən13	
铜	tən13	
桐	tən13	
筒	tən13	
洞	tən55	
独	təu55	
读	təu55	
笼	lən13	
聋	lən21	调例外，阴平
棕	tsən21	
总	tsən53	
粽	tsən33	
聪	tsʰən21	
葱	tsʰən21	
送	sən33	
公	kən21	
工	kən22	
功	kən23	
穀	kəu21	稻~
空	kʰən21	~虚
空	kʰən33	~缺
哭	kʰəu21	
烘	xã33	~干，韵例外
哄	xən53	~骗
红	xən13	
屋	əu21	
冬	tən21	
统	tʰən33	保留去声存疑
毒	təu55	
农	nən13	
鬆	sən21	~紧
宋	sən33	
风	fən21	
枫	fən21	
福	fəu21	
冯	xən13	
凤	xən55	
服	fəu55	
伏	fəu55	
梦	mən53	调例外，上声
六	liəu55	
陆	liəu55	
宿	ɕiəu21	
中	tsən21	当~
中	tsei33	射~
竹	tsəu21	
畜	tɕʰəu21	~牲
虫	tsʰən13	
缩	su21	
终	tsən21	
众	tsən33	
充	tsʰən21	
铳	tsʰən33	鸟~
叔	səu21	
熟	səu55	煮~
肉	u55	
穷	tɕʰin13	
雄	ɕin13	
融	in13	
封	fən21	
蜂	pʰən21	
锋	pʰən21	
捧	pʰən53	
逢	fən13	
奉	pən53	
缝	fən55	裂~
浓	nən13	
龙	lin13	
绿	liəu21	
松	tɕʰioŋ13	~树
续	su21	借官
重	tsʰoŋ13	~复，韵例外
重	tsʰən53	~量
鐘	tsən21	打~
种	tsən53	~类
肿	tsən53	
烛	tsəu21	
冲	tsʰən21	
赎	səu55	
供	tɕin21	~给
拱	kən53	~手
恐	ɕin53	
局	tɕy55	
玉	y55	
胸	ɕioŋ21	
兇	ɕioŋ21	~恶
容	in13	
镕	in13	
勇	ioŋ53	
涌	ioŋ53	
用	in55	
