[pi{32}]疲琵枇皮脾{～气}
[vai{31}]坏
[ai{55}]揩
[ai{32}]鞋
[ai{33}]矮
[ai{24}]械懈蟹
[ai{51}]隘
[pɐi{55}]跛陂
[pɐi{51}]蔽闭
[pɐi{31}]币毙弊敝鐾
[pʰɐi{55}]批
[mɐi{55}]米{一～}
[mɐi{32}]迷谜谜
[mɐi{24}]米{～饭}
[mɐi{31}]□{唔系合音字}
[fɐi{55}]西犀荽
[fɐi{33}]洗
[fɐi{51}]婿细{奸～}
[tɐi{55}]低媞
[θɐi{55}]挤剂
[tɐi{32}]提蹄啼堤题蒂
[θɐi{32}]齐脐荠
[tɐi{33}]底抵牴
[tɐi{24}]弟
[tɐi{51}]帝
[θɐi{51}]祭际济
[tɐi{31}]第递隶逮
[tʰɐi{55}]梯妻凄栖
[tʰɐi{33}]体
[tʰɐi{51}]嚏替涕剃砌
[nɐi{32}]泥{水～}
[nɐi{51}]细{～小}
[nɐi{31}]泥{用糊状物填塞}
[lɐi{32}]犁黎
[lɐi{31}]例厉励丽荔
[tʃɐi{51}]制製
[tʃɐi{31}]滞
[ʃɐi{55}]筛
[ʃɐi{33}]吏使
[ʃɐi{24}]士仕
[ʃɐi{51}]世势驶史
[ʃɐi{31}]事侍
[kɐi{55}]鸡
[kɐi{51}]计继髻偈
[kʰɐi{55}]溪奚稽
[kʰɐi{33}]启
[kʰɐi{51}]契
[ŋɐi{32}]桅危
[ŋɐi{24}]蚁
[ŋɐi{31}]艺伪魏倪霓
[hɐi{55}]□{女阴}
[kvɐi{55}]龟归圭闺
[kvɐi{32}]逵葵奎携畦
[kvɐi{33}]诡轨鬼傀
[kvɐi{51}]癸季贵桂鳜
[kvɐi{31}]跪柜
[kʰvɐi{55}]规窥挥辉
[kʰvɐi{51}]愧
[vɐi{55}]威亏
[vɐi{32}]苇围{～起来}
[vɐi{33}]毁萎委
[vɐi{24}]卫伟违纬胃猬
[vɐi{51}]餵讳畏慰秽
[vɐi{31}]位为谓维惟唯遗惠{优～}围{～墙}
[ɐi{51}]瞖
[ɐi{31}]系係繫
[kɔi{55}]该
[kɔi{33}]改
[kɔi{51}]盖
[kʰɔi{51}]慨概溉丐
[ŋɔi{32}]呆
[ŋɔi{31}]外碍
[hɔi{55}]开
[hɔi{33}]海侃
[ɔi{55}]哀孩
[ɔi{33}]蔼凯
[ɔi{24}]骇骸亥
[ɔi{51}]爱
[ɔi{31}]害
[pui{55}]杯
[pui{32}]培陪赔
[pui{24}]焙倍裴
[pui{51}]贝辈揹背{脊～}
[pui{31}]背{～书}
[pʰui{55}]坯
[pʰui{51}]配佩
[mui{55}]妹{～儿：女孩子}
[mui{32}]梅枚玫媒煤脢莓晦霉
[mui{24}]每昧
[mui{31}]寐妹{姐～}
[fui{55}]虽
[fui{51}]岁
[tui{55}]堆
[θui{55}]绥
[tui{32}]锐
[θui{32}]髓随遂隧粹
[θui{33}]嘴
[tui{24}]兑
[θui{24}]罪
[tui{51}]对碓
[θui{51}]最醉啐淬碎
[tui{31}]队
[θui{31}]赘
[tʰui{55}]推摧崔催
[tʰui{32}]颓
[tʰui{33}]腿
[tʰui{51}]退翠脆蜕
[lui{55}]垒儡
[lui{32}]雷擂
[lui{24}]累类屡
[lui{51}]傫{疲倦}
[lui{31}]泪
[tʃui{55}]追锥
[tʃui{32}]槌锤
[tʃui{31}]坠
[tʃʰui{55}]吹炊
[ȵui{24}]乳蕊
[ʃui{55}]衰
[ʃui{32}]垂谁
[ʃui{33}]水
[ʃui{51}]税帅
[ʃui{31}]睡瑞
[kʰui{51}]沛刽桧绘溃
[hui{51}]去
[jui{31}]彗慧穗惠{人名用字}
[vui{55}]煨徽盔魁恢灰麾
[vui{32}]回
[vui{24}]会{～写字}
[vui{51}]贿
[vui{31}]汇彙会{开～}
[pau{55}]包胞苞鲍
[pau{33}]饱
[pau{51}]豹爆
[pau{31}]鉋
[pʰau{55}]抛
[pʰau{33}]跑
[pʰau{51}]泡炮
[mau{32}]茅矛锚
[mau{24}]卯
[mau{31}]貌藐
[θau{33}]走
[nau{32}]铙□{能干}
[nau{51}]□{疯疯癫癫}
[nau{31}]闹
[lau{55}]涝捞{打～}
[tʃau{55}]嘲
[tʃau{32}]巢
[tʃau{33}]找肘帚
[tʃau{51}]罩焯
[tʃau{31}]骤
[tʃʰau{55}]抄
[tʃʰau{33}]炒
[tʃʰau{51}]吵钞
[ȵau{24}]咬
[ʃau{55}]梢
[ʃau{33}]稍捎
[ʃau{51}]潲鞘
[kau{55}]交郊胶
[kau{33}]较饺茭绞狡搞搅
[kau{51}]铰教校{～正}觉{睡～}
[kʰau{51}]靠
[ŋau{32}]肴淆
[ŋau{31}]效校{学～}
[hau{55}]烤拷酵敲
[hau{33}]巧考
[hau{51}]孝
[jau{32}]爪
[jau{33}]挠笊
[au{32}]姣
[au{51}]坳拗
[piau{55}]瓢
[miau{33}]猫
[liau{32}]鹩
[kʰiau{32}]窍撬
[iau{55}]吆{叫}
[pɐu{55}]褒煲
[pɐu{32}]抱
[pɐu{33}]保堡宝
[pɐu{24}]袍
[pɐu{51}]报
[pɐu{31}]暴曝菢瀑
[pʰɐu{55}]抔
[pʰɐu{33}]剖
[mɐu{55}]□{不坚实}
[mɐu{32}]毛谋
[mɐu{24}]亩
[mɐu{51}]谬
[mɐu{31}]某冒帽茂贸牡
[fɐu{55}]修
[fɐu{32}]浮皂
[fɐu{33}]否嫂搜
[fɐu{51}]扫秀绣锈
[fɐu{31}]埠阜
[tɐu{55}]刀叨兜滔
[θɐu{55}]糟馊骚臊搔缲秋操
[tɐu{32}]掏桃逃淘陶萄头投涛
[θɐu{32}]曹遭槽泅囚
[tɐu{33}]岛抖陡捣倒{～台}
[θɐu{33}]早枣酒飕蒐蚤
[tɐu{24}]导
[θɐu{24}]造
[tɐu{51}]到斗鬥倒{～转}
[θɐu{51}]灶奏莠嗽凑
[tɐu{31}]道稻盗悼豆逗痘窦导{又}
[θɐu{31}]就袖
[tʰɐu{55}]偷鞦
[tʰɐu{33}]澡藻躁糙燥草讨敨{休息}
[tʰɐu{51}]套透
[nɐu{55}]鳅恼{～怒}
[nɐu{33}]扭纽
[nɐu{24}]脑钮恼{烦～}
[lɐu{55}]捞{～世界}
[lɐu{32}]牢楼流刘留榴馏耧
[lɐu{33}]佬
[lɐu{24}]老姥柳
[lɐu{51}]搂{邀请}
[lɐu{31}]硫琉漏陋痨劳唠
[tʃɐu{55}]周舟州洲邹
[tʃɐu{32}]售绸稠筹酬
[tʃɐu{33}]纠
[tʃɐu{51}]昼咒
[tʃɐu{31}]纣祷宙胄
[tʃʰɐu{55}]抽搊
[tʃʰɐu{33}]丑醜羞
[tʃʰɐu{51}]臭嗅
[ȵɐu{55}]□{干枯，韧}
[ȵɐu{32}]牛揉{～眼睛}
[ȵɐu{51}]皱绉
[ʃɐu{55}]收
[ʃɐu{32}]愁仇
[ʃɐu{33}]手首守艘
[ʃɐu{24}]受授
[ʃɐu{51}]瘦兽
[ʃɐu{31}]寿
[kɐu{55}]高膏篙羔糕膏沟鸠阄
[kɐu{32}]求球
[kɐu{33}]稿犒狗苟九久
[kɐu{24}]臼舅
[kɐu{51}]窖告垢够救柩灸咎构购
[kɐu{31}]旧
[kʰɐu{55}]抠
[kʰɐu{51}]叩扣寇究媾
[ŋɐu{55}]勾钩
[ŋɐu{24}]藕偶
[ŋɐu{31}]熬傲熬鏊
[hɐu{55}]蒿薅
[hɐu{33}]好{～坏}
[hɐu{51}]耗好{爱～}
[jɐu{55}]丘蚯休忧优幽悠
[jɐu{32}]尤邮由油游犹柔
[jɐu{33}]朽诱
[jɐu{24}]有酉
[jɐu{51}]幼
[jɐu{31}]友又右祐釉鼬
[ɐu{55}]欧瓯鸥
[ɐu{32}]豪壕毫嚎侯喉猴瘊
[ɐu{33}]呕
[ɐu{24}]厚
[ɐu{51}]袄奥懊殴沤怄
[ɐu{31}]候浩号後后
[piu{55}]膘标錶彪鳔
[piu{33}]表
[pʰiu{55}]飘嫖漂
[pʰiu{51}]票
[miu{32}]苗描
[miu{24}]渺秒妙杳
[miu{31}]庙
[fiu{55}]消悄宵霄筲硝销逍
[fiu{33}]小
[fiu{51}]笑
[tiu{55}]丢刁叼貂雕凋碉
[θiu{55}]焦蕉瞧樵萧箫椒锹
[tiu{32}]条
[tiu{33}]屌
[tiu{51}]钓吊
[θiu{51}]醮
[tiu{31}]调
[tʰiu{55}]挑
[tʰiu{51}]跳俏粜
[niu{24}]鸟
[niu{31}]尿
[liu{55}]溜
[liu{32}]疗聊辽撩寮僚嘹
[liu{24}]了
[liu{31}]料廖镣瞭燎
[tʃiu{55}]朝招
[tʃiu{32}]朝潮
[tʃiu{33}]剿
[tʃiu{24}]赵
[tʃiu{51}]照
[tʃiu{31}]召噍
[tʃʰiu{55}]超昭
[ȵiu{32}]饶浇尧
[ȵiu{24}]扰绕
[ʃiu{55}]烧
[ʃiu{33}]少{多～}
[ʃiu{51}]少{～年}
[ʃiu{31}]兆肇沼韶绍邵
[kiu{55}]骄娇矫
[kiu{32}]侨桥翘
[kiu{33}]缴
[kiu{24}]荞
[kiu{51}]叫
[kiu{31}]轿乔
[hiu{55}]侥枵
[jiu{55}]邀腰嚣妖幺要{～求}吆{～喝}
[jiu{32}]摇谣窑姚遥{逍～}
[jiu{33}]晓
[jiu{24}]舀
[jiu{51}]要{重～}
[jiu{31}]耀鹞摇{～篮}遥{～远}
[fam{55}]三
[tam{55}]眈耽聃鹐担{～任}
[tam{32}]谈痰潭谭罎
[θam{32}]蚕
[tam{33}]胆
[tam{24}]淡
[tam{51}]担{扁～}
[tam{31}]啖
[tʰam{55}]贪参{～加}
[tʰam{33}]惨
[tʰam{51}]探
[nam{55}]喃
[nam{32}]男南楠
[nam{24}]腩
[lam{32}]蓝篮
[lam{33}]揽榄览
[lam{31}]缆舰滥
[tʃam{55}]簪
[tʃam{32}]站
[tʃam{33}]斩
[tʃam{24}]錾
[tʃam{51}]蘸
[tʃʰam{51}]杉
[ʃam{55}]衫
[ʃam{32}]谗馋
[kam{55}]监尴
[kam{33}]减
[kam{51}]鉴
[kʰam{24}]槛{～牢}
[ŋam{55}]酣憨
[ŋam{32}]岩癌
[ham{51}]喊
[am{32}]咸鹹
[am{31}]函陷馅衔撼憾
[pɐm{55}]泵
[fɐm{55}]心
[θɐm{32}]寻覃
[θɐm{33}]沁
[θɐm{51}]浸
[tʰɐm{24}]凼
[nɐm{33}]谂
[lɐm{32}]林淋琳霖临
[lɐm{24}]檩
[tʃɐm{55}]针斟砧
[tʃɐm{32}]沉
[tʃɐm{33}]枕寝
[tʃʰɐm{55}]侵
[ȵɐm{32}]壬妊吟任赁
[ȵɐm{33}]饮
[ʃɐm{55}]森深参{人～}
[ʃɐm{32}]岑
[ʃɐm{33}]沈审婶
[ʃɐm{31}]甚葚
[kɐm{55}]今金
[kɐm{33}]锦
[kɐm{24}]琴禽擒
[kɐm{51}]禁
[kɐm{31}]揿妗
[kʰɐm{55}]襟
[jɐm{55}]音阴荫窨钦
[jɐm{32}]淫
[ɐm{33}]喑
[køm{55}]甘柑泔
[køm{33}]感敢橄
[høm{55}]堪勘龛
[høm{33}]坎砍
[høm{51}]嵌
[øm{32}]含
[øm{33}]鹌
[øm{51}]揞暗黯谙
[tiɛm{55}]鵮{叼着}
[θiɛm{31}]渐惭暂潜
[niɛm{24}]□蘸:{～墨水}
[kiɛm{32}]钳
[kiɛm{24}]舔
[θim{55}]尖添迁韆忏歼纤籤签笺
[tim{32}]甜
[tim{33}]点典腆
[tim{24}]垫
[tim{51}]店掂
[nim{55}]黏拈
[nim{33}]撚
[nim{31}]鲇念
[lim{55}]帘
[lim{32}]廉镰
[lim{24}]殓脸敛
[tʃim{55}]沾瞻粘{～米}
[tʃim{51}]占佔
[ȵim{33}]严{～格}
[ȵim{24}]染冉验
[ȵim{31}]炎艳阎焰俨酽严{姓}
[ʃim{32}]蝉禅
[ʃim{33}]陕闪
[kim{55}]兼搛
[kim{33}]检
[kim{24}]槛{门～}
[kim{51}]剑
[kim{31}]俭
[ŋim{32}]谚
[jim{55}]淹阉庵谦嫌
[jim{32}]蟾檐
[jim{33}]险掩堰
[jim{24}]盐
[jim{51}]厌芡魇靥
[jim{31}]欠
[pan{55}]班斑颁
[pan{33}]扳板版
[pan{31}]办
[pʰan{55}]攀襻
[pʰan{33}]扮盼
[man{55}]挽{～救}
[man{32}]蛮
[man{24}]晚
[man{31}]慢馒漫幔万蔓曼
[fan{55}]翻番藩
[fan{32}]凡帆烦繁矾
[fan{33}]反返散{～钱}
[fan{24}]犯
[fan{51}]范範贩散{分～}
[fan{31}]饭泛
[tan{55}]丹单坍坛
[θan{32}]残搀
[tan{33}]弹{～出去}
[tan{51}]旦诞
[θan{51}]赞灒伞
[tan{31}]但蛋掸檀颤弹{子～}
[tʰan{55}]滩摊瘫餐
[tʰan{33}]毯坦灿疸
[tʰan{51}]炭叹
[nan{24}]难{艰～}
[nan{31}]难{灾～}
[lan{55}]栏躝{爬行}
[lan{32}]拦兰
[lan{24}]懒
[lan{31}]烂
[tʃan{32}]潺
[tʃan{33}]盏
[tʃan{31}]赚栈
[tʃʰan{33}]铲产
[ʃan{55}]山删珊闩拴栓
[ʃan{51}]疝纂
[kan{55}]奸姦艰间{～间}
[kan{33}]简柬拣谏涧锏茧碱趼笕裥
[kan{51}]间{～隔}
[ŋan{24}]眼
[ŋan{31}]雁颜顽
[kvan{55}]关鳏
[kvan{51}]惯
[van{55}]弯湾
[van{32}]还环
[van{33}]挽{～联}
[van{31}]患幻皖宦
[an{32}]闲
[an{24}]限
[an{51}]晏
[kɔn{55}]干肝竿杆
[kɔn{33}]秆桿擀赶{～路}
[kɔn{51}]幹
[ŋɔn{31}]岸
[hɔn{55}]看{～牛}
[hɔn{33}]刊罕
[hɔn{51}]汉看{～见}
[ɔn{55}]安鞍
[ɔn{32}]寒韩翰
[ɔn{24}]旱
[ɔn{51}]按案
[ɔn{31}]汗焊鼾
[pɐn{55}]宾槟奔锛鬓
[pɐn{32}]贫频
[pɐn{33}]禀
[pɐn{51}]殡
[pɐn{31}]笨
[pʰɐn{33}]品
[pʰɐn{51}]喷
[mɐn{55}]蚊
[mɐn{32}]民文纹闻
[mɐn{33}]抿
[mɐn{24}]闽敏悯刎
[mɐn{51}]汶{泉水}
[mɐn{31}]问璺
[fɐn{55}]吩芬纷辛梓新薪分{～离}
[fɐn{32}]焚坟
[fɐn{33}]粉笋榫
[fɐn{24}]奋愤忿
[fɐn{51}]粪信讯迅
[fɐn{31}]份分{积极～子}
[tɐn{55}]敦顿
[θɐn{55}]津臻樽
[tɐn{32}]豚
[θɐn{32}]秦荀旬循巡殉
[θɐn{33}]攒
[θɐn{24}]儘尽
[tɐn{51}]扽
[θɐn{51}]进晋俊骏濬
[tɐn{31}]屯囤沌盾钝遁
[tʰɐn{55}]吞饨亲
[tʰɐn{33}]褪
[lɐn{32}]邻鳞燐磷崙伦轮
[lɐn{31}]吝论
[tʃɐn{55}]珍真
[tʃɐn{32}]陈尘
[tʃɐn{33}]准準
[tʃɐn{51}]镇振震圳赈
[tʃɐn{31}]阵
[tʃʰɐn{55}]春鹑
[tʃʰɐn{33}]诊疹蠢
[tʃʰɐn{31}]趁衬
[ȵɐn{32}]人仁
[ȵɐn{24}]忍刃
[ȵɐn{31}]润闰韧认
[ʃɐn{55}]身申伸
[ʃɐn{32}]神娠辰晨臣唇
[ʃɐn{24}]肾
[ʃɐn{51}]舜
[ʃɐn{31}]慎纯醇驯顺
[kɐn{55}]跟根巾斤筋
[kɐn{32}]芹勤
[kɐn{33}]紧
[kɐn{24}]近
[kʰɐn{33}]仅谨
[ŋɐn{55}]奀{细小}
[ŋɐn{32}]银
[hɐn{33}]恳垦很啃
[hɐn{51}]睏
[kvɐn{55}]均钧君军
[kvɐn{32}]郡群裙
[kvɐn{33}]滚
[kvɐn{24}]菌
[kvɐn{51}]棍謴{哄、骗}
[kʰvɐn{55}]昆崑坤
[kʰvɐn{33}]捆
[kʰvɐn{51}]窘困{～难}
[jɐn{55}]恩因姻殷欣
[jɐn{32}]寅匀
[jɐn{33}]隐
[jɐn{24}]引蚓
[jɐn{51}]印
[jɐn{31}]孕衅
[vɐn{55}]瘟昏婚温熏勋薰荤酝
[vɐn{32}]魂云耘晕浑
[vɐn{33}]稳
[vɐn{24}]允尹
[vɐn{51}]训困{艰难窘迫}
[vɐn{31}]混韵运馄熨
[ɐn{32}]痕{痒}
[ɐn{31}]恨痕{～迹}
[piɛn{33}]匾扁贬绑{又}
[ŋiɛn{24}]碾
[pin{55}]鞭边瓣辫{发～}
[pin{33}]汴辫{动词，～绳}
[pin{51}]变
[pin{31}]便辨辩
[pʰin{55}]编篇偏徧蝙
[pʰin{51}]骗遍片
[min{32}]绵棉眠
[min{33}]缅免勉娩
[min{31}]面麺
[fin{55}]仙
[tin{55}]颠癫
[θin{55}]鲜先千
[tin{32}]田填
[θin{32}]钱前
[θin{33}]剪铣冼
[θin{51}]箭线羡荐煎浅癣
[tin{31}]电殿淀甸靛奠
[θin{31}]溅践饯贱
[tʰin{55}]天
[nin{55}]研
[nin{32}]年
[nin{33}]辇撵
[lin{32}]连怜莲鲢
[lin{31}]练鍊炼楝
[tʃin{55}]毡
[tʃin{32}]缠
[tʃin{33}]碾
[tʃin{51}]战
[tʃʰin{33}]展
[ȵin{32}]言燃
[ʃin{32}]然
[ʃin{24}]善鳝
[ʃin{51}]搧扇
[ʃin{31}]羶擅膳
[kin{55}]掮肩坚乾虔
[kin{32}]件
[kin{51}]建见
[kin{31}]犍键健腱
[jin{55}]蔫焉烟胭牵轩掀
[jin{32}]贤
[jin{33}]宪显蚬
[jin{24}]延筵演涎遣衍
[jin{51}]燕嚥宴献
[jin{31}]现砚苋
[pun{55}]般搬瘢
[pun{32}]盘盆
[pun{33}]本
[pun{24}]绊伴拌胖叛
[pun{51}]半
[pʰun{55}]潘
[pʰun{51}]判拚
[mun{55}]瞒
[mun{32}]门
[mun{24}]满
[mun{31}]闷
[fun{55}]孙酸
[tun{55}]端蹲臀墩
[θun{55}]尊逊
[tun{32}]团糰
[tun{33}]短
[tun{24}]断{～裂}
[tun{51}]断{判～}
