小韻號	字頭	切韻音系描述	攝	方音字彙描述	廣韻韻目	平水韻目	反切或直音	切韻拼音	白一平拼音	古韻羅馬字	有女羅馬字	高本漢	王力1957	王力1985	李榮	邵榮芬	蒲立本	鄭張尚芳	潘悟雲2000	潘悟雲2013	潘悟雲2023	unt2026RTR	unt2026ATR	unt通俗擬音	msoeg	釋義
2	桐	定一東平	通攝	通合一平東定	上平聲1東	上平1東	徒紅切	doung	duwng	dung	dung	dʱuŋ	dʱuŋ	doŋ	duŋ	duŋ	dəwŋ	duŋ	duŋ	duŋ	duŋ	d̙uŋ	duŋ	duŋ	do̯uɴ	木名月令曰清明之日桐始華又桐廬縣在睦州亦姓有桐君藥錄兩卷
2	峒	定一東平	通攝	通合一平東定	上平聲1東	上平1東	徒紅切	doung	duwng	dung	dung	dʱuŋ	dʱuŋ	doŋ	duŋ	duŋ	dəwŋ	duŋ	duŋ	duŋ	duŋ	d̙uŋ	duŋ	duŋ	do̯uɴ	崆峒山名
2	硐	定一東平	通攝	通合一平東定	上平聲1東	上平1東	徒紅切	doung	duwng	dung	dung	dʱuŋ	dʱuŋ	doŋ	duŋ	duŋ	dəwŋ	duŋ	duŋ	duŋ	duŋ	d̙uŋ	duŋ	duŋ	do̯uɴ	磨也
2	𦨴	定一東平	通攝	通合一平東定	上平聲1東	上平1東	徒紅切	doung	duwng	dung	dung	dʱuŋ	dʱuŋ	doŋ	duŋ	duŋ	dəwŋ	duŋ	duŋ	duŋ	duŋ	d̙uŋ	duŋ	duŋ	do̯uɴ	𦨴船
2	𧱁	定一東平	通攝	通合一平東定	上平聲1東	上平1東	徒紅切	doung	duwng	dung	dung	dʱuŋ	dʱuŋ	doŋ	duŋ	duŋ	dəwŋ	duŋ	duŋ	duŋ	duŋ	d̙uŋ	duŋ	duŋ	do̯uɴ	獸似豕出泰山
2	筒	定一東平	通攝	通合一平東定	上平聲1東	上平1東	徒紅切	doung	duwng	dung	dung	dʱuŋ	dʱuŋ	doŋ	duŋ	duŋ	dəwŋ	duŋ	duŋ	duŋ	duŋ	d̙uŋ	duŋ	duŋ	do̯uɴ	竹筒又竹名射筒吳都賦曰其竹則桂箭射筒
2	瞳	定一東平	通攝	通合一平東定	上平聲1東	上平1東	徒紅切	doung	duwng	dung	dung	dʱuŋ	dʱuŋ	doŋ	duŋ	duŋ	dəwŋ	duŋ	duŋ	duŋ	duŋ	d̙uŋ	duŋ	duŋ	do̯uɴ	目瞳
2	㼧	定一東平	通攝	通合一平東定	上平聲1東	上平1東	徒紅切	doung	duwng	dung	dung	dʱuŋ	dʱuŋ	doŋ	duŋ	duŋ	dəwŋ	duŋ	duŋ	duŋ	duŋ	d̙uŋ	duŋ	duŋ	do̯uɴ	㼧瓦
2	𤭁	定一東平	通攝	通合一平東定	上平聲1東	上平1東	徒紅切	doung	duwng	dung	dung	dʱuŋ	dʱuŋ	doŋ	duŋ	duŋ	dəwŋ	duŋ	duŋ	duŋ	duŋ	d̙uŋ	duŋ	duŋ	do̯uɴ	上同（㼧瓦）
2	罿	定一東平	通攝	通合一平東定	上平聲1東	上平1東	徒紅切	doung	duwng	dung	dung	dʱuŋ	dʱuŋ	doŋ	duŋ	duŋ	dəwŋ	duŋ	duŋ	duŋ	duŋ	d̙uŋ	duŋ	duŋ	do̯uɴ	車上網又音衝
2	犝	定一東平	通攝	通合一平東定	上平聲1東	上平1東	徒紅切	doung	duwng	dung	dung	dʱuŋ	dʱuŋ	doŋ	duŋ	duŋ	dəwŋ	duŋ	duŋ	duŋ	duŋ	d̙uŋ	duŋ	duŋ	do̯uɴ	犝牛無角
2	筩	定一東平	通攝	通合一平東定	上平聲1東	上平1東	徒紅切	doung	duwng	dung	dung	dʱuŋ	dʱuŋ	doŋ	duŋ	duŋ	dəwŋ	duŋ	duŋ	duŋ	duŋ	d̙uŋ	duŋ	duŋ	do̯uɴ	竹筩
2	潼	定一東平	通攝	通合一平東定	上平聲1東	上平1東	徒紅切	doung	duwng	dung	dung	dʱuŋ	dʱuŋ	doŋ	duŋ	duŋ	dəwŋ	duŋ	duŋ	duŋ	duŋ	d̙uŋ	duŋ	duŋ	do̯uɴ	水名出廣漢郡亦關名又通衝二音
2	曈	定一東平	通攝	通合一平東定	上平聲1東	上平1東	徒紅切	doung	duwng	dung	dung	dʱuŋ	dʱuŋ	doŋ	duŋ	duŋ	dəwŋ	duŋ	duŋ	duŋ	duŋ	d̙uŋ	duŋ	duŋ	do̯uɴ	曈曨日欲明也又他孔切
2	洞	定一東平	通攝	通合一平東定	上平聲1東	上平1東	徒紅切	doung	duwng	dung	dung	dʱuŋ	dʱuŋ	doŋ	duŋ	duŋ	dəwŋ	duŋ	duŋ	duŋ	duŋ	d̙uŋ	duŋ	duŋ	do̯uɴ	洪洞縣名在晉州北又徒弄切
2	侗	定一東平	通攝	通合一平東定	上平聲1東	上平1東	徒紅切	doung	duwng	dung	dung	dʱuŋ	dʱuŋ	doŋ	duŋ	duŋ	dəwŋ	duŋ	duŋ	duŋ	duŋ	d̙uŋ	duŋ	duŋ	do̯uɴ	楊子法言云倥侗顓蒙
2	橦	定一東平	通攝	通合一平東定	上平聲1東	上平1東	徒紅切	doung	duwng	dung	dung	dʱuŋ	dʱuŋ	doŋ	duŋ	duŋ	dəwŋ	duŋ	duŋ	duŋ	duŋ	d̙uŋ	duŋ	duŋ	do̯uɴ	木名花可爲布出字書又鍾幢二音
2	烔	定一東平	通攝	通合一平東定	上平聲1東	上平1東	徒紅切	doung	duwng	dung	dung	dʱuŋ	dʱuŋ	doŋ	duŋ	duŋ	dəwŋ	duŋ	duŋ	duŋ	duŋ	d̙uŋ	duŋ	duŋ	do̯uɴ	熱氣烔烔出字林
2	䴀	定一東平	通攝	通合一平東定	上平聲1東	上平1東	徒紅切	doung	duwng	dung	dung	dʱuŋ	dʱuŋ	doŋ	duŋ	duŋ	dəwŋ	duŋ	duŋ	duŋ	duŋ	d̙uŋ	duŋ	duŋ	do̯uɴ	鸏䴀水鳥黃喙喙長尺餘南人以爲酒器出劉欣期交州記
2	挏	定一東平	通攝	通合一平東定	上平聲1東	上平1東	徒紅切	doung	duwng	dung	dung	dʱuŋ	dʱuŋ	doŋ	duŋ	duŋ	dəwŋ	duŋ	duŋ	duŋ	duŋ	d̙uŋ	duŋ	duŋ	do̯uɴ	引也漢官名有挏馬又音動
2	酮	定一東平	通攝	通合一平東定	上平聲1東	上平1東	徒紅切	doung	duwng	dung	dung	dʱuŋ	dʱuŋ	doŋ	duŋ	duŋ	dəwŋ	duŋ	duŋ	duŋ	duŋ	d̙uŋ	duŋ	duŋ	do̯uɴ	馬酪又音動
2	鮦	定一東平	通攝	通合一平東定	上平聲1東	上平1東	徒紅切	doung	duwng	dung	dung	dʱuŋ	dʱuŋ	doŋ	duŋ	duŋ	dəwŋ	duŋ	duŋ	duŋ	duŋ	d̙uŋ	duŋ	duŋ	do̯uɴ	爾雅云鰹大鮦又直冢直柳二切
2	㼿	定一東平	通攝	通合一平東定	上平聲1東	上平1東	徒紅切	doung	duwng	dung	dung	dʱuŋ	dʱuŋ	doŋ	duŋ	duŋ	dəwŋ	duŋ	duŋ	duŋ	duŋ	d̙uŋ	duŋ	duŋ	do̯uɴ	井甓一云甃也
2	𦏆	定一東平	通攝	通合一平東定	上平聲1東	上平1東	徒紅切	doung	duwng	dung	dung	dʱuŋ	dʱuŋ	doŋ	duŋ	duŋ	dəwŋ	duŋ	duŋ	duŋ	duŋ	d̙uŋ	duŋ	duŋ	do̯uɴ	無角羊
2	𦍻	定一東平	通攝	通合一平東定	上平聲1東	上平1東	徒紅切	doung	duwng	dung	dung	dʱuŋ	dʱuŋ	doŋ	duŋ	duŋ	dəwŋ	duŋ	duŋ	duŋ	duŋ	d̙uŋ	duŋ	duŋ	do̯uɴ	上同（無角羊）
2	眮	定一東平	通攝	通合一平東定	上平聲1東	上平1東	徒紅切	doung	duwng	dung	dung	dʱuŋ	dʱuŋ	doŋ	duŋ	duŋ	dəwŋ	duŋ	duŋ	duŋ	duŋ	d̙uŋ	duŋ	duŋ	do̯uɴ	目眶又徒摠切
2	蕫	定一東平	通攝	通合一平東定	上平聲1東	上平1東	徒紅切	doung	duwng	dung	dung	dʱuŋ	dʱuŋ	doŋ	duŋ	duŋ	dəwŋ	duŋ	duŋ	duŋ	duŋ	d̙uŋ	duŋ	duŋ	do̯uɴ	草名又多動切
2	穜	定一東平	通攝	通合一平東定	上平聲1東	上平1東	徒紅切	doung	duwng	dung	dung	dʱuŋ	dʱuŋ	doŋ	duŋ	duŋ	dəwŋ	duŋ	duŋ	duŋ	duŋ	d̙uŋ	duŋ	duŋ	do̯uɴ	穜稑先種後熟謂之穜後種先熟謂之稑又音重
2	衕	定一東平	通攝	通合一平東定	上平聲1東	上平1東	徒紅切	doung	duwng	dung	dung	dʱuŋ	dʱuŋ	doŋ	duŋ	duŋ	dəwŋ	duŋ	duŋ	duŋ	duŋ	d̙uŋ	duŋ	duŋ	do̯uɴ	通街也
2	𩍅	定一東平	通攝	通合一平東定	上平聲1東	上平1東	徒紅切	doung	duwng	dung	dung	dʱuŋ	dʱuŋ	doŋ	duŋ	duŋ	dəwŋ	duŋ	duŋ	duŋ	duŋ	d̙uŋ	duŋ	duŋ	do̯uɴ	靫具飾也
2	𢈉	定一東平	通攝	通合一平東定	上平聲1東	上平1東	徒紅切	doung	duwng	dung	dung	dʱuŋ	dʱuŋ	doŋ	duŋ	duŋ	dəwŋ	duŋ	duŋ	duŋ	duŋ	d̙uŋ	duŋ	duŋ	do̯uɴ	地下應聲
2	䆚	定一東平	通攝	通合一平東定	上平聲1東	上平1東	徒紅切	doung	duwng	dung	dung	dʱuŋ	dʱuŋ	doŋ	duŋ	duŋ	dəwŋ	duŋ	duŋ	duŋ	duŋ	d̙uŋ	duŋ	duŋ	do̯uɴ	通䆚也
2	哃	定一東平	通攝	通合一平東定	上平聲1東	上平1東	徒紅切	doung	duwng	dung	dung	dʱuŋ	dʱuŋ	doŋ	duŋ	duŋ	dəwŋ	duŋ	duŋ	duŋ	duŋ	d̙uŋ	duŋ	duŋ	do̯uɴ	哃𠹔大言
2	𢏕	定一東平	通攝	通合一平東定	上平聲1東	上平1東	徒紅切	doung	duwng	dung	dung	dʱuŋ	dʱuŋ	doŋ	duŋ	duŋ	dəwŋ	duŋ	duŋ	duŋ	duŋ	d̙uŋ	duŋ	duŋ	do̯uɴ	弓飾
2	絧	定一東平	通攝	通合一平東定	上平聲1東	上平1東	徒紅切	doung	duwng	dung	dung	dʱuŋ	dʱuŋ	doŋ	duŋ	duŋ	dəwŋ	duŋ	duŋ	duŋ	duŋ	d̙uŋ	duŋ	duŋ	do̯uɴ	布名
2	𨚯	定一東平	通攝	通合一平東定	上平聲1東	上平1東	徒紅切	doung	duwng	dung	dung	dʱuŋ	dʱuŋ	doŋ	duŋ	duŋ	dəwŋ	duŋ	duŋ	duŋ	duŋ	d̙uŋ	duŋ	duŋ	do̯uɴ	鄉名
2	𨝯	定一東平	通攝	通合一平東定	上平聲1東	上平1東	徒紅切	doung	duwng	dung	dung	dʱuŋ	dʱuŋ	doŋ	duŋ	duŋ	dəwŋ	duŋ	duŋ	duŋ	duŋ	d̙uŋ	duŋ	duŋ	do̯uɴ	地名又姓
2	𪔝〈𪔜〉	定一東平	通攝	通合一平東定	上平聲1東	上平1東	徒紅切	doung	duwng	dung	dung	dʱuŋ	dʱuŋ	doŋ	duŋ	duŋ	dəwŋ	duŋ	duŋ	duŋ	duŋ	d̙uŋ	duŋ	duŋ	do̯uɴ	鼓聲
2	𩦶	定一東平	通攝	通合一平東定	上平聲1東	上平1東	徒紅切	doung	duwng	dung	dung	dʱuŋ	dʱuŋ	doŋ	duŋ	duŋ	dəwŋ	duŋ	duŋ	duŋ	duŋ	d̙uŋ	duŋ	duŋ	do̯uɴ	黑虎
2	𪒿	定一東平	通攝	通合一平東定	上平聲1東	上平1東	徒紅切	doung	duwng	dung	dung	dʱuŋ	dʱuŋ	doŋ	duŋ	duŋ	dəwŋ	duŋ	duŋ	duŋ	duŋ	d̙uŋ	duŋ	duŋ	do̯uɴ	黑皃
3	中	知三東平	通攝	通合三平東知	上平聲1東	上平1東	陟弓切	trung	trjuwng	triung	tiung	ȶi̯uŋ	ȶĭuŋ	ȶi̯oŋ	ȶiuŋ	ȶiuŋ	ʈuwŋ	ʈɨuŋ	ʈiuŋ	ʈiuŋ	ʈiuŋ	ʈuŋ	ʈjuŋ	ʈɨuŋ	ʈuɴ	平也成也宜也堪也任也和也半也又姓漢少府鄉中京出風俗通又漢複姓有七氏漢有諫議大夫中行彪晉中行偃之後虞有五英之樂掌中英者因以爲氏古有隱者中梁子漢書藝文志有室中周著書十篇賈執英賢傳云路中大夫之後以路中爲氏張晏云姓路爲中大夫何氏姓苑有中壘氏中野氏陟弓切又陟仲切四
3	衷	知三東平	通攝	通合三平東知	上平聲1東	上平1東	陟弓切	trung	trjuwng	triung	tiung	ȶi̯uŋ	ȶĭuŋ	ȶi̯oŋ	ȶiuŋ	ȶiuŋ	ʈuwŋ	ʈɨuŋ	ʈiuŋ	ʈiuŋ	ʈiuŋ	ʈuŋ	ʈjuŋ	ʈɨuŋ	ʈuɴ	善也正也適也中也又衷衣褻衣也
3	忠	知三東平	通攝	通合三平東知	上平聲1東	上平1東	陟弓切	trung	trjuwng	triung	tiung	ȶi̯uŋ	ȶĭuŋ	ȶi̯oŋ	ȶiuŋ	ȶiuŋ	ʈuwŋ	ʈɨuŋ	ʈiuŋ	ʈiuŋ	ʈiuŋ	ʈuŋ	ʈjuŋ	ʈɨuŋ	ʈuɴ	無私也敬也直也厚也亦州名本漢臨江縣屬巴郡後魏置臨州貞觀爲忠州
3	𦬕	知三東平	通攝	通合三平東知	上平聲1東	上平1東	陟弓切	trung	trjuwng	triung	tiung	ȶi̯uŋ	ȶĭuŋ	ȶi̯oŋ	ȶiuŋ	ȶiuŋ	ʈuwŋ	ʈɨuŋ	ʈiuŋ	ʈiuŋ	ʈiuŋ	ʈuŋ	ʈjuŋ	ʈɨuŋ	ʈuɴ	草名又音沖
4	蟲	澄三東平	通攝	通合三平東澄	上平聲1東	上平1東	直弓切	drung	drjuwng	driung	diung	ȡʱi̯uŋ	ȡʱĭuŋ	ȡi̯oŋ	ȡiuŋ	ȡiuŋ	ɖuwŋ	ɖɨuŋ	ɖiuŋ	ɖiuŋ	ɖiuŋ	ɖuŋ	ɖjuŋ	ɖɨuŋ	ɖuɴ	爾雅曰有足曰蟲無足曰豸又姓漢功臣表有曲成侯蟲達直弓切七
4	沖	澄三東平	通攝	通合三平東澄	上平聲1東	上平1東	直弓切	drung	drjuwng	driung	diung	ȡʱi̯uŋ	ȡʱĭuŋ	ȡi̯oŋ	ȡiuŋ	ȡiuŋ	ɖuwŋ	ɖɨuŋ	ɖiuŋ	ɖiuŋ	ɖiuŋ	ɖuŋ	ɖjuŋ	ɖɨuŋ	ɖuɴ	和也深也
4	种	澄三東平	通攝	通合三平東澄	上平聲1東	上平1東	直弓切	drung	drjuwng	driung	diung	ȡʱi̯uŋ	ȡʱĭuŋ	ȡi̯oŋ	ȡiuŋ	ȡiuŋ	ɖuwŋ	ɖɨuŋ	ɖiuŋ	ɖiuŋ	ɖiuŋ	ɖuŋ	ɖjuŋ	ɖɨuŋ	ɖuɴ	稚也或作沖亦姓後漢司徒河南种暠
4	盅	澄三東平	通攝	通合三平東澄	上平聲1東	上平1東	直弓切	drung	drjuwng	driung	diung	ȡʱi̯uŋ	ȡʱĭuŋ	ȡi̯oŋ	ȡiuŋ	ȡiuŋ	ɖuwŋ	ɖɨuŋ	ɖiuŋ	ɖiuŋ	ɖiuŋ	ɖuŋ	ɖjuŋ	ɖɨuŋ	ɖuɴ	器虛也又敕中切
4	爞	澄三東平	通攝	通合三平東澄	上平聲1東	上平1東	直弓切	drung	drjuwng	driung	diung	ȡʱi̯uŋ	ȡʱĭuŋ	ȡi̯oŋ	ȡiuŋ	ȡiuŋ	ɖuwŋ	ɖɨuŋ	ɖiuŋ	ɖiuŋ	ɖiuŋ	ɖuŋ	ɖjuŋ	ɖɨuŋ	ɖuɴ	爾雅云爞爞炎炎熏也
4	𦬕	澄三東平	通攝	通合三平東澄	上平聲1東	上平1東	直弓切	drung	drjuwng	driung	diung	ȡʱi̯uŋ	ȡʱĭuŋ	ȡi̯oŋ	ȡiuŋ	ȡiuŋ	ɖuwŋ	ɖɨuŋ	ɖiuŋ	ɖiuŋ	ɖiuŋ	ɖuŋ	ɖjuŋ	ɖɨuŋ	ɖuɴ	草名又音中
4	翀	澄三東平	通攝	通合三平東澄	上平聲1東	上平1東	直弓切	drung	drjuwng	driung	diung	ȡʱi̯uŋ	ȡʱĭuŋ	ȡi̯oŋ	ȡiuŋ	ȡiuŋ	ɖuwŋ	ɖɨuŋ	ɖiuŋ	ɖiuŋ	ɖiuŋ	ɖuŋ	ɖjuŋ	ɖɨuŋ	ɖuɴ	直上飛也
5	終	章三東平	通攝	通合三平東章	上平聲1東	上平1東	職戎切	tjung	tsyuwng	cjung	tjung	tɕi̯uŋ	tɕĭuŋ	tɕi̯oŋ	tɕiuŋ	tɕiuŋ	cuwŋ	tɕɨuŋ	tɕiuŋ	tɕiuŋ	tɕiuŋ	tɕuŋ	tɕjuŋ	tɕɨuŋ	tɕuɴ	極也窮也竟也又姓漢有濟南終軍又漢複姓二氏東觀漢記有終利恭何氏姓苑云今下邳人也左傳殷人七族有終葵氏職戎切十五
5	眾	章三東平	通攝	通合三平東章	上平聲1東	上平1東	職戎切	tjung	tsyuwng	cjung	tjung	tɕi̯uŋ	tɕĭuŋ	tɕi̯oŋ	tɕiuŋ	tɕiuŋ	cuwŋ	tɕɨuŋ	tɕiuŋ	tɕiuŋ	tɕiuŋ	tɕuŋ	tɕjuŋ	tɕɨuŋ	tɕuɴ	又之仲切
5	潀	章三東平	通攝	通合三平東章	上平聲1東	上平1東	職戎切	tjung	tsyuwng	cjung	tjung	tɕi̯uŋ	tɕĭuŋ	tɕi̯oŋ	tɕiuŋ	tɕiuŋ	cuwŋ	tɕɨuŋ	tɕiuŋ	tɕiuŋ	tɕiuŋ	tɕuŋ	tɕjuŋ	tɕɨuŋ	tɕuɴ	小水入大水又徂紅在冬二切
5	𣧩	章三東平	通攝	通合三平東章	上平聲1東	上平1東	職戎切	tjung	tsyuwng	cjung	tjung	tɕi̯uŋ	tɕĭuŋ	tɕi̯oŋ	tɕiuŋ	tɕiuŋ	cuwŋ	tɕɨuŋ	tɕiuŋ	tɕiuŋ	tɕiuŋ	tɕuŋ	tɕjuŋ	tɕɨuŋ	tɕuɴ	歿也
5	螽	章三東平	通攝	通合三平東章	上平聲1東	上平1東	職戎切	tjung	tsyuwng	cjung	tjung	tɕi̯uŋ	tɕĭuŋ	tɕi̯oŋ	tɕiuŋ	tɕiuŋ	cuwŋ	tɕɨuŋ	tɕiuŋ	tɕiuŋ	tɕiuŋ	tɕuŋ	tɕjuŋ	tɕɨuŋ	tɕuɴ	螽斯蟲也
