小韻號	字頭	切韻音系描述	攝	方音字彙描述	廣韻韻目	平水韻目	反切或直音	切韻拼音	白一平拼音	古韻羅馬字	有女羅馬字	高本漢	王力1957	王力1985	李榮	邵榮芬	蒲立本	鄭張尚芳	潘悟雲2000	潘悟雲2013	潘悟雲2023	unt2026RTR	unt2026ATR	unt通俗擬音	msoeg	釋義
2801	淖	孃開二肴去	效攝	效開二去效泥	去聲36效	去声19效	奴教切	nraewh	nraewH	nrauh	neaw	ȵau	nau	nau	nau	nau	ɳaɨw	ɳɣau	ɳɯau	ɳɣæu	ɳᵚæu	ɳàˤw	ɳàˤw	ɳæ̀w	ɳa˞uh	泥淖
2801	𠆴	孃開二肴去	效攝	效開二去效泥	去聲36效	去声19效	奴教切	nraewh	nraewH	nrauh	neaw	ȵau	nau	nau	nau	nau	ɳaɨw	ɳɣau	ɳɯau	ɳɣæu	ɳᵚæu	ɳàˤw	ɳàˤw	ɳæ̀w	ɳa˞uh	不靜又猥也擾也
2801	閙〈鬧〉	孃開二肴去	效攝	效開二去效泥	去聲36效	去声19效	奴教切	nraewh	nraewH	nrauh	neaw	ȵau	nau	nau	nau	nau	ɳaɨw	ɳɣau	ɳɯau	ɳɣæu	ɳᵚæu	ɳàˤw	ɳàˤw	ɳæ̀w	ɳa˞uh	上同（不靜又猥也擾也）
2802	抓	莊開二肴去	效攝	效開二去效莊	去聲36效	去声19效	側教切	tsraewh	tsraewH	crauh	traw	tʂau	tʃau	tʃau	tʃau	tʃau	tʂaɨw	tʃɣau	tʂɯau	tʂɣæu	tʂᵚæu	tʂàˤw	tʂàˤw	tʂæ̀w	tʂa˞uh	爪刺也側教切三
2802	癄	莊開二肴去	效攝	效開二去效莊	去聲36效	去声19效	側教切	tsraewh	tsraewH	crauh	traw	tʂau	tʃau	tʃau	tʃau	tʃau	tʂaɨw	tʃɣau	tʂɯau	tʂɣæu	tʂᵚæu	tʂàˤw	tʂàˤw	tʂæ̀w	tʂa˞uh	縮也小也亦作㾭
2802	笊	莊開二肴去	效攝	效開二去效莊	去聲36效	去声19效	側教切	tsraewh	tsraewH	crauh	traw	tʂau	tʃau	tʃau	tʃau	tʃau	tʂaɨw	tʃɣau	tʂɯau	tʂɣæu	tʂᵚæu	tʂàˤw	tʂàˤw	tʂæ̀w	tʂa˞uh	笊籬
2803	靤	並二肴去	效攝	效開二去效並	去聲36效	去声19效	防教切	baewh	baewH	brauh	beaw	bʱau	bʱau	bau	bau	bau	baɨw	bɣau	bɯau	bɣæu	bᵚæu	b̙àˤw	bàˤw	bæ̀w	ba˞uh	面瘡防教切五
2803	皰	並二肴去	效攝	效開二去效並	去聲36效	去声19效	防教切	baewh	baewH	brauh	beaw	bʱau	bʱau	bau	bau	bau	baɨw	bɣau	bɯau	bɣæu	bᵚæu	b̙àˤw	bàˤw	bæ̀w	ba˞uh	面生氣也
2803	鞄	並二肴去	效攝	效開二去效並	去聲36效	去声19效	防教切	baewh	baewH	brauh	beaw	bʱau	bʱau	bau	bau	bau	baɨw	bɣau	bɯau	bɣæu	bᵚæu	b̙àˤw	bàˤw	bæ̀w	ba˞uh	治皮
2803	鉋	並二肴去	效攝	效開二去效並	去聲36效	去声19效	防教切	baewh	baewH	brauh	beaw	bʱau	bʱau	bau	bau	bau	baɨw	bɣau	bɯau	bɣæu	bᵚæu	b̙àˤw	bàˤw	bæ̀w	ba˞uh	鉋刀治木器也
2803	骲	並二肴去	效攝	效開二去效並	去聲36效	去声19效	防教切	baewh	baewH	brauh	beaw	bʱau	bʱau	bau	bau	bau	baɨw	bɣau	bɯau	bɣæu	bᵚæu	b̙àˤw	bàˤw	bæ̀w	ba˞uh	手擊
2804	抄	初開二肴去	效攝	效開二去效初	去聲36效	去声19效	初教切	tsrhaewh	tsrhaewH	chrauh	chaw	tʂʰau	tʃʰau	tʃʰau	tʃʰau	tʃʰau	tʂʰaɨw	tʃʰɣau	tʂʰɯau	tʂʰɣæu	tʂʰᵚæu	tʂʰàˤw	tʂʰàˤw	tʂʰæ̀w	tʂʰa˞uh	略取也初教切八
2804	鈔	初開二肴去	效攝	效開二去效初	去聲36效	去声19效	初教切	tsrhaewh	tsrhaewH	chrauh	chaw	tʂʰau	tʃʰau	tʃʰau	tʃʰau	tʃʰau	tʂʰaɨw	tʃʰɣau	tʂʰɯau	tʂʰɣæu	tʂʰᵚæu	tʂʰàˤw	tʂʰàˤw	tʂʰæ̀w	tʂʰa˞uh	上同（略取也初教切八）
2804	縐	初開二肴去	效攝	效開二去效初	去聲36效	去声19效	初教切	tsrhaewh	tsrhaewH	chrauh	chaw	tʂʰau	tʃʰau	tʃʰau	tʃʰau	tʃʰau	tʂʰaɨw	tʃʰɣau	tʂʰɯau	tʂʰɣæu	tʂʰᵚæu	tʂʰàˤw	tʂʰàˤw	tʂʰæ̀w	tʂʰa˞uh	惡絹也又初爪切又側救切
2804	耖	初開二肴去	效攝	效開二去效初	去聲36效	去声19效	初教切	tsrhaewh	tsrhaewH	chrauh	chaw	tʂʰau	tʃʰau	tʃʰau	tʃʰau	tʃʰau	tʂʰaɨw	tʃʰɣau	tʂʰɯau	tʂʰɣæu	tʂʰᵚæu	tʂʰàˤw	tʂʰàˤw	tʂʰæ̀w	tʂʰa˞uh	重耕田也
2804	仯	初開二肴去	效攝	效開二去效初	去聲36效	去声19效	初教切	tsrhaewh	tsrhaewH	chrauh	chaw	tʂʰau	tʃʰau	tʃʰau	tʃʰau	tʃʰau	tʂʰaɨw	tʃʰɣau	tʂʰɯau	tʂʰɣæu	tʂʰᵚæu	tʂʰàˤw	tʂʰàˤw	tʂʰæ̀w	tʂʰa˞uh	仯仯小子
2804	觘	初開二肴去	效攝	效開二去效初	去聲36效	去声19效	初教切	tsrhaewh	tsrhaewH	chrauh	chaw	tʂʰau	tʃʰau	tʃʰau	tʃʰau	tʃʰau	tʂʰaɨw	tʃʰɣau	tʂʰɯau	tʂʰɣæu	tʂʰᵚæu	tʂʰàˤw	tʂʰàˤw	tʂʰæ̀w	tʂʰa˞uh	角上也
2804	𦨖	初開二肴去	效攝	效開二去效初	去聲36效	去声19效	初教切	tsrhaewh	tsrhaewH	chrauh	chaw	tʂʰau	tʃʰau	tʃʰau	tʃʰau	tʃʰau	tʂʰaɨw	tʃʰɣau	tʂʰɯau	tʂʰɣæu	tʂʰᵚæu	tʂʰàˤw	tʂʰàˤw	tʂʰæ̀w	tʂʰa˞uh	船不安也
2804	罺	初開二肴去	效攝	效開二去效初	去聲36效	去声19效	初教切	tsrhaewh	tsrhaewH	chrauh	chaw	tʂʰau	tʃʰau	tʃʰau	tʃʰau	tʃʰau	tʂʰaɨw	tʃʰɣau	tʂʰɯau	tʂʰɣæu	tʂʰᵚæu	tʂʰàˤw	tʂʰàˤw	tʂʰæ̀w	tʂʰa˞uh	小網
2805	靿	影開二肴去	效攝	效開二去效影	去聲36效	去声19效	於教切	qaewh	'aewH	qrauh	eaw	ʔau	au	ʔau	ʔau	ʔau	ʔaɨw	ʔɣau	ʔɯau	ʔɣæu	ʔᵚæu	ʔ̙àˤw	ʔàˤw	ʔæ̀w	ʔa˞uh	靴靿於教切五
2805	袎	影開二肴去	效攝	效開二去效影	去聲36效	去声19效	於教切	qaewh	'aewH	qrauh	eaw	ʔau	au	ʔau	ʔau	ʔau	ʔaɨw	ʔɣau	ʔɯau	ʔɣæu	ʔᵚæu	ʔ̙àˤw	ʔàˤw	ʔæ̀w	ʔa˞uh	襪袎
2805	㑃	影開二肴去	效攝	效開二去效影	去聲36效	去声19效	於教切	qaewh	'aewH	qrauh	eaw	ʔau	au	ʔau	ʔau	ʔau	ʔaɨw	ʔɣau	ʔɯau	ʔɣæu	ʔᵚæu	ʔ̙àˤw	ʔàˤw	ʔæ̀w	ʔa˞uh	很也戾也出字林
2805	箹	影開二肴去	效攝	效開二去效影	去聲36效	去声19效	於教切	qaewh	'aewH	qrauh	eaw	ʔau	au	ʔau	ʔau	ʔau	ʔaɨw	ʔɣau	ʔɯau	ʔɣæu	ʔᵚæu	ʔ̙àˤw	ʔàˤw	ʔæ̀w	ʔa˞uh	竹節又於角切
2805	軪	影開二肴去	效攝	效開二去效影	去聲36效	去声19效	於教切	qaewh	'aewH	qrauh	eaw	ʔau	au	ʔau	ʔau	ʔau	ʔaɨw	ʔɣau	ʔɯau	ʔɣæu	ʔᵚæu	ʔ̙àˤw	ʔàˤw	ʔæ̀w	ʔa˞uh	車有機
2806	樂	疑開二肴去	效攝	效開二去效疑	去聲36效	去声19效	五教切	ngaewh	ngaewH	ngrauh	ngeaw	ŋau	ŋau	ŋau	ŋau	ŋau	ŋaɨw	ŋɣau	ŋɯau	ŋɣæu	ŋᵚæu	ɴàˤw	ŋàˤw	ŋæ̀w	ɴa˞uh	好也五教切又岳洛二音三
2806	磽	疑開二肴去	效攝	效開二去效疑	去聲36效	去声19效	五教切	ngaewh	ngaewH	ngrauh	ngeaw	ŋau	ŋau	ŋau	ŋau	ŋau	ŋaɨw	ŋɣau	ŋɯau	ŋɣæu	ŋᵚæu	ɴàˤw	ŋàˤw	ŋæ̀w	ɴa˞uh	礉磽又五交切
2806	𩳔	疑開二肴去	效攝	效開二去效疑	去聲36效	去声19效	五教切	ngaewh	ngaewH	ngrauh	ngeaw	ŋau	ŋau	ŋau	ŋau	ŋau	ŋaɨw	ŋɣau	ŋɯau	ŋɣæu	ŋᵚæu	ɴàˤw	ŋàˤw	ŋæ̀w	ɴa˞uh	醜皃
2807	巢	崇開二肴去	效攝	效開二去效崇	去聲36效	去声19效	七〈士〉稍切	dzraewh	dzraewH	zrauh	draw	dʐʱau	dʒʱau	dʒau	dʒau	dʒau	dʐaɨw	dʒɣau	dʐɯau	dʐɣæu	dʐᵚæu	dʐàˤw	dʐàˤw	dʐæ̀w	dʐa˞uh	棧閣也七稍切又士交切一
2808	号	匣開一豪去	效攝	效開一去号匣	去聲37号	去声20號	胡到切	ghawh	hawH	ghauh	haw	ɣɑu	ɣɑu	ɣɑu	ɣɑu	ɣɑu	ɦaw	ɦɑu	ɦɑu	ɦɑu	ɦɑu	ʁə̀w	ɣə̀w	ɣàw	ʁɑuh	号令又召也呼也諡也亦作號胡到切六
2808	號	匣開一豪去	效攝	效開一去号匣	去聲37号	去声20號	胡到切	ghawh	hawH	ghauh	haw	ɣɑu	ɣɑu	ɣɑu	ɣɑu	ɣɑu	ɦaw	ɦɑu	ɦɑu	ɦɑu	ɦɑu	ʁə̀w	ɣə̀w	ɣàw	ʁɑuh	上同又乎刀切（号令又召也呼也諡也亦作號胡到切六）
2808	𤩭	匣開一豪去	效攝	效開一去号匣	去聲37号	去声20號	胡到切	ghawh	hawH	ghauh	haw	ɣɑu	ɣɑu	ɣɑu	ɣɑu	ɣɑu	ɦaw	ɦɑu	ɦɑu	ɦɑu	ɦɑu	ʁə̀w	ɣə̀w	ɣàw	ʁɑuh	石似玉也
2808	㙱	匣開一豪去	效攝	效開一去号匣	去聲37号	去声20號	胡到切	ghawh	hawH	ghauh	haw	ɣɑu	ɣɑu	ɣɑu	ɣɑu	ɣɑu	ɦaw	ɦɑu	ɦɑu	ɦɑu	ɦɑu	ʁə̀w	ɣə̀w	ɣàw	ʁɑuh	上釜
2808	䜂	匣開一豪去	效攝	效開一去号匣	去聲37号	去声20號	胡到切	ghawh	hawH	ghauh	haw	ɣɑu	ɣɑu	ɣɑu	ɣɑu	ɣɑu	ɦaw	ɦɑu	ɦɑu	ɦɑu	ɦɑu	ʁə̀w	ɣə̀w	ɣàw	ʁɑuh	相欺
2808	𡟷	匣開一豪去	效攝	效開一去号匣	去聲37号	去声20號	胡到切	ghawh	hawH	ghauh	haw	ɣɑu	ɣɑu	ɣɑu	ɣɑu	ɣɑu	ɦaw	ɦɑu	ɦɑu	ɦɑu	ɦɑu	ʁə̀w	ɣə̀w	ɣàw	ʁɑuh	女字
2809	導	定開一豪去	效攝	效開一去号定	去聲37号	去声20號	徒到切	dawh	dawH	dauh	daw	dʱɑu	dʱɑu	dɑu	dɑu	dɑu	daw	dɑu	dɑu	dɑu	dɑu	d̙ə̀w	də̀w	dàw	dɑuh	引也徒到切十四
2809	翿	定開一豪去	效攝	效開一去号定	去聲37号	去声20號	徒到切	dawh	dawH	dauh	daw	dʱɑu	dʱɑu	dɑu	dɑu	dɑu	daw	dɑu	dɑu	dɑu	dɑu	d̙ə̀w	də̀w	dàw	dɑuh	舞者所執
2809	纛	定開一豪去	效攝	效開一去号定	去聲37号	去声20號	徒到切	dawh	dawH	dauh	daw	dʱɑu	dʱɑu	dɑu	dɑu	dɑu	daw	dɑu	dɑu	dɑu	dɑu	d̙ə̀w	də̀w	dàw	dɑuh	左纛以犛牛尾爲之大如斗繫於左騑馬軶上
2809	悼	定開一豪去	效攝	效開一去号定	去聲37号	去声20號	徒到切	dawh	dawH	dauh	daw	dʱɑu	dʱɑu	dɑu	dɑu	dɑu	daw	dɑu	dɑu	dɑu	dɑu	d̙ə̀w	də̀w	dàw	dɑuh	傷悼
2809	蹈	定開一豪去	效攝	效開一去号定	去聲37号	去声20號	徒到切	dawh	dawH	dauh	daw	dʱɑu	dʱɑu	dɑu	dɑu	dɑu	daw	dɑu	dɑu	dɑu	dɑu	d̙ə̀w	də̀w	dàw	dɑuh	踐也
2809	盜	定開一豪去	效攝	效開一去号定	去聲37号	去声20號	徒到切	dawh	dawH	dauh	daw	dʱɑu	dʱɑu	dɑu	dɑu	dɑu	daw	dɑu	dɑu	dɑu	dɑu	d̙ə̀w	də̀w	dàw	dɑuh	盜賊
2809	燾	定開一豪去	效攝	效開一去号定	去聲37号	去声20號	徒到切	dawh	dawH	dauh	daw	dʱɑu	dʱɑu	dɑu	dɑu	dɑu	daw	dɑu	dɑu	dɑu	dɑu	d̙ə̀w	də̀w	dàw	dɑuh	覆也又徒刀切
2809	幬	定開一豪去	效攝	效開一去号定	去聲37号	去声20號	徒到切	dawh	dawH	dauh	daw	dʱɑu	dʱɑu	dɑu	dɑu	dɑu	daw	dɑu	dɑu	dɑu	dɑu	d̙ə̀w	də̀w	dàw	dɑuh	上同（覆也又徒刀切）
2809	䆃	定開一豪去	效攝	效開一去号定	去聲37号	去声20號	徒到切	dawh	dawH	dauh	daw	dʱɑu	dʱɑu	dɑu	dɑu	dɑu	daw	dɑu	dɑu	dɑu	dɑu	d̙ə̀w	də̀w	dàw	dɑuh	嘉禾一莖六穗
2809	儔	定開一豪去	效攝	效開一去号定	去聲37号	去声20號	徒到切	dawh	dawH	dauh	daw	dʱɑu	dʱɑu	dɑu	dɑu	dɑu	daw	dɑu	dɑu	dɑu	dɑu	d̙ə̀w	də̀w	dàw	dɑuh	隱也
2809	𨱵	定開一豪去	效攝	效開一去号定	去聲37号	去声20號	徒到切	dawh	dawH	dauh	daw	dʱɑu	dʱɑu	dɑu	dɑu	dɑu	daw	dɑu	dɑu	dɑu	dɑu	d̙ə̀w	də̀w	dàw	dɑuh	長皃
2809	𠺛	定開一豪去	效攝	效開一去号定	去聲37号	去声20號	徒到切	dawh	dawH	dauh	daw	dʱɑu	dʱɑu	dɑu	dɑu	dɑu	daw	dɑu	dɑu	dɑu	dɑu	d̙ə̀w	də̀w	dàw	dɑuh	年九十或作𡄒
2809	䊭	定開一豪去	效攝	效開一去号定	去聲37号	去声20號	徒到切	dawh	dawH	dauh	daw	dʱɑu	dʱɑu	dɑu	dɑu	dɑu	daw	dɑu	dɑu	dɑu	dɑu	d̙ə̀w	də̀w	dàw	dɑuh	黏也
2809	䌦	定開一豪去	效攝	效開一去号定	去聲37号	去声20號	徒到切	dawh	dawH	dauh	daw	dʱɑu	dʱɑu	dɑu	dɑu	dɑu	daw	dɑu	dɑu	dɑu	dɑu	d̙ə̀w	də̀w	dàw	dɑuh	不青不黃
2810	到	端開一豪去	效攝	效開一去号端	去聲37号	去声20號	都導切	tawh	tawH	tauh	taw	tɑu	tɑu	tɑu	tɑu	tɑu	taw	tɑu	tɑu	tɑu	tɑu	t̙ə̀w	tə̀w	tàw	tɑuh	至也又姓出彭城本自高陽氏楚令尹屈到之後漢有東平太守到質都導切六
2810	禱	端開一豪去	效攝	效開一去号端	去聲37号	去声20號	都導切	tawh	tawH	tauh	taw	tɑu	tɑu	tɑu	tɑu	tɑu	taw	tɑu	tɑu	tɑu	tɑu	t̙ə̀w	tə̀w	tàw	tɑuh	祭也請也文字音義云得福曰祠求福曰禱又當老切
2810	倒	端開一豪去	效攝	效開一去号端	去聲37号	去声20號	都導切	tawh	tawH	tauh	taw	tɑu	tɑu	tɑu	tɑu	tɑu	taw	tɑu	tɑu	tɑu	tɑu	t̙ə̀w	tə̀w	tàw	tɑuh	倒懸又當老切
2810	𤓾	端開一豪去	效攝	效開一去号端	去聲37号	去声20號	都導切	tawh	tawH	tauh	taw	tɑu	tɑu	tɑu	tɑu	tɑu	taw	tɑu	tɑu	tɑu	tɑu	t̙ə̀w	tə̀w	tàw	tɑuh	姓也出河內
2810	𧛔	端開一豪去	效攝	效開一去号端	去聲37号	去声20號	都導切	tawh	tawH	tauh	taw	tɑu	tɑu	tɑu	tɑu	tɑu	taw	tɑu	tɑu	tɑu	tɑu	t̙ə̀w	tə̀w	tàw	tɑuh	衣背縫
2810	菿	端開一豪去	效攝	效開一去号端	去聲37号	去声20號	都導切	tawh	tawH	tauh	taw	tɑu	tɑu	tɑu	tɑu	tɑu	taw	tɑu	tɑu	tɑu	tɑu	t̙ə̀w	tə̀w	tàw	tɑuh	大也
2811	誥	見開一豪去	效攝	效開一去号見	去聲37号	去声20號	古到切	kawh	kawH	kauh	kaw	kɑu	kɑu	kɑu	kɑu	kɑu	kaw	kɑu	kɑu	kɑu	kɑu	qə̀w	kə̀w	kàw	qɑuh	告也謹也古到切七
2811	郜	見開一豪去	效攝	效開一去号見	去聲37号	去声20號	古到切	kawh	kawH	kauh	kaw	kɑu	kɑu	kɑu	kɑu	kɑu	kaw	kɑu	kɑu	kɑu	kɑu	qə̀w	kə̀w	kàw	qɑuh	國名在濟陰又姓晉有高昌長郜玖
2811	告	見開一豪去	效攝	效開一去号見	去聲37号	去声20號	古到切	kawh	kawH	kauh	kaw	kɑu	kɑu	kɑu	kɑu	kɑu	kaw	kɑu	kɑu	kɑu	kɑu	qə̀w	kə̀w	kàw	qɑuh	報也說文作𠰛又音梏
2811	縞	見開一豪去	效攝	效開一去号見	去聲37号	去声20號	古到切	kawh	kawH	kauh	kaw	kɑu	kɑu	kɑu	kɑu	kɑu	kaw	kɑu	kɑu	kɑu	kɑu	qə̀w	kə̀w	kàw	qɑuh	白縑又音藁
2811	膏	見開一豪去	效攝	效開一去号見	去聲37号	去声20號	古到切	kawh	kawH	kauh	kaw	kɑu	kɑu	kɑu	kɑu	kɑu	kaw	kɑu	kɑu	kɑu	kɑu	qə̀w	kə̀w	kàw	qɑuh	膏車又音高
2811	𣝏	見開一豪去	效攝	效開一去号見	去聲37号	去声20號	古到切	kawh	kawH	kauh	kaw	kɑu	kɑu	kɑu	kɑu	kɑu	kaw	kɑu	kɑu	kɑu	kɑu	qə̀w	kə̀w	kàw	qɑuh	苦木
2811	烄	見開一豪去	效攝	效開一去号見	去聲37号	去声20號	古到切	kawh	kawH	kauh	kaw	kɑu	kɑu	kɑu	kɑu	kɑu	kaw	kɑu	kɑu	kɑu	kɑu	qə̀w	kə̀w	kàw	qɑuh	交木然也
2812	傲	疑開一豪去	效攝	效開一去号疑	去聲37号	去声20號	五到切	ngawh	ngawH	ngauh	ngaw	ŋɑu	ŋɑu	ŋɑu	ŋɑu	ŋɑu	ŋaw	ŋɑu	ŋɑu	ŋɑu	ŋɑu	ɴə̀w	ŋə̀w	ŋàw	ɴɑuh	慢也倨也說文作敖餘倣此五到切八
2812	嫯	疑開一豪去	效攝	效開一去号疑	去聲37号	去声20號	五到切	ngawh	ngawH	ngauh	ngaw	ŋɑu	ŋɑu	ŋɑu	ŋɑu	ŋɑu	ŋaw	ŋɑu	ŋɑu	ŋɑu	ŋɑu	ɴə̀w	ŋə̀w	ŋàw	ɴɑuh	慢也
2812	䫨	疑開一豪去	效攝	效開一去号疑	去聲37号	去声20號	五到切	ngawh	ngawH	ngauh	ngaw	ŋɑu	ŋɑu	ŋɑu	ŋɑu	ŋɑu	ŋaw	ŋɑu	ŋɑu	ŋɑu	ŋɑu	ɴə̀w	ŋə̀w	ŋàw	ɴɑuh	頭長
2812	鏊	疑開一豪去	效攝	效開一去号疑	去聲37号	去声20號	五到切	ngawh	ngawH	ngauh	ngaw	ŋɑu	ŋɑu	ŋɑu	ŋɑu	ŋɑu	ŋaw	ŋɑu	ŋɑu	ŋɑu	ŋɑu	ɴə̀w	ŋə̀w	ŋàw	ɴɑuh	餅鏊
2812	驁	疑開一豪去	效攝	效開一去号疑	去聲37号	去声20號	五到切	ngawh	ngawH	ngauh	ngaw	ŋɑu	ŋɑu	ŋɑu	ŋɑu	ŋɑu	ŋaw	ŋɑu	ŋɑu	ŋɑu	ŋɑu	ɴə̀w	ŋə̀w	ŋàw	ɴɑuh	馬名
2812	奡	疑開一豪去	效攝	效開一去号疑	去聲37号	去声20號	五到切	ngawh	ngawH	ngauh	ngaw	ŋɑu	ŋɑu	ŋɑu	ŋɑu	ŋɑu	ŋaw	ŋɑu	ŋɑu	ŋɑu	ŋɑu	ɴə̀w	ŋə̀w	ŋàw	ɴɑuh	陸地行舟人也
2812	謷	疑開一豪去	效攝	效開一去号疑	去聲37号	去声20號	五到切	ngawh	ngawH	ngauh	ngaw	ŋɑu	ŋɑu	ŋɑu	ŋɑu	ŋɑu	ŋaw	ŋɑu	ŋɑu	ŋɑu	ŋɑu	ɴə̀w	ŋə̀w	ŋàw	ɴɑuh	志遠皃
2812	鷔	疑開一豪去	效攝	效開一去号疑	去聲37号	去声20號	五到切	ngawh	ngawH	ngauh	ngaw	ŋɑu	ŋɑu	ŋɑu	ŋɑu	ŋɑu	ŋaw	ŋɑu	ŋɑu	ŋɑu	ŋɑu	ɴə̀w	ŋə̀w	ŋàw	ɴɑuh	鷔鳦魚鳥狀也
2813	冃	明一豪去	效攝	效開一去号明	去聲37号	去声20號	莫報切	mawh	mawH	mauh	maw	mɑu	mɑu	mɑu	mɑu	mɑu	maw	mɑu	mɑu	mɑu	mɑu	m̙ə̀w	mə̀w	màw	mɑuh	說文曰小兒蠻夷頭衣也莫報切十九
2813	帽	明一豪去	效攝	效開一去号明	去聲37号	去声20號	莫報切	mawh	mawH	mauh	maw	mɑu	mɑu	mɑu	mɑu	mɑu	maw	mɑu	mɑu	mɑu	mɑu	m̙ə̀w	mə̀w	màw	mɑuh	頭帽
2813	耄	明一豪去	效攝	效開一去号明	去聲37号	去声20號	莫報切	mawh	mawH	mauh	maw	mɑu	mɑu	mɑu	mɑu	mɑu	maw	mɑu	mɑu	mɑu	mɑu	m̙ə̀w	mə̀w	màw	mɑuh	老耄亦作𦒷見經典省
2813	𧂕	明一豪去	效攝	效開一去号明	去聲37号	去声20號	莫報切	mawh	mawH	mauh	maw	mɑu	mɑu	mɑu	mɑu	mɑu	maw	mɑu	mɑu	mɑu	mɑu	m̙ə̀w	mə̀w	màw	mɑuh	上同見說文（老耄亦作𦒷見經典省）
2813	芼	明一豪去	效攝	效開一去号明	去聲37号	去声20號	莫報切	mawh	mawH	mauh	maw	mɑu	mɑu	mɑu	mɑu	mɑu	maw	mɑu	mɑu	mɑu	mɑu	m̙ə̀w	mə̀w	màw	mɑuh	菜食又擇也搴也謂拔取菜也芼以蘋蘩爲羹亦草覆蔓
2813	眊	明一豪去	效攝	效開一去号明	去聲37号	去声20號	莫報切	mawh	mawH	mauh	maw	mɑu	mɑu	mɑu	mɑu	mɑu	maw	mɑu	mɑu	mɑu	mɑu	m̙ə̀w	mə̀w	màw	mɑuh	目少睛
2813	瑁	明一豪去	效攝	效開一去号明	去聲37号	去声20號	莫報切	mawh	mawH	mauh	maw	mɑu	mɑu	mɑu	mɑu	mɑu	maw	mɑu	mɑu	mɑu	mɑu	m̙ə̀w	mə̀w	màw	mɑuh	圭名天子所執
2813	𤣽	明一豪去	效攝	效開一去号明	去聲37号	去声20號	莫報切	mawh	mawH	mauh	maw	mɑu	mɑu	mɑu	mɑu	mɑu	maw	mɑu	mɑu	mɑu	mɑu	m̙ə̀w	mə̀w	màw	mɑuh	古文（圭名天子所執）
2813	冒	明一豪去	效攝	效開一去号明	去聲37号	去声20號	莫報切	mawh	mawH	mauh	maw	mɑu	mɑu	mɑu	mɑu	mɑu	maw	mɑu	mɑu	mɑu	mɑu	m̙ə̀w	mə̀w	màw	mɑuh	覆也涉也又莫北切
2813	𥈆	明一豪去	效攝	效開一去号明	去聲37号	去声20號	莫報切	mawh	mawH	mauh	maw	mɑu	mɑu	mɑu	mɑu	mɑu	maw	mɑu	mɑu	mɑu	mɑu	m̙ə̀w	mə̀w	màw	mɑuh	低目細視
2813	旄	明一豪去	效攝	效開一去号明	去聲37号	去声20號	莫報切	mawh	mawH	mauh	maw	mɑu	mɑu	mɑu	mɑu	mɑu	maw	mɑu	mɑu	mɑu	mɑu	m̙ə̀w	mə̀w	màw	mɑuh	狗足旄尾毛
2813	毛	明一豪去	效攝	效開一去号明	去聲37号	去声20號	莫報切	mawh	mawH	mauh	maw	mɑu	mɑu	mɑu	mɑu	mɑu	maw	mɑu	mɑu	mɑu	mɑu	m̙ə̀w	mə̀w	màw	mɑuh	毛鷹鷂鸇
2813	媢	明一豪去	效攝	效開一去号明	去聲37号	去声20號	莫報切	mawh	mawH	mauh	maw	mɑu	mɑu	mɑu	mɑu	mɑu	maw	mɑu	mɑu	mɑu	mɑu	m̙ə̀w	mə̀w	màw	mɑuh	夫妬婦出說文
2813	𩿂	明一豪去	效攝	效開一去号明	去聲37号	去声20號	莫報切	mawh	mawH	mauh	maw	mɑu	mɑu	mɑu	mɑu	mɑu	maw	mɑu	mɑu	mɑu	mɑu	m̙ə̀w	mə̀w	màw	mɑuh	鳥輕毛
2813	𢯾	明一豪去	效攝	效開一去号明	去聲37号	去声20號	莫報切	mawh	mawH	mauh	maw	mɑu	mɑu	mɑu	mɑu	mɑu	maw	mɑu	mɑu	mɑu	mɑu	m̙ə̀w	mə̀w	màw	mɑuh	手扶之也
2813	覒	明一豪去	效攝	效開一去号明	去聲37号	去声20號	莫報切	mawh	mawH	mauh	maw	mɑu	mɑu	mɑu	mɑu	mɑu	maw	mɑu	mɑu	mɑu	mɑu	m̙ə̀w	mə̀w	màw	mɑuh	邪視也亦作㲘
2813	㲝	明一豪去	效攝	效開一去号明	去聲37号	去声20號	莫報切	mawh	mawH	mauh	maw	mɑu	mɑu	mɑu	mɑu	mɑu	maw	mɑu	mɑu	mɑu	mɑu	m̙ə̀w	mə̀w	màw	mɑuh	鳥毛盛也
2813	䋃	明一豪去	效攝	效開一去号明	去聲37号	去声20號	莫報切	mawh	mawH	mauh	maw	mɑu	mɑu	mɑu	mɑu	mɑu	maw	mɑu	mɑu	mɑu	mɑu	m̙ə̀w	mə̀w	màw	mɑuh	刺也絹帛毛起如刺也
2813	𣔺	明一豪去	效攝	效開一去号明	去聲37号	去声20號	莫報切	mawh	mawH	mauh	maw	mɑu	mɑu	mɑu	mɑu	mɑu	maw	mɑu	mɑu	mɑu	mɑu	m̙ə̀w	mə̀w	màw	mɑuh	說文曰門樞之橫梁
2814	嫪	來開一豪去	效攝	效開一去号來	去聲37号	去声20號	郎到切	lawh	lawH	lauh	law	lɑu	lɑu	lɑu	lɑu	lɑu	law	lɑu	lɑu	lɑu	lɑu	l̙ə̀w	lə̀w	làw	lɑuh	悋物又姓郎到切八
