	注释：-白读，=文读
n	[2]肉[3]女[5]□{～喙：吵架}[7]□{掐：～人中}
l	[2]六陸绿录[3]吕旅屡累{～积}侣铝履缕{丝～}[5]驴[6]虑滤累{～人：疲劳；连～}类□{～子：冰锥}[7]律率{速～}
ts	[1]禇{姓}诸诛株{～连九族}朱硃{～砂}朱{姓}珠{玻璃～}锥{～栗}鹐{鸟啄物}殊{文～菩萨}轴{～承}[2]聚徐醉驻{～军}[3]煮主嘴{亲～}[5]著{显～}註{～册}注{～意}蛀铸薯{番～；马铃～}[7]祝粥足烛
tsʰ	[1]秫{～米：糯米}[3]储{～蓄}鼠取娶[5]处{相～；办事～}喙{嘴；嬉～：光说不练}趣翠[7]出
s	[1]书须{必～}鬚{灯笼～；胡～}需输{～赢；运～}虽熟{～悉}□{～尿：把尿}[2]荽{芫～子：香菜}穗{灯笼～}恤{T～}[3]水{～窟：水坑儿}浒署{专～}殊{特～}[5]絮暑{处～}庶恕岁={万～}隨睡{午～（杨、曹）}遂□{～面：薄而带咸味的面}[6]叙序绪续树{人名用字}瑞[7]舒黍{芦～：高粱}睡{午～（张）}戌恤{抚～}術{技～}述肃宿{住～}叔淑粟俗{风～}
k	[1]居车{～马炮}距拘圭{地名用字}规{～矩}龟归□{～子：丸子之类的食品}[2]据渠{他}巨拒剧{～烈；戏～}俱瞿具惧炬[3]举诡轨鬼矩{规～}[5]锯{～子；～木头}桂癸季贵句瑰{玫～}[6]跪柜局[7]驹{白～过缝}菊渠{红旗～}
kʰ	[1]趋枢区{地～}驱亏[3]杵逵豨{猪}[7]屈麴{酒～}曲{～折；歌～}□{～人：嫁女儿；出嫁}
ŋ	[2]危玉{～镯子}狱[3]语[5]蜈梧鱼渔愚虞[6]禦{防～}御{～赐}豫{犹～}遇寓娱
h	[1]墟{赶～}虚雨-{落～：下雨，～衣，及时～}挥辉[3]许浒[6]惠慧[7]畜{～牧}蓄{储～}
∅	[1]威[2]余{姓}愈{～好}癒{病～}喻围{～巾}域郁嘱{遗～}属{家～}欲{～知后事}慾{～望}浴沸乳{豆腐～}[3]如汝于{～此；～是}餘{剩～}与{及，～人为善}儒雨={谷～，～水}宇禹羽萎{～缩}委维违围{包～}伟纬□{驱赶}[5]腻淤{～青；～泥}[6]榆逾愉迂畏誉{荣～}预芋{槟榔～：魔芋}卫位胃谓尉{～迟恭}勩{磨损}玉{地名用字}[7]芋{～头}裕慰熨沃{～水：浇水}育□{折叠}
#a	
p	[1]巴芭疤白□{双～树：合欢树}[2]琶{琵～}杷{枇～}[3]把{～握，～守，一～}迫{窄}[5]霸爬罢钯{～子}□{骹～：爪子}[6]爸耙{犁～，～地}[7]百柏伯擘{～喙：张开嘴}檗{黄～，药名}
pʰ	[3]八{～八pʰa24子：八哥}[5]怕帕[7]拍{𢫦～：打拍子}八{八pʰa21～子：八哥}
m	[2]麦蟆{蛤～}𢫦{打}[3]马码{～头，号～}玛蚂{～蝗钉：两头钉}[5]麻{手～}嫲{牛～：母牛}□{手～头：大拇指}[6]骂
t	[1]爹{父亲}踏□{踱，走}[2]碟-[3]打{一～：十二个}[5]茶{食～，一帖～子：一帖中药}[7]答搭□{～被：缝被子}
tʰ	[1]他{其～}沓{一～纸}叠□{纳：～鞋底}[2]□{差：质量～}[7]塔塌帖-{—～药}贴
n	[2]拿纳捺{撇～}哪{～吒}□{给（动词、介词）}[3]哪{～个}[5]□{拃；庹}[7]□{让，～渠去：让他去}
l	[1]拉[2]腊蜡猎□{～□pʰiɛ24：吹牛皮}[7]癞{～痢头}□{舔}□{□ka24～侧：侧着睡}
ts	[1]楂{山～}渣炸{～弹}剂{一～药，面～子}[2]诈查{调～}杂铡{龙头～}闸{～刀}焯煠{（老派）白～卵：白煮蛋}泽{地名用字}[5]做[7]扎{用针～；捆～}札
tsʰ	[1]叉杈{树～}差{成绩～，～别}岔{叉道口}[5]䖳{～皮：海蜇皮}岔{打～：打岔}[7]插擦={～边}册□{掺；兑：～水}
s	[1]沙{西瓜很～}纱{黄～布}痧{扭～：刮痧}[3]傻耍{～赖皮}[7]萨䅴{穗}
k	[1]家{大～}傢{～具}加嘉稼{庄～}枷佳豭{～豨：公猪}□{～□si55子：阴茎}[2]夹{名词，动词}[3]假{真～；放～}[5]架驾稼{人名用字}价嫁{～接}迦假{放～：放学}[6]下{放，搁}[7]觉{感～；知～}夹{～袄}甲胛{肩～}匣{乌～：黑匣子}隔{～壁}□{～蟆：螳螂}□{～纸：草纸}□{～子：收晚稻的脱谷工具}□{～山：用罗盘看风水的过程}
kʰ	[1]揩{～油}[2]揢{捕，捉，拿住}[7]客壳{枳～}
ŋ	[2]嶽{五～}岳{～父}乐{音～}[3]雅[5]牙芽衙涯{天～}崖{山～}[6]亚{～州}
h	[1]□{鼎～：锅箍}[5]蛤{～蟆}嫁{～人，～妆}虾{鱼～}霞[7]狭峡侠辖{管～}学={化～}□{～口：关隘}
∅	[1]阿{～胶}鸦{乌～}[2]下{～底；～降；冬～：冬天}[3]哑□{□ki42□tɔŋ22～：连接上下梁的柱子}[6]厦{～门}夏{姓；交～：立夏}[7]鸦{～片}鸭轭
#ia	
p	[7]璧壁
t	[1]籴[2]□{～死：装死}宅{～墩}[6]地-{～下}□{拥挤}[7]摘{～茶，～奶：断奶}
tʰ	[7]拆{～开}□{～新娘：闹洞房}□{～索：翻绳}
n	[3]惹{传染}□{苍耳}□{骹～□yẽĩ55：膝盖窝}[2]额{～头}□{辫子}[5]□{耙～：重耙}[6]□{谁}[7]镊{动词}□{～菜：搛菜}𥍉{～目：眼睛乱转到处乱看}
l	[2]吏{贪官污～（杨）}曆{日～}□{圆的簸箕}□{～□sia42鞋：拖鞋}[7]□{夹（菜）}
ts	[1]遮葉{姓}[2]邪斜畲{～族；畲客嫲}籍藉{狼～}[3]姐={小～}者[5]蔗□{～□pu42子：平房}[6]鹧{～鸪}谢{姓；多～}[7]雀{鸟的统称，原文“只”}迹脊渍{草～：草汁}
tsʰ	[1]车{马～}奢赊□{纳：～鞋底}□{欠；差：～五毛就十块钱}□{～刀：铅笔刀}[3]且扯[5]□{～肠子：盲肠}[7]恰{～当}赤□{爱占小便宜；～□ki22：流氓地痞}
s	[1]□{～沟：把垄里的土弄平}[2]□{□lia42～鞋：拖鞋}[3]写[5]泻{泽～，～腹：拉肚子}赦舍{宿～}[6]卸谢{凋～，花～了}[7]削鹊{鸭～；喜～}
k	[2]屐{木～}[3]□{绊；～舌：口吃}[7]□{～今：现在}
kʰ	[1]□{树～：树枝}[5]洽{接～}
h	[7]胁{威～}
∅	[2]射社煠{新派}役野{～秽：非农作物野草}□{凶}[3]佘{姓}耶{～稣}也{者也，也是}野{～生}[5]□{□i55～：母亲}[6]麝{～香}夜{～不收：夜不归宿}
#ua	
ts	[1]抓
k	[1]瓜[3]果裹馃{～片}寡剐[5]过挂卦褂{白大～}[7]刮郭
kʰ	[1]戈{姓}科窠{山～}夸{～～其谈}垮跨[3]挎{～包}[5]课[7]括{～弧}廓
h	[1]花祸[3]伙{～计，朋友～，入～}[5]货化[6]话={电～}[7]法{方～，～子}乏伐活
∅	[1]倭{～寇}窝娲{女～}蛙镬{～底：菜名}□{～□yẽĩ21：一种比搪瓷更不容易生锈的金属}[2]瓦画{划～一刀；～船}[3]华{中～；～山，姓}和{～气}[6]话-{～事：说话}
#ɛ	
p	[1]卜蔔{萝～}[5]憋{～一口气}[7]北
pʰ	[7]迫{压～}魄{魂～}
m	[2]密-{很～：合拢}墨脉[3]□{～鬼：鬼压身}□{～～的：默默地}[6]□{后～：以后}[7]默□{□ãŋ55～：小的癞蛤蟆}
t	[1]直胝{趼：手磨出～}[2]宅{某（姓）～}□{冇人～：老姑娘}[7]得{（动词），～到}德熟{饭～了}
tʰ	[7]特踢
n	[1]□{扔、投：～手榴弹}[7]□{□me21～子：老末儿}
l	[2]栗-{锥～}肋勒□{～目mu21：眼眍}[3]莱{～州}[5]来
ts	[1]栽[2]汁{目～：眼泪}塞{梗～}泽{～泻}[5]□{躲佯～：捉迷藏}□{姨嫲～：小姨}[6]□{未被包入时的馅儿}[7]折{（新派）𢫦～：打折}则侧-{□ka24□la24：侧着睡}泽{毛～东}择={选～}责柘{～荣：地名}□{树～：树干上纹理很乱的部位，很难劈开；形容很难相处的人}
tsʰ	[1]贼[5]菜脐[7]厕{～所；茅～}漆徹撤侧={～面}测策□{用力地搀扶，架着}
s	[1]笠-{萝～：斗笠；箬～}李{大的李子，原文“柰”}□{刺儿}力{勤快；食得tɛ0～：勤劳、勤快}狮{豨kyʰ21～：公猪}□{～～：经常}[2]李-{～子}[3]使[5]狸-{野猫；果～：果子狸}[7]涩瑟虱塞{出～}色啬{～疕：小气}锡□{炭tʰuẽĩ21～：黑色的鲇鱼}□{炸的东西不脆}
k	[7]格革隔={～离}
kʰ	[3]□{～来：起来}[7]咳{～嗽}克刻{时刻；用刀刻}箍{～桶，～篾：蔑箍}□{～□pi21：翅膀}
ŋ	[2]逆{～水行舟；横妻～子，无法可治}[7]额={名～}扼
h	[2]□{砍：～树}[7]黑赫嚇{恐～}核{审～；～心}
∅	[7]压{～力；高血～}押{～金，抵～}□{混合化肥的动作}
#iɛ	
p	[1]别{～人}[3]□{裂，～□tiɛ42：（手）开裂；～串：稻子分蘖}□{炝（锅）}[6]避{～难}[7]屄{女阴}□{□la42～：吹牛皮}
pʰ	[1]批{翻一～：翻一页}[3]撇{一～一捺}[6]劈{～巴掌}[7]别{区～；告～}撇{～水：用双手舀水}劈{～山}
m	[2]灭篾□{好～：好一些（“一些”合音）}
t	[1]弟{兄～姐妹，～子：弟弟}[2]池谍蝶□{□piɛ21～：（手）开裂}□{青～：鲇鱼}[6]地={～主}[7]碟={影～}牒{通～}秩跌{～□ku21：丢脸}
tʰ	[1]□{归拢、聚拢；拿开}□{拔拉（到桌面以外）}[5]啼{哭}[6]□{块：一～瓦；一～钱}[7]铁帖={字～，请～}
n	[2]你{原文“尔”}宜{便～}孽□{□ki55～：不错：挺好的}□{□kiẽĩ55～：怎么}[7]聂{姓}捏□{□ki55～的：什么样的；怎么样的}
l	[2]裂[5]篱{笊～}[6]例离{～开，～婚}[7]列烈□{角～子：椽}
ts	[1]支脂{胭～}芝{灵～，～城：地名}[3]姐-{表～}□{□kʰiɛ55～：顽皮}[5]祭{～祖}匙{锁～}[6]□{浸泡}[7]接捷哲折{存～；～扣（老派）}浙节={～约；守～}截={～肢}□{酒坛子}
tsʰ	[1]橛{𢫦～：打桩}□{～薯：扁形的山药}[2]妾{纳～}[5]砌[7]湿切{一～}
s	[1]撕曳□{鱼鳍}[5]世[7]谐携涉薛泄{～漏}设
k	[5]计{三十六～，～算}□{手残者}[7]劫杰揭结洁□{生气；讨厌}
kʰ	[1]□{～□tsiɛ21：顽皮}
ŋ	[1]掖{夹在腋下}[2]页业孽{做～：做冤家}□{捕猎用的夹子}
h	[1]穴{～道}协{～会}[7]□{～□tiɔŋ42：知道}
∅	[2]食{吃（动词），～斗头：打平伙}□{肏}[3]爷{老天～；老～}椅热[7]□{这么；这；～个：这个}□{□ke55～：这样}
#e	
p	[6]□{哑～：哑巴}
pʰ	[1]泡{鱼～；～子：泡泡}[3]否
m	[3]牡茉{～莉花}□{～□nɛ24子：老末儿}[5]猫茅[6]茂贸
t	[1]得{（动词），给：～你}[2]投□{骰子}[3]斗{一～米}[5]鬥{食～头：打平伙；～争}昼{食～：吃午饭}[6]豆{雪～：豌豆}逗痘脰{脖子}
tʰ	[1]偷[3]敨{～开，～气}[5]剃透头
n	[2]□{茬、桩；树～：树桩}[3]□{山窠～：山坳}
l	[1]□{抠（鼻子），挖，剜}[3]篓[5]楼[6]漏□{酒～子：酒提子}
ts	[1]糟{酒～}邹皱绉[2]愁[3]蚤走{跑}□{莲～：莲蓬}[5]宙骤{步～}灶奏□{均匀}□{底：瓯～，鼎～，碗～}□{～□pʰai21：屁股}
tsʰ	[3]巢{窝：燕～}[5]凑{～巧}臭{香～}
s	[1]叟老-{～嫲}[3]□{揎，掴（巴掌）}[5]嗽{咳～}扫{鸡毛～}
k	[1]镐{洋～}勾{𢫦～；～当}钩沟□{～□iɛ24：这样}[2]厚猴[3]垢{牙～}苟狗={奴～：男仆}虼{～蚤：跳蚤}笱{安在河中捕鱼的工具}[5]够{能～}□{～冰：结冰}□{牙～：牙杯}[6]购{统～}构{机～}[7]给{自～自足}
kʰ	[1]□{～人：巴结}[3]口[5]叩{～头}扣{～子}寇
ŋ	[3]藕偶{配～；～然}[6]□{歪，斜}
h	[1]後{～面}[6]后{皇～}候侯
∅	[1]欧瓯{建～}殴[3]狗-讴叫喉{～中：～结}[5]□{亲属称谓的词尾，公～：祖父}
#ɔ	
p	[1]波菠{～薐：菠菜}玻{～璃}□{蚊子咬的包}□{□pi22～：蜻蜓}□{（飞的东西）停下来}[2]薄{～厚}[3]婆={老太～}[5]婆-{乞食～}□{～～蛇：眼镜蛇}[7]薄{～荷}勃博{换}泊{梁山～；停～}剥{～削}驳{反～}帛
pʰ	[1]坡[7]驳{～壳枪}朴{厚～：中药；～素}拍{～桌}
m	[1]馍摸[2]□{表示否定，～客气：不客气}[5]牟{释迦～尼}[6]磨{～面，石～}[7]魔摩莫幕{闭～}末{强弩之～}沫{泡～}□{～覆pʰy24：趴着睡}
t	[1]多择-{～一个}[2]驼驮{拿，～起来}舵掇{拾～，两手～起}□{在，～厝：在家}□{肏；截}□{□ti42～：灶蟋蟀}[3]朵[5]剁[7]夺铎桌卓啄
tʰ	[3]妥[7]託{委～}托{手承物}□{～被：褥子}
n	[2]诺[5]揉[7]挪捼{～面：和面}□{□ɔ55～：脏，不干净}□{踩（进烂泥田里）}□{～子：傻子}
l	[1]□{踩，踏（在地上）}[2]落骆洛[5]罗锣箩骡啰{～唆}萝{～蔔}□{～鸭；乌鸦}[6]摞{～起来}□{大的科秤；磅秤}□{寻找}[7]裸{～体}络乐{快～}□{毛～子：蝎子}
ts	[2]柘{～树}[3]左佐[6]座{落～}□{～货：囤货}[7]作{～坊，工～}酌琢□{只，只有：～去一回，～我一个人}
tsʰ	[1]搓[2]矬{矮～～（杨）}[5]锉莝{段：一～蔗}矬{矮～～（张）}措{～施}错{对～，交～}
s	[1]镯{玉～}唆{啰～}梭{织布～}[2]□{哄，骗}[3]锁琐{～碎}[7]索{绳～}缩欶{吮吸：～水；用锯末把地弄干}
k	[1]歌哥□{嗝}[2]□{舀：～汤}[3]□{～乌：很黑}[5]个{～人，一～}[6]□{～头：抬头}[7]鸽辖{直～}各阁搁角{菱～：菱角}□{拼、凑：～药末}
kʰ	[1]搉{击，～桌子}[3]可[5]去{来～，～年}[7]磕却{退～}确
ŋ	[5]蛾娥鄂[6]饿[7]讹卧
h	[1]蛤{～蜊干}合{六～彩}盒{烟～}鹤[2]何={～必}[5]荷{薄～}[6]贺霍藿{～香}[7]喝{～酒}
∅	[1]沤{久浸水中，面煮糗了}握{～手}□{～□nɔ24：脏，不干净}□{烟～：烟盒}[2]学-{跟你～，～手艺}[3]河{～南，大～}阿{～弥陀佛}何-{姓}[7]恶{憎，可～；善～}握{把～}解{会，晓}□{小孩儿乖}
#yɔ	
p	[3]补-{～鼎：补锅}[5]布{一块～}[6]哺{嚼}
t	[1]着{～火，点～，寐憩～：睡着}朝{今～：今天}□{□liu22～子：抓子儿}[3]□{曝～：晒干}燋{曝～：晒干}[6]□{道路}墿{道路}
n	[2]箬{～子：叶子}
l	[7]略
ts	[1]石-{～□py42：石头}[5]□{～冢：上坟}[7]借藉{～口}褯{～子：尿布}
tsʰ	[5]厝{房子，～来：回家；己～：同族人}戍{房子，～来：回家；己～：同族人}[7]芍{～药花}尺雀{麻～}鹊{喜～}惜{可爱}
s	[1]蓆{草～}[7]拾{捡，～金不昧}
k	[5]茄瘸{～腿}[7]脚{鸭～：银杏}屩{草～：草鞋}
kʰ	[7]□{蜇}
h	[1]靴
∅	[1]哕{干～：想呕吐}[2]药{～花：泽泻花}[7]若弱约
#ʊ	
p	[1]杯{干～}卑{自～}悲[2]陪倍背{～书：背诵}[5]贝培赔辈裴[6]焙{～燋：～干}
pʰ	[1]胚{～胎}坯{泥～}[3]剖[5]沛配佩□{痈：恶性肿瘤的一种}
m	[3]每某亩谋玫{～瑰}[5]梅枚媒{～体}霉{生～，倒～}莓穆{姓}□{□mi24～：食物很烂}□{不用；不必}
t	[1]堆[2]台{讲～；天～，～州}坠{耳垂}[3]短□{～子：骗子}[5]对碓{～下：水碓}兑[6]贷代袋□{套：～被}[7]兜□{趸}
tʰ	[1]推□{水冲走或流走}[3]腿[5]唾{～液，～沫}退蜕{蝉～子：知了}□{饭～：饭子}□{狗～子：小狗儿}[6]□{窟窿}[7]脱{～离，～贫}□{哄，骗}
n	[2]□{～子：阴茎}[6]内
l	[2]捋{～袖}[3]儡{傀～}蕊{花～}垒{堡～}[5]螺={～丝钉}雷={地～，～锋}[6]□{□kʊ33～：死结}[7]□{溪滑～：鹅卵石}□{大□kʊ55～：蝌蚪}□{呕吐}
ts	[1]□{擦，抹；～桌布：抹桌布}[2]裁-{～纸}罪[3]才{人～；～能}材财{～务}裁={独～}宰{～相}[5]晬{周岁}□{蝉～子：知了}[7]卒{兵～}
tsʰ	[1]崔{姓}催炊[3]彩采{蓝～和}[5]碎脆粹{纳～}[7]切{～菜}
s	[1]腮{络～胡}鳃{鱼～}衰□{瘦}[5]螺-{塍～：田螺}脶{手指纹}赛帅{挂～}雷-{响～公：打雷}[7]屑{锯～}刷蟀{蟋～}
k	[1]□{鸡～：鸡嗦子}□{梯：楼～}□{大～□lʊ24：蝌蚪}[2]滑{溪～□lʊ24：鹅卵石；～～菜：马齿苋}猾{狡～}□{～子：梯子}[3]傀{～儡}馃{白～}[5]髻{鸡～：鸡冠；～秆：捆稻草；～把：髻}[6]□{打：～栗□pɑu22：打栗暴}□{～□lʊ33：死结}[7]骨国
kʰ	[1]盔魁{人名，～星}奎{～宁}[5]会{～计}桧愧[6]溃{～脓}绘[7]窟{水～：小水坑}
