正體	国际音标（丰利）	声调符号	国际音标带调（丰利）	调值	调类	备注
闊	kʰʊᵘʔ	˦˥	kʰʊᵘʔ˦˥	45	7	
盇	kʰʊᵘʔ	˧	kʰʊᵘʔ˧	33	8	蓋
庫	kʰʋ	˦˥	kʰʋ˦˥	45	5	
褲	kʰʋ	˦˥	kʰʋ˦˥	45	5	
喖	kʰʋ	˨˦	kʰʋ˨˦	24	2	抽泣
枯	kʰʋ	˨˩	kʰʋ˨˩	21	1	
苦	kʰʋ	˧˨˨	kʰʋ˧˨˨	322	3	
幹	kẽ	˦˥	kẽ˦˥	45	5	文讀
間	kẽ	˦˥	kẽ˦˥	45	5	白讀
監	kẽ	˦˥	kẽ˦˥	45	5	白讀
鑑	kẽ	˦˥	kẽ˦˥	45	5	白讀
尷	kẽ	˨˩	kẽ˨˩	21	1	
間	kẽ	˨˩	kẽ˨˩	21	1	白讀
監	kẽ	˨˩	kẽ˨˩	21	1	白讀
艱	kẽ	˨˩	kẽ˨˩	21	1	白讀
揀	kẽ	˧˨˨	kẽ˧˨˨	322	3	
堿	kẽ	˧˨˨	kẽ˧˨˨	322	3	
減	kẽ	˧˨˨	kẽ˧˨˨	322	3	白讀
簡	kẽ	˧˨˨	kẽ˧˨˨	322	3	白讀
鹼	kẽ	˧˨˨	kẽ˧˨˨	322	3	白讀
胳	keʔ	˦˥	keʔ˦˥	45	7	
夾	keʔ	˦˥	keʔ˦˥	45	7	
甲	keʔ	˦˥	keʔ˦˥	45	7	白讀，二～
慣	kuẽ	˦˥	kuẽ˦˥	45	5	
關	kuẽ	˨˩	kuẽ˨˩	21	1	
管	kuẽ	˧˨˨	kuẽ˧˨˨	322	3	文讀
刮	kueʔ	˦˥	kueʔ˦˥	45	7	
颳	kueʔ	˦˥	kueʔ˦˥	45	7	
括	kueʔ	˦˥	kueʔ˦˥	45	7	
個	kʊ	˦˥	kʊ˦˥	45	5	
過	kʊ	˦˥	kʊ˦˥	45	5	
戈	kʊ	˨˩	kʊ˨˩	21	1	
哥	kʊ	˨˩	kʊ˨˩	21	1	
歌	kʊ	˨˩	kʊ˨˩	21	1	
鍋	kʊ	˨˩	kʊ˨˩	21	1	
過	kʊ	˨˩	kʊ˨˩	21	1	
哿	kʊ	˧˨˨	kʊ˧˨˨	322	3	～曾
果	kʊ	˧˨˨	kʊ˧˨˨	322	3	
裹	kʊ	˧˨˨	kʊ˧˨˨	322	3	
𠈑	kuæ̃	˦˥	kuæ̃˦˥	45	5	刮
逛	kuæ̃	˦˥	kuæ̃˦˥	45	5	
光	kuæ̃	˨˩	kuæ̃˨˩	21	1	
挂	kuɑ	˦˥	kuɑ˦˥	45	5	
掛	kuɑ	˦˥	kuɑ˦˥	45	5	
褂	kuɑ	˦˥	kuɑ˦˥	45	5	
卦	kuɑ	˦˥	kuɑ˦˥	45	5	
瓜	kuɑ	˨˩	kuɑ˨˩	21	1	
剮	kuɑ	˧˨˨	kuɑ˧˨˨	322	3	
寡	kuɑ	˧˨˨	kuɑ˧˨˨	322	3	
廣	kuæ̃	˧˨˨	kuæ̃˧˨˨	322	3	
郭	kuæʔ	˦˥	kuæʔ˦˥	45	7	
桂	kuəɪ	˦˥	kuəɪ˦˥	45	5	
貴	kuəɪ	˦˥	kuəɪ˦˥	45	5	
鱖	kuəɪ	˦˥	kuəɪ˦˥	45	5	
圭	kuəɪ	˨˩	kuəɪ˨˩	21	1	
皈	kuəɪ	˨˩	kuəɪ˨˩	21	1	
規	kuəɪ	˨˩	kuəɪ˨˩	21	1	
瑰	kuəɪ	˨˩	kuəɪ˨˩	21	1	
閨	kuəɪ	˨˩	kuəɪ˨˩	21	1	
龜	kuəɪ	˨˩	kuəɪ˨˩	21	1	
鮭	kuəɪ	˨˩	kuəɪ˨˩	21	1	
歸	kuəɪ	˨˩	kuəɪ˨˩	21	1	
軌	kuəɪ	˧˨˨	kuəɪ˧˨˨	322	3	
鬼	kuəɪ	˧˨˨	kuəɪ˧˨˨	322	3	
癸	kuəɪ	˧˨˨	kuəɪ˧˨˨	322	3	
詭	kuəɪ	˧˨˨	kuəɪ˧˨˨	322	3	
棍	kuəŋ	˦˥	kuəŋ˦˥	45	5	
滾	kuəŋ	˧˨˨	kuəŋ˧˨˨	322	3	
骨	kuəʔ	˦˥	kuəʔ˦˥	45	7	
怪	kuɛ	˦˥	kuɛ˦˥	45	5	
乖	kuɛ	˨˩	kuɛ˨˩	21	1	
拐	kuɛ	˧˨˨	kuɛ˧˨˨	322	3	
柺	kuɛ	˧˨˨	kuɛ˧˨˨	322	3	
幹	kʊ̃ᵘ̃	˦˥	kʊ̃ᵘ̃˦˥	45	5	白讀
冠	kʊ̃ᵘ̃	˦˥	kʊ̃ᵘ̃˦˥	45	5	
觀	kʊ̃ᵘ̃	˦˥	kʊ̃ᵘ̃˦˥	45	5	
貫	kʊ̃ᵘ̃	˦˥	kʊ̃ᵘ̃˦˥	45	5	
灌	kʊ̃ᵘ̃	˦˥	kʊ̃ᵘ̃˦˥	45	5	
罐	kʊ̃ᵘ̃	˦˥	kʊ̃ᵘ̃˦˥	45	5	
甘	kʊ̃ᵘ̃	˨˩	kʊ̃ᵘ̃˨˩	21	1	
杆	kʊ̃ᵘ̃	˨˩	kʊ̃ᵘ̃˨˩	21	1	
肝	kʊ̃ᵘ̃	˨˩	kʊ̃ᵘ̃˨˩	21	1	
泔	kʊ̃ᵘ̃	˨˩	kʊ̃ᵘ̃˨˩	21	1	
柑	kʊ̃ᵘ̃	˨˩	kʊ̃ᵘ̃˨˩	21	1	
竿	kʊ̃ᵘ̃	˨˩	kʊ̃ᵘ̃˨˩	21	1	
干	kʊ̃ᵘ̃	˨˩	kʊ̃ᵘ̃˨˩	21	1	
官	kʊ̃ᵘ̃	˨˩	kʊ̃ᵘ̃˨˩	21	1	
冠	kʊ̃ᵘ̃	˨˩	kʊ̃ᵘ̃˨˩	21	1	鷄～
棺	kʊ̃ᵘ̃	˨˩	kʊ̃ᵘ̃˨˩	21	1	
觀	kʊ̃ᵘ̃	˨˩	kʊ̃ᵘ̃˨˩	21	1	
乾	kʊ̃ᵘ̃	˨˩	kʊ̃ᵘ̃˨˩	21	1	
桿	kʊ̃ᵘ̃	˧˨˨	kʊ̃ᵘ̃˧˨˨	322	3	
敢	kʊ̃ᵘ̃	˧˨˨	kʊ̃ᵘ̃˧˨˨	322	3	
稈	kʊ̃ᵘ̃	˧˨˨	kʊ̃ᵘ̃˧˨˨	322	3	
感	kʊ̃ᵘ̃	˧˨˨	kʊ̃ᵘ̃˧˨˨	322	3	
趕	kʊ̃ᵘ̃	˧˨˨	kʊ̃ᵘ̃˧˨˨	322	3	
擀	kʊ̃ᵘ̃	˧˨˨	kʊ̃ᵘ̃˧˨˨	322	3	
琯	kʊ̃ᵘ̃	˧˨˨	kʊ̃ᵘ̃˧˨˨	322	3	
管	kʊ̃ᵘ̃	˧˨˨	kʊ̃ᵘ̃˧˨˨	322	3	白讀
館	kʊ̃ᵘ̃	˧˨˨	kʊ̃ᵘ̃˧˨˨	322	3	
割	kʊᵘʔ	˦˥	kʊᵘʔ˦˥	45	7	
鴿	kʊᵘʔ	˦˥	kʊᵘʔ˦˥	45	7	
佮	kʊᵘʔ	˦˥	kʊᵘʔ˦˥	45	7	～算
葛	kʊᵘʔ	˦˥	kʊᵘʔ˦˥	45	7	
閤	kʊᵘʔ	˦˥	kʊᵘʔ˦˥	45	7	
蛤	kʊᵘʔ	˦˥	kʊᵘʔ˦˥	45	7	～蜊
合	kʊᵘʔ	˦˥	kʊᵘʔ˦˥	45	7	
固	kʋ	˦˥	kʋ˦˥	45	5	
故	kʋ	˦˥	kʋ˦˥	45	5	
雇	kʋ	˦˥	kʋ˦˥	45	5	
顧	kʋ	˦˥	kʋ˦˥	45	5	
咕	kʋ	˨˩	kʋ˨˩	21	1	
孤	kʋ	˨˩	kʋ˨˩	21	1	
姑	kʋ	˨˩	kʋ˨˩	21	1	
菇	kʋ	˨˩	kʋ˨˩	21	1	
辜	kʋ	˨˩	kʋ˨˩	21	1	
箍	kʋ	˨˩	kʋ˨˩	21	1	
估	kʋ	˧˨˨	kʋ˧˨˨	322	3	
古	kʋ	˧˨˨	kʋ˧˨˨	322	3	
股	kʋ	˧˨˨	kʋ˧˨˨	322	3	
鼓	kʋ	˧˨˨	kʋ˧˨˨	322	3	
蠱	kʋ	˧˨˨	kʋ˧˨˨	322	3	
賈	kʋ	˧˨˨	kʋ˧˨˨	322	3	
郎	læ̃	˨˦	læ̃˨˦	24	2	
狼	læ̃	˨˦	læ̃˨˦	24	2	
拉	lɑ	˨˦	lɑ˨˦	24	2	排泄
喇	lɑ	˧˨˨	lɑ˧˨˨	322	3	
廊	læ̃	˨˦	læ̃˨˦	24	2	
榔	læ̃	˨˦	læ̃˨˦	24	2	
螂	læ̃	˨˦	læ̃˨˦	24	2	
啷	læ̃	˨˩	læ̃˨˩	21	1	
垃	lɑ	˨˩	lɑ˨˩	21	1	
拉	lɑ	˨˩	lɑ˨˩	21	1	
啦	lɑ	˨˩	lɑ˨˩	21	1	
哪	lɑ	˧˨˨	lɑ˧˨˨	322	3	白讀
浪	læ̃	˧	læ̃˧	33	6	
㫰	læ̃	˧	læ̃˧	33	6	晾挂：～衣； 冷落：～在那
朗	læ̃	˧˨˨	læ̃˧˨˨	322	3	
駱	læʔ	˧	læʔ˧	33	8	
烙	læʔ	˧	læʔ˧	33	8	
酪	læʔ	˧	læʔ˧	33	8	
洛	læʔ	˧	læʔ˧	33	8	
落	læʔ	˧	læʔ˧	33	8	
絡	læʔ	˧	læʔ˧	33	8	
樂	læʔ	˧	læʔ˧	33	8	
撈	lɒ	˨˦	lɒ˨˦	24	2	白讀
牢	lɒ	˨˦	lɒ˨˦	24	2	
勞	lɒ	˨˦	lɒ˨˦	24	2	
嘮	lɒ	˨˦	lɒ˨˦	24	2	
癆	lɒ	˨˦	lɒ˨˦	24	2	
撈	lɒ	˨˩	lɒ˨˩	21	1	文讀
澇	lɒ	˧	lɒ˧	33	6	
老	lɒ	˧˨˨	lɒ˧˨˨	322	3	
佬	lɒ	˧˨˨	lɒ˧˨˨	322	3	
姥	lɒ	˧˨˨	lɒ˧˨˨	322	3	
隆	lɔŋ	˨˦	lɔŋ˨˦	24	2	
龍	lɔŋ	˨˦	lɔŋ˨˦	24	2	
窿	lɔŋ	˨˦	lɔŋ˨˦	24	2	
嚨	lɔŋ	˨˦	lɔŋ˨˦	24	2	
籠	lɔŋ	˨˦	lɔŋ˨˦	24	2	
聾	lɔŋ	˨˦	lɔŋ˨˦	24	2	
弄	lɔŋ	˧	lɔŋ˧	33	6	白讀
籠	lɔŋ	˧˨˨	lɔŋ˧˨˨	322	3	
攏	lɔŋ	˧˨˨	lɔŋ˧˨˨	322	3	
六	lɔʔ	˧	lɔʔ˧	33	8	
陸	lɔʔ	˧	lɔʔ˧	33	8	
鹿	lɔʔ	˧	lɔʔ˧	33	8	
祿	lɔʔ	˧	lɔʔ˧	33	8	
漉	lɔʔ	˧	lɔʔ˧	33	8	撈取
錄	lɔʔ	˧	lɔʔ˧	33	8	
綠	lɔʔ	˧	lɔʔ˧	33	8	
蜊	ləɪ	˨˦	ləɪ˨˦	24	2	蛤～
留	ləɪ	˨˦	ləɪ˨˦	24	2	
流	ləɪ	˨˦	ləɪ˨˦	24	2	
硫	ləɪ	˨˦	ləɪ˨˦	24	2	
榴	ləɪ	˨˦	ləɪ˨˦	24	2	
劉	ləɪ	˨˦	ləɪ˨˦	24	2	
瘤	ləɪ	˨˦	ləɪ˨˦	24	2	
婁	ləɪ	˨˦	ləɪ˨˦	24	2	
樓	ləɪ	˨˦	ləɪ˨˦	24	2	
溜	ləɪ	˨˩	ləɪ˨˩	21	1	
陋	ləɪ	˧	ləɪ˧	33	6	
漏	ləɪ	˧	ləɪ˧	33	6	
柳	ləɪ	˧˨˨	ləɪ˧˨˨	322	3	
摟	ləɪ	˧˨˨	ləɪ˧˨˨	322	3	
簍	ləɪ	˧˨˨	ləɪ˧˨˨	322	3	
棱	ləŋ	˨˦	ləŋ˨˦	24	2	
楞	ləŋ	˨˦	ləŋ˨˦	24	2	
稜	ləŋ	˨˦	ləŋ˨˦	24	2	
倫	ləŋ	˨˦	ləŋ˨˦	24	2	
淪	ləŋ	˨˦	ləŋ˨˦	24	2	
輪	ləŋ	˨˦	ləŋ˨˦	24	2	
愣	ləŋ	˧	ləŋ˧	33	6	
論	ləŋ	˧	ləŋ˧	33	6	
冷	ləŋ	˧˨˨	ləŋ˧˨˨	322	3	
勒	ləʔ	˧	ləʔ˧	33	8	
肋	ləʔ	˧	ləʔ˧	33	8	
來	lɛ	˨˦	lɛ˨˦	24	2	
倈	lɛ	˨˦	lɛ˨˦	24	2	人稱複數
賴	lɛ	˧	lɛ˧	33	6	
癩	lɛ	˧	lɛ˧	33	6	
擸	lɛ	˧	lɛ˧	33	6	～𢶍，脏
咧	lɛ	˧˨˨	lɛ˧˨˨	322	3	
帘	lĩ	˨˦	lĩ˨˦	24	2	
連	lĩ	˨˦	lĩ˨˦	24	2	
蓮	lĩ	˨˦	lĩ˨˦	24	2	
廉	lĩ	˨˦	lĩ˨˦	24	2	
憐	lĩ	˨˦	lĩ˨˦	24	2	
聯	lĩ	˨˦	lĩ˨˦	24	2	
簾	lĩ	˨˦	lĩ˨˦	24	2	
鐮	lĩ	˨˦	lĩ˨˦	24	2	
鰱	lĩ	˨˦	lĩ˨˦	24	2	
槤	lĩ	˨˦	lĩ˨˦	24	2	～枷
楝	lĩ	˧	lĩ˧	33	6	地名，楊～園
煉	lĩ	˧	lĩ˧	33	6	
練	lĩ	˧	lĩ˧	33	6	
殮	lĩ	˧	lĩ˧	33	6	
鍊	lĩ	˧	lĩ˧	33	6	
鏈	lĩ	˧	lĩ˧	33	6	
戀	lĩ	˧	lĩ˧	33	6	
斂	lĩ	˧˨˨	lĩ˧˨˨	322	3	
臉	lĩ	˧˨˨	lĩ˧˨˨	322	3	
哩	li		li	0	0	語氣詞
良	liæ̃	˨˦	liæ̃˨˦	24	2	
涼	liæ̃	˨˦	liæ̃˨˦	24	2	
梁	liæ̃	˨˦	liæ̃˨˦	24	2	
粱	liæ̃	˨˦	liæ̃˨˦	24	2	
樑	liæ̃	˨˦	liæ̃˨˦	24	2	
糧	liæ̃	˨˦	liæ̃˨˦	24	2	
量	liæ̃	˨˦	liæ̃˨˦	24	2	
亮	liæ̃	˧	liæ̃˧	33	6	
量	liæ̃	˧	liæ̃˧	33	6	
晾	liæ̃	˧	liæ̃˧	33	6	
諒	liæ̃	˧	liæ̃˧	33	6	
兩	liæ̃	˧˨˨	liæ̃˧˨˨	322	3	斤～
倆	liæ̃	˧˨˨	liæ̃˧˨˨	322	3	
輛	liæ̃	˧˨˨	liæ̃˧˨˨	322	3	
掠	liæʔ	˧	liæʔ˧	33	8	
略	liæʔ	˧	liæʔ˧	33	8	
撩	liɒ	˨˦	liɒ˨˦	24	2	
聊	liɒ	˨˦	liɒ˨˦	24	2	
僚	liɒ	˨˦	liɒ˨˦	24	2	
遼	liɒ	˨˦	liɒ˨˦	24	2	
嘹	liɒ	˨˦	liɒ˨˦	24	2	
潦	liɒ	˨˦	liɒ˨˦	24	2	
燎	liɒ	˨˦	liɒ˨˦	24	2	
療	liɒ	˨˦	liɒ˨˦	24	2	
撩	liɒ	˨˩	liɒ˨˩	21	1	
料	liɒ	˧	liɒ˧	33	6	
撂	liɒ	˧	liɒ˧	33	6	
鐐	liɒ	˧	liɒ˧	33	6	
了	liɒ	˧˨˨	liɒ˧˨˨	322	3	
瞭	liɒ	˧˨˨	liɒ˧˨˨	322	3	
力	liəʔ	˧	liəʔ˧	33	8	
瀝	liəʔ	˧	liəʔ˧	33	8	～水
淚	liəʔ	˧	liəʔ˧	33	8	眼～
立	liəʔ	˧	liəʔ˧	33	8	
栗	liəʔ	˧	liəʔ˧	33	8	
笠	liəʔ	˧	liəʔ˧	33	8	
粒	liəʔ	˧	liəʔ˧	33	8	
歷	liəʔ	˧	liəʔ˧	33	8	
曆	liəʔ	˧	liəʔ˧	33	8	
律	liəʔ	˧	liəʔ˧	33	8	
率	liəʔ	˧	liəʔ˧	33	8	
厘	liᶨ	˨˦	liᶨ˨˦	24	2	
狸	liᶨ	˨˦	liᶨ˨˦	24	2	
梨	liᶨ	˨˦	liᶨ˨˦	24	2	
犁	liᶨ	˨˦	liᶨ˨˦	24	2	
喱	liᶨ	˨˦	liᶨ˨˦	24	2	
璃	liᶨ	˨˦	liᶨ˨˦	24	2	
黎	liᶨ	˨˦	liᶨ˨˦	24	2	
篱	liᶨ	˨˦	liᶨ˨˦	24	2	
釐	liᶨ	˨˦	liᶨ˨˦	24	2	
離	liᶨ	˨˦	liᶨ˨˦	24	2	
籬	liᶨ	˨˦	liᶨ˨˦	24	2	
吏	liᶨ	˧	liᶨ˧	33	6	
離	liᶨ	˧	liᶨ˧	33	6	
利	liᶨ	˧	liᶨ˧	33	6	
例	liᶨ	˧	liᶨ˧	33	6	
荔	liᶨ	˧	liᶨ˧	33	6	
俐	liᶨ	˧	liᶨ˧	33	6	
莉	liᶨ	˧	liᶨ˧	33	6	
痢	liᶨ	˧	liᶨ˧	33	6	
厲	liᶨ	˧	liᶨ˧	33	6	
勵	liᶨ	˧	liᶨ˧	33	6	
隸	liᶨ	˧	liᶨ˧	33	6	
麗	liᶨ	˧	liᶨ˧	33	6	
李	liᶨ	˧˨˨	liᶨ˧˨˨	322	3	
里	liᶨ	˧˨˨	liᶨ˧˨˨	322	3	
理	liᶨ	˧˨˨	liᶨ˧˨˨	322	3	
裡	liᶨ	˧˨˨	liᶨ˧˨˨	322	3	
裏	liᶨ	˧˨˨	liᶨ˧˨˨	322	3	
禮	liᶨ	˧˨˨	liᶨ˧˨˨	322	3	
鯉	liᶨ	˧˨˨	liᶨ˧˨˨	322	3	
林	liŋ	˨˦	liŋ˨˦	24	2	
淋	liŋ	˨˦	liŋ˨˦	24	2	
鄰	liŋ	˨˦	liŋ˨˦	24	2	
臨	liŋ	˨˦	liŋ˨˦	24	2	
磷	liŋ	˨˦	liŋ˨˦	24	2	
鱗	liŋ	˨˦	liŋ˨˦	24	2	
麟	liŋ	˨˦	liŋ˨˦	24	2	
玲	liŋ	˨˦	liŋ˨˦	24	2	
凌	liŋ	˨˦	liŋ˨˦	24	2	
陵	liŋ	˨˦	liŋ˨˦	24	2	
聆	liŋ	˨˦	liŋ˨˦	24	2	
菱	liŋ	˨˦	liŋ˨˦	24	2	
淩	liŋ	˨˦	liŋ˨˦	24	2	
零	liŋ	˨˦	liŋ˨˦	24	2	
鈴	liŋ	˨˦	liŋ˨˦	24	2	
澪	liŋ	˨˦	liŋ˨˦	24	2	地名，滸～
齡	liŋ	˨˦	liŋ˨˦	24	2	
靈	liŋ	˨˦	liŋ˨˦	24	2	
令	liŋ	˨˦	liŋ˨˦	24	2	
拎	liŋ	˨˩	liŋ˨˩	21	1	
吝	liŋ	˧	liŋ˧	33	6	
另	liŋ	˧	liŋ˧	33	6	
令	liŋ	˧	liŋ˧	33	6	
領	liŋ	˧˨˨	liŋ˧˨˨	322	3	
嶺	liŋ	˧˨˨	liŋ˧˨˨	322	3	
列	liʔ	˧	liʔ˧	33	8	
劣	liʔ	˧	liʔ˧	33	8	
烈	liʔ	˧	liʔ˧	33	8	
裂	liʔ	˧	liʔ˧	33	8	
獵	liʔ	˧	liʔ˧	33	8	
藍	lẽ	˨˦	lẽ˨˦	24	2	
攔	lẽ	˨˦	lẽ˨˦	24	2	
蘭	lẽ	˨˦	lẽ˨˦	24	2	
籃	lẽ	˨˦	lẽ˨˦	24	2	
欄	lẽ	˨˦	lẽ˨˦	24	2	
濫	lẽ	˧	lẽ˧	33	6	
爛	lẽ	˧	lẽ˧	33	6	
懶	lẽ	˧˨˨	lẽ˧˨˨	322	3	
覽	lẽ	˧˨˨	lẽ˧˨˨	322	3	
攬	lẽ	˧˨˨	lẽ˧˨˨	322	3	
纜	lẽ	˧˨˨	lẽ˧˨˨	322	3	
兩	lẽ	˧˨˨	lẽ˧˨˨	322	3	～個
邋	leʔ	˧	leʔ˧	33	8	
揦	leʔ	˧	leʔ˧	33	8	阻攔
辣	leʔ	˧	leʔ˧	33	8	
臘	leʔ	˧	leʔ˧	33	8	
蠟	leʔ	˧	leʔ˧	33	8	
癩	leʔ	˧	leʔ˧	33	8	
那	lʊ	˦˥	lʊ˦˥	45	5	白讀
螺	lʊ	˨˦	lʊ˨˦	24	2	～螄
羅	lʊ	˨˦	lʊ˨˦	24	2	
騾	lʊ	˨˦	lʊ˨˦	24	2	
蘿	lʊ	˨˦	lʊ˨˦	24	2	
邏	lʊ	˨˦	lʊ˨˦	24	2	
籮	lʊ	˨˦	lʊ˨˦	24	2	
鑼	lʊ	˨˦	lʊ˨˦	24	2	
螺	lʊ	˨˩	lʊ˨˩	21	1	～兒
囉	lʊ	˨˩	lʊ˨˩	21	1	
摞	lʊ	˧	lʊ˧	33	6	
剆	lʊ	˧˨˨	lʊ˧˨˨	322	3	切割
裸	lʊ	˧˨˨	lʊ˧˨˨	322	3	
雷	luəɪ	˨˦	luəɪ˨˦	24	2	
擂	luəɪ	˨˦	luəɪ˨˦	24	2	
累	luəɪ	˨˦	luəɪ˨˦	24	2	～贅
擂	luəɪ	˧	luəɪ˧	33	6	
累	luəɪ	˧	luəɪ˧	33	6	勞～
淚	luəɪ	˧	luəɪ˧	33	6	～水
類	luəɪ	˧	luəɪ˧	33	6	
磊	luəɪ	˧˨˨	luəɪ˧˨˨	322	3	
壘	luəɪ	˧˨˨	luəɪ˧˨˨	322	3	
累	luəɪ	˧˨˨	luəɪ˧˨˨	322	3	積～
孿	lʊ̃ᵘ̃	˨˦	lʊ̃ᵘ̃˨˦	24	2	
亂	lʊ̃ᵘ̃	˧	lʊ̃ᵘ̃˧	33	6	
卵	lʊ̃ᵘ̃	˧˨˨	lʊ̃ᵘ̃˧˨˨	322	3	
捋	lʊᵘʔ	˧	lʊᵘʔ˧	33	8	
盧	lʋ	˨˦	lʋ˨˦	24	2	
蘆	lʋ	˨˦	lʋ˨˦	24	2	
廬	lʋ	˨˦	lʋ˨˦	24	2	
爐	lʋ	˨˦	lʋ˨˦	24	2	
顱	lʋ	˨˦	lʋ˨˦	24	2	
鱸	lʋ	˨˦	lʋ˨˦	24	2	
嚕	lʋ	˨˩	lʋ˨˩	21	1	
賂	lʋ	˧	lʋ˧	33	6	
路	lʋ	˧	lʋ˧	33	6	
露	lʋ	˧	lʋ˧	33	6	
鹵	lʋ	˧˨˨	lʋ˧˨˨	322	3	
虜	lʋ	˧˨˨	lʋ˧˨˨	322	3	
魯	lʋ	˧˨˨	lʋ˧˨˨	322	3	
驢	lyᶨ	˨˦	lyᶨ˨˦	24	2	
慮	lyᶨ	˧	lyᶨ˧	33	6	
濾	lyᶨ	˧	lyᶨ˧	33	6	
呂	lyᶨ	˧˨˨	lyᶨ˧˨˨	322	3	
旅	lyᶨ	˧˨˨	lyᶨ˧˨˨	322	3	
鋁	lyᶨ	˧˨˨	lyᶨ˧˨˨	322	3	
麻	mɑ	˨˦	mɑ˨˦	24	2	
蟆	mɑ	˨˦	mɑ˨˦	24	2	
嘛	mɑ	˨˦	mɑ˨˦	24	2	
媽	mɑ	˨˩	mɑ˨˩	21	1	
罵	mɑ	˧	mɑ˧	33	6	
駡	mɑ	˧	mɑ˧	33	6	
嗎	mɑ	˧˨˨	mɑ˧˨˨	322	3	
馬	mɑ	˧˨˨	mɑ˧˨˨	322	3	
瑪	mɑ	˧˨˨	mɑ˧˨˨	322	3	
碼	mɑ	˧˨˨	mɑ˧˨˨	322	3	
螞	mɑ	˧˨˨	mɑ˧˨˨	322	3	
芒	mæ̃	˨˦	mæ̃˨˦	24	2	
忙	mæ̃	˨˦	mæ̃˨˦	24	2	
盲	mæ̃	˨˦	mæ̃˨˦	24	2	
氓	mæ̃	˨˦	mæ̃˨˦	24	2	
茫	mæ̃	˨˦	mæ̃˨˦	24	2	
莽	mæ̃	˧˨˨	mæ̃˧˨˨	322	3	
蟒	mæ̃	˧˨˨	mæ̃˧˨˨	322	3	
摸	mæʔ	˧	mæʔ˧	33	8	
膜	mæʔ	˧	mæʔ˧	33	8	
陌	mæʔ	˧	mæʔ˧	33	8	～生
莫	mæʔ	˧	mæʔ˧	33	8	
漠	mæʔ	˧	mæʔ˧	33	8	
寞	mæʔ	˧	mæʔ˧	33	8	
幕	mæʔ	˧	mæʔ˧	33	8	
貓	mɒ	˨˦	mɒ˨˦	24	2	
毛	mɒ	˨˦	mɒ˨˦	24	2	
矛	mɒ	˨˦	mɒ˨˦	24	2	
茅	mɒ	˨˦	mɒ˨˦	24	2	
髦	mɒ	˨˦	mɒ˨˦	24	2	
氂	mɒ	˨˦	mɒ˨˦	24	2	
錨	mɒ	˨˦	mɒ˨˦	24	2	
冒	mɒ	˧	mɒ˧	33	6	
帽	mɒ	˧	mɒ˧	33	6	
貌	mɒ	˧	mɒ˧	33	6	
卯	mɒ	˧˨˨	mɒ˧˨˨	322	3	
鉚	mɒ	˧˨˨	mɒ˧˨˨	322	3	
萌	mɔŋ	˨˦	mɔŋ˨˦	24	2	
蒙	mɔŋ	˨˦	mɔŋ˨˦	24	2	
盟	mɔŋ	˨˦	mɔŋ˨˦	24	2	
濛	mɔŋ	˨˦	mɔŋ˨˦	24	2	
檬	mɔŋ	˨˦	mɔŋ˨˦	24	2	
朦	mɔŋ	˨˦	mɔŋ˨˦	24	2	
矇	mɔŋ	˨˦	mɔŋ˨˦	24	2	
孟	mɔŋ	˧	mɔŋ˧	33	6	
夢	mɔŋ	˧	mɔŋ˧	33	6	
幪	mɔŋ	˧˨˨	mɔŋ˧˨˨	322	3	茂盛，密集
猛	mɔŋ	˧˨˨	mɔŋ˧˨˨	322	3	
蜢	mɔŋ	˧˨˨	mɔŋ˧˨˨	322	3	
懵	mɔŋ	˧˨˨	mɔŋ˧˨˨	322	3	
蠓	mɔŋ	˧˨˨	mɔŋ˧˨˨	322	3	小飛蟲
脈	mɔʔ	˧	mɔʔ˧	33	8	
麥	mɔʔ	˧	mɔʔ˧	33	8	
陌	mɔʔ	˧	mɔʔ˧	33	8	
蛨	mɔʔ	˧	mɔʔ˧	33	8	虴~：蚱蜢
墨	mɔʔ	˧	mɔʔ˧	33	8	
默	mɔʔ	˧	mɔʔ˧	33	8	
木	mɔʔ	˧	mɔʔ˧	33	8	
目	mɔʔ	˧	mɔʔ˧	33	8	
沐	mɔʔ	˧	mɔʔ˧	33	8	
苜	mɔʔ	˧	mɔʔ˧	33	8	
牧	mɔʔ	˧	mɔʔ˧	33	8	
睦	mɔʔ	˧	mɔʔ˧	33	8	
媚	məɪ	˦˥	məɪ˦˥	45	5	
玫	məɪ	˨˦	məɪ˨˦	24	2	
枚	məɪ	˨˦	məɪ˨˦	24	2	
莓	məɪ	˨˦	məɪ˨˦	24	2	
梅	məɪ	˨˦	məɪ˨˦	24	2	
媒	məɪ	˨˦	məɪ˨˦	24	2	文讀
煤	məɪ	˨˦	məɪ˨˦	24	2	文讀
霉	məɪ	˨˦	məɪ˨˦	24	2	文讀
謀	məɪ	˨˦	məɪ˨˦	24	2	
茂	məɪ	˧	məɪ˧	33	6	
貿	məɪ	˧	məɪ˧	33	6	
妹	məɪ	˧	məɪ˧	33	6	文讀
昧	məɪ	˧	məɪ˧	33	6	文讀
每	məɪ	˧˨˨	məɪ˧˨˨	322	3	
美	məɪ	˧˨˨	məɪ˧˨˨	322	3	文讀
某	məɪ	˧˨˨	məɪ˧˨˨	322	3	
牡	məɪ	˧˨˨	məɪ˧˨˨	322	3	
畝	məɪ	˧˨˨	məɪ˧˨˨	322	3	
