#ɿ				
#ueʔ				
s	[7]刷说{小~}			
k	[7]刮倔郭			
kʰ	[7]缺			
h	[7]血			
0	[7]乙掘霍藿			
#uaiʔ				
0	[8]劃{计~}			
#ap				
tʰ	[7]塌			
n	[8]纳={采~}			
l	[8]猎-{打~}			
ts	[8]十拾			
tsʰ	[8]杂沓={杂~}			
kʰ	[7]磕洽			
h	[22]很?{调及声韵均很奇怪，疑为作者失误}			
0	[8]盒			
#ip				
l	[8]笠			
ts	[7]接执[8]揖缉辑			
dz	[8]入			
s	[7]袭[8]集习籍藉			
k	[7]急			
kʰ	[7]级及			
h	[8]饰			
0	[7]挹-{~让}			
#iap				
t	[8]牒			
tʰ	[7]贴={补~}垫[8]迭碟蝶=谍			
l	[8]粒			
ts	[7]汁			
tsʰ	[8]捷			
s	[7]啬涩			
k	[7]劫			
kʰ	[7]歉			
ŋ	[7]闪摄[8]聂			
h	[7]穴腋[8]峡涉胁协侠			
0	[7]挹-{手~后}[8]业			
#at				
p	[8]别-{~样}			
b	[7]捌			
m	[8]沫			
t	[8]达值-{~钱}			
tʰ	[7]踢			
l	[8]瘌力-{出~}			
ts	[8]辙			
tsʰ	[7]漆-{~布}[8]贼			
s	[7]塞-{~鼻}虱			
kʰ	[7]刻			
#it				
p	[7]笔毕必			
pʰ	[7]避匹僻辟劈霹			
t	[7]的[8]蛰侄直殖植斥嫡笛狄			
l	[7]栗			
ts	[7]节={~录}褶秩质即鲫织截={~击}职责积脊={~椎}			
tsʰ	[7]七疾戚漆={~黑}			
dz	[8]日			
s	[7]悉失息{休~，子~}熄惜{疼爱，可~}夕释析{分~}析{量词}[8]蚀-{侵~}实=室翼-{翅膀}适			
k	[7]吉橘击激戟			
kʰ	[7]乞极			
0	[7]一亦[8]逸译易液疫役={~使}			
#ut				
p	[7]不			
pʰ	[7]突秃			
l	[7]捋[8]律			
t	[7]卒[8]秫			
ts	[7]出			
s	[7]戍戌朮术述戎			
v	[8]物={植~}			
k	[7]骨[8]掘滑猾			
kʰ	[7]屈			
h	[7]忽[8]核{龙眼~，~卵}佛{仿~，拜~}			
#et				
p	[7]迫			
pʰ	[7]碧[8]壁			
b	[8]默密={~度}			
f	[8]惑			
t	[7]得德[8]特敌			
l	[7]勒[8]肋历			
ts	[8]择			
tsʰ	[3]泽			
s	[7]色[8]席={~地}			
k	[7]阁[8]结-{打~}			
kʰ	[7]克			
h	[8]核			
#iet				
p	[8]别={区~}			
pʰ	[7]撇			
m	[8]灭			
l	[7]列烈[8]列			
ts	[7]折哲折浙蚀={日~}截-{~头去尾}			
tsʰ	[7]彻撤			
dz	[8]热={~爱}			
s	[7]设			
k	[7]蕨决揭结={~婚}			
kʰ	[8]杰			
0	[7]越粤			
#uat				
t	[7]喝{~采}[8]夺			
k	[7]括诀			
h	[7]發髮法乏或[8]罚			
#iut				
l	[8]律率绿录={记~}			
#ak				
p	[8]缚腹-{~肚}			
pʰ	[7]仆覆伏[8]拍			
b	[8]墨木目=穆牧			
m	[8]目-			
tʰ	[8]读			
l	[8]六陆{大~}			
ts	[7]轧扎则侧			
tsʰ	[7]测策[8]凿-{~空}			
k	[7]葛觉角革			
kʰ	[7]壳[8]揢			
ŋ	[8]鄂鳄岳			
h	[8]合={~并}			
0	[7]沃{浇灌}押			
#ɔk				
p	[7]博[8]薄{~荷，很薄}			
pʰ	[7]扑朴𢫦卜蚌[8]珀			
m	[8]膜幕寞募			
t	[7]剁督[8]独毒			
tʰ	[7]托託铎			
l	[7]摝[8]落骆鹿络乐			
ts	[7]作酌绰[8]族凿={确~}			
tsʰ	[7]触束促			
s	[7]速肃缩塑朔			
k	[7]各搁国穀{五~}□{罐子}焗			
kʰ	[7]哭={~泣}敲确酷			
h	[7]复{反~}福辐覆伏[8]鹤幅複腹={心~}服袱復{恢~}			
0	[7]恶			
#iak				
p	[7]壁			
ts	[7]隻迹脊-{~背}[8]食			
tsʰ	[7]赤			
k	[8]屐			
kʰ	[8]剧			
0	[7]益[8]逆			
#uak				
kʰ	[7]扩			
0	[7]沃			
#iɔk				
t	[7]烛竹筑			
l	[8]略掠录-{~像}			
ts	[7]蜀祝叔足			
tsʰ	[7]册尺穀={~物}谷轴[8]逐			
dz	[7]弱			
s	[7]削宿粟[8]续赎属熟淑俗续			
k	[8]局脚			
kʰ	[7]曲[8]却菊			
h	[7]畜-{~牧局}蓄[8]畜{牲~}			
0	[7]若[8]育辱玉狱欲浴			
#uɔk				
kʰ	[7]廓窟			
0	[8]获			
#ŋ̍				
h	[1]方芳=荒-{开~}			
0	[1]秧			
#m̩				
0	[2]梅-{杨~}[3]姆[6]唔{不}伓{不}			
