// HSD Syllabary Data Partition
// 地区：陝西省-榆林市-綏德縣-義合鎮
// 来源：黑維強《綏德義合話同音字彙》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-榆林市-綏德縣-義合鎮
@SRC	黑維強《綏德義合話同音字彙》

@INI	p	pʰ	m	f	v	t	tʰ	n	l	ts	tsʰ	s	z	tʂ	k	kʰ	x	∅
@FIN	a
@TON	陽平	33
@TON	陰平上	213
@TON	去聲	52

// Initial	Final	Tone	CharList (Space separated)
ts	a	去聲	炸 榨 炸 乍 閘 柵 吒 炸 爹{豎，舉} 咋{語氣詞} 嚓{象聲詞} 搲{~個地上嚄}
tsʰ	a	陽平	茶 搽 楂 查 喳 茬 插 擦 察 咱 碴{~豬食} 嚓 喳 □{~哩一跤}
tsʰ	a	陰平上	叉 杈 衩 疨{~喉囕} 差{病~囕} 擦
tsʰ	a	去聲	岔 差{錯} 嚓 姹 詫 叉{腿~開} 扠{~腰} 衩
s	a	陽平	殺 剎 煞 颯
s	a	陰平上	砂{~糖} 沙{~土} 紗 痧 莎 鯊 裝 洒 傻 撒 薩 履 剎 索{利~}
s	a	去聲	唼{虫咬} 剎 沙{篩選；揀} 篩{布不可~叻} 索{~利}
z	a	陽平	□{說話的聲音}
tʂ	a	陰平上	這
k	a	陰平上	乍{~渣}
k	a	去聲	卡{攔擋} 嘎 尬{尷~}
kʰ	a	陰平上	卡 喀{~血} 咖
kʰ	a	去聲	咔
x	a	陽平	匣{風~} 瞎 閤{門~開}
x	a	陰平上	阿{~氣}
x	a	去聲	下
∅	a	陽平	啊
∅	a	陰平上	阿 啊
∅	a	去聲	啊
// HSD Syllabary Data Partition
// 地区：陝西省-榆林市-綏德縣-義合鎮
// 来源：黑維強《綏德義合話同音字彙》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-榆林市-綏德縣-義合鎮
@SRC	黑維強《綏德義合話同音字彙》

@INI	p	pʰ	m	v	t	tʰ	n	l	ts	tsʰ	s	z	k	kʰ	ŋ	x	∅
@FIN	ai
@TON	陽平	33
@TON	陰平上	213
@TON	去聲	52

// Initial	Final	Tone	CharList (Space separated)
p	ai	陰平上	擺 襬
p	ai	去聲	拜
pʰ	ai	陽平	排{一~樹} 牌 徘{~徊} □{~~；圍咀兒}
pʰ	ai	陰平上	派{~人} 排{~腳：八字腳}
pʰ	ai	去聲	派{又} 敗
m	ai	陽平	埋
m	ai	陰平上	買
m	ai	去聲	賣 邁
v	ai	陰平上	歪 崴{腳~腕}
v	ai	去聲	外 喂
t	ai	陰平上	呆 逮 歹 袋{布~兒} 𪒴{𪑚~：不乾淨}
t	ai	去聲	戴 待 怠 貸 代 袋{~子} 黛 岱 帶 殆 大{~夫} 在
tʰ	ai	陽平	胎 台 苔 抬 太{~陽}
tʰ	ai	陰平上	太{~半} 胎{開玩笑}
tʰ	ai	去聲	態 太 泰 汰{淘~}
n	ai	陽平	崖 捱{~打}
n	ai	陰平上	乃 奶 矮{又，~子}
n	ai	去聲	耐 奈 捺
l	ai	陽平	來 萊
l	ai	陰平上	𪑚{~𪒴} 攤{不~：扔，丟棄} □{不~：擺}
l	ai	去聲	癩 癩 籟 睞{青~} 唻{不~~}
ts	ai	陰平上	災 栽 哉 齋 宰 載{三年兩~} 崽 宅
ts	ai	去聲	再 在 債 寨 載{滿~而歸}
tsʰ	ai	陽平	才 材 財 裁 豺 柴
tsʰ	ai	陰平上	差{~事} 搋{~面} 猜 彩 採 釵 踩 跴
tsʰ	ai	去聲	菜 蔡 搋{~哩一頓} 踩{象聲詞} □{板~~：扁平的樣子}
s	ai	陽平	腮
s	ai	陰平上	篩
s	ai	去聲	賽 晒 塞 腮{又} □{特~~}
z	ai	陽平	□{~圪㘆㘆：將要哭的樣子}
k	ai	陰平上	該 街 改 秸{麥~} 解{~開：把繫着的或捆綁着的東西打開}
k	ai	去聲	概 溉 蓋 丐 芥{~菜} 介{鱉~}
kʰ	ai	陰平上	開 揩 楷 凱 愷 鎧
kʰ	ai	去聲	慨 忾
ŋ	ai	陰平上	哀 埃 藹 挨 礙 矮 隘 癌 皚
ŋ	ai	去聲	艾 愛 暖
x	ai	陽平	孩 咳{笑~~} 鞋
x	ai	陰平上	海 □{~開：裂開}
x	ai	去聲	亥 害 駭 賅 解{姓；明白，懂得} 懈{松~~} □{攪和}
∅	ai	陽平	唉
∅	ai	去聲	哎
// HSD Syllabary Data Partition
// 地区：陝西省-榆林市-綏德縣-義合鎮
// 来源：黑維強《綏德義合話同音字彙》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-榆林市-綏德縣-義合鎮
@SRC	黑維強《綏德義合話同音字彙》

@INI	p	pʰ	m	f	v	n	l	ts	tʂ	ʐ	k	∅
@FIN	ei
@TON	陽平	33
@TON	陰平上	213
@TON	去聲	52

// Initial	Final	Tone	CharList (Space separated)
p	ei	陰平上	杯 背{~娃娃} 碑 卑 婢 悲 盃 □{“不依”的合音}
p	ei	去聲	貝 輩 背 倍 蓓
pʰ	ei	陽平	培 陪 賠 裴 焙{~干}
pʰ	ei	陰平上	丕 胚 坯
pʰ	ei	去聲	沛 配 佩 珮 轡 霈 呸
m	ei	陽平	梅 枚 玫 媒 煤 墨{~筆紙張} 霉 酶 莓
m	ei	陰平上	每 美 禾 黑{~圪瘩}
m	ei	去聲	妹 昧 寐 魅
f	ei	陽平	妃 肥 翡{~翠}
f	ei	陰平上	飛 非 匪 扉 菲 啡 緋 蜚 誹 霏 斐
f	ei	去聲	廢 肺 吠 扉 費
v	ei	陽平	衛 為{作~} 磑{碾~樁} 維 惟 唯 帷 微 圍 足 畏{坐著移動}
v	ei	陰平上	危 威 桅 煨 偽 萎 委 尾 韋 偉 葦 緯 違 猬
v	ei	去聲	為 位 外{~婆} 未 味 魏 慰 蔚 尉 畏 喂 餵 胃 謂 渭 遺
n	ei	去聲	那{“那一”的合音}
l	ei	陽平	犁 黎 藜 離 籬 璃 梨 剺{刀割} 釐 狸{~貓} 厘 漓 利{海~：副詞}
l	ei	陰平上	禮 李 里 理 鯉 哩
l	ei	去聲	例 厲 勵 麗 隸 吏 瀝 荔 利 俐 莉 痢 栗 離{又，~家不遠} □ 覽
ts	ei	陽平	賊
tʂ	ei	去聲	這-
ʐ	ei	陽平	□{象聲詞}
ʐ	ei	去聲	□{象聲詞：~，咋跑囕}
k	ei	去聲	給
∅	ei	陰平上	□{象聲詞}
∅	ei	去聲	□{象聲詞}
// HSD Syllabary Data Partition
// 地区：陝西省-榆林市-綏德縣-義合鎮
// 来源：黑維強《綏德義合話同音字彙》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-榆林市-綏德縣-義合鎮
@SRC	黑維強《綏德義合話同音字彙》

@INI	p	pʰ	m	t	tʰ	n	tɕ	tɕʰ	ɕ	∅
@FIN	i
@TON	陽平	33
@TON	陰平上	213
@TON	去聲	52
@TON	輕聲	0

// Initial	Final	Tone	CharList (Space separated)
p	i	陽平	白 別{插} 棚
p	i	陰平上	蓖 屄{女陰} 彼 比 毴 妣 俾 秕 臂
p	i	去聲	敝 蔽 弊 閉 幣 斃 陛 篦{~梳} 被 備 復 韝{~鞍子} 吡{咬牙~棒} 蹦{~得不高} 迸{石頭裏~出的} 繃{裂縫：腦子不~裂裂}
pʰ	i	陽平	皮 疲 牌 琵 枇 痞{黑~} 蚍{~蜉}
pʰ	i	陰平上	批 披 避 鄙 庇 痹{麻~} 僻 砒{~霜} 紕 辟{~開}
pʰ	i	去聲	屁 肢{破裂：橛把~囕}
m	i	陽平	迷 謎 咪 眯 糜 靡 彌 弭 獼 眉 楣 媚 嵋 郿{唱~鄂}
m	i	陰平上	米
m	i	去聲	縻{羊~出去} 覓 昧{據為已有} 迷{~人：用好的言行迷惑使人上當} 牟{牛~子：牛犢}
t	i	陽平	碟 疊{~被子} 諜
t	i	陰平上	低 底 抵 羝{圪~}
t	i	去聲	帝 弟 第 遞 地 嘀{笑得圪~~價}
tʰ	i	陽平	堤 屨 題 提 蹄 啼
tʰ	i	陰平上	梯 體
tʰ	i	去聲	替 涕 剃
n	i	陽平	泥 宜 誼 尼 妮 呢
n	i	陰平上	你 擬 倪 霓
n	i	去聲	膩 匿 泥{~匠} 溺{又}
tɕ	i	陽平	嚼
tɕ	i	陰平上	姐 雞 稽 飢 肌 幾 譏 嘰 機 譏 基 擠 已 耕{~地} 戟 姬{姓}
tɕ	i	去聲	借 祭 際 際 濟 劑{面~} 計 繼 寄 技 妓 伎 冀 驥 紀 記 忌 既 季 悸 嫉 稷
tɕʰ	i	陽平	茄 裾 齊{整~} 臍 芹 畦 奇 騎 岐 歧 祁 杞 其 棋 期 旗 麒 箕 淇 琪 琦 豈
tɕʰ	i	陰平上	妻 凄 悽 啟 欺 起
tɕʰ	i	去聲	企 契 器 棄 氣 汽 沏 褯{又} 泣 憩 簠{~起} 齊{~給人}
ɕ	i	陽平	邪 斜 肥
ɕ	i	陰平上	寫 西 棲 犀 希 稀 洗 璽 徙 溪 奚 兮 攜 犧 棲{~惶} 嬉 喜 嬉 熹 熙 攜 些{那~}
ɕ	i	去聲	謝{相~} 細 婿 系 係 戲 卸{橛把~下來} 膝{圪~} 些{~價} 熄
∅	i	陽平	伊 移 夷 姨 疑 怡 貽 沂 遺 逸 抑 疫 役 彝 邑 裔 軼 榆{又} 意{專~故兒：故意} 矣 爺{老~廟}
∅	i	陰平上	野 蟻 椅 倚 醫 已 以 衣 依 怡 胰{~子} 尾 溢{飯~囕} 咿{~~吟吟} 揖
∅	i	去聲	夜 藝 囈 刈 儀 義 議 翌 屹 宜{便~} 易 肆 意 臆 異 毅 憶 億 翼 譯 繹 驛 軼 頤 奕 一{~先}
∅	i	輕聲	爺{大~：大伯}
// HSD Syllabary Data Partition
// 地区：陝西省-榆林市-綏德縣-義合鎮
// 来源：黑維強《綏德義合話同音字彙》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-榆林市-綏德縣-義合鎮
@SRC	黑維強《綏德義合話同音字彙》

@INI	p	pʰ	m	n	l	tɕ	tɕʰ	ɕ	∅
@FIN	ia
@TON	陽平	33
@TON	陰平上	213
@TON	去聲	52

// Initial	Final	Tone	CharList (Space separated)
p	ia	陽平	別{又，門上~個甚叻}
p	ia	陰平上	□{粘貼}
p	ia	去聲	啪
pʰ	ia	陰平上	辟{又}
pʰ	ia	去聲	啪
m	ia	陽平	□{貓叫聲}
n	ia	陰平上	奶
n	ia	去聲	壓 研{~碾子}
l	ia	陽平	□{小孩子有一陣沒一陣的哭聲}
l	ia	陰平上	倆 兩
l	ia	去聲	落{走路落在後邊}
tɕ	ia	陽平	夾 袂{~衣} 莢 挾 頰 甲 胛 價{助詞}
tɕ	ia	陰平上	家 加 癡 嘉 傢{~具} 假{真~} 賈 佳 枷{~鎖}
tɕ	ia	去聲	假{請~} 架 駕 嫁 稼 價{~錢} 枷{連~}
tɕʰ	ia	陽平	恰 掐
tɕʰ	ia	陰平上	搯{抱} 卡{~住}
tɕʰ	ia	去聲	洽 拤{~死}
ɕ	ia	陽平	蝦 霞 瑕 遐 暇 狹 俠 峽 瞎 轄 匣
ɕ	ia	陰平上	□{腿~轉}
ɕ	ia	去聲	下 夏 廈{~門} 嚇
∅	ia	陽平	牙 呀 芽 伢 衙 涯 崖 鴨 押 也{助詞}
∅	ia	陰平上	爺 也{副詞} 雅 鴉 丫 啞 訝
∅	ia	去聲	亞 壓
// HSD Syllabary Data Partition
// 地区：陝西省-榆林市-綏德縣-義合鎮
// 来源：黑維強《綏德義合話同音字彙》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-榆林市-綏德縣-義合鎮
@SRC	黑維強《綏德義合話同音字彙》

@INI	p	pʰ	m	t	tʰ	n	l	tɕ	tɕʰ	ɕ	∅
@FIN	ie
@TON	陽平	33
@TON	陰平上	213
@TON	去聲	52

// Initial	Final	Tone	CharList (Space separated)
p	ie	陽平	別 鱉 憋 蹩 掣 弼 弼 北 百 柏 伯 白{明~人} □{顆粒飽滿}
p	ie	陰平上	貶 砭{石~} 鞭 編 邊 匾 褙 縐{~袖子} 扁{~食} 帛{錘~石} 瘪
p	ie	去聲	變 辨 辯 辮 便{方~} 遍{~地，念一~~} 彆{~扭}
pʰ	ie	陽平	便{~宜} 縹{~縫子} 拍 白{瞎~叻} 掰 □{高粱桿最上一節縫制的用具} □{受涼~囕}
pʰ	ie	陰平上	偏 扁{扁豆} 蝙{夜~蝠} 白{霍~灣：地名} 撇 瞥 翩 箅{甑~兒}
pʰ	ie	去聲	篇 騙 片
m	ie	陽平	綿 棉 眠 滅 麥 脈 陌 □{猜，識別}
m	ie	陰平上	蔑 免 勉 娩 冕 腼{~腆} 緬{~懷} 澠 □{買~}
m	ie	去聲	面
t	ie	陽平	跌 疊{重~} 朶 牒 蝶 諜 滴 咥 打
t	ie	陰平上	爹 掂 踮 戰{~掇} 顛 點 典 腆{~顆老肚}
t	ie	去聲	店 惦 電 殿 奠 佃 墊
tʰ	ie	陽平	田 填{~茹} 甜 帖 貼 鐵 噲{噴~}
tʰ	ie	陰平上	添 舔 天 填{~空}
n	ie	陽平	黏 聶{姓} 鑷 躡 孽 拈 年 捏 硤{~石} □{硌}
n	ie	陰平上	碾 攆 輦 捻 燃{追}
n	ie	去聲	廿 聶{又} 念 孽{又}
l	ie	陽平	廉 鐮 簾 帘 連 蓮 褳{~褡} 伶 獵 列 冽 烈 裂 趔 劣 略 掠 捩
l	ie	陰平上	臉 □{窟~環}
l	ie	去聲	斂 殮 練 鏈 煉 □{澀~~價} □{窟~圈}
tɕ	ie	陽平	間{一~房} 接 杰 竭 羯 揭 節 結 潔 詰 捷{~報} 劫 角 覺{~着} 腳 桀
tɕ	ie	陰平上	皆 階 稽{麥~} 街 解 姐{~家：外婆家} 減 鹹 檢 儉 撿 瞼 簡 監 尖 兼 間{中~} 奸 鍵 肩 堅 搛 艱 柬 揀 煎 剪 繭 獾{~豬}
tɕ	ie	去聲	介 界 芥 屆 戒 疥 誡 械 鑒 艦 漸 劍 間{~隔} 諫 澗 鐧 箭 濺 踐 賤 錢 件 建 健 鍵 腱 見 箋 藉{~~：高粱桿最上一節}
tɕʰ	ie	陽平	劫 怯 切 截 却 砌 捷{~近路} 鉗 錢 乾{~坤} 虔 前
tɕʰ	ie	陰平上	且 鴿 謙 淺 遣 譴 千 遷 慳 纖 軒 阡 牽 鉛 殲 簽{~字} 潛 黔 □{~蓮}
tɕʰ	ie	去聲	笪{又} 鍥 嵌 欠 芡{~面} 妾 歉 竊 塹 倩 □{恰好}
ɕ	ie	陽平	諧 偕 蟹 鞋 鹹 咸 銜 嫌 脇 協 閑 涎 賢 弦 歇 蝎 楔 血 學 薛{~家河：地名} 塞{~定} 挾
ɕ	ie	陰平上	些{一~} 險 硤 仙 鮮 蘚 癬 掀 顯 先
ɕ	ie	去聲	瀉 卸 懈 陷 餡 限 線 羨 憲 獻 現 縣 泄 先{~後：妯娌} 謝
∅	ie	陽平	爺 耶 葉 業 巖 鹽 閻 簷 嚴 儼 顏 蔫{死~} 焉 延 諺 言 研 噎 緣 沿 衍 胆 虐{~待} 痎{~疾} 約 藥 鑰 岳 樂 蕪{~荽} 裔{務~：撫育} 櫟{~樹} 挹{呂：~水}
∅	ie	陰平上	也 野 頁 冶 掖 淹 閹 醃 掩 魘{睡~} 靨{笑~圪圪兒：酒窩} 雁{~子} 眼 演 衍{~溢出} 煙 寃 嫣 媽
∅	ie	去聲	夜 驗 厭 炎 艷 焰 釅 雁 晏 筵 蜒{毛蛐~} 堰 硯 燕{~子} 宴 咽 沿{邊~} 彥 液 腋 渴 靨 噦{惡心得圪~~價}
// HSD Syllabary Data Partition
// 地区：陝西省-榆林市-綏德縣-義合鎮
// 来源：黑維強《綏德義合話同音字彙》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-榆林市-綏德縣-義合鎮
@SRC	黑維強《綏德義合話同音字彙》

@INI	p	pʰ	m	t	tʰ	n	l	tɕ	tɕʰ	ɕ	∅
@FIN	io
@TON	陽平	33
@TON	陰平上	213
@TON	去聲	52

// Initial	Final	Tone	CharList (Space separated)
p	io	陰平上	膘 標 表 彪 婊 裱 鏢
p	io	去聲	鰾
pʰ	io	陽平	瓢 嫖 剽 膘
pʰ	io	陰平上	飄 漂{~起}
pʰ	io	去聲	票 漂{~亮}
m	io	陽平	苗 描 瞄 矛{~子}
m	io	陰平上	藐 秒 渺{~無音信}
m	io	去聲	廟 妙
t	io	陰平上	刁 叼 貂 雕 凋 碉
t	io	去聲	釣 弔 鷯{長} 掉 調{~頭}
tʰ	io	陽平	條 笤{~帚} 調{~和} 藋{灰~} □{踩}
tʰ	io	陰平上	挑
tʰ	io	去聲	跳 糶
n	io	陽平	□{吃得~~價}
n	io	陰平上	咬 鳥 □{癢}
n	io	去聲	尿
l	io	陽平	撩 聊 遼 療 僚 嘹 獠{~牙} 寥 繚{~上幾針；輕忽~~} 蹽{~滑} 嫽 瞭
l	io	陰平上	燎{火~} 潦 了 面 寮{白忽~~}
l	io	去聲	料 撂 鐐{腳~} 瞭{又} 炮
tɕ	io	陰平上	交 郊 膠 餃 絞 狡 絞 跤 教{~書} 攪 焦 焦{香~} 椒 驕 嬌 矯 澆 饒 繳
tɕ	io	去聲	教{~育} 較 酵{~子} 窖 覺 轎 叫 噍{~草}
tɕʰ	io	陽平	瞧 憔 喬 僑 橋 蕎
tɕʰ	io	陰平上	敲 巧 繰 悄 劁{~豬} 蹺 蹻{走~~} 雀
tɕʰ	io	去聲	俏 峭 竅 撓 竅 翹 鞘 鵲{鴉~}
ɕ	io	陽平	學{~自行車} 枵{懸空：腿~起}
ɕ	io	陰平上	肖 消 宵 霄 硝 銷 逍 屑 削{剝~} 小 器 嘯 簫 簫 曉
ɕ	io	去聲	孝 效 校{學~} 笑
∅	io	陽平	搖 遙 窰 肴 淆{混~} 姚 堯 遙
∅	io	陰平上	妖 邀 腰 要{~求} 舀 夭 吆{~喊} 杳
∅	io	去聲	勒 要{重~} 耀{照~} 鷂 躍
// HSD Syllabary Data Partition
// 地区：陝西省-榆林市-綏德縣-義合鎮
// 来源：黑維強《綏德義合話同音字彙》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-榆林市-綏德縣-義合鎮
@SRC	黑維強《綏德義合話同音字彙》

@INI	p	pʰ	m	t	tʰ	n	l	tɕ	tɕʰ	ɕ	∅
@FIN	iŋ
@TON	陽平	33
@TON	陰平上	213
@TON	去聲	52
@TON	輕聲	0

// Initial	Final	Tone	CharList (Space separated)
p	iŋ	陰平上	彬 賓 檳 斌 繽 冰 兵 丙 柄 秉 餅 炳 稟 摒
p	iŋ	去聲	鬢 病 並
pʰ	iŋ	陽平	貧 頻 瀕 平 坪 評 瓶 屏 萍 憑 苹
pʰ	iŋ	陰平上	品
pʰ	iŋ	去聲	聘 拼
m	iŋ	陽平	民 鳴 明 名 銘 酩 抿{閉：口~住}
m	iŋ	陰平上	閩 憫 敏 抿 皿 冥 泯{~滅} 命{~故兒：死}
m	iŋ	去聲	命{活~}
m	iŋ	輕聲	泯{流~}
t	iŋ	陰平上	丁 釘{~子} 疔 盯 頂 訂{~婚} 叮 盯 鼎 酊
t	iŋ	去聲	釘{~住} 疔 定 錠
tʰ	iŋ	陽平	停
tʰ	iŋ	陰平上	聽{~見} 廳 亭 廷 庭 蜓 艇 挺 霆 梃 婷
tʰ	iŋ	去聲	挺{~哩} 聽{~天由命}
n	iŋ	陽平	您 凝 寧{安~} 擰 嚀 狞
n	iŋ	陰平上	嚀{~~囔囔} □{小，少：一~~}
n	iŋ	去聲	硬 佞
l	iŋ	陽平	林 淋{雨~} 琳 霖 臨 鄰 鄰 磷 燐 璘 麟 粼 陵 凌 菱 綾 靈 零 玲 鈴 伶 聆 翎 苓 羚 囹
l	iŋ	陰平上	稟 凜 檁 懍 領 嶺 拎
l	iŋ	去聲	淋{~醋} 賃 吝 藺{姓} 令 鈴 另
tɕ	iŋ	陰平上	今 金 襟 衿{~褲帶} 津 錦 巾 斤{~兩} 盡{~吃~喝} 緊 僅 筋 謹 僅{年~} 瑾 涔{濕~~} 荆 京 鯨 驚 景 警 精 晶 睛 經 徑 井 頸 莖 陘 旌
tɕ	iŋ	去聲	浸 禁 妗 進 晉 盡 近 勁 斤{平~} 靳 境 敬 竟 競 鏡 競 靜 靖 淨 徑{又} 儆 菁{蔓~} 甑{~片兒}
tɕʰ	iŋ	陽平	琴 禽 擒 噙 秦 勤 芹 卿 擎 情 晴
tɕʰ	iŋ	陰平上	侵 寢 欽 親 清 輕 青 蜻 翠 請 傾 頃
tɕʰ	iŋ	去聲	吣{貓狗吐} 沁 親{~家} 撳 慶 罄 磬{~人：出行不帶任何東西} 清{油脂等凝固}
ɕ	iŋ	陽平	尋 行{品~} 形 型 刑 邢
ɕ	iŋ	陰平上	心 辛 芯 新 薪 欣 興{~盛} 省{反~} 星 腥 醒 猩 擤 馨 葚{桑~}
ɕ	iŋ	去聲	凶 信 訊 迅 衅 興{高~} 杏 幸 性 姓 悻{惱~~}
∅	iŋ	陽平	銀 齦 勻{~稱} 寅 蠅 迎{~接} 贏 營 瑩
∅	iŋ	陰平上	音 陰 飲 蔭 淫 瘖 喑{~啞} 因 姻 茵 姻 引 蚓 殷 隱 癮 隱 纓 縕{~被子} 尹{姓} 嚶{~~哇哇} 縈{~記} 鶯 魘{又} 英 瑛 影{~子} 影{圪~} 嬰 櫻 鸚{~鵡} 櫻 鷹 盈 楹 螢 螢 穎 迎{~媳婦子} 約{又，~摸}
∅	iŋ	去聲	窖 飲{~生靈} 印 洇 應{~用，~對} 孕 映 胤{~種子} 衍{冰上有~叻}
// HSD Syllabary Data Partition
// 地区：陝西省-榆林市-綏德縣-義合鎮
// 来源：黑維強《綏德義合話同音字彙》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-榆林市-綏德縣-義合鎮
@SRC	黑維強《綏德義合話同音字彙》

@INI	n	l	tɕ	tɕʰ	ɕ	∅
@FIN	iɔ
@TON	陽平	33
@TON	陰平上	213
@TON	去聲	52

// Initial	Final	Tone	CharList (Space separated)
n	iɔ	陽平	娘 仰{頭~起}
n	iɔ	陰平上	仰{躺}
l	iɔ	陽平	良 糧 涼 量{~長短} 梁 樑 墚{山~}
l	iɔ	陰平上	兩 輛
l	iɔ	去聲	亮 諒 量{飯~} 晾
tɕ	iɔ	陰平上	將{~軍} 漿 蔣 獎 槳 疆 僵 薑 繮 姜 剛{才~} 江 缸 講 耩{~子}
tɕ	iɔ	去聲	醬 將{~領} 漿{~布} 匠 唴{哭泣不止或悲哭過度而無聲} 犟 降 糨{~子} 強{姓} 降
tɕʰ	iɔ	陽平	墻 羌 強
tɕʰ	iɔ	陰平上	槍 搶 強{勉~} 戧{~臉風} 嗆 腔
tɕʰ	iɔ	去聲	熗 戧 嗆 榧{門~} 腔{脖~骨}
ɕ	iɔ	陽平	襄{~事的} 詳 祥 降{~服} 翔
ɕ	iɔ	陰平上	相{~好} 箱 廂 湘 鑲 香 鄉 想 餉 享 響 饗
ɕ	iɔ	去聲	相{貌~} 象 像 橡 向 項{~目}
∅	iɔ	陽平	秧{~歌} 羊 楊 揚 佯{~哭} 陽 瘍
∅	iɔ	陰平上	央 秧{~子} 殃 仰{~塵} 鞅 決 養 癢 洋 鴦{鴛~}
∅	iɔ	去聲	樣 漾 恙 □{甩}
// HSD Syllabary Data Partition
// 地区：陝西省-榆林市-綏德縣-義合鎮
// 来源：黑維強《綏德義合話同音字彙》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-榆林市-綏德縣-義合鎮
@SRC	黑維強《綏德義合話同音字彙》

@INI	t	tʰ	n	l	tɕ	tɕʰ	ɕ	∅
@FIN	iəu
@TON	陽平	33
@TON	陰平上	213
@TON	去聲	52

// Initial	Final	Tone	CharList (Space separated)
t	iəu	陰平上	丟
tʰ	iəu	陽平	提{又，~上}
n	iəu	陽平	牛 妞
n	iəu	陰平上	紐 扭 忸 拗 鈕 噘{~嘴}
n	iəu	去聲	謬
l	iəu	陽平	流 劉 瀏 留 榴 硫 琉 瘤 溜{~溝子}
l	iəu	陰平上	稻{~生} 柳 綹{剪~}
l	iəu	去聲	溜{~走} 遛 餾 六 陸 綹{一~~} 鎏
tɕ	iəu	陰平上	揪 鬏 鳩 鬮 糾 究 樞 蹴 酒 九 久 韭 灸
tɕ	iəu	去聲	就 救 臼 舅 舊 咎 瘕{縮：圪~}
tɕʰ	iəu	陽平	求 球 遒 毬 仇{姓} 尿{男陰} 裘 酋 囚 □{~勢：完蛋}
tɕʰ	iəu	陰平上	秋 鞦 丘 蚯 邱 愀{偏，歪}
ɕ	iəu	陽平	囚 □{“媳婦”的合音：~子}
ɕ	iəu	陰平上	修 羞 休 朽 饈 削{~鉛筆}
ɕ	iəu	去聲	秀 繡 宿{星~} 銹 袖 嗅
∅	iəu	陽平	由 郵 油 尤 游 猶 幽 莜 櫟 悠 蚰{毛~蜓} 鼬{黃~}
∅	iəu	陰平上	尤 憂 有 友 酉 莠
∅	iəu	去聲	又 右 祐 佑 誘 幼 釉 黝{黑~~} 㘥{山雞~子}
// HSD Syllabary Data Partition
// 地区：陝西省-榆林市-綏德縣-義合鎮
// 来源：黑維強《綏德義合話同音字彙》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-榆林市-綏德縣-義合鎮
@SRC	黑維強《綏德義合話同音字彙》

@INI	p	pʰ	m	t	tʰ	n	l	tɕ	tɕʰ	ɕ	∅
