汉字	注释	音标
吹		tsʰei1
睡		sei5
跪		kʰuei3
毁		xuei3
危		uei2
泪		lei5
醉		tsei5
虽		sei1
追		tsei1
衰		sɛ1
水		sei3
龟		kuei1
葵		fʰei2
位		uei5
飞		xuei1
肥		xʰuei2
尾		uei3
鬼		kuei3
徽		xuei1
伟		uei3
保		pɔ3
毛		mɔ2
刀		tɔ1
道		ɾ̥ʰɔ3
脑		nɔ3
老		lɔ3
草		tsʰɔ3
嫂		sɔ3
高		kɔ1
好	~坏	xɔ3
袄		ɔ3
炮		pʰɔ5
跑		xʰɔ2
闹		nɔ5
抓		tsua1
巢		sʰɔ2
敲		kʰɔ1
飘		pʰiɔ1
庙		miɔ5
焦		tɕiɔ1
小		ɕiɔ3
超		tɕʰiɔ1
赵		ɕʰiɔ5
招		tɕiɔ1
烧		ɕiɔ1
绕	围~	ȵiɔ3
骄		tɕiɔ1
桥		ɕʰiɔ2
摇		iɔ2
钓		tiɔ5
条		ɾ̥ʰiɔ2
尿	名词	ȵiɔ5
料		liɔ5
叫		tɕiɔ5
晓		ɕiɔ3
亩		mo3
贸		mo5
豆		ɾ̥ʰiəu5
漏		ləɯ5
走		tsəɯ3
狗		kiəɯ3
口		kʰiəɯ3
厚		xʰəɯ3
富		xu5
妇		xʰu5
纽		niəɯ3
柳		liəɯ3
酒		tɕiəɯ3
袖		ɕʰiəɯ5
抽		tɕʰiəɯ1
愁		sʰəɯ2
周		tɕiəɯ1
寿		ɕʰiəɯ5
九		tɕiəɯ3
休		ɕiəɯ1
油		iəɯ2
彪		piɔ1
幼		iəɯ5
贪		tʰẽ1
贪		tʰã1
南		nẽ2
参	~加	tsʰã1
感		kẽ3
坎		kʰẽ3
含		hẽ2
答		ta2
纳		na2
杂		sʰa2
喝	~水	xə2
胆		tã3
谈		ɾ̥ʰã2
蓝		lã2
三		sã1
敢		kẽ3
喊		xã3
塔		tʰa2
磕		kʰə2
站		tsã5
斩		tsã3
减		kã3
咸	~味	xʰã2
插		tsʰa2
夹	~袄	ka2
狭	~窄	xʰa2
甲		kia2
鸭		a2
衫		sã1
监	~牢	kã1
衔		xʰã2
帘		liẽ2
尖		tɕiẽ1
闪		sẽ3
验		ȵiẽ5
接		tɕie2
涉		sə2
叶		ie2
剑		tɕiẽ5
腌		iẽ1
业		ȵie2
点		tẽ3
甜		ɾ̥ʰiẽ2
念		ȵiẽ5
歉		kʰiẽ5
嫌		ɕʰiẽ2
贴		tʰie2
凡		fʰã2
范		fʰã3
法		xua2
品		pʰiŋ3
林		liŋ2
心		ɕiŋ1
沉		sʰəŋ2
深		səŋ1
针		tsəŋ1
任	~务	iŋ5
金		tɕiŋ1
音		iŋ1
集		ɕʰi2
十		sʰəi2
入		ȵi2
急		tɕi2
丹		tã1
难	困~	nã2
兰	~花	lã2
伞		sã3
肝		kẽ1
寒		xʰẽ2
达		ta2
辣		la2
擦		tsʰa2
渴		kʰie2
办		fʰã5
山		sã1
产		tsʰã3
间	中~	kã1
眼		ŋã3
拔		fʰa2
杀		sa2
班		pã1
慢		mã5
奸		kã1
雁		ŋã5
铡		sʰa2
瞎		xa2
鞭		piẽ1
棉		miẽ2
钱		ɕʰiẽ2
线		ɕiẽ5
展		tsẽ3
善		sʰẽ5
然		iẽ2
件		ɕʰiẽ5
灭		mie2
薛		ɕie2
哲		tsə2
舌		ɾ̥ʰie2
热		ȵie2
杰		ɕʰie2
建		tɕiẽ5
言		ȵiẽ2
歇		ɕie2
扁		piẽ3
辫		fʰiẽ5
典		tiẽ3
年		ȵiẽ2
先		ɕiẽ1
肩		tɕiẽ1
贤		ɕʰiẽ2
铁		tʰie2
节		tɕie2
结		kie2
盘		fʰẽ2
满		mẽ3
短		tẽ3
暖		nẽ3
酸		sẽ1
官		kuẽ1
宽		kʰuẽ1
碗		uẽ3
末		mə2
脱		tʰə2
阔		kʰue2
活		uə2
滑		ua2
挖		ua2
闩		sẽ1
关		kuã1
弯		uã1
刷		sa2
刮		kua2
泉		ɕʰiẽ2
宣		ɕiẽ1
传	宣~	sʰẽ2
砖		tsẽ1
船		sʰẽ2
权		ɕʰiẽ2
圆		vẽ2
绝		ɕʰie2
雪		ɕie2
说		sə2
软		ȵiẽ3
反		xuã3
饭		vã5
原		ȵiẽ2
远		vẽ3
发		xua2
袜		ua2
月		ȵie2
越		vie2
犬		kʰiẽ3
县		ɕʰiɪ̃5
缺		kʰie2
血		ɕie2
吞		tʰəŋ1
根		kəŋ1
恩		əŋ1
贫		fʰiŋ2
邻		liŋ2
进		tɕiŋ5
新		ɕiŋ1
陈		sʰəŋ2
衬		tsʰəŋ5
真		tsəŋ1
人		iŋ2
紧		tɕiŋ3
因		iŋ1
笔		pi2
七		tɕʰi2
失		sə2
日		ni2
一		i2
斤		tɕiŋ1
近		ɕʰiŋ5
本		pəŋ3
门		məŋ2
屯		ɾ̥ʰəŋ2
论	讨~	ləŋ5
村		tsʰəŋ1
滚		kuəŋ3
婚		xuən1
不		pei2
骨		kuei2
核	~桃	xʰuei2
俊		tɕiŋ5
循		ɕʰiŋ2
春		tsʰəŋ1
顺		sʰəŋ5
闰		ȵiŋ5
均		kiŋ1
匀		viŋ2
律		li2
出		tsʰei2
橘		ki2
分	~开	fəŋ1
坟		fʰəŋ2
蚊		vəŋ2
君		kiŋ1
训		ɕiŋ5
运		viŋ5
帮		pǫ1
忙		mǫ2
唐		ɾ̥ʰǫ̃2
浪		lǫ̃5
桑		sǫ̃1
钢		kǫ̃1
杭		xʰǫ̃2
薄		hǫ2
落		lǫ2
索		sǫ2
各		kǫ2
恶	~人	ǫ2
娘		ȵiã2
良		liã2
枪		tɕʰiã1
像		ɕʰiã3
张		tɕiã1
丈		ɕʰiã3
床		tsʰǫ̃2
厂		tɕʰiã3
瓤		ȵiã2
强	~壮	ɕʰiã2
羊		iã2
嚼		tɕiǫ2
着	睡不~	tɕiǫ2
弱		ȵiǫ2
脚		tɕiǫ2
药		iǫ2
光		kǫ̃1
汪		uǫ̃1
郭		kǫ2
方		xǫ̃1
房		xʰǫ̃2
网		ǫ̃3
狂		ǫ̃2
王		uǫ̃2
邦		pǫ̃1
胖		pʰǫ̃5
窗		tsʰǫ̃1
双		sǫ̃1
讲		kiã3
项		xʰǫ̃5
剥		pǫ2
桌		tsǫ2
捉		tsǫ2
确		kʰǫ2
朋		fʰəŋ2
等		təŋ3
能		nəŋ2
增		tsəŋ1
肯		kʰəŋ3
北		pei2
德		tei2
贼		sʰei2
刻		kʰei2
黑		xei2
冰		piŋ1
凭		fʰiŋ2
菱		liŋ2
蒸		tɕiŋ1
升		ɕiŋ1
兴	高~	ɕiŋ5
鹰		iŋ1
力		li2
息		ɕi2
直		ɕʰi2
色		sə2
织		tɕi2
极		tɕi2
国		kuei2
或		fʰə2
域		vi2
彭		fʰəŋ2
猛		məŋ3
打		ta3
冷		liŋ3
生		səŋ1
坑		kʰəŋ1
硬		ŋəŋ5
百		pə2
白		fʰie2
窄		tsə2
客		kʰie2
棚		fʰəŋ2
耕		kəŋ1
麦		mie2
摘		tsə2
策		tsʰə2
革		kie2
兵		piŋ1
病		fʰiŋ5
镜		tɕiŋ5
迎		ȵiŋ2
碧		pi2
饼		piŋ3
领		liŋ3
清		tɕʰiŋ1
静		ɕʰiŋ3
程		ɕʰiŋ2
正	~月	tɕiŋ1
声		ɕiŋ1
轻		tɕʰiŋ1
瓶		fʰiŋ2
听	~见	tʰiŋ1
星		ɕiŋ1
灵		liŋ2
经		tɕiŋ1
壁		pi2
踢		tʰi2
吃		tɕʰi2
横	~竖	fʰəŋ2
宏		xʰoŋ2
获		fʰə2
兄		ɕioŋ1
荣		ioŋ2
顷		kʰiŋ3
疫		vi2
篷		fʰoŋ2
通		tʰoŋ1
动		ɾ̥ʰoŋ3
葱		tsʰoŋ1
公		koŋ1
红		xʰoŋ2
翁		oŋ1
木		mo2
鹿		ləɯ2
哭		kʰuei2
屋		uei2
冬		toŋ1
松	~紧	soŋ1
毒		ɾ̥ʰəɯ2
沃		uei2
丰		xoŋ1
凤		fʰoŋ5
虫		sʰoŋ2
充		tsʰoŋ1
绒		ioŋ2
弓		koŋ1
雄		ɕʰioŋ2
福		xuei2
六		ləɯ2
竹		tsu2
熟		sʰu2
肉		ȵiəɯ2
菊		tɕiəɯ2
育		iəɯ2
蜂		xoŋ1
浓		noŋ2
龙		loŋ2
松	~树	soŋ1
重	轻~	sʰoŋ5
钟		tsoŋ1
恭		koŋ1
共		xʰoŋ5
用		ioŋ5
俗		sʰəɯ2
烛		tsu2
局		ɕʰiəɯ2
浴		y2
