字	注释	音
揭		kʰik3
衛		ʋɐi21
柢		tɐi13
低		tɐi45
梯		tʰɐi45
蹄		tʰɐi21
啼		tʰɐi21
締		tɐi33
題		tʰɐi21
折	骨折	ʦik3
折	折本	sik2
泥	泥土	nɐi21
泥	拘泥	nɐi21
犁		lɐi21
黎		lɐi21
擠		ʦɐi45
妻		ʦʰɐi45
萋		ʦʰɐi45
淒		ʦʰɐi45
悽		ʦʰɐi45
齊	整齊	ʦʰɐi21
齊	齊衰	ʦi45
臍		ʦʰi21
棲		ʦʰɐi45
犀		ɬɐi45
犀		sɐi45
撕		si45
西		ɬɐi45
西		sɐi45
嘶		si45
圭		kʷɐi45
雞		kɐi45
閨		kʷɐi45
鮭		kʷɐi45
稽	無稽之談	kʰɐi45
稽	稽首	kʰɐi45
溪		kʰɐi45
睽		kʰʷɐi21
谿		kʰɐi45
霓		ŋɐi21
倪		ŋɐi21
奚		hɐi21
攜		kʰʷɐi21
兮		hɐi21
畦		kʰʷɐi21
迷		mɐi21
批		pʰɐi45
抵		tɐi13
牴		tɐi13
底		tɐi13
邸		tɐi13
涕		tʰɐi33
體		tʰɐi13
遞		tɐi21
弟		tɐi21
弟	對於年輕後生的稱呼	ti45
豊		lɐi13
禮		lɐi13
濟	人才濟濟	ʦɐi33
濟	救濟	ʦɐi33
洗		ɬɐi13
洗		sɐi13
陛		pɐi21
米		mɐi13
帝		tɐi33
嚏		tʰɐi33
諦		tɐi33
剃		tʰɐi33
替		tʰɐi33
逮		tɐi21
第		tɐi21
捩	琵琶撥法	lɐi21
捩	捩手；捩轉；捩手	lik2
隸		tɐi21
戾		lui21
砌		ʦʰɐi33
切	一切	ʦʰɐi33
切	急切	ʦʰik3
細		ɬɐi33
細		sɐi33
髻		kɐi33
桂		kʷɐi33
計		kɐi33
繫	聯繫	hɐi21
繫	繫鞋帶；繫鈕	kɐi33
繼		kɐi33
係		hɐi21
契	契約	kʰɐi33
契	契丹	kʰɐi33
契	殷商的始祖	kʰɐi33
羿		ŋɐi21
蕙		ʋɐi21
系		hɐi21
惠		ʋɐi21
慧		ʋɐi33
閉		pɐi33
謎		mɐi21
媲		pʰei33
胎		tʰɔi45
臺		tʰɔi21
檯		tʰɔi21
苔	青苔	tʰɔi21
苔	舌苔	tʰɔi45
能		nɐŋ21
來		lɔi21
萊		lɔi21
災		ʦɔi45
哉		ʦɔi45
栽		ʦɔi45
猜		ʦʰai45
材		ʦʰɔi21
財		ʦʰɔi21
裁		ʦʰɔi21
才		ʦʰɔi21
鰓		ɬɔi45
鰓		sɔi45
該		kɔi45
賅		kɔi45
開		hɔi45
皚		ɔi13
皚		ŋɔi21
孩		hai21
咳	咳嗽	kʰɐk5
唉		ai45
哀		ɔi45
埃		ai45
欸	語氣助詞	ɛ21
等		tɐŋ13
怠		tɔi21
待		tɔi21
殆		tɔi21
迺		nai13
乃		nai13
載	一年半載	ʦɔi33
載	記載	ʦɔi33
宰		ʦɔi13
採		ʦʰɔi13
采		ʦʰɔi13
彩		ʦʰɔi13
綵		ʦʰɔi13
在		ʦɔi21
改		kɔi13
凱		hɔi13
海		hɔi13
亥		hɔi21
戴		tai33
態		tʰai33
貸		tʰai33
岱		tɔi21
代		tɔi21
袋		tɔi21
黛		tɔi21
耐		nɔi21
睞		lɔi21
再		ʦɔi33
菜		ʦʰɔi33
塞	塞車	sɐk5
塞	塞外	ʦʰɔi33
塞	訓讀：阻礙、阻塞	tʰɐk5
賽		ʦʰɔi33
概		kʰɔi33
慨		kʰɔi33
礙		ŋɔi21
愛		ɔi33
搥		ʦʰui21
堆		tui45
敦		tɐŋ45
頹		tʰui21
雷		lui21
儡		lui13
鐳		lui21
崔		ʦʰui45
催		ʦʰui45
摧		ʦʰui45
蓑		sɔ45
傀	傀儡	kʷɐi13
恢		fui45
魁		fui45
盔		kʰʷɐi45
桅		ʋɐi21
嵬		ŋɐi21
灰		fui45
灰	語保赤坎老男音	hui45
回		ʋui21
回		wui21
瑰	玫瑰	kʷɐi33
瑰	瑰麗	kʷɐi45
洄		ʋui21
洄		wui21
迴		ʋui21
迴		wui21
徊		ʋui21
徊		wui21
偎		ʋui45
偎		wui45
杯		pui45
盃		pui45
陪		pʰui21
徘		pʰui21
培		pʰui21
媒		mui21
莓		mui21
梅		mui21
枚		mui45
煤		mui21
腿		tʰui13
餒		nui13
蕾		lui13
璀		ʦʰui13
罪		ʦui21
悔		fui13
賄		fui13
蓓		pʰui13
倍		pʰui13
每		mui13
啡		fɛ45
對		tui33
退		tʰui33
隊		tui21
內		nɔi21
淬		ʦʰui33
碎		ɬui33
碎		sui33
塊		fai33
誨		fui13
晦		fui13
潰		kʰui33
輩		pui33
背	背書	pui21
背	背後；背脊	pui33
悖		pui33
珮		pʰui33
佩		pʰui33
妹		mui21
妹	對年輕女性的稱呼	mui45
昧		mui21
配		pʰui33
麟		lɐŋ21
掄		lɐŋ21
磷		lɐŋ21
鄰		lɐŋ21
輪		lɐŋ21
論	討論	lɐŋ21
論	論語	lɐŋ21
倫		lɐŋ21
綸	垂綸	lɐŋ21
綸	綸巾	kʷaŋ45
鱗		lɐŋ21
淪		lɐŋ21
遵		ʦiŋ45
津		ʦɐŋ45
竣		ʦɐŋ33
親	親人	ʦʰɐŋ45
親	親家	ʦʰɐŋ33
秦		ʦʰɐŋ21
薪		ɬɐŋ45
薪		sɐŋ45
詢		ɬɐŋ21
詢		sɐŋ21
新		ɬɐŋ45
新		sɐŋ45
辛		ɬɐŋ45
辛		sɐŋ45
巡		ʦʰɐŋ21
馴		sɐŋ21
旬		sɐŋ21
循		ʦʰɐŋ21
肫		ʦɐŋ45
振		ʦɐŋ33
諄		ʦɐŋ45
真		ʦɐŋ45
甄		jɐŋ45
瞋		ʦʰɐŋ45
春		ʦʰɐŋ45
淳		sɐŋ21
醇		sɐŋ21
辰		sɐŋ21
臣		sɐŋ21
宸		sɐŋ21
純		sɐŋ21
鶉	鵪鶉，鵪鶉蛋	ʦʰɐŋ45
晨		sɐŋ21
身		sɐŋ45
申		sɐŋ45
伸		sɐŋ45
紳		sɐŋ45
呻		sɐŋ45
脣		sɐŋ21
神		sɐŋ21
人		ȵɐŋ21
仁		ȵɐŋ21
仁		jɐŋ21
鈞		kʰʷɐŋ45
均		kʰʷɐŋ45
因		jɐŋ45
茵		jɐŋ45
姻		jɐŋ45
勻	文讀	ʋɐŋ21
勻	白讀	jɐŋ21
濱		pɐŋ45
檳		pɐŋ45
賓		pɐŋ45
蘋		pʰɪŋ21
頻		pʰɐŋ21
民		mɐŋ21
繽		pɐŋ45
盡		ʦɐŋ21
筍		ɬɐŋ13
筍		sɐŋ13
疹		ʦʰɐŋ13
診		ʦʰɐŋ13
准		ʦɐŋ13
準		ʦɐŋ13
賑		ʦɐŋ33
蠢		ʦʰɐŋ13
腎		sɐŋ13
盾		tɐŋ21
忍		ȵɐŋ13
忍		jɐŋ13
緊		kɐŋ13
蚓		jɐŋ13
允		ʋɐŋ13
尹		ʋɐŋ13
引		jɐŋ13
臏		pɐŋ45
藺		lɐŋ21
遴		lɐŋ21
吝		lɐŋ21
進		ʦɐŋ33
俊		ʦɐŋ33
晉		ʦɐŋ33
駿		ʦɐŋ33
訊		ɬɐŋ33
訊		sɐŋ33
峻		ʦɐŋ33
迅		ɬɐŋ33
迅		sɐŋ33
信		ɬɐŋ33
信		sɐŋ33
震		ʦɐŋ33
盹		tɐŋ21
慎		sɐŋ21
舜		sɐŋ21
舜		sɐŋ33
瞬		sɐŋ21
瞬		sɐŋ33
順		sɐŋ21
仞		ȵɐŋ21
仞		jɐŋ21
閏		ȵɐŋ21
刃		ȵɐŋ21
刃		jɐŋ21
認		ȵɪŋ21
潤		ȵɐŋ21
潤		jɐŋ21
韌		ȵɐŋ21
韌		jɐŋ21
印		jɐŋ33
鬢		pɐŋ33
栗		lɐk2
律		lɐk2
慄		lɐk2
卒	士卒；身先士卒	ʦɐk5
卒	倉卒	ʦʰʊk5
唧		ʦɪk5
柒		ʦʰɐk5
七		ʦʰɐk5
漆		ʦʰɐk5
疾		ʦɐk2
窸		ɬɪk5
窸		sɪk5
悉		ɬɪk5
悉		sɪk5
膝		ɬɐk5
膝		sɐk5
恤		ɬɐk5
恤		sɐk5
蟋		ɬɪk5
蟋		sɪk5
戌		ɬɐk5
戌		sɐk5
失		sɐk5
室		sɐk5
朮		sɐk2
實		sɐk2
述		sɐk2
術		sɐk2
日		ȵɐk2
橘		kɐk5
吉		kɐk5
拮		kik3
壹		jɐk5
一		jɐk5
逸		jɐk2
溢		jɪk5
佚		jɐk2
必		pik5
畢		pɐk5
謐		mɐk2
蜜		mɐk2
匹		pʰɐk5
紉		ȵɐŋ21
紉		jɐŋ21
填		tʰiŋ21
屯		tʰiŋ21
屯		tʰiŋ21
珍		ʦɐŋ45
鎮		ʦɐŋ33
塵		ʦʰɐŋ21
陳		ʦʰɐŋ21
趁		ʦʰɐŋ33
巾		kɐŋ45
銀		ŋɐŋ21
垠		ŋɐŋ21
份		fɐŋ21
彬		pɐŋ45
貧		pʰɐŋ21
岷		mɐŋ21
閩		mɐŋ13
隕		ʋɐŋ13
憫		mɐŋ13
敏		mɐŋ13
窘		kʰʷɐŋ33
菌		kʰʷɐŋ13
陣		ʦɐŋ21
襯		ʦʰɐŋ33
瑾		kɐŋ13
僅		kɐŋ13
暱		nɪk5
暱		nɪk2
茁		ʦik3
窒		ʦɐk2
怵		ʦɐk5
秩		tik2
姪		ʦɐk2
蟀		sɐk5
乙		jik3
筆		pɐk5
密		mɐk2
櫛		ʦik3
瑟		sɐk5
蝨		sɐk5
吞		tʰɐŋ45
跟		kɐŋ45
根		kɐŋ45
痕		hɐŋ21
恩		jɐŋ45
墾		hɐŋ13
懇		hɐŋ13
很		hɐŋ13
恨		hɐŋ21
墩		tɐŋ45
墩	語保赤坎老男音	tɐŋ13
燉		tɐŋ21
臀		tʰiŋ21
豚		tʰiŋ21
沌		tɐŋ21
尊		ʦiŋ45
村		ʦʰiŋ45
存		ʦʰiŋ21
孫		ɬiŋ45
孫		siŋ45
飧		ɬiŋ45
飧		siŋ45
昆		kʰʷɐŋ45
坤		kʰʷɐŋ45
昏		fɐŋ45
婚		fɐŋ45
渾	渾人，雄渾	ʋɐŋ21
渾	同「混」	ʋɐŋ21
溫		ʋɐŋ45
奔		pɐŋ45
盆		pʰuŋ21
門		muŋ21
噴		pʰɐŋ33
遁		tɐŋ21
忖		ʦʰiŋ13
鱒		ʦiŋ45
損		ɬiŋ13
損		siŋ13
棍		kʷɐŋ33
混		ʋɐŋ21
穩		ʋɐŋ13
本		puŋ13
笨		pɐŋ21
畚		puŋ13
頓	安頓	tɐŋ21
鈍		tɐŋ21
嫩		niŋ21
寸		ʦʰiŋ33
遜		ɬɐŋ33
遜		sɐŋ33
困		kʰʷɐŋ33
悶		muŋ21
咄		tɐk5
突		tɐk2
凸		tɐk2
屑		ɬik3
屑		sik3
窣		ɬɐk5
窣		sɐk5
骨		kʷɐk5
滑	光滑	ʋak2
滑	滑稽	ʋak2
窟		kʰʷɐk5
窟		fɐk5
兀		ŋɐk2
惚		fɐk5
忽		fɐk5
脖		puk2
渤		puk2
勃		puk2
沒		muk2
筋		kɐŋ45
斤		kɐŋ45
齦		ŋɐŋ21
欣		jɐŋ45
殷	殷切	jɐŋ45
殷	殷紅	jiŋ45
芹		kʰɐŋ21
勤		kʰɐŋ21
槿		kɐŋ13
謹		kɐŋ13
隱		jɐŋ13
近	好近；文讀；近排	kɐŋ21
近	靠近；白讀；遠近	kʰɐŋ13
吃	口吃；啞吃: 講話結巴	kɐk5
吃	吃飯	hiɐk3
吃	吃飯	hiak3
乞		hɐk5
屹		ŋɐk2
迄		ŋɐk2
軍		kʷɐŋ45
君		kʷɐŋ45
薰		fɐŋ45
醺		fɐŋ45
燻		fɐŋ45
勛		fɐŋ45
蘊		ʋɐŋ13
云		ʋɐŋ21
雲		ʋɐŋ21
芸		ʋɐŋ21
員		jiŋ21
耘		ʋɐŋ21
分	分開	fɐŋ45
分	本分	fɐŋ21
扮		paŋ21
焚		fɐŋ21
墳		fɐŋ21
頒		paŋ45
氛		fɐŋ45
聞		mɐŋ21
文	文字	mɐŋ21
文	文過	mɐŋ21
蚊		mɐŋ45
紋		mɐŋ21
芬		fɐŋ45
紛		fɐŋ45
醞		ʋɐŋ13
醞		ʋɐŋ21
粉		fɐŋ13
憤		fɐŋ13
刎		mɐŋ13
吻		mɐŋ13
忿		fɐŋ13
訓		fɐŋ33
訓		fɐŋ13
運		ʋɐŋ21
韻		ʋɐŋ13
暈	日暈	ʋɐŋ21
暈	頭暈	ʋɐŋ21
糞		fɐŋ33
奮		fɐŋ13
拚		pʰuŋ33
問		mɐŋ21
紊		mɐŋ21
郡		kʷɐŋ21
屈	文讀	ʋɐk5
屈	白讀：使彎曲	kʰʷɐk5
鬱		ʋɐk5
弗		fɐk5
佛	佛教	fɐk2
佛	仿佛	fɐk5
物		mɐk2
勿		mɐk2
拂		fɐk2
彿		fɐk5
掘		kʷɐk2
倔		kʷɐk2
崛		kʷɐk2
端		tiŋ45
單	單純	taŋ45
單	單姓	siŋ21
殫		taŋ45
丹		taŋ45
湍		tʰɐŋ45
嘆		tʰaŋ33
攤		tʰaŋ45
灘		tʰaŋ45
團		tʰiŋ21
壇		tʰaŋ21
檀		tʰaŋ21
彈	彈劾；彈琴	tʰaŋ21
彈	彈丸；子彈	taŋ21
但		taŋ21
難	困難	naŋ21
難	難民	naŋ21
闌		laŋ21
巒		liŋ21
蘭		laŋ21
瀾		laŋ21
攔		laŋ21
欄		laŋ21
欄	口語變調：豬欄（豬圈）	laŋ45
鑽		ʦiŋ33
餐		ʦʰaŋ45
殘		ʦʰaŋ21
跚		saŋ45
酸		ɬiŋ45
酸		siŋ45
珊		saŋ45
痠		ɬiŋ45
痠		siŋ45
姍		saŋ45
棺		kuŋ45
奸		kaŋ45
肝		kɔŋ45
竿		kɔŋ45
觀	參觀	kuŋ45
觀	道觀	kuŋ33
冠	衣冠	kuŋ45
冠	冠軍	kuŋ33
官		kuŋ45
貫		kuŋ33
倌		kuŋ45
乾	乾燥	kɔŋ45
乾	乾坤	kʰiŋ21
干		kɔŋ45
刊		hɔŋ13
寬		fuŋ45
看	看守	hɔŋ45
看	看待	hɔŋ33
歡		fuŋ45
鼾		hɔŋ21
汗	流汗	hɔŋ21
汗	可汗	hɔŋ21
桓		ʋuŋ21
桓		wuŋ21
翰		hɔŋ33
翰		hɔŋ21
院		jiŋ21
寒		hɔŋ21
完		jiŋ21
韓		hɔŋ21
丸		jiŋ21
安		ɔŋ45
般	一般	puŋ45
蹣		pʰuŋ21
盤		pʰuŋ21
饅		maŋ21
蔓	藤蔓	maŋ21
蔓	蔓菁	maŋ21
鰻		maŋ21
瞞		muŋ21
曼		maŋ21
拌		puŋ21
潘		pʰuŋ45
斷	恩斷義絕；斷斷續續	tʰiŋ13
斷	［白］；判斷	tiŋ21
短		tiŋ13
坦		tʰaŋ13
瘓		ʋuŋ21
瘓		wuŋ21
誕		taŋ33
袒		tʰaŋ13
緞		tiŋ21
暖		niŋ13
懶		laŋ13
卵	卵子	liŋ13
卵	卵脬『陰囊之意』	lɐm45
散	散文	ɬaŋ13
散	散文	saŋ13
散	散步	ɬaŋ33
散	散步	saŋ33
算		ɬiŋ33
算		siŋ33
傘		saŋ33
傘		saŋ13
管		kuŋ13
稈		kɔŋ13
侃		hɔŋ13
款		fuŋ13
棵	訓讀	pʰɔ45
浣		ʋuŋ13
浣		wuŋ13
旱		hɔŋ13
緩		ʋuŋ21
緩		wuŋ21
粄		paŋ13
伴		puŋ21
滿		muŋ13
旦	元旦	taŋ33
旦	花旦	taŋ33
鍛		tiŋ21
歎		tʰaŋ33
炭		tʰaŋ33
憚		taŋ21
段		tiŋ21
亂		liŋ21
爛		laŋ21
讚		ʦaŋ33
贊		ʦaŋ33
璨		ʦʰaŋ33
燦		ʦʰaŋ33
竄		ʦʰiŋ33
蒜		ɬiŋ33
蒜		siŋ33
鸛		kuŋ33
杆		kɔŋ45
罐		kuŋ33
館		kuŋ13
灌		kuŋ33
幹		kɔŋ33
岸		ŋɔŋ21
玩	玩弄	ʋaŋ13
玩	去玩	ʋaŋ13
奐		ʋuŋ21
奐		wuŋ21
喚		ʋuŋ21
喚		wuŋ21
漢		hɔŋ33
煥		ʋuŋ21
煥		wuŋ21
換		ʋuŋ21
換		wuŋ21
悍		hɔŋ13
瀚		hɔŋ21
瀚		hɔŋ33
案		ɔŋ33
按		ɔŋ33
腕		ʋuŋ13
腕		wuŋ13
惋		ʋuŋ13
惋		wuŋ13
晏		aŋ33
半		puŋ33
絆		puŋ21
叛		puŋ21
畔		puŋ33
漫		maŋ21
幔		maŋ21
判		pʰuŋ33
胖	肥胖	puŋ21
胖	心廣體胖	pʰuŋ21
達		tak2
奪		tik2
脫		tʰik3
捺		nak2
撮		ʦʰik3
薩		ɬak3
薩		sak3
聒		kʰuk3
割		kɔk3
活		ʋuk2
活		wuk2
括		kʰuk3
葛		kɔk3
闊		fuk3
渴		hɔk3
豁		kʰuk3
褐		hɔk3
遏		ak3
撥		puk3
跋		pɐk2
末		muk2
抹	塗抹；抹茶	muk2
抹	抹檯；抹布	mak3
源		jiŋ21
元		jiŋ21
阮		jiŋ13
原		jiŋ21
言		jiŋ21
掀		hiŋ45
軒		hiŋ45
喧		hiŋ45
喧		siŋ45
暄		hiŋ45
暄		siŋ45
鴛		jiŋ45
焉	焉知非福	jiŋ45
焉	心不在焉	jiŋ45
冤		jiŋ45
怨		jiŋ33
宛	宛然	jiŋ13
宛	大宛	jiŋ45
蜿		jiŋ13
園		jiŋ21
援		ʋuŋ21
援		wuŋ21
轅		jiŋ21
猿		jiŋ21
袁		jiŋ21
垣		ʋuŋ21
垣		wuŋ21
藩		faŋ45
藩		faŋ21
樊		faŋ21
繁		faŋ21
蟠		pʰuŋ21
番		faŋ45
蕃	蕃盛	faŋ21
蕃	吐蕃	faŋ45
煩		faŋ21
反		faŋ13
翻		faŋ45
堰		jiŋ33
苑		jiŋ13
鼴		jiŋ13
婉		jiŋ13
婉		ʋuŋ13
遠	遠方	jiŋ13
阪		paŋ13
返		faŋ13
飯		faŋ21
挽	挽救	ʋaŋ13
挽	冇得挽「沒有挽救的餘地」	maŋ45
輓		ʋaŋ13
晚		maŋ13
圈	圓圈	hiŋ45
建		kiŋ33
券		kiŋ33
勸		hiŋ33
願		jiŋ21
憲		hiŋ33
販		faŋ33
萬		maŋ21
健		kiŋ21
健		kiŋ33
撅		kʰik3
蕨		kʰik3
闕		kʰik3
月		ȵik2
歇		hik3
粵		jik2
曰		jik2
曰		jiøk3
越		jik2
髮		fak3
發		fak3
罰		fak2
罰		fɐk2
拔		pak2
拔		pɐk2
筏		fak2
伐		fak2
襪		mɐk2
竭		kʰik3
訕		saŋ33
刪		saŋ45
關		kʷaŋ45
姦		kaŋ45
頑		ʋaŋ21
顏		ŋaŋ21
環		ʋaŋ21
寰		ʋaŋ21
鬟		ʋaŋ21
還		ʋaŋ21
灣		ʋaŋ45
彎		ʋaŋ45
斑		paŋ45
班		paŋ45
蠻		maŋ21
攀		pʰaŋ45
撰		ʦaŋ21
板		paŋ13
版		paŋ13
柵	木柵；柵欄	ʦʰak3
柵	柵極；光柵	saŋ45
慣		kʷaŋ33
澗		kaŋ33
諫		kaŋ13
串		ʦʰiŋ33
雁		ŋaŋ21
患		ʋaŋ21
慢		maŋ21
刷		ʦʰak3
刮		kʷak3
瞎		hɐk2
舌		sik2
帕		pʰak3
斕		laŋ21
潺		saŋ21
山		saŋ45
閒		haŋ21
艱		kaŋ45
湲		ʋuŋ21
湲		wuŋ21
盞		ʦaŋ13
鏟		ʦʰaŋ13
棧		ʦaŋ13
產		ʦʰaŋ13
揀		kaŋ13
簡		kaŋ13
眼		ŋaŋ13
限		hɐŋ21
限		haŋ21
綻		ʦaŋ21
幻		ʋaŋ21
瓣		paŋ21
辦		paŋ21
盼		pʰaŋ33
札		ʦak3
紮		ʦak3
扎		ʦak3
察		ʦʰak3
煞		sak3
嘎		kak3
楔		sik3
頡		kʰik3
黠		hɐk2
猾		ʋak2
揠		ak3
軋		ʦak3
捌		pak3
八		pak3
連		liŋ21
令		lɪŋ21
漣		liŋ21
煎		ʦiŋ45
遷		ʦʰiŋ45
詮		ʦʰiŋ21
拴		saŋ45
拴		ʦʰiŋ21
銓		ʦʰiŋ21
痊		ʦʰiŋ21
全		ʦʰiŋ21
錢		ʦʰiŋ21
泉		ʦʰiŋ21
鮮	鮮美	ɬiŋ45
鮮	鮮美	siŋ45
鮮	鮮有	ɬiŋ13
鮮	鮮有	siŋ13
仙		ɬiŋ45
仙		siŋ45
宣		ɬiŋ45
宣		siŋ45
旋		siŋ21
專		ʦiŋ45
氈		ʦiŋ45
川		ʦʰiŋ45
穿		ʦʰiŋ45
蟬		sim21
禪	禪師	sim21
扇		siŋ33
煽		siŋ33
船		siŋ21
燃		jiŋ21
然		jiŋ21
嬛	嫏嬛	ʋaŋ21
娟		kiŋ45
筵		jiŋ21
鳶		jiŋ45
蜒		jiŋ21
捐		kiŋ45
鉛		jiŋ21
緣		jiŋ21
沿		jiŋ21
延		jiŋ21
鞭		piŋ45
便	便利；文讀：便利	piŋ21
便	大腹便便；白讀：便宜	pʰiɐŋ21
平	文讀	pʰɪŋ21
平	白讀	pʰiɐŋ21
棉		miŋ21
綿		miŋ21
翩		pʰiŋ45
篇		pʰiŋ45
偏		pʰiŋ45
扁	扁平；文讀	piŋ13
扁	白讀	piɐŋ13
扁	一葉扁舟	pʰiŋ45
剪		ʦiŋ13
翦		ʦiŋ13
踐	實踐	ʦiŋ13
踐	踐踏	ʦiŋ21
雋	同「俊」字	ʦɐŋ33
雋	雋永	siŋ13
餞		ʦiŋ21
選		ɬiŋ13
選		siŋ13
蘚		ɬiŋ13
蘚		siŋ13
舛		ʦʰiŋ13
喘		ʦʰiŋ13
善		siŋ21
軟		ȵiŋ13
遣		hiŋ13
衍		jiŋ13
演		jiŋ13
緬		miŋ13
戀		liŋ13
箭		ʦiŋ33
賤		ʦiŋ21
渲		ɬiŋ33
渲		siŋ33
線		ɬiŋ33
線		siŋ33
顫		ʦiŋ33
顫		ʦʰaŋ33
戰		ʦiŋ33
擅		siŋ21
繕		siŋ21
絹		kiŋ45
譴		hiŋ13
面		miŋ21
劣		lik2
冽		lik2
烈		lik2
裂		lik2
絕		ʦik2
雪		ɬik3
雪		sik3
薛		ɬik3
薛		sik3
浙		ʦik3
拙		ʦik3
設		ʦʰik3
熱		ȵik2
悅		jik2
閱		jik2
滅		mik2
鏈		liŋ21
傳	傳播	ʦʰiŋ21
傳	自傳	ʦiŋ21
纏		ʦʰiŋ21
栓		ʦʰiŋ21
騫		hiŋ45
嫣		jiŋ45
圓		jiŋ21
捲		kiŋ13
虔		kʰiŋ21
蜷		kʰiŋ21
鍵		kiŋ33
權		kʰiŋ21
卷	試卷	kiŋ13
卷	卷曲	kiŋ13
拳		kʰiŋ21
展		ʦiŋ13
輾	輾轉	ʦiŋ13
轉	轉變	ʦiŋ13
轉	自轉；車輪飛轉	ʦiŋ33
辨		piŋ21
辯		piŋ21
冕		miŋ13
免		miŋ13
勉		miŋ13
件		kiŋ21
碾		ʦiŋ13
眷		kiŋ33
這		ʦɛ13
諺		jiŋ21
彥		jiŋ21
變		piŋ33
汴		piŋ21
倦		kiŋ21
吶		nap2
哲		ʦik3
轍		ʦʰik3
撤		ʦʰik3
徹		ʦʰik3
澈		ʦʰik3
別		pik2
杰		kik2
傑		kik2
癲		tiŋ45
巔		tiŋ45
顛		tiŋ45
天		tʰiŋ45
闐		tʰiŋ21
田		tʰiŋ21
佃	佃作	tʰiŋ21
佃	佃農	tiŋ21
年		niŋ21
零	文讀	lɪŋ21
零	白讀	liɐŋ21
蓮		liŋ21
憐		liŋ21
淺		ʦʰiŋ13
箋		ʦiŋ45
濺	飛濺	ʦiŋ33
仟		ʦʰiŋ45
阡		ʦʰiŋ45
千		ʦʰiŋ45
前		ʦʰiŋ21
先		ɬiŋ45
先		siŋ45
肩		kiŋ45
堅		kiŋ45
涓		kiŋ45
鵑		kiŋ45
縴		hiŋ45
牽		hiŋ45
妍		jiŋ21
研		jiŋ21
眩		jiŋ21
縣		jiŋ21
縣	習讀音	jiŋ13
絃		jiŋ21
懸		jiŋ21
賢		jiŋ21
弦		jiŋ21
玄		jiŋ21
燕	燕子	jiŋ33
燕	燕國	jiŋ45
淵		jiŋ45
咽	咽喉	jiŋ45
咽	狼吞虎咽	jiŋ33
咽	哽咽	jik3
煙		jiŋ45
邊		piŋ45
蝙		piŋ45
編		pʰiŋ45
胼		pʰɪŋ21
眠		miŋ21
典		tiŋ13
腆		tʰiŋ13
靦	靦顏事仇	miŋ13
繭		kaŋ13
犬		hiŋ13
顯		hiŋ13
宴		jiŋ33
匾	文讀	piŋ13
匾	白讀	piɐŋ13
辮		piŋ45
唸	呻吟	nim21
唸	吟誦	nim21
奠		tiŋ21
電		tiŋ21
殿		tiŋ21
甸		tiŋ21
澱		tiŋ21
練		liŋ21
鍊		liŋ21
薦		ʦiŋ33
倩		siŋ21
荐		ʦiŋ33
見	看見	kiŋ33
見	發見	jiŋ21
硯		jiŋ21
絢		hiŋ33
炫		jiŋ21
現		jiŋ21
嚥		jiŋ33
遍		pʰiŋ33
麵		miŋ21
片		pʰiŋ33
鐵		tʰik3
跌		tik3
迭		tik2
捏		nip2
捏	訓讀	nɐk5
節		ʦik3
癤		ʦik3
竊		ʦʰik3
沏		ʦʰɐi33
截		ʦik2
訣		kʰik3
桔	桔梗	kɐk5
桔	桔柣	kɐk5
結		kik3
鍥		kʰik3
抉		kʰik3
潔		kik3
缺		kʰik3
決		kʰik3
血		hik3
頁		jip2
穴		jik2
癟	文讀	pik2
癟	白讀	piɐk2
癟	白讀	piak2
篾		mik2
蔑		mik2
瞥		pʰik3
刀		tou45
滔		tʰou45
絛		tʰou45
叨	叨擾	tou45
叨	嘮叨	tou45
綢		ʦʰɐu21
掏		tʰou21
逃		tʰou21
桃		tʰou21
啕		tʰou21
濤		tʰou21
萄		tʰou21
撈	撈亂	lou45
撈	打撈	lau45
牢		lou21
勞	勤勞	lou21
勞	慰勞	lou21
糟		ʦou45
槽		ʦʰou21
遭		ʦou45
操	早操	ʦʰou45
操	操行	ʦʰou45
嘈		ʦʰou21
曹		ʦʰou21
搔		ɬou45
搔		sou45
騷		ɬou45
騷		sou45
膏		kou45
高		kou45
羔		kou45
篙		kou45
咎		kɐu33
熬		ŋou21
翱		ŋou21
遨		ŋou21
敖		ŋou21
螯		ŋou21
撓	不屈不撓	nau21
撓	白讀：撓癢	ȵau45
蒿		ou45
號	哀號	hou21
號	號碼	hou21
豪		hou21
毫		hou21
褒		pou45
袍		pʰou21
毛		mou21
髦		mou45
髦		mou21
擣		tou13
島		tou13
倒		tou13
倒		tou33
倒	訓讀：打翻液體/倒出液體	tʰiau13
倒	訓讀：打翻液體/倒出液體	tʰiɐu13
禱		tou13
套		tʰou33
討		tʰou13
道		tou21
稻		tou21
腦		nou13
惱		nou13
潦	流潦	liu21
潦	潦倒	liu21
老		lou13
棗		ʦou13
藻		ʦou13
蚤		ʦou13
早		ʦou13
澡		ʦou13
草		ʦʰou13
造	製造	ʦou21
造	新造	ʦou21
造	造訪	ʦou21
掃		ɬou33
掃		sou33
燥		ʦʰou33
嫂		ɬou13
嫂		sou13
考		hau13
好	友好	hou13
好	好客	hou33
浩		hou21
襖		ou33
懊		ou33
寶		pou13
堡		pou13
保		pou13
葆		pou13
褓		pou13
抱		pʰou13
到		tou33
悼		tou21
蹈		tou21
導		tou21
盜		tou21
躁		ʦʰou33
糙		ʦʰou33
噪		ʦʰou33
