字	注释	音
癬		ɬiŋ13
癬		siŋ13
褻		ɬik3
褻		sik3
涎		jiŋ21
蜇		ʦik3
膻		saŋ45
膳		siŋ21
孑		kʰik3
掮		kʰiŋ21
犍		kiŋ45
孽		nip2
蔫		jiŋ45
蔫		niŋ45
拽		jɐi21
腱		kiŋ33
蠍		kʰik3
謁		jik3
攆		niŋ13
楝		liŋ21
鈸		puk2
掇		ʦik3
椴		tiŋ21
捋		lik2
纂		ʦiŋ13
攢		ʦaŋ13
攢		ʦɐŋ13
汆		ʦʰiŋ45
紈		jiŋ21
皖		ʋuŋ13
皖		wuŋ13
豌		ʋuŋ13
豌		wuŋ13
剜		ʋuŋ13
剜		wuŋ13
鰥		kʷaŋ45
斡		ʋɐk5
篡		saŋ33
篡	習讀音	ʦʰiŋ33
閂		saŋ45
涮		saŋ33
宦		ʋaŋ21
鏇		ɬiŋ21
鏇		siŋ21
椽		ʦʰiŋ21
膞		pɔk3
鬈		kʰiŋ21
顴		kʰiŋ21
兗		jiŋ13
礬		faŋ21
厥		kʰik3
孓		kʰik3
楦		hiŋ33
噦		ʋɐi33
噦		jik2
殯		pɐŋ45
弼		pɐk2
泯		mɐŋ13
抿		mɐŋ13
燐		lɐŋ21
昵		nɪk2
昵		nɪk2
侄		ʦɐk2
榛		ʦɐŋ45
臻		ʦɐŋ45
娠	妊娠	sɐŋ21
娠	妊娠	sɐŋ45
詰		kʰik3
洇		jɐŋ45
訖		ŋɐk2
錛		pɐŋ45
逩		pɐŋ45
𡋯		puk2
餑		puk2
扽		tɐŋ33
飩		tʰɐŋ45
囤		tʰiŋ21
猝		ʦʰʊk5
餛		ʋɐŋ21
瘟		ʋɐŋ45
荀		ɬɐŋ21
荀		sɐŋ21
榫		sɐŋ13
浚		ʦɐŋ33
濬		ʦɐŋ33
椿		ʦʰɐŋ45
絀		ʦik3
唇		sɐŋ21
秫		sɐk2
蒓		sɐŋ21
豶		fɐŋ21
璺		mɐŋ21
熏		fɐŋ45
熏	語保赤坎老男音	ʋɐŋ45
勳		fɐŋ45
葷		fɐŋ45
謗		pɔŋ13
鐸		tɔk2
曩		nɔŋ13
臧		ʦɔŋ45
柞		ʦɔk2
搡		ɬɔŋ13
搡		sɔŋ13
杠		kɔŋ33
糠		hɔŋ45
鄂		ŋɔk2
牀		ʦʰɔŋ21
孀		siøŋ45
瘴		ʦiøŋ33
焯		ʦʰiøk3
餉		hiøŋ13
芍		ʦiøk3
瓤		nɔŋ21
礓		kiøŋ45
鉻		kɔk3
恙		jiøŋ21
桄		kɔŋ45
藿		fɔk3
劐		ʋɔk2
蝗		ʋɔŋ21
鑊		ʋɔk2
倣		fɔŋ13
輞		mɔŋ13
钁		kʰik3
匡		kʰʷaŋ45
肨		pʰɔŋ33
朴	姓氏	pʰiu21
攮		nɔŋ13
涿		tiøk3
豇		kɔŋ45
耩		kɔŋ13
搉		kʰɔk3
夯		hɐŋ45
鐙		tɐŋ45
謄		tʰɐŋ21
蹭		ʦʰɐŋ33
鯽		ʦɪk5
鯽		ʦɐk5
稷		ʦɪk5
稙		ʦɪk2
飭		ʦʰɪk5
弋		jɪk2
虻		mɔŋ21
牚	腳牚：單車的停靠支撐物	ʦʰaŋ33
㿭	爆㿭	ʦʰak3
粳		kɐŋ45
浜		pɔŋ45
擘		mak3
檗	木名。即黃檁。也稱“黃柏”	pʰak3
覈		hɐk2
戟		kɪk5
屐		kʰiak2
屐		kʰiɐk2
旌		ʦɪŋ45
纓		jɪŋ45
姘		pʰɪŋ45
靪		tɪŋ45
疔		tɪŋ45
嫡		tɪk2
嫡		tɪk2
錠		tɪŋ21
糴		tɪk2
佞		nɪŋ21
磬		hɪŋ33
揈	甩，搖晃，同「捹」	fɪŋ21
揈	同「轟」，驅趕	hʊŋ45
檾		kʰɪŋ13
塋		jɪŋ21
滎		jɪŋ21
蠓		mʊŋ13
熥		tʰʊŋ45
捅		tʰʊŋ13
瞳		tʰʊŋ21
牘		tʊk2
椶		ʦʊŋ45
糉		ʦʊŋ33
汞		kʊŋ33
汞		kʊŋ13
鬨	起鬨	hʊŋ33
儂		nʊŋ21
戮		lʊk2
衆		ʦʊŋ33
戎		jʊŋ21
盅		ʦʊŋ45
冗		jʊŋ13
鋦		kʊk2
癰		jʊŋ45
甬		jʊŋ13
茬		ʦʰa21
鼬		jɐu21
撣		taŋ21
焊		hɔŋ33
焊		hɔŋ21
捻		nim13
鉢		puk3
黢		ʦʰɐk5
繮		kiøŋ45
喫		hiɐk3
喫		hiak3
璦		ɔi33
曖		ɔi13
氨		ɔŋ45
胺		ɔŋ45
坂		paŋ13
舨		paŋ13
鎊		pɔŋ21
鴇		pou13
陂		pei45
鋇		pui33
唄		pui33
泵		pʊŋ45
匕		pei33
畀		pei13
愎		fʊk5
髀		pei13
鏢		piu45
婊		piu13
裱		piu13
邠		pɐŋ45
斌		pɐŋ45
鉑		pʰak3
舶		pɔk2
舶		pʰak3
逋		pou45
娼		ʦʰiøŋ45
鯧		ʦʰiøŋ45
搐		ʦʰʊk5
黜		ʦʰɐk5
捶		ʦʰui21
齪		ʦʰʊk5
啐		ʦʰui33
啐		ʦʰui33
啐		ʦʰui33
耷		tap3
傣		tai13
傣		tʰai33
鄲		taŋ45
氮		tam21
詆		tɐi13
娣		tɐi21
娣		tɐi21
睇		tʰɐi13
碲		tɐi33
鯛		tiu45
屌	文讀	tiu13
屌	白讀	tiɐu45
屌	白讀	tiau45
酊		tɪŋ45
腚		tɪŋ21
侗	倥侗	tʊŋ21
侗		tʊŋ21
侗	侗族	tʊŋ21
屙		ɔ45
諤		ŋɔk2
齶		ŋɔk2
魴		fɔŋ21
舫		fɔŋ13
緋		fei45
霏		fei45
誹		fei13
狒		fɐk5
雰		fɐŋ45
孚		fu45
氟		fɐk5
鈣		kʰɔi33
贛	賜予	kʊŋ33
贛	江西省的簡稱	kʊŋ33
罡		kɔŋ45
鎬		kou13
艮		kɐŋ33
詬		kɐu33
轂		kʊk5
汩	水流的樣子；亂；沉默；汩沒；汩流	kʷɐk5
汩	疾速貌；疾速的	ʋɐk2
莞	東莞	kuŋ13
莞	莞爾	ʋuŋ13
莞	莞爾	wuŋ13
皈		kʷɐi45
珪		kʷɐi45
硅		kʷɐi45
袞		kʷɐŋ13
摑		kʷak3
捍		hɔŋ13
捍		hɔŋ33
頷		hɐm21
濠		hou21
昊		hou21
訶		hɔ45
龢		ʋɔ21
訇		hʊŋ45
鵠		hʊk2
猢		fu21
鶘		fu21
醐		fu21
祜		fu21
圜	環繞	ʋaŋ21
圜	天體；圓、圓形	jiŋ21
豢		ʋaŋ21
遑		ʋɔŋ21
璜		ʋɔŋ21
蟥		ʋɔŋ21
琿		ʋɐŋ21
蛔		ʋui21
蛔		wui21
諢		ʋɐŋ21
嵇		kʰɐi45
覬		kei33
偈		kɐi13
笳		ka45
瘕		ha45
絳		kɔŋ33
姣	姣好	kau13
姣	發姣	hau21
桀		kik2
碣		kʰik3
矜		kɪŋ45
饉		kɐŋ13
覲		kɐŋ13
儆		kɪŋ13
儆		kɪŋ13
裾		kui45
苣		kui21
颶		kui21
譎		kʰik3
鎧		hɔi13
磡		hɐm33
錕		kʰʷɐŋ45
鯤		kʰʷɐŋ45
邋		lak2
剌		lak2
瘌		lak3
瀨		lai21
嶗		lou21
佬		lou13
姥	天姥	lou13
姥	姥姥	lou13
羸		lui21
磊		lui13
棱		lɪŋ21
喱		lei45
蠡		lɐi13
鋰		lei13
醴		lɐi13
鰱		liŋ21
踉		liøŋ21
獠		liu21
鐐		liu21
鬣		lik2
粼		lɐŋ21
嶙		lɐŋ21
廩		lɐm13
躪		lɐŋ21
綾		lɪŋ21
鯪		lɪŋ21
遛		lɐu21
遛		liu45
瘻		lɐu21
壚		lou21
瀘		lou21
轆		lʊk5
璐		lou21
攣		liŋ45
侖		lɐŋ21
嫲		ma21
獁		ma13
蟎		muŋ13
謾		maŋ21
氓		mɔŋ21
氓		mɐŋ21
昴		mau13
袤		mɐu21
瑁	珪瑁	mou21
瑁	玳瑁	mou21
嵋		mei21
湄		mei21
酶		mui21
鎂		mei13
眯		nei45
醚		mɐi21
弭		mei21
汨		mɪk2
冪		mɪk2
沔		miŋ13
緲		miu13
邈		miu13
暝		mɪŋ21
瞑		mɪŋ21
歿		muk2
苜		mʊk2
衲		nap2
涅		nip2
齧		ŋak2
恁		jɐm21
恁		nɐm13
磐		pʰuŋ21
庖		pʰau21
抨		pʰɪŋ21
怦		pʰɐŋ45
貔		pʰei21
癖		pʰɪk5
癖		pʰɪk5
縹		pʰiu45
顰		pʰɐŋ21
叵		pʰɔ13
莆		pʰou21
溥		pʰou13
蹊		kʰɐi45
蠐		ʦʰɐi21
麒		kʰei21
磧		ʦɪk5
愆		hiŋ45
黔		kʰim21
黔		kʰim21
茜		ɬɐi45
茜		sɐi45
撬	文讀	kiu21
撬	白讀	kiau21
撬	白讀	kiɐu21
煢		kʰɪŋ21
酋		jɐu21
遒		ʦʰɐu21
裘		kʰɐu21
髯		ȵim21
髯		jim21
苒		ȵim13
苒		jim13
軔		ȵɐŋ21
軔		jɐŋ21
衽		ȵɐm21
衽		jɐm21
糅		jɐu21
蹂		jɐu21
蹂		jɐu21
蹂		jɐu21
縟		ȵʊk2
縟		jʊk2
睿		jui21
叄		ɬam45
叄		sam45
汕		saŋ33
汕		saŋ33
莘		sɐŋ45
蜃		sɐŋ21
蜃		sɐŋ21
弒		si33
藪		ɬɐu13
藪		sɐu13
愫		ɬou33
愫		sou33
燧		sui21
遢		tʰap3
覃	覃思	ʦʰɐm21
覃	覃姓；地名：覃巴鎮	tʰam21
滕		tʰɐŋ21
醍		tʰɐi21
倜		tʰɪk5
佟		tʰʊŋ21
骰		tʰɐu21
骰		sɪk45
雯		mɐŋ21
齷		ɐk5
鄔		ʋu45
鄔		wu45
銑		ɬiŋ13
銑		siŋ13
屣		sai13
屣		sai13
罅	文讀	la33
罅	白讀	lɛ33
冼		ɬiŋ13
冼		siŋ13
霰		ɬiŋ33
霰		siŋ33
筱		ɬiu13
筱		siu13
鑫		hɐm45
邢		jɪŋ21
詡		hui13
酗	習讀音，有邊讀邊	hʊŋ45
萱		siŋ45
璇		ɬiŋ21
璇		siŋ21
潯		ʦʰɐm21
胭		jiŋ45
湮		jiŋ45
湮		jiŋ45
饜		jim33
泱		jiøŋ45
鞅		jiøŋ45
爻		ŋau21
彝		ji21
弈		jɪk2
熠		jɐp5
熠		jɐp5
翳		ɐi33
翳		ɐi33
臆		jɪk5
氤		jɐŋ45
膺		jɪŋ45
熒		jɪŋ21
瀅		jɪŋ21
瀛		jɪŋ21
邕		jʊŋ45
壅	文讀	jʊŋ45
壅	白讀：埋	ʊŋ45
踊		jʊŋ13
囿		jɐu21
瘀		ji45
禺		ji21
竽		ji45
圄		ji13
齬		ji13
彧		jʊk5
煜		jʊk5
毓		jʊk5
螈		jiŋ21
氳		ʋɐŋ45
殞		ʋɐŋ13
慍		ʋɐŋ33
甾	後作「淄」。在今山東省境內	ʦi45
甾	同“災”; 災害	ʦɔi45
崽		ʦɐi13
崽		ʦɐi13
仄		ʦɐk5
翟	翟羽；中國古代北方的民族。同「狄 」	tɪk2
翟	翟姓	ʦak2
釗		ʦʰiu45
謫		ʦak2
赭		ʦɛ13
砧		ʦɐm45
躑		ʦak2
芷		ʦi13
蛭		ʦi33
蛭		ʦi33
蛭		ʦi33
銖		ʦi45
炷		ʦi33
孳		ʦi45
秭		ʦi13
眥		ʦi21
眥		ʦi21
詛		ʦui13
樽		ʦiŋ45
嬋		sim21
劖		ʦʰam21
筊	杯筊：迷信占卜用具	kau33
㒼	亞㒼：勉強；差強人意	maŋ21
硇		nau21
𨂵	踩	ʦʰɐp2
淼		miu13
湴		paŋ21
𫄺		ʦʰɪŋ21
鈪	手鐲	ak3
餸		ɬʊŋ33
餸		sʊŋ33
䣺		kiŋ45
鲠	噎	kʰɐŋ13
厾	捅、戳	tʊk5
芫		jim21
荽		ɬɐi45
荽		sɐi45
嫽		liu21
䊦		ʔiak3
揢	掐，扼	kʰa45
揢	揢門：鎖門	kʰɪk5
迾	量詞，排、列、行	lak2
