汉字	ipa	声母	韵母	声调
祀	ɬi324	ɬ	i	陽上324
四	ɬi5133	ɬ	i	陰去51...33
肆	ɬi5133	ɬ	i	陰去51...33
字	ɬi32	ɬ	i	陽去32
寺	ɬi32	ɬ	i	陽去32
祠	ɬi32	ɬ	i	陽去32
自	ɬi32	ɬ	i	陽去32
支	tʃi54	tʃ	i	陰平54
知	tʃi54	tʃ	i	陰平54
蜘	tʃi54	tʃ	i	陰平54
枝	tʃi54	tʃ	i	陰平54
肢	tʃi54	tʃ	i	陰平54
之	tʃi54	tʃ	i	陰平54
芝	tʃi54	tʃ	i	陰平54
遲	tʃi232	tʃ	i	陽平232
池	tʃi232	tʃ	i	陽平232
馳	tʃi232	tʃ	i	陽平232
紙	tʃi55	tʃ	i	陰上55
只	tʃi55	tʃ	i	陰上55
旨	tʃi55	tʃ	i	陰上55
指	tʃi55	tʃ	i	陰上55
止	tʃi55	tʃ	i	陰上55
址	tʃi55	tʃ	i	陰上55
脂	tʃi55	tʃ	i	陰上55
智	tʃi5133	tʃ	i	陰去51...33
致	tʃi5133	tʃ	i	陰去51...33
至	tʃi5133	tʃ	i	陰去51...33
志	tʃi5133	tʃ	i	陰去51...33
誌	tʃi5133	tʃ	i	陰去51...33
痣	tʃi5133	tʃ	i	陰去51...33
置	tʃi5133	tʃ	i	陰去51...33
治	tʃi32	tʃ	i	陽去32
雌	tʃʰi54	tʃʰ	i	陰平54
白	tʃʰi54	tʃʰ	i	陰平54
始	tʃʰi55	tʃʰ	i	陰上55
失	tʃʰi55	tʃʰ	i	陰上55
恥	tʃʰi55	tʃʰ	i	陰上55
齒	tʃʰi55	tʃʰ	i	陰上55
翅	tʃʰi5133	tʃʰ	i	陰去51...33
兒	ȵi54	ȵ	i	陰平54
會	ȵi54	ȵ	i	陰平54
刀	ȵi54	ȵ	i	陰平54
而	ȵi232	ȵ	i	陽平232
兒	ȵi232	ȵ	i	陽平232
童	ȵi232	ȵ	i	陽平232
宜	ȵi232	ȵ	i	陽平232
疑	ȵi232	ȵ	i	陽平232
耳	ȵi324	ȵ	i	陽上324
議	ȵi324	ȵ	i	陽上324
二	ȵi32	ȵ	i	陽去32
義	ȵi32	ȵ	i	陽去32
詩	ʃi54	ʃ	i	陰平54
師	ʃi54	ʃ	i	陰平54
施	ʃi54	ʃ	i	陰平54
獅	ʃi54	ʃ	i	陰平54
尸	ʃi54	ʃ	i	陰平54
屍	ʃi54	ʃ	i	陰平54
時	ʃi232	ʃ	i	陽平232
匙	ʃi232	ʃ	i	陽平232
屎	ʃi55	ʃ	i	陰上55
史	ʃi55	ʃ	i	陰上55
駛	ʃi55	ʃ	i	陰上55
是	ʃi324	ʃ	i	陽上324
柿	ʃi324	ʃ	i	陽上324
市	ʃi324	ʃ	i	陽上324
試	ʃi5133	ʃ	i	陰去51...33
示	ʃi32	ʃ	i	陽去32
視	ʃi32	ʃ	i	陽去32
士	ʃi32	ʃ	i	陽去32
事	ʃi32	ʃ	i	陽去32
恃	ʃi32	ʃ	i	陽去32
基	ki54	k	i	陰平54
飢	ki54	k	i	陰平54
幾	ki54	k	i	陰平54
機	ki54	k	i	陰平54
譏	ki54	k	i	陰平54
旗	ki232	k	i	陽平232
奇	ki232	k	i	陽平232
騎	ki232	k	i	陽平232
其	ki232	k	i	陽平232
期	ki232	k	i	陽平232
棋	ki232	k	i	陽平232
麒	ki232	k	i	陽平232
紀	ki55	k	i	陰上55
己	ki55	k	i	陰上55
幾	ki55	k	i	陰上55
寄	ki5133	k	i	陰去51...33
記	ki5133	k	i	陰去51...33
既	ki5133	k	i	陰去51...33
妓	ki32	k	i	陽去32
忌	ki32	k	i	陽去32
技	ki32	k	i	陽去32
欺	hi54	h	i	陰平54
犧	hi54	h	i	陰平54
希	hi54	h	i	陰平54
稀	hi54	h	i	陰平54
移	hi232	h	i	陽平232
夷	hi232	h	i	陽平232
姨	hi232	h	i	陽平232
喜	hi55	h	i	陰上55
起	hi55	h	i	陰上55
豈	hi55	h	i	陰上55
已	hi324	h	i	陽上324
以	hi324	h	i	陽上324
戲	hi5133	h	i	陰去51...33
器	hi5133	h	i	陰去51...33
氣	hi5133	h	i	陰去51...33
汽	hi5133	h	i	陰去51...33
棄	hi5133	h	i	陰去51...33
易	hi32	h	i	陽去32
異	hi32	h	i	陽去32
遺	hi32	h	i	陽去32
醫	øi54	ø	i	陰平54
衣	øi54	ø	i	陰平54
依	øi54	ø	i	陰平54
倚	øi55	ø	i	陰上55
椅	øi55	ø	i	陰上55
意	øi5133	ø	i	陰去51...33
蒲	pu232	p	u	陽平232
葡	pu232	p	u	陽平232
脯	pu232	p	u	陽平232
捕	pu232	p	u	陽平232
步	pu32	p	u	陽去32
部	pu32	p	u	陽去32
簿	pu32	p	u	陽去32
鋪	pʰu54	pʰ	u	陰平54
敷	pʰu54	pʰ	u	陰平54
甫	pʰu55	pʰ	u	陰上55
輔	pʰu55	pʰ	u	陰上55
譜	pʰu55	pʰ	u	陰上55
普	pʰu55	pʰ	u	陰上55
鋪	pʰu5133	pʰ	u	陰去51...33
店	pʰu5133	pʰ	u	陰去51...33
模	mu54	m	u	陰平54
無	mu232	m	u	陽平232
武	mu324	m	u	陽上324
母	mu324	m	u	陽上324
舞	mu324	m	u	陽上324
務	mu32	m	u	陽去32
霧	mu32	m	u	陽去32
暮	mu32	m	u	陽去32
慕	mu32	m	u	陽去32
墓	mu32	m	u	陽去32
募	mu32	m	u	陽去32
蘇	fu54	f	u	陰平54
夫	fu54	f	u	陰平54
膚	fu54	f	u	陰平54
孵	fu54	f	u	陰平54
扶	fu232	f	u	陽平232
符	fu232	f	u	陽平232
虎	fu55	f	u	陰上55
苦	fu55	f	u	陰上55
府	fu55	f	u	陰上55
腑	fu55	f	u	陰上55
斧	fu55	f	u	陰上55
父	fu324	f	u	陽上324
婦	fu324	f	u	陽上324
付	fu5133	f	u	陰去51...33
庫	fu5133	f	u	陰去51...33
褲	fu5133	f	u	陰去51...33
富	fu5133	f	u	陰去51...33
素	fu5133	f	u	陰去51...33
訴	fu5133	f	u	陰去51...33
塑	fu5133	f	u	陰去51...33
腐	fu32	f	u	陽去32
傅	fu32	f	u	陽去32
附	fu32	f	u	陽去32
負	fu32	f	u	陽去32
烏	ʋu54	ʋ	u	陰平54
呼	ʋu54	ʋ	u	陰平54
麩	ʋu54	ʋ	u	陰平54
胡	ʋu232	ʋ	u	陽平232
湖	ʋu232	ʋ	u	陽平232
糊	ʋu232	ʋ	u	陽平232
狐	ʋu232	ʋ	u	陽平232
葫	ʋu232	ʋ	u	陽平232
壺	ʋu232	ʋ	u	陽平232
鬍	ʋu232	ʋ	u	陽平232
煳	ʋu232	ʋ	u	陽平232
戶	ʋu324	ʋ	u	陽上324
惡	ʋu5133	ʋ	u	陰去51...33
護	ʋu32	ʋ	u	陽去32
互	ʋu32	ʋ	u	陽去32
租	tu54	t	u	陰平54
徒	tu232	t	u	陽平232
途	tu232	t	u	陽平232
塗	tu232	t	u	陽平232
圖	tu232	t	u	陽平232
屠	tu232	t	u	陽平232
祖	tu55	t	u	陰上55
組	tu55	t	u	陰上55
肚	tu324	t	u	陽上324
做	tu5133	t	u	陰去51...33
杜	tu32	t	u	陽去32
度	tu32	t	u	陽去32
鍍	tu32	t	u	陽去32
渡	tu32	t	u	陽去32
粗	tʰu54	tʰ	u	陰平54
土	tʰu55	tʰ	u	陰上55
醋	tʰu5133	tʰ	u	陰去51...33
吐	tʰu5133	tʰ	u	陰去51...33
兔	tʰu5133	tʰ	u	陰去51...33
都	ɗu54	ɗ	u	陰平54
賭	ɗu55	ɗ	u	陰上55
堵	ɗu5133	ɗ	u	陰去51...33
奴	nu232	n	u	陽平232
努	nu324	n	u	陽上324
怒	nu32	n	u	陽去32
驢	lu232	l	u	陽平232
盧	lu232	l	u	陽平232
爐	lu232	l	u	陽平232
蘆	lu232	l	u	陽平232
魯	lu324	l	u	陽上324
櫓	lu324	l	u	陽上324
滷	lu324	l	u	陽上324
路	lu32	l	u	陽去32
露	lu32	l	u	陽去32
酥	ɬu54	ɬ	u	陰平54
蘇	ɬu54	ɬ	u	陰平54
枯	ku54	k	u	陰平54
姑	ku54	k	u	陰平54
辜	ku54	k	u	陰平54
孤	ku54	k	u	陰平54
估	ku54	k	u	陰平54
古	ku55	k	u	陰上55
股	ku55	k	u	陰上55
鼔	ku55	k	u	陰上55
賈	ku55	k	u	陰上55
故	ku5133	k	u	陰去51...33
固	ku5133	k	u	陰去51...33
雇	ku5133	k	u	陰去51...33
顧	ku5133	k	u	陰去51...33
蛆	tʰy54	tʰ	y	陰平54
取	tʰy55	tʰ	y	陰上55
趣	tʰy5133	tʰ	y	陰去51...33
女	ny324	n	y	陽上324
呂	ly324	l	y	陽上324
裏	ly324	l	y	陽上324
旅	ly324	l	y	陽上324
慮	ly32	l	y	陽去32
濾	ly32	l	y	陽去32
須	ɬy54	ɬ	y	陰平54
鬚	ɬy54	ɬ	y	陰平54
需	ɬy54	ɬ	y	陰平54
徐	ɬy232	ɬ	y	陽平232
娶	ɬy324	ɬ	y	陽上324
序	ɬy324	ɬ	y	陽上324
敘	ɬy324	ɬ	y	陽上324
緒	ɬy324	ɬ	y	陽上324
聚	ɬy324	ɬ	y	陽上324
賜	ɬy5133	ɬ	y	陰去51...33
絮	ɬy5133	ɬ	y	陰去51...33
嗉	ɬy5133	ɬ	y	陰去51...33
豬	tʃy54	tʃ	y	陰平54
諸	tʃy54	tʃ	y	陰平54
蛛	tʃy54	tʃ	y	陰平54
株	tʃy54	tʃ	y	陰平54
朱	tʃy54	tʃ	y	陰平54
珠	tʃy54	tʃ	y	陰平54
除	tʃy232	tʃ	y	陽平232
廚	tʃy232	tʃ	y	陽平232
主	tʃy55	tʃ	y	陰上55
煮	tʃy55	tʃ	y	陰上55
儲	tʃy324	tʃ	y	陽上324
柱	tʃy324	tʃ	y	陽上324
著	tʃy5133	tʃ	y	陰去51...33
駐	tʃy5133	tʃ	y	陰去51...33
註	tʃy5133	tʃ	y	陰去51...33
注	tʃy5133	tʃ	y	陰去51...33
蛀	tʃy5133	tʃ	y	陰去51...33
鑄	tʃy5133	tʃ	y	陰去51...33
住	tʃy32	tʃ	y	陽去32
處	tʃʰy55	tʃʰ	y	陰上55
處	tʃʰy5133	tʃʰ	y	陰去51...33
魚	ȵy232	ȵ	y	陽平232
如	ȵy232	ȵ	y	陽平232
愚	ȵy232	ȵ	y	陽平232
虞	ȵy232	ȵ	y	陽平232
娛	ȵy232	ȵ	y	陽平232
語	ȵy324	ȵ	y	陽上324
遇	ȵy32	ȵ	y	陽去32
寓	ȵy32	ȵ	y	陽去32
書	ʃy54	ʃ	y	陰平54
舒	ʃy54	ʃ	y	陰平54
輸	ʃy54	ʃ	y	陰平54
殊	ʃy232	ʃ	y	陽平232
黍	ʃy55	ʃ	y	陰上55
暑	ʃy55	ʃ	y	陰上55
鼠	ʃy55	ʃ	y	陰上55
數	ʃy55	ʃ	y	陰上55
數	ʃy5133	ʃ	y	陰去51...33
樹	ʃy32	ʃ	y	陽去32
豎	ʃy32	ʃ	y	陽去32
居	ky54	k	y	陰平54
渠	ky232	k	y	陽平232
擧	ky55	k	y	陰上55
巨	ky324	k	y	陽上324
拒	ky324	k	y	陽上324
距	ky324	k	y	陽上324
鋸	ky5133	k	y	陰去51...33
句	ky5133	k	y	陰去51...33
據	ky5133	k	y	陰去51...33
具	ky32	k	y	陽去32
區	kʰy54	kʰ	y	陰平54
驅	kʰy54	kʰ	y	陰平54
拘	kʰy54	kʰ	y	陰平54
駒	kʰy54	kʰ	y	陰平54
虛	hy54	h	y	陰平54
噓	hy54	h	y	陰平54
余	hy232	h	y	陽平232
餘	hy232	h	y	陽平232
許	hy55	h	y	陰上55
與	hy324	h	y	陽上324
雨	hy324	h	y	陽上324
去	hy5133	h	y	陰去51...33
榆	hy32	h	y	陽去32
愉	hy32	h	y	陽去32
譽	hy32	h	y	陽去32
預	hy32	h	y	陽去32
裕	hy32	h	y	陽去32
喻	hy32	h	y	陽去32
于	øy54	ø	y	陰平54
是	øy54	ø	y	陰平54
姓	øy54	ø	y	陰平54
牌	pai232	p	ai	陽平232
排	pai232	p	ai	陽平232
派	pʰai55	pʰ	ai	陰上55
敗	pʰai32	pʰ	ai	陽去32
稗	pʰai32	pʰ	ai	陽去32
擺	ɓai55	ɓ	ai	陰上55
拜	ɓai5133	ɓ	ai	陰去51...33
埋	mai232	m	ai	陽平232
歪	mai55	m	ai	陰上55
買	mai324	m	ai	陽上324
賣	mai32	m	ai	陽去32
懷	ʋai232	ʋ	ai	陽平232
槐	ʋai232	ʋ	ai	陽平232
淮	ʋai232	ʋ	ai	陽平232
塊	ʋai5133	ʋ	ai	陰去51...33
快	ʋai5133	ʋ	ai	陰去51...33
筷	ʋai5133	ʋ	ai	陰去51...33
壞	ʋai32	ʋ	ai	陽去32
大	tai32	t	ai	陽去32
太	tʰai5133	tʰ	ai	陰去51...33
泰	tʰai5133	tʰ	ai	陰去51...33
貸	tʰai5133	tʰ	ai	陰去51...33
態	tʰai5133	tʰ	ai	陰去51...33
歹	ɗai55	ɗ	ai	陰上55
戴	ɗai5133	ɗ	ai	陰去51...33
帶	ɗai5133	ɗ	ai	陰去51...33
乃	nai324	n	ai	陽上324
奶	nai324	n	ai	陽上324
賴	lai32	l	ai	陽去32
塞	ɬai5133	ɬ	ai	陰去51...33
齋	tʃai54	tʃ	ai	陰平54
債	tʃai5133	tʃ	ai	陰去51...33
搓	tʃʰai54	tʃʰ	ai	陰平54
差	tʃʰai54	tʃʰ	ai	陰平54
猜	tʃʰai54	tʃʰ	ai	陰平54
柴	ʃai232	ʃ	ai	陽平232
曬	ʃai5133	ʃ	ai	陰去51...33
皆	kai54	k	ai	陰平54
階	kai54	k	ai	陰平54
街	kai54	k	ai	陰平54
揩	kai54	k	ai	陰平54
解	kai55	k	ai	陰上55
介	kai5133	k	ai	陰去51...33
界	kai5133	k	ai	陰去51...33
芥	kai5133	k	ai	陰去51...33
疥	kai5133	k	ai	陰去51...33
戒	kai5133	k	ai	陰去51...33
捱	ŋai232	ŋ	ai	陽平232
艾	ŋai32	ŋ	ai	陽去32
鞋	hai232	h	ai	陽平232
械	hai324	h	ai	陽上324
蟹	hai324	h	ai	陽上324
乖	kʋai54	kʋ	ai	陰平54
拐	kʋai55	kʋ	ai	陰上55
怪	kʋai5133	kʋ	ai	陰去51...33
挨	øai54	ø	ai	陰平54
矮	øai55	ø	ai	陰上55
敝	pɐi32	p	ɐi	陽去32
幣	pɐi32	p	ɐi	陽去32
弊	pɐi32	p	ɐi	陽去32
斃	pɐi32	p	ɐi	陽去32
批	pʰɐi54	pʰ	ɐi	陰平54
閉	ɓɐi5133	ɓ	ɐi	陰去51...33
米	mɐi54	m	ɐi	陰平54
公	mɐi54	m	ɐi	陰平54
尺	mɐi54	m	ɐi	陰平54
迷	mɐi232	m	ɐi	陽平232
謎	mɐi232	m	ɐi	陽平232
米	mɐi324	m	ɐi	陽上324
威	ʋɐi54	ʋ	ɐi	陰平54
揮	ʋɐi54	ʋ	ɐi	陰平54
輝	ʋɐi54	ʋ	ɐi	陰平54
圍	ʋɐi232	ʋ	ɐi	陽平232
葦	ʋɐi232	ʋ	ɐi	陽平232
爲	ʋɐi232	ʋ	ɐi	陽平232
違	ʋɐi232	ʋ	ɐi	陽平232
維	ʋɐi232	ʋ	ɐi	陽平232
惟	ʋɐi232	ʋ	ɐi	陽平232
毀	ʋɐi55	ʋ	ɐi	陰上55
委	ʋɐi55	ʋ	ɐi	陰上55
胃	ʋɐi324	ʋ	ɐi	陽上324
謂	ʋɐi324	ʋ	ɐi	陽上324
蝟	ʋɐi324	ʋ	ɐi	陽上324
偉	ʋɐi324	ʋ	ɐi	陽上324
諱	ʋɐi324	ʋ	ɐi	陽上324
衛	ʋɐi324	ʋ	ɐi	陽上324
畏	ʋɐi5133	ʋ	ɐi	陰去51...33
餵	ʋɐi5133	ʋ	ɐi	陰去51...33
餧	ʋɐi5133	ʋ	ɐi	陰去51...33
位	ʋɐi32	ʋ	ɐi	陽去32
爲	ʋɐi32	ʋ	ɐi	陽去32
劑	tɐi54	t	ɐi	陰平54
擠	tɐi54	t	ɐi	陰平54
題	tɐi232	t	ɐi	陽平232
提	tɐi232	t	ɐi	陽平232
啼	tɐi232	t	ɐi	陽平232
蹄	tɐi232	t	ɐi	陽平232
堤	tɐi232	t	ɐi	陽平232
弟	tɐi324	t	ɐi	陽上324
祭	tɐi5133	t	ɐi	陰去51...33
際	tɐi5133	t	ɐi	陰去51...33
濟	tɐi5133	t	ɐi	陰去51...33
第	tɐi32	t	ɐi	陽去32
隸	tɐi32	t	ɐi	陽去32
遞	tɐi32	t	ɐi	陽去32
妻	tʰɐi54	tʰ	ɐi	陰平54
凄	tʰɐi54	tʰ	ɐi	陰平54
梯	tʰɐi54	tʰ	ɐi	陰平54
體	tʰɐi55	tʰ	ɐi	陰上55
替	tʰɐi5133	tʰ	ɐi	陰去51...33
涕	tʰɐi5133	tʰ	ɐi	陰去51...33
剃	tʰɐi5133	tʰ	ɐi	陰去51...33
低	ɗɐi54	ɗ	ɐi	陰平54
底	ɗɐi55	ɗ	ɐi	陰上55
抵	ɗɐi55	ɗ	ɐi	陰上55
牴	ɗɐi55	ɗ	ɐi	陰上55
帝	ɗɐi5133	ɗ	ɐi	陰去51...33
泥	nɐi232	n	ɐi	陽平232
犁	lɐi232	l	ɐi	陽平232
黎	lɐi232	l	ɐi	陽平232
