#a
pa1　巴芭疤
sɵ1　施屍诗
sɵ2　时
sɵ3　屎始
sɵ5　世势誓逝是示视市试饲
sɵ0　匙{锁~}
ɵ2　儿而
ɵ3　尔耳
ɵ5　二贰

#uɵ
uɵ1　□{腻：肥肉好~人家}

#ɿ
tsɿ1　资姿咨兹滋□{撕(纸)}
tsɿ3　紫姊{~妹}子梓籽
tsʰɿ2　瓷飺慈辞词
tsʰɿ3　此
tsʰɿ5　刺次自字柿
sɿ1　筛私师狮司丝思
sɿ2　祠{~堂}
sɿ3　死使史驶
sɿ5　四肆似祀巳寺饲士仕

#i
pi1　蓖{~毛籽俚}碑悲椑{~俚：柿子}
pi3　比
pi5　闭秘泌痹疿
pi0　箅{甑~}
pʰi1　批披被
pʰi2　皮脾琵枇
pʰi5　幣斃避庇屁备篦
mi2　迷眉
mi3　米美尾
mi5　谜
fi1　飞非妃挥辉徽
fi2　肥□{~椅：摇椅}
fi3　匪
fi5　废肺吠税费
ti1　低追
ti3　底抵
ti5　帝
tʰi1　梯弟
tʰi2　题提蹄啼
tʰi3　体
tʰi5　隶{~书}替剃第递地
ni2　泥宜仪尼疑危
ni3　女{读字音}你{读字音}拟蚁
ni5　艺谊义议毅耳{~俚：(杯盖上的)小疙瘩}玉{~石}□{~ŋa⁰ɕiʔ¹¹ɕiʔ⁰：蝉，知了}
li2　梨黎离篱犁厘
li3　礼李里理鲤
li5　虑滤例厉励利吏类淚
li0　璃{玻~}痢{瘌~}
tɕi1　鸡饥几{茶~}基机
tɕi3　□{~~：姐姐}己纪几{~个}
tɕi5　济际计继繫寄记既醉季
tɕi0　脐{肚~眼俚}箕{担~}
tɕʰi1　蛆妻溪徛{站立}欺
tɕʰi2　徐齐奇骑其棋期旗萁{~菜}
tɕʰi3　取娶启企起杞豈
tɕʰi5　契技妓器弃忌气汽翠
tɕʰi0　嫉{妒~}
ɕi1　嬉{顽耍}须鬚需西栖希稀
ɕi2　随
ɕi3　洗喜水
ɕi5　絮{棉花套}细系係岁戏绪
i1　　医衣依
i2　　□{那：~个}移姨
i3　　椅以已
i5　　瞖易{容~}意异

#u
pu3　补
pu5　布佈□{~水：喷水}
pʰu1　铺{~床}簿{账~}
pʰu2　蒲菩□{~鸭：鸭子名，白色，北京鸭小}
pʰu3　谱{家~}普
pʰu5　部铺{店~}埠{邓家~：余江县城}
pʰu0　脯{胸~}
mu2　模
mu3　母
mu5　募墓
fu1　呼夫敷
fu2　胡湖狐瓠{~卢}壶符扶芙浮
fu3　虎浒扶府甫斧
fu5　户互护瓠{~俚：瓜菜名}父付傅赴讣附妇负富副
tu1　都猪诸诛株朱硃珠
tu3　堵赌肚煮主
tu5　妬{~嫉}驻註注蛀铸
tʰu1　苧{~麻}柱肚{~脐眼俚}
tʰu2　徒屠途涂图除厨橱槌
tʰu3　土吐{~痰}处{~理}杵
tʰu5　兔度镀渡处{~所}住吐{呕~}
nu2　奴
nu3　努
nu5　怒
lu2　卢炉芦鸬庐{~山}
lu3　鲁滷
lu5　路露鹭
tsu1　租
tsu3　祖组阻
tsʰu1　粗初
tsʰu2　锄
tsʰu3　础楚
tsʰu5　醋助
su1　苏酥梳疏蔬书舒输
su2　薯
su3　所数{~一下}
su5　素数{代~}树漱{~口}
ku1　姑孤
ku3　古估牯股鼓
ku5　故固雇顾
kʰu1　箍{桶~}枯
kʰu2　跍{蹲}
kʰu3　苦
kʰu5　库裤
u1　　乌污
u2　　无鬍
u3　　午{中~}伍{队~}武舞侮鹉
u5　　误悟务雾

#m̩
m̩3　　□{~妈：妈妈，母亲}

#n̩
n̩1　　□{~nɛ⁰：是的，表同意的话}

#ŋ̍
ŋ̍2　　吴蜈梧
ŋ̍3　　五午{辰巳~未}

#ai
pai3　摆
pai5　拜
pʰai2　排牌簰{竹~}
pʰai5　派败
mai2　埋
mai3　买
mai5　卖
fai2　淮槐
fai5　坏
tai3　歹
tai5　戴带
tʰai1　胎
tʰai2　台抬
tʰai5　待态贷太泰大{~细}代
nai3　奶{牛~}
nai5　耐
lai2　来□{~记：忘记}
lai5　赖
tsai1　灾裁斋
tsai3　宰崽
tsai5　再载债
tsʰai1　钗差{出~}猜
tsʰai2　才材财裁
tsʰai3　彩採
tsʰai5　菜在蔡
sai1　腮鳃
sai2　豺{~狗}柴
sai3　洒{~水}
sai5　赛晒寨
kai1　街阶
kai3　解
kai5　介界芥疥届戒
kʰai3　楷
kʰai5　械{机~}
ŋai1　挨{~到坐}
ŋai2　捱{~打}鴱{鹰}癌
ŋai3　矮
ŋai5　外{~公~婆}
hai2　鞋
hai1　蟹螃{~}

#uai
kuai1　乖
kuai3　拐
kuai5　怪
kʰuai5　块会{~计}快筷
uai1　歪
uai2　怀
uai5　外{里~}

#ɵi
pɵi1　杯
pɵi5　贝辈背{~脊}
pʰɵi1　胚坯
pʰɵi2　培陪赔
pʰɵi5　倍配佩背{~诵}焙{~药}
mɵi2　梅媒煤霉
mɵi3　每
mɵi5　妹昧
fɵi1　盔{钢~}灰
fɵi2　回茴
fɵi5　会{开~}悔汇
tɵi1　堆
tɵi3　兑{换：~一下}
tɵi5　对碓队
tʰɵi1　推
tʰɵi3　腿
tʰɵi5　袋退蜕{蛇~}
nɵi5　内
lɵi2　雷
lɵi5　累
tsɵi3　最{~好}
tsʰɵi1　崔
tsʰɵi5　罪
sɵi5　碎{~米}帅
kɵi1　该
kɵi3　改
kɵi5　盖
kʰɵi1　开
kʰɵi3　凯
ŋɵi2　獃桅
ŋɵi5　爱
hɵi3　海
hɵi5　害

#uɵi
uɵi1　煨{~薯}
uɵi5　会{~不~}

#ui
kui1　居车{~马炮}拘闺规龟归
kui3　诡轨癸鬼
kui5　句鳜桂贵
kʰui1　区吹炊亏
kʰui2　逵葵
kʰui3　跪{广韵去委切}
kʰui5　具愧柜
ui1　　迂威
ui2　　余徐于盂为{作~}维违围
ui3　　雨宇禹羽委伟
ui5　　预誉豫芋卫为{~何}位未味魏畏慰胃谓

#ɑu
pɑu1　包胞
pɑu3　保堡宝饱
pɑu5　报豹爆
pʰɑu1　抛
pʰɑu2　庖{~sa⁰：蜘蛛}袍鉋{~俚：木工工具}
pʰɑu3　泡{鱼~}
pʰɑu5　暴炮泡炮{~饼}
mɑu2　毛茅
mɑu3　卯
mɑu5　冒帽貌
tɑu1　刀朝{~饭}招
tɑu3　岛倒{打~}
tɑu5　到倒{~水}
tʰɑu1　滔超
tʰɑu2　桃逃陶朝{~代}潮
tʰɑu3　讨
tʰɑu5　道稻套盗导赵兆召
nɑu1　挠{~痒}
nɑu3　脑恼
nɑu5　闹
lɑu2　劳牢
lɑu3　老
tsɑu1　遭糟□{干燥且脆：花生好~}
tsɑu3　早枣澡蚤爪
tsɑu5　躁燥灶罩照诏
tsʰɑu1　操抄钞
tsʰɑu2　曹巢
tsʰɑu3　草炒吵
tsʰɑu5　造糙
tsʰɑu0　□{疿~：疿子}
sɑu1　骚臊烧潲{~瓜}
sɑu3　扫{~地}嫂少{多~}
sɑu5　少{~年}绍邵
kɑu1　高膏糕交郊膠
kɑu3　稿绞狡搅搞
kɑu5　窖告教较
kʰɑu1　敲
kʰɑu3　考烤
kʰɑu5　靠
ŋɑu2　拗{歪：~到一边}
ŋɑu3　袄
ŋɑu5　傲
hɑu2　豪毫
hɑu3　好
hɑu5　号孝效校

#iɑu
piɑu1　标彪
piɑu3　表裱□{树~：树梢}
pʰiɑu1　飘
pʰiɑu2　嫖
pʰiɑu5　票
miɑu1　猫{~咪}
miɑu2　苗描
miɑu3　秒藐渺鸟{~铳}
miɑu5　庙妙
tiɑu1　刁貂雕
tiɑu3　鸟{~俚}
tiɑu5　钓吊弔
tʰiɑu1　挑
tʰiɑu2　调{~味}
tʰiɑu5　跳糶调{音~}
niɑu5　尿
liɑu2　聊辽療
liɑu3　了{~解}
liɑu5　料
tɕiɑu1　焦蕉椒骄娇
tɕiɑu3　缴□{抹：~桌子}
tɕiɑu5　醮{打~}叫
tɕʰiɑu1　锹
tɕʰiɑu2　乔侨桥荞
tɕʰiɑu3　缲{~边}
tɕʰiɑu5　俏轿窍噍{嚼}
ɕiɑu1　消宵霄硝销萧箫□{~~：差点儿，几乎}
ɕiɑu3　小晓
ɕiɑu5　笑
iɑu1　　妖邀腰要{~求}
iɑu2　　饶{上~}摇谣窑姚
iɑu5　　要{重~}耀

#ɛu
pʰɛu3　剖
mɛu2　谋
mɛu3　某亩牡{~丹}
mɛu5　茂贸
fɛu3　否
tɛu1　兜{~风：逆风}
tɛu3　斗{升~}抖陡□{~争：胳膊肘}
tɛu5　鬥
tʰɛu1　偷
tʰɛu2　头投
tʰɛu3　㪗{~气}
tʰɛu5　透豆逗
lɛu2　楼
lɛu3　篓
lɛu5　漏陋
tsɛu1　邹
tsɛu3　走
tsɛu5　奏皱
tsʰɛu5　凑
sɛu1　搜馊
sɛu2　愁
sɛu5　瘦
kɛu1　勾沟钩阉
kɛu3　狗苟
kɛu5　够购构
kʰɛu1　□{蛇~：蛇蜕}
kʰɛu3　口
kʰɛu5　扣寇
ŋɛu1　欧
ŋɛu3　藕偶呕
ŋɛu5　沤
hɛu2　侯喉猴
hɛu5　后厚候

#iu
tiu1　周舟州洲
tiu3　肘帚
tiu5　昼咒
tʰiu1　抽
tʰiu2　绸筹
tʰiu3　丑醜
tʰiu5　纣宙臭
niu2　牛
niu3　扭
liu2　流刘留硫琉
liu3　柳
tɕiu1　□{~绿：很绿、翠绿}
tɕiu3　酒九久韭灸□{~靭：很有靭性}
tɕiu5　救究
tɕʰiu1　秋鳅丘舅
tɕʰiu2　囚泅求球
tɕʰiu5　就袖旧
ɕiu1　修羞收休
ɕiu3　手首守
ɕiu5　秀绣锈受兽寿授
iu1　　忧优
iu2　　尤邮由油游
iu3　　有友酉
iu5　　又右佑柚釉幼

#an
pan1　班斑颁扳
pan3　板版
pan5　扮
pʰan1　攀
pʰan3　瓣
pʰan5　盼办
man2　蛮
man5　慢
fan1　翻蕃{~茄}
fan2　凡烦繁
fan3　反返
fan5　范範犯贩饭
tan1　耽担{~水}丹单{~双}
tan3　胆
tan5　担{~子}旦
tʰan1　贪淡摊滩
tʰan2　潭{读字音}谭谈檀壇弹{~琴}
tʰan3　毯坦
tʰan5　探炭叹但弹{子~}蛋
nan2　男南难{~易}
nan5　难{患~}
lan2　蓝篮兰拦栏
lan3　览揽懒
lan5　烂
tsan3　斩盏
tsan5　站赞
tsʰan1　参餐䱗
tsʰan2　惭残□{痰：吐~}
tsʰan3　惨铲
tsʰan5　暂栈
tsʰan0　□{门~：门槛}
san1　三衫杉山删
san3　散{鞋带~了}馓{油~子}伞产
san5　散{~会}
kan1　监艰间奸
kan3　减碱简柬拣
kan5　鑑□{~谷：质量很差的一种稻谷，混杂生长在普通稻谷中}
kʰan5　□{大步跨：~过去}
ŋan1　岩颜
ŋan3　眼
ŋan5　雁晏
han2　咸鹹衔闲
han5　限苋

#uan
kuan1　关
kuan5　惯
kʰuan5　□{门~俚：门环}
uan1　弯湾
uan2　还{~账}环
uan3　挽{~水}晚
uan5　万

#on
kon1　甘干{~支}肝乾{~湿}
kon3　敢桿稈{稻草}
kon5　干{~部}
kʰon1　堪刊
kʰon3　□{咳嗽}
kʰon5　看
ŋon1　庵揞{用手覆盖}安鞍
ŋon3　□{~~动：动摇不稳状}
ŋon5　暗岸按案
hon1　鼾□{~毛：汗毛}
hon2　含寒
hon3　□{锄：~麦，~油菜}
hon5　汉汗銲□{烘：~片俚}

#ɛn
pʰɛn1　□{揈，赶：把鸡~出去}
pʰɛn2　彭朋棚{瓜~}
mɛn3　猛
mɛn5　孟□{~~虫俚：萤火虫}
fɛn2　横{~峰县}
tɛn1　专砖登灯
tɛn3　转{~送}等
tɛn5　佔战转{~圈}凳
tʰɛn1　川穿
tʰɛn2　潭{鹰~}传{~达}腾滕藤
tʰɛn5　传{~记}郑
nɛn2　能
lɛn3　冷
tsɛn1　曾{姓}增争
tsɛn3　展
tsɛn5　甑{饭~}
tsʰɛn1　撐
tsʰɛn2　曾{~经}层橙
tsʰɛn5　衬
sɛn1　生牲甥
sɛn2　船
sɛn3　陕闪省
sɛn5　善扇鳝□{刺儿}
kɛn1　根跟羹庚耕
kɛn3　梗
kɛn5　更
kʰɛn1　坑
kʰɛn3　恳垦啃肯
ŋɛn1　恩
ŋɛn5　硬
hɛn2　蝦{~蟆}桁痕恒衡
hɛn3　很
hɛn5　恨

#iɛn
piɛn1　鞭编边辫
piɛn3　扁匾
piɛn5　变
pʰiɛn1　篇偏{~宜}别{~人}
pʰiɛn5　辨辩骗便{方~}片
miɛn2　棉绵
miɛn3　免勉缅
miɛn5　面麵
tiɛn1　颠
tiɛn3　点典
tiɛn5　店
tʰiɛn1　添簟{篾席}天
tʰiɛn2　甜田填
tʰiɛn5　电殿奠佃垫
niɛn1　拈{~阄}鲇
niɛn2　黏严言年研
niɛn3　染碾
niɛn5　验念蔫砚
liɛn2　廉镰簾连联怜莲鲢
liɛn5　练炼栋
tɕiɛn1　尖兼煎肩坚
tɕiɛn3　检剪茧趼笕
tɕiɛn5　剑箭建见□{~食：猪潲}
tɕʰiɛn1　签谦迁千牵
tɕʰiɛn2　钳钱乾{~坤}前全泉
tɕʰiɛn3　浅㦿{~门：窗户}
tɕʰiɛn5　践件贱健
ɕiɛn1　仙鲜掀先宣
ɕiɛn2　嫌贤舷
ɕiɛn3　险藓显选
ɕiɛn5　线宪献现鏾{~鸡}旋{~做~卖}县
iɛn1　淹烟
iɛn2　炎盐阎簷延铅{~山县}
iɛn3　演
iɛn5　厌焰燕宴

#uɛn
kuɛn3　梗{菜~俚}
uɛn2　横{~直}
uɛn5　□{~扔}

#in
pin1　彬宾冰兵
pin3　本丙饼
pʰin1　拼
pʰin2　贫盆凭平评萍瓶
pʰin3　品
pʰin5　病聘
min2　民门蚊明鸣名
min3　闽敏皿
min5　命
fin1　分
fin2　坟
fin3　粉
fin5　粪奋份
tin1　针珍真蒸正{~月}征丁钉{名词}疔
tin3　顶{举：~起来}枕准整
tin5　镇振震证正{~确}政钉{动词}订{~报}
tʰin1　吞听春厅称
tʰin2　沉陈尘程成城诚亭停庭
tʰin5　阵秤郑定
nin2　人仁银宁
nin3　忍
nin5　认靭嫩
lin2　林淋临邻鳞磷轮论{~语}陵菱灵零铃□{畦：五~菜地}
lin3　岭领
lin5　令论{讨~}
tɕin1　今金津斤巾筋京惊精晶睛经
tɕin3　锦尽{~你吃}紧境景井颈
tɕin5　浸禁进劲敬镜
tɕʰin1　侵妗{舅母}亲衬清青轻□{肫肝：鸡~俚}
tɕʰin2　寻琴秦勤芹存情晴
tɕʰin3　请
tɕʰin5　尽{~量}寸庆静净
ɕin1　心深辛新身申伸孙升兴{~旺}声星
ɕin2　神盛{~饭}乘绳堘形型刑
ɕin3　沈审婶损笋榫
ɕin5　信顺胜兴{高~}幸姓性圣囟{~门}
ɕin1　晨{早~}
in1　　音阴因姻应{~当}英
in2　　赢
in3　　饮{米汤}引影
in5　　印应{答~}
in1　　蝇{乌~：苍蝇}

#uin
kuin1　均钧军君
kuin3　滚
kuin5　棍
kʰuin1　昆坤
kʰuin2　群裙
kʰuin3　綑菌
kʰuin5　困睏
uin1　温瘟
uin2　匀文纹云
uin3　稳
uin5　问运韵

#ɔŋ
pɔŋ1　帮
pɔŋ3　榜膀
pɔŋ0　棒{冰~：冰棍儿}
pʰɔŋ1　旁螃
pʰɔŋ5　蚌傍塝{~田}
mɔŋ2　忙芒
mɔŋ3　莽蟒网
mɔŋ5　望
fɔŋ1　荒慌方芳
fɔŋ2　房防
fɔŋ3　纺仿访
fɔŋ5　放
tɔŋ1　当{应~}张章樟
tɔŋ3　党挡长{生~}涨掌
tɔŋ5　当{上~}帐账胀障瘴
tʰɔŋ1　汤昌菖
tʰɔŋ2　堂唐塘糖塘长{~短}肠场
tʰɔŋ3　厂
tʰɔŋ5　烫{~斗}丈唱倡
nɔŋ2　囊
lɔŋ1　□{涮：把碗~一下}
lɔŋ2　郎廊狼
lɔŋ3　朗
lɔŋ5　浪
lɔŋ0　□{光~头：光头}
tsɔŋ1　庄装椿粧
tsɔŋ5　葬壮
tsʰɔŋ1　仓昨{~日}疮窗
tsʰɔŋ5　创状
sɔŋ1　桑丧{婚~}霜商伤双
sɔŋ2　床常尝
sɔŋ3　磉{柱下石}爽赏
sɔŋ5　上
sɔŋ0　裳{衣~}尚{和~}
kɔŋ1　冈刚纲钢缸江
kɔŋ3　讲港
kɔŋ5　降{下~}虹
kʰɔŋ1　康糠
kʰɔŋ5　抗囥{藏}
hɔŋ1　夯{打~}
hɔŋ2　行{银~}航杭降{投~}
hɔŋ5　项

#iɔŋ
niɔŋ2　娘
niɔŋ5　让
liɔŋ2　良凉量{~长短}粮梁
liɔŋ3　两
liɔŋ5　亮谅量{数~}
tɕiɔŋ1　将{~来}浆疆薑姜
tɕiɔŋ3　蒋奖桨
tɕiɔŋ5　酱将{大~}
tɕʰiɔŋ1　枪像{~不~}
tɕʰiɔŋ2　墙强
tɕʰiɔŋ3　抢
tɕʰiɔŋ5　匠
ɕiɔŋ1　相{互~}箱厢湘镶香乡
ɕiɔŋ2　祥
ɕiɔŋ3　想享响
ɕiɔŋ5　象相{~貌}向
iɔŋ1　　央秧
iɔŋ2　　羊洋杨阳扬疡
iɔŋ3　　养痒
iɔŋ5　　样旺{生意好~}

#uɔŋ
kuɔŋ1　光
kuɔŋ3　广
kʰuɔŋ5　矿
uɔŋ1　汪
uɔŋ2　王黄簧
uɔŋ3　枉往
uɔŋ5　晃

#iuŋ
niuŋ2　元原源浓
niuŋ3　软
niuŋ5　愿
liuŋ2　龙
tɕiuŋ1　弓供
tɕiuŋ3　捲
tɕiuŋ5　绢
tɕʰiuŋ1　圈
tɕʰiuŋ2　拳权穷松{~树}
tɕʰiuŋ5　劝共{两个人~}
ɕiuŋ1　兄胸凶鳙芎{川~}
ɕiuŋ5　嗅
iuŋ1　　雍
iuŋ2　　丸圆员缘袁園援荣营容蓉
iuŋ3　　远永拥勇
iuŋ5　　院用

#uŋ
puŋ1　般搬绷{~子床}
puŋ3　捧{抱：~伢俚}
puŋ5　半
pʰuŋ1　潘伴拌
pʰuŋ2　盘篷蓬
pʰuŋ5　判
muŋ1　馒{~头}木{~偶：木鱼}
muŋ2　蒙
muŋ3　满懵{~懂}□{雾}
muŋ5　梦
fuŋ1　欢烘风疯丰封峰蜂锋枫
fuŋ2　红洪鸿冯逢
fuŋ5　凤奉缝{门~}
tuŋ1　端东冬中忠终钟盅舂
tuŋ3　短董懂种{~子}肿
tuŋ5　冻栋中{考~俚}众种{~树}
tʰuŋ1　断通动充重{轻~}冲
tʰuŋ2　团同童铜筒□{猜：~谜俚}
tʰuŋ3　桶统
tʰuŋ5　段缎痛洞铳
nuŋ2　农脓
nuŋ3　暖
luŋ1　□{大天~光：大天亮}
luŋ2　笼聋隆绒茸
luŋ3　卵拢
luŋ5　乱
tsuŋ1　钻{狗~洞}棕鬃宗
tsuŋ3　总
tsuŋ5　踨钻{~俚}粽
tsʰuŋ1　聪葱
tsʰuŋ2　崇蚕
tsʰuŋ5　赚
suŋ1　酸鬆参{人~}森闩栓
suŋ3　㧐{推}
suŋ5　算蒜送宋
kuŋ1　官棺观{参~}公工功攻躬宫
kuŋ3　管馆鞏
kuŋ5　贯罐灌观{寺~}冠{~军}贡
kʰuŋ1　宽空{~虚}
kʰuŋ3　款孔
kʰuŋ5　控空{~缺}共{~产党}
uŋ1　　翁
uŋ2　　完
uŋ3　　碗
uŋ5　　换㙲{~水：浇水}甕{~桶}蕹{~菜}

#aʔ
paʔ7　八
pʰaʔ8　拔
faʔ7　法发髮袜水{~：袜子}劃{打~闪：闪电}
faʔ8　伐罚
taʔ7　答搭沓{一~票子}
taʔ8　遢{邋~}
tʰaʔ7　踏塔
tʰaʔ8　达
naʔ7　捺
laʔ7　腊蜡辣癞邋
tsaʔ7　煠{油~鬼：煠了两次的油条}眨扎
tsʰaʔ7　插察擦
tsʰaʔ8　□{~pʰo⁰：蟑螂}
saʔ7　萨杀栅{排~骨：人的肋骨}
saʔ8　煠{~油条}铡{~刀}
kaʔ7　夹裌甲
kʰaʔ7　掐
ŋaʔ7　鸭压轧□{ŋa⁰ŋa⁰~~：吹毛求疵}
haʔ7　瞎
haʔ8　狭峡□{打~tɕʰiɛ⁰：打喷嚏}

#uaʔ
kuaʔ7　刮
uaʔ7　挖袜{尼龙~}
uaʔ8　滑猾

#ɛʔ
pɛʔ7　不北百柏伯
pʰɛʔ8　白
mɛʔ8　墨麦
fɛʔ8　佛或惑
tɛʔ7　指{手~头}摺蛰{惊~}哲折{~断}浙卒得德□{我~：我们}
tɛʔ8　□{~胖：很胖}
tʰɛʔ7　彻出
tʰɛʔ8　撤{~职}特
lɛʔ7　入热肋勒
tsɛʔ7　则鲫侧窄摘责□{~岁钱：压岁钱}
tsʰɛʔ7　㿭{裂缝}测泽册策
tsʰɛʔ8　贼
sɛʔ7　摄湿设说{小~}虱色塞啬□{~头：膝盖}
sɛʔ8　十舌折{~本}术{算~}
kɛʔ7　格革隔
kʰɛʔ7　刻克客
ŋɛʔ7　扼
hɛʔ7　嚇{~一跳}黑

#iɛʔ
piɛʔ7　□{女阴}
pʰiɛʔ7　撇
miɛʔ7　灭
miɛʔ8　篾
tiɛʔ7　跌
tʰiɛʔ7　帖贴铁
tʰiɛʔ8　叠碟蝶
niɛʔ7　聂业孽捏
liɛʔ7　猎列烈裂戾{~子：手瘸者}
tɕiɛʔ7　接节结洁羯{~猪}□{砌：~墙}
tɕʰiɛʔ7　揭切□{拿：~过来。手里~到一枝笔}
tɕʰiɛʔ8　绝
ɕiɛʔ7　薛泄{作~：泻肚子}歇楔雪
iɛʔ7　拽{拿：~过来}页葉腌{~肉}

#uɛʔ
kuɛʔ7　骨国
kʰuɛʔ7　窟{屎~：屁股}
uɛʔ7　𣝗{桔俚~俚}

#iʔ
piʔ7　笔毕必碧壁
piʔ8　逼{~到人家做}
pʰiʔ7　匹癖劈
pʰiʔ8　荸{~荠}鼻{~公}
mʰiʔ7　蜜
miʔ8　密
tiʔ7　执汁质职织隻的滴嫡
tʰiʔ7　赤尺剔踢
tʰiʔ8　姪敌笛直值植
niʔ7　日{一~两~}
liʔ7　立笠历
liʔ8　栗力
tɕiʔ7　吉急级积跡绩击激脊
tɕʰiʔ7　七漆戚吃
tɕʰiʔ8　席{蔑~子}及极屐{木~}
ɕiʔ7　吸息媳识式惜席{主~}适释锡析
ɕiʔ8　习食石□{ȵi⁵³ŋa⁰~~：蝉，知了}
iʔ7　　揖一乙益
iʔ8　　翼
iʔ0　　日{过生~}

#uiʔ
kuiʔ7　桔{~俚}
kʰuiʔ7　屈

#ɔʔ
pɔʔ7　钵拨博剥驳
pʰɔʔ8　薄雹□{~刀：鐾刀}
mɔʔ7　抹末莫膜幕
fɔʔ7　藿
tɔʔ7　斫{~肉：买肉}掇着{~衣裳}
tɔʔ8　斫{剁碎：~肉}
tʰɔʔ7　脱託托着{睏~俚}焯
tʰɔʔ8　夺□{~菜：择菜}
nɔʔ7　□{~粉俚：和麺}
lɔʔ7　烙骆洛络乐{快~}
lɔʔ8　捋{~袖}落{~雨}
tsɔʔ7　撮{一~米}桌作捉
tsʰɔʔ7　戳{交合}
tsʰɔʔ8　杂凿镯
sɔʔ7　刷缩
sɔʔ8　勺
kɔʔ7　鸽割葛各阁搁角
kʰɔʔ7　搉{敲击}渴壳
ŋɔʔ7　愕{~住俚}恶
hɔʔ8　合盒学

#iɔʔ
niɔʔ8　月
liɔʔ8　掠{~一眼：瞥一眼}
tɕiɔʔ7　决诀脚
tɕʰiɔʔ7　缺
ɕiɔʔ7　雀{麻~}血削鹊{喜~}
iɔʔ7　越约
iɔʔ8　药籰{~俚：绕线具}□{~嘴：豁嘴}

#uɔʔ
kuɔʔ7　郭
kʰuɔʔ7　阔扩
uɔʔ8　活

#iuʔ
niuʔ7　肉
liuʔ7　绿
liuʔ8　六
tɕiuʔ7　菊足
tɕiuʔ8　荠{荸~}
tɕʰiuʔ7　麴{~果}曲
tɕʰiuʔ8　局
ɕiuʔ7　肃宿{~舍}蓄粟{小米}
ɕiuʔ8　俗续

#uʔ
puʔ7　卜{~卦}
pʰuʔ7　扑仆
muʔ7　木目穆牧
fuʔ7　福幅复
fuʔ8　斛{~桶}服伏
