[ti{35}]呧{些}
[iau{35}]坳
[pʰɐu{55}]剖
[mɐu{42}]谋茂贸谬
[mɐu{22}]某卯亩
[fɐu{55}]否
[fɐu{33}]阜埠
[tɐu{21}]蔸兜篼
[tɐu{55}]陡抖蚪斗
[tɐu{35}]鬥
[tʰɐu{21}]偷
[tʰɐu{42}]头投
[tʰɐu{55}]敨{休息}
[tʰɐu{35}]透
[tʰɐu{33}]豆逗痘窦
[nɐu{21}]嫐{生气}
[nɐu{22}]扭钮纽
[lɐu{21}]偻骝褛{西式大衣}
[lɐu{42}]刘留琉瘤楼流硫榴
[lɐu{22}]柳缕篓
[lɐu{33}]漏陋
[tʃɐu{21}]周州舟洲
[tʃɐu{55}]九酒走久玖韭
[tʃɐu{35}]咒昼奏灸救邹
[tʃʰɐu{21}]抽秋鳅鞦
[tʃʰɐu{42}]绸稠畴筹酬囚泅仇求球裘
[tʃʰɐu{55}]丑
[tʃʰɐu{22}]舅臼
[tʃʰɐu{35}]臭凑
[tʃʰɐu{33}]旧就袖宙纣
[ȵɐu{42}]牛
[ȵɐu{33}]鼼{皱}
[ʃɐu{21}]收
[ʃɐu{42}]愁
[ʃɐu{55}]手守首狩
[ʃɐu{35}]瘦兽
[ʃɐu{33}]寿受售授绶
[ɬɐu{21}]修羞
[ɬɐu{55}]搜擞艘
[ɬɐu{35}]秀绣锈嗽
[kɐu{21}]勾沟钩鸠
[kɐu{55}]狗枸笱
[kɐu{35}]够构购究垢
[kʰɐu{21}]抠
[kʰɐu{35}]叩扣寇
[ŋɐu{21}]□{蹲}
[ŋɐu{22}]藕偶
[hɐu{21}]睺{守候}
[hɐu{42}]喉侯猴后{太后}
[hɐu{55}]口
[hɐu{22}]厚
[hɐu{35}]鲎
[hɐu{33}]候後{先后}
[jɐu{21}]优忧悠丘邱蚯休幽
[jɐu{42}]鱿柔揉尤由邮油游犹釉柚
[jɐu{55}]朽诱
[jɐu{22}]友有酉
[jɐu{35}]幼
[jɐu{33}]又右佑
[ɐu{21}]欧讴瓯鸥
[ɐu{55}]呕殴
[ɐu{35}]沤熰
[pəu{55}]补
[pəu{35}]布怖
[pʰəu{21}]敷铺{铺开}
[pʰəu{42}]葡蒲匍脯
[pʰəu{55}]普谱浦圃捕哺甫
[pʰəu{35}]舖{店}
[pʰəu{33}]步部簿
[məu{21}]摹巫诬模
[məu{42}]无蟆{癞蛤蟆}
[məu{22}]武鹉舞母拇姆
[məu{33}]墓务雾募慕暮戊
[fəu{21}]夫肤孵俘伕呼乎
[fəu{42}]芙符扶浮蜉
[fəu{55}]斧俯腑抚釜
[fəu{22}]妇
[fəu{35}]副赋富
[fəu{33}]腐父付傅负附驸赴辅
[təu{21}]都{都城}
[təu{55}]赌堵睹都{全}
[təu{35}]妒妬
[tʰəu{42}]图徒涂途屠
[tʰəu{55}]土
[tʰəu{22}]肚
[tʰəu{35}]兔吐
[tʰəu{33}]杜渡镀度{态度}
[nəu{42}]奴
[nəu{33}]怒努
[ləu{42}]卢芦炉鲈泸鸬颅驴庐
[ləu{55}]黸{黑}
[ləu{22}]虏掳鲁橹卤
[ləu{33}]路潞赂鹭露
[tʃəu{21}]租
[tʃəu{55}]祖
[tʃəu{35}]做
[tʃʰəu{21}]粗
[tʃʰəu{55}]娶
[tʃʰəu{35}]醋措
[ʃəu{35}]素漱诉
[ɬəu{21}]苏酥鬚
[ɬəu{55}]数{动词}
[ɬəu{35}]数{数字}
[kəu{21}]姑孤鸪菇沽辜酤
[kəu{55}]古蛊鼓股牯估
[kəu{35}]故雇固顾僱
[kʰəu{21}]箍
[ŋəu{42}]吴吾梧蜈
[ŋəu{22}]五午仵忤伍
[ŋəu{33}]误悟
[həu{21}]枯
[həu{42}]壶胡葫糊蝴弧狐湖猢
[həu{55}]虎苦
[həu{35}]戽库裤
[həu{33}]户护沪互芋
[jəu{42}]黝
[jəu{35}]幼
[əu{21}]乌污坞
[əu{35}]恶{厌恶}
[piu{21}]标彪镖穮膘猋{快跑}熛{火喷出}滮{溅}
[piu{55}]表裱婊
[pʰiu{21}]飘漂{漂浮}
[pʰiu{42}]嫖瓢薸瞟
[pʰiu{35}]票漂{漂白}
[pʰiu{33}]殍
[miu{42}]苗瞄描锚
[miu{22}]秒渺藐
[miu{33}]庙妙
[tiu{21}]丢刁貂雕凋彫碉
[tiu{55}]屌
[tiu{35}]吊钓
[tʰiu{21}]挑
[tʰiu{42}]条
[tʰiu{35}]跳粜
[tʰiu{33}]□{存留}
[niu{22}]鸟
[niu{33}]尿
[liu{42}]潦聊寥撩燎辽疗僚嘹寮瞭
[liu{55}]溜
[liu{22}]了
[liu{33}]料廖镣
[tʃiu{21}]椒焦蕉瞧樵招朝早
[tʃiu{55}]剿
[tʃiu{35}]照
[tʃiu{33}]沼
[tʃʰiu{21}]超锹昭钊
[tʃʰiu{42}]潮朝{朝代}
[tʃʰiu{22}]赵
[tʃʰiu{35}]悄俏峭
[tʃʰiu{33}]兆召诏
[ȵiu{22}]绕扰
[ʃiu{21}]烧
[ʃiu{55}]少{多少}
[ʃiu{35}]少{少年}
[ʃiu{33}]邵绍肇韶
[ɬiu{21}]宵消硝销潇箫霄萧逍
[ɬiu{55}]小
[ɬiu{35}]笑啸魈
[kiu{21}]娇骄矫
[kiu{35}]叫
[kʰiu{42}]乔侨桥荞翘
[kʰiu{22}]藠
[kʰiu{35}]窍
[kʰiu{33}]轿
[hiu{21}]嚣跷蹻
[hiu{55}]晓
[jiu{21}]吆幺妖腰邀要{要求}
[jiu{42}]饶尧姚窑谣摇遥瑶
[jiu{55}]舀
[jiu{35}]要{需要}
[jiu{33}]鹞耀
[pʰam{33}]湴
[fam{33}]犯
[tam{21}]耽眈担{担负}
[tam{55}]胆
[tam{22}]啖
[tam{35}]担{担子}
[tʰam{21}]贪
[tʰam{42}]谈痰谭昙潭
[tʰam{22}]淡
[tʰam{35}]探
[nam{42}]男南喃楠
[nam{55}]榄
[nam{22}]腩
[lam{42}]蓝篮婪
[lam{22}]览揽
[lam{33}]缆滥舰
[tʃam{21}]簪
[tʃam{55}]斩崭
[tʃam{35}]湛
[tʃam{33}]站
[tʃʰam{21}]搀参{参加}
[tʃʰam{42}]蚕惭劖{戳，刺}
[tʃʰam{55}]惨
[tʃʰam{22}]錾
[tʃʰam{35}]杉
[tʃʰam{33}]暂
[ʃam{21}]衫
[ʃam{42}]谗馋
[ʃam{35}]渗
[ɬam{21}]三
[kam{21}]监{监狱}
[kam{55}]减
[kam{35}]尴鉴{太监}
[ŋam{21}]啱{刚}
[ŋam{42}]岩癌
[ham{42}]函衔咸
[ham{35}]喊
[ham{33}]陷馅憾撼
[kʰiam{42}]钳黔
[kʰiam{22}]□{舔}
[kɔm{21}]甘柑橄疳
[kɔm{55}]敢感憨
[hɔm{21}]堪龛
[hɔm{42}]含嵌
[hɔm{55}]勘坎
[ɔm{35}]暗
[nɐm{42}]腍{软烂}
[nɐm{55}]漤{蘸}
[nɐm{35}]谂{想}
[lɐm{42}]林淋临
[tʃɐm{21}]金针砧斟
[tʃɐm{55}]锦枕
[tʃɐm{35}]浸禁
[tʃʰɐm{21}]侵
[tʃʰɐm{42}]寻浔沉
[tʃʰɐm{55}]寝
[tʃʰɐm{22}]妗
[ȵɐm{42}]壬吟饪
[ȵɐm{55}]饮
[ȵɐm{33}]任
[ʃɐm{21}]深森参{海参}
[ʃɐm{42}]岑蟾
[ʃɐm{55}]沈审婶
[ʃɐm{33}]甚
[ɬɐm{21}]心
[kɐm{21}]今
[kʰɐm{21}]襟
[kʰɐm{42}]擒琴禽
[hɐm{21}]鑫钦欣
[jɐm{21}]阴音
[jɐm{42}]淫
[ɐm{21}]鹌庵
[ɐm{55}]揞{捂藏}
[tim{21}]掂
[tim{55}]点典腆
[tim{35}]店
[tʰim{21}]添
[tʰim{42}]甜
[tʰim{22}]垫舔
[nim{21}]拈黏鲇
[nim{33}]念验
[lim{42}]廉镰簾帘
[lim{22}]脸殓敛
[tʃim{21}]尖詹瞻沾粘櫼{楔}
[tʃim{35}]占
[tʃʰim{21}]籖签纤歼
[tʃʰim{42}]潜挦{摘鸡毛}
[tʃʰim{33}]渐
[ȵim{42}]炎闫阎严俨焰
[ȵim{22}]染冉
[ȵim{33}]艳
[ʃim{42}]蝉禅婵阐缠蟾
[ʃim{55}]闪陕
[kim{21}]兼
[kim{55}]捡检
[kim{35}]剑
[kʰim{33}]俭
[him{21}]谦
[him{42}]嫌
[him{55}]险
[him{35}]欠歉
[jim{42}]盐檐
[im{21}]阉
[im{55}]淹奄掩厣{螺蛳盖}
[im{35}]厌
[pan{21}]班颁斑癍
[pan{55}]板版舨
[pʰan{21}]攀扳
[pʰan{35}]扮瓣盼襻
[pʰan{33}]办
[man{42}]蛮顽
[man{22}]晚
[man{33}]漫幔慢鳗万曼
[fan{21}]番翻返幡蕃
[fan{42}]凡矾烦樊繁帆梵
[fan{55}]反
[fan{35}]贩泛
[fan{33}]饭范
[van{21}]弯湾
[van{42}]环还
[van{22}]鲩挽
[van{33}]宦患幻
[tan{21}]丹单郸箪
[tan{35}]旦诞
[tʰan{21}]摊滩瘫
[tʰan{42}]坛檀
[tʰan{55}]坦毯疸
[tʰan{35}]炭叹
[tʰan{33}]但蛋弹
[nan{42}]难{不易}
[nan{33}]难{灾难}
[lan{21}]栏
[lan{42}]兰拦岚
[lan{22}]懒
[lan{33}]烂
[tʃan{55}]盏攒
[tʃan{35}]赞
[tʃʰan{21}]餐
[tʃʰan{42}]残孱潺
[tʃʰan{55}]产铲
[tʃʰan{35}]灿
[tʃʰan{33}]栈绽撰赚
[ȵan{22}]眼
[ʃan{21}]舢山删珊闩拴
[ʃan{42}]漦{口水}
[ʃan{35}]汕疝篡
[ɬan{55}]馓散{松散}
[ɬan{35}]伞散{解散}
[kan{21}]艰奸间{中间}
[kan{55}]拣枧柬裥锏简茧笕{以竹通水}
[kan{35}]谏涧间{间开}
[ŋan{42}]研颜
[ŋan{33}]雁赝
[han{42}]闲
[han{55}]侃刊
[han{22}]限
[kvan{21}]关鳏菅{五节芒}
[kvan{35}]惯
[jan{22}]眼
[an{35}]晏
[pian{55}]扁匾贬
[kɔn{21}]肝竿干
[kɔn{55}]赶杆
[kɔn{35}]幹
[ŋɔn{33}]岸
[hɔn{21}]看{看守}
[hɔn{42}]寒韩
[hɔn{55}]罕
[hɔn{22}]旱
[hɔn{35}]汉看{看望}
[hɔn{33}]汗翰捍焊瀚鼾苋{苋菜}
[ɔn{21}]安鞍
[ɔn{35}]按案
[pɐn{21}]奔宾槟滨膑缤斌彬鬓
[pɐn{55}]禀
[pɐn{35}]殡
[pʰɐn{42}]贫频颦濒
[pʰɐn{55}]品
[pʰɐn{35}]喷
[pʰɐn{33}]笨
[mɐn{21}]炆缗{钱币单位，元}
[mɐn{42}]民文闻蚊纹
[mɐn{55}]抿吻
[mɐn{22}]闽敏悯
[mɐn{33}]问
[fɐn{21}]吩纷芬氛分{分开}
[fɐn{42}]坟焚
[fɐn{55}]粉豮{猪的美称叫豮豚}
[fɐn{22}]忿愤
[fɐn{35}]粪奋
[fɐn{33}]份分{本分}
[vɐn{21}]婚温瘟煴愠荤熏勋昏酝
[vɐn{42}]馄魂云晕芸耘纭伝{伝队指我}
[vɐn{55}]稳揾{寻找}
[vɐn{22}]混尹允浑
[vɐn{35}]训蕴
[vɐn{33}]运韵
[tɐn{21}]敦吨
[tɐn{55}]礅墩
[tɐn{35}]扽
[tʰɐn{21}]吞饨
[tʰɐn{42}]臀
[tʰɐn{35}]褪
[tʰɐn{33}]炖钝顿遁盾
[lɐn{42}]邻燐鳞伦沦轮磷麟仑
[lɐn{35}]吝蔺躏
[lɐn{33}]论
[tʃɐn{21}]津珍真臻
[tʃɐn{55}]准
[tʃɐn{35}]圳晋振镇震骏峻进俊
[tʃʰɐn{21}]春椿亲鹑
[tʃʰɐn{42}]尘陈沌秦巡旬询荀循驯
[tʃʰɐn{55}]蠢诊疹
[tʃʰɐn{35}]衬趁
[tʃʰɐn{33}]尽阵
[ȵɐn{42}]人仁
[ȵɐn{22}]忍刃纫衅
[ȵɐn{33}]认闰润孕
[ʃɐn{21}]申伸身绅
[ʃɐn{42}]臣辰晨娠纯唇神淳醇
[ʃɐn{22}]肾
[ʃɐn{35}]瞬舜
[ʃɐn{33}]慎顺
[ɬɐn{21}]辛新薪
[ɬɐn{55}]笋榫
[ɬɐn{35}]信讯迅汛蕈{菰}
[kɐn{21}]根跟巾斤筋
[kɐn{55}]仅紧谨瑾
[kɐn{35}]□{冷}
[kʰɐn{42}]靳芹勤
[kʰɐn{22}]近
[ŋɐn{42}]银
[hɐn{42}]痕
[hɐn{55}]很垦恳
[hɐn{22}]□{限定}
[hɐn{33}]恨狠
[kvɐn{21}]君均钧军
[kvɐn{55}]滚
[kvɐn{35}]棍謴{哄骗}
[kʰvɐn{21}]坤昆琨崑
[kʰvɐn{42}]裙群
[kʰvɐn{55}]捆
[kʰvɐn{22}]菌郡
[kʰvɐn{35}]窘困
[jɐn{21}]因姻殷恩洇茵
[jɐn{42}]寅匀
[jɐn{55}]隐
[jɐn{22}]引瘾蚓
[jɐn{35}]印
[pin{21}]边鞭辫
[pin{55}]扁匾贬
