"拼音"	"IPA"	"調號"	"單字"
"ddu"	"du"	2	"鴕[(白)]徒[(文)]屠[(文)]途[(文)]塗[(文)]圖[(文)]獨[(文)]讀[(文)]牘犢毒[(文)]它[量詞：一～線]砣[秤～]被[(訓讀)～狗齩呱一口]讓[(訓讀)～狗齩呱一口]給[(訓讀)～我買本書]替[(訓讀)～我買本書]"
"ddu"	"du"	6	"舵[(白)]馱[(白)]杜度渡鍍奪[(白)]"
"lu"	"lu"	2	"羅[(白)]蘿[(白)]鑼[(白)]籮[(白)]螺腡[手指文：～～]奴盧爐鸕蘆廬驢祿六[(文)]陸綠[(文)]錄"
"lu"	"lu"	3	"努魯櫓鑥虜滷兩[～個]"
"lu"	"lu"	5	"怒路[(文)]賂[(文)]"
"lu"	"lu"	7	"落[(白)]烙[(白)]"
"zu"	"tsu"	1	"租[(文)]卒[(文)]竹[(文)]祝粥[(文)]足燭[(文)]囑"
"zu"	"tsu"	3	"左[(白)]佐[(白)]祖組阻"
"zu"	"tsu"	5	"罩[(白)]"
"zu"	"tsu"	7	"卒[(白)]桌[(白)]捉[(白)]"
"cu"	"tsʰu"	1	"搓粗[(文)]初[(文)]雛畜[(文)～牧；～牲]促[(文)]觸"
"cu"	"tsʰu"	3	"楚礎炒[(白)]"
"cu"	"tsʰu"	5	"銼醋軸"
"cu"	"tsʰu"	7	"戳[(白)]促[(白)]㪕[～起棍子]"
"zzu"	"dzu"	2	"逐"
"zzu"	"dzu"	3	"坐[(白)]"
"zzu"	"dzu"	6	"座[(白)一～屋]"
"su"	"su"	1	"蓑[(白)]梭[(白)]蘇[(文)]酥[(文)]梳[(文)]疏蔬筲速[(文)]叔[(文)]淑粟[(文)]俗[(文)]束"
"su"	"su"	2	"宿[(文)星～；住～]肅[(文)]縮"
"su"	"su"	3	"鎖[(白)]數[(文)動詞]"
"su"	"su"	5	"素訴塑數[(文)名詞]潲[(白)]漱"
"su"	"su"	7	"索[(白)]速[(白)]肅[(白)]宿[(白)]俗[(白)]"
"ssu"	"zu"	2	"續族逐熟[(文)]肉[(文)]贖[(文)]蜀辱褥屬"
"ssu"	"zu"	5	"錯[(白)]"
"ssu"	"zu"	7	"鑿[(白)]濁[(白)]鐲[(白)]"
"gu"	"ku"	1	"歌[(白)]鍋姑孤箍骨[(文)]穀[(文)]谷[(文)]"
"gu"	"ku"	3	"果古估牯股鼓"
"gu"	"ku"	5	"個[(白)]過故固僱顧教[(白)～書]窖[(白)]"
"gu"	"ku"	7	"鴿[(白)]各[(白)]郭[(白)]廓[(白)]角[(白)]穀[(白)]谷[(白)]"
"ku"	"kʰu"	1	"枯窟哭[(文)]酷"
"ku"	"kʰu"	3	"苦"
"ku"	"kʰu"	5	"庫褲"
"ngu"	"ŋu"	5	"餓[(白)]"
"u"	"u"	1	"烏污塢窩握沃屋[(文)]屙"
"u"	"u"	2	"吳吾蜈[(文)]梧[(文)]"
"u"	"u"	3	"五[(文)]伍[(文)]午舞鵡梧"
"u"	"u"	5	"誤悟[(文)]"
"u"	"u"	7	"惡[可恨；善～]屋[(白)]"
"ddy"	"dy"	2	"槌錘捶"
"ly"	"ly"	2	"律"
"ly"	"ly"	3	"呂鋁旅"
"ly"	"ly"	5	"慮濾"
"zhy"	"tɕy"	1	"豬[(文)]諸居誅蛛朱株珠硃拘龜[(白)烏～]錐[(白)～人]菊掬橘"
"zhy"	"tɕy"	3	"煮[(文)]舉主拄矩嘴[(白)～皮：嘴唇]鬼[(白)～頭蜂：馬蜂]"
"zhy"	"tɕy"	5	"著據駐註注蛀鑄駒句醉[(白)]貴[(白)]劇"
"zhy"	"tɕy"	7	"骨[(白)～頭]"
"chy"	"tɕʰy"	1	"趨區樞驅吹[(白)]黢[～黑]出[(文)]屈曲[(文)]虧[(白)～本]"
"chy"	"tɕʰy"	3	"處[相～；～所]取跪[(白)]"
"chy"	"tɕʰy"	5	"趣[(文)]"
"chy"	"tɕʰy"	7	"出[(白)]曲[(白)]"
"zzhy"	"dʑy"	2	"儲渠廚殊瞿局槌錘捶"
"zzhy"	"dʑy"	3	"柱[(白)]豎[(白)]"
"zzhy"	"dʑy"	6	"序敘緒苧巨拒距聚娶柱[(文)]住[(文)]豎[(文)]具俱懼櫃[(白)]"
"gny"	"ȵy"	3	"女[(文)]"
"shy"	"ɕy"	1	"書舒虛噓墟須鬚需輸戌[(文)]籲戍蓄[儲～]荽[芫～]"
"shy"	"ɕy"	3	"暑鼠[(文)]黍署許髓水[(白)]"
"shy"	"ɕy"	5	"庶恕絮[(文)]壻稅[(白)]杵"
"shy"	"ɕy"	7	"戌[(白)～時]"
"y"	"y"	1	"穢[(白)污濁：引申指糞肥、尿肥：淋大～：澆糞；淋小～：澆尿]"
"y"	"y"	2	"魚[(文)]於淤余餘愚虞娛迂于盂圍[(白)～裙]域疫役郁鬱浴"
"y"	"y"	3	"語與雨宇禹羽"
"y"	"y"	5	"御禦譽預豫遇㝢芋喻愈榆逾愉裕魏[(白)～家村：地名]育玉獄慾浴"
"diu"	"tiu"	7	"着[(白)～衣：穿衣]"
"zhiu"	"tɕiu"	7	"酌[(白)]腳[(白)]角[(白)一～錢]"
"chiu"	"tɕʰiu"	1	"雀"
"shiu"	"ɕiu"	7	"削[(白)]"
"sshiu"	"ʑiu"	7	"弱[(白)]"
"iu"	"iu"	7	"約[(白)]藥[(白)]"
"ba"	"pa"	1	"巴[(文)]芭[(文)]粑[(文)]疤[(文)]爸八[(文)]班[(白)]板[(白)]般[(白)]"
"ba"	"pa"	3	"板[(白)]版[(白)]把[(文)]"
"ba"	"pa"	5	"霸欛[(文)]坝[(文)]拜[(白)]絆[(白)]"
"ba"	"pa"	7	"八[(白)]鉢[(白)]"
"pa"	"pʰa"	1	"攀[(白)]"
"pa"	"pʰa"	5	"怕[(文)]帕襻[(白)扣～～：中式的紐襻]"
"pa"	"pʰa"	7	"潑[(白)～水]"
"bba"	"ba"	2	"爬[(文)]耙[(文)]琶杷[(文)]鈀[(文)]排[(白)]牌[(白)]拔[(文)～河]罰[(文)]襪[(文)]伐筏"
"bba"	"ba"	3	"罷[(白)]"
"bba"	"ba"	6	"罷[(文)]稗[(白)]犯[(白)～人]乏"
"bba"	"ba"	7	"罰[(白)～呱款：罰了款]"
"ma"	"ma"	1	"媽抹[(文)]"
"ma"	"ma"	2	"麻[(文)]痳[(文)]蟆[蛤～：青蛙]埋[(白)]蠻[(白)]"
"ma"	"ma"	3	"馬[(文)]碼[(文)]買[(白)]瓣[(白)]晚[(白)～～：叔父；老～：排行最小的]"
"ma"	"ma"	5	"賣[(白)]慢[(白)]"
"ma"	"ma"	7	"抹[(白)]襪[(白)]"
"fa"	"fa"	1	"花[(文)]法[(文)]翻[(白)]番[(白)]發[(文)]髮[(文)]"
"fa"	"fa"	3	"緩[(白)]反[(白)]返[(白)]"
"fa"	"fa"	5	"化[(文)]販[(白)]"
"fa"	"fa"	7	"法[(白)]發[(白)]髮[(白)]"
"ffa"	"va"	6	"飯[(白)]萬[(白)]"
"da"	"ta"	1	"答[(文)]搭[(文)]單[(白)]達褡[(文)]"
"da"	"ta"	3	"打"
"da"	"ta"	5	"帶[～子]"
"ta"	"tʰa"	1	"他[(文)]踏[(文)]沓[(文)]塔[(文)]塌[(文)]榻灘[(白)]攤[(白)]獺癱[(白)]"
"ta"	"tʰa"	3	"疸"
"ta"	"tʰa"	5	"炭[(白)]"
"ta"	"tʰa"	7	"脫[(白)]遢[邋～]"
"dda"	"da"	2	"譚[(白)]檀[(白)]壇[(白)]罈[(白)]彈[(白)]"
"dda"	"da"	6	"大"
"na"	"na"	2	"拿納難[(白)]捺[(文)]"
"na"	"na"	3	"奶[～水]"
"na"	"na"	5	"奈"
"na"	"na"	7	"捺[(白)]"
"la"	"la"	1	"臘[(文)]蠟[(文)]辣[(文)]"
"la"	"la"	2	"來[(白)]拉蘭[(白)]攔[(白)]欄[(白)]"
"la"	"la"	3	"懶[(白)]喇[～叭]哪"
"la"	"la"	5	"癩[(白)]爛[(白)]那"
"la"	"la"	7	"辣邋[～遢]"
"za"	"tsa"	1	"渣[(文)]災[(白)]栽[(白)]劄[(文)]眨[(文)]鍘[(文)]"
"za"	"tsa"	3	"盞[(白)]札[(文)]扎[(文)]攢[(白)]"
"za"	"tsa"	5	"榨[(文)]詐乍炸[油～]灒[(白)]軋[(文)]"
"za"	"tsa"	7	"閘[(文)]鍘[(白)]扎[(白)]札[(白)]"
"ca"	"tsʰa"	1	"差[(文)～別]叉[(文)]杈[(文)]猜[(白)]參[(白)]插[(文)]擦[(文)]察餐[(白)]"
"ca"	"tsʰa"	3	"鏟[(白)]𰫏[～子：穀子，子實是小米]"
"ca"	"tsʰa"	5	"岔[(文)]菜[(白)]蔡[(白)]"
"ca"	"tsʰa"	7	"擦[(白)]"
"zza"	"dza"	1	"雜[(文)]"
"zza"	"dza"	2	"茶[(文)]財[(白)]裁[(白)]查[(文)]"
"zza"	"dza"	3	"在[(白)]"
"sa"	"sa"	1	"沙[(文)]紗[(文)]廈[偏～]杉薩山[(白)]殺[(文)]"
"sa"	"sa"	3	"灑[(文)]傻散[(白)]傘[(白)]"
"sa"	"sa"	5	"散[(白)～會]撒"
"ssa"	"za"	1	"雜[(文)]"
"ga"	"ka"	1	"街[(白)]間[(白)中～]"
"ga"	"ka"	3	"改[(白)]解[(白)～鞋：脫鞋]減[(白)]"
"ga"	"ka"	5	"界[(白)～基：籬笆]芥[(白)]戒[(白)]間[(白)～子：單間屋子]解[押～]"
"ga"	"ka"	7	"夾[(白)～倒：夾著]挾[(白)～菜]"
"ka"	"kʰa"	1	"揩[(白)]"
"ka"	"kʰa"	3	"卡[～倒呱哩：卡住了]"
"ka"	"kʰa"	5	"胯[(白)]"
"ka"	"kʰa"	7	"掐[(白)]"
"gga"	"ɡa"	3	"㐄[跨：～過門口]跨[(訓讀)～過門口]"
"kka"	"ɡʱa"	3	"㐄[跨：～溝]跨[(訓讀)～溝]"
"nga"	"ŋa"	1	"挨[(白)～近]安[(白)]鞍[(白)]娭[～毑：母親]丫[(白)～起口：張著嘴]"
"nga"	"ŋa"	2	"伢[月哩～～：嬰兒]"
"nga"	"ŋa"	3	"矮[(白)]眼[(白)]埯[坑]"
"nga"	"ŋa"	5	"砑[～平]暗[(白)]岸[(白)]晏[(白)晚：～呱哩：晚了]"
"nga"	"ŋa"	7	"軋[(白)～棉花]"
"xa"	"xa"	1	"哈[～～：笑聲]"
"xa"	"xa"	3	"喊[(白)]哈[～醒：傻子]"
"xa"	"xa"	5	"哈[打～～]"
"xa"	"xa"	7	"瞎[(白)]"
"xxa"	"ɣa"	2	"蛤[～蟆]鞋[(白)]閑[(白)]"
"xxa"	"ɣa"	3	"蟹[(白)]"
"xxa"	"ɣa"	6	"莧[(白)～菜]不[(訓讀)～要]"
"xxa"	"ɣa"	7	"狹[(白)]匣[(白)]"
"a"	"a"	1	"啊"
"bia"	"pia"	7	"啪[(訓讀)槍聲]"
"dia"	"tia"	1	"爹[(白)～～：祖父]"
"dia"	"tia"	7	"扶[(訓讀)～過門口]"
"tia"	"tʰia"	3	"舔"
"zhia"	"tɕia"	1	"家[(文)]加嘉傢齋佳夾[(文)]裌[(文)]甲[(文)]胛[(文)]匣[(文)]挾[(文)]"
"zhia"	"tɕia"	3	"假賈"
"zhia"	"tɕia"	5	"架[(文)]駕[(文)]稼價[(文)]"
"chia"	"tɕʰia"	1	"恰[(文)]掐[(文)]"
"chia"	"tɕʰia"	5	"斜[(訓讀)]"
"chia"	"tɕʰia"	7	"插[(白)]恰[(白)]"
"zzhia"	"dʑia"	2	"斜[(文)]"
"zzhia"	"dʑia"	3	"拃[一～]㐄[跨：～過門口]跨[(訓讀)～過門口]"
"cchia"	"dʑʱia"	3	"㐄[跨：～溝]跨[(訓讀)～溝]"
"gnia"	"ȵia"	1	"𪐀[挨著：緊相～]"
"gnia"	"ȵia"	2	"𪐀[～起來]"
"shia"	"ɕia"	1	"蝦[(文)]篩[(白)]狹[(文)]峽洽瞎[(文)]轄"
"shia"	"ɕia"	5	"曬[(白)]"
"shia"	"ɕia"	7	"殺[(白)]"
"sshia"	"ʑia"	1	"壓[(文)]押[(文)]"
"sshia"	"ʑia"	2	"霞瑕暇柴[(白)]佘"
"sshia"	"ʑia"	6	"夏[姓]廈[～門]"
"sshia"	"ʑia"	7	"押[(白)]壓[(白)]"
"ia"	"ia"	1	"鴉[(文)]丫[(文)～頭]鴨[(文)]"
"ia"	"ia"	2	"牙[(文)]芽[(文)]衙涯螢[(白)～火唧：螢火蟲]爺[～～：曾祖父]"
"ia"	"ia"	3	"雅啞[(文)]"
"ia"	"ia"	5	"亞"
"zua"	"tsua"	1	"抓[(文)]"
"zua"	"tsua"	3	"爪"
"zua"	"tsua"	5	"啄[(白)～木鳥唧]"
"zzua"	"dzua"	6	"抓[(白)～癢]"
"sua"	"sua"	1	"刷[(文)]"
"sua"	"sua"	3	"耍"
"sua"	"sua"	5	"涮[(白)]"
"ssua"	"zua"	6	"淋[(訓讀)～雨]"
"gua"	"kua"	1	"瓜[(文)]乖[(白)]括[(文)]関[(白)]刮[(文)]"
"gua"	"kua"	3	"寡剮"
"gua"	"kua"	5	"怪[(白)]掛[(文)]卦[(文)]慣[(白)]"
"gua"	"kua"	7	"割[(白)]葛[(白)]括[(白)]刮[(白)]"
"kua"	"kʰua"	1	"跨誇"
"kua"	"kʰua"	3	"垮"
"kua"	"kʰua"	5	"塊[(白)量詞：一～磚]快[(白)]胯[(文)～骨]"
"ua"	"ua"	1	"蛙窪歪[(白)]彎[(白)]灣[(白)來～：地名]哇[老～：烏鴉]"
"ua"	"ua"	2	"還[(白)]環[(白)]華鏵樺懷[(白)]槐[(白)]滑[(文)]猾[(文)]挖[(文)]"
"ua"	"ua"	3	"搲[～米：舀米]瓦[(文)]豌[(白)]腕[(白)]挽[(白)]"
"ua"	"ua"	5	"壞[(白)]畫[(文)]話[(文)]劃[(文)]"
"ua"	"ua"	7	"滑[(白)]猾[(白)]挖[(白)]"
"lya"	"lya"	7	"捋[～袖子]"
"zhya"	"tɕya"	1	"抓[(文)]"
"zhya"	"tɕya"	5	"啄[(白)]"
"chya"	"tɕʰya"	7	"撮[(白)～斗：撮垃圾的簸箕]"
"zzhya"	"dʑya"	2	"瘸[～子：手殘]"
"zzhya"	"dʑya"	6	"淋[(訓讀)～雨]"
"shya"	"ɕya"	1	"閂[(白)]拴[(白)]"
"shya"	"ɕya"	7	"刪[(白)]刷[(白)]"
"sshya"	"ʑya"	2	"豺[(白)]"
"sshya"	"ʑya"	6	"寨[(白)]賺[(白)]"
"be"	"pe"	1	"搬[(白)]"
"be"	"pe"	2	"北[(文)]百[(文)]柏[(文)]伯[(文)]白[(文)]帛陌"
"be"	"pe"	5	"半[(白)]"
"be"	"pe"	7	"北[(白)]"
"pe"	"pʰe"	2	"勃泊[(白)飄～]迫拍[(文)]魄"
"bbe"	"be"	2	"盤[(白)]"
"bbe"	"be"	3	"拌[(白)]"
"me"	"me"	2	"瞞[(白)]沒墨[(文)]默麥[(文)]脈[(文)]"
"me"	"me"	3	"滿[(白)水～呱哩：水滿了]"
"fe"	"fe"	1	"歡[(白)]忽勿[(文)]"
"fe"	"fe"	5	"喚[(白)]煥[(白)]"
"de"	"te"	2	"得[(文)]德"
"te"	"tʰe"	7	"特[(白)]"
"dde"	"de"	2	"特[(文)]"
"le"	"le"	2	"肋[(文)]勒"
"ze"	"tse"	1	"窄[(文)]摘[(文)]"
"ze"	"tse"	2	"則側[(文)]責[(文)]"
"ce"	"tsʰe"	2	"測拆[(文)]㿭[(文)]策冊[(文)]"
"se"	"se"	1	"澀[(文)]瑟虱[(文)]"
"se"	"se"	2	"塞[(文)]色[(文)]嗇[(文)]"
"sse"	"ze"	2	"賊[(文)]澤擇[(文)]宅"
"ge"	"ke"	2	"格[(文)]革[(文)]隔[(文)]嗝[(文)]膈[(文)]"
"ge"	"ke"	5	"鋸"
"ge"	"ke"	7	"格[(白)]革[(白)]隔[(白)]給[(白)]嗝[(白)]隔[(白)]"
"ke"	"kʰe"	2	"刻[時～]克客[(文)]"
"ke"	"kʰe"	5	"去"
"ke"	"kʰe"	7	"咳刻[刀～]"
"nge"	"ŋe"	2	"魚[(白)]漁額[(文)]扼軛[(文)]"
"xe"	"xe"	1	"黑[(文)]"
"xe"	"xe"	2	"赫嚇[(文)]"
"xe"	"xe"	5	"去"
"xxe"	"ɣe"	2	"核兒而"
"xxe"	"ɣe"	3	"爾耳[(文)]餌"
"xxe"	"ɣe"	6	"二[(文)一～三]貳[(文)]"
"e"	"e"	1	"這[(訓讀)～個]"
"bie"	"pie"	1	"膘[(白)]標[(白)]鞭[(白)]編[(白)]鳊[(白)]鱉[(文)]邊[(白)]逼[(文)]憋[(文)]"
"bie"	"pie"	3	"蝙[(白)]扁[(白)]匾[(白)]"
"bie"	"pie"	5	"變[(白)]看[(訓讀)]"
"bie"	"pie"	7	"掰[～苞谷]"
"pie"	"pʰie"	1	"篇[(白)]偏[(白)]撇[(文)]"
"pie"	"pʰie"	5	"騙[(白)]遍[(白)]片"
"pie"	"pʰie"	7	"撇[(白)～開]"
"bbie"	"bie"	2	"便[(白)～宜]"
"bbie"	"bie"	6	"便[(白)方～]"
"mie"	"mie"	1	"滅[(文)]篾[(文)]"
"mie"	"mie"	2	"苗[(白)]描[(白)]棉[(白)]"
"mie"	"mie"	3	"免"
"mie"	"mie"	5	"廟[(白)]面[(白)]麵[(白)]"
"mie"	"mie"	7	"滅[(白)]"
"die"	"tie"	1	"雕[(白)]跌[(文)]顛[(白)]爹[(文)～～：祖父]"
"die"	"tie"	3	"鳥[(白)]點[(白)]"
"die"	"tie"	5	"釣[(白)]吊[(白)]店[(白)]"
"tie"	"tʰie"	1	"挑[(白)]添[(白)]帖[(文)]貼[(文)]天[(白)]鐵[(文)]"
"tie"	"tʰie"	5	"跳[(白)]"
"ddie"	"die"	1	"疊碟牒蝶諜"
"ddie"	"die"	2	"條[(白)]甜[(白)]田[(白)]"
"ddie"	"die"	3	"簟[(白)]"
"ddie"	"die"	6	"掉[(白)]調[(白)～動]墊[(白)]地"
"ddie"	"die"	7	"直[(白)]"
"lie"	"lie"	1	"列[(文)]烈[(文)]裂[(文)]"
"lie"	"lie"	2	"鐮[(白)]獵連[(白)]蓮[(白)]劣"
"lie"	"lie"	5	"料[(白)]"
"lie"	"lie"	7	"列[(白)]烈[(白)]裂[(白)]力[(白)]"
"zhie"	"tɕie"	1	"遮[(文)]雞[(白)]箕[(白)]基[(白)]焦[(白)]蕉[(白)]椒[(白)]占[(白)～米]尖[(白)]接[(文)]摺[(文)]褶[(文)]劫[(文)]給[(文)]煎[(白)]折浙揭[(文)]結[(文)]潔節[(文)]"
"zhie"	"tɕie"	3	"者揀[(白)]剪[(白)]繭[(白)]撿[(白)]筧[(白)]姐[(文)]毑[娭～：母親]"
"zhie"	"tɕie"	5	"借[(文)]叫[(白)]佔[(白)]劍[(白)]箭[(白)]顫[(白)]哲見[(白)]蔗"
"zhie"	"tɕie"	7	"摺[(白)]褶[(白)]劫[(白)]揭[(白)]織[(白)]"
