#a													
pʰ	①□{~开，即拨开} ②排牌徘 ③㧳{把脚～开} ⑤派												
m	②埋 ③买 ⑤卖迈												
ts	①灾栽斋哉 ③宰载{一年半∽}崽 ⑤在再债寨载{~重}												
tsʰ	①猜钗差{公~} ②才材财豺柴裁③采彩踩睬 ⑤菜蔡												
s	①腮筛 ②□{磨时间} ⑤晒赛												
t	①呆{痴～} ③逮 ⑤待代带怠殆袋贷戴大{草头～王}												
tʰ	①胎 ②台抬苔 ③大{白} ⑤太态泰汰												
n	①奶{~～,指乳房，乳汁} ②来莱 ③乃奶 ⑤耐奈赖癞籁												
k	①该街 ③改解{～开} ⑤盖丐												
kʰ	①开揩 ③楷凯铠 ⑤慨溉概												
x	①□{“~一顿”,即大吃一顿} ②鞋 ③还{～有}海 ⑤害亥骇												
ŋ	①哀埃挨{∽拢} ②岩呆{∽板}挨{~打} ③矮蔼 ⑤爱艾碍隘												
Ø	②唉 ③哎 ⑤唉												
#iai													
tɕ	①皆阶 ③解{~放} ⑤介界芥届戒疥械诫												
ɕ	②孩谐偕 ⑤懈蟹解{姓}												
Ø	②延筵												
#uai													
ts	①栽{～斤头，～瞌睡} ②拽{捶打} ⑤□{走路一∽一∽}												
tsʰ	①揣 ③喘 ⑤□{放泼}												
s	①衰 ③甩摔 ⑤帅率{∽领}												
z	①□{唱音阶“2”的声音}												
k	①乖 ②拐 ⑤怪												
kʰ	③块蒯 ⑤快筷会{～计}刽桧												
x	①欢{白，空∽喜} ③怀槐淮 ⑤坏												
Ø	①歪 ③外{外号}崴{~脚} ⑤外												
#ei													
p	①杯悲卑碑婢背{~上} ③□{∽倒，即讨好} ⑤辈倍被陛秘臂背{脊∽}鐾{∽刀}焙{∽干}												
pʰ	①批披坯胚丕 ②培赔陪裴 ③呸 ⑤配佩臂辔沛												
m	①没{～得} ②梅枚煤媒霉玫 ③每美 ⑤妹昧媚寐魅												
f	①飞非妃菲霏扉 ②肥 ③匪翡诽悱 ⑤费痱肺废吠												
#uei													
ts	①追锥 ②贼{小偷} ③嘴 ⑤罪最坠醉缀赘												
tsʰ	①吹炊崔催 ②垂锤槌 ⑤碎粹脆翠												
s	②谁随 ③水髓 ⑤岁睡税絮瑞												
z	⑤锐芮蕊												
t	①堆 ③趸 ⑤对队兑碓												
tʰ	①推 ②颓 ③腿 ⑤退蜕												
n	①垒{“∽尖”,盛得冒尖} ②雷擂{∽细} ③垒儡磊累{积∽} ⑤内类泪累{劳∽}擂{∽台}												
k	①圭闺硅龟规归 ③轨诡鬼 ⑤跪癸柜贵桂												
kʰ	①亏盔魁窥 ②葵逵奎 ③傀愧  ⑤溃												
x	①灰恢挥辉徽麾 ②回茴 ③梅 ⑤会汇绘贿晦惠讳慧秽												
Ø	①威煨{小火炖煮} ②危桅维唯帷微违韦围为{行～} ③委萎苇伟尾纬 ⑤卫为{～了}伪位味未魏胃畏谓慰												
#uᶹ													
p	②不 ③补 ⑤布怖步部脯												
pʰ	①捕铺{∽设} ②卜仆扑朴葡蒲菩讣 ③普谱浦 ⑤铺{店∽}簿												
m	②木模目穆 ③母姆拇 ⑤□{脑筋∽}												
f	①夫肤麸呼俘敷孵 ②胡湖浮扶芙狐壶复腑符 ③虎府俯腐甫斧抚浒釜辅 ⑤户沪戽护互父付傅赋副富负妇附赴												
v	①乌钨污巫诬 ⑥吴蜈吾梧无屋 ③午舞武侮鹉伍 ⑤误悟务雾戊恶{厌~}												
ts	①朱珠株诛硃蛛猪租诸 ②祝竹烛触逐筑轴卒 ③主祖组阻煮 ⑤住注柱驻蛀註做著箸铸助苎 {∽麻}												
tsʰ	①初粗雏 ②除出锄储褚厨畜处 ③处{∽理}础楚杵拄 ⑤醋处{∽所}												
s	①苏书舒枢殊输酥疏梳蔬 ②叔淑熟蜀属 ③暑署薯鼠数{动词 } ⑤树竖素嗦恕数{～学}诉塑庶漱												
z	②入如茹儒擩{∽进去} ③汝乳												
t	①都{~城}嘟 ②毒督独 ③堵赌肚{毛∽} ⑤肚{∽腹}杜度渡镀妬												
tʰ	②图涂途突徒屠 ③土吐 ⑤兔												
n	①漉{油∽∽} ②卢炉芦庐律录绿禄陆鹿六 ③努鲁橹虏卤 ⑤怒路露鹭												
k	①姑菇孤沽辜 ②骨 ③古估牯䀇{∽子}股鼓 ⑤故固锢雇顾												
kʰ	①枯箍 ②哭窟跍{蹲} ③苦 ⑤库裤												
#au													
p	①包抱{～娃娃}胞 ②宝保堡饱 ⑤报暴爆豹抱{怀~}雹刨{∽床}												
pʰ	②袍刨{～开}咆庖 ③跑 ⑤炮泡{～菜}疱												
m	①猫 ②毛矛{～盾}茅髦 ③卯铆 ⑤冒帽貌												
ts	①招昭朝{～夕}糟遭{～遇} ②着{白，遭，∽打} ③早枣蚤澡找沼爪 ⑤灶皂赵兆罩召照诏												
tsʰ	①抄钞操超 ②曹槽朝{～廷}潮巢 ③草吵炒 ⑤造糙燥躁												
s	①烧梢捎稍骚臊筲 ②苕韶 ③嫂少{多∽}扫{~地}晌 ⑤哨绍邵少{老∽}扫{∽把}潲臊{∽子}												
z	②饶桡挠娆 ③扰绕{围～} ⑤绕{~圈子}												
t	①刀 ③岛祷倒{~下} ⑤道到倒{∽水}稻盗												
tʰ	①滔掏□{骂} ②逃桃淘陶萄涛 ③讨 ⑤套导												
n	①捞 ②劳涝牢唠 ③脑恼老 ⑤闹												
k	①高膏羔糕 ③搞稿 ⑤告窖												
kʰ	①敲 ②搅{白} ③考烤 ⑤告犒												
x	①蒿薅 ②篙毫豪壕号{呼~} ③好{～坏} ⑤浩耗好{爱～}号												
ŋ	①熬{～肉} ②熬{∽药}敖 ③袄咬 ⑤傲奥懊坳												
#iau													
p	①标膘彪镖猋{飞跑} ③表裱婊 ⑤甭{“不要”的合音 }												
pʰ	①飘漂{～流}缥 ②瓢嫖 ③瞟 ⑤票漂{∽亮}												
m	①苗描矛{～子，即长矛}瞄 ③秒渺杳藐 ⑤妙庙谬{旧读}												
t	①刁叼貂雕挑{~选} ⑤吊钓掉调{∽度}												
tʰ	①挑{～担} ②条调{∽整} ③掉{训读，∽换} ⑤跳												
n	①缭{用针缝} ②辽疗燎瞭撩聊寥 ③了{∽解} ⑤廖料尥{∽蹄子}撂												
tɕ	①焦蕉交郊胶椒浇娇骄教 {∽书} 蛟姣 ②狡{这个人太～} ③狡绞饺铰皎剿侥缴搅{∽拌}矫{~正} ⑤叫轿嚼教{∽育}校{∽对}较觉{睡~}												
tɕʰ	①悄锹繰{～边}跷橇 ②乔桥侨荞瞧樵 ③巧 ⑤窍俏撬												
ɕ	①肖消霄宵硝销箫嚣 ②淆 ③小晓 ⑤笑校效孝酵鞘												
ȵ	③鸟 ⑤尿												
Ø	①幺吆要{～求}腰妖邀 ②摇遥谣窑尧姚 ③舀 ⑤要跃耀鹞												
#əu													
f	③否												
ts	①周邹舟州洲 ③走肘帚 ⑤奏昼宙咒纣												
tsʰ	①抽搊{往上～} ②绸稠筹愁仇酬 ③丑 ⑤臭骤凑												
s	①收搜飕馊 ③手守首叟艘擞 ⑤受授兽寿瘦嗽售												
z	②柔揉{～眼睛} ⑤肉												
t	①都{全～}逗{~人}兜篼 ③陡斗{北～} ⑤斗{～争}逗{~号}豆												
tʰ	①偷 ②头投 ③抖 ⑤透												
n	①搂{～钱} ②娄楼偻{脏，不体面} ③篓缕屡搂{～抱} ⑤漏陋												
k	①勾钩沟 ③狗苟 ⑤够购构												
kʰ	①抠眍{病得眼睛都落～了} ②扣{反～过来} ③口 ⑤叩扣寇												
x	①齁 ②侯喉猴 ③吼 ⑤后厚候												
ŋ	①殴欧瓯讴 ③呕偶藕 ⑤伛												
#iəu													
m	⑤谬												
t	①丢												
n	①溜 ②留榴流硫琉刘 ③柳绺												
tɕ	①纠鸠炙揪{抓}鬏阄 ③久玖酒韭□{拧} ⑤旧究救就咎柩舅疚												
tɕʰ	①秋丘蚯邱鳅 ②求球仇{姓}㞗裘 ③臼 ⑤□{象声词，仿川剧锣鼓中钹的声音}												
ɕ	①休修羞 ②囚泅酋 ③朽 ⑤秀绣锈袖嗅												
ȵ	①扭{拧} ②牛 ③扭{∽转}纽钮伍 ⑤蚴{∽得动}												
Ø	①优忧悠幽 ② 尤犹由油邮游 ③友有酉 ⑤又右佑幼柚釉诱莠												
#y													
n	②驴 ③吕旅履 ⑤虑滤吏												
tɕ	①锥{白，刺}居拘驹俱车{～马炮} ②局桔 ③举矩 ⑤巨拒距锯据句具惧剧聚												
tɕʰ	①区驱蛆趋 ②瞿渠 ③取 ⑤去趣砌												
ɕ	①需须虚嘘墟虽绥 ②徐 ③许 ⑤叙序绪遂隧												
ȵ	③女												
Ø	①淤吁迂 ②于吁{呼～}盂余鱼渔愚娱虞榆役疫 ③与语宇羽雨禹 ⑤玉芋裕愈喻逾愉遇寓预豫御誉												
#aⁿ													
p	①班斑搬板般颁 ③板版 ⑤半伴拌办扮瓣												
pʰ	①攀潘 ②盘蟠磐 ⑤判叛绊盼襻{鞋~}												
m	②蛮瞒馒 ③满 ⑤曼慢谩漫蔓												
f	①番翻藩幡蕃 ②凡帆矾烦繁樊 ③反返 ⑤泛范犯贩饭												
ts	①沾粘簪毡瞻 ③展斩崭盏攒{~钱} ⑤占战站暂赞栈蘸贱錾{∽子}												
tsʰ	①参{～加}餐 ②蚕惭残缠谗馋 ③产惨阐 ⑤灿孱{~头儿}												
s	①山衫扇{～风} ②蝉禅蟾 ③闪伞陕散{∽了} ⑤善膳骟单{姓}散{分∽}扇{风∽}												
z	②然燃 ③染冉												
t	①单丹耽担{∽任} ③胆掸泹{用开水烫} ⑤旦但担{～子}淡蛋诞弹{子～}												
tʰ	①贪滩摊 ②谈痰潭谭弹{~琴}坛罐檀 ③坦袒毯 ⑤叹炭												
n	①喃{语助，表疑问} ②南男兰拦栏篮难{～易} ③览揽懒漤{用盐~} ⑤烂滥难{患～}婪												
k	①竿干{∽湿}肝杆{栏∽}甘柑尴 ③感敢秆扞赶杆{笔~} ⑤干{～事}淦												
kʰ	①刊堪勘龛嵌 ③砍坎侃槛{门～} ⑤看瞰												
x	①憨酣 ②含咸寒韩衔函 ③喊罕 ⑤汉汗旱焊憾翰苋陷鼾												
ŋ	①安鞍淹庵鹌桉氨 ②谙{估计猜想} ⑤暗按案岸雁晏{晚}												
Ø	①□{叹词，表应答、惊愕、疑向等} ⑤□{叹词，表不满，遗憾}												
#iɛⁿ													
p	①边编鞭砭 ③扁匾蝙贬 ⑤变便辨辫辩卞												
pʰ	①偏篇 ②便{∽宜}骈 ③片{竹~} ⑤遍骗片{∽面}												
m	②绵棉眠 ③免勉缅冕 ⑤面												
t	①颠滇巅癫 ③点典碘 ⑤电店踮佃垫殿奠甸玷												
tʰ	①天添 ②田甜填恬 ③舔												
n	①连{黄∽树} ②奁连莲联怜廉镰帘 ③脸 ⑤恋练链楝殓敛												
tɕ	①尖肩坚艰兼监奸煎间 ③剪茧践锏舰简俭检柬拣减碱 ⑤见件剑贱渐荐鉴建监{太∽}间{~断 }												
tɕʰ	①千迁牵签谦笺钎芊 ②前钱黔钳潜乾虔犍 ③浅遣谴 ⑤欠歉芡倩茜												
ɕ	①先仙鲜{新~} ②闲贤嫌娴 ③显险洗燹 ⑤县现献线限羡宪												
ȵ	①研拈 ②年严阎 ③碾辇撵俨捻{纸~} ⑤念验谚酽砚												
Ø	①炎咽{～喉}烟焉蔫腌阉燕{∽国}  ②言盐檐颜 ③眼掩演衍 ⑤厌艳焰宴堰咽 {吞∽} 燕晏 {姓}掞{∽花椒面}												
#uaⁿ													
ts	①专砖钻{～研} ③转{～眼}啭 ⑤赚撰篆钻{～头}转{∽圈}传												
tsʰ	①川穿汆{～汤} ②船椽传攒{四马~蹄} ③铲 ⑤串窜篡												
s	①酸删珊拴栓 ⑤算蒜疝涮闩												
t	①端 ②□{象声词，仿川剧锣鼓中大锣的声音} ③短 ⑤段锻缎断												
tʰ	②团抟{～拢} ③抟{“～倒”,即巴结，讨好}												
n	②鸾峦栾滦孪 ③暖卵 ⑤乱												
k	①关观官棺鳏冠{衣~} ③管馆 ⑤贯惯灌罐冠{~军}观{道教庙宇}												
kʰ	①宽 ③款盥												
x	①欢 环还{归～}桓横 {～顺} ③缓 ⑤患宦幻唤换焕痪豢												
Ø	①弯湾 ②完玩顽丸 ③宛碗晚 挽腕绾{卷} ⑤万												
#yɛⁿ													
tɕ	①娟捐绢卷{∽头发} ③卷{∽起} ⑤眷倦卷{试∽}圈{猪∽}												
tɕʰ	①圈{圆∽} ②全权泉拳痊荃 ③犬 ⑤劝券												
ɕ	①萱暄揎{～开}宣喧轩掀鲜{朝∽} ②涎{∽脸}玄悬眩弦旋{盘∽}  ③选癣 ⑤楦旋{∽风}漩												
Ø	①渊冤鸢 ②辕原源芫猿元园袁圆援沿缘员 ③远 ⑤怨願院苑												
#ən													
p	①奔崩 ③本 ⑤笨奔{~前程}												
pʰ	①凴{～倒，即靠着} ②盆彭膨												
m	①闷{整天～在家里}门{恁∽} ②门{～窗} ③满{白，水装~了} ⑤闷{烦~}												
f	①分芬纷 ②坟焚 ③粉 ⑤奋愤忿份粪喷												
ts	①斟{∽酌}蒸征争睁增尊遵正 {∽月}真贞针珍诊侦 ③枕整振震拯 ⑤正政证镇阵郑症赠憎												
tsʰ	①伸村称撑逞{～威风}参{～差} ②承丞呈层曾 { ~经}澄成诚尘陈程沉臣存 ③惩 ⑤趁慎衬秤蹭{磨磨~~}												
s	①生牲声参 {人∽}升申身僧深斟{~酒} ②神晨辰乘 ③省审婶沈损笋榫 ⑤胜圣盛甚剩肾												
z	①扔 ②人仁壬任{姓} ③忍韧纫 ⑤认仍任												
t	①登灯敦墩 ②□{猛力扯} ③等戥{~子} ⑤盾顿钝遁邓凳瞪												
tʰ	①吞 ②腾誊藤疼豚 ③□{颠簸、震动} ⑤□{“～倒”,即互相观望，推诿不管}												
n	①抡{捻，如“用指拇一~} ②抡{～起}仑轮伦沦能楞 ③冷 ⑤论嫩恁												
k	①跟梗耕庚羹更{三~} ③耿哽粳梗 ⑤更埂												
kʰ	①坑 ③肯啃恳垦 ⑤□{“~~”器物表面凹下或隆起处}												
x	①亨哼 ②恒痕衡 ③很狠 ⑤杏恨												
ŋ	①恩樱 ②摁{被硬物顶着} ⑤硬												
#in													
p	①兵冰宾槟彬斌蓖 ③丙柄饼禀秉⑤并病												
pʰ	①拼姘 ②平评坪贫凭频屏瓶 ③品 ⑤聘												
m	①□{～甜，即很甜} ②民岷明盟名铭鸣冥 ③敏皿抿悯闽 ⑤命												
t	①丁钉疔 ②盯 ③顶鼎 ⑤定订锭掟{扔、掷}												
tʰ	①听厅 ②亭停廷庭蜓 ③挺艇 ⑤听{量词}												
n	①拎 ②林淋宁灵铃鳞邻陵凌临磷 ③领岭檩 ⑤另令吝赁佞凌{~冰}凝												
tɕ	①惊精晴禁{～不住}今金斤巾晶经津筋荆京 ③尽{～管}紧仅谨井警景颈境 ⑤进近尽晋禁劲敬竞竟静净镜												
tɕʰ	①亲青清轻卿钦 ②秦芹勤琴晴擎禽擒情 ③请寝 ⑤庆浸侵磐罄												
ɕ	①心星腥辛新薪兴{～旺} ②形型刑行{～走} ③醒省{反∽} ⑤幸姓性信衅兴{高~}												
ȵ	②凝												
Ø	①樱{文}鹰莺应{答～}英音因姻阴婴缨蝇殷 ②迎银淫吟赢寅拧{～筋} ③引饮影隐颖 ⑤应{响∽}印映荫{∽浸}□{用升、斗、量杯之类估量}												
#uən													
ts	③准												
tsʰ	①春椿 ③蠢 ⑤寸												
s	①孙狲荪 ②纯绳唇醇 ③瞬 ⑤顺舜												
z	⑤闰润孕												
k	③滚 ⑤棍												
kʰ	①昆坤鲲 ②浑{∽身} ③捆 ⑤困												
x	①昏婚浑{∽水}荤混{∽水} ②魂横 ⑤混{∽合}												
Ø	①温瘟 ②文纹蚊闻 ③稳吻刎 ⑤问紊												
#yn													
tɕ	①君军均钧 ③锦迥炯 ⑤菌俊郡峻竣												
tɕʰ	①倾 ②群裙琼 ③顷 ⑤去{白，∽年子}												
ɕ	①欣勋熏醺 ②寻巡循旬荀询 ⑤训迅讯逊殉												
Ø	①晕 ②云匀荣营萤纭耘 ③运韵泳咏熨陨殒 ⑤尹允永												
#aŋ													
p	①帮邦梆 ②□{象声词} ③榜膀绑 ⑤棒谤傍蚌泵												
pʰ	①滂{∽臭，意即很臭} ②螃旁庞 ③髈{蹄} ⑤胖												
m	①□{∽子，意即傻子}  ②忙芒茫盲 ③莽蟒												
f	①方芳 ②房防妨 ③纺仿访肪 ⑤放												
ts	①张章樟脏赃 ②□{捶击} ③长涨掌 ⑤丈仗账帐胀障脏葬藏{西∽}												
tsʰ	①仓苍昌菖倡窗 ②长场肠 ③厂敝{推断为“敞”误记为“敝”}  ⑤唱畅												
s	①桑商伤 ②常裳尝嫦 ③赏偿嗓搡 ⑤上尚丧												
z	②瓤 ③壤嚷酿攘 ⑤让												
t	①当{充∽} ②□{象声词} ③党挡 ⑤荡当{恰∽}凼{水坑 }												
tʰ	①汤 ②堂棠唐糖塘 ③躺倘 ⑤烫趟												
n	①躼{细瘦} ②狼郎廊囊 ③朗啷 ⑤浪												
k	①冈刚{∽强}纲钢岗缸 ③港 ⑤杠虹{单用}												
kʰ	①康糠 ②扛 ③慷䆲{盖、扣} ⑤抗炕												
x	①夯 ②航杭行{银∽} ③□{“~气”，即“喘气”} ⑤巷项												
ŋ	①肮 ③昂{～扬} ⑤仰{白，∽起颈子}												
#iaŋ													
pʰ	③□{“一∽∽”,即一大片} ⑤□ { ~他几耳巴子}												
t	①拎{“～倒”,抓住、提起}												
n	①良粮凉梁粱 ③两辆 ⑤亮量谅晾												
tɕ	①刚{白，∽才}江姜将浆僵缰豇 ③讲桨奖蒋 ⑤匠降将酱犟糨{~子}												
tɕʰ	①枪腔羌 ②墙强藏{∽好} ③抢强{勉∽} ⑤象{好～}呛												
ɕ	①香乡相箱厢襄镶 ②详祥降 ③想响饷{关∽}享 ⑤向象{大∽}像橡相{丞∽}												
ȵ	①嬢 ②娘 ⑤酿{吃油腻甜食过多而发闷}												
Ø	①央秧殃 ②羊洋阳杨扬疡 ③养痒氧 ⑤样漾												
#uaŋ													
ts	①装庄桩 ②□{象声词} ③奘{“～起”,即凑成整数} ⑤壮状												
tsʰ	①疮 ②床 ③闯撞 ⑤创												
s	①双霜 ③爽												
k	①光 ②□{象声词} ③广 ⑤咣{把刀～一下}□{～点儿漆}逛光{～头}												
kʰ	①匡诓筐眶框 ②狂 ③□{“～起”,即套上、戴上} ⑤况矿旷邝												
x	①荒慌 ②黄磺簧皇隍凰 ③谎恍幌 ⑤晃												
Ø	①汪 ②王亡 ③往枉网 ⑤望旺妄忘												
#oŋ													
p	①绷 ②□{象声词} ③□{象声词} ⑤蹦迸												
pʰ	①埲{灰尘～起多高} ②朋棚篷蓬 ③捧 ⑤碰												
m	①蒙{~了一层灰} ②谋萌懵蒙{∽古}朦 ③亩某猛蒙{用手~脸} ⑤孟梦茂贸												
f	①风疯丰封峰锋蜂 ②冯逢缝{∽补} ③讽 ⑤凤奉俸缝{裂～}												
ts	①中忠钟宗综棕终舂 ③总肿冢种{∽子} ⑤众仲纵重皱中{~靶}种{∽田}												
tsʰ	①充聪匆葱囱冲{~锋} ②虫从丛崇重{~复} ③宠 ⑤冲{往天上∽}												
s	①松嵩 ②□{∽嘴，即馋嘴} ③耸怂悚 ⑤送宋颂讼诵												
z	②戎绒茸 ③冗□ {∽毛}												
t	①东冬 ②□{～毛了，意即惹火了} ③董懂 ⑤动洞冻栋												
tʰ	①通捅 ②同铜筒桐童瞳 ③桶统 ⑤痛												
