声韵	调	#漢字	解釋
ŋɘ	1	歐	
ŋɘ	1	毆	
ŋɘ	3	偶	
ŋɘ	3	嘔	
ŋɘ	3	藕	
ŋɘ	3	藕	
ŋɘ	5	慪	
ŋɘ	5	漚	
ŋõ	1	骯	
Ǿe	2	兒	
Ǿe	3	耳	
Ǿe	6	二	
Ǿe	7	熱	
Ǿi	1	衣	
Ǿi	2	移姨	
Ǿi	5	藝意	
Ǿi	7	日一益	
Ǿiã	1	秧	
Ǿiã	2	贏	
Ǿiã	3	癢影	
Ǿiã	6	讓樣	
Ǿiɒ	1	腰	
Ǿiɒ	2	搖	
Ǿiɒ	3	繞	
Ǿiɒ	5	要	
Ǿie	7	葉	
Ǿin	1	音	
Ǿin	2	人銀蠅贏容	
Ǿin	3	引隱影擁	
Ǿin	5	任印	
Ǿin	6	認用	
Ǿio	7	約藥	
Ǿĩ	1	煙	
Ǿĩ	2	炎鹽嚴延	
Ǿĩ	5	厭	
Ǿiɔ	2	牙爺	
Ǿiɔ	3	野	
Ǿiɔ	6	夜	
Ǿiɔ	7	鴨	
Ǿiɘ	1	優	
Ǿiɘ	2	油	
Ǿiɘ	3	有	
Ǿiɘ	5	幼	
Ǿiɘ	6	右	
Ǿiɘ	7	肉育褥浴	
Ǿo	7	惡握	
Ǿõ	2	黃	
Ǿõ	3	網	
Ǿu	1	烏	
Ǿu	2	吳	
Ǿu	3	五武	
Ǿu	5	霧	
Ǿu	6	霧	
Ǿu	7	物屋	
Ǿua	1	歪	
Ǿua	6	外	
Ǿuã	1	彎	
Ǿuã	2	頑	
Ǿuã	3	晚	
Ǿuã	6	萬	
Ǿuõ	2	完王	
Ǿuõ	5	旺	
Ǿuɔ	1	挖	
Ǿuɔ	3	瓦	
Ǿuɔ	7	滑襪	
Ǿuɜ	2	危圍	
Ǿuɜ	3	尾	
Ǿuɜ	5	衛胃	
Ǿuɜ	6	位味	
Ǿuən	1	溫翁	
Ǿuən	2	蚊	
Ǿuən	6	問	
Ǿy	2	如魚余	
Ǿy	3	雨	
Ǿy	5	遇裕玉	
Ǿy	6	芋	
Ǿy	7	入	
Ǿye	7	月越	
Ǿyĩ	1	冤	
Ǿyĩ	2	圓鉛原園	
Ǿyĩ	3	軟遠	
Ǿyĩ	5	院	
Ǿyn	2	勻雲榮營	
Ǿyn	3	永	
Ǿyn	5	運	
Ǿyn	6	閏	
Ǿya	7	月	
Ǿø̃	3	碗	
õ	3	碗	
õ	3	網	
õ	3	輞	
ɸa	2	懷	
ɸa	2	槐	
ɸa	2	淮	
ɸa	6	壞	
ɸan	1	番	
ɸan	1	翻	
ɸan	2	凡	
ɸan	2	帆	
ɸan	2	煩	
ɸan	2	環	
ɸan	2	繁	
ɸan	2	藩	
ɸan	2	還	
ɸan	3	反	
ɸan	5	患	
ɸan	5	泛	
ɸan	5	範	
ɸan	5	范	
ɸan	5	販	
ɸan	6	犯	
ɸan	6	飯	
ɸu	1	夫	
ɸu	1	敷	
ɸu	1	膚	
ɸu	2	乎	
ɸu	2	俘	
ɸu	2	呼	
ɸu	2	壺	
ɸu	2	扶	
ɸu	2	湖	
ɸu	2	狐	
ɸu	2	瓠	
ɸu	2	符	
ɸu	2	胡	
ɸu	2	芙	
ɸu	2	鬍	
ɸu	3	府	
ɸu	3	撫	
ɸu	3	斧	
ɸu	3	滸	
ɸu	3	腐	
ɸu	3	腑	
ɸu	3	虎	
ɸu	3	釜	
ɸu	5	副	
ɸu	5	婦	
ɸu	5	富	
ɸu	5	戶	
ɸu	5	戽	
ɸu	5	斛	
ɸu	5	滬	
ɸu	5	父	
ɸu	5	護	
ɸu	5	負	
ɸu	5	賦	
ɸu	5	阜	
ɸu	5	附	
ɸu	6	互	
ɸu	6	付	
ɸu	6	傅	
ɸu	6	瓠	
ɸu	7	伏	
ɸu	7	佛	
ɸu	7	幅	
ɸu	7	彿	
ɸu	7	復	
ɸu	7	忽	
ɸu	7	服	
ɸu	7	福	
ɸu	7	腹	
ɸu	7	蝠	
ɸu	7	複	
ɸu	7	覆	
ɸɔ	1	花	
ɸɔ	2	划	
ɸɔ	2	樺	
ɸɔ	2	華	
ɸɔ	5	劃	
ɸɔ	5	化	
ɸɔ	5	罰	
ɸɔ	6	畫	
ɸɔ	6	話	
ɸɔ	7	乏	
ɸɔ	7	伐	
ɸɔ	7	法	
ɸɔ	7	發	
ɸɔ	7	筏	
ɸɔ	7	髮	
ɸɜ	1	妃	
ɸɜ	1	徽	
ɸɜ	1	恢	
ɸɜ	1	揮	
ɸɜ	1	灰	
ɸɜ	1	輝	
ɸɜ	1	非	
ɸɜ	1	飛	
ɸɜ	1	麾	
ɸɜ	3	匪	
ɸɜ	3	悔	
ɸɜ	3	毀	
ɸɜ	3	賄	
ɸɜ	5	匯	
ɸɜ	5	吠	
ɸɜ	5	廢	
ɸɜ	5	晦	
ɸɜ	5	核	
ɸɜ	5	疿	
ɸɜ	5	繪	
ɸɜ	5	肺	
ɸɜ	5	費	
ɸɜ	6	匯	
ɸɜ	6	會	
ɸən	1	分	
ɸən	1	婚	
ɸən	1	封	
ɸən	1	峯	
ɸən	1	昏	
ɸən	1	楓	
ɸən	1	瘋	
ɸən	1	紛	
ɸən	1	芬	
ɸən	1	葷	
ɸən	1	蜂	
ɸən	1	豐	
ɸən	1	鋒	
ɸən	1	風	
ɸən	2	墳	
ɸən	2	橫	
ɸən	2	焚	
ɸən	2	縫	
ɸən	2	豶	
ɸən	2	逢	
ɸən	2	餛	
ɸən	2	馮	
ɸən	2	魂	
ɸən	3	混	
ɸən	3	渾	
ɸən	3	粉	
ɸən	3	諷	
ɸən	5	俸	
ɸən	5	噴	
ɸən	5	奉	
ɸən	5	奮	
ɸən	5	憤	
ɸən	5	糞	
ɸən	5	鳳	
ɸən	6	份	
ɸən	6	縫	
ɸɘ	3	否	
ɸõ	2	房	
ʂɒ	1	燒	
ʂɒ	1	燒	
ʂɒ	2	韶	
ʂɒ	3	少	
ʂɒ	5	少	
ʂɒ	5	紹	
ʂɒ	5	邵	
ʂe	5	射	
ʂe	5	社	
ʂe	5	舌	
ʂe	5	舍	
ʂe	5	射舌	
ʂe	7	失[訓讀，本字“折”]	
ʂẽ	5	善	
ʂẽ	6	善	
ʂo	5	勺	
ʂo	5	芍	
ʂõ	1	傷聲	
ʂõ	2	嘗	
ʂõ	6	上	
ʂa	7	失	
ʂa	7	攝	
ʂa	7	涉	
ʂa	7	設	
ʂa	7	設失[訓讀，本字“折”]	
ʂɔ	1	賒	
ʂɔ	2	佘	
ʂɔ	2	蛇	
ʂɔ	2	蛇	
ʂɔ	3	捨	
ʂɔ	5	射	
ʂɔ	5	石	
ʂɔ	5	赦	
ʂɔ	5	射石	
ʂɔ	6	射	
ʂɔ	6	社	
ʂɔ	6	麝	
ʂən	1	伸	
ʂən	1	升	
ʂən	1	深	
ʂən	1	申	
ʂən	1	聲	
ʂən	1	身	
ʂən	1	深身升聲	
ʂən	2	乘	
ʂən	2	唇	
ʂən	2	塍	
ʂən	2	晨	
ʂən	2	盛	
ʂən	2	神	
ʂən	2	繩	
ʂən	2	辰	
ʂən	2	神辰唇繩	
ʂən	3	嬸	
ʂən	3	審	
ʂən	3	沈	
ʂən	5	勝	
ʂən	5	愼	
ʂən	5	甚	
ʂən	5	盛	
ʂən	5	聖	
ʂən	5	腎	
ʂən	5	葚	
ʂən	6	什	
ʂən	6	剩	
ʂən	6	剩	
ʂɘ	1	收	
ʂɘ	3	守	
ʂɘ	3	手	
ʂɘ	3	首	
ʂɘ	3	手	
ʂɘ	5	受	
ʂɘ	5	授	
ʂɘ	5	壽熟	
ʂɘ	6	壽	
ʂɘ	6	壽	
ʂɘ	7	叔	
ʂɘ	7	屬	
ʂɘ	7	淑	
ʂɘ	7	熟	
ʂɘ	7	獸	
ʂɘ	7	蜀	
ʂɘ	7	贖	
ʂɘ	7	叔熟贖屬	
ʂõ	1	傷	
ʂõ	1	商	
ʂõ	1	聲	
ʂõ	2	嘗	
ʂõ	2	常	
ʂõ	2	裳	
ʂõ	3	償	
ʂõ	3	賞	
ʂõ	5	尙	
ʂõ	6	上	
ʂõ	6	尙	
ʂʅ	1	尸	
ʂʅ	1	屍	
ʂʅ	1	施	
ʂʅ	1	詩	
ʂʅ	2	匙	
ʂʅ	2	時	
ʂʅ	2	時	
ʂʅ	3	使	
ʂʅ	3	始	
ʂʅ	3	屎	
ʂʅ	3	矢	
ʂʅ	3	豉	
ʂʅ	3	使	
ʂʅ	5	世	
ʂʅ	5	侍	
ʂʅ	5	勢	
ʂʅ	5	十	
ʂʅ	5	嗜	
ʂʅ	5	式	
ʂʅ	5	示	
ʂʅ	5	視	
ʂʅ	5	試	
ʂʅ	5	誓	
ʂʅ	5	逝	
ʂʅ	5	世試十式	
ʂʅ	6	市	
ʂʅ	6	是	
ʂʅ	6	氏	
ʂʅ	6	柿市	
ʂʅ	7	室	
ʂʅ	7	實	
ʂʅ	7	濕	
ʂʅ	7	石	
ʂʅ	7	蝕	
ʂʅ	7	識	
ʂʅ	7	適	
ʂʅ	7	釋	
ʂʅ	7	食	
ʂʅ	7	飾	
ʂʅ	7	實食石	
ʐʅ	7	日	
