声韵	调	#漢字	解釋
põ	1	邦	
põ	2	旁	
põ	2	盤	
põ	2	螃	
põ	2	龐	
põ	3	榜	
põ	3	綁	
põ	5	伴	
põ	5	半	
põ	5	棒	
põ	5	謗	
põ	6	拌	
põ	6	絆	
põ	6	蚌	
sa	1	篩	
sa	1	腮	
sa	1	衰	
sa	1	鰓	
sa	3	灑	
sa	5	帥	
sa	5	曬	
sa	5	賽	
sa	5	曬	
san	1	三	
san	1	刪	
san	1	山	
san	1	杉	
san	3	傘	
san	3	散	
san	3	磉	
san	5	涮	
san	5	疝	
sã	1	三衫山	
sã	3	傘	
sɒ	1	捎	
sɒ	1	梢	
sɒ	1	臊	
sɒ	1	騷	
sɒ	3	嫂	
sɒ	3	掃	
sɒ	3	嫂	
sɒ	5	掃	
sɒ	5	潲	
sɒ	6	稍	
ɕi	1	犀	
ɕi	1	西	
ɕi	1	需	
ɕi	1	須	
ɕi	1	鬚	
ɕi	2	璽	
ɕi	3	徙	
ɕi	3	洗	
ɕi	3	髓	
ɕi	5	壻	
ɕi	5	細	
ɕi	5	絮	
ɕi	7	夕	
ɕi	7	媳	
ɕi	7	席	
ɕi	7	恤	
ɕi	7	息	
ɕi	7	悉	
ɕi	7	惜	
ɕi	7	戌	
ɕi	7	戍	
ɕi	7	昔	
ɕi	7	析	
ɕi	7	熄	
ɕi	7	習	
ɕi	7	襲	
ɕi	7	錫	
ɕian	1	廂	
ɕian	1	星	
ɕian	1	湘	
ɕian	1	相	
ɕian	1	箱	
ɕian	1	襄	
ɕian	1	鄕	
ɕian	1	鑲	
ɕian	1	香	
ɕian	3	享	
ɕian	3	想	
ɕian	3	醒	
ɕian	3	響	
ɕian	5	像	
ɕian	5	橡	
ɕian	5	相	
ɕian	5	腥	
ɕiɒ	1	宵	
ɕiɒ	1	消	
ɕiɒ	1	硝	
ɕiɒ	1	簫	
ɕiɒ	1	蕭	
ɕiɒ	1	銷	
ɕiɒ	1	霄	
ɕiɒ	3	小	
ɕiɒ	5	笑	
ɕiɒ	5	鞘	
ɕie	1	些	
ɕie	5	謝	
ɕie	7	卸	
ɕie	7	屑	
ɕie	7	楔	
ɕie	7	泄	
ɕie	7	瀉	
ɕie	7	薛	
ɕie	7	雪	
ɕiẽ	1	仙	
ɕiẽ	1	先	
ɕiẽ	1	宣	
ɕiẽ	1	鮮	
ɕiẽ	2	旋	
ɕiẽ	2	涎	
ɕiẽ	3	癬	
ɕiẽ	3	選	
ɕiẽ	5	線	
ɕiẽ	5	羡	
ɕin	1	心	
ɕin	1	新	
ɕin	1	星	
ɕin	1	薪	
ɕin	1	辛	
ɕin	5	信	
ɕin	5	姓	
ɕin	5	性	
ɕin	5	腥	
ɕin	5	訊	
ɕin	5	迅	
ɕio	7	削	
ɕiɔ	2	邪	
ɕiɔ	3	寫	
ɕiɔ	7	錫	
ɕiɘ	1	修	
ɕiɘ	1	羞	
ɕiɘ	5	秀	
ɕiɘ	5	繡	
ɕiɘ	5	袖	
ɕiɘ	5	銹	
ɕiɘ	7	俗	
ɕiɘ	7	宿	
ɕiɘ	7	粟	
so	1	唆	
so	1	梭	
so	1	蓑	
so	3	所	
so	3	瑣	
so	3	鎖	
so	3	鎖所	
so	7	塑	
so	7	朔	
so	7	率	
so	7	素	
so	7	索	
so	7	蟀	
so	7	索	
sõ	1	霜雙	
sa	7	嗇	
sa	7	塞	
sa	7	瑟	
sa	7	色	
sa	7	蝨	
sa	7	虱塞色	
sɔ	1	挲	
sɔ	1	杉	
sɔ	1	柵	
sɔ	1	沙	
sɔ	1	砂	
sɔ	1	紗	
sɔ	1	莎	
sɔ	1	沙杉	
sɔ	3	傻	
sɔ	3	撒	
sɔ	3	耍	
sɔ	7	刷	
sɔ	7	殺	
sɔ	7	薩	
sɔ	7	殺刷	
sɜ	1	雖	
sɜ	2	隨	
sɜ	2	隨	
sɜ	5	歲	
sɜ	5	碎	
sɜ	5	隧	
sɜ	5	碎歲	
sən	1	參	
sən	1	孫	
sən	1	嵩	
sən	1	松	
sən	1	森	
sən	1	牲	
sən	1	生	
sən	1	甥	
sən	1	鬆	
sən	1	孫生松	
sən	2	巡	
sən	2	循	
sən	2	旬	
sən	2	殉	
sən	2	省	
sən	2	荀	
sən	3	損	
sən	3	榫	
sən	3	省	
sən	3	筍	
sən	3	筍省	
sən	5	宋	
sən	5	訟	
sən	5	送	
sən	5	遜	
sən	5	頌	
sən	5	送宋	
sɘ	1	搜	
sɘ	1	梳	
sɘ	1	疏	
sɘ	1	蒐	
sɘ	1	蔬	
sɘ	1	蘇	
sɘ	1	酥	
sɘ	1	颼	
sɘ	1	餿	
sɘ	3	叟	
sɘ	3	數	
sɘ	3	數	
sɘ	5	嗽	
sɘ	5	數	
sɘ	5	漱	
sɘ	5	瘦	
sɘ	5	素	
sɘ	5	訴	
sɘ	5	數瘦	
sɘ	7	宿	
sɘ	7	縮	
sɘ	7	續	
sɘ	7	肅	
sɘ	7	速	
sɘ	7	宿縮	
sø̃	1	酸閂	
sø̃	5	算	
sõ	1	喪	
sõ	1	孀	
sõ	1	栓	
sõ	1	桑	
sõ	1	酸	
sõ	1	閂	
sõ	1	雙	
sõ	1	霜	
sõ	3	嗓	
sõ	3	爽	
sõ	5	喪	
sõ	5	算	
sõ	5	蒜	
sɿ	1	司	
sɿ	1	師	
sɿ	1	廝	
sɿ	1	思	
sɿ	1	斯	
sɿ	1	獅	
sɿ	1	私	
sɿ	1	絲	
sɿ	1	師絲	
sɿ	3	使	
sɿ	3	史	
sɿ	3	死	
sɿ	3	駛	
sɿ	3	死	
sɿ	5	仕	
sɿ	5	似	
sɿ	5	嗣	
sɿ	5	四	
sɿ	5	士	
sɿ	5	巳	
sɿ	5	廁	
sɿ	5	祀	
sɿ	5	肆	
sɿ	5	訴	
sɿ	5	飼	
sɿ	5	四	
sɿ	6	事	
sɿ	6	柿	
sɿ	6	寺事	
ta	1	獃	
ta	2	臺	
ta	2	苔	
ta	2	台	
ta	5	代	
ta	5	帶	
ta	5	待	
ta	5	怠	
ta	5	戴	
ta	5	貸	
ta	5	袋帶	
ta	6	大	
ta	6	大	
tan	1	丹	
tan	1	單	
tan	1	擔	
tan	1	耽	
tan	2	壇	
tan	2	彈	
tan	2	檀	
tan	2	潭	
tan	2	罈	
tan	2	談	
tan	2	譚	
tan	3	撣	
tan	3	膽	
tan	5	擔	
tan	5	旦	
tan	5	誕	
tan	6	但	
tan	6	彈	
tan	6	淡	
tan	6	蛋	
tã	1	單	
tã	2	潭彈	
tã	3	膽	
tã	6	淡	
tɒ	1	刀	
tɒ	1	叨	
tɒ	1	刀	
tɒ	2	桃	
tɒ	2	淘	
tɒ	2	濤	
tɒ	2	萄	
tɒ	2	逃	
tɒ	2	陶	
tɒ	2	桃	
tɒ	3	倒	
tɒ	3	島	
tɒ	3	禱	
tɒ	5	倒	
tɒ	5	到	
tɒ	5	導	
tɒ	5	盜	
tɒ	5	稻	
tɒ	5	道	
tɒ	5	道	
tɒ	6	道	
tɒ	6	道	
ti	1	低	
ti	1	的	
ti	1	低	
ti	2	啼	
ti	2	堤	
ti	2	提	
ti	2	蹄	
ti	2	題	
ti	3	底	
ti	3	抵	
ti	5	帝	
ti	5	的	
ti	5	弟地	
ti	6	地	
ti	6	弟	
ti	6	第	
ti	6	遞	
ti	6	弟遞地	
ti	7	嫡	
ti	7	敵	
ti	7	滴	
ti	7	狄	
ti	7	笛	
ti	7	笛	
tian	1	釘	
tian	5	釘	
tiã	1	釘	
tiɒ	1	刁	
tiɒ	1	貂	
tiɒ	1	雕	
tiɒ	2	條	
tiɒ	2	調	
tiɒ	2	條	
tiɒ	3	屌	
tiɒ	3	鳥	
tiɒ	3	鳥	
tiɒ	5	弔	
tiɒ	5	掉	
tiɒ	5	調	
tiɒ	5	釣	
tiɒ	5	釣	
tie	1	爹	
tie	5	鬥	
tie	7	跌碟	
tiẽ	1	掂	
tiẽ	1	顚	
tiẽ	2	塡	
tiẽ	2	甜	
tiẽ	2	田	
tiẽ	3	典	
tiẽ	3	點	
tiẽ	5	奠	
tiẽ	5	店	
tiẽ	5	殿	
tiẽ	5	電	
tiẽ	6	佃	
tiẽ	6	墊	
tiẽ	6	簟	
tin	1	丁	
tin	1	疔	
tin	1	釘	
tin	1	釘	
tin	2	亭	
tin	2	停	
tin	2	庭	
tin	2	廷	
tin	2	蜓	
tin	2	停	
tin	3	頂	
tin	3	鼎	
tin	3	頂	
tin	5	定	
tin	5	釘	
tin	5	錠	
tin	5	定	
tin	6	訂	
tin	6	定	
tĩ	2	甜田	
tĩ	3	點典	
tĩ	5	店	
tĩ	6	墊	
tiɔ	2	提	
tiɔ	7	提	
tiɔ	7	滴	
tiɘ	1	丟	
tiɘ	1	丟	
to	1	多	
to	1	多	
to	2	它	
to	2	馱	
to	2	駝	
to	3	朶	
to	3	躱	
to	3	躲	
to	5	刴	
to	5	惰	
to	6	舵	
to	7	奪	
to	7	奪	
tõ	2	糖	
tõ	3	黨	
tsa	1	栽	
tsa	1	災	
tsa	1	齋	
tsa	2	才	
tsa	2	材	
tsa	2	柴	
tsa	2	纔	
tsa	2	裁	
tsa	2	豺	
tsa	2	財	
tsa	2	財柴	
tsa	3	宰	
tsa	3	崽	
tsa	3	載	
tsa	5	債	
tsa	5	再	
tsa	5	載	
tsa	6	在	
tsa	6	寨	
tsan	1	簪	
tsan	2	慚	
tsan	2	殘	
tsan	2	痰	
tsan	2	蠶	
tsan	2	讒	
tsan	3	攢	
tsan	3	斬	
tsan	3	棧	
tsan	3	盞	
tsan	5	灒	
tsan	5	站	
tsan	5	綻	
tsan	5	蘸	
tsan	5	贊	
tsan	6	暫	
tsan	6	站	
tsan	6	賺	
tsan	6	鏨	
tsã	2	蠶	
tsã	6	賺	
tsɒ	1	䐬	
tsɒ	1	糟	
tsɒ	1	遭	
tsɒ	2	巢	
tsɒ	2	曹	
tsɒ	2	槽	
tsɒ	3	找	
tsɒ	3	早	
tsɒ	3	棗	
tsɒ	3	澡	
tsɒ	3	爪	
tsɒ	3	早找	
tsɒ	5	竈	
tsɒ	5	罩	
tsɒ	5	灶罩	
tsɒ	6	皂	
tsɒ	6	造	
tɕi	2	徐	
tɕi	2	臍	
tɕi	2	齊	
tɕi	3	擠	
tɕi	5	劑	
tɕi	5	濟	
tɕi	5	祭	
tɕi	5	薺	
tɕi	5	際	
tɕi	6	聚	
tɕi	7	即	
tɕi	7	疾	
tɕi	7	積	
tɕi	7	籍	
tɕi	7	績	
tɕi	7	脊	
tɕi	7	藉	
tɕi	7	跡	
tɕi	7	輯	
tɕi	7	集	
tɕi	7	鯽	
tɕian	1	井	
tɕian	1	將	
tɕian	1	漿	
tɕian	2	晴	
tɕian	2	牆	
tɕian	2	祥	
tɕian	2	詳	
tɕian	3	槳	
tɕian	3	獎	
tɕian	3	蔣	
tɕian	5	將	
tɕian	5	醬	
tɕian	6	匠	
tɕian	6	象	
tɕiɒ	1	椒	
tɕiɒ	1	焦	
tɕiɒ	1	蕉	
tɕiɒ	2	噍	
tɕiɒ	2	樵	
tɕiɒ	2	瞧	
tɕiɒ	3	剿	
tɕiɒ	5	醮	
tɕie	3	姐	
tɕie	7	接	
tɕie	7	節	
tɕie	7	絕	
tɕiẽ	1	尖	
tɕiẽ	1	煎	
tɕiẽ	2	全	
tɕiẽ	2	前	
tɕiẽ	2	泉	
tɕiẽ	2	潛	
tɕiẽ	2	錢	
tɕiẽ	3	剪	
tɕiẽ	3	踐	
tɕiẽ	5	漸	
tɕiẽ	5	箭	
tɕiẽ	5	薦	
tɕiẽ	5	餞	
tɕiẽ	6	賤	
tɕin	1	晶	
tɕin	1	津	
tɕin	1	睛	
tɕin	1	精	
tɕin	2	尋	
tɕin	2	情	
tɕin	2	秦	
tɕin	3	井	
tɕin	3	儘	
tɕin	5	晉	
tɕin	5	進	
tɕin	5	靖	
tɕin	5	靜	
tɕin	6	淨	
tɕin	6	盡	
tɕio	7	爵	
tɕiɔ	2	斜	
tɕiɔ	3	姐	
tɕiɔ	5	借	
tɕiɔ	5	藉	
tɕiɔ	6	謝	
tɕiɘ	2	囚	
tɕiɘ	2	泅	
tɕiɘ	3	酒	
tɕiɘ	6	就	
tso	2	昨	
tso	3	佐	
tso	3	左	
tso	3	左	
tso	6	坐	
tso	6	座	
tso	6	坐	
tso	7	作	
tso	7	卓	
tso	7	捉	
tso	7	撮	
tso	7	昨	
tso	7	桌	
tso	7	琢	
tso	7	作桌鐲	
tsõ	1	裝樁	
tsõ	2	床	
tsõ	5	壯	
tsa	7	側	
tsa	7	則	
tsa	7	窄	
tsa	7	責	
tsa	7	賊	
tsa	7	賊側窄摘	
tsɔ	1	渣	
tsɔ	1	蚤	
tsɔ	2	搽	
tsɔ	2	査	
tsɔ	2	茶	
tsɔ	2	茶	
tsɔ	5	乍	
tsɔ	5	柵	
tsɔ	5	榨	
tsɔ	5	炸	
tsɔ	5	煠	
tsɔ	5	詐	
tsɔ	7	啄	
tsɔ	7	摘	
tsɔ	7	眨	
tsɔ	7	紮	
tsɔ	7	軋	
tsɔ	7	雜閘紮	
tsɜ	3	嘴	
tsɜ	3	嘴	
tsɜ	5	最	
tsɜ	5	醉	
tsɜ	5	醉	
tsɜ	6	罪	
tsɜ	6	罪	
tsɜ	7	卒	
tsɜ	7	賊	
tsɜ	7	卒	
tsən	1	僧	
tsən	1	增	
tsən	1	宗	
tsən	1	尊	
tsən	1	崇	
tsən	1	徵	
tsən	1	憎	
tsən	1	曾	
tsən	1	椶	
tsən	1	爭	
tsən	1	眞	
tsən	1	睜	
tsən	1	箏	
tsən	1	罾	
tsən	1	臻	
tsən	1	蹲	
tsən	1	遵	
tsən	1	鬃	
tsən	1	僧爭貞	
tsən	2	叢	
tsən	2	存	
tsən	2	層	
tsən	2	從	
tsən	2	曾	
tsən	2	層松	
tsən	3	總	
tsən	5	俊	
tsən	5	縱	
tsən	5	蹤	
tsən	5	俊粽	
tsən	6	揞	
tsən	6	陣	
tsɘ	1	租	
tsɘ	1	鄒	
tsɘ	1	雛	
tsɘ	1	租	
tsɘ	2	愁	
tsɘ	2	鋤	
tsɘ	2	鋤愁	
tsɘ	3	祖	
tsɘ	3	組	
tsɘ	3	走	
tsɘ	3	阻	
tsɘ	3	走	
tsɘ	5	做	
tsɘ	5	奏	
tsɘ	5	皺	
tsɘ	5	縐	
tsɘ	5	做	
tsɘ	6	助	
tsɘ	7	足	
tsɘ	7	足	
tsʰa	1	差	
tsʰa	1	猜	
tsʰa	3	彩	
tsʰa	3	採	
tsʰa	3	睬	
tsʰa	5	菜	
tsʰa	5	蔡	
tsʰa	5	菜	
tsʰan	1	參	
tsʰan	1	攙	
tsʰan	1	釵	
tsʰan	1	餐	
tsʰan	3	慘	
tsʰan	3	產	
tsʰan	3	鏟	
tsʰan	5	燦	
tsʰã	3	鏟產	
tsʰɒ	1	抄	
tsʰɒ	1	操	
tsʰɒ	1	鈔	
tsʰɒ	1	抄	
tsʰɒ	3	吵	
tsʰɒ	3	炒	
tsʰɒ	3	草	
tsʰɒ	3	騲	
tsʰɒ	3	草	
tsʰɒ	5	糙	
tsʰɒ	5	躁	
tsʰɒ	5	造	
tsʰɒ	5	糙造	
tɕʰi	1	妻	
tɕʰi	1	棲	
tɕʰi	1	蛆	
tɕʰi	1	趨	
tɕʰi	1	黢	
tɕʰi	3	取	
tɕʰi	3	娶	
tɕʰi	5	砌	
tɕʰi	5	趣	
tɕʰi	7	七	
tɕʰi	7	寂	
tɕʰi	7	戚	
tɕʰi	7	漆	
tɕʰi	7	績	
tɕʰian	3	搶	
tɕʰian	3	請	
tɕʰian	5	槍	
tɕʰian	5	靑	
tɕʰiɒ	1	繰	
tɕʰiɒ	1	鍬	
tɕʰiɒ	3	悄	
tɕʰiɒ	5	俏	
tɕʰie	3	且	
tɕʰie	7	切	
tɕʰie	7	妾	
tɕʰie	7	截	
tɕʰie	7	捷	
tɕʰiẽ	1	千	
tɕʰiẽ	1	殲	
tɕʰiẽ	1	箋	
tɕʰiẽ	1	簽	
tɕʰiẽ	1	籤	
tɕʰiẽ	1	遷	
tɕʰiẽ	3	淺	
tɕʰin	1	侵	
tɕʰin	1	淸	
tɕʰin	1	蜻	
tɕʰin	1	親	
tɕʰin	1	靑	
tɕʰin	3	寢	
tɕʰin	3	請	
tɕʰin	5	沁	
tɕʰin	5	浸	
tɕʰin	5	親	
tɕʰio	7	嚼	
tɕʰio	7	雀	
tɕʰio	7	鵲	
tɕʰiɘ	1	秋	
tsʰo	1	搓	
tsʰo	5	戳	
tsʰo	5	銼	
tsʰo	5	錯	
tsʰo	5	鑿	
tsʰo	5	錯	
tsʰo	7	戳	
tsʰo	7	撮	
tsʰo	7	辵	
tsʰõ	1	倉瘡窗	
tsʰõ	3	撞	
tsʰa	7	冊	
tsʰa	7	宅	
tsʰa	7	廁	
tsʰa	7	拆	
tsʰa	7	擇	
tsʰa	7	測	
tsʰa	7	澤	
tsʰa	7	策	
tsʰa	7	測拆策	
tsʰɔ	1	叉	
tsʰɔ	1	差	
tsʰɔ	1	杈	
tsʰɔ	1	插	
tsʰɔ	5	岔	
tsʰɔ	5	揀	
tsʰɔ	5	鍘	
tsʰɔ	5	擇	
tsʰɔ	7	㿭	
tsʰɔ	7	察	
tsʰɔ	7	插	
tsʰɔ	7	擦	
tsʰɔ	7	擦	
tsʰɜ	1	催	
tsʰɜ	1	崔	
tsʰɜ	5	粹	
tsʰɜ	5	翠	
tsʰɜ	5	脆	
tsʰən	1	囪	
tsʰən	1	從	
tsʰən	1	怱	
tsʰən	1	村	
tsʰən	1	皴	
tsʰən	1	聰	
tsʰən	1	葱	
tsʰən	1	村蔥	
tsʰən	3	慫	
tsʰən	3	懲	
tsʰən	5	寸	
tsʰən	5	忖	
tsʰən	5	襯	
tsʰən	5	贈	
tsʰən	5	寸	
tsʰɘ	1	初	
tsʰɘ	1	搊	
tsʰɘ	1	粗	
tsʰɘ	1	初	
tsʰɘ	3	楚	
tsʰɘ	3	礎	
tsʰɘ	5	湊	
tsʰɘ	5	醋	
tsʰɘ	5	湊	
tsʰɘ	7	促	
tsʰɘ	7	族	
tsʰɘ	7	猝	
tsʰɘ	7	驟	
tsʰɘ	7	族	
tsʰõ	1	倉	
tsʰõ	1	汆	
tsʰõ	1	瘡	
tsʰõ	1	蒼	
tsʰõ	5	創	
tsʰõ	5	牚	
tsʰõ	5	竄	
tsʰõ	5	篡	
tsʰɿ	1	疵	
tsʰɿ	1	雌	
tsʰɿ	3	此	
tsʰɿ	5	刺	
tsʰɿ	5	次	
tsʰɿ	5	賜	
tsʰɿ	5	刺	
tsõ	1	爭	
tsõ	1	莊	
tsõ	1	裝	
tsõ	1	鑽	
tsõ	1	髒	
tsõ	2	牀	
tsõ	2	藏	
tsõ	3	撰	
tsõ	3	纂	
tsõ	5	壯	
tsõ	5	狀	
tsõ	5	臟	
tsõ	5	葬	
tsõ	5	藏	
tsõ	5	鑽	
tsõ	6	撞	
tsɿ	1	咨	
tsɿ	1	姿	
tsɿ	1	子	
tsɿ	1	滋	
tsɿ	1	滓	
tsɿ	1	資	
tsɿ	1	資	
tsɿ	2	慈	
tsɿ	2	瓷	
tsɿ	2	磁	
tsɿ	2	祠	
tsɿ	2	茲	
tsɿ	2	詞	
tsɿ	2	辭	
tsɿ	2	餈	
tsɿ	2	祠	
tsɿ	3	姊	
tsɿ	3	子	
tsɿ	3	梓	
tsɿ	3	籽	
tsɿ	3	紫	
tsɿ	3	紫	
tsɿ	6	字	
tsɿ	6	寺	
tsɿ	6	巳	
tsɿ	6	牸	
tsɿ	6	自	
tsɿ	6	子字	
tsɿ	7	只	
ta	7	得	
ta	7	德	
ta	7	得	
tɔ	3	噠	
tɔ	3	打	
tɔ	3	打	
tɔ	5	大	
tɔ	7	搭	
tɔ	7	答	
tɔ	7	達	
tɔ	7	搭達	
tɕi	1	几	
tɕi	1	基	
tɕi	1	屐	
tɕi	1	幾	
tɕi	1	機	
tɕi	1	稽	
tɕi	1	肌	
tɕi	1	譏	
tɕi	1	雞	
tɕi	1	飢	
tɕi	1	雞饑	
tɕi	2	其	
tɕi	2	奇	
tɕi	2	旗	
tɕi	2	期	
tɕi	2	棋	
tɕi	2	歧	
tɕi	2	祈	
tɕi	2	騎	
tɕi	2	鰭	
tɕi	2	騎棋	
tɕi	3	己	
tɕi	3	幾	
tɕi	3	杞	
tɕi	3	紀	
tɕi	3	幾	
tɕi	5	妓	
tɕi	5	季	
tɕi	5	寄	
tɕi	5	忌	
tɕi	5	技	
tɕi	5	旣	
tɕi	5	繫	
tɕi	5	繼	
tɕi	5	計	
tɕi	5	記	
tɕi	5	寄記季	
tɕi	6	唧	
tɕi	6	徛	
tɕi	6	忌	
tɕi	6	毑	
tɕi	7	劇	
tɕi	7	即	
tɕi	7	吉	
tɕi	7	急	
tɕi	7	戟	
tɕi	7	擊	
tɕi	7	激	
tɕi	7	級	
tɕi	7	髻	
tɕi	7	集急吉積擊	
tɕian	1	僵	
tɕian	1	姜	
tɕian	1	江	
tɕian	1	疆	
tɕian	1	礓	
tɕian	1	繮	
tɕian	1	薑	
tɕian	2	強	
tɕian	3	講	
tɕian	3	頸	
tɕian	5	降	
tɕian	6	犟	
tɕiã	1	漿薑江	
tɕiã	3	講井	
tɕiã	6	匠像	
tɕiɒ	1	交	
tɕiɒ	1	嬌	
tɕiɒ	1	澆	
tɕiɒ	1	郊	
tɕiɒ	1	驕	
tɕiɒ	1	交焦	
tɕiɒ	2	僑	
tɕiɒ	2	喬	
tɕiɒ	2	橋	
tɕiɒ	2	蕎	
tɕiɒ	2	橋	
tɕiɒ	3	攪	
tɕiɒ	3	狡	
tɕiɒ	3	絞	
tɕiɒ	3	繳	
tɕiɒ	3	餃	
tɕiɒ	5	叫	
tɕiɒ	5	敎	
tɕiɒ	5	叫	
tɕiɒ	6	藠	
tɕiɒ	6	轎	
tɕiɒ	6	轎	
tɕie	3	姐	
tɕie	5	借	
tɕie	7	劫	
tɕie	7	揭	
tɕie	7	潔	
tɕie	7	結	
tɕie	7	接節結絕	
tɕiẽ	1	兼	
tɕiẽ	1	堅	
tɕiẽ	1	粘	
tɕiẽ	1	肩	
tɕiẽ	2	鉗	
tɕiẽ	3	儉	
tɕiẽ	3	揀	
tɕiẽ	3	撿	
tɕiẽ	3	檢	
tɕiẽ	3	筧	
tɕiẽ	3	繭	
tɕiẽ	5	健	
tɕiẽ	5	劍	
tɕiẽ	5	建	
tɕiẽ	5	毽	
tɕiẽ	5	腱	
tɕiẽ	5	見	
tɕiẽ	5	鍵	
tɕiẽ	6	件	
tɕin	1	京	
tɕin	1	今	
tɕin	1	巾	
tɕin	1	擎	
tɕin	1	斤	
tɕin	1	筋	
tɕin	1	經	
tɕin	1	荆	
tɕin	1	襟	
tɕin	1	金	
tɕin	1	驚	
tɕin	1	鯨	
tɕin	1	金筋經	
tɕin	2	勤	
tɕin	2	擒	
tɕin	2	晴	
tɕin	2	琴	
tɕin	2	禽	
tɕin	2	窮	
tɕin	2	芹	
tɕin	2	尋琴勤窮	
tɕin	3	景	
tɕin	3	緊	
tɕin	3	謹	
tɕin	3	警	
tɕin	3	錦	
tɕin	3	頸	
tɕin	3	緊井	
tɕin	5	勁	
tɕin	5	境	
tɕin	5	徑	
tɕin	5	敬	
tɕin	5	禁	
tɕin	5	竟	
tɕin	5	莖	
tɕin	5	浸進勁鏡靜	
tɕin	6	近	
tɕin	6	近	
tɕio	7	腳	
tɕio	7	腳角	
tɕĩ	1	尖肩	
tɕĩ	2	鉗錢前全	
tɕĩ	3	剪	
tɕĩ	5	劍建健見	
tɕĩ	6	件	
tɕiɔ	1	傢	
tɕiɔ	1	加	
tɕiɔ	1	嘉	
tɕiɔ	1	家	
tɕiɔ	1	痂	
tɕiɔ	2	斜	
tɕiɔ	3	假	
tɕiɔ	3	賈	
tɕiɔ	3	假	
tɕiɔ	5	價	
tɕiɔ	5	嫁	
tɕiɔ	5	架	
tɕiɔ	5	稼	
tɕiɔ	5	駕	
tɕiɔ	5	嫁	
tɕiɔ	7	夾	
tɕiɔ	7	挾	
tɕiɔ	7	甲	
tɕiɔ	7	裌	
tɕiɔ	7	甲	
tɕiɘ	1	糾	
tɕiɘ	1	鬮	
tɕiɘ	1	鳩	
tɕiɘ	2	求	
tɕiɘ	2	球	
tɕiɘ	2	球	
tɕiɘ	3	久	
tɕiɘ	3	九	
tɕiɘ	3	韭	
tɕiɘ	3	酒九	
tɕiɘ	5	咎	
tɕiɘ	5	救	
tɕiɘ	5	柩	
tɕiɘ	5	灸	
tɕiɘ	5	究	
tɕiɘ	5	臼	
tɕiɘ	5	舅	
tɕiɘ	6	舅	
tɕiɘ	6	舊	
tɕiɘ	6	舅舊	
tɕiɘ	7	菊	
tɕy	1	居	
tɕy	1	拘	
tɕy	1	朱	
tɕy	1	株	
tɕy	1	珠	
tɕy	1	硃	
tɕy	1	蛛	
tɕy	1	誅	
tɕy	1	諸	
tɕy	1	豬	
tɕy	1	車	
tɕy	1	駒	
tɕy	1	豬	
tɕy	2	儲	
tɕy	2	廚	
tɕy	2	渠	
tɕy	2	瞿	
tɕy	2	除	
tɕy	2	除渠	
tɕy	3	主	
tɕy	3	煑	
tɕy	3	舉	
tɕy	3	舉主	
tɕy	5	倶	
tɕy	5	具	
tɕy	5	劇	
tɕy	5	句	
tɕy	5	巨	
tɕy	5	懼	
tɕy	5	拒	
tɕy	5	掘	
tɕy	5	據	
tɕy	5	注	
tɕy	5	著	
tɕy	5	蛀	
tɕy	5	註	
tɕy	5	距	
tɕy	5	鋸	
tɕy	5	鑄	
tɕy	5	駐	
tɕy	5	鋸句劇	
tɕy	6	住	
tɕy	6	柱	
tɕy	6	矩	
tɕy	6	苧	
tɕy	6	柱住	
tɕy	7	局	
tɕy	7	橘	
tɕy	7	橘菊局	
tɕye	7	決	
tɕyĩ	1	占	
tɕyĩ	1	專	
tɕyĩ	1	捐	
tɕyĩ	1	氈	
tɕyĩ	1	沾	
tɕyĩ	1	瞻	
tɕyĩ	1	磚	
tɕyĩ	1	絹	
tɕyĩ	1	磚	
tɕyĩ	2	傳	
tɕyĩ	2	拳	
tɕyĩ	2	權	
tɕyĩ	2	纏	
tɕyĩ	2	船	
tɕyĩ	2	顴	
tɕyĩ	2	傳船權	
tɕyĩ	3	展	
tɕyĩ	3	捲	
tɕyĩ	3	轉	
tɕyĩ	3	轉卷	
tʂã	3	展[語保普化音]	
tɕyĩ	5	佔	
tɕyĩ	5	倦	
tɕyĩ	5	券	
tɕyĩ	5	戰	
tɕyĩ	5	眷	
tɕyĩ	5	篆	
tɕyĩ	5	轉	
tɕyĩ	5	顫	
tɕyĩ	5	占戰	
tʂã	5	戰[語保普化音]	
tɕyĩ	6	傳	
tɕyĩ	6	傳	
tɕyn	1	君	
tɕyn	1	均	
tɕyn	1	軍	
tɕyn	1	鈞	
tɕyn	1	均軍	
tɕyn	2	瓊	
tɕyn	2	羣	
tɕyn	2	裙	
tɕyn	2	裙	
tɕyn	3	准	
tɕyn	3	準	
tɕyn	3	准	
tɕyn	5	窘	
tɕyn	5	郡	
tɕyn	6	菌	
tɕya	7	倔	
tɕya	7	憠	
tɕya	7	掘	
tɕya	7	決	
tɕya	7	訣	
tɕyɔ	1	抓	
tɕyɔ	1	遮	
tɕyɔ	1	抓	
tɕyɔ	2	瘸	
tɕyɔ	2	茄	
tɕyɔ	2	茄	
tɕyɜ	1	追	
tɕyɜ	1	錐	
tɕyɜ	1	追	
tɕyɜ	2	垂	
tɕyɜ	2	槌	
tɕyɜ	2	錘	
tɕyɜ	2	垂錘	
tɕyɜ	5	墜	
tɕyɜ	5	綴	
tɕyɜ	5	贅	
tɕʰi	1	欺	
tɕʰi	3	啓	
