#漢字	音標	解釋
㵺	pʰai2	竹排
蒙	moŋ2	~蔽，天~~，~古(地名)
蒜	ʃyŋ5	大蒜，蒜头
蒲	pʰou2	(石)菖~
蒸	tʃeŋ1	清~，~发
蒼	tʃʰɔŋ1	~白
蒿	hou1	蓬~，青~，茼~
蓄	tʃʰok7a	储~，~水
蓆	tʃɛk8	草~
蓉	joŋ2	芙~
蓋	kʰɔi5	~被[动];盖子[名]
蓖	pei1	~麻
蓬	foŋ2	~勃;~莱(地名)
蓮	liŋ2	~花，睡~
蔑	miu5	~视
蔓	maŋ6	~延，瓜~
蔗	tʃɛ5	甘蔗
蔡	tʃʰɔi5	姓
蔣	tʃɔŋ	姓，~介石
蔥	tʃʰoŋ1	葱
蔬	ʃɔ1	~菜
蔭	jɐŋ1	福~，树~
蔽	pɐi5	隐~
蕉	tʃiu1	米~;~岭(地名)
蕊	ʃɐŋ1	花~
蕎	kʰiu2	~麦
蕩	tɔŋ6	放~，扫~
蕭	ʃiu1	姓;~山(地名)
薄	pɔk8	~荷
薄	pɔk8	不厚，~弱
薑	kœŋ1	~糖
薛	ʃik7b	姓，~宝钗
薦	tʃiŋ5	推~
薩	ʃak7b	菩~
薪	ʃɐŋ1	~水
薯	ʃy2	番~
薰	fɐŋ1	~衣草
藉	tʃek8	~故，~口
藉	tʃek8	狼~
藍	laŋ2	~色;姓
藏	tʃʰɔŋ2	隐~
藏	tʃʰɔŋ2	西~，~族
藐	miu5	~视
藕	ɐu5	~断丝连，莲~
藝	ɐi6	~术，文~晚会
藤	pʰɐŋ2	~椅
藥	jɔk8	中~，~片
藩	faŋ2	曾国~
藹	ɔi	和~，宋~龄
藿	fɔk7b	~香(中药)
蘆	lou2	~苇
蘇	ʃou1	~州;姓
蘭	laŋ2	~花
蘸	tʃiu5	~豉油
虎	fu	老~
虎	fu1	马~
虐	jɔk8	~待
虔	kʰiŋ2	~诚
處	tʃʰy5	~理
處	tʃʰy5	~所
虛	høy1	~心
虜	lou5	俘~
虞	jy2	姓，~姬
號	hou6	~叫，呼~[动]
號	hou6	~码，口~[名]
虧	kʰuɐi1	食~(吃亏)
虹	hoŋ2	彩~
蚊	mɐŋ1	~香
蚌	pʰɔŋ5	~埠(地名)
蚌	pʰɔŋ5	~壳
蚣	koŋ1	蜈~
蚤	tʃou	跳~
蚶	kʰiŋ2	软体动物，血~
蛀	tʃy5	~虫
蛆	tʃøy1	蛆虫，生~
蛇	ʃɛ2	毒~
蠱	ku	养~，~惑
蛋	taŋ	皮~
蛙	wa1	青~，~泳
蛛	tʃy1	蜘~
蛤	kɐʋʔ7b	花~;~蚧
蛾	ɔ2	飞~扑火
蜀	ʃok8	四川简称，乐不思~
蜂	foŋ1	蜜~
蜈	ŋ̍2	~蚣
蜓	tʰeŋ2	蜻~
蛻	tʰɔi5	~变，~皮，~壳
蜘	tʃi1	~蛛
蜜	mɐʋʔ8	~蜂
蜻	tʃʰeŋ1	~蜓
蝕	ʃek8	腐~
蝗	wɔŋ2	~虫
蝙	pʰiŋ1	~蝠
蝠	fok7a	蝙~
蝦	ha1	鱼~，~公
蝦	ha1	~蟆(蟾蜍)
蝨	ʃɐk7a	虱子，~嫲
蝴	fu2	~蝶
蝶	tiʔ8	蝴~
蝸	ɔ1	~牛
螂	lœŋ2	螳~
螃	pʰaŋ2	~蟹
融	joŋ2	~化;孔~(人名)
螢	jeŋ2	~火虫
螳	tʰɔŋ2	~螂
螺	lɔ2	田~
蟀	ʃœk7a	蟋~
蟄	tʃik7b	惊~
蟆	mou1	蛤~(蟾蜍)
蟒	mɔŋ5	~蛇
蟬	ʃiŋ2	蝉
蟲	tʃʰoŋ2	害~
蟹	hai5	老~
蟻	ɐi5	蚂蚁，白~
蟾	tʃiŋ	~蜍
蠅	jeŋ2	乌~(苍蝇)
蠍	hik7b	蝎子，蛇~心肠
蠔	hou2	海蛎
蠟	lɐʋʔ8	~烛
蠢	tʃʰœn	~才
蠶	tʃʰaŋ2	~丝
蠻	maŋ2	不听话;野~
血	hyk7b	流~
行	hɔŋ2	银~
行	hɐŋ2	~为;行走
行	hɐŋ6	品~
術	ʃɐk8	技~
街	kai1	~路
衙	a2	~门
衛	wɐi6	~生
衝	tʃʰoŋ1	~锋枪
衡	hɐŋ2	~量，平~
衣	ji1	外~;花生皮
表	piu	图~，~扬
衫	ʃaŋ1	衬~，~裤(衣服)
衰	ʃɔi1	~弱，~老[文]
衰	ʃɔi1	运气不好[白]
袁	jyŋ2	姓，~世凯
袋	tɔi6	袋子
袍	pʰou2	长~，袄~
袖	tʃɐu6	领~，衫~(衣袖)
被	pʰei5	被子，毛巾~
被	pei6	~动，~迫
袱	fok8	包~
裁	tʃʰɔi2	裁，~纸，剪~
裂	lik8	~开，分~
裌	kɐʋʔ7b	~袄，~衣
裏	lɔi5	~外，~背(里面)
裕	jy6	富~
裙	kʰuɐŋ2	裙子
補	pou	~鞋，~充
裝	tʃɔŋ1	假~
裴	pʰui2	姓
裸	lɔ	~体
裹	kɔ	包~
製	tʃɐi5	~造
複	fok7a	重~，~印，~写纸
褒	pou1	~奖，~义词
褸	lɐu1	大~
褥	jok	垫被，褥子
褪	tʰøy5	~色
褲	fu5	裤子
褶	tʃiʔ7b	衣裙或皮肤上的皱纹，打~
襄	ʃɔŋ1	~阳(地名)
襖	ou5	棉~，~袍
襟	kʰɐŋ1	衣的前幅、交领，连~
襠	tɔŋ5	裤~
襠	tɔŋ5	裤~[白]
襪	mɐk8	鞋~
襯	tʃʰɐŋ5	~衫
襲	tʃɐʋʔ8	~击，偷~
襻	kʰɐŋ1	扣住扣子的套，纽~
西	ʃɐi1	东西南北
要	jiu5	~求
要	jiu5	重~
覆	fok7a	~盖[文]
覆	fok7a	倒扣，碗倒扣在桌面[白]
見	kiŋ5	~人，~识
規	kʰuɐi1	~定，圆~
覓	mek8	寻~
視	ʃi6	近~
親	tʃʰɐŋ1	~生，父~
親	tʃʰɐŋ5	~家
覺	kau	睡~
覺	kɔk7b	~得，知~
覽	laŋ5	展~，阅~室
觀	kuŋ1	参~，~音
觀	kuŋ1	道~
角	kɔk7b	牛~，~色
解	kai	~释，讲~[文]
解	kai	~开[白]
解	kai	懂了，理~，了~
觸	tʃok7a	接~，~犯
言	jiŋ2	语~
訂	tɛŋ6	预~，~房间
訃	fu6	~告
計	kɐi5	~算，会~
訊	ʃɐŋ5	通~
討	tʰou	~老婆，~厌
訓	fɐŋ5	教~，~人
訖	hɐk8	收~
託	tʰɔk7b	~词，推~
記	kei5	笔~，~号
訛	ɔ2	~诈，以~传~
訟	tʃoŋ6	诉~
訣	kʰyk8	口~
訪	fɔŋ	采~，~问
設	tʃʰik7b	~计，建~
許	høy	允~;姓
訴	ʃou5	上~，倾~
診	tʃʰɐŋ	急~
註	tʃy	~释
詐	tʃa	~骗
詔	tʃiu6	~书;~安(地名)
評	pʰeŋ2	批~，~论
詞	tʃʰi2	歌~
詠	weŋ6	歌~
詢	ʃœn1	咨~，~问
試	ʃi5	考~[文]
試	ʃi5	试试[白]
詩	ʃi1	~人
詭	kuɐi	~计多端
話	wa6	笑~，讲~[文，名]
話	wa	讲~[白，名]
話	wa	说[白，动]
該	kɔi1	应~
詳	tʃʰɔŋ2	~细
誅	tʃy1	天~地灭
誇	kʰua1	~大，~张
誌	tʃi5	县~，标~
認	jeŋ6	承~，~真
誓	ʃɐi6	发~
誕	taŋ6	圣~，~生
誘	jɐu5	~惑，引~
語	jy5	~文
誠	ʃeŋ2	真~，~实
誣	mou2	~陷，~告
誤	ŋ̍6	~会，错~
誦	tʃoŋ6	背~
說	ʃyk7b	小~
誰	ʃøy2	疑问代词
課	fɔ5	上~
誼	ji2	友~
調	tiu6	~和，~整
調	tiu2	音~
調	tʰiu2	~动，~走
談	tʰaŋ2	会~，~论
請	tʃʰeŋ	~人，邀~
諒	lɔŋ6	原~，~解
論	lœn6	~语
論	lœn6	议~，~文
諗	lɐŋ	思考
諜	tiʔ8	间~
諧	hai2	和~
諱	wɐi5	忌~
諷	foŋ5	~刺
諸	tʃy1	姓;~如此类
諺	jiŋ	农~，~语
諾	lɔk7b	承~，~言
謀	mɐu2	计~，~财害命
謂	wɐi6	称~，所~
謄	pɐŋ1	~写，~抄
謊	fɔŋ1	说~
謎	mɐi2	~语，猜~
謗	pʰɔŋ6	诽~
謙	hiŋ1	~虚
講	kɔŋ	~话
謝	tʃɛ6	多~;姓
謠	jiu2	歌~，民~
謬	mɐu6	~论，荒~
謹	kɐŋ	~慎，严~
證	tʃeŋ5	~明
譏	kei1	~笑
識	ʃek7a	相~，~字
譚	tʰaŋ2	姓，~嗣同
譜	pʰou	族~，歌~
警	keŋ	~察，报~
譬	pei	~喻，~如
譯	jek8	翻~
議	ji5	~论，会~
護	wu6	保~，~士
譽	jy6	荣~
讀	tok8	~书，阅~
變	piŋ5	~化，改~
讓	jɔŋ6	~位
谷	kok7a	山~
豁	kʰuk7b	~免，~然开朗
豆	tɐu6	黄~
豈	hei	~有此理
豉	ʃi6	豆~
豌	wuŋ	~豆
豎	ʃy6	横~
豐	foŋ1	~收
豔	jiŋ6	鲜~，~丽
豚	tʰyŋ2	海~
象	tʃɔŋ6	气~
象	tʃɔŋ6	大~
象	tʃɔŋ6	印~，想~
豪	hou2	~华，~猪
豫	jy2	犹~
豬	tʃy1	~肉
豹	pʰau5	动物，~虎
豺	tʃʰai2	~狼
貂	tiu1	~婵，~皮
貌	mau6	礼~
貓	mau1	大~
貝	py5	宝~
貝	py5	川~，~壳
貞	tʃeŋ1	~节
負	fu6	~责，~担
財	tʃʰɔi2	财，发~
貢	koŋ5	~献
貧	pʰɐŋ2	扶~
貨	fɔ5	~车，百~
販	faŋ5	~毒，小~，~卖
貪	tʰaŋ1	~心
貫	kuŋ5	一~，~彻
責	tʃak7b	~任，负~
貳	ji6	~心
貴	kuɐi5	~重
貶	piŋ	~值
買	mai6	~卖
貸	tʰai5	~款
費	fɐi5	~用，浪~
貼	tʰiʔ7b	补~
貼	tʰiʔ7b	~纸，~对联[动]
貿	mɐu6	外~，~易
賀	hɔ6	祝~，~礼
賂	lɔk8	贿~
賃	jɐŋ6	租~
賄	kʰui	受~，~赂
資	tʃi1	~本
賈	ka	姓，~宝玉
賊	tʃʰak8	做~
賒	ʃɛ1	~帐
賓	pɐŋ1	贵~
賜	tʃʰi5	赏~
賞	ʃɔŋ1	欣~，~金
賠	pʰui2	~钱
賢	jiŋ2	~惠，圣~
賣	mai6	买~
賤	tʃiŋ6	下~，~人
賦	fu6	天~
質	tʃɐk7a	~量，品~
賬	tʃɔŋ	算~，~簿
賭	tou	~博
賴	lai6	依~，无~;姓
賺	tʃaŋ6	~钱
購	kʰɐu5	采~，收~
賽	tʃʰɔi5	比~
贅	tʃøy6	累~，入~
贈	tʃɐŋ6	~送
贊	tʃaŋ5	称~，~助
贏	jɛŋ2	~输
贓	tʃɔŋ1	~款，贪~枉法
贖	ʃok8	~罪
赤	tʃʰɛk7b	~色，~脚
赦	ʃɛ5	~免
赫	hak7a	~~有名，显~
走	tʃɐu	行走
赴	fu6	奔~，~汤蹈火
起	hei	起
趁	tʃʰɐŋ5	~机
超	tʃʰiu1	~过
越	jyk8	~来~好
趕	kɔŋ	追~
趙	tʃiu6	姓
趟	tʰɔŋ5	两~
趣	tʃʰøy5	兴~
趨	tʃʰøy1	~势
足	tʃok7a	~球，满~
趾	tʃi	脚~
跌	tik8	~打
跑	pʰau	~步
跛	pɐi1	~脚(跛足)[训]
距	kʰøy5	~离
跟	kɐŋ1	~从
跡	tʃek7a	~象，痕~[文]
跡	tʃek7a	脚~，油~[白]
跨	kʰua1	~栏，~度
跪	kuɐi6	下~
路	lou6	大~
跳	tʰiu5	~高，起~
跳	tʰiu5	~上跌落(阳平)
踎	mɐu1	蹲
踏	tɐʋʔ8	脚~
踐	tʃʰiŋ	实~
踢	tʰɛk7b	~球
踭	tʃaŋ1	脚后跟，脚~
蹄	tʰɐi2	马~
蹤	tʃoŋ1	失~，~影
蹩	pɐi1	跛，~脚
蹲	tœn1	~马(扎马步)[文]
蹲	tœn1	蹲下[白]
躁	tʃʰou5	烦~，暴~
躍	jɔk8	跳~，大~进
身	ʃɐŋ1	~体，上~
躬	koŋ1	鞠~
躱	tɔ	~避，~开
躺	tʰɔŋ	平~
車	tʃʰɛ1	火~
車	køy1	象棋，~马炮
軋	tʃak7b	~钢厂
軌	kuɐi	铁~
軍	kuɐŋ1	~队，参~
軒	hiŋ1	人名用字
軛	ak7b	牛~(牛耕田时套的人字形工具)
軟	jyŋ	~弱
軸	tʃok8	压~，~承
較	kau	比~[文]
較	kau	交换[白]
載	tʃɔi	一年半~
載	tʃɔi5	~重
載	tʃɔi	满~而归
輔	fu6	~导，~助
輕	heŋ1	年~，~松[文]
輕	heŋ1	不重;年~，~松[白]
輛	lɔŋ	车~，两~
輝	fɐi1	光~，~煌
輩	py5	~分，长~
輪	lœn2	车~，~流
輯	tʃʰɐʋʔ7a	编~
輸	ʃy1	~赢
輸	ʃy6	运~
轄	hɐk8	管~，直~市
轅	jyŋ2	轩~
轆	lok7a	轮子
轉	tʃyŋ	~学，~移，翻~
轉	tʃyŋ	~圈
轍	tʃʰik7b	南辕北~;苏~(人名)
轎	kiu	坐~，扛~
轟	kuɐŋ6	~炸
輻	fok7a	~射
辛	ʃɐŋ1	~苦
辣	lak8	~椒
辦	paŋ6	~事
辨	piŋ6	分~，~别
辭	tʃʰi2	~职，告~
辯	piŋ6	~论
辰	ʃɐŋ2	时~
辱	jok8	污~
農	loŋ2	~村
迂	jy1	~回，~腐
迅	ʃœn5	~速
迎	jeŋ2	~接，欢~
近	kɐŋ6	最~，~来[文]
近	kɐŋ5	远近[白]
迫	pek7a	压~，~害[训]
述	ʃɐk8	叙~
迷	mɐi2	入~，~路
追	tʃɔi1	~求[文]
追	tʃɔi1	追赶，赶走[白]
退	tʰɔi5	后~，~步[文]
退	tʰɔi5	向后退[白]
送	ʃoŋ5	~人
逃	tʰou2	~走
逆	jek8	~风
透	tʰɐu5	~明
逐	tʃok8	~渐，驱~
途	tʰou2	前~
逗	tɐu6	~留，~号
逗	tɐu6	水~
通	tʰoŋ1	~过，~风，打~
逝	ʃɐi6	~世
逞	tʃʰeŋ2	~能，得~
速	tʃʰok7a	~度
造	tʃou6	创~
逢	foŋ2	相~，~年过节[文]
逢	foŋ2	~到(遇到)[白]
連	liŋ2	~长;大~(地名)
逩	pɐŋ1	投~
逮	tɐi6	~捕
進	tʃœn5	~步，前~
逵	kʰuɐi2	人名用字，李~
逸	jek8	劳~结合
逾	jy6	超过，~期
遁	tœn6	逃~
遂	ʃøy6	杀人未~
遇	jy6	遭~，相~，~到
遊	jɐu2	~泳，旅~
運	wɐŋ6	~气，好~
遍	pʰiŋ5	三~，~地，普~
過	kɔ5	~去，~头
道	tou6	~理
達	tak8	发~，~到
違	wɐi2	~反
遜	ʃœn5	~色，谦~
遞	tɐi6	传~，邮~员
遠	jyŋ5	永~
遣	hiŋ	派~
遙	jiu2	逍~
適	ʃek7a	~应，合~
遭	tʃou1	~遇，~殃
遮	tʃɛ1	遮挡[动];伞[名]
遲	tʃʰi2	~到，推~
遵	tʃyŋ1	~守
遷	tʃʰiŋ1	升~，~怒
選	ʃyŋ	~择，挑~
遺	wɐi2	~失，~憾
遼	liu2	~宁，~国
避	pei6	逃~
邀	jiu1	~请
邁	mai6	豪~，~步
還	waŋ2	~原[文]
還	waŋ2	~钱[白]
還	waŋ2	~有[白]
邊	piŋ1	~疆，旁~
那	la5	~里;姓
邦	pɔŋ1	~国;刘~(人名)
邪	tʃʰɛ2	~气，~门歪道
邵	ʃiu6	姓
郁	jok7a	抑~;~金香;姓
郊	kau1	~区
郞	lɔŋ2	新~;姓，~平
部	pou6	~队，干~
郭	kuɔk7b	姓，~靖
郵	jɐu2	~票，~电局
都	tou1	首~，~市
都	tou1	都是
鄂	ɔk8	湖北简称
鄕	hɔŋ1	家~
鄒	tʃɐu1	姓，~家华
鄙	pʰei	卑~，~视[文]
鄙	pʰei	差劲[白]
鄧	tɐŋ6	姓，~小平
鄭	tʃɛŋ6	~重;姓
鄰	lœn2	~居
酌	tʃɔk8	斟~，~情
配	pʰui5	分~，搭~
酒	tʃɐu	~精
酥	ʃou1	脆，杏仁~
酬	tʃʰɐu2	应~，~谢
酵	hau1	发~，~母片
酷	hou6	残~
酸	ʃyŋ1	~甜
醃	jiŋ1	腌制
醇	ʃœn2	酒味~
醉	tʃɔi5	~酒
醋	tʃʰou5	陈~
醒	ʃeŋ	清~，~过来
醜	tʃɐu	出~[文]
醜	tʃʰɐu	长得丑[白]
醫	ji1	~生
醬	tʃɔŋ5	沙茶~，辣椒~
醮	tʃiu5	打~(做法事)，再醮(嫁人)
釀	jɔŋ6	~豆腐[训]
釁	jɐŋ6	挑~
釅	jiŋ2	~茶
釉	jɐu2	上~，~彩
釋	ʃek7a	解~
里	lei5	公~
重	tʃʰoŋ2	~复
重	tʃʰoŋ5	~量[文]
重	tʃʰoŋ5	轻~[白]
野	jɛ5	~人
量	lɔŋ6	衡~，~尺寸
量	lɔŋ6	数~
釐	lei2	~米
金	kɐŋ1	~银
釘	tɛŋ1	铁~[名]
釘	tɛŋ1	~铁钉[动]
釜	fu	破~沉舟
針	tʃɐŋ1	~线，~对
釣	tiu5	~鱼
釵	tʃʰa1	宝~
鈍	tœn6	迟~，~角
鈔	tʃʰau1	~票
鈞	kuɐŋ1	千~一发
鈴	leŋ6	~声，风~
鉗	kʰiŋ2	~工，火~
鉛	jyŋ2	~笔，~球
鉢	puk8	花~(花盆)，衣~
鉤	ɐu1	鱼~
鉸	kau5	~剪
銀	ɐŋ2	金~，~行
銃	tʃʰoŋ1	打鸟的土枪，放~
銅	tʰoŋ2	金银~铁
銘	meŋ5	~文，~刻
銜	hɐŋ2	军~;叼在嘴里
銲	hɔŋ	电~，~接
銷	ʃiu1	供~社，~售
銹	ʃɐu5	铁~
銼	tʃʰɔ5	~刀
鋒	foŋ1	~利;雷~(人名)
鋤	tʃʰɔ2	~草，~禾日当午
鋪	pʰou1	~路，床~
鋪	pʰou5	店~，当~
銳	jøy6	尖~，~角
鋸	køy5	电~
鋼	kɔŋ1	炼~，~笔
錄	lok8	记~，~取
錐	tʃøy1	圆~
錘	tʃʰøy2	铁~[名];[动]
錢	tʃʰiŋ2	~财
錦	kɐŋ	~绣，~旗
錨	mau2	抛~
錫	ʃɛk7b	~纸;无~(地名)
錮	ku5	禁~
錯	tʃʰɔ5	~误
錯	tʃʰɔ5	~开，~杂
錶	piu1	手~
鍊	liŋ6	~丹，锻~
鍍	tou6	电~
鍘	tʃɐʋʔ8	~刀
鍛	tyŋ6	~炼
鍵	kiŋ6	关~，~盘
鎔	joŋ2	朱~基(人名)
鎖	ʃɔ	~匙
鎭	tʃɐŋ5	~长，~压
鏟	tʃʰaŋ	~草
鏡	kɛŋ5	镜子
鐘	tʃoŋ1	两点~，闹~
鐧	kaŋ5	杀手~
鐮	liŋ2	镰刀，禾~
鐲	ak8	手~
鐵	tʰik7b	~皮
鐸	tʃak8	木铎;人名用字，郑振~
鑄	tʃy5	~铁，~钢
鑊	wɔk8	锅
鑑	kaŋ5	~定
鑲	ʃɔŋ1	~牙
鑼	lɔ2	~鼓
鑽	tʃyŋ5	~孔，~山洞[动]
鑽	tʃyŋ5	电~[名]，~石
鑿	tʃɔk8	用凿子凿
鏈	liŋ	项~，~条
長	tʃɔŋ	生~，省~
長	tʃʰɔŋ2	~期，~短
門	muŋ2	关~
閂	jiŋ	~门，门~
閃	ʃiŋ	~开
閉	pɐi5	关~
開	hɔi1	公~，~门
閏	jœn6	~月
閑	haŋ2	~事，空~
間	kaŋ1	房~，中~
間	kaŋ1	~断，离~[文]
間	kaŋ5	隔开[白]
閘	kɐʋʔ8	铁~，跳~
閣	kɔk7b	~楼;~下
閨	kuɐi1	~房
閩	mɐŋ1	福建简称，~南
閱	jyk8	~读
閹	jiŋ1	~鸡，~猪
閻	jiŋ2	~罗王;姓
闊	fuk7b	开~
闖	tʃʰɔŋ	~祸，李~王
關	kuaŋ1	~门，海~
闢	pʰek7a	开~，复~
阮	jyŋ	姓，~玲玉
防	fɔŋ2	~止，国~
阻	tʃɔ	~止，~力
阿	ɔ6	~胶;~弥陀佛
阿	a6	~爸
附	fu6	~近，~带
陋	lɐu6	简~
陌	mɐk8	~生人
降	kɔŋ5	下~，~低
降	kɔŋ5	投~
限	haŋ6	期~，~制
陛	pɐi6	~下
陝	ʃiŋ	~西
陡	tou	斜度大，~峭
院	jyŋ	医~，~长
陣	tʃɐŋ6	~雨
除	tʃʰøy2	~法
陪	pʰui2	~同
陰	jɐŋ1	~天
陳	tʃʰɐŋ2	姓;~列，~皮
陵	leŋ2	中山~
陶	tʰou2	~瓷;姓
陷	haŋ	~害，~井
陸	lok8	大~，~续
陽	jɔŋ2	太~;揭~(地名)
隆	loŋ2	兴~，~重
隊	tɔi6	~伍，排~
階	kai1	台~，~级
隔	kak7b	~壁
際	tʃɐi5	国~
障	tʃɔŋ1	保~
隧	ʃɔi5	~道
隨	tʃʰøy2	~时，~便
險	hiŋ	危~，保~
隱	jɐŋ	~形，~身
隸	tɐi6	奴~，~属
隻	tʃɛk7b	两~
雀	tʃɔk7b	麻~，~斑
雁	aŋ6	大~
雄	hoŋ2	英~
雅	a5	文~;~典(国名)
集	tʃɐʋʔ8	~合，~体
雇	ku5	~人，~主
雌	tʃʰi1	~雄
雍	joŋ1	~正皇帝
雕	tiu1	木~，~刻
雖	ʃɔi1	~然
雙	ʃɔŋ1	一~鞋
雛	tʃʰei1	~形
雜	tʃɐʋʔ8	复~
雞	kɐi1	~公(公鸡)
離	lei2	~別，~开
難	laŋ2	困~
難	laŋ2	逃~，患~
雨	jy5	落~，谷~，~水
雪	ʃyk7b	落~(下雪)，~白
雲	wɐŋ2	乌~
零	leŋ2	十~个，~头
雷	lɔi6	打~，~公;姓
雹	pʰau1	冰~
電	tiŋ6	触~，~灯
需	ʃøy1	~要
震	tʃɐŋ5	地~
霍	fɔk7b	姓;~乱
霜	ʃɔŋ1	落~，~降
霞	ha2	晚~
霧	mou6	大~
露	lou6	~水，白~，打~
霸	pa5	恶~，~王
霹	pʰɛk7b	~雳舞
靈	leŋ2	~活
靑	tʃʰeŋ1	~色，~年
靚	lɛŋ5	漂亮
靖	tʃeŋ6	李~(人名)
靜	tʃeŋ6	安~
非	fei1	是~，~常
靠	kʰau5	依~，可~
面	miŋ6	~子
革	kɐʋʔ7b	~命，改~
靭	jɐŋ6	不易断，坚~[文]
靭	jɐŋ6	不易断[白]
靴	hœ1	皮~
鞋	hai2	布~
鞍	ɔŋ1	马~，~山
鞏	koŋ	~固
鞘	tʃʰiu5	刀~
鞭	piŋ1	皮~，~策
韓	hɔŋ2	~国;姓
韭	kɐu	~菜
音	jɐŋ1	~乐，声~
韶	ʃiu2	~关(地名)
韻	wɐŋ5	押~，~律
響	hɔŋ	音~
頁	jiʔ8	~数
頂	teŋ	山~[白]
頂	teŋ	~唔得(顶不住)[文]
頃	kʰeŋ	千~，~刻
項	hɔŋ6	~链;姓，~羽
順	ʃœn2	~利，~风
須	ʃøy1	必~
頌	tʃoŋ6	歌~
預	jy6	~报，~备
頑	waŋ2	~固，~皮
頒	paŋ1	~布，~奖
頓	tœn6	停~，~脚
頗	pʰɔ	~有心得，偏~
領	leŋ5	~导，衫~(衣领)
頭	tʰɐu2	开~
頸	kɛŋ	脖子
頻	pʰɐŋ2	~繁
顆	lɐʋʔ7a	一~珍珠，~粒
題	tʰɐi2	~目，难~
額	ak8	名~
顏	aŋ2	姓;~色
願	jyŋ6	~望
顚	tiŋ1	~倒，~簸
類	løy6	分~
顧	ku5	照~
顯	hiŋ	明~
顫	tʃiŋ5	~抖
風	foŋ1	大~，~气
飄	pʰiu1	~扬
飛	fei1	~机;人名，张~[文]
飛	fei1	飞行[白]
食	ʃek8	粮~;吃
飢	kei1	~饿
飯	faŋ6	~店[文]
飯	faŋ6	食~(吃饭)[白]
飮	jɐŋ	~料
飮	jɐŋ	~田
飼	tʃi5	~料，~养[文]
飼	tʃʰi5	喂饭[白]
飽	pau	食~(吃饱)
飾	ʃek7a	装~
餃	kau	饺子，水~
餠	pɛŋ	~干
餈	tʃʰi2	糍粑，糯米~
餉	hœŋ	军~
養	jɔŋ5	培~，~猪
餐	tʃʰaŋ1	~车，快~
餓	ɔ6	饥~
餘	jy2	多~
餡	haŋ	~饼
館	kuŋ	图书~
餸	ʃoŋ5	菜肴
餾	lɐu6	蒸~水，~粄
餿	ʃok7a	饭馊了，臭~
饅	maŋ6	~头
饑	kei1	~荒
饒	jiu2	~命，求~
首	ʃɐu	~先
香	hɔŋ1	~味，烧~;~港(地名)
馨	heŋ1	温~
馬	ma5	骑~，~虎
馮	foŋ2	姓
馳	tʃʰi2	奔~
駁	pɔk7b	反~
駐	tʃʰy5	~扎
駕	ka5	~驶证
駛	ʃɐi	驾~
駝	tʰɔ2	骆~
駭	hɔi6	惊~，~人听闻
駱	lɔk7b	~驼
騎	kʰɛ2	~马
騎	kʰɛ2	~楼
騙	pʰiŋ5	欺~
騰	pɐŋ1	奔~
騷	ʃou1	风~，离~
騾	lɔ2	骡
驅	kʰøy1	先~，~动
驕	kiu1	~傲
驗	jiŋ6	~收，试~
驚	keŋ1	害怕;~蛰
驟	tʃau6	步~
驢	lou2	毛驴
骨	kuɐk7a	~头
骯	ɔŋ6	~脏
髀	pei	大~(大腿)
髒	tʃɔŋ1	肮~
髓	ʃɔi5	骨~
體	tɐi	~育，身~
髙	kou1	姓;~低
髮	fak7b	头~
髻	kɐi5	发髻;鸡~(鸡冠)
鬆	ʃoŋ1	轻~，放~
鬍	fu2	~须
鬚	ʃou1	胡~
鬢	pɐŋ5	~角
鬥	tɐu5	~争，批~
鬧	lau6	~热，~事
鬼	kuɐi	鬼神
魁	fui1	~梧，花~
魂	wɐŋ2	灵~
魄	pʰak7b	魂~，气~
魏	ɐi6	~国;姓
魔	mɔ1	~术，~鬼
魚	jy2	金~
魯	lou5	~国，~迅
鮎	liŋ2	~鱼
鮑	pau1	姓;~鱼
鮮	ʃiŋ1	新~
鮮	ʃiŋ1	朝~(国名)
鯉	lei5	~鱼
鯨	kʰeŋ2	~鱼
鯽	tʃɐk7a	~鱼
鰐	ɔk8	~鱼
鰓	ʃɔi1	鱼鳃
鰻	maŋ6	~鱼
鰾	piu6	鱼~
鱗	lœn2	鱼~
鰥	kuaŋ6	~寡，~夫
鳥	liu5	花~市场[文]
鳥	liu5	~笼[白]
鳥	liu5	骂人话，交合[白]
鳩	kɐu1	斑~
鳳	foŋ6	~凰
鳴	meŋ2	~叫
鴉	a1	老~，乌~，~片
鴨	ɐʋʔ7b	鸭子
鴻	hoŋ2	大展~图
鴿	kɐʋʔ7b	白~
鵝	ɔ2	天~
鵡	mou5	鹦~
鵲	tʃɔk7b	喜~，鸦~
鶯	ɐŋ1	黄~，夜~
鶴	hɔk8	仙~
鷂	jiu	纸~(风筝);~婆(老鹰)
鷹	jeŋ1	老~
鷺	lou6	白~
鸕	lou2	~鹚(扁嘴善捕鱼的水鸟)
鸚	jeŋ1	~鹉
鸞	lyŋ2	~凤
鹹	haŋ2	~淡
鹻	kaŋ	酸~，~性
鹻	kaŋ	纯~
鹽	jiŋ2	盐
鹿	lok8	~角，梅花~
麗	lɐi6	秀~
麝	ʃɛ2	~香
麥	mɐk8	小~，~芽糖
麩	fu1	麦~
麴	kʰok7a	酒~
麵	miŋ6	~粉
麻	ma2	天~，~烦
黃	wɔŋ2	姓;~色
黎	lɐi2	~民，~明;姓
黏	liŋ1	~合剂，~起来
黑	hak7a	~白
默	mɐk8	沉~，~写
點	tiŋ	~心，~头
