"ID"	"繁体"	"简体"	"拼音"	"注释"	""	"调值"	""
"1158"	"内"	"内"	"lai阳上"	"训读里"	""	""	""
"1159"	"内"	"内"	"loi去声"	"又"	""	""	""
"1160"	"雷"	"雷"	"lui阳平"	""	""	""	""
"1161"	"儡"	"儡"	"lui阴上"	""	""	""	""
"1162"	"催"	"催"	"tsʰui阴平"	""	""	""	""
"1163"	"崔"	"崔"	"tsʰui阴平"	""	""	""	""
"1164"	"崔"	"崔"	"tsui阴平"	""	""	""	""
"1165"	"罪"	"罪"	"tsue阳上"	"文"	""	""	""
"1166"	"罪"	"罪"	"tso阳上"	"白"	""	""	""
"1167"	"碎"	"碎"	"tsʰui去声"	""	""	""	""
"1168"	"瑰"	"瑰"	"kui去声"	""	""	""	""
"1169"	"盔"	"盔"	"kʰue阴平"	""	""	""	""
"1170"	"魁"	"魁"	"kʰue阴平"	"白"	""	""	""
"1171"	"魁"	"魁"	"kʰui阳平"	"文"	""	""	""
"1172"	"詼"	"诙"	"kʰue阴平"	""	""	""	""
"1173"	"恢"	"恢"	"kʰue阴平"	""	""	""	""
"1174"	"傀"	"傀"	"kʰue阴上"	""	""	""	""
"1175"	"塊"	"块"	"kʰo去声"	""	""	""	""
"1176"	"塊"	"块"	"kʰoʔ阴入"	"又"	""	""	""
"1177"	"塊"	"块"	"te去声"	"替"	""	""	""
"1178"	"塊"	"块"	"to去声"	"替"	""	""	""
"1179"	"塊"	"块"	"kʰoi去声"	"又"	""	""	""
"1180"	"桅"	"桅"	"ŋui阳平"	""	""	""	""
"1181"	"灰"	"灰"	"hue阴平"	"白"	""	""	""
"1182"	"灰"	"灰"	"hu阴平"	"又"	""	""	""
"1183"	"灰"	"灰"	"hui阴平"	"文"	""	""	""
"1184"	"悔"	"悔"	"hue去声"	"白"	""	""	""
"1185"	"悔"	"悔"	"hui去声"	"文"	""	""	""
"1186"	"賄"	"贿"	"hue阴上"	"白"	""	""	""
"1187"	"賄"	"贿"	"hui阴上"	"文"	""	""	""
"1188"	"晦"	"晦"	"hue去声"	""	""	""	""
"1189"	"回"	"回"	"hue阳平"	""	""	""	""
"1190"	"匯"	"汇"	"hue阳上"	"白"	""	""	""
"1191"	"匯"	"汇"	"hui阳上"	"文"	""	""	""
"1192"	"潰"	"溃"	"kui阳上"	""	""	""	""
"1193"	"煨"	"煨"	"ue阴平"	""	""	""	""
"1194"	"煨"	"煨"	"ui阴平"	""	""	""	""
"1195"	"兑"	"兑"	"tue去声"	"白"	""	""	""
"1196"	"兑"	"兑"	"tui阳上"	"文"	""	""	""
"1197"	"最"	"最"	"tsue去声"	""	""	""	""
"1198"	"劊"	"刽"	"kue去声"	"白"	""	""	""
"1199"	"劊"	"刽"	"kuai去声"	"文"	""	""	""
"1200"	"會"	"会"	"oi阳上"	"训读解"	""	""	""
"1201"	"會"	"会"	"hue阳上"	"文"	""	""	""
"1202"	"會"	"会"	"kuai去声"	"文"	""	""	""
"1203"	"會"	"会"	"kue去声"	"白"	""	""	""
"1204"	"外"	"外"	"gua去声"	""	""	""	""
"1209"	"繪"	"绘"	"kuai去声"	""	""	""	""
"1210"	"繪"	"绘"	"hue去声"	""	""	""	""
"1211"	"乖"	"乖"	"kuai阴平"	""	""	""	""
"1212"	"怪"	"怪"	"kue去声"	"白"	""	""	""
"1213"	"怪"	"怪"	"kuai去声"	"文"	""	""	""
"1214"	"蒯"	"蒯"	"kuai去声"	""	""	""	""
"1220"	"淮"	"淮"	"huai阳平"	""	""	""	""
"1221"	"懷"	"怀"	"huai阳平"	""	""	""	""
"1222"	"槐"	"槐"	"huai阳平"	""	""	""	""
"1223"	"壞"	"坏"	"huai阳上"	""	""	""	""
"1224"	"拐"	"拐"	"kuai阴上"	""	""	""	""
"1225"	"掛"	"挂"	"kue去声"	"白"	""	""	""
"1226"	"掛"	"挂"	"kua去声"	"文"	""	""	""
"1227"	"掛"	"挂"	"kʰua去声"	"文"	""	""	""
"1228"	"卦"	"卦"	"kue去声"	"白"	""	""	""
"1229"	"卦"	"卦"	"kua去声"	"文"	""	""	""
"1230"	"歪"	"歪"	"uai阴平"	""	""	""	""
"1231"	"歪"	"歪"	"tsʰua阴上"	"训"	""	""	""
"1232"	"畫"	"画"	"ue去声"	""	""	""	""
"1234"	"快"	"快"	"kʰue去声"	"白"	""	""	""
"1235"	"快"	"快"	"kʰuai去声"	"文"	""	""	""
"1236"	"筷"	"筷"	"kʰuai去声"	""	""	""	""
"1237"	"話"	"话"	"ue去声"	"白"	""	""	""
"1238"	"話"	"话"	"hua去声"	"文"	""	""	""
"1239"	"脆"	"脆"	"tsʰui阴上"	"又"	""	""	""
"1240"	"脆"	"脆"	"tsʰui去声"	""	""	""	""
"1241"	"脆"	"脆"	"tsui阴上"	"又"	""	""	""
"1242"	"歲"	"岁"	"hue去声"	"白"	""	""	""
"1243"	"歲"	"岁"	"sue去声"	"文"	""	""	""
"1244"	"彗"	"彗"	"hui阳上"	""	""	""	""
"1245"	"綴"	"缀"	"tue去声"	""	""	""	""
"1246"	"綴"	"缀"	"tsʰuak阴入"	""	""	""	""
"1247"	"贅"	"赘"	"tsui阳上"	""	""	""	""
"1248"	"税"	"税"	"sue去声"	""	""	""	""
"1249"	"説"	"说"	"sue去声"	"白"	""	""	""
"1250"	"説"	"说"	"dzuak阳入"	"又"	""	""	""
"1251"	"説"	"说"	"sueʔ阴入"	"白"	""	""	""
"1252"	"説"	"说"	"suak阴入"	"文"	""	""	""
"1253"	"鱖"	"鳜"	"kui去声"	""	""	""	""
"1254"	"衛"	"卫"	"ue阳上"	"白"	""	""	""
"1255"	"衛"	"卫"	"ui阳上"	"文"	""	""	""
"1256"	"鋭"	"鋭"	"dzue去声"	""	""	""	""
"1257"	"廢"	"废"	"hui去声"	""	""	""	""
"1258"	"肺"	"肺"	"hui去声"	""	""	""	""
"1259"	"吠"	"吠"	"pui去声"	"白"	""	""	""
"1260"	"吠"	"吠"	"hui去声"	""	""	""	""
"1261"	"穢"	"秽"	"ue去声"	""	""	""	""
"1262"	"圭"	"圭"	"kui阴平"	""	""	""	""
"1263"	"閨"	"闺"	"kui阴平"	""	""	""	""
"1264"	"桂"	"桂"	"kui去声"	""	""	""	""
"1265"	"奎"	"奎"	"kui阴平"	""	""	""	""
"1266"	"携"	"携"	"hi阴平"	""	""	""	""
"1267"	"慧"	"慧"	"hui阳上"	""	""	""	""
"1268"	"惠"	"惠"	"hui阳上"	""	""	""	""
"1269"	"卑"	"卑"	"pui阴平"	"文"	""	""	""
"1270"	"卑"	"卑"	"pi阴平"	"文"	""	""	""
"1271"	"碑"	"碑"	"pui阴平"	"文"	""	""	""
"1272"	"碑"	"碑"	"pi阴平"	"文"	""	""	""
"1273"	"裨"	"裨"	"pi阴平"	""	""	""	""
"1274"	"裨"	"裨"	"pi阳平"	""	""	""	""
"1275"	"彼"	"彼"	"pi阴上"	""	""	""	""
"1276"	"俾"	"俾"	"pi阴上"	""	""	""	""
"1277"	"臂"	"臂"	"pi去声"	""	""	""	""
"1278"	"披"	"披"	"pʰi阴平"	""	""	""	""
"1279"	"譬"	"譬"	"pʰi去声"	""	""	""	""
"1280"	"皮"	"皮"	"pʰue阳平"	"白"	""	""	""
"1281"	"皮"	"皮"	"pʰi阳平"	"文"	""	""	""
"1282"	"疲"	"疲"	"pʰi阳平"	""	""	""	""
"1283"	"脾"	"脾"	"pi阳平"	"文"	""	""	""
"1284"	"脾"	"脾"	"pʰi阳平"	"文"	""	""	""
"1285"	"被"	"被"	"pʰue阳上"	"白"	""	""	""
"1286"	"被"	"被"	"pi阳上"	"文"	""	""	""
"1287"	"婢"	"婢"	"pi阳上"	""	""	""	""
"1288"	"避"	"避"	"pi去声"	""	""	""	""
"1289"	"糜"	"糜"	"mi阳平"	"文"	""	""	""
"1290"	"糜"	"糜"	"mue阳平"	"白"	""	""	""
"1291"	"彌"	"弥"	"mi阳平"	""	""	""	""
"1292"	"靡"	"靡"	"mi阴上"	""	""	""	""
"1293"	"籬"	"篱"	"li阳平"	""	""	""	""
"1294"	"離"	"离"	"li阳平"	""	""	""	""
"1295"	"離"	"离"	"li阳上"	""	""	""	""
"1296"	"璃"	"璃"	"li阳平"	""	""	""	""
"1300"	"荔"	"荔"	"li去声"	"文"	""	""	""
"1301"	"荔"	"荔"	"nai去声"	"白"	""	""	""
"1302"	"紫"	"紫"	"tsi阴上"	""	""	""	""
"1303"	"雌"	"雌"	"tsʰi阳平"	"白"	""	""	""
"1304"	"雌"	"雌"	"tsʰu阳平"	"文"	""	""	""
"1305"	"此"	"此"	"tsʰu阴上"	""	""	""	""
"1306"	"此"	"此"	"tsi阴上"	"替"	""	""	""
"1307"	"刺"	"刺"	"tsʰi去声"	"文"	""	""	""
"1308"	"刺"	"刺"	"tsʰŋ去声"	"俗"	""	""	""
"1309"	"刺"	"刺"	"tsʰiaʔ阴入"	"白"	""	""	""
"1310"	"刺"	"刺"	"tsʰek阴入"	"文"	""	""	""
"1311"	"疵"	"疵"	"tsʰi阳平"	""	""	""	""
"1312"	"斯"	"斯"	"su阴平"	""	""	""	""
"1313"	"撕"	"撕"	"si阴平"	""	""	""	""
"1314"	"厮"	"厮"	"si阴平"	""	""	""	""
"1315"	"璽"	"玺"	"dzu阴上"	"俗"	""	""	""
"1316"	"璽"	"玺"	"si阴上"	"文"	""	""	""
"1317"	"徙"	"徙"	"sua阴上"	"俗"	""	""	""
"1318"	"徙"	"徙"	"si阴上"	"文"	""	""	""
"1319"	"賜"	"赐"	"si去声"	""	""	""	""
"1320"	"知"	"知"	"tsai阴平"	"白"	""	""	""
"1321"	"知"	"知"	"ti阴平"	"文"	""	""	""
"1322"	"智"	"智"	"ti去声"	""	""	""	""
"1323"	"池"	"池"	"ti阳平"	""	""	""	""
"1324"	"馳"	"驰"	"tʰi阳平"	""	""	""	""
"1325"	"馳"	"驰"	"tsʰi阳平"	""	""	""	""
"1328"	"支"	"支"	"ki阴平"	"白"	""	""	""
"1329"	"支"	"支"	"tsĩ阴平"	"文"	""	""	""
"1330"	"枝"	"枝"	"ki阴平"	"白"	""	""	""
"1331"	"枝"	"枝"	"tsi阴平"	"文"	""	""	""
"1332"	"肢"	"肢"	"ki阴平"	"白"	""	""	""
"1333"	"肢"	"肢"	"tsi阴平"	"文"	""	""	""
"1334"	"只"	"只"	"tsi阴上"	""	""	""	""
"1335"	"紙"	"纸"	"tsua阴上"	""	""	""	""
"1336"	"侈"	"侈"	"tsʰi阴上"	""	""	""	""
"1337"	"侈"	"侈"	"tʰi阴上"	""	""	""	""
"1338"	"施"	"施"	"si阴平"	"文"	""	""	""
"1339"	"施"	"施"	"siʔ阴入"	"俗"	""	""	""
"1340"	"豕"	"豕"	"si阴上"	""	""	""	""
"1341"	"翅"	"翅"	"tsʰi去声"	""	""	""	""
"1342"	"翅"	"翅"	"tʰi去声"	""	""	""	""
"1343"	"匙"	"匙"	"si阳平"	""	""	""	""
"1344"	"是"	"是"	"si阳上"	""	""	""	""
"1345"	"氏"	"氏"	"si阳上"	""	""	""	""
"1346"	"豉"	"豉"	"si去声"	""	""	""	""
"1347"	"兒"	"儿"	"dzi阳平"	"文"	""	""	""
"1348"	"兒"	"儿"	"ni阳平"	"白"	""	""	""
"1349"	"兒"	"儿"	"niʔ阳入"	"替"	""	""	""
"1350"	"爾"	"尔"	"dzu阴上"	""	""	""	""
"1351"	"羈"	"羁"	"ki阴平"	""	""	""	""
"1352"	"寄"	"寄"	"kia去声"	"白"	""	""	""
"1353"	"寄"	"寄"	"ki去声"	"文"	""	""	""
"1354"	"企"	"企"	"kʰi阴上"	""	""	""	""
"1355"	"奇"	"奇"	"kʰia阴平"	"白"	""	""	""
"1356"	"奇"	"奇"	"kʰi阳平"	"文"	""	""	""
"1357"	"奇"	"奇"	"ki阴平"	"文"	""	""	""
"1358"	"騎"	"骑"	"kʰia阳平"	"白"	""	""	""
"1359"	"騎"	"骑"	"kʰia去声"	"白"	""	""	""
"1360"	"騎"	"骑"	"kʰi阳平"	"文"	""	""	""
"1361"	"岐"	"岐"	"kia阴平"	"白"	""	""	""
"1362"	"岐"	"岐"	"ki阴平"	"文"	""	""	""
"1363"	"技"	"技"	"ki阳上"	""	""	""	""
"1364"	"妓"	"妓"	"ki阴平"	""	""	""	""
"1365"	"宜"	"宜"	"ŋi阳平"	""	""	""	""
"1366"	"儀"	"仪"	"ŋi阳平"	""	""	""	""
"1367"	"蟻"	"蚁"	"ŋi阴上"	"文"	""	""	""
"1368"	"蟻"	"蚁"	"hia阳上"	"白"	""	""	""
"1369"	"蟻"	"蚁"	"hiaʔ阴入"	"替"	""	""	""
"1370"	"義"	"义"	"ŋi阳上"	""	""	""	""
"1371"	"議"	"议"	"ŋi阳上"	""	""	""	""
"1372"	"誼"	"谊"	"ŋi去声"	""	""	""	""
"1373"	"誼"	"谊"	"ŋi阳平"	"又"	""	""	""
"1374"	"犧"	"牺"	"hi阴平"	""	""	""	""
"1375"	"戲"	"戏"	"hi阴平"	""	""	""	""
"1376"	"戲"	"戏"	"hi去声"	""	""	""	""
"1377"	"椅"	"椅"	"ĩ阴上"	""	""	""	""
"1378"	"移"	"移"	"i阳平"	""	""	""	""
"1379"	"易"	"易"	"i阳上"	"文"	""	""	""
"1380"	"易"	"易"	"ek阳入"	"文"	""	""	""
"1381"	"易"	"易"	"iaʔ阳入"	"白"	""	""	""
"1382"	"悲"	"悲"	"pi阴平"	"文"	""	""	""
"1383"	"悲"	"悲"	"pui阴平"	"文"	""	""	""
"1384"	"鄙"	"鄙"	"pʰi阴上"	""	""	""	""
"1385"	"比"	"比"	"pi阴上"	""	""	""	""
"1386"	"庇"	"庇"	"pi去声"	""	""	""	""
"1387"	"痹"	"痹"	"pi去声"	""	""	""	""
"1388"	"泌"	"泌"	"pi去声"	""	""	""	""
"1389"	"秘"	"秘"	"pi去声"	""	""	""	""
"1390"	"轡"	"辔"	"pi去声"	""	""	""	""
"1391"	"丕"	"丕"	"pʰi阴平"	""	""	""	""
"1392"	"丕"	"丕"	"pʰi阴上"	"俗"	""	""	""
"1393"	"屁"	"屁"	"pʰui去声"	"文"	""	""	""
"1394"	"屁"	"屁"	"pʰi去声"	"文"	""	""	""
"1395"	"琵"	"琵"	"pi阳平"	""	""	""	""
"1396"	"牝"	"牝"	"pi阴上"	""	""	""	""
"1397"	"牝"	"牝"	"pʰiŋ阴上"	""	""	""	""
"1398"	"備"	"备"	"pi阳上"	""	""	""	""
"1399"	"鼻"	"鼻"	"pʰĩ去声"	""	""	""	""
"1400"	"篦"	"篦"	"pi阴平"	""	""	""	""
"1401"	"眉"	"眉"	"bai阳平"	"白"	""	""	""
"1402"	"眉"	"眉"	"mi阳平"	"文"	""	""	""
"1403"	"楣"	"楣"	"bai阳平"	""	""	""	""
"1404"	"霉"	"霉"	"mue阳平"	""	""	""	""
"1405"	"美"	"美"	"mi阴上"	"文"	""	""	""
"1406"	"美"	"美"	"mui阴上"	"文"	""	""	""
"1407"	"媚"	"媚"	"mi去声"	""	""	""	""
"1408"	"寐"	"寐"	"mue阳上"	""	""	""	""
"1409"	"地"	"地"	"ti去声"	"文"	""	""	""
"1410"	"地"	"地"	"to去声"	"俗"	""	""	""
"1411"	"尼"	"尼"	"ni阳平"	""	""	""	""
"1412"	"呢"	"呢"	"ni阳平"	""	""	""	""
"1413"	"呢"	"呢"	"ne阳平"	""	""	""	""
"1414"	"膩"	"腻"	"dzu阳上"	"俗"	""	""	""
"1415"	"膩"	"腻"	"ni阳上"	"文"	""	""	""
"1416"	"梨"	"梨"	"lai阳平"	"白"	""	""	""
"1417"	"梨"	"梨"	"li阳平"	"文"	""	""	""
"1418"	"履"	"履"	"li阴上"	""	""	""	""
"1419"	"利"	"利"	"li去声"	"文"	""	""	""
"1420"	"利"	"利"	"lai去声"	"白"	""	""	""
"1421"	"痢"	"痢"	"li去声"	""	""	""	""
"1422"	"咨"	"咨"	"tsu阴平"	""	""	""	""
"1423"	"資"	"资"	"tsu阴平"	""	""	""	""
"1424"	"姿"	"姿"	"tsu阴平"	""	""	""	""
"1425"	"姊"	"姊"	"tsi阴上"	""	""	""	""
"1426"	"次"	"次"	"tsʰu去声"	""	""	""	""
"1427"	"瓷"	"瓷"	"tsʰu阳平"	""	""	""	""
"1428"	"糍"	"糍"	"tsʰu阳平"	"文"	""	""	""
"1429"	"糍"	"糍"	"tsi阳平"	"白"	""	""	""
"1430"	"自"	"自"	"tsu去声"	""	""	""	""
"1431"	"私"	"私"	"su阴平"	"文"	""	""	""
"1432"	"私"	"私"	"si阴平"	"文"	""	""	""
"1433"	"私"	"私"	"sai阴平"	"白"	""	""	""
"1434"	"死"	"死"	"si阴上"	"白"	""	""	""
"1435"	"死"	"死"	"su阴上"	"文"	""	""	""
"1436"	"四"	"四"	"si去声"	"白"	""	""	""
"1437"	"四"	"四"	"su去声"	"文"	""	""	""
"1438"	"肆"	"肆"	"si去声"	"白"	""	""	""
"1439"	"肆"	"肆"	"su去声"	"文"	""	""	""
"1440"	"致"	"致"	"ti去声"	"白"	""	""	""
"1441"	"致"	"致"	"tsi去声"	"文"	""	""	""
"1442"	"遲"	"迟"	"ti阳平"	"白"	""	""	""
"1443"	"遲"	"迟"	"tsʰi阳平"	"文"	""	""	""
"1444"	"雉"	"雉"	"ti阳上"	""	""	""	""
"1445"	"稚"	"稚"	"ti去声"	"白"	""	""	""
"1446"	"稚"	"稚"	"tsi去声"	"文"	""	""	""
"1447"	"師"	"师"	"sai阴平"	"白"	""	""	""
"1448"	"師"	"师"	"su阴平"	"文"	""	""	""
"1449"	"獅"	"狮"	"sai阴平"	"白"	""	""	""
"1450"	"獅"	"狮"	"su阴平"	"文"	""	""	""
"1451"	"脂"	"脂"	"tsi阴平"	""	""	""	""
"1452"	"指"	"指"	"tsi阴上"	"文"	""	""	""
"1453"	"指"	"指"	"tsaĩ阴上"	"白"	""	""	""
"1454"	"指"	"指"	"ki阴上"	"白"	""	""	""
"1455"	"旨"	"旨"	"tsi阴上"	""	""	""	""
"1456"	"至"	"至"	"tsi去声"	""	""	""	""
"1457"	"鴟"	"鸱"	"tsʰi阴平"	""	""	""	""
"1458"	"示"	"示"	"si去声"	""	""	""	""
"1459"	"尸"	"尸"	"si阴平"	""	""	""	""
"1460"	"鈰"	"铈"	"tsʰi阳上"	""	""	""	""
"1461"	"矢"	"矢"	"si阴上"	""	""	""	""
"1462"	"屎"	"屎"	"sai阴上"	""	""	""	""
"1463"	"嗜"	"嗜"	"si去声"	""	""	""	""
"1464"	"視"	"视"	"si阳上"	""	""	""	""
"1465"	"視"	"视"	"si去声"	""	""	""	""
"1466"	"二"	"二"	"dzi阳上"	"文"	""	""	""
"1467"	"二"	"二"	"o去声"	"新文"	""	""	""
"1468"	"貳"	"贰"	"dzi阳上"	""	""	""	""
"1469"	"肌"	"肌"	"ki阴平"	""	""	""	""
"1470"	"飢"	"饥"	"ki阴平"	""	""	""	""
"1471"	"几"	"几"	"ki阴上"	"文"	""	""	""
"1472"	"几"	"几"	"kui阴上"	"白"	""	""	""
"1473"	"几"	"几"	"kua阴上"	"俗"	""	""	""
"1474"	"冀"	"冀"	"ki去声"	""	""	""	""
"1475"	"器"	"器"	"kʰi去声"	""	""	""	""
"1476"	"棄"	"弃"	"kʰi去声"	""	""	""	""
"1477"	"祈"	"祈"	"kʰi阳平"	""	""	""	""
"1478"	"鰭"	"鳍"	"ki阳平"	""	""	""	""
"1479"	"耆"	"耆"	"ki阳平"	""	""	""	""
"1480"	"伊"	"伊"	"i阴平"	""	""	""	""
"1481"	"懿"	"懿"	"i阳上"	""	""	""	""
"1482"	"夷"	"夷"	"i阳平"	""	""	""	""
"1483"	"姨"	"姨"	"i阳平"	""	""	""	""
"1484"	"肄"	"肄"	"i去声"	""	""	""	""
"1485"	"你"	"你"	"lu阴上"	"替"	""	""	""
"1486"	"你"	"你"	"ni阴上"	""	""	""	""
"1487"	"厘"	"厘"	"li阳平"	""	""	""	""
"1488"	"李"	"李"	"li阴上"	""	""	""	""
"1489"	"理"	"理"	"li阴上"	""	""	""	""
"1490"	"里"	"里"	"li阴上"	"文"	""	""	""
"1491"	"里"	"里"	"lai阳上"	"白"	""	""	""
"1492"	"裏"	"里"	"li阴上"	"文"	""	""	""
"1493"	"裏"	"里"	"lai阳上"	"白"	""	""	""
"1494"	"鯉"	"鲤"	"li阴上"	""	""	""	""
"1495"	"吏"	"吏"	"li去声"	""	""	""	""
"1496"	"兹"	"兹"	"tsu阴平"	""	""	""	""
"1497"	"兹"	"兹"	"tsʰu阳平"	""	""	""	""
"1498"	"滋"	"滋"	"tsu阴平"	""	""	""	""
"1499"	"子"	"子"	"tsi阴上"	"白"	""	""	""
"1500"	"子"	"子"	"tsu阴上"	"文"	""	""	""
"1501"	"梓"	"梓"	"tsi阴上"	""	""	""	""
"1502"	"磁"	"磁"	"tsʰu阳平"	""	""	""	""
"1503"	"磁"	"磁"	"tsʰi阳平"	""	""	""	""
"1504"	"慈"	"慈"	"tsʰu阳平"	""	""	""	""
"1505"	"字"	"字"	"dzi去声"	""	""	""	""
"1506"	"司"	"司"	"si阴平"	"白"	""	""	""
"1507"	"司"	"司"	"su阴平"	"文"	""	""	""
"1508"	"絲"	"丝"	"si阴平"	""	""	""	""
"1509"	"思"	"思"	"si阴平"	"白"	""	""	""
"1510"	"思"	"思"	"su阴平"	"文"	""	""	""
"1511"	"思"	"思"	"su去声"	"文"	""	""	""
"1512"	"伺"	"伺"	"si去声"	""	""	""	""
"1513"	"辭"	"辞"	"si阳平"	"白"	""	""	""
"1514"	"辭"	"辞"	"su阳平"	"文"	""	""	""
"1515"	"詞"	"词"	"su阳平"	""	""	""	""
"1516"	"祠"	"祠"	"su阳平"	""	""	""	""
"1517"	"祠"	"祠"	"su阳上"	"又"	""	""	""
"1518"	"巳"	"巳"	"dzi阳上"	""	""	""	""
"1519"	"祀"	"祀"	"su阳上"	""	""	""	""
"1520"	"似"	"似"	"si阳上"	"白"	""	""	""
"1521"	"似"	"似"	"su阳上"	"文"	""	""	""
"1522"	"寺"	"寺"	"tsĩ去声"	""	""	""	""
"1523"	"嗣"	"嗣"	"si去声"	"白"	""	""	""
"1524"	"嗣"	"嗣"	"su阳上"	"文"	""	""	""
"1525"	"飼"	"饲"	"tsʰi去声"	""	""	""	""
"1526"	"置"	"置"	"ti去声"	"白"	""	""	""
"1527"	"置"	"置"	"tsi去声"	"文"	""	""	""
"1528"	"痴"	"痴"	"tsʰi阴平"	""	""	""	""
"1529"	"耻"	"耻"	"tsʰi阴上"	""	""	""	""
"1530"	"持"	"持"	"tʰi阳平"	"白"	""	""	""
"1531"	"持"	"持"	"tsʰi阳平"	"文"	""	""	""
"1532"	"峙"	"峙"	"si阳上"	"白"	""	""	""
"1533"	"峙"	"峙"	"su阳上"	"文"	""	""	""
"1534"	"痔"	"痔"	"ti阳上"	""	""	""	""
"1535"	"治"	"治"	"ti阳平"	"文"	""	""	""
"1536"	"治"	"治"	"ti去声"	"文"	""	""	""
"1537"	"治"	"治"	"tʰai阳平"	"白"	""	""	""
"1538"	"輜"	"辎"	"tsu阴平"	""	""	""	""
"1539"	"廁"	"厕"	"tsʰe去声"	""	""	""	""
"1540"	"俟"	"俟"	"su阳上"	""	""	""	""
"1541"	"俟"	"俟"	"kʰi阳平"	"姓氏音"	""	""	""
"1542"	"士"	"士"	"si阳上"	"白"	""	""	""
"1543"	"士"	"士"	"su阳上"	"文"	""	""	""
"1544"	"事"	"事"	"su阳上"	""	""	""	""
"1545"	"事"	"事"	"su去声"	""	""	""	""
"1546"	"事"	"事"	"tai去声"	"替"	""	""	""
"1547"	"史"	"史"	"su阴上"	"文"	""	""	""
"1548"	"史"	"史"	"sai阴上"	"白"	"白,姓氏音"	""	""
"1550"	"使"	"使"	"sai阴上"	"白"	""	""	""
"1551"	"使"	"使"	"sai去声"	"白"	""	""	""
"1552"	"使"	"使"	"su阴上"	"文"	""	""	""
"1553"	"使"	"使"	"su去声"	"文"	""	""	""
"1554"	"駛"	"驶"	"sai阴上"	"白"	""	""	""
"1555"	"駛"	"驶"	"su阴上"	"文"	""	""	""
"1556"	"芝"	"芝"	"tsu阴平"	""	""	""	""
"1557"	"之"	"之"	"tsu阴平"	""	""	""	""
"1558"	"址"	"址"	"tsi阴上"	""	""	""	""
"1559"	"止"	"止"	"tsi阴上"	""	""	""	""
"1560"	"趾"	"趾"	"tsi阴上"	""	""	""	""
"1561"	"志"	"志"	"tsi去声"	""	""	""	""
"1562"	"誌"	"志"	"tsi去声"	""	""	""	""
"1563"	"痣"	"痣"	"ki去声"	"白"	""	""	""
"1564"	"痣"	"痣"	"tsi去声"	"文"	""	""	""
"1565"	"嗤"	"嗤"	"tsʰi阴平"	""	""	""	""
"1566"	"齒"	"齿"	"kʰi阴上"	"白"	""	""	""
"1567"	"齒"	"齿"	"tsʰi阴上"	"文"	""	""	""
"1568"	"詩"	"诗"	"si阴平"	""	""	""	""
"1569"	"始"	"始"	"si阴上"	""	""	""	""
"1570"	"試"	"试"	"tsʰi去声"	""	""	""	""
"1571"	"時"	"时"	"si阳平"	""	""	""	""
"1572"	"鰣"	"鲥"	"si阳平"	""	""	""	""
"1573"	"市"	"市"	"tsʰi阳上"	""	""	""	""
"1574"	"恃"	"恃"	"si阳上"	""	""	""	""
"1575"	"侍"	"侍"	"si去声"	""	""	""	""
"1576"	"而"	"而"	"dzu阳平"	""	""	""	""
"1577"	"而"	"而"	"dzi阳平"	""	""	""	""
"1578"	"耳"	"耳"	"hĩ阳上"	"白"	""	""	""
"1579"	"耳"	"耳"	"dzi阴上"	"文"	""	""	""
"1580"	"餌"	"饵"	"dzi去声"	""	""	""	""
"1581"	"基"	"基"	"ki阴平"	""	""	""	""
"1582"	"姬"	"姬"	"ki阴平"	""	""	""	""
"1583"	"己"	"己"	"ki阴上"	""	""	""	""
"1584"	"己"	"己"	"ki去声"	"用于家己"	""	""	""
"1585"	"紀"	"纪"	"ki阴上"	""	""	""	""
"1586"	"紀"	"纪"	"ki去声"	"俗"	""	""	""
"1587"	"記"	"记"	"ki去声"	""	""	""	""
"1588"	"欺"	"欺"	"kʰi阴平"	""	""	""	""
"1589"	"起"	"起"	"kʰi阴上"	""	""	""	""
"1590"	"杞"	"杞"	"ki阴上"	""	""	""	""
"1591"	"棋"	"棋"	"ki阳平"	""	""	""	""
"1592"	"其"	"其"	"kʰi阳平"	""	""	""	""
"1593"	"旗"	"旗"	"ki阳平"	""	""	""	""
"1594"	"期"	"期"	"kʰi阳平"	""	""	""	""
"1595"	"期"	"期"	"ki阴平"	""	""	""	""
"1596"	"忌"	"忌"	"ki去声"	""	""	""	""
"1597"	"忌"	"忌"	"kʰi去声"	""	""	""	""
"1598"	"疑"	"疑"	"ŋi阳平"	""	""	""	""
"1599"	"擬"	"拟"	"ŋi阴上"	""	""	""	""
"1600"	"嘻"	"嘻"	"hi阴平"	""	""	""	""
"1601"	"嬉"	"嬉"	"hi阴平"	""	""	""	""
"1602"	"禧"	"禧"	"hi阴平"	""	""	""	""
"1603"	"熙"	"熙"	"hi阴平"	""	""	""	""
"1604"	"喜"	"喜"	"hi阴上"	""	""	""	""
"1605"	"醫"	"医"	"ui阴平"	"白"	""	""	""
"1606"	"醫"	"医"	"i阴平"	"文"	""	""	""
"1607"	"意"	"意"	"i去声"	""	""	""	""
"1608"	"矣"	"矣"	"hi阴上"	""	""	""	""
"1609"	"怡"	"怡"	"i阳平"	""	""	""	""
"1610"	"貽"	"贻"	"i阳平"	""	""	""	""
"1611"	"已"	"已"	"i阴上"	""	""	""	""
"1612"	"已"	"已"	"ĩ阴上"	""	""	""	""
"1613"	"以"	"以"	"i阴上"	""	""	""	""
