"字目"	"读音"	"注释"	"声母"	"韵母"	"声调"
"讨"	"tʰo53"	""	"tʰ"	"o"	"53"
"胎"	"tʰo223"	""	"tʰ"	"o"	"223"
"推"	"tʰo223"	""	"tʰ"	"o"	"223"
"退"	"tʰo21"	""	"tʰ"	"o"	"21"
"馱"	"tʰo44"	""	"tʰ"	"o"	"44"
"橢"	"tʰo53"	""	"tʰ"	"o"	"53"
"討"	"tʰo53"	""	"tʰ"	"o"	"53"
"桃"	"to44"	"杨~"	"t"	"o"	"44"
"朵"	"to53"	""	"t"	"o"	"53"
"躲"	"to53"	""	"t"	"o"	"53"
"短"	"to53"	""	"t"	"o"	"53"
"多"	"to223"	""	"t"	"o"	"223"
"都"	"to223"	"又"	"t"	"o"	"223"
"倒"	"to21"	""	"t"	"o"	"21"
"在"	"to213"	""	"t"	"o"	"213"
"代"	"to311"	""	"t"	"o"	"311"
"袋"	"to311"	""	"t"	"o"	"311"
"傻"	"so44"	""	"s"	"o"	"44"
"锁"	"so53"	""	"s"	"o"	"53"
"唢"	"so53"	""	"s"	"o"	"53"
"琐"	"so53"	""	"s"	"o"	"53"
"所"	"so53"	""	"s"	"o"	"53"
"嫂"	"so53"	""	"s"	"o"	"53"
"搓"	"so223"	""	"s"	"o"	"223"
"娑"	"so223"	""	"s"	"o"	"223"
"蓑"	"so223"	"文"	"s"	"o"	"223"
"唆"	"so223"	""	"s"	"o"	"223"
"梭"	"so223"	""	"s"	"o"	"223"
"莎"	"so223"	""	"s"	"o"	"223"
"蔬"	"so223"	""	"s"	"o"	"223"
"疏"	"so223"	""	"s"	"o"	"223"
"素"	"so21"	"白"	"s"	"o"	"21"
"鎖"	"so53"	""	"s"	"o"	"53"
"嗩"	"so53"	""	"s"	"o"	"53"
"瑣"	"so53"	""	"s"	"o"	"53"
"菩"	"pʰo44"	""	"pʰ"	"o"	"44"
"颇"	"pʰo53"	""	"pʰ"	"o"	"53"
"坡"	"pʰo223"	"新"	"pʰ"	"o"	"223"
"破"	"pʰo21"	""	"pʰ"	"o"	"21"
"抱"	"pʰo213"	""	"pʰ"	"o"	"213"
"頗"	"pʰo53"	""	"pʰ"	"o"	"53"
"薄"	"po44"	"~荷"	"p"	"o"	"44"
"婆"	"po44"	""	"p"	"o"	"44"
"跛"	"po53"	"文"	"p"	"o"	"53"
"保"	"po53"	""	"p"	"o"	"53"
"波"	"po223"	""	"p"	"o"	"223"
"菠"	"po223"	""	"p"	"o"	"223"
"玻"	"po223"	""	"p"	"o"	"223"
"坡"	"po223"	""	"p"	"o"	"223"
"报"	"po21"	""	"p"	"o"	"21"
"報"	"po21"	""	"p"	"o"	"21"
"蛾"	"ŋo44"	""	"ŋ"	"o"	"44"
"俄"	"ŋo44"	""	"ŋ"	"o"	"44"
"娥"	"ŋo44"	""	"ŋ"	"o"	"44"
"梧"	"ŋo44"	""	"ŋ"	"o"	"44"
"愚"	"ŋo44"	""	"ŋ"	"o"	"44"
"虞"	"ŋo44"	""	"ŋ"	"o"	"44"
"我"	"ŋo53"	"文"	"ŋ"	"o"	"53"
"悟"	"ŋo213"	""	"ŋ"	"o"	"213"
"遇"	"ŋo213"	""	"ŋ"	"o"	"213"
"挪"	"no44"	"文"	"n"	"o"	"44"
"娜"	"no44"	""	"n"	"o"	"44"
"糯"	"no21"	"文"	"n"	"o"	"21"
"懦"	"no21"	"文"	"n"	"o"	"21"
"努"	"no21"	""	"n"	"o"	"21"
"怒"	"no21"	""	"n"	"o"	"21"
"两"	"no213"	""	"n"	"o"	"213"
"兩"	"no213"	""	"n"	"o"	"213"
"魔"	"mo44"	""	"m"	"o"	"44"
"摩"	"mo44"	""	"m"	"o"	"44"
"模"	"mo44"	""	"m"	"o"	"44"
"毛"	"mo44"	""	"m"	"o"	"44"
"暮"	"mo213"	""	"m"	"o"	"213"
"墓"	"mo213"	""	"m"	"o"	"213"
"慕"	"mo213"	""	"m"	"o"	"213"
"募"	"mo213"	""	"m"	"o"	"213"
"幕"	"mo213"	""	"m"	"o"	"213"
"望"	"mo311"	""	"m"	"o"	"311"
"罗"	"lo44"	""	"l"	"o"	"44"
"锣"	"lo44"	""	"l"	"o"	"44"
"萝"	"lo44"	""	"l"	"o"	"44"
"逻"	"lo44"	""	"l"	"o"	"44"
"螺"	"lo44"	""	"l"	"o"	"44"
"脶"	"lo44"	"指纹"	"l"	"o"	"44"
"牢"	"lo44"	""	"l"	"o"	"44"
"裸"	"lo53"	""	"l"	"o"	"53"
"恼"	"lo53"	""	"l"	"o"	"53"
"啰"	"lo223"	""	"l"	"o"	"223"
"躼"	"lo21"	""	"l"	"o"	"21"
"羅"	"lo44"	""	"l"	"o"	"44"
"鑼"	"lo44"	""	"l"	"o"	"44"
"蘿"	"lo44"	""	"l"	"o"	"44"
"邏"	"lo44"	""	"l"	"o"	"44"
"腡"	"lo44"	""	"l"	"o"	"44"
"惱"	"lo53"	""	"l"	"o"	"53"
"囉"	"lo223"	""	"l"	"o"	"223"
"可"	"kʰo53"	""	"kʰ"	"o"	"53"
"颗"	"kʰo53"	""	"kʰ"	"o"	"53"
"洘"	"kʰo53"	""	"kʰ"	"o"	"53"
"柯"	"kʰo223"	""	"kʰ"	"o"	"223"
"戈"	"kʰo223"	""	"kʰ"	"o"	"223"
"顆"	"kʰo53"	""	"kʰ"	"o"	"53"
"哥"	"ko44"	"口"	"k"	"o"	"44"
"搁"	"ko44"	"扔"	"k"	"o"	"44"
"稿"	"ko53"	""	"k"	"o"	"53"
"歌"	"ko223"	""	"k"	"o"	"223"
"哥"	"ko223"	""	"k"	"o"	"223"
"高"	"ko223"	""	"k"	"o"	"223"
"篙"	"ko223"	""	"k"	"o"	"223"
"糕"	"ko223"	""	"k"	"o"	"223"
"膏"	"ko223"	""	"k"	"o"	"223"
"个"	"ko21"	""	"k"	"o"	"21"
"划"	"ko21"	"~船"	"k"	"o"	"21"
"戴"	"to21"	"姓"	"t"	"o"	"21"
"块"	"ko21"	""	"k"	"o"	"21"
"擱"	"ko44"	"扔"	"k"	"o"	"44"
"個"	"ko21"	""	"k"	"o"	"21"
"塊"	"ko21"	""	"k"	"o"	"21"
"河"	"ho44"	""	"h"	"o"	"44"
"何"	"ho44"	""	"h"	"o"	"44"
"豪"	"ho44"	""	"h"	"o"	"44"
"蒿"	"ho223"	""	"h"	"o"	"223"
"荷"	"ho21"	"薄~"	"h"	"o"	"21"
"贺"	"ho311"	""	"h"	"o"	"311"
"号"	"ho311"	""	"h"	"o"	"311"
"佑"	"ho311"	""	"h"	"o"	"311"
"賀"	"ho311"	""	"h"	"o"	"311"
"號"	"ho311"	""	"h"	"o"	"311"
"鹅"	"go44"	""	"g"	"o"	"44"
"饿"	"go311"	""	"g"	"o"	"311"
"鵝"	"go44"	""	"g"	"o"	"44"
"餓"	"go311"	""	"g"	"o"	"311"
"无"	"bo44"	""	"b"	"o"	"44"
"母"	"bo53"	""	"b"	"o"	"53"
"拇"	"bo53"	""	"b"	"o"	"53"
"磨"	"bo311"	""	"b"	"o"	"311"
"帽"	"bo311"	""	"b"	"o"	"311"
"無"	"bo44"	""	"b"	"o"	"44"
"奥"	"õ21"	""	""	"õ"	"21"
"澳"	"õ21"	""	""	"õ"	"21"
"奧"	"õ21"	""	""	"õ"	"21"
"可"	"kʰõ53"	"又"	"kʰ"	"õ"	"53"
"鞋"	"oi44"	""	""	"oi"	"44"
"矮"	"oi53"	""	""	"oi"	"53"
"倭"	"oi53"	""	""	"oi"	"53"
"解"	"oi213"	""	""	"oi"	"213"
"粞"	"tsʰoi21"	""	"tsʰ"	"oi"	"21"
"齐"	"tsoi44"	""	"ts"	"oi"	"44"
"多"	"tsoi311"	"训"	"ts"	"oi"	"311"
"载"	"tsoi311"	"多"	"ts"	"oi"	"311"
"齊"	"tsoi44"	""	"ts"	"oi"	"44"
"載"	"tsoi311"	"多"	"ts"	"oi"	"311"
"钗"	"tʰoi223"	""	"tʰ"	"oi"	"223"
"代"	"tʰoi21"	""	"tʰ"	"oi"	"21"
"黛"	"tʰoi21"	""	"tʰ"	"oi"	"21"
"替"	"tʰoi21"	""	"tʰ"	"oi"	"21"
"釵"	"tʰoi223"	""	"tʰ"	"oi"	"223"
"题"	"toi44"	""	"t"	"oi"	"44"
"蹄"	"toi44"	""	"t"	"oi"	"44"
"堤"	"toi223"	""	"t"	"oi"	"223"
"第"	"toi213"	""	"t"	"oi"	"213"
"題"	"toi44"	""	"t"	"oi"	"44"
"洗"	"soi53"	""	"s"	"oi"	"53"
"细"	"soi21"	""	"s"	"oi"	"21"
"細"	"soi21"	""	"s"	"oi"	"21"
"批"	"pʰoi223"	""	"pʰ"	"oi"	"223"
"稗"	"pʰoi311"	""	"pʰ"	"oi"	"311"
"犁"	"loi44"	""	"l"	"oi"	"44"
"黎"	"loi44"	""	"l"	"oi"	"44"
"蠡"	"loi53"	"弯"	"l"	"oi"	"53"
"礼"	"loi53"	""	"l"	"oi"	"53"
"劙"	"loi21"	"劈"	"l"	"oi"	"21"
"禮"	"loi53"	""	"l"	"oi"	"53"
"溪"	"kʰoi223"	""	"kʰ"	"oi"	"223"
"契"	"kʰoi21"	""	"kʰ"	"oi"	"21"
"喫"	"kʰoi21"	"啃"	"kʰ"	"oi"	"21"
"改"	"koi53"	""	"k"	"oi"	"53"
"解"	"koi53"	""	"k"	"oi"	"53"
"街"	"koi223"	""	"k"	"oi"	"223"
"鸡"	"koi223"	""	"k"	"oi"	"223"
"计"	"koi21"	""	"k"	"oi"	"21"
"易"	"koi311"	""	"k"	"oi"	"311"
"雞"	"koi223"	""	"k"	"oi"	"223"
"計"	"koi21"	""	"k"	"oi"	"21"
"蟹"	"hoi213"	""	"h"	"oi"	"213"
"倪"	"goi44"	""	"g"	"oi"	"44"
"艺"	"goi311"	""	"g"	"oi"	"311"
"藝"	"goi311"	""	"g"	"oi"	"311"
"买"	"boi53"	""	"b"	"oi"	"53"
"卖"	"boi311"	""	"b"	"oi"	"311"
"買"	"boi53"	""	"b"	"oi"	"53"
"賣"	"boi311"	""	"b"	"oi"	"311"
"体"	"tʰõi53"	""	"tʰ"	"õi"	"53"
"看"	"tʰõi53"	"训又"	"tʰ"	"õi"	"53"
"體"	"tʰõi53"	""	"tʰ"	"õi"	"53"
"底"	"tõi53"	""	"t"	"õi"	"53"
"看"	"kʰõi53"	"训"	"kʰ"	"õi"	"53"
"狭"	"oiʔ54"	""	""	"oiʔ"	"54"
"狹"	"oiʔ54"	""	""	"oiʔ"	"54"
"截"	"tsoiʔ54"	""	"ts"	"oiʔ"	"54"
"节"	"tsoiʔ32"	""	"ts"	"oiʔ"	"32"
"節"	"tsoiʔ32"	""	"ts"	"oiʔ"	"32"
"替"	"tʰoiʔ32"	""	"tʰ"	"oiʔ"	"32"
"拔"	"poiʔ32"	""	"p"	"oiʔ"	"32"
"八"	"poiʔ32"	""	"p"	"oiʔ"	"32"
"捌"	"poiʔ32"	""	"p"	"oiʔ"	"32"
"笠"	"loiʔ54"	""	"l"	"oiʔ"	"54"
"轧"	"kʰoiʔ32"	"训"	"kʰ"	"oiʔ"	"32"
"軋"	"kʰoiʔ32"	"训"	"kʰ"	"oiʔ"	"32"
"圿"	"koiʔ32"	"垢~(死皮)"	"k"	"oiʔ"	"32"
"夹"	"koiʔ32"	""	"k"	"oiʔ"	"32"
"夾"	"koiʔ32"	""	"k"	"oiʔ"	"32"
"龌"	"ok32"	""	""	"ok"	"32"
"握"	"ok32"	""	""	"ok"	"32"
"屋"	"ok32"	""	""	"ok"	"32"
"沃"	"ok32"	""	""	"ok"	"32"
"齷"	"ok32"	""	""	"ok"	"32"
"促"	"tsʰok32"	""	"tsʰ"	"ok"	"32"
"触"	"tsʰok32"	""	"tsʰ"	"ok"	"32"
"觸"	"tsʰok32"	""	"tsʰ"	"ok"	"32"
"族"	"tsok54"	""	"ts"	"ok"	"54"
"粥"	"tsok54"	""	"ts"	"ok"	"54"
"祝"	"tsok32"	""	"ts"	"ok"	"32"
"足"	"tsok32"	""	"ts"	"ok"	"32"
"戳"	"tʰok32"	""	"tʰ"	"ok"	"32"
"秃"	"tʰok32"	""	"tʰ"	"ok"	"32"
"禿"	"tʰok32"	""	"tʰ"	"ok"	"32"
"独"	"tok54"	""	"t"	"ok"	"54"
"逐"	"tok54"	""	"t"	"ok"	"54"
"剁"	"tok32"	""	"t"	"ok"	"32"
"斫"	"tok32"	""	"t"	"ok"	"32"
"啄"	"tok32"	""	"t"	"ok"	"32"
"督"	"tok32"	""	"t"	"ok"	"32"
"笃"	"tok32"	""	"t"	"ok"	"32"
"筑"	"tok32"	""	"t"	"ok"	"32"
"獨"	"tok54"	""	"t"	"ok"	"54"
"篤"	"tok32"	""	"t"	"ok"	"32"
"築"	"tok32"	""	"t"	"ok"	"32"
"俗"	"sok54"	""	"s"	"ok"	"54"
"续"	"sok54"	""	"s"	"ok"	"54"
"赎"	"sok54"	""	"s"	"ok"	"54"
"属"	"sok54"	""	"s"	"ok"	"54"
"塑"	"sok32"	""	"s"	"ok"	"32"
"索"	"sok32"	""	"s"	"ok"	"32"
"寂"	"sok32"	""	"s"	"ok"	"32"
"速"	"sok32"	""	"s"	"ok"	"32"
"肃"	"sok32"	""	"s"	"ok"	"32"
"淑"	"sok32"	""	"s"	"ok"	"32"
"束"	"sok32"	""	"s"	"ok"	"32"
"續"	"sok54"	""	"s"	"ok"	"54"
"贖"	"sok54"	""	"s"	"ok"	"54"
"屬"	"sok54"	""	"s"	"ok"	"54"
"肅"	"sok32"	""	"s"	"ok"	"32"
"朴"	"pʰok32"	"~素"	"pʰ"	"ok"	"32"
"扑"	"pʰok32"	""	"pʰ"	"ok"	"32"
"仆"	"pʰok32"	""	"pʰ"	"ok"	"32"
"樸"	"pʰok32"	"~素"	"pʰ"	"ok"	"32"
"撲"	"pʰok32"	""	"pʰ"	"ok"	"32"
"僕"	"pʰok32"	""	"pʰ"	"ok"	"32"
"卜"	"pok54"	""	"p"	"ok"	"54"
"蔔"	"pok54"	""	"p"	"ok"	"54"
"没"	"mok54"	""	"m"	"ok"	"54"
"莫"	"mok54"	""	"m"	"ok"	"54"
"寞"	"mok54"	""	"m"	"ok"	"54"
"漠"	"mok54"	""	"m"	"ok"	"54"
"疫"	"mok54"	""	"m"	"ok"	"54"
"沐"	"mok54"	""	"m"	"ok"	"54"
"牧"	"mok54"	""	"m"	"ok"	"54"
"穆"	"mok54"	""	"m"	"ok"	"54"
"沒"	"mok54"	""	"m"	"ok"	"54"
"洛"	"lok54"	""	"l"	"ok"	"54"
"络"	"lok54"	""	"l"	"ok"	"54"
"禄"	"lok54"	""	"l"	"ok"	"54"
"陆"	"lok54"	"~丰"	"l"	"ok"	"54"
"录"	"lok54"	""	"l"	"ok"	"54"
"絡"	"lok54"	""	"l"	"ok"	"54"
"祿"	"lok54"	""	"l"	"ok"	"54"
"陸"	"lok54"	"~丰"	"l"	"ok"	"54"
"錄"	"lok54"	""	"l"	"ok"	"54"
"酷"	"kʰok32"	""	"kʰ"	"ok"	"32"
"焗"	"kok54"	""	"k"	"ok"	"54"
"国"	"kok32"	""	"k"	"ok"	"32"
"谷"	"kok32"	""	"k"	"ok"	"32"
"漷"	"kok54"	"又"	"k"	"ok"	"54"
"國"	"kok32"	""	"k"	"ok"	"32"
"穀"	"kok32"	""	"k"	"ok"	"32"
"服"	"hok54"	""	"h"	"ok"	"54"
"伏"	"hok54"	""	"h"	"ok"	"54"
"复"	"hok54"	"重~"	"h"	"ok"	"54"
"福"	"hok32"	""	"h"	"ok"	"32"
"蝠"	"hok32"	""	"h"	"ok"	"32"
"覆"	"hok32"	""	"h"	"ok"	"32"
"复"	"hok32"	"~习"	"h"	"ok"	"32"
"複"	"hok54"	"重~"	"h"	"ok"	"54"
"複"	"hok32"	"~习"	"h"	"ok"	"32"
"辱"	"dziok54"	""	"dz"	"iok"	"54"
"撞"	"tsom44"	"口"	"ts"	"om"	"44"
"五"	"ŋom213"	"又"	"ŋ"	"om"	"213"
"翁"	"oŋ223"	""	""	"oŋ"	"223"
"崇"	"tsʰoŋ44"	""	"tsʰ"	"oŋ"	"44"
"从"	"tsʰoŋ44"	""	"tsʰ"	"oŋ"	"44"
"宠"	"tsʰoŋ53"	"~物"	"tsʰ"	"oŋ"	"53"
"聪"	"tsʰoŋ223"	""	"tsʰ"	"oŋ"	"223"
"匆"	"tsʰoŋ223"	""	"tsʰ"	"oŋ"	"223"
"衷"	"tsʰoŋ223"	""	"tsʰ"	"oŋ"	"223"
"充"	"tsʰoŋ223"	""	"tsʰ"	"oŋ"	"223"
"从"	"tsʰoŋ223"	"~容"	"tsʰ"	"oŋ"	"223"
"冲"	"tsʰoŋ223"	""	"tsʰ"	"oŋ"	"223"
"涌"	"tsʰoŋ223"	"河~"	"tsʰ"	"oŋ"	"223"
"從"	"tsʰoŋ44"	""	"tsʰ"	"oŋ"	"44"
"寵"	"tsʰoŋ53"	"~物"	"tsʰ"	"oŋ"	"53"
"聰"	"tsʰoŋ223"	""	"tsʰ"	"oŋ"	"223"
"從"	"tsʰoŋ223"	"~容"	"tsʰ"	"oŋ"	"223"
"沖"	"tsʰoŋ223"	""	"tsʰ"	"oŋ"	"223"
"湧"	"tsʰoŋ223"	"河~"	"tsʰ"	"oŋ"	"223"
"撞"	"tsoŋ44"	"冲，跑"	"ts"	"oŋ"	"44"
"总"	"tsoŋ53"	""	"ts"	"oŋ"	"53"
"种"	"tsoŋ53"	"芒~"	"ts"	"oŋ"	"53"
"宗"	"tsoŋ223"	""	"ts"	"oŋ"	"223"
"综"	"tsoŋ223"	""	"ts"	"oŋ"	"223"
"终"	"tsoŋ223"	""	"ts"	"oŋ"	"223"
"踪"	"tsoŋ223"	""	"ts"	"oŋ"	"223"
"盅"	"tsoŋ223"	""	"ts"	"oŋ"	"223"
"纵"	"tsoŋ21"	""	"ts"	"oŋ"	"21"
"總"	"tsoŋ53"	""	"ts"	"oŋ"	"53"
"種"	"tsoŋ53"	"芒~"	"ts"	"oŋ"	"53"
"綜"	"tsoŋ223"	""	"ts"	"oŋ"	"223"
"終"	"tsoŋ223"	""	"ts"	"oŋ"	"223"
"蹤"	"tsoŋ223"	""	"ts"	"oŋ"	"223"
"縱"	"tsoŋ21"	""	"ts"	"oŋ"	"21"
"疼"	"tʰoŋ44"	""	"tʰ"	"oŋ"	"44"
"同"	"tʰoŋ44"	""	"tʰ"	"oŋ"	"44"
"桐"	"tʰoŋ44"	""	"tʰ"	"oŋ"	"44"
"童"	"tʰoŋ44"	""	"tʰ"	"oŋ"	"44"
"瞳"	"tʰoŋ44"	""	"tʰ"	"oŋ"	"44"
"洞"	"tʰoŋ44"	"~箫"	"tʰ"	"oŋ"	"44"
"重"	"tʰoŋ44"	"~阳"	"tʰ"	"oŋ"	"44"
"捅"	"tʰoŋ53"	""	"tʰ"	"oŋ"	"53"
"统"	"tʰoŋ53"	""	"tʰ"	"oŋ"	"53"
"統"	"tʰoŋ53"	""	"tʰ"	"oŋ"	"53"
"宠"	"tʰoŋ53"	"受~若惊"	"tʰ"	"oŋ"	"53"
"通"	"tʰoŋ223"	""	"tʰ"	"oŋ"	"223"
"痛"	"tʰoŋ21"	""	"tʰ"	"oŋ"	"21"
"寵"	"tʰoŋ53"	"受~若惊"	"tʰ"	"oŋ"	"53"
"董"	"toŋ53"	""	"t"	"oŋ"	"53"
"懂"	"toŋ53"	""	"t"	"oŋ"	"53"
"东"	"toŋ223"	"毛泽~，~西"	"t"	"oŋ"	"223"
"中"	"toŋ223"	"~间"	"t"	"oŋ"	"223"
"忠"	"toŋ223"	""	"t"	"oŋ"	"223"
"档"	"toŋ21"	"~口"	"t"	"oŋ"	"21"
"中"	"toŋ21"	"~奖"	"t"	"oŋ"	"21"
"冻"	"toŋ21"	"冰~"	"t"	"oŋ"	"21"
"动"	"toŋ213"	""	"t"	"oŋ"	"213"
"仲"	"toŋ213"	""	"t"	"oŋ"	"213"
"重"	"toŋ213"	"~要"	"t"	"oŋ"	"213"
"東"	"toŋ223"	"毛泽~"	"t"	"oŋ"	"223"
"檔"	"toŋ21"	"~口"	"t"	"oŋ"	"21"
"凍"	"toŋ21"	"冰~"	"t"	"oŋ"	"21"
"動"	"toŋ213"	""	"t"	"oŋ"	"213"
"松"	"soŋ44"	""	"s"	"oŋ"	"44"
"爽"	"soŋ53"	"~快(舒服)"	"s"	"oŋ"	"53"
"怂"	"soŋ53"	""	"s"	"oŋ"	"53"
"松"	"soŋ223"	""	"s"	"oŋ"	"223"
"嵩"	"soŋ223"	""	"s"	"oŋ"	"223"
"宋"	"soŋ21"	""	"s"	"oŋ"	"21"
"诵"	"soŋ213"	""	"s"	"oŋ"	"213"
"颂"	"soŋ213"	""	"s"	"oŋ"	"213"
"讼"	"soŋ213"	""	"s"	"oŋ"	"213"
"慫"	"soŋ53"	""	"s"	"oŋ"	"53"
"誦"	"soŋ213"	""	"s"	"oŋ"	"213"
"頌"	"soŋ213"	""	"s"	"oŋ"	"213"
"訟"	"soŋ213"	""	"s"	"oŋ"	"213"
"鹏"	"pʰoŋ44"	""	"pʰ"	"oŋ"	"44"
"蓬"	"pʰoŋ44"	""	"pʰ"	"oŋ"	"44"
"缝"	"pʰoŋ44"	"~补"	"pʰ"	"oŋ"	"44"
"捧"	"pʰoŋ53"	""	"pʰ"	"oŋ"	"53"
"膨"	"pʰoŋ21"	"蓬松"	"pʰ"	"oŋ"	"21"
"碰"	"pʰoŋ21"	""	"pʰ"	"oŋ"	"21"
"鵬"	"pʰoŋ44"	""	"pʰ"	"oŋ"	"44"
"縫"	"pʰoŋ44"	"~补"	"pʰ"	"oŋ"	"44"
"胖"	"poŋ44"	"~大海"	"p"	"oŋ"	"44"
"谋"	"moŋ44"	""	"m"	"oŋ"	"44"
"摸"	"moŋ44"	""	"m"	"oŋ"	"44"
"蒙"	"moŋ44"	""	"m"	"oŋ"	"44"
"某"	"moŋ53"	""	"m"	"oŋ"	"53"
"懵"	"moŋ53"	""	"m"	"oŋ"	"53"
"贸"	"moŋ21"	""	"m"	"oŋ"	"21"
"舞"	"moŋ213"	""	"m"	"oŋ"	"213"
"茂"	"moŋ213"	""	"m"	"oŋ"	"213"
"謀"	"moŋ44"	""	"m"	"oŋ"	"44"
"貿"	"moŋ21"	""	"m"	"oŋ"	"21"
"农"	"loŋ44"	""	"l"	"oŋ"	"44"
"脓"	"loŋ44"	""	"l"	"oŋ"	"44"
"隆"	"loŋ44"	""	"l"	"oŋ"	"44"
"浓"	"loŋ44"	""	"l"	"oŋ"	"44"
"拢"	"loŋ53"	""	"l"	"oŋ"	"53"
"垄"	"loŋ53"	""	"l"	"oŋ"	"53"
"弄"	"loŋ213"	""	"l"	"oŋ"	"213"
"農"	"loŋ44"	""	"l"	"oŋ"	"44"
"膿"	"loŋ44"	""	"l"	"oŋ"	"44"
"濃"	"loŋ44"	""	"l"	"oŋ"	"44"
"攏"	"loŋ53"	""	"l"	"oŋ"	"53"
"壟"	"loŋ53"	""	"l"	"oŋ"	"53"
"孔"	"kʰoŋ53"	""	"kʰ"	"oŋ"	"53"
"恐"	"kʰoŋ53"	""	"kʰ"	"oŋ"	"53"
"空"	"kʰoŋ223"	""	"kʰ"	"oŋ"	"223"
"空"	"kʰoŋ21"	"空闲"	"kʰ"	"oŋ"	"21"
"控"	"kʰoŋ21"	""	"kʰ"	"oŋ"	"21"
"讲"	"koŋ53"	""	"k"	"oŋ"	"53"
"□"	"koŋ53"	"水杯"	"k"	"oŋ"	"53"
"龚"	"koŋ53"	""	"k"	"oŋ"	"53"
"公"	"koŋ223"	""	"k"	"oŋ"	"223"
"攻"	"koŋ223"	""	"k"	"oŋ"	"223"
"恭"	"koŋ223"	""	"k"	"oŋ"	"223"
"杠"	"koŋ21"	""	"k"	"oŋ"	"21"
"汞"	"koŋ21"	""	"k"	"oŋ"	"21"
"贡"	"koŋ21"	""	"k"	"oŋ"	"21"
"烘"	"koŋ21"	"熏"	"k"	"oŋ"	"21"
"講"	"koŋ53"	""	"k"	"oŋ"	"53"
"龔"	"koŋ53"	""	"k"	"oŋ"	"53"
"貢"	"koŋ21"	""	"k"	"oŋ"	"21"
"虹"	"hoŋ44"	""	"h"	"oŋ"	"44"
"弘"	"hoŋ44"	""	"h"	"oŋ"	"44"
"洪"	"hoŋ44"	""	"h"	"oŋ"	"44"
"逢"	"hoŋ44"	""	"h"	"oŋ"	"44"
"哄"	"hoŋ53"	""	"h"	"oŋ"	"53"
"轰"	"hoŋ223"	""	"h"	"oŋ"	"223"
"烘"	"hoŋ223"	""	"h"	"oŋ"	"223"
"风"	"hoŋ223"	"文"	"h"	"oŋ"	"223"
"丰"	"hoŋ223"	""	"h"	"oŋ"	"223"
"封"	"hoŋ223"	""	"h"	"oŋ"	"223"
"峰"	"hoŋ223"	""	"h"	"oŋ"	"223"
"锋"	"hoŋ223"	""	"h"	"oŋ"	"223"
"讽"	"hoŋ21"	""	"h"	"oŋ"	"21"
"蚌"	"hoŋ213"	""	"h"	"oŋ"	"213"
"棒"	"hoŋ213"	"又"	"h"	"oŋ"	"213"
"凤"	"hoŋ213"	""	"h"	"oŋ"	"213"
"奉"	"hoŋ213"	""	"h"	"oŋ"	"213"
"轟"	"hoŋ223"	""	"h"	"oŋ"	"223"
"風"	"hoŋ223"	"文"	"h"	"oŋ"	"223"
"豐"	"hoŋ223"	""	"h"	"oŋ"	"223"
"鋒"	"hoŋ223"	""	"h"	"oŋ"	"223"
"諷"	"hoŋ21"	""	"h"	"oŋ"	"21"
"鳳"	"hoŋ213"	""	"h"	"oŋ"	"213"
"撮"	"tsʰop32"	""	"tsʰ"	"op"	"32"
"束"	"tsop32"	"一~花"	"ts"	"op"	"32"
"涂"	"top54"	"训"	"t"	"op"	"54"
"塗"	"top54"	"训"	"t"	"op"	"54"
"胡"	"ou44"	""	""	"ou"	"44"
"湖"	"ou44"	""	""	"ou"	"44"
"乌"	"ou223"	""	""	"ou"	"223"
"淤"	"ou223"	"训"	""	"ou"	"223"
"芋"	"ou311"	""	""	"ou"	"311"
"烏"	"ou223"	""	""	"ou"	"223"
"愁"	"tsʰou44"	""	"tsʰ"	"ou"	"44"
"醋"	"tsʰou21"	""	"tsʰ"	"ou"	"21"
"凑"	"tsʰou21"	""	"tsʰ"	"ou"	"21"
"湊"	"tsʰou21"	""	"tsʰ"	"ou"	"21"
"祖"	"tsou53"	""	"ts"	"ou"	"53"
"租"	"tsou223"	""	"ts"	"ou"	"223"
"邹"	"tsou223"	""	"ts"	"ou"	"223"
"骤"	"tsou213"	""	"ts"	"ou"	"213"
"鄒"	"tsou223"	""	"ts"	"ou"	"223"
"驟"	"tsou213"	""	"ts"	"ou"	"213"
"土"	"tʰou44"	"训"	"tʰ"	"ou"	"44"
"塗"	"tʰou44"	""	"tʰ"	"ou"	"44"
"土"	"tʰou53"	""	"tʰ"	"ou"	"53"
"吐"	"tʰou53"	"外显"	"tʰ"	"ou"	"53"
"吐"	"tʰou21"	""	"tʰ"	"ou"	"21"
"兔"	"tʰou21"	""	"tʰ"	"ou"	"21"
"涂"	"tou44"	""	"t"	"ou"	"44"
"图"	"tou44"	""	"t"	"ou"	"44"
"厨"	"tou44"	""	"t"	"ou"	"44"
"橱"	"tou44"	""	"t"	"ou"	"44"
"肚"	"tou53"	""	"t"	"ou"	"53"
"抖"	"tou53"	""	"t"	"ou"	"53"
"都"	"tou223"	""	"t"	"ou"	"223"
"橐"	"tou21"	"口袋"	"t"	"ou"	"21"
"鬥"	"tou21"	""	"t"	"ou"	"21"
"斗"	"tou21"	""	"t"	"ou"	"21"
"蠹"	"tou21"	"黑"	"t"	"ou"	"21"
"肚"	"tou213"	""	"t"	"ou"	"213"
"妒"	"tou213"	""	"t"	"ou"	"213"
