"聲母拼音"	"聲母IPA"	"韻母拼音"	"韻母IPA"	"拼音"	"IPA"	"聲調"	"單字"	"釋義"
"zh"	"ȡ̟̊͡ʑ̟̊"	"r"	"ɿ̈"	"zh"	"ȡ̟̊͡ʑ̟̊ɿ̈"	"⑦"	"徝"	"同「陟」"
"zh"	"ȡ̟̊͡ʑ̟̊"	"r"	"ɿ̈"	"zh"	"ȡ̟̊͡ʑ̟̊ɿ̈"	"⑦"	"𠉡"	"同「陟」"
"zh"	"ȡ̟̊͡ʑ̟̊"	"r"	"ɿ̈"	"zh"	"ȡ̟̊͡ʑ̟̊ɿ̈"	"⑦"	"𠌹"	"同「陟」"
"zh"	"ȡ̟̊͡ʑ̟̊"	"r"	"ɿ̈"	"zh"	"ȡ̟̊͡ʑ̟̊ɿ̈"	"⑦"	"𫨞"	"同「陟」"
"zh"	"ȡ̟̊͡ʑ̟̊"	"r"	"ɿ̈"	"zh"	"ȡ̟̊͡ʑ̟̊ɿ̈"	"⑦"	"𰂮"	"同「陟」"
"zh"	"ȡ̟̊͡ʑ̟̊"	"r"	"ɿ̈"	"zh"	"ȡ̟̊͡ʑ̟̊ɿ̈"	"⑦"	"𱀒"	"同「陟」"
"zh"	"ȡ̟̊͡ʑ̟̊"	"r"	"ɿ̈"	"zh"	"ȡ̟̊͡ʑ̟̊ɿ̈"	"⑦"	"騭"	"文讀。陰～"
"zh"	"ȡ̟̊͡ʑ̟̊"	"r"	"ɿ̈"	"zh"	"ȡ̟̊͡ʑ̟̊ɿ̈"	"⑦"	"骘"	"文讀。「騭」之簡體字"
"zh"	"ȡ̟̊͡ʑ̟̊"	"r"	"ɿ̈"	"zh"	"ȡ̟̊͡ʑ̟̊ɿ̈"	"⑦"	"隲"	"文讀。同「騭」"
"zh"	"ȡ̟̊͡ʑ̟̊"	"r"	"ɿ̈"	"zh"	"ȡ̟̊͡ʑ̟̊ɿ̈"	"⑦"	"𱀑"	"文讀。「隲」之類推簡化字"
"zh"	"ȡ̟̊͡ʑ̟̊"	"r"	"ɿ̈"	"zh"	"ȡ̟̊͡ʑ̟̊ɿ̈"	"⑦"	"𨽥"	"文讀。同「騭」"
"zh"	"ȡ̟̊͡ʑ̟̊"	"r"	"ɿ̈"	"zh"	"ȡ̟̊͡ʑ̟̊ɿ̈"	"⑦"	"擲"	"俗音。投也"
"zh"	"ȡ̟̊͡ʑ̟̊"	"r"	"ɿ̈"	"zh"	"ȡ̟̊͡ʑ̟̊ɿ̈"	"⑦"	"掷"	"俗音。「擲」之簡體字"
"zh"	"ȡ̟̊͡ʑ̟̊"	"r"	"ɿ̈"	"zh"	"ȡ̟̊͡ʑ̟̊ɿ̈"	"⑦"	"𬅈"	"俗音。同「擲」"
"zh"	"ȡ̟̊͡ʑ̟̊"	"r"	"ɿ̈"	"zh"	"ȡ̟̊͡ʑ̟̊ɿ̈"	"⑦"	"擿"	"俗音。古同「擲」"
"zh"	"ȡ̟̊͡ʑ̟̊"	"r"	"ɿ̈"	"zh"	"ȡ̟̊͡ʑ̟̊ɿ̈"	"⑦"	"䵹"	"俗音。「蜘」之本字。～鼄"
"zh"	"ȡ̟̊͡ʑ̟̊"	"r"	"ɿ̈"	"zh"	"ȡ̟̊͡ʑ̟̊ɿ̈"	"⑦"	"蜘"	"俗音。同「䵹」。～蛛，即「䵹鼄」"
"zh"	"ȡ̟̊͡ʑ̟̊"	"r"	"ɿ̈"	"zh"	"ȡ̟̊͡ʑ̟̊ɿ̈"	"⑦"	"鼅"	"俗音。同「䵹」"
"zh"	"ȡ̟̊͡ʑ̟̊"	"r"	"ɿ̈"	"zh"	"ȡ̟̊͡ʑ̟̊ɿ̈"	"⑦"	"𪓳"	"俗音。同「䵹」"
"zh"	"ȡ̟̊͡ʑ̟̊"	"r"	"ɿ̈"	"zh"	"ȡ̟̊͡ʑ̟̊ɿ̈"	"⑦"	"𧌲"	"俗音。同「䵹」"
"zh"	"ȡ̟̊͡ʑ̟̊"	"r"	"ɿ̈"	"zh"	"ȡ̟̊͡ʑ̟̊ɿ̈"	"⑦"	"𧐉"	"俗音。同「䵹」"
"zh"	"ȡ̟̊͡ʑ̟̊"	"r"	"ɿ̈"	"zh"	"ȡ̟̊͡ʑ̟̊ɿ̈"	"⑦"	"𧒊"	"俗音。同「䵹」"
"zh"	"ȡ̟̊͡ʑ̟̊"	"r"	"ɿ̈"	"zh"	"ȡ̟̊͡ʑ̟̊ɿ̈"	"⑦"	"指"	"俗音。～腦子：指頭"
"zh"	"ȡ̟̊͡ʑ̟̊"	"r"	"ɿ̈"	"zh"	"ȡ̟̊͡ʑ̟̊ɿ̈"	"⑦"	"𢫾"	"俗音。同「指」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"蚩"	"～～者氓；～尤"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𧈨"	"同「蚩」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𧉌"	"同「蚩」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𫊵"	"同「蚩」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"嗤"	"～笑"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"㰞"	"同「嗤」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𠱟"	"同「嗤」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𠷣"	"同「嗤」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𣣷"	"同「嗤」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𧏬"	"同「嗤」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𫪻"	"同「嗤」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𭉕"	"同「嗤」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"媸"	"妍～"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"妛"	"同「媸」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𡟎"	"同「媸」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"鴟"	"～鴞"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"鸱"	"「鴟」之簡體字"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"殦"	"同「鴟」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"鵄"	"同「鴟」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𬸈"	"「鵄」之類推簡化字"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"䲭"	"同「鴟」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𨾦"	"同「鴟」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𨾽"	"同「鴟」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𩿍"	"同「鴟」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𩿒"	"同「鴟」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𩿨"	"同「鴟」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𩿚"	"同「𩿨」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𪆥"	"同「𩿚」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𫛕"	"同「𩿚」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𪂑"	"同「鴟」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𱈧"	"同「鴟」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"癡"	"～獃；～心妄想"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"痴"	"同「癡」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𠈴"	"同「癡」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𢣕"	"同「癡」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𭩕"	"同「𢣕」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"攡"	"布也；發也；伸也；象聲詞，腳下滑動"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"摛"	"「攡」之簡體字"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"螭"	"若龍，無角"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"彲"	"同「螭」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"彨"	"「彲」之類推簡化字"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𡖟"	"同「螭」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𮧩"	"同「螭」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"魑"	"～魅"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"䄜"	"同「魑」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"䬜"	"同「魑」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𱃎"	"同「䬜」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𩗨"	"同「魑」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𩘉"	"同「魑」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𩱹"	"同「魑」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𩲵"	"同「魑」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𩲶"	"同「魑」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𩳀"	"同「魑」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𩳦"	"同「魑」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𩳩"	"同「魑」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𩴭"	"同「魑」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"黐"	"黏～"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"粚"	"同「黐」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𥹗"	"同「黐」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𥺡"	"同「黐」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𥼝"	"同「黐」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𦡬"	"同「黐」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𪐑"	"同「黐」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"笞"	"鞭～"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𢰥"	"同「笞」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𢲹"	"同「笞」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𣘜"	"同「笞」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"抬"	"擊也，同「笞」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"齝"	"牛之反芻也"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𪗪"	"同「齝」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𬹿"	"「𪗪」之類推簡化字"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𪗺"	"同「齝」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𪙋"	"同「齝」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𱌯"	"「齝」之類推簡化字"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"絺"	"細葛也"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𫄨"	"「絺」之類推簡化字"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"瓻"	"盛酒器"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𤭏"	"同「瓻」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"郗"	"周邑也"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𰻪"	"同「郗」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"鍉"	"鑰～"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𫔂"	"「鍉」之類推簡化字"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"匙"	"匕也，即調羹；鑰～，俗「鍉」字"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"㔭"	"同「匙」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"㮛"	"同「匙」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"䈕"	"同「匙」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𥫽"	"同「匙」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𨥌"	"同「匙」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𪰯"	"同「匙」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𫧈"	"同「匙」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"眵"	"目汁凝也"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𥄏"	"同「眵」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𥉍"	"同「眵」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𦞲"	"同「𥉍」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𭿇"	"同「眵」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"胵"	"鳥類臟腑也"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𦙆"	"同「胵」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"褫"	"俗音。～奪"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"裭"	"俗音。同「褫」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𧚜"	"俗音。同「褫」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𧜑"	"俗音。同「褫」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𰉳"	"俗音。同「褫」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"雉"	"俗音。野雞也；～碟"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"垁"	"俗音。同「雉」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"搱"	"俗音。同「雉」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"鴙"	"俗音。同「雉」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𱉛"	"俗音。「鴙」之類推簡化字"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"鶨"	"俗音。同「雉」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𩀅"	"俗音。同「鶨」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𱊘"	"俗音。「鶨」之類推簡化字"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𥏷"	"俗音。同「雉」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𨿘"	"俗音。同「雉」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𨿝"	"俗音。同「雉」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𪁰"	"俗音。同「雉」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𪅊"	"俗音。同「雉」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"①"	"𬑳"	"俗音。同「雉」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"③"	"侈"	"奢～"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"③"	"伳"	"同「侈」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"③"	"𠈎"	"同「侈」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"③"	"𣆚"	"同「侈」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"③"	"𠕝"	"同「𣆚」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"③"	"哆"	"張口也"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"③"	"移"	"廣大也"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"③"	"誃"	"離別也"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"③"	"䛂"	"同「誃」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"③"	"𰵥"	"「誃」之類推簡化字"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"③"	"豉"	"文讀。豆～"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"③"	"䜵"	"文讀。同「豉」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"③"	"䜻"	"文讀。同「豉」"
"ch"	"ȶ̟͡ɕ̟ʰ"	"r"	"ɿ̈"	"ch"	"ȶ̟͡ɕ̟ʰɿ̈"	"③"	"𢻃"	"文讀。同「豉」"
