"繁"	"簡"	"IPA"	"IPA無調"	"拼音"	"調值"	"解釋"
"瞎"	"瞎"	"xɑʔ³⁴"	"xɑʔ"	"haq7"	34	
"轄"	"辖"	"xɑʔ³⁴"	"xɑʔ"	"haq7"	34	
"呷 "	"呷 "	"xɑʔ³⁴"	"xɑʔ"	"haq7"	34	
"□"		"xɑʔ³⁴"	"xɑʔ"	"haq7"	34	"給，本字或爲匄"
"□"		"xɑʔ³⁴"	"xɑʔ"	"haq7"	34	"被（介詞），本字或爲匄"
"匄"	"匄"	"xɑʔ³⁴"	"xɑʔ"	"haq7"	34	"給；被（介詞）"
"匣"	"匣"	"ɣɑʔ²³"	"ɣɑʔ"	"raq8¹"	23	
"盒"	"盒"	"ɣɑʔ²³"	"ɣɑʔ"	"raq8¹"	23	
"狹"	"狭"	"ɣɑʔ²³"	"ɣɑʔ"	"raq8¹"	23	
"狎"	"狎"	"ɣɑʔ²³"	"ɣɑʔ"	"raq8¹"	23	
"阿"	"阿"	"ʔɑʔ³⁴"	"ʔɑʔ"	"aq7"	34	"前綴"
"略"	"略"	"ʔɭiɑʔ⁵"	"ʔɭiɑʔ"	"liaq8²"	5	
"掠"	"掠"	"ʔɭiɑʔ⁵"	"ʔɭiɑʔ"	"liaq8²"	5	
"□"		"ʔɭiɑʔ⁵"	"ʔɭiɑʔ"	"liaq8²"	5	"舔碗的動作"
"雀"	"雀"	"tɕiɑʔ³⁴"	"tɕiɑʔ"	"ciaq7"	34	"老花~子（麻雀）"
"爵"	"爵"	"tɕiɑʔ³⁴"	"tɕiɑʔ"	"ciaq7"	34	
"腳"	"脚"	"tɕiɑʔ³⁴"	"tɕiɑʔ"	"ciaq7"	34	
"甲"	"甲"	"tɕiɑʔ³⁴"	"tɕiɑʔ"	"ciaq7"	34	"文"
"蹻"	"𫏋"	"tɕiɑʔ³⁴"	"tɕiɑʔ"	"ciaq7"	34	"瘸：~子"
"夾"	"夹"	"tɕiɑʔ³⁴"	"tɕiɑʔ"	"ciaq7"	34	"文"
"鉀"	"钾"	"tɕiɑʔ³⁴"	"tɕiɑʔ"	"ciaq7"	34	
"岬 "	"岬 "	"tɕiɑʔ³⁴"	"tɕiɑʔ"	"ciaq7"	34	
"莢"	"荚"	"tɕiɑʔ³⁴"	"tɕiɑʔ"	"ciaq7"	34	"文"
"頰"	"颊"	"tɕiɑʔ³⁴"	"tɕiɑʔ"	"ciaq7"	34	"文"
"雀"	"雀"	"tɕʰiɑʔ³⁴"	"tɕʰiɑʔ"	"ciaq7"	34	"~斑"
"鵲"	"鹊"	"tɕʰiɑʔ³⁴"	"tɕʰiɑʔ"	"ciaq7"	34	
"卻"	"却"	"tɕʰiɑʔ³⁴"	"tɕʰiɑʔ"	"ciaq7"	34	
"洽"	"洽"	"tɕʰiɑʔ³⁴"	"tɕʰiɑʔ"	"ciaq7"	34	
"恰"	"恰"	"tɕʰiɑʔ³⁴"	"tɕʰiɑʔ"	"ciaq7"	34	"文"
"皵"	"皵"	"tɕʰiɑʔ³⁴"	"tɕʰiɑʔ"	"ciaq7"	34	"~皮"
"□"		"tɕʰiɑʔ³⁴"	"tɕʰiɑʔ"	"ciaq7"	34	"嵌入，插入：~版"
"臄"	"臄"	"dʑiɑʔ²³"	"dʑiɑʔ"	"jiaq8¹"	23	
"噱"	"噱"	"dʑiɑʔ²³"	"dʑiɑʔ"	"jiaq8¹"	23	
"𧮫"	"𧮫"	"dʑiɑʔ²³"	"dʑiɑʔ"	"jiaq8¹"	23	
"虐"	"虐"	"ʔȵiɑʔ⁵"	"ʔȵiɑʔ"	"gniaq8²"	5	
"瘧"	"疟"	"ʔȵiɑʔ⁵"	"ʔȵiɑʔ"	"gniaq8²"	5	
"捏"	"捏"	"ʔȵiɑʔ⁵"	"ʔȵiɑʔ"	"gniaq8²"	5	
"箬"	"箬"	"ʔȵiɑʔ⁵"	"ʔȵiɑʔ"	"gniaq8²"	5	"~套"
"削"	"削"	"ɕiɑʔ³⁴"	"ɕiɑʔ"	"shiaq7"	34	
"謔"	"谑"	"ɕiɑʔ³⁴"	"ɕiɑʔ"	"shiaq7"	34	
"嚼"	"嚼"	"ʑiɑʔ²³"	"ʑiɑʔ"	"zhiaq8¹"	23	
"狎"	"狎"	"ʑiɑʔ²³"	"ʑiɑʔ"	"zhiaq8¹"	23	
"黠"	"黠"	"ʑiɑʔ²³"	"ʑiɑʔ"	"zhiaq8¹"	23	
"俠"	"侠"	"ʑiɑʔ²³"	"ʑiɑʔ"	"zhiaq8¹"	23	
"狹"	"狭"	"ʑiɑʔ²³"	"ʑiɑʔ"	"zhiaq8¹"	23	"文"
"峽"	"峡"	"ʑiɑʔ²³"	"ʑiɑʔ"	"zhiaq8¹"	23	
"約"	"约"	"ʔiɑʔ³⁴"	"ʔiɑʔ"	"iaq7"	34	
"葯"	"葯"	"ʔiɑʔ³⁴"	"ʔiɑʔ"	"iaq7"	34	"白芷"
"揠"	"揠"	"ʔiɑʔ³⁴"	"ʔiɑʔ"	"iaq7"	34	
"藥"	"药"	"ʔiɑʔ⁵"	"ʔiɑʔ"	"iaq8²"	5	
"藥"	"药"	"ɦiɑʔ²³"	"ɦiɑʔ"	"yaq8¹"	23	
"鑰"	"钥"	"ɦiɑʔ²³"	"ɦiɑʔ"	"yaq8¹"	23	
"躍"	"跃"	"ɦiɑʔ²³"	"ɦiɑʔ"	"yaq8¹"	23	"~遷"
"括"	"括"	"kuɑʔ³⁴"	"kuɑʔ"	"kuaq7"	34	
"聒"	"聒"	"kuɑʔ³⁴"	"kuɑʔ"	"kuaq7"	34	"~~叫"
"刮"	"刮"	"kuɑʔ³⁴"	"kuɑʔ"	"kuaq7"	34	"~皮"
"䂸"	"䂸"	"kuɑʔ³⁴"	"kuɑʔ"	"kuaq7"	34	"破裂"
"鴰"	"鸹"	"kuɑʔ³⁴"	"kuɑʔ"	"kuaq7"	34	
"□"		"kuɑʔ³⁴"	"kuɑʔ"	"kuaq7"	34	"~到（瞥見；不經意聽到）"
"□"		"kʰuɑʔ³⁴"	"kʰuɑʔ"	"khuaq7"	34	"~辣子（塊狀物，大致相當於『疙瘩』）"
"□"		"ɡuɑʔ²³"	"ɡuɑʔ"	"guaq8¹"	23	"分隔：~開來；被卡住：~住作"
"□"		"ɡuɑʔ²³"	"ɡuɑʔ"	"guaq8¹"	23	"絆：他~我一腳"
"豁"	"豁"	"xuɑʔ³⁴"	"xuɑʔ"	"huaq7"	34	"~虎跳"
"搳"	"搳"	"xuɑʔ³⁴"	"xuɑʔ"	"huaq7"	34	"~拳"
"𨐶"	"𨐶"	"xuɑʔ³⁴"	"xuɑʔ"	"huaq7"	34	"辣~~（灼痛）"
"笏"	"笏"	"xuɑʔ³⁴"	"xuɑʔ"	"huaq7"	34	"一~椽子（一檔椽子）"
"□"		"xuɑʔ³⁴"	"xuɑʔ"	"huaq7"	34	"~溝（撐竿越過小河）"
"㩇"	"㩇"	"xuɑʔ³⁴"	"xuɑʔ"	"huaq7"	34	"裂開：~嘴"
"奯"	"奯"	"xuɑʔ³⁴"	"xuɑʔ"	"huaq7"	34	"野~~"
"甩"	"甩"	"xuɑʔ³⁴"	"xuɑʔ"	"huaq7"	34	"甩：東溝~到西溝"
"砉"	"砉"	"xuɑʔ³⁴"	"xuɑʔ"	"huaq7"	34	
"挖"	"挖"	"ʔuɑʔ³⁴"	"ʔuɑʔ"	"uaq8²"	34	
"斡"	"斡"	"ʔuɑʔ³⁴"	"ʔuɑʔ"	"uaq8²"	34	
"滑"	"滑"	"ʔuɑʔ⁵"	"ʔuɑʔ"	"uaq8²"	5	
"滑"	"滑"	"ɦuɑʔ²³"	"ɦuɑʔ"	"waq8¹"	23	
"猾"	"猾"	"ɦuɑʔ²³"	"ɦuɑʔ"	"waq8¹"	23	
"劃"	"划"	"ɦuɑʔ²³"	"ɦuɑʔ"	"waq8¹"	23	"~分，字又作畫"
"畫"	"画"	"ɦuɑʔ²³"	"ɦuɑʔ"	"waq8¹"	23	
"□"		"ɦuɑʔ²³"	"ɦuɑʔ"	"waq8¹"	23	"傾：~水"
"曰"	"曰"	"ɦyɑʔ²³"	"ɦyɑʔ"	"yuaq8¹"	23	"子~"
"博"	"博"	"poʔ³⁴"	"poʔ"	"poq7"	34	
"北"	"北"	"poʔ³⁴"	"poʔ"	"poq7"	34	
"鉳"	"鉳"	"poʔ³⁴"	"poʔ"	"poq7"	34	
"剝"	"剥"	"poʔ³⁴"	"poʔ"	"poq7"	34	
"膊"	"膊"	"poʔ³⁴"	"poʔ"	"poq7"	34	
"駁"	"驳"	"poʔ³⁴"	"poʔ"	"poq7"	34	
"卜"	"卜"	"poʔ³⁴"	"poʔ"	"poq7"	34	
"擘"	"擘"	"poʔ³⁴"	"poʔ"	"poq7"	34	
"搏"	"搏"	"poʔ³⁴"	"poʔ"	"poq7"	34	
"撥"	"拨"	"poʔ³⁴"	"poʔ"	"poq7"	34	"挑~，提~ "
"缽"	"缽"	"poʔ³⁴"	"poʔ"	"poq7"	34	
"鉢"	"钵"	"poʔ³⁴"	"poʔ"	"poq7"	34	
"趵"	"趵"	"poʔ³⁴"	"poʔ"	"poq7"	34	
"濮"	"濮"	"poʔ³⁴"	"poʔ"	"poq7"	34	
"襆"	"襆"	"poʔ³⁴"	"poʔ"	"poq7"	34	
"纀"	"纀"	"poʔ³⁴"	"poʔ"	"poq7"	34	
"泊"	"泊"	"pʰoʔ³⁴"	"pʰoʔ"	"phoq7"	34	"湖~，字本作濼"
"濼"	"泺"	"pʰoʔ³⁴"	"pʰoʔ"	"phoq7"	34	
"撲"	"扑"	"pʰoʔ³⁴"	"pʰoʔ"	"phoq7"	34	"~克牌"
"樸"	"朴"	"pʰoʔ³⁴"	"pʰoʔ"	"phoq7"	34	"~素"
"扑"	"扑"	"pʰoʔ³⁴"	"pʰoʔ"	"phoq7"	34	
"釙"	"钋"	"pʰoʔ³⁴"	"pʰoʔ"	"phoq7"	34	
"朴"	"朴"	"pʰoʔ³⁴"	"pʰoʔ"	"phoq7"	34	"~樹"
"仆"	"仆"	"pʰoʔ³⁴"	"pʰoʔ"	"phoq7"	34	"前~後繼；~倒"
"曝"	"曝"	"pʰoʔ³⁴"	"pʰoʔ"	"phoq7"	34	
"𩔈"	"𩔈"	"pʰoʔ³⁴"	"pʰoʔ"	"phoq7"	34	
"粕"	"粕"	"pʰoʔ³⁴"	"pʰoʔ"	"phoq7"	34	
"潑"	"泼"	"pʰoʔ³⁴"	"pʰoʔ"	"phoq7"	34	"活~；液體因搖動而晃出"
"蹼"	"蹼"	"pʰoʔ³⁴"	"pʰoʔ"	"phoq7"	34	
"璞"	"璞"	"pʰoʔ³⁴"	"pʰoʔ"	"phoq7"	34	
"醭"	"醭"	"pʰoʔ³⁴"	"pʰoʔ"	"phoq7"	34	
"珀"	"珀"	"pʰoʔ³⁴"	"pʰoʔ"	"phoq7"	34	
"箔"	"箔"	"boʔ²³"	"boʔ"	"boq8¹"	23	
"泊"	"泊"	"boʔ²³"	"boʔ"	"boq8¹"	23	"停~，淡~"
"鉑"	"铂"	"boʔ²³"	"boʔ"	"boq8¹"	23	
"薄"	"薄"	"boʔ²³"	"boʔ"	"boq8¹"	23	
"亳"	"亳"	"boʔ²³"	"boʔ"	"boq8¹"	23	
"礴"	"礴"	"boʔ²³"	"boʔ"	"boq8¹"	23	
"䭦"	"䭦"	"boʔ²³"	"boʔ"	"boq8¹"	23	
"𪎄"	"𪎄"	"boʔ²³"	"boʔ"	"boq8¹"	23	
"蔔"	"卜"	"boʔ²³"	"boʔ"	"boq8¹"	23	"蘿~（又音）"
"僕"	"仆"	"boʔ²³"	"boʔ"	"boq8¹"	23	" ~人"
"鏷"	"镤"	"boʔ²³"	"boʔ"	"boq8¹"	23	
"䑑"	"仆"	"boʔ²³"	"boʔ"	"boq8¹"	23	" ~人"
"縛"	"缚"	"boʔ²³"	"boʔ"	"boq8¹"	23	
"瀑"	"瀑"	"boʔ²³"	"boʔ"	"boq8¹"	23	
"□"		"boʔ²³"	"boʔ"	"boq8¹"	23	"用力使物上下或內外變換位置"
"巴"	"巴"	"boʔ²³"	"boʔ"	"boq8¹"	23	"下~"
"撲"	"扑"	"boʔ²³"	"boʔ"	"boq8¹"	23	"~跤（摔跤）"
"樸"	"朴"	"boʔ²³"	"boʔ"	"boq8¹"	23	"~刀（菜刀）"
"鈸 "	"钹"	"boʔ²³"	"boʔ"	"boq8¹"	23	"鐃~"
"□"		"boʔ²³"	"boʔ"	"boq8¹"	23	"撥弄；撥弄是非：~淡話"
"□"		"boʔ²³"	"boʔ"	"boq8¹"	23	"搞：~菜飯"
"莫"	"莫"	"ʔmoʔ⁵"	"ʔmoʔ"	"moq8²"	5	
"鏌"	"镆"	"ʔmoʔ⁵"	"ʔmoʔ"	"moq8²"	5	
"膜"	"膜"	"ʔmoʔ⁵"	"ʔmoʔ"	"moq8²"	5	"保鮮~"
"寞"	"寞"	"ʔmoʔ⁵"	"ʔmoʔ"	"moq8²"	5	
"摸"	"摸"	"ʔmoʔ⁵"	"ʔmoʔ"	"moq8²"	5	
"木"	"木"	"ʔmoʔ⁵"	"ʔmoʔ"	"moq8²"	5	
"目"	"目"	"ʔmoʔ⁵"	"ʔmoʔ"	"moq8²"	5	
"鉬"	"钼"	"ʔmoʔ⁵"	"ʔmoʔ"	"moq8²"	6	
"穆"	"穆"	"ʔmoʔ⁵"	"ʔmoʔ"	"moq8²"	5	
"牧"	"牧"	"ʔmoʔ⁵"	"ʔmoʔ"	"moq8²"	5	
"末"	"末"	"ʔmoʔ⁵"	"ʔmoʔ"	"moq8²"	5	"煙~子"
"睦"	"睦"	"ʔmoʔ⁵"	"ʔmoʔ"	"moq8²"	5	
"□"		"ʔmoʔ⁵"	"ʔmoʔ"	"moq8²"	5	"疣"
"麼"	"么"	"ʔmoʔ⁵"	"ʔmoʔ"	"moq8²"	5	"甚~"
"沐"	"沐"	"ʔmoʔ⁵"	"ʔmoʔ"	"moq8²"	5	
"沫"	"沫"	"ʔmoʔ⁵"	"ʔmoʔ"	"moq8²"	5	
"茉"	"茉"	"ʔmoʔ⁵"	"ʔmoʔ"	"moq8²"	5	
"抹"	"抹"	"ʔmoʔ⁵"	"ʔmoʔ"	"moq8²"	5	"文"
"秣 "	"秣 "	"ʔmoʔ⁵"	"ʔmoʔ"	"moq8²"	5	
"苜"	"苜"	"ʔmoʔ⁵"	"ʔmoʔ"	"moq8²"	5	"~蓿"
"𦱒"	"𦱒"	"ʔmoʔ⁵"	"ʔmoʔ"	"moq8²"	5	"苜又作此"
"漠"	"漠"	"ʔmoʔ⁵"	"ʔmoʔ"	"moq8²"	5	
"幕"	"幕"	"ʔmoʔ⁵"	"ʔmoʔ"	"moq8²"	5	"開~式"
"模"	"模"	"ʔmoʔ⁵"	"ʔmoʔ"	"moq8²"	5	"一~一樣"
"瘼"	"瘼"	"ʔmoʔ⁵"	"ʔmoʔ"	"moq8²"	5	
"无"	"无"	"ʔmoʔ⁵"	"ʔmoʔ"	"moq8²"	5	"南~"
"無"	"无"	"ʔmoʔ⁵"	"ʔmoʔ"	"moq8²"	5	"南~"
"福"	"福"	"foʔ³⁴"	"foʔ"	"foq7"	34	
"蝠"	"蝠"	"foʔ³⁴"	"foʔ"	"foq7"	34	"蝙~"
"複"	"复"	"foʔ³⁴"	"foʔ"	"foq7"	34	"緟~；~雜"
"覆"	"覆"	"foʔ³⁴"	"foʔ"	"foq7"	34	"反~"
"腹"	"腹"	"foʔ³⁴"	"foʔ"	"foq7"	34	
"幅"	"幅"	"foʔ³⁴"	"foʔ"	"foq7"	34	
"蝮"	"蝮"	"foʔ³⁴"	"foʔ"	"foq7"	34	
"輻"	"辐"	"foʔ³⁴"	"foʔ"	"foq7"	34	
"霍"	"霍"	"foʔ³⁴"	"foʔ"	"foq7"	34	"又音"
"藿"	"藿"	"foʔ³⁴"	"foʔ"	"foq7"	34	"又音"
"豁"	"豁"	"foʔ³⁴"	"foʔ"	"foq7"	34	"又音"
"喝"	"喝"	"foʔ³⁴"	"foʔ"	"foq7"	34	"又音"
"馥"	"馥"	"voʔ²³"	"voʔ"	"fvoq8¹"	23	
"伏"	"伏"	"voʔ²³"	"voʔ"	"fvoq8¹"	23	
"茯"	"茯"	"voʔ²³"	"voʔ"	"fvoq8¹"	23	
"袱"	"袱"	"voʔ²³"	"voʔ"	"fvoq8¹"	23	
"服"	"服"	"voʔ²³"	"voʔ"	"fvoq8¹"	23	
"𦨈"	"服"	"voʔ²³"	"voʔ"	"fvoq8¹"	23	"同服"
"菔"	"菔"	"voʔ²³"	"voʔ"	"fvoq8¹"	23	
"匐"	"匐"	"voʔ²³"	"voʔ"	"fvoq8¹"	23	
"縛"	"缚"	"voʔ²³"	"voʔ"	"fvoq8¹"	23	
"合"	"合"	"voʔ²³"	"voʔ"	"fvoq8¹"	23	
"闔"	"阖"	"voʔ²³"	"voʔ"	"fvoq8¹"	23	
"蠖"	"蠖"	"voʔ²³"	"voʔ"	"fvoq8¹"	23	
"復"	"复"	"voʔ²³"	"voʔ"	"fvoq8¹"	23	"光~"
"复"	"复"	"voʔ²³"	"voʔ"	"fvoq8¹"	23	"同復"
"獲"	"获"	"voʔ²³"	"voʔ"	"fvoq8¹"	23	"又音"
"篤"	"笃"	"toʔ³⁴"	"toʔ"	"toq7"	34	
"督"	"督"	"toʔ³⁴"	"toʔ"	"toq7"	34	
"綴"	"缀"	"toʔ³⁴"	"toʔ"	"toq7"	34	"舊時作文叫~文"
"掇"	"掇"	"toʔ³⁴"	"toʔ"	"toq7"	34	"~櫈跑"
"𡰪"	"𡰪"	"toʔ³⁴"	"toʔ"	"toq7"	34	"~底"
"厾"	"厾"	"toʔ³⁴"	"toʔ"	"toq7"	34	"擲、投、丟、拋"
"𧝴"	"𧝴"	"toʔ³⁴"	"toʔ"	"toq7"	34	"一種縫紉方法"
"剟"	"剟"	"toʔ³⁴"	"toʔ"	"toq7"	34	
"涿"	"涿"	"toʔ³⁴"	"toʔ"	"toq7"	34	"淋；滴"
"沰"	"沰"	"toʔ³⁴"	"toʔ"	"toq7"	34	"（量詞）一~（小攤）痰"
"□"		"toʔ³⁴"	"toʔ"	"toq7"	34	"咬舌兒、口吃的人：~子；啞口無言：嘴~作"
"□"		"toʔ³⁴"	"toʔ"	"toq7"	34	"睡時將衣服蓋在身上"
"□"		"toʔ³⁴"	"toʔ"	"toq7"	34	"（眼皮）下垂"
"貣"	"貣"	"toʔ³⁴"	"toʔ"	"toq7"	34	"臨時小項借貸：~點錢"
"□"		"toʔ³⁴"	"toʔ"	"toq7"	34	"萎縮：萎頭~頸"
"□"		"toʔ³⁴"	"toʔ"	"toq7"	34	"浮腫：臉~作"
"□"		"toʔ³⁴"	"toʔ"	"toq7"	34	"熬、燉、煨"
"禿"	"秃"	"tʰoʔ³⁴"	"tʰoʔ"	"thoq7"	34	
"托"	"托"	"tʰoʔ³⁴"	"tʰoʔ"	"thoq7"	34	"襯~"
"託"	"托"	"tʰoʔ³⁴"	"tʰoʔ"	"thoq7"	34	"~付"
"拓"	"拓"	"tʰoʔ³⁴"	"tʰoʔ"	"thoq7"	34	"開~"
"庹"	"庹"	"tʰoʔ³⁴"	"tʰoʔ"	"thoq7"	34	"一~長"
"脫"	"脱"	"tʰoʔ³⁴"	"tʰoʔ"	"thoq7"	34	"~衣；~離、~脫"
"魄"	"魄"	"tʰoʔ³⁴"	"tʰoʔ"	"thoq7"	34	"落~"
"挩"	"捝"	"tʰoʔ³⁴"	"tʰoʔ"	"thoq7"	34	"~草"
"毒"	"毒"	"doʔ²³"	"doʔ"	"doq8¹"	23	
"碡"	"碡"	"doʔ²³"	"doʔ"	"doq8¹"	23	
"讀"	"读"	"doʔ²³"	"doʔ"	"doq8¹"	23	
"犢"	"犊"	"doʔ²³"	"doʔ"	"doq8¹"	23	
"牘"	"牍"	"doʔ²³"	"doʔ"	"doq8¹"	23	
"櫝"	"椟"	"doʔ²³"	"doʔ"	"doq8¹"	23	
"瀆"	"渎"	"doʔ²³"	"doʔ"	"doq8¹"	23	
"黷"	"黩"	"doʔ²³"	"doʔ"	"doq8¹"	23	
"髑"	"髑"	"doʔ²³"	"doʔ"	"doq8¹"	23	
"度"	"度"	"doʔ²³"	"doʔ"	"doq8¹"	23	"忖~"
"踱"	"踱"	"doʔ²³"	"doʔ"	"doq8¹"	23	
"奪"	"夺"	"doʔ²³"	"doʔ"	"doq8¹"	23	
"鐸"	"铎"	"doʔ²³"	"doʔ"	"doq8¹"	23	
"喥"	"喥"	"doʔ²³"	"doʔ"	"doq8¹"	23	"~頭~腦"
"獨"	"独"	"doʔ²³"	"doʔ"	"doq8¹"	23	
"□"		"doʔ²³"	"doʔ"	"doq8¹"	23	"沸"
"諾"	"诺"	"ʔnoʔ⁵"	"ʔnoʔ"	"noq8²"	5	
"鍩"	"锘"	"ʔnoʔ⁵"	"ʔnoʔ"	"noq8²"	5	
"□"		"ʔnoʔ⁵"	"ʔnoʔ"	"noq8²"	5	"~子，尿布"
"落"	"落"	"ʔɭoʔ⁵"	"ʔɭoʔ"	"loq8²"	5	
"笿"	"笿"	"ʔɭoʔ⁵"	"ʔɭoʔ"	"loq8²"	5	
"碌"	"碌"	"ʔɭoʔ⁵"	"ʔɭoʔ"	"loq8²"	5	
"𩂣"	"𩂣"	"ʔɭoʔ⁵"	"ʔɭoʔ"	"loq8²"	5	
"錄"	"录"	"ʔɭoʔ⁵"	"ʔɭoʔ"	"loq8²"	5	
"彔"	"彔"	"ʔɭoʔ⁵"	"ʔɭoʔ"	"loq8²"	5	
"樂"	"乐"	"ʔɭoʔ⁵"	"ʔɭoʔ"	"loq8²"	5	"快~"
"陸"	"陆"	"ʔɭoʔ⁵"	"ʔɭoʔ"	"loq8²"	5	
"六"	"六"	"ʔɭoʔ⁵"	"ʔɭoʔ"	"loq8²"	5	
"綠"	"绿"	"ʔɭoʔ⁵"	"ʔɭoʔ"	"loq8²"	5	
"祿"	"禄"	"ʔɭoʔ⁵"	"ʔɭoʔ"	"loq8²"	5	
"氯"	"氯"	"ʔɭoʔ⁵"	"ʔɭoʔ"	"loq8²"	5	
"戮"	"戮"	"ʔɭoʔ⁵"	"ʔɭoʔ"	"loq8²"	5	
"鹿"	"鹿"	"ʔɭoʔ⁵"	"ʔɭoʔ"	"loq8²"	5	
"漉"	"漉"	"ʔɭoʔ⁵"	"ʔɭoʔ"	"loq8²"	5	"~水"
"轆"	"辘"	"ʔɭoʔ⁵"	"ʔɭoʔ"	"loq8²"	5	
"騄"	"𫘧"	"ʔɭoʔ⁵"	"ʔɭoʔ"	"loq8²"	5	"人名用字"
"麓"	"麓"	"ʔɭoʔ⁵"	"ʔɭoʔ"	"loq8²"	5	
"洛"	"洛"	"ʔɭoʔ⁵"	"ʔɭoʔ"	"loq8²"	5	
"烙"	"烙"	"ʔɭoʔ⁵"	"ʔɭoʔ"	"loq8²"	5	
"絡"	"络"	"ʔɭoʔ⁵"	"ʔɭoʔ"	"loq8²"	5	
"駱"	"骆"	"ʔɭoʔ⁵"	"ʔɭoʔ"	"loq8²"	5	
"珞"	"珞"	"ʔɭoʔ⁵"	"ʔɭoʔ"	"loq8²"	5	
"酪"	"酪"	"ʔɭoʔ⁵"	"ʔɭoʔ"	"loq8²"	5	
"捋"	"捋"	"ʔɭoʔ⁵"	"ʔɭoʔ"	"loq8²"	5	
"□"		"ʔɭoʔ⁵"	"ʔɭoʔ"	"loq8²"	5	"摞：拏碗~起來；一~碗"
"螺"	"螺"	"ʔɭoʔ⁵"	"ʔɭoʔ"	"loq8²"	5	"泥~（又讀如字）"
"淥"	"渌"	"ʔɭoʔ⁵"	"ʔɭoʔ"	"loq8²"	5	
"籙"	"箓"	"ʔɭoʔ⁵"	"ʔɭoʔ"	"loq8²"	5	
"𦌟"	"𦌟"	"ʔɭoʔ⁵"	"ʔɭoʔ"	"loq8²"	5	"~子，漁具"
"□"		"ʔɭoʔ⁵"	"ʔɭoʔ"	"loq8²"	5	"雙手抓着杆往上爬"
"咯"	"咯"	"ʔɭoʔ"	"ʔɭoʔ"	"loq0"	"輕聲"	"助詞，相當於助詞「了2」"
"作"	"作"	"tsoʔ³⁴"	"tsoʔ"	"tsoq7"	34	
"桌"	"桌"	"tsoʔ³⁴"	"tsoʔ"	"tsoq7"	34	
"卓"	"卓"	"tsoʔ³⁴"	"tsoʔ"	"tsoq7"	34	
"啄"	"啄"	"tsoʔ³⁴"	"tsoʔ"	"tsoq7"	34	
"足"	"足"	"tsoʔ³⁴"	"tsoʔ"	"tsoq7"	34	
"捉"	"捉"	"tsoʔ³⁴"	"tsoʔ"	"tsoq7"	34	
"粥"	"粥"	"tsoʔ³⁴"	"tsoʔ"	"tsoq7"	34	
"竹"	"竹"	"tsoʔ³⁴"	"tsoʔ"	"tsoq7"	34	
"築"	"筑"	"tsoʔ³⁴"	"tsoʔ"	"tsoq7"	34	"建~"
"筑"	"筑"	"tsoʔ³⁴"	"tsoʔ"	"tsoq7"	34	"古樂器"
"竺"	"竺"	"tsoʔ³⁴"	"tsoʔ"	"tsoq7"	34	
"琢"	"琢"	"tsoʔ³⁴"	"tsoʔ"	"tsoq7"	34	
"瘃"	"瘃"	"tsoʔ³⁴"	"tsoʔ"	"tsoq7"	34	"凍~"
"燭"	"烛"	"tsoʔ³⁴"	"tsoʔ"	"tsoq7"	34	
"囑"	"嘱"	"tsoʔ³⁴"	"tsoʔ"	"tsoq7"	34	"叮~"
"矚"	"瞩"	"tsoʔ³⁴"	"tsoʔ"	"tsoq7"	34	
"祝"	"祝"	"tsoʔ³⁴"	"tsoʔ"	"tsoq7"	34	
"鏃"	"镞"	"tsoʔ³⁴"	"tsoʔ"	"tsoq7"	34	
"蹙"	"蹙"	"tsoʔ³⁴"	"tsoʔ"	"tsoq7"	34	"~眉頭"
"鑿"	"凿"	"tsoʔ³⁴"	"tsoʔ"	"tsoq7"	34	"確~"
"𡎺"	"𡎺"	"tsoʔ³⁴"	"tsoʔ"	"tsoq7"	34	"~瓦，~漏"
"喌"	"喌"	"tsoʔ³⁴"	"tsoʔ"	"tsoq7"	34	
"亍"	"亍"	"tsʰoʔ³⁴"	"tsʰoʔ"	"tshoq7"	34	"彳~"
"促"	"促"	"tsʰoʔ³⁴"	"tsʰoʔ"	"tshoq7"	34	
"畜"	"畜"	"tsʰoʔ³⁴"	"tsʰoʔ"	"tshoq7"	34	"~牲"
"觸"	"触"	"tsʰoʔ³⁴"	"tsʰoʔ"	"tshoq7"	34	
"矗"	"矗"	"tsʰoʔ³⁴"	"tsʰoʔ"	"tshoq7"	34	
"戳"	"戳"	"tsʰoʔ³⁴"	"tsʰoʔ"	"tshoq7"	34	
"齪"	"龊"	"tsʰoʔ³⁴"	"tsʰoʔ"	"tshoq7"	34	"齷~"
"蹴"	"蹴"	"tsʰoʔ³⁴"	"tsʰoʔ"	"tshoq7"	34	"~鞠"
"簇"	"簇"	"tsʰoʔ³⁴"	"tsʰoʔ"	"tshoq7"	34	
"蔟"	"蔟"	"tsʰoʔ³⁴"	"tsʰoʔ"	"tshoq7"	34	
"族"	"族"	"dzoʔ²³"	"dzoʔ"	"dzoq8¹"	23	
"濁"	"浊"	"dzoʔ²³"	"dzoʔ"	"dzoq8¹"	23	
"鐲"	"镯"	"dzoʔ²³"	"dzoʔ"	"dzoq8¹"	23	"手~"
"逐"	"逐"	"dzoʔ²³"	"dzoʔ"	"dzoq8¹"	23	
"軸"	"轴"	"dzoʔ²³"	"dzoʔ"	"dzoq8¹"	23	
"妯"	"妯"	"dzoʔ²³"	"dzoʔ"	"dzoq8¹"	23	"~娌"
"濯"	"濯"	"dzoʔ²³"	"dzoʔ"	"dzoq8¹"	23	
