"ID"	"繁体"	"简体"	"拼音"	"注释"	""	"调值"	""
"2739"	"壇"	"坛"	"tuã阳平"	"白"	""	""	""
"2740"	"彈"	"弹"	"tʰaŋ阳平"	"文"	""	""	""
"2741"	"彈"	"弹"	"tuã去声"	"白"	""	""	""
"2742"	"誕"	"诞"	"taŋ去声"	""	""	""	""
"2743"	"但"	"但"	"taŋ阳上"	""	""	""	""
"2744"	"蛋"	"蛋"	"taŋ阴平"	"文"	""	""	""
"2745"	"蛋"	"蛋"	"tuã阴平"	"白"	""	""	""
"2746"	"憚"	"惮"	"taŋ去声"	""	""	""	""
"2747"	"難"	"难"	"naŋ阳平"	""	""	""	""
"2748"	"難"	"难"	"naŋ去声"	""	""	""	""
"2749"	"蘭"	"兰"	"laŋ阳平"	""	""	""	""
"2750"	"攔"	"拦"	"laŋ阳平"	""	""	""	""
"2751"	"欄"	"栏"	"laŋ阳平"	""	""	""	""
"2752"	"懶"	"懒"	"laŋ阴上"	""	""	""	""
"2753"	"爛"	"烂"	"laŋ阳上"	"文"	""	""	""
"2754"	"爛"	"烂"	"nua去声"	"白"	""	""	""
"2755"	"贊"	"赞"	"tsaŋ去声"	""	""	""	""
"2756"	"餐"	"餐"	"tsʰaŋ阴平"	""	""	""	""
"2757"	"燦"	"灿"	"tsʰaŋ去声"	""	""	""	""
"2758"	"殘"	"残"	"tsʰaŋ阳平"	""	""	""	""
"2759"	"珊"	"珊"	"saŋ阴平"	""	""	""	""
"2760"	"散"	"散"	"saŋ阴上"	"文"	""	""	""
"2761"	"散"	"散"	"saŋ去声"	"文"	""	""	""
"2762"	"散"	"散"	"sam阴上"	"又"	""	""	""
"2763"	"散"	"散"	"suã阴上"	"白"	""	""	""
"2764"	"散"	"散"	"suã去声"	"白"	""	""	""
"2765"	"傘"	"伞"	"suã去声"	""	""	""	""
"2766"	"肝"	"肝"	"kaŋ阴平"	"文"	""	""	""
"2767"	"肝"	"肝"	"kuã阴平"	"白"	""	""	""
"2768"	"竿"	"竿"	"kaŋ阴平"	"文"	""	""	""
"2769"	"竿"	"竿"	"kuã阴平"	"白"	""	""	""
"2770"	"干"	"干"	"kaŋ阴平"	"文"	""	""	""
"2771"	"干"	"干"	"kuã阴平"	"白"	""	""	""
"2772"	"乾"	"干"	"kaŋ阴平"	"文"	""	""	""
"2773"	"乾"	"干"	"kʰiaŋ阴平"	"文"	""	""	""
"2774"	"桿"	"杆"	"kaŋ阴平"	"文"	""	""	""
"2775"	"桿"	"杆"	"kuã阴平"	"白"	""	""	""
"2776"	"稈"	"秆"	"kaŋ阴上"	"文"	""	""	""
"2777"	"稈"	"秆"	"kuã阴平"	"俗"	""	""	""
"2778"	"擀"	"擀"	"haŋ阴上"	""	""	""	""
"2779"	"趕"	"赶"	"kaŋ阴上"	"文"	""	""	""
"2780"	"趕"	"赶"	"kuã阴上"	"白"	""	""	""
"2781"	"看"	"看"	"kʰaŋ去声"	"文"	""	""	""
"2782"	"看"	"看"	"kʰuã去声"	"白"	""	""	""
"2783"	"刊"	"刊"	"kʰaŋ阴平"	""	""	""	""
"2784"	"侃"	"侃"	"kʰaŋ阴上"	""	""	""	""
"2785"	"岸"	"岸"	"ŋai阳上"	"文"	""	""	""
"2786"	"岸"	"岸"	"huã去声"	"白"	""	""	""
"2787"	"鼾"	"鼾"	"haŋ阴平"	"文"	""	""	""
"2788"	"鼾"	"鼾"	"huã阳平"	"白"	""	""	""
"2789"	"罕"	"罕"	"haŋ阴上"	""	""	""	""
"2790"	"漢"	"汉"	"haŋ去声"	""	""	""	""
"2791"	"寒"	"寒"	"haŋ阳平"	"文"	""	""	""
"2792"	"寒"	"寒"	"kuã阳平"	"白"	""	""	""
"2793"	"韓"	"韩"	"haŋ阳平"	""	""	""	""
"2794"	"旱"	"旱"	"haŋ阳上"	"文"	""	""	""
"2795"	"旱"	"旱"	"uã阳上"	"白"	""	""	""
"2796"	"汗"	"汗"	"haŋ去声"	"文"	""	""	""
"2797"	"汗"	"汗"	"kuã去声"	"白"	""	""	""
"2798"	"翰"	"翰"	"haŋ阳平"	""	""	""	""
"2799"	"安"	"安"	"aŋ阴平"	"文"	""	""	""
"2800"	"安"	"安"	"uã阴平"	"白"	""	""	""
"2801"	"鞍"	"鞍"	"aŋ阴平"	"文"	""	""	""
"2802"	"鞍"	"鞍"	"uã阴平"	"白"	""	""	""
"2803"	"按"	"按"	"aŋ去声"	""	""	""	""
"2804"	"案"	"案"	"aŋ去声"	"文"	""	""	""
"2805"	"案"	"案"	"uã去声"	"白"	""	""	""
"2806"	"扮"	"扮"	"paŋ阴平"	""	""	""	""
"2807"	"扮"	"扮"	"puaŋ阳上"	""	""	""	""
"2808"	"盼"	"盼"	"pʰaŋ去声"	""	""	""	""
"2809"	"瓣"	"瓣"	"piaŋ去声"	""	""	""	""
"2810"	"瓣"	"瓣"	"pʰiaŋ去声"	""	""	""	""
"2811"	"辦"	"办"	"paŋ去声"	"文"	""	""	""
"2812"	"辦"	"办"	"paĩ去声"	"白"	""	""	""
"2813"	"綻"	"绽"	"teŋ阳上"	"俗"	""	""	""
"2814"	"綻"	"绽"	"tsaŋ去声"	"文"	""	""	""
"2815"	"盞"	"盏"	"tsaŋ阴上"	"文"	""	""	""
"2816"	"盞"	"盏"	"tsuã阴上"	"白"	""	""	""
"2817"	"鏟"	"铲"	"tsʰaŋ阴上"	""	""	""	""
"2818"	"鏟"	"铲"	"tʰuã阴上"	"替"	""	""	""
"2819"	"潺"	"潺"	"tsʰaŋ阳平"	""	""	""	""
"2820"	"山"	"山"	"saŋ阴平"	"文"	""	""	""
"2821"	"山"	"山"	"suã阴平"	"白"	""	""	""
"2822"	"產"	"产"	"suã阴上"	""	""	""	""
"2823"	"艱"	"艰"	"kaŋ阴平"	""	""	""	""
"2824"	"間"	"间"	"kaŋ阴平"	"文"	""	""	""
"2825"	"間"	"间"	"kaĩ阴平"	"白"	""	""	""
"2826"	"間"	"间"	"kaĩ去声"	"又"	""	""	""
"2827"	"簡"	"简"	"kaŋ阴上"	""	""	""	""
"2828"	"揀"	"拣"	"kaŋ阴上"	"文"	""	""	""
"2829"	"揀"	"拣"	"kaĩ阴上"	"白"	""	""	""
"2830"	"柬"	"柬"	"kaŋ阴上"	""	""	""	""
"2831"	"眼"	"眼"	"ŋaŋ阴上"	""	""	""	""
"2832"	"閒"	"闲"	"haŋ阳平"	"文"	""	""	""
"2833"	"眼"	"眼"	"aĩ阴上"	"白，龙眼"	""	""	""
"2834"	"眼"	"眼"	"ŋai阴上"	"白，龙眼"	""	""	""
"2835"	"閒"	"闲"	"aĩ阳平"	"白"	""	""	""
"2836"	"限"	"限"	"haŋ阳上"	""	""	""	""
"2837"	"莧"	"苋"	"haĩ去声"	""	""	""	""
"2838"	"班"	"班"	"paŋ阴平"	""	""	""	""
"2839"	"扳"	"扳"	"paŋ阴上"	""	""	""	""
"2840"	"頒"	"颁"	"paŋ阴平"	""	""	""	""
"2841"	"板"	"板"	"paŋ阴上"	"文"	""	""	""
"2842"	"板"	"板"	"paĩ阴上"	"白"	""	""	""
"2843"	"版"	"版"	"paŋ阴上"	"文"	""	""	""
"2844"	"版"	"版"	"paĩ阴上"	"白"	""	""	""
"2845"	"攀"	"攀"	"pʰaŋ阴平"	""	""	""	""
"2846"	"襻"	"襻"	"pʰaŋ去声"	""	""	""	""
"2847"	"蠻"	"蛮"	"maŋ阳平"	""	""	""	""
"2848"	"慢"	"慢"	"maŋ去声"	""	""	""	""
"2849"	"棧"	"栈"	"tsaŋ去声"	""	""	""	""
"2850"	"删"	"删"	"saŋ阴平"	""	""	""	""
"2851"	"訕"	"讪"	"saŋ阴平"	""	""	""	""
"2852"	"訕"	"讪"	"saŋ去声"	""	""	""	""
"2853"	"訕"	"讪"	"seŋ去声"	"又"	""	""	""
"2854"	"疝"	"疝"	"saŋ去声"	""	""	""	""
"2855"	"奸"	"奸"	"kaŋ阴平"	""	""	""	""
"2856"	"姦"	"奸"	"kaŋ阴平"	""	""	""	""
"2857"	"諫"	"谏"	"kaŋ去声"	""	""	""	""
"2858"	"顏"	"颜"	"ŋuaŋ阳平"	""	""	""	""
"2859"	"顏"	"颜"	"ŋaŋ阳平"	"姓氏音"	""	""	""
"2860"	"顏"	"颜"	"hiã阳平"	"姓氏音"	""	""	""
"2861"	"雁"	"雁"	"ŋaŋ阳上"	""	""	""	""
"2862"	"晏"	"晏"	"aŋ去声"	"文"	""	""	""
"2863"	"晏"	"晏"	"uã去声"	"白"	""	""	""
"2864"	"編"	"编"	"piaŋ阴平"	"文"	""	""	""
"2865"	"編"	"编"	"pĩ阴平"	"白"	""	""	""
"2866"	"鞭"	"鞭"	"piaŋ阴平"	"文"	""	""	""
"2867"	"鞭"	"鞭"	"pĩ阴平"	"白"	""	""	""
"2868"	"變"	"变"	"piaŋ去声"	"文"	""	""	""
"2869"	"變"	"变"	"pĩ去声"	"白"	""	""	""
"2870"	"篇"	"篇"	"pʰiaŋ阴平"	""	""	""	""
"2871"	"偏"	"偏"	"pʰiaŋ阴平"	""	""	""	""
"2872"	"騙"	"骗"	"pʰiaŋ去声"	""	""	""	""
"2873"	"便"	"便"	"piaŋ阳上"	"文"	""	""	""
"2874"	"便"	"便"	"pʰĩ阴平"	"白"	""	""	""
"2875"	"辨"	"辨"	"piaŋ阳上"	""	""	""	""
"2876"	"辯"	"辩"	"piaŋ阳上"	""	""	""	""
"2877"	"汴"	"汴"	"piaŋ阳上"	""	""	""	""
"2878"	"綿"	"绵"	"miaŋ阳平"	"文"	""	""	""
"2879"	"綿"	"绵"	"mi阳平"	"白"	""	""	""
"2880"	"免"	"免"	"miaŋ阴上"	""	""	""	""
"2881"	"勉"	"勉"	"miaŋ阴上"	""	""	""	""
"2882"	"娩"	"娩"	"miaŋ阴上"	""	""	""	""
"2883"	"緬"	"缅"	"miaŋ阴上"	""	""	""	""
"2884"	"面"	"面"	"miaŋ去声"	"文"	""	""	""
"2885"	"面"	"面"	"miŋ去声"	"白"	""	""	""
"2886"	"碾"	"碾"	"tiaŋ阴上"	""	""	""	""
"2887"	"連"	"连"	"hiã阳平"	"姓氏音"	""	""	""
"2888"	"聯"	"联"	"liaŋ阳平"	""	""	""	""
"2889"	"輦"	"辇"	"liaŋ阴上"	"文"	""	""	""
"2890"	"輦"	"辇"	"liŋ阴上"	"白"	""	""	""
"2891"	"煎"	"煎"	"tsiaŋ阴平"	""	""	""	""
"2892"	"剪"	"剪"	"tsiaŋ阴上"	""	""	""	""
"2893"	"箭"	"箭"	"tsiaŋ去声"	"文"	""	""	""
"2894"	"箭"	"箭"	"tsĩ去声"	"白"	""	""	""
"2895"	"濺"	"溅"	"tsiaŋ阴平"	""	""	""	""
"2896"	"遷"	"迁"	"tsʰiaŋ阴平"	""	""	""	""
"2897"	"淺"	"浅"	"tsʰiaŋ阴上"	""	""	""	""
"2898"	"淺"	"浅"	"tsiaŋ阴平"	""	""	""	""
"2899"	"錢"	"钱"	"tsĩ阳平"	""	""	""	""
"2900"	"踐"	"践"	"tsiaŋ阴上"	""	""	""	""
"2901"	"賤"	"贱"	"tsiaŋ去声"	""	""	""	""
"2902"	"賤"	"贱"	"tsuã去声"	"俗"	""	""	""
"2903"	"仙"	"仙"	"siaŋ阴平"	""	""	""	""
"2904"	"鮮"	"鲜"	"siaŋ阴平"	"文"	""	""	""
"2905"	"鮮"	"鲜"	"tsʰĩ阴平"	"白"	""	""	""
"2906"	"癬"	"癣"	"siaŋ阴上"	""	""	""	""
"2907"	"線"	"线"	"siaŋ去声"	"文"	""	""	""
"2908"	"線"	"线"	"suã去声"	"白"	""	""	""
"2909"	"涎"	"涎"	"iaŋ阳上"	""	""	""	""
"2910"	"涎"	"涎"	"nua阳上"	"俗"	""	""	""
"2911"	"羨"	"羡"	"iaŋ阳上"	""	""	""	""
"2912"	"展"	"展"	"tiaŋ阴上"	""	""	""	""
"2913"	"展"	"展"	"tiam阴上"	"又"	""	""	""
"2914"	"纏"	"缠"	"tiaŋ阳平"	"文"	""	""	""
"2915"	"纏"	"缠"	"tĩ阳平"	"白"	""	""	""
"2916"	"氈"	"毡"	"tsiaŋ阴平"	"文"	""	""	""
"2917"	"氈"	"毡"	"tsĩ阴平"	"白"	""	""	""
"2918"	"戰"	"战"	"tsiaŋ去声"	""	""	""	""
"2919"	"顫"	"颤"	"tsiaŋ去声"	""	""	""	""
"2920"	"膻"	"膻"	"siaŋ阴平"	"训羶字"	""	""	""
"2921"	"扇"	"扇"	"siaŋ去声"	"文"	""	""	""
"2922"	"扇"	"扇"	"sĩ去声"	"白"	""	""	""
"2923"	"蟬"	"蝉"	"siaŋ阳平"	"文"	""	""	""
"2924"	"蟬"	"蝉"	"suŋ阳平"	"白"	""	""	""
"2925"	"禪"	"禅"	"siaŋ阳平"	""	""	""	""
"2926"	"禪"	"禅"	"siaŋ阳上"	""	""	""	""
"2927"	"善"	"善"	"siaŋ阳上"	""	""	""	""
"2928"	"膳"	"膳"	"siaŋ阳上"	""	""	""	""
"2929"	"擅"	"擅"	"siaŋ去声"	""	""	""	""
"2930"	"然"	"然"	"dziaŋ阳平"	""	""	""	""
"2931"	"燃"	"燃"	"dziaŋ阳平"	"文"	""	""	""
"2932"	"燃"	"燃"	"hiã阳平"	"白"	""	""	""
"2933"	"遣"	"遣"	"kʰiaŋ阴上"	""	""	""	""
"2934"	"乾"	"干"	"kʰiaŋ阳平"	""	""	""	""
"2935"	"虔"	"虔"	"kʰiaŋ阳平"	""	""	""	""
"2936"	"件"	"件"	"kiã阳上"	""	""	""	""
"2937"	"諺"	"谚"	"ŋaŋ阳上"	""	""	""	""
"2938"	"焉"	"焉"	"iaŋ阴平"	""	""	""	""
"2939"	"延"	"延"	"iaŋ阳平"	""	""	""	""
"2940"	"延"	"延"	"iaŋ阳上"	""	""	""	""
"2941"	"筵"	"筵"	"iaŋ阴平"	""	""	""	""
"2942"	"演"	"演"	"iaŋ阳平"	""	""	""	""
"2943"	"演"	"演"	"iŋ阳平"	""	""	""	""
"2944"	"建"	"建"	"kiaŋ去声"	""	""	""	""
"2945"	"建"	"建"	"kiaŋ阳上"	""	""	""	""
"2946"	"鍵"	"键"	"kiaŋ阳上"	""	""	""	""
"2947"	"健"	"健"	"kiaŋ去声"	"文"	""	""	""
"2948"	"健"	"健"	"kiã去声"	"白"	""	""	""
"2949"	"腱"	"腱"	"kiaŋ去声"	""	""	""	""
"2950"	"言"	"言"	"ŋaŋ阳平"	""	""	""	""
"2951"	"軒"	"轩"	"hiŋ阴平"	""	""	""	""
"2952"	"掀"	"掀"	"hiaŋ阴平"	"文"	""	""	""
"2953"	"掀"	"掀"	"hiaũ阴平"	"俗"	""	""	""
"2954"	"憲"	"宪"	"hiaŋ去声"	""	""	""	""
"2955"	"獻"	"献"	"hiaŋ去声"	""	""	""	""
"2956"	"蔫"	"蔫"	"iaŋ阴平"	""	""	""	""
"2957"	"堰"	"堰"	"iaŋ阴上"	""	""	""	""
"2958"	"邊"	"边"	"piaŋ阴平"	"文"	""	""	""
"2959"	"邊"	"边"	"pĩ阴平"	"白"	""	""	""
"2960"	"蝙"	"蝙"	"piaŋ阴上"	""	""	""	""
"2961"	"扁"	"扁"	"piaŋ阴上"	"文"	""	""	""
"2962"	"扁"	"扁"	"pĩ阴上"	"白"	""	""	""
"2963"	"匾"	"匾"	"piaŋ阴上"	"文"	""	""	""
"2964"	"匾"	"匾"	"piŋ阴上"	"白"	""	""	""
"2965"	"遍"	"遍"	"piaŋ去声"	""	""	""	""
"2966"	"遍"	"遍"	"pʰiaŋ去声"	""	""	""	""
"2967"	"片"	"片"	"pʰiaŋ去声"	"文"	""	""	""
"2968"	"片"	"片"	"pʰĩ去声"	"白"	""	""	""
"2969"	"駢"	"骈"	"piaŋ阳平"	""	""	""	""
"2970"	"辮"	"辫"	"pĩ阴平"	""	""	""	""
"2971"	"辮"	"辫"	"pĩ阳上"	""	""	""	""
"2972"	"眠"	"眠"	"miŋ阳平"	""	""	""	""
"2973"	"眠"	"眠"	"mŋ阳平"	""	""	""	""
"2974"	"麵"	"面"	"mia阴入"	""	""	""	""
"2975"	"麵"	"面"	"mi阴入"	""	""	""	""
"2976"	"顛"	"颠"	"tiaŋ阴平"	"文"	""	""	""
"2977"	"顛"	"颠"	"tiŋ阴平"	"白"	""	""	""
"2978"	"典"	"典"	"tiaŋ阴上"	""	""	""	""
"2979"	"典"	"典"	"tiam阴上"	""	""	""	""
"2980"	"天"	"天"	"tʰiaŋ阴平"	"文"	""	""	""
"2981"	"天"	"天"	"tʰĩ阴平"	"白"	""	""	""
"2982"	"田"	"田"	"tʰiaŋ阳平"	"文"	""	""	""
"2983"	"田"	"田"	"tsʰaŋ阳平"	"训"	""	""	""
"2984"	"填"	"填"	"tʰiaŋ阳平"	""	""	""	""
"2985"	"電"	"电"	"tiaŋ阳上"	""	""	""	""
"2986"	"殿"	"殿"	"tiaŋ去声"	"文"	""	""	""
"2987"	"殿"	"殿"	"taĩ去声"	"白"	""	""	""
"2988"	"奠"	"奠"	"tiaŋ阳上"	""	""	""	""
"2989"	"佃"	"佃"	"tiaŋ阳平"	"文"	""	""	""
"2990"	"佃"	"佃"	"taĩ阳上"	"俗"	""	""	""
"2991"	"年"	"年"	"ni阳平"	""	""	""	""
"2992"	"年"	"年"	"hĩ阳平"	"又"	""	""	""
"2993"	"攆"	"撵"	"liaŋ阴上"	"文"	""	""	""
"2994"	"攆"	"撵"	"leŋ阴上"	"又"	""	""	""
"2995"	"攆"	"撵"	"liŋ阴上"	"又"	""	""	""
"2996"	"撚"	"捻"	"liaŋ阴上"	""	""	""	""
"2997"	"憐"	"怜"	"liaŋ阳平"	""	""	""	""
"2998"	"蓮"	"莲"	"liaŋ阳平"	"文"	""	""	""
"2999"	"蓮"	"莲"	"nai阳平"	"白"	""	""	""
"3000"	"練"	"练"	"liaŋ去声"	""	""	""	""
"3001"	"煉"	"炼"	"liaŋ去声"	""	""	""	""
"3002"	"箋"	"笺"	"tsiaŋ阴平"	""	""	""	""
"3003"	"薦"	"荐"	"tsiaŋ去声"	"文"	""	""	""
"3004"	"薦"	"荐"	"tsĩ去声"	"白"	""	""	""
"3005"	"千"	"千"	"tsʰiaŋ阴平"	"文"	""	""	""
"3006"	"千"	"千"	"tsʰaĩ阴平"	"白"	""	""	""
"3007"	"前"	"前"	"tsaĩ阳平"	""	""	""	""
"3008"	"先"	"先"	"siaŋ阴平"	"文"	""	""	""
"3009"	"先"	"先"	"siŋ阴平"	"文"	""	""	""
"3010"	"先"	"先"	"saĩ阴平"	"白"	""	""	""
"3011"	"肩"	"肩"	"kaĩ阴平"	""	""	""	""
"3012"	"堅"	"坚"	"kiaŋ阴平"	""	""	""	""
"3013"	"繭"	"茧"	"kiaŋ阴上"	"文"	""	""	""
"3014"	"繭"	"茧"	"kaĩ阴上"	"白"	""	""	""
"3015"	"見"	"见"	"kiaŋ去声"	"文"	""	""	""
"3016"	"見"	"见"	"kĩ去声"	"白"	""	""	""
"3017"	"牽"	"牵"	"kʰaŋ阴平"	""	""	""	""
"3018"	"研"	"研"	"ŋiaŋ阴上"	"文"	""	""	""
"3019"	"研"	"研"	"ŋiaŋ阳平"	"又"	""	""	""
"3020"	"研"	"研"	"ŋai阴上"	"白"	""	""	""
"3021"	"硯"	"砚"	"ŋiaŋ去声"	""	""	""	""
"3022"	"顯"	"显"	"hiaŋ阴上"	""	""	""	""
"3023"	"賢"	"贤"	"hiaŋ阳平"	""	""	""	""
"3024"	"弦"	"弦"	"hiaŋ阳平"	"文"	""	""	""
"3025"	"弦"	"弦"	"hĩ阳平"	"白"	""	""	""
"3026"	"現"	"现"	"hiaŋ去声"	""	""	""	""
"3027"	"煙"	"烟"	"iaŋ阴平"	""	""	""	""
"3028"	"煙"	"烟"	"iŋ阴平"	""	""	""	""
"3029"	"煙"	"烟"	"eŋ阴平"	"替"	""	""	""
"3030"	"燕"	"燕"	"iaŋ去声"	"文"	""	""	""
"3031"	"燕"	"燕"	"ĩ去声"	"白"	""	""	""
"3032"	"嚥"	"咽"	"iaŋ去声"	""	""	""	""
"3033"	"宴"	"宴"	"iaŋ去声"	""	""	""	""
"3034"	"獺"	"獭"	"tʰak阴入"	"文"	""	""	""
"3035"	"獺"	"獭"	"tʰuaʔ阴入"	"白"	""	""	""
"3036"	"達"	"达"	"tak阳入"	""	""	""	""
"3037"	"捺"	"捺"	"nak阳入"	""	""	""	""
"3038"	"捺"	"捺"	"nai阳上"	"俗"	""	""	""
"3039"	"辣"	"辣"	"luaʔ阴入"	"白"	""	""	""
"3040"	"辣"	"辣"	"luaʔ阳入"	"白"	""	""	""
"3041"	"辣"	"辣"	"laʔ文"	""	""	""	""
"3042"	"辣"	"辣"	"lak阳入"	"文"	""	""	""
"3043"	"癩"	"癞"	"lai去声"	"文"	""	""	""
"3044"	"癩"	"癞"	"lak阳入"	"文"	""	""	""
"3045"	"擦"	"擦"	"tsʰak阴入"	""	""	""	""
"3046"	"撒"	"撒"	"sak阴入"	"文"	""	""	""
"3047"	"撒"	"撒"	"suaʔ阴入"	"白"	""	""	""
"3048"	"薩"	"萨"	"sak阴入"	""	""	""	""
"3049"	"割"	"割"	"kak阴入"	"文"	""	""	""
"3050"	"割"	"割"	"kuaʔ阴入"	"白"	""	""	""
"3051"	"葛"	"葛"	"kak阴入"	"文"	""	""	""
"3052"	"葛"	"葛"	"kuaʔ阴入"	"白"	""	""	""
"3053"	"渴"	"渴"	"kʰak阴入"	"文"	""	""	""
"3054"	"渴"	"渴"	"kʰuaʔ阴入"	"白"	""	""	""
"3055"	"曷"	"曷"	"hak阴入"	""	""	""	""
"3056"	"八"	"八"	"pak阴入"	"文"	""	""	""
"3057"	"八"	"八"	"poiʔ阴入"	"白"	""	""	""
"3058"	"八"	"八"	"piak阴入"	"又"	""	""	""
"3059"	"拔"	"拔"	"puak阳入"	"文"	""	""	""
"3060"	"拔"	"拔"	"poiʔ阳入"	"俗"	""	""	""
"3061"	"札"	"札"	"tsak阴入"	""	""	""	""
"3062"	"紮"	"扎"	"tsak阴入"	""	""	""	""
"3063"	"扎"	"扎"	"tsak阴入"	""	""	""	""
"3064"	"察"	"察"	"tsʰak阴入"	""	""	""	""
"3065"	"殺"	"杀"	"sak阴入"	"文"	""	""	""
"3066"	"殺"	"杀"	"suaʔ阴入"	"白"	""	""	""
"3067"	"軋"	"轧"	"ak阴入"	"文"	""	""	""
"3068"	"軋"	"轧"	"iak阴入"	"又"	""	""	""
"3069"	"軋"	"轧"	"kʰoiʔ阴入"	"俗"	""	""	""
"3070"	"鍘"	"铡"	"tsak阴入"	""	""	""	""
"3071"	"瞎"	"瞎"	"hak阴入"	""	""	""	""
"3072"	"轄"	"辖"	"hak阴入"	""	""	""	""
"3073"	"別"	"别"	"piak阳入"	"文"	""	""	""
"3074"	"別"	"别"	"pak阳入"	"白"	""	""	""
"3075"	"別"	"别"	"pak阴入"	"白"	""	""	""
"3076"	"別"	"别"	"bak阳入"	"白"	""	""	""
"3077"	"憋"	"憋"	"piak阴入"	"文"	""	""	""
"3078"	"憋"	"憋"	"piʔ阴入"	"白"	""	""	""
"3079"	"鱉"	"鳖"	"piʔ阴入"	""	""	""	""
"3080"	"滅"	"灭"	"miak阳入"	""	""	""	""
"3081"	"列"	"列"	"liak阳入"	""	""	""	""
"3082"	"裂"	"裂"	"liak阳入"	"文"	""	""	""
"3083"	"裂"	"裂"	"liʔ阳入"	"白"	""	""	""
"3084"	"裂"	"裂"	"leʔ阳入"	"白"	""	""	""
"3085"	"烈"	"烈"	"liak阳入"	""	""	""	""
"3086"	"薛"	"薛"	"siʔ阳入"	""	""	""	""
"3087"	"褻"	"亵"	"siak阴入"	""	""	""	""
"3088"	"泄"	"泄"	"siak阴入"	""	""	""	""
"3089"	"哲"	"哲"	"tiak阴入"	""	""	""	""
"3090"	"徹"	"彻"	"tʰiak阴入"	""	""	""	""
"3091"	"撤"	"撤"	"tʰiak阴入"	""	""	""	""
"3092"	"撤"	"撤"	"tsʰek阴入"	"又"	""	""	""
"3093"	"轍"	"辙"	"tʰiak阴入"	""	""	""	""
"3094"	"折"	"折"	"tsiak阴入"	"文"	""	""	""
"3095"	"折"	"折"	"tsiʔ阴入"	"白"	""	""	""
"3096"	"折"	"折"	"tsiʔ阳入"	"白"	""	""	""
"3097"	"浙"	"浙"	"tsiak阴入"	""	""	""	""
"3098"	"舌"	"舌"	"tsiʔ阳入"	""	""	""	""
"3099"	"設"	"设"	"siak阴入"	""	""	""	""
"3100"	"熱"	"热"	"dziak阳入"	"文"	""	""	""
"3101"	"熱"	"热"	"dzuaʔ阳入"	"白"	""	""	""
"3102"	"孑"	"孑"	"kiak阴入"	""	""	""	""
"3103"	"傑"	"杰"	"kiak阳入"	""	""	""	""
"3104"	"孽"	"孽"	"ŋiak阳入"	""	""	""	""
"3105"	"揭"	"揭"	"kiak阴入"	"文"	""	""	""
"3106"	"揭"	"揭"	"kiaʔ阴入"	"白"	""	""	""
"3107"	"揭"	"揭"	"kik阳上"	"又"	""	""	""
"3108"	"揭"	"揭"	"kia阳平"	"又"	""	""	""
"3109"	"竭"	"竭"	"kiak阳入"	""	""	""	""
"3110"	"歇"	"歇"	"hiak阴入"	"文"	""	""	""
"3111"	"歇"	"歇"	"hiaʔ阴入"	"白"	""	""	""
"3112"	"蝎"	"蝎"	"hiak阴入"	""	""	""	""
"3113"	"蝎"	"蝎"	"hak阴入"	""	""	""	""
"3114"	"謁"	"谒"	"iak阴入"	""	""	""	""
"3115"	"撇"	"撇"	"pʰiak阴入"	"文"	""	""	""
"3116"	"撇"	"撇"	"pʰuak阴入"	""	""	""	""
"3117"	"篾"	"篾"	"miak阳入"	"文"	""	""	""
"3118"	"篾"	"篾"	"biʔ阳入"	"白"	""	""	""
"3119"	"鐵"	"铁"	"tʰĩ阴入"	""	""	""	""
"3120"	"迭"	"迭"	"tiak阴入"	""	""	""	""
"3121"	"跌"	"跌"	"tiak阴入"	"文"	""	""	""
"3122"	"跌"	"跌"	"tiʔ阴入"	"白"	""	""	""
"3123"	"捏"	"捏"	"niak阴入"	"文"	""	""	""
"3124"	"節"	"节"	"tsiak阴入"	"文"	""	""	""
"3125"	"節"	"节"	"tsak阴入"	"又"	""	""	""
"3126"	"節"	"节"	"tsoiʔ阴入"	"白"	""	""	""
"3127"	"切"	"切"	"tsʰiak阴入"	""	""	""	""
"3128"	"切"	"切"	"tsʰik阴入"	""	""	""	""
"3129"	"截"	"截"	"tsʰiak阳入"	"文"	""	""	""
"3130"	"截"	"截"	"tsoiʔ阳入"	"白"	""	""	""
"3131"	"屑"	"屑"	"siak阴入"	"文"	""	""	""
"3132"	"屑"	"屑"	"siaʔ阴入"	"白"	""	""	""
"3133"	"結"	"结"	"kiak阴入"	"文"	""	""	""
"3134"	"結"	"结"	"kak阴入"	"白"	""	""	""
"3135"	"潔"	"洁"	"kiak阴入"	""	""	""	""
"3136"	"噎"	"噎"	"iak阴入"	""	""	""	""
"3137"	"噎"	"噎"	"ik阴入"	""	""	""	""
"3138"	"搬"	"搬"	"puã阳平"	""	""	""	""
"3139"	"般"	"般"	"pʰuaŋ阳平"	"文"	""	""	""
"3140"	"般"	"般"	"pʰuã阴平"	"白"	""	""	""
"3141"	"半"	"半"	"puaŋ去声"	"文"	""	""	""
"3142"	"半"	"半"	"puã去声"	"白"	""	""	""
"3143"	"絆"	"绊"	"pʰuaŋ去声"	"文"	""	""	""
"3144"	"絆"	"绊"	"puã阳上"	"白"	""	""	""
"3145"	"潘"	"潘"	"pʰuaŋ阴平"	"文"	""	""	""
"3146"	"潘"	"潘"	"pʰuã阴平"	"白"	""	""	""
"3147"	"潘"	"潘"	"pʰuŋ阴平"	"又"	""	""	""
