"ID"	"繁体"	"简体"	"拼音"	"注释"	""	"调值"	""
"5066"	"俸"	"俸"	"poŋ去声"	"白"	""	""	""
"5067"	"俸"	"俸"	"hoŋ阳上"	"文"	""	""	""
"5068"	"濃"	"浓"	"noŋ阳平"	""	""	""	""
"5069"	"龍"	"龙"	"lioŋ阳平"	"文"	""	""	""
"5070"	"龍"	"龙"	"leŋ阳平"	"白"	""	""	""
"5071"	"隴"	"陇"	"lioŋ阴上"	"文"	""	""	""
"5072"	"隴"	"陇"	"leŋ阴上"	"白"	""	""	""
"5073"	"壟"	"垄"	"loŋ阴上"	"文"	""	""	""
"5074"	"壟"	"垄"	"leŋ阴上"	"白"	""	""	""
"5075"	"蹤"	"踪"	"tsioŋ阴平"	""	""	""	""
"5076"	"縱"	"纵"	"tsioŋ去声"	"文"	""	""	""
"5077"	"縱"	"纵"	"tseŋ去声"	"白"	""	""	""
"5078"	"從"	"从"	"tsʰioŋ阳平"	""	""	""	""
"5079"	"慫"	"怂"	"sioŋ阴上"	""	""	""	""
"5080"	"松"	"松"	"sioŋ阳平"	"文"	""	""	""
"5081"	"松"	"松"	"seŋ阳平"	"白"	""	""	""
"5082"	"誦"	"诵"	"sioŋ阳上"	""	""	""	""
"5083"	"頌"	"颂"	"sioŋ阳上"	""	""	""	""
"5084"	"訟"	"讼"	"sioŋ阳上"	""	""	""	""
"5085"	"冢"	"冢"	"tʰioŋ阴上"	""	""	""	""
"5086"	"寵"	"宠"	"tʰioŋ阴上"	""	""	""	""
"5087"	"重"	"重"	"toŋ阳上"	"文"	""	""	""
"5088"	"重"	"重"	"toŋ阳平"	"文"	""	""	""
"5089"	"重"	"重"	"tioŋ阳上"	"文"	""	""	""
"5090"	"重"	"重"	"tioŋ阳平"	"文"	""	""	""
"5091"	"重"	"重"	"tsʰioŋ阳平"	"文"	""	""	""
"5092"	"重"	"重"	"taŋ阳上"	"白"	""	""	""
"5093"	"重"	"重"	"teŋ阳平"	"白"	""	""	""
"5094"	"鐘"	"钟"	"tsioŋ阴平"	"文"	""	""	""
"5095"	"鐘"	"钟"	"tseŋ阴平"	"白"	""	""	""
"5096"	"盅"	"盅"	"tsioŋ阴平"	"文"	""	""	""
"5097"	"盅"	"盅"	"tseŋ阴平"	"白"	""	""	""
"5098"	"種"	"种"	"tsioŋ阴上"	"文"	""	""	""
"5099"	"種"	"种"	"tsioŋ去声"	"文"	""	""	""
"5100"	"種"	"种"	"tseŋ阴上"	"白"	""	""	""
"5101"	"種"	"种"	"tseŋ去声"	"白"	""	""	""
"5102"	"腫"	"肿"	"tsioŋ阴上"	"文"	""	""	""
"5103"	"腫"	"肿"	"tseŋ阴上"	"白"	""	""	""
"5104"	"衝"	"冲"	"̃tsʰoŋ阴平"	""	""	""	""
"5105"	"衝"	"冲"	"tsʰioŋ阴平"	""	""	""	""
"5106"	"衝"	"冲"	"tsʰoŋ去声"	""	""	""	""
"5107"	"舂"	"舂"	"tseŋ阴平"	""	""	""	""
"5108"	"茸"	"茸"	"dzioŋ阳平"	""	""	""	""
"5109"	"冗"	"冗"	"dzioŋ阴上"	""	""	""	""
"5110"	"恭"	"恭"	"kioŋ阴平"	""	""	""	""
"5111"	"供"	"供"	"kioŋ阴平"	"文"	""	""	""
"5112"	"供"	"供"	"keŋ阴平"	"白"	""	""	""
"5113"	"供"	"供"	"kioŋ去声"	"文"	""	""	""
"5114"	"供"	"供"	"keŋ去声"	"白"	""	""	""
"5115"	"拱"	"拱"	"kioŋ阴上"	""	""	""	""
"5116"	"鞏"	"巩"	"kioŋ阴上"	""	""	""	""
"5117"	"恐"	"恐"	"kʰioŋ阴上"	""	""	""	""
"5118"	"共"	"共"	"kioŋ去声"	"文"	""	""	""
"5119"	"共"	"共"	"kaŋ去声"	"白"	""	""	""
"5120"	"胸"	"胸"	"hioŋ阴平"	"文"	""	""	""
"5121"	"胸"	"胸"	"heŋ阴平"	"白"	""	""	""
"5122"	"兇"	"凶"	"hioŋ阴平"	""	""	""	""
"5123"	"凶"	"凶"	"hioŋ阴平"	""	""	""	""
"5124"	"雍"	"雍"	"ioŋ阴平"	""	""	""	""
"5125"	"擁"	"拥"	"ioŋ阳平"	""	""	""	""
"5126"	"擁"	"拥"	"ioŋ阴上"	""	""	""	""
"5127"	"容"	"容"	"ioŋ阳平"	"文"	""	""	""
"5128"	"容"	"容"	"eŋ阳平"	"白"	""	""	""
"5129"	"熔"	"熔"	"ioŋ阳平"	"文"	""	""	""
"5130"	"熔"	"熔"	"iõ阳平"	"俗"	""	""	""
"5131"	"庸"	"庸"	"ioŋ阳平"	""	""	""	""
"5132"	"甬"	"甬"	"ioŋ阴上"	""	""	""	""
"5133"	"勇"	"勇"	"ioŋ阴上"	""	""	""	""
"5134"	"湧"	"涌"	"ioŋ阴上"	"文"	""	""	""
"5135"	"湧"	"涌"	"eŋ阴上"	"白"	""	""	""
"5136"	"用"	"用"	"ioŋ去声"	"文"	""	""	""
"5137"	"用"	"用"	"eŋ去声"	"白"	""	""	""
"5138"	"卜"	"卜"	"pok阴入"	""	""	""	""
"5139"	"撲"	"扑"	"pʰok阴入"	""	""	""	""
"5140"	"撲"	"扑"	"pʰuk阴入"	""	""	""	""
"5141"	"僕"	"仆"	"pʰok阴入"	""	""	""	""
"5142"	"僕"	"仆"	"pok阳入"	""	""	""	""
"5143"	"曝"	"曝"	"pʰak阳入"	"白"	""	""	""
"5144"	"曝"	"曝"	"pau阳上"	"文"	""	""	""
"5145"	"瀑"	"瀑"	"pʰak阳入"	"白"	""	""	""
"5146"	"瀑"	"瀑"	"pau阳上"	"文"	""	""	""
"5147"	"木"	"木"	"mok阳入"	"文"	""	""	""
"5148"	"木"	"木"	"bak阳入"	"白"	""	""	""
"5149"	"沐"	"沐"	"mok阳入"	""	""	""	""
"5150"	"禿"	"秃"	"tʰok阴入"	"文"	""	""	""
"5151"	"禿"	"秃"	"tʰuk阴入"	"又"	""	""	""
"5152"	"禿"	"秃"	"tʰek阴入"	"白"	""	""	""
"5153"	"獨"	"独"	"tok阳入"	"文"	""	""	""
"5154"	"獨"	"独"	"tak阳入"	"白"	""	""	""
"5155"	"讀"	"读"	"tʰak阳入"	"白"	""	""	""
"5156"	"讀"	"读"	"tau去声"	"白"	""	""	""
"5157"	"牘"	"牍"	"tok阳入"	""	""	""	""
"5158"	"鹿"	"鹿"	"lok阳入"	"文"	""	""	""
"5159"	"鹿"	"鹿"	"tek阳入"	"白"	""	""	""
"5160"	"禄"	"禄"	"lok阳入"	""	""	""	""
"5161"	"族"	"族"	"tsok阳入"	"文"	""	""	""
"5162"	"族"	"族"	"tsak阳入"	"白"	""	""	""
"5163"	"速"	"速"	"sok阴入"	""	""	""	""
"5164"	"穀"	"谷"	"kok阴入"	"文"	""	""	""
"5165"	"穀"	"谷"	"kak阴入"	"白"	""	""	""
"5166"	"谷"	"谷"	"kok阴入"	"文"	""	""	""
"5167"	"谷"	"谷"	"kak阴入"	"白"	""	""	""
"5168"	"谷"	"谷"	"iok阳入"	"文"	""	""	""
"5169"	"哭"	"哭"	"kʰok阴入"	"文"	""	""	""
"5170"	"哭"	"哭"	"kʰau去声"	"俗"	""	""	""
"5171"	"斛"	"斛"	"hok阳入"	""	""	""	""
"5172"	"屋"	"屋"	"ok阴入"	""	""	""	""
"5173"	"篤"	"笃"	"tok阴入"	""	""	""	""
"5174"	"督"	"督"	"tok阴入"	""	""	""	""
"5175"	"毒"	"毒"	"tak阳入"	""	""	""	""
"5176"	"酷"	"酷"	"kʰok阴入"	""	""	""	""
"5177"	"沃"	"沃"	"ok阴入"	"文"	""	""	""
"5178"	"沃"	"沃"	"ak阴入"	"白"	""	""	""
"5179"	"福"	"福"	"hok阴入"	""	""	""	""
"5180"	"幅"	"幅"	"hok阴入"	"文"	""	""	""
"5181"	"幅"	"幅"	"pak阴入"	"白"	""	""	""
"5182"	"蝠"	"蝠"	"hok阴入"	""	""	""	""
"5183"	"復"	"复"	"hiu去声"	"文"	""	""	""
"5184"	"腹"	"腹"	"hok阴入"	"文"	""	""	""
"5185"	"腹"	"腹"	"pak阴入"	"白"	""	""	""
"5186"	"服"	"服"	"hok阳入"	""	""	""	""
"5187"	"伏"	"伏"	"hok阳入"	"文"	""	""	""
"5188"	"伏"	"伏"	"pʰak阳入"	"白"	""	""	""
"5189"	"伏"	"伏"	"pu去声"	"白"	""	""	""
"5190"	"袱"	"袱"	"hok阳入"	""	""	""	""
"5191"	"目"	"目"	"mok阳入"	"文"	""	""	""
"5192"	"目"	"目"	"mak阳入"	"白"	""	""	""
"5193"	"穆"	"穆"	"mok阳入"	""	""	""	""
"5194"	"牧"	"牧"	"mok阳入"	""	""	""	""
"5195"	"六"	"六"	"liok阳入"	"文"	""	""	""
"5196"	"六"	"六"	"lak阳入"	"白"	""	""	""
"5197"	"陸"	"陆"	"liok阳入"	"文"	""	""	""
"5198"	"陸"	"陆"	"lok阳入"	"文"	""	""	""
"5199"	"陸"	"陆"	"lek阳入"	"白"	""	""	""
"5200"	"陸"	"陆"	"lak阳入"	"白"	""	""	""
"5201"	"戮"	"戮"	"liok阳入"	""	""	""	""
"5202"	"戮"	"戮"	"lok阳入"	""	""	""	""
"5203"	"肅"	"肃"	"siok阴入"	""	""	""	""
"5204"	"夙"	"夙"	"siok阴入"	""	""	""	""
"5205"	"竹"	"竹"	"tiok阴入"	"文"	""	""	""
"5206"	"竹"	"竹"	"tek阴入"	"白"	""	""	""
"5207"	"築"	"筑"	"tiok阴入"	"白"	""	""	""
"5208"	"築"	"筑"	"tsiok阴入"	"文"	""	""	""
"5209"	"畜"	"畜"	"tʰiok阴入"	"文"	""	""	""
"5210"	"畜"	"畜"	"tʰek阴入"	"白"	""	""	""
"5211"	"逐"	"逐"	"tiok阳入"	"文"	""	""	""
"5212"	"逐"	"逐"	"tsiok阳入"	"文"	""	""	""
"5213"	"逐"	"逐"	"tok阳入"	"文"	""	""	""
"5214"	"逐"	"逐"	"tak阳入"	"白"	""	""	""
"5215"	"軸"	"轴"	"tiok阳入"	"文"	""	""	""
"5216"	"軸"	"轴"	"tek阳入"	"白"	""	""	""
"5217"	"縮"	"缩"	"sok阴入"	""	""	""	""
"5218"	"縮"	"缩"	"siok阴入"	""	""	""	""
"5219"	"祝"	"祝"	"tsiok阴入"	""	""	""	""
"5220"	"粥"	"粥"	"tsiok阴入"	""	""	""	""
"5221"	"叔"	"叔"	"siok阴入"	"文"	""	""	""
"5222"	"叔"	"叔"	"tsek阴入"	"白"	""	""	""
"5223"	"熟"	"熟"	"siok阳入"	"文"	""	""	""
"5224"	"熟"	"熟"	"sek阳入"	"白"	""	""	""
"5225"	"淑"	"淑"	"siok阴入"	""	""	""	""
"5226"	"肉"	"肉"	"dziok阳入"	"文"	""	""	""
"5227"	"肉"	"肉"	"nek阳入"	"白"	""	""	""
"5228"	"菊"	"菊"	"kiok阴入"	"文"	""	""	""
"5229"	"菊"	"菊"	"kek阴入"	"白"	""	""	""
"5230"	"麴"	"曲"	"kʰiok阴入"	"文"	""	""	""
"5231"	"麴"	"曲"	"kʰek阴入"	""	""	""	""
"5232"	"蓄"	"蓄"	"tʰiok阴入"	""	""	""	""
"5233"	"郁"	"郁"	"iok阴入"	""	""	""	""
"5234"	"育"	"育"	"iok阳入"	""	""	""	""
"5235"	"綠"	"绿"	"liok阳入"	"文"	""	""	""
"5236"	"綠"	"绿"	"lek阳入"	"白"	""	""	""
"5237"	"錄"	"录"	"liok阳入"	""	""	""	""
"5238"	"錄"	"录"	"lok阳入"	""	""	""	""
"5239"	"足"	"足"	"tsiok阴入"	""	""	""	""
"5240"	"足"	"足"	"tsok阴入"	""	""	""	""
"5241"	"促"	"促"	"tsʰiok阴入"	""	""	""	""
"5242"	"粟"	"粟"	"siok阴入"	"文"	""	""	""
"5243"	"粟"	"粟"	"tsʰek阴入"	"白"	""	""	""
"5244"	"俗"	"俗"	"siok阳入"	""	""	""	""
"5245"	"燭"	"烛"	"tsiok阴入"	"文"	""	""	""
"5246"	"燭"	"烛"	"tsek阴入"	"白"	""	""	""
"5247"	"囑"	"嘱"	"tsiok阴入"	""	""	""	""
"5248"	"觸"	"触"	"tsʰiok阴入"	""	""	""	""
"5249"	"觸"	"触"	"tsʰok阴入"	""	""	""	""
"5250"	"贖"	"赎"	"siok阳入"	""	""	""	""
"5251"	"束"	"束"	"siok阴入"	""	""	""	""
"5252"	"束"	"束"	"sok阴入"	""	""	""	""
"5253"	"蜀"	"蜀"	"siok阳入"	"文"	""	""	""
"5254"	"蜀"	"蜀"	"dzuak阳入"	"白"	""	""	""
"5255"	"屬"	"属"	"siok阳入"	""	""	""	""
"5256"	"辱"	"辱"	"dziok阳入"	""	""	""	""
"5257"	"褥"	"褥"	"dziok阳入"	""	""	""	""
"5258"	"鋦"	"锔"	"kiok阴入"	"文"	""	""	""
"5259"	"鋦"	"锔"	"kek阴入"	"白"	""	""	""
"5260"	"曲"	"曲"	"kʰiok阴入"	"文"	""	""	""
"5261"	"曲"	"曲"	"kʰek阴入"	"白"	""	""	""
"5262"	"曲"	"曲"	"kʰak阴入"	"白"	""	""	""
"5263"	"局"	"局"	"kiok阳入"	"文"	""	""	""
"5264"	"局"	"局"	"kek阳入"	"白"	""	""	""
"5265"	"玉"	"玉"	"ŋiok阳入"	"文"	""	""	""
"5266"	"玉"	"玉"	"gek阳入"	"白"	""	""	""
"5267"	"獄"	"狱"	"gek阳入"	""	""	""	""
"5268"	"旭"	"旭"	"hiok阴入"	""	""	""	""
"5269"	"欲"	"欲"	"iok阳入"	"文"	""	""	""
"5270"	"欲"	"欲"	"beʔ阴入"	"替"	""	""	""
"5271"	"浴"	"浴"	"iok阳入"	"文"	""	""	""
"5272"	"浴"	"浴"	"ek阳入"	"白"	""	""	""
"5273"	"慾"	"欲"	"iok阳入"	""	""	""	""
"5274"	"滸"	"浒"	"kʰou阴上"	"白,用于浒苔一词"	""	""	""
"5275"	"傅"	"傅"	"pou去声"	"白,姓氏音"	""	""	""
"5276"	"解"	"解"	"oi阳上"	"白,口语会的本字"	""	""	""
"5277"	"黎"	"黎"	"loi阳平"	"白,姓氏音"	""	""	""
"5278"	"倪"	"倪"	"goi阳平"	"白,姓氏音。"	""	""	""
"5279"	"奚"	"奚"	"kʰi阳平"	"白,姓氏音。"	""	""	""
"5280"	"史"	"史"	"sai阴上"	"白,姓氏音"	""	""	""
"5281"	"費"	"费"	"pi去声"	"白,姓氏音。"	""	""	""
"5282"	"召"	"召"	"siau去声"	"文,姓氏音"	""	""	""
"5283"	"藍"	"蓝"	"na阳平"	"白,姓氏音"	""	""	""
"5284"	"單"	"单"	"siaŋ阳平"	"文,姓氏。"	""	""	""
"5285"	"連"	"连"	"liaŋ阳平"	"文,姓氏音"	""	""	""
"5286"	"仙"	"仙"	"siŋ阴平"	"地名,惠来仙庵"	""	""	""
"5287"	"鮮"	"鲜"	"siaŋ阴上"	"文,朝鲜"	""	""	""
"5288"	"捏"	"捏"	"niap阴入"	"文,训本字捻"	""	""	""
"5289"	"捏"	"捏"	"nueʔ阴入"	"白,训本字捻"	""	""	""
"5290"	"萬"	"万"	"mok阳入"	"姓氏,复姓万俟"	""	""	""
"5291"	"元"	"元"	"ŋaŋ阳平"	"又,开元寺。"	""	""	""
"5292"	"元"	"元"	"uaŋ阳平"	"文,元宝"	""	""	""
"5293"	"陳"	"陈"	"taŋ阳平"	"白,姓氏音"	""	""	""
"5294"	"孫"	"孙"	"sŋ阴平"	"白,姓氏音"	""	""	""
"5295"	"康"	"康"	"kʰŋ阴平"	"白,姓氏音"	""	""	""
"5296"	"黃"	"黄"	"ŋ阳平"	"白,姓氏"	""	""	""
"5297"	"方"	"方"	"pŋ阴平"	"白,姓氏"	""	""	""
"5298"	"霍"	"霍"	"kʰak阴入"	"白,姓氏"	""	""	""
"5299"	"曾"	"曾"	"tsaŋ阴平"	"白,姓氏"	""	""	""
"5300"	"喫"	"吃"	"kʰoi去声"	"白,啃"	""	""	""
"5301"	"紅"	"红"	"kaŋ阴平"	"又,女红"	""	""	""
"5302"	"洪"	"洪"	"aŋ阳平"	"白,姓氏"	""	""	""
"5303"	"翁"	"翁"	"eŋ阴平"	"白,姓氏"	""	""	""
"5304"	"屄"	"屄"	"bai阴平"	"替"	""	""	""
"5305"	"屄"	"屄"	"pi阴平"	""	""	""	""
"5306"	"搒"	"搒"	"peŋ阳平"	""	""	""	""
"5307"	"斑"	"斑"	"paŋ阴平"	"文"	""	""	""
"5308"	"斑"	"斑"	"paĩ阴平"	"白"	""	""	""
"5309"	"膘"	"膘"	"piau阴平"	"文"	""	""	""
"5310"	"膘"	"膘"	"pio阴平"	"白"	""	""	""
"5311"	"菠"	"菠"	"po阴平"	"文"	""	""	""
"5312"	"菠"	"菠"	"pue阴平"	"白"	""	""	""
"5313"	"鬢"	"鬓"	"piŋ去声"	""	""	""	""
"5314"	"枹"	"枹"	"pau阴平"	""	""	""	""
"5315"	"喷"	"喷"	"pʰuŋ去声"	""	""	""	""
"5316"	"拋"	"抛"	"pʰau阴平"	"文"	""	""	""
"5317"	"拋"	"抛"	"pʰa阴平"	"白"	""	""	""
"5318"	"丟"	"丢"	"tiu阴平"	""	""	""	""
"5319"	"燉"	"炖"	"tuŋ阳平"	""	""	""	""
"5320"	"疔"	"疔"	"teŋ阴平"	""	""	""	""
"5321"	"癲"	"癫"	"tiaŋ阴平"	""	""	""	""
"5322"	"盯"	"盯"	"teŋ阳平"	""	""	""	""
"5323"	"篼"	"篼"	"tau阴平"	""	""	""	""
"5324"	"胝"	"胝"	"ti阴平"	""	""	""	""
"5325"	"踮"	"踮"	"tiam阴上"	"替"	""	""	""
"5326"	"踮"	"踮"	"tiam去声"	"替"	""	""	""
"5327"	"屜"	"屉"	"tʰi去声"	""	""	""	""
"5328"	"棺"	"棺"	"kuaŋ阴平"	"文"	""	""	""
"5329"	"棺"	"棺"	"kuã阴平"	"白"	""	""	""
"5330"	"痂"	"痂"	"kia阴平"	""	""	""	""
"5331"	"篙"	"篙"	"kau阴平"	"文"	""	""	""
"5332"	"篙"	"篙"	"ko阴平"	"白"	""	""	""
"5333"	"粳"	"粳"	"keŋ阴平"	"文"	""	""	""
"5334"	"粳"	"粳"	"kẽ阴平"	"白"	""	""	""
"5335"	"蚣"	"蚣"	"koŋ阴平"	"文"	""	""	""
"5336"	"蚣"	"蚣"	"kaŋ阴平"	"白"	""	""	""
"5337"	"豇"	"豇"	"kaŋ阴平"	""	""	""	""
"5338"	"寛"	"寛"	"kʰuaŋ阴平"	"文"	""	""	""
"5339"	"寛"	"寛"	"kʰuã阴平"	"白"	""	""	""
"5340"	"眶"	"眶"	"kʰuaŋ阴平"	""	""	""	""
"5341"	"誇"	"夸"	"kʰua阴平"	""	""	""	""
"5342"	"鄺"	"邝"	"kuaŋ阴上"	""	""	""	""
"5343"	"骹"	"骹"	"kʰa阴平"	""	""	""	""
"5344"	"楓"	"枫"	"hoŋ阴平"	"文"	""	""	""
"5345"	"楓"	"枫"	"paŋ阴平"	"白"	""	""	""
"5346"	"舫"	"舫"	"huaŋ去声"	""	""	""	""
"5347"	"蕃"	"蕃"	"pʰuaŋ阴平"	""	""	""	""
"5348"	"蕃"	"蕃"	"huaŋ阴平"	"~薯"	""	""	""
"5349"	"蕃"	"蕃"	"haŋ阴平"	"~薯"	""	""	""
"5350"	"麩"	"麸"	"hu阴平"	"文"	""	""	""
"5351"	"麩"	"麸"	"pʰou阴平"	"白"	""	""	""
"5352"	"甑"	"甑"	"tseŋ去声"	""	""	""	""
"5353"	"楂"	"楂"	"tsa阴平"	""	""	""	""
"5354"	"淙"	"淙"	"tsoŋ阴平"	""	""	""	""
"5355"	"綜"	"综"	"tsoŋ去声"	""	""	""	""
"5356"	"綜"	"综"	"tsoŋ阴平"	""	""	""	""
"5357"	"茲"	"兹"	"tsu阴平"	""	""	""	""
"5358"	"茲"	"兹"	"tsʰu阳平"	""	""	""	""
"5359"	"囪"	"囱"	"tsʰoŋ阴平"	""	""	""	""
"5360"	"汆"	"汆"	"suaŋ阳平"	""	""	""	""
"5361"	"癡"	"痴"	"tsʰi阴平"	""	""	""	""
"5362"	"蔥"	"葱"	"tsʰoŋ阴平"	"文"	""	""	""
"5363"	"蔥"	"葱"	"tsʰaŋ阴平"	"白"	""	""	""
"5364"	"刪"	"删"	"saŋ阴平"	""	""	""	""
"5365"	"姍"	"姗"	"saŋ阴平"	""	""	""	""
"5366"	"屍"	"尸"	"si阴平"	""	""	""	""
"5367"	"痧"	"痧"	"sa阴平"	"文"	""	""	""
"5368"	"痧"	"痧"	"sua阴平"	"白"	""	""	""
"5369"	"砂"	"砂"	"sa阴平"	"文"	""	""	""
"5370"	"砂"	"砂"	"sua阴平"	"白"	""	""	""
"5371"	"衫"	"衫"	"sam阴平"	"文"	""	""	""
"5372"	"衫"	"衫"	"sã阴平"	"白"	""	""	""
"5373"	"鰓"	"鳃"	"sai阴平"	"文"	""	""	""
"5374"	"鰓"	"鳃"	"tsʰi阴平"	"白"	""	""	""
"5375"	"妆"	"妆"	"tsuaŋ阴平"	"文"	""	""	""
"5376"	"妆"	"妆"	"tsŋ阴平"	"白"	""	""	""
"5377"	"喌"	"喌"	"tsiok阴入"	""	""	""	""
"5378"	"梔"	"栀"	"tsi阴平"	""	""	""	""
"5379"	"澗"	"涧"	"kaŋ去声"	""	""	""	""
"5380"	"礓"	"礓"	"kiaŋ阴平"	""	""	""	""
"5381"	"荊"	"荆"	"keŋ阴平"	""	""	""	""
"5382"	"蕉"	"蕉"	"tsiau阴平"	"文"	""	""	""
"5383"	"蕉"	"蕉"	"tsio阴平"	"白"	""	""	""
"5384"	"蟑"	"蟑"	"tsiaŋ阴平"	""	""	""	""
"5385"	"鍾"	"钟"	"tsioŋ阴平"	"文"	""	""	""
"5386"	"鍾"	"钟"	"tseŋ阴平"	"白"	""	""	""
"5387"	"韁"	"缰"	"kiaŋ阴平"	""	""	""	""
"5388"	"沖"	"冲"	"tsʰoŋ阴平"	"文"	""	""	""
"5389"	"沖"	"冲"	"tsaŋ阴平"	"白"	""	""	""
"5390"	"菖"	"菖"	"tsʰiaŋ阴平"	""	""	""	""
"5391"	"蹺"	"跷"	"kʰiau阴平"	""	""	""	""
"5392"	"邱"	"邱"	"kʰiu阴平"	"文"	""	""	""
"5393"	"邱"	"邱"	"kʰu阴平"	"白"	""	""	""
"5394"	"廂"	"厢"	"siaŋ阴平"	"文"	""	""	""
"5395"	"廂"	"厢"	"siõ阴平"	"白"	""	""	""
"5396"	"樨"	"樨"	"si阴平"	"文"	""	""	""
"5397"	"樨"	"樨"	"sai阴平"	"白"	""	""	""
"5398"	"洶"	"汹"	"hioŋ阴平"	""	""	""	""
"5399"	"湘"	"湘"	"siaŋ阴平"	""	""	""	""
"5400"	"猻"	"狲"	"suŋ阴平"	""	""	""	""
"5401"	"瓖"	"瓖"	"siaŋ阴平"	""	""	""	""
"5402"	"芯"	"芯"	"sim阴平"	""	""	""	""
"5403"	"莘"	"莘"	"siŋ阴平"	""	""	""	""
"5404"	"螄"	"蛳"	"si阴平"	"文"	""	""	""
"5405"	"螄"	"蛳"	"sai阴平"	"白"	""	""	""
"5406"	"哈"	"哈"	"ha阴平"	""	""	""	""
"5407"	"哈"	"哈"	"haʔ阴入"	""	""	""	""
"5408"	"夯"	"夯"	"haŋ阳平"	""	""	""	""
"5409"	"獾"	"獾"	"huaŋ阴平"	""	""	""	""
"5410"	"啰"	"啰"	"lo阴平"	""	""	""	""
"5411"	"拎"	"拎"	"leŋ阴平"	""	""	""	""
"5412"	"窿"	"窿"	"loŋ阳平"	""	""	""	""
"5413"	"俺"	"俺"	"am阴上"	"训"	""	""	""
"5414"	"凹"	"凹"	"au阴平"	""	""	""	""
"5415"	"吆"	"吆"	"iau阴平"	""	""	""	""
"5416"	"垵"	"埯"	"aŋ阴平"	""	""	""	""
"5417"	"椏"	"桠"	"a阴平"	""	""	""	""
"5418"	"汙"	"污"	"hu阴平"	""	""	""	""
"5419"	"溫"	"温"	"uŋ阴平"	""	""	""	""
"5420"	"甌"	"瓯"	"ou阴平"	"文"	""	""	""
"5421"	"甌"	"瓯"	"au阴平"	"白"	""	""	""
"5422"	"甕"	"瓮"	"aŋ去声"	""	""	""	""
"5423"	"癰"	"痈"	"ioŋ阴平"	"文"	""	""	""
"5424"	"癰"	"痈"	"eŋ阴平"	"白"	""	""	""
"5425"	"箕"	"箕"	"ki阴平"	""	""	""	""
"5426"	"肮"	"肮"	"aŋ阴平"	""	""	""	""
"5427"	"胭"	"胭"	"iaŋ阴平"	""	""	""	""
"5428"	"萁"	"萁"	"ki阴平"	""	""	""	""
"5429"	"醃"	"腌"	"iam阴平"	"文"	""	""	""
"5430"	"醃"	"腌"	"am阴平"	"白"	""	""	""
"5431"	"坪"	"坪"	"pʰeŋ阳平"	"文"	""	""	""
"5432"	"坪"	"坪"	"pẽ阳平"	"白"	""	""	""
"5433"	"坪"	"坪"	"pʰiã阳平"	"白"	""	""	""
"5434"	"杷"	"杷"	"pʰa阳平"	"文"	""	""	""
"5435"	"杷"	"杷"	"pe阳平"	"白"	""	""	""
"5436"	"枇"	"枇"	"pi阳平"	""	""	""	""
"5437"	"爿"	"丬"	"puaŋ阳平"	"文"	""	""	""
"5438"	"爿"	"丬"	"paĩ阳平"	"白"	""	""	""
"5439"	"簰"	"簰"	"pai阳平"	""	""	""	""
"5440"	"荸"	"荸"	"puak阳入"	""	""	""	""
"5441"	"萍"	"萍"	"pʰeŋ阳平"	"文"	""	""	""
"5442"	"萍"	"萍"	"pʰio阳平"	"训"	""	""	""
"5443"	"葡"	"葡"	"pʰu阳平"	""	""	""	""
"5444"	"薸"	"薸"	"pʰiau阳平"	"文"	""	""	""
"5445"	"薸"	"薸"	"pʰio阳平"	"白"	""	""	""
"5446"	"螃"	"螃"	"pʰaŋ阳平"	""	""	""	""
"5447"	"裴"	"裴"	"pue阳平"	""	""	""	""
"5448"	"僮"	"僮"	"tʰoŋ阳平"	"文"	""	""	""
"5449"	"僮"	"僮"	"taŋ阳平"	"白"	""	""	""
"5450"	"塗"	"涂"	"tʰu阳平"	"文"	""	""	""
"5451"	"塗"	"涂"	"tʰou阳平"	"白"	""	""	""
"5452"	"婷"	"婷"	"tʰeŋ阳平"	""	""	""	""
"5453"	"棠"	"棠"	"tʰaŋ阳平"	""	""	""	""
"5454"	"淘"	"淘"	"tʰau阳平"	"文"	""	""	""
"5455"	"淘"	"淘"	"to阳平"	"白"	""	""	""
"5456"	"鈿"	"钿"	"tʰiaŋ阳平"	""	""	""	""
"5457"	"樊"	"樊"	"huaŋ阳平"	"文"	""	""	""
"5458"	"樊"	"樊"	"pʰuaŋ阳平"	"白"	""	""	""
"5459"	"芙"	"芙"	"hu阳平"	"文"	""	""	""
"5460"	"芙"	"芙"	"pu阳平"	"白"	""	""	""
"5461"	"歧"	"歧"	"kʰi阳平"	""	""	""	""
"5462"	"祁"	"祁"	"ki阳平"	""	""	""	""
"5463"	"蘄"	"蕲"	"ki阳平"	""	""	""	""
"5464"	"床"	"床"	"tsʰŋ阴平"	""	""	""	""
"5465"	"床"	"床"	"sŋ阴平"	""	""	""	""
"5466"	"槽"	"槽"	"tsau阳平"	"文"	""	""	""
"5467"	"槽"	"槽"	"tso阳平"	"白"	""	""	""
"5468"	"羣"	"羣"	"kuŋ阳平"	""	""	""	""
"5469"	"羣"	"羣"	"kʰuŋ阳平"	""	""	""	""
"5470"	"羣"	"羣"	"kiŋ阳平"	"又"	""	""	""
"5471"	"廚"	"厨"	"tou阳平"	""	""	""	""
"5472"	"捶"	"捶"	"tui阳平"	"替"	""	""	""
"5473"	"泅"	"泅"	"siu阳平"	""	""	""	""
