"繁體"	"简体"	"拼音"	"音標"	"註釋"	"聲"	"韻"	"調"
"辣"	"辣"	"lao8"	"lɔ˨˩˩"		"l"	"ɔ"	"˨˩˩"
"癩"	"癞"	"lao8"	"lɔ˨˩˩"		"l"	"ɔ"	"˨˩˩"
"擦"	"擦"	"tshao7"	"tsʰɔ˧˨˨"		"tsʰ"	"ɔ"	"˧˨˨"
"撒"	"撒"	"sao7"	"sɔ˧˨˨"		"s"	"ɔ"	"˧˨˨"
"薩"	"萨"	"sao7"	"sɔ˧˨˨"		"s"	"ɔ"	"˧˨˨"
"割"	"割"	"koe7"	"kɵ˧˨˨"		"k"	"ɵ"	"˧˨˨"
"葛"	"葛"	"koe7"	"kɵ˧˨˨"		"k"	"ɵ"	"˧˨˨"
"渴"	"渴"	"khoe7"	"kʰɵ˧˨˨"		"kʰ"	"ɵ"	"˧˨˨"
"曷"	"曷"	"ghoe8"	"ɦɵ˨˩˩"		"ɦ"	"ɵ"	"˨˩˩"
"八"	"八"	"po7"	"po˧˨˨"		"p"	"o"	"˧˨˨"
"拔"	"拔"	"bao8"	"bɔ˨˩˩"		"b"	"ɔ"	"˨˩˩"
"劄"	"札"	"tsao7"	"tsɔ˧˨˨"		"ts"	"ɔ"	"˧˨˨"
"紮"	"扎"	"tsao7"	"tsɔ˧˨˨"		"ts"	"ɔ"	"˧˨˨"
"紮"	"扎"	"tsao7"	"tsɔ˧˨˨"		"ts"	"ɔ"	"˧˨˨"
"察"	"察"	"tshao7"	"tsʰɔ˧˨˨"		"tsʰ"	"ɔ"	"˧˨˨"
"殺"	"杀"	"sao7"	"sɔ˧˨˨"		"s"	"ɔ"	"˧˨˨"
"軋"	"轧"	"ao7"	"ʔɔ˧˨˨"		"ʔ"	"ɔ"	"˧˨˨"
"鍘"	"铡"	"zao8"	"zɔ˨˩˩"		"z"	"ɔ"	"˨˩˩"
"瞎"	"瞎"	"hao7"	"hɔ˧˨˨"		"h"	"ɔ"	"˧˨˨"
"轄"	"辖"	"ghao8"	"ɦɔ˨˩˩"		"ɦ"	"ɔ"	"˨˩˩"
"別"	"别"	"pi7"	"pi˧˨˨"		"p"	"i"	"˧˨˨"
"憋"	"憋"	"pi7"	"pi˧˨˨"		"p"	"i"	"˧˨˨"
"鱉"	"鳖"	"pi7"	"pi˧˨˨"		"p"	"i"	"˧˨˨"
"別"	"别"	"bi8"	"bi˨˩˩"		"b"	"i"	"˨˩˩"
"滅"	"灭"	"mi8"	"mi˨˩˩"		"m"	"i"	"˨˩˩"
"列"	"列"	"li8"	"li˨˩˩"		"l"	"i"	"˨˩˩"
"裂"	"裂"	"li8"	"li˨˩˩"		"l"	"i"	"˨˩˩"
"烈"	"烈"	"li8"	"li˨˩˩"		"l"	"i"	"˨˩˩"
"薛"	"薛"	"shiu7"	"ɕy˧˨˨"		"ɕ"	"y"	"˧˨˨"
"褻"	"亵"	"shi7"	"ɕi˧˨˨"		"ɕ"	"i"	"˧˨˨"
"泄"	"泄"	"sei7"	"sei˧˨˨"		"s"	"ei"	"˧˨˨"
"哲"	"哲"	"ci7"	"tɕi˧˨˨"		"tɕ"	"i"	"˧˨˨"
"徹"	"彻"	"ji8"	"dʑi˨˩˩"		"dʑ"	"i"	"˨˩˩"
"撤"	"撤"	"chi7"	"tɕʰi˧˨˨"		"tɕʰ"	"i"	"˧˨˨"
"轍"	"辙"	"ji8"	"dʑi˨˩˩"		"dʑ"	"i"	"˨˩˩"
"折"	"折"	"yi8"	"ji˨˩˩"		"j"	"i"	"˨˩˩"
"浙"	"浙"	"tsei7"	"tsei˧˨˨"		"ts"	"ei"	"˧˨˨"
"舌"	"舌"	"yi8"	"ji˨˩˩"		"j"	"i"	"˨˩˩"
"設"	"设"	"sei7"	"sei˧˨˨"		"s"	"ei"	"˧˨˨"
"折"	"折"	"ci7"	"tɕi˧˨˨"		"tɕ"	"i"	"˧˨˨"
"熱"	"热"	"gni8"	"ȵi˨˩˩"		"ȵ"	"i"	"˨˩˩"
"孑"	"孑"	"ci7"	"tɕi˧˨˨"		"tɕ"	"i"	"˧˨˨"
"傑"	"杰"	"ji8"	"dʑi˨˩˩"		"dʑ"	"i"	"˨˩˩"
"孽"	"孽"	"gni8"	"ȵi˨˩˩"		"ȵ"	"i"	"˨˩˩"
"揭"	"揭"	"ci7"	"tɕi˧˨˨"		"tɕ"	"i"	"˧˨˨"
"揭"	"揭"	"chi7"	"tɕʰi˧˨˨"	"本讀"	"tɕʰ"	"i"	"˧˨˨"
"竭"	"竭"	"ji8"	"dʑi˨˩˩"		"dʑ"	"i"	"˨˩˩"
"歇"	"歇"	"shi7"	"ɕi˧˨˨"		"ɕ"	"i"	"˧˨˨"
"蠍"	"蝎"	"ghoe8"	"ɦɵ˨˩˩"		"ɦ"	"ɵ"	"˨˩˩"
"蠍"	"蝎"	"shi7"	"ɕi˧˨˨"		"ɕ"	"i"	"˧˨˨"
"謁"	"谒"	"i7"	"ʔi˧˨˨"		"ʔ"	"i"	"˧˨˨"
"撇"	"撇"	"phi7"	"pʰi˧˨˨"		"pʰ"	"i"	"˧˨˨"
"篾"	"篾"	"mi8"	"mi˨˩˩"		"m"	"i"	"˨˩˩"
"鐵"	"铁"	"thi7"	"tʰi˧˨˨"		"tʰ"	"i"	"˧˨˨"
"迭"	"迭"	"di8"	"di˨˩˩"		"d"	"i"	"˨˩˩"
"跌"	"跌"	"di8"	"di˨˩˩"		"d"	"i"	"˨˩˩"
"捏"	"捏"	"gniao8"	"ȵyɔ˨˩˩"		"ȵ"	"yɔ"	"˨˩˩"
"節"	"节"	"ci7"	"tɕi˧˨˨"		"tɕ"	"i"	"˧˨˨"
"切"	"切"	"chi7"	"tɕʰi˧˨˨"		"tɕʰ"	"i"	"˧˨˨"
"截"	"截"	"ci7"	"tɕi˧˨˨"		"tɕ"	"i"	"˧˨˨"
"屑"	"屑"	"chiao7"	"tɕʰyɔ˧˨˨"	"風屑：頭皮屑"	"tɕʰ"	"yɔ"	"˧˨˨"
"結"	"结"	"ci7"	"tɕi˧˨˨"	"一種意思同打za˨˩˩，一種就是正常的打結。"	"tɕ"	"i"	"˧˨˨"
"潔"	"洁"	"ci7"	"tɕi˧˨˨"		"tɕ"	"i"	"˧˨˨"
"噎"	"噎"	"i7"	"ʔi˧˨˨"		"ʔ"	"i"	"˧˨˨"
"搬"	"搬"	"poe1"	"pɵ˦˦"		"p"	"ɵ"	"˦˦"
"般"	"般"	"poe1"	"pɵ˦˦"		"p"	"ɵ"	"˦˦"
"半"	"半"	"poe5"	"pɵ˥˨"		"p"	"ɵ"	"˥˨"
"絆"	"绊"	"pao5"	"pɔ˥˨"		"p"	"ɔ"	"˥˨"
"潘"	"潘"	"phoe1"	"pʰɵ˦˦"		"pʰ"	"ɵ"	"˦˦"
"拚"	"拚"	"phen1"	"pʰəŋ˦˦"		"pʰ"	"əŋ"	"˦˦"
"判"	"判"	"phoe5"	"pʰɵ˥˨"		"pʰ"	"ɵ"	"˥˨"
"盤"	"盘"	"boe2"	"bɵ˧˩"		"b"	"ɵ"	"˧˩"
"伴"	"伴"	"boe2"	"bɵ˧˩"		"b"	"ɵ"	"˧˩"
"伴"	"伴"	"boe6"	"bɵ˨˨"	"相伴"	"b"	"ɵ"	"˨˨"
"叛"	"叛"	"boe4"	"bɵ˩˧"		"b"	"ɵ"	"˩˧"
"叛"	"叛"	"boe6"	"bɵ˨˨"		"b"	"ɵ"	"˨˨"
"瞞"	"瞒"	"moe2"	"mɵ˧˩"		"m"	"ɵ"	"˧˩"
"饅"	"馒"	"mao2"	"mɔ˧˩"		"m"	"ɔ"	"˧˩"
"滿"	"满"	"moe4"	"mɵ˩˧"		"m"	"ɵ"	"˩˧"
"漫"	"漫"	"moe6"	"mɵ˨˨"		"m"	"ɵ"	"˨˨"
"幔"	"幔"	"moe6"	"mɵ˨˨"		"m"	"ɵ"	"˨˨"
"端"	"端"	"toe1"	"tɵ˦˦"		"t"	"ɵ"	"˦˦"
"短"	"短"	"toe3"	"tɵ˧˥"		"t"	"ɵ"	"˧˥"
"斷"	"断"	"doe4"	"dɵ˩˧"		"d"	"ɵ"	"˩˧"
"斷"	"断"	"dan4"	"daŋ˩˧"		"d"	"aŋ"	"˩˧"
"鍛"	"锻"	"toe5"	"tɵ˥˨"		"t"	"ɵ"	"˥˨"
"團"	"团"	"doe2"	"dɵ˧˩"		"d"	"ɵ"	"˧˩"
"斷"	"断"	"dan6"	"daŋ˨˨"		"d"	"aŋ"	"˨˨"
"段"	"段"	"dan6"	"daŋ˨˨"		"d"	"aŋ"	"˨˨"
"段"	"段"	"doe6"	"dɵ˨˨"	"段用：沒用"	"d"	"ɵ"	"˨˨"
"緞"	"缎"	"doe6"	"dɵ˨˨"		"d"	"ɵ"	"˨˨"
"暖"	"暖"	"noe4"	"nɵ˩˧"		"n"	"ɵ"	"˩˧"
"暖"	"暖"	"nan4"	"naŋ˩˧"		"n"	"aŋ"	"˩˧"
"鸞"	"鸾"	"loe2"	"lɵ˧˩"		"l"	"ɵ"	"˧˩"
"□"	"□"	"loe1"	"lɵ˦˦"	"繞一圈"	"ʔl"	"ɵ"	"˦˦"
"卵"	"卵"	"loe4"	"lɵ˩˧"		"l"	"ɵ"	"˩˧"
"卵"	"卵"	"lan4"	"laŋ˩˧"		"l"	"aŋ"	"˩˧"
"亂"	"乱"	"loe6"	"lɵ˨˨"		"l"	"ɵ"	"˨˨"
"鑽"	"钻"	"tsoe1"	"tsɵ˦˦"		"ts"	"ɵ"	"˦˦"
"纂"	"纂"	"tsoe3"	"tsɵ˧˥"		"ts"	"ɵ"	"˧˥"
"鑽"	"钻"	"tsoe5"	"tsɵ˥˨"		"ts"	"ɵ"	"˥˨"
"竄"	"窜"	"tshoe5"	"tsʰɵ˥˨"		"tsʰ"	"ɵ"	"˥˨"
"酸"	"酸"	"soe1"	"sɵ˦˦"		"s"	"ɵ"	"˦˦"
"算"	"算"	"soe5"	"sɵ˥˨"		"s"	"ɵ"	"˥˨"
"蒜"	"蒜"	"soe5"	"sɵ˥˨"		"s"	"ɵ"	"˥˨"
"官"	"官"	"kiu1"	"ky˦˦"		"k"	"y"	"˦˦"
"觀"	"观"	"kiu1"	"ky˦˦"		"k"	"y"	"˦˦"
"冠"	"冠"	"kiu1"	"ky˦˦"		"k"	"y"	"˦˦"
"管"	"管"	"kiu3"	"ky˧˥"		"k"	"y"	"˧˥"
"館"	"馆"	"kiu3"	"ky˧˥"		"k"	"y"	"˧˥"
"冠"	"冠"	"kiu5"	"ky˥˨"		"k"	"y"	"˥˨"
"觀"	"观"	"kiu5"	"ky˥˨"		"k"	"y"	"˥˨"
"灌"	"灌"	"kiu5"	"ky˥˨"		"k"	"y"	"˥˨"
"罐"	"罐"	"kiu5"	"ky˥˨"		"k"	"y"	"˥˨"
"貫"	"贯"	"kiu5"	"ky˥˨"		"k"	"y"	"˥˨"
"寬"	"宽"	"khuao1"	"kʰuɔ˦˦"		"kʰ"	"uɔ"	"˦˦"
"款"	"款"	"khoe3"	"kʰɵ˧˥"		"kʰ"	"ɵ"	"˧˥"
"玩"	"玩"	"gniu2"	"ȵy˧˩"		"ȵ"	"y"	"˧˩"
"歡"	"欢"	"shiu1"	"ɕy˦˦"		"ɕ"	"y"	"˦˦"
"喚"	"唤"	"shiu5"	"ɕy˥˨"		"ɕ"	"y"	"˥˨"
"煥"	"焕"	"shiu5"	"ɕy˥˨"		"ɕ"	"y"	"˥˨"
"桓"	"桓"	"yu2"	"jy˧˩"		"j"	"y"	"˧˩"
"完"	"完"	"gniu2"	"ȵy˧˩"	"喫完罷"	"ȵ"	"y"	"˧˩"
"完"	"完"	"yu2"	"jy˧˩"		"j"	"y"	"˧˩"
"丸"	"丸"	"yu3"	"jy˧˥"		"j"	"y"	"˧˥"
"紈"	"纨"	"yu2"	"jy˧˩"		"j"	"y"	"˧˩"
"緩"	"缓"	"yu4"	"jy˩˧"		"j"	"y"	"˩˧"
"皖"	"皖"	"uao3"	"ʔuɔ˧˥"		"ʔ"	"uɔ"	"˧˥"
"皖"	"皖"	"vao4"	"vɔ˩˧"		"v"	"ɔ"	"˩˧"
"換"	"换"	"wao6"	"ɦuɔ˨˨"		"ɦ"	"uɔ"	"˨˨"
"豌"	"豌"	"iu3"	"ʔy˧˥"		"ʔ"	"y"	"˧˥"
"碗"	"碗"	"iu3"	"ʔy˧˥"		"ʔ"	"y"	"˧˥"
"腕"	"腕"	"uao5"	"ʔuɔ˥˨"		"ʔ"	"uɔ"	"˥˨"
"鰥"	"鳏"	"kuao1"	"kuɔ˦˦"		"k"	"uɔ"	"˦˦"
"幻"	"幻"	"uao3"	"ʔuɔ˧˥"		"ʔ"	"uɔ"	"˧˥"
"篡"	"篡"	"tshoe3"	"tsʰɵ˧˥"		"tsʰ"	"ɵ"	"˧˥"
"撰"	"撰"	"zoe4"	"zɵ˩˧"		"z"	"ɵ"	"˩˧"
"閂"	"闩"	"soe1"	"sɵ˦˦"		"s"	"ɵ"	"˦˦"
"拴"	"拴"	"soe1"	"sɵ˦˦"		"s"	"ɵ"	"˦˦"
"涮"	"涮"	"soe5"	"sɵ˥˨"		"s"	"ɵ"	"˥˨"
"關"	"关"	"kuao1"	"kuɔ˦˦"		"k"	"uɔ"	"˦˦"
"慣"	"惯"	"kuao5"	"kuɔ˥˨"		"k"	"uɔ"	"˥˨"
"頑"	"顽"	"wao2"	"ɦuɔ˧˩"		"ɦ"	"uɔ"	"˧˩"
"還"	"还"	"ghao2"	"ɦɔ˧˩"		"ɦ"	"ɔ"	"˧˩"
"還"	"还"	"vao2"	"vɔ˧˩"		"v"	"ɔ"	"˧˩"
"還"	"还"	"wao2"	"ɦuɔ˧˩"		"ɦ"	"uɔ"	"˧˩"
"環"	"环"	"wao2"	"ɦuɔ˧˩"		"ɦ"	"uɔ"	"˧˩"
"患"	"患"	"wao6"	"ɦuɔ˨˨"		"ɦ"	"uɔ"	"˨˨"
"宦"	"宦"	"wao6"	"ɦuɔ˨˨"		"ɦ"	"uɔ"	"˨˨"
"彎"	"弯"	"uao1"	"ʔuɔ˦˦"		"ʔ"	"uɔ"	"˦˦"
"灣"	"湾"	"uao1"	"ʔuɔ˦˦"		"ʔ"	"uɔ"	"˦˦"
"戀"	"恋"	"li6"	"li˨˨"		"l"	"i"	"˨˨"
"痊"	"痊"	"chiu1"	"tɕʰy˦˦"		"tɕʰ"	"y"	"˦˦"
"全"	"全"	"yu2"	"jy˧˩"		"j"	"y"	"˧˩"
"泉"	"泉"	"yu2"	"jy˧˩"		"j"	"y"	"˧˩"
"宣"	"宣"	"shiu1"	"ɕy˦˦"		"ɕ"	"y"	"˦˦"
"選"	"选"	"shiu3"	"ɕy˧˥"		"ɕ"	"y"	"˧˥"
"旋"	"旋"	"yu2"	"jy˧˩"		"j"	"y"	"˧˩"
"旋"	"旋"	"yu6"	"jy˨˨"		"j"	"y"	"˨˨"
"鏇"	"碹"	"yu6"	"jy˨˨"		"j"	"y"	"˨˨"
"轉"	"转"	"ciu3"	"tɕy˧˥"		"tɕ"	"y"	"˧˥"
"轉"	"转"	"ciu5"	"tɕy˥˨"		"tɕ"	"y"	"˥˨"
"傳"	"传"	"jiu2"	"dʑy˧˩"		"dʑ"	"y"	"˧˩"
"傳"	"传"	"ciu6"	"tɕy˨˨"		"tɕ"	"y"	"˨˨"
"椽"	"椽"	"jiu2"	"dʑy˧˩"		"dʑ"	"y"	"˧˩"
"篆"	"篆"	"jiu4"	"dʑy˩˧"		"dʑ"	"y"	"˩˧"
"專"	"专"	"ciu1"	"tɕy˦˦"		"tɕ"	"y"	"˦˦"
"磚"	"砖"	"ciu1"	"tɕy˦˦"		"tɕ"	"y"	"˦˦"
"川"	"川"	"chiu1"	"tɕʰy˦˦"		"tɕʰ"	"y"	"˦˦"
"穿"	"穿"	"chiu1"	"tɕʰy˦˦"		"tɕʰ"	"y"	"˦˦"
"□"	"□"	"tshon1"	"tsʰoŋ˦˦"	"吳語學堂的溫州作穿，是伸、穿的意思"	"tsʰ"	"oŋ"	"˦˦"
"喘"	"喘"	"chiu3"	"tɕʰy˧˥"		"tɕʰ"	"y"	"˧˥"
"舛"	"舛"	"chiu3"	"tɕʰy˧˥"		"tɕʰ"	"y"	"˧˥"
"串"	"串"	"chiu5"	"tɕʰy˥˨"		"tɕʰ"	"y"	"˥˨"
"串"	"串"	"tshon5"	"tsʰoŋ˥˨"		"tsʰ"	"oŋ"	"˥˨"
"船"	"船"	"yu2"	"jy˧˩"		"j"	"y"	"˧˩"
"軟"	"软"	"gniu4"	"ȵy˩˧"		"ȵ"	"y"	"˩˧"
"捲"	"卷"	"ciu3"	"tɕy˧˥"		"tɕ"	"y"	"˧˥"
"眷"	"眷"	"ciu5"	"tɕy˥˨"		"tɕ"	"y"	"˥˨"
"卷"	"卷"	"ciu5"	"tɕy˥˨"		"tɕ"	"y"	"˥˨"
"絹"	"绢"	"ciu5"	"tɕy˥˨"		"tɕ"	"y"	"˥˨"
"圈"	"圈"	"chiu1"	"tɕʰy˦˦"		"tɕʰ"	"y"	"˦˦"
"權"	"权"	"jiu2"	"dʑy˧˩"		"dʑ"	"y"	"˧˩"
"拳"	"拳"	"jiu2"	"dʑy˧˩"		"dʑ"	"y"	"˧˩"
"鬈"	"鬈"	"jiu2"	"dʑy˧˩"		"dʑ"	"y"	"˧˩"
"圈"	"圈"	"chiu1"	"tɕʰy˦˦"		"tɕʰ"	"y"	"˦˦"
"倦"	"倦"	"jiu6"	"dʑy˨˨"		"dʑ"	"y"	"˨˨"
"員"	"员"	"yu2"	"jy˧˩"		"j"	"y"	"˧˩"
"圓"	"圆"	"yu2"	"jy˧˩"		"j"	"y"	"˧˩"
"院"	"院"	"yu6"	"jy˨˨"	"未有婚嫁的女生(也可用來調侃宅男)"	"j"	"y"	"˨˨"
"緣"	"缘"	"yu2"	"jy˧˩"		"j"	"y"	"˧˩"
"沿"	"沿"	"shi1"	"ɕi˦˦"	"吳語學堂有此音，韻書未見"	"ɕ"	"i"	"˦˦"
"沿"	"沿"	"ji2"	"dʑi˧˩"		"dʑ"	"i"	"˧˩"
"鉛"	"铅"	"kha5"	"kʰa˥˨"	"鉛角：硬幣"	"kʰ"	"a"	"˥˨"
"捐"	"捐"	"ciu1"	"tɕy˦˦"		"tɕ"	"y"	"˦˦"
"兗"	"兖"	"vao2"	"vɔ˧˩"		"v"	"ɔ"	"˧˩"
"反"	"反"	"fao3"	"fɔ˧˥"		"f"	"ɔ"	"˧˥"
"翻"	"翻"	"fao1"	"fɔ˦˦"		"f"	"ɔ"	"˦˦"
"番"	"番"	"fao1"	"fɔ˦˦"		"f"	"ɔ"	"˦˦"
"販"	"贩"	"fao5"	"fɔ˥˨"		"f"	"ɔ"	"˥˨"
"煩"	"烦"	"vao2"	"vɔ˧˩"		"v"	"ɔ"	"˧˩"
"礬"	"矾"	"vao2"	"vɔ˧˩"		"v"	"ɔ"	"˧˩"
"繁"	"繁"	"vao2"	"vɔ˧˩"		"v"	"ɔ"	"˧˩"
"藩"	"藩"	"fao1"	"fɔ˦˦"		"f"	"ɔ"	"˦˦"
"藩"	"藩"	"vao2"	"vɔ˧˩"		"v"	"ɔ"	"˧˩"
"飯"	"饭"	"vao6"	"vɔ˨˨"		"v"	"ɔ"	"˨˨"
"晚"	"晚"	"wao4"	"ɦuɔ˩˧"		"ɦ"	"uɔ"	"˩˧"
"晚"	"晚"	"mao4"	"mɔ˩˧"		"m"	"ɔ"	"˩˧"
"挽"	"挽"	"mao4"	"mɔ˩˧"		"m"	"ɔ"	"˩˧"
"挽"	"挽"	"wao4"	"ɦuɔ˩˧"		"ɦ"	"uɔ"	"˩˧"
"萬"	"万"	"mao6"	"mɔ˨˨"		"m"	"ɔ"	"˨˨"
"萬"	"万"	"wao6"	"ɦuɔ˨˨"	"萬一"	"ɦ"	"uɔ"	"˨˨"
"勸"	"劝"	"chiu5"	"tɕʰy˥˨"		"tɕʰ"	"y"	"˥˨"
"券"	"券"	"chiu5"	"tɕʰy˥˨"		"tɕʰ"	"y"	"˥˨"
"元"	"元"	"gniu2"	"ȵy˧˩"		"ȵ"	"y"	"˧˩"
"原"	"原"	"gniu2"	"ȵy˧˩"		"ȵ"	"y"	"˧˩"
"源"	"源"	"gniu2"	"ȵy˧˩"		"ȵ"	"y"	"˧˩"
"阮"	"阮"	"gniu4"	"ȵy˩˧"		"ȵ"	"y"	"˩˧"
"願"	"愿"	"gniu6"	"ȵy˨˨"		"ȵ"	"y"	"˨˨"
"喧"	"喧"	"shiu1"	"ɕy˦˦"		"ɕ"	"y"	"˦˦"
"楦"	"楦"	"shiu5"	"ɕy˥˨"		"ɕ"	"y"	"˥˨"
"冤"	"冤"	"iu1"	"y˦˦"	"冤深"	"ʔ"	"y"	"˦˦"
"宛"	"宛"	"iu3"	"y˧˥"		"ʔ"	"y"	"˧˥"
"婉"	"婉"	"iu3"	"y˧˥"		"ʔ"	"y"	"˧˥"
"怨"	"怨"	"iu5"	"y˥˨"		"ʔ"	"y"	"˥˨"
"袁"	"袁"	"yu2"	"jy˧˩"		"j"	"y"	"˧˩"
"園"	"园"	"yu2"	"jy˧˩"	"田"	"j"	"y"	"˧˩"
"援"	"援"	"yu2"	"jy˧˩"		"j"	"y"	"˧˩"
"垣"	"垣"	"yu2"	"jy˧˩"		"j"	"y"	"˧˩"
"遠"	"远"	"yu4"	"jy˩˧"		"j"	"y"	"˩˧"
"涓"	"涓"	"ciu1"	"tɕy˦˦"		"tɕ"	"y"	"˦˦"
"犬"	"犬"	"chiu3"	"tɕʰy˧˥"		"tɕʰ"	"y"	"˧˥"
"懸"	"悬"	"shiu1"	"ɕy˦˦"		"ɕ"	"y"	"˦˦"
"懸"	"悬"	"yu2"	"jy˧˩"		"j"	"y"	"˧˩"
"玄"	"玄"	"yu2"	"jy˧˩"		"j"	"y"	"˧˩"
"縣"	"县"	"yu6"	"jy˨˨"		"j"	"y"	"˨˨"
"眩"	"眩"	"yu6"	"jy˨˨"		"j"	"y"	"˨˨"
"淵"	"渊"	"iu1"	"y˦˦"		"ʔ"	"y"	"˦˦"
"缽"	"钵"	"poe7"	"pɵ˧˨˨"		"p"	"ɵ"	"˧˨˨"
"撥"	"拨"	"poe7"	"pɵ˧˨˨"		"p"	"ɵ"	"˧˨˨"
"潑"	"泼"	"poe7"	"pɵ˧˨˨"		"p"	"ɵ"	"˧˨˨"
"潑"	"泼"	"phoe7"	"pʰɵ˧˨˨"		"pʰ"	"ɵ"	"˧˨˨"
"鈸"	"钹"	"bo8"	"bo˨˩˩"		"b"	"o"	"˨˩˩"
"跋"	"跋"	"boe8"	"bɵ˨˩˩"		"b"	"ɵ"	"˨˩˩"
"末"	"末"	"moe8"	"mɵ˨˩˩"		"m"	"ɵ"	"˨˩˩"
"抹"	"抹"	"moe8"	"mɵ˨˩˩"		"m"	"ɵ"	"˨˩˩"
"沫"	"沫"	"moe8"	"mɵ˨˩˩"		"m"	"ɵ"	"˨˩˩"
"掇"	"掇"	"toe7"	"tɵ˧˨˨"		"t"	"ɵ"	"˧˨˨"
"脫"	"脱"	"thae7"	"tʰɛ˧˨˨"	"脫衣裳"	"tʰ"	"ɛ"	"˧˨˨"
"脫"	"脱"	"thao7"	"tʰɔ˧˨˨"		"tʰ"	"ɔ"	"˧˨˨"
"奪"	"夺"	"dae8"	"dɛ˨˩˩"	"搶"	"d"	"ɛ"	"˨˩˩"
"奪"	"夺"	"doe8"	"dɵ˨˩˩"		"d"	"ɵ"	"˨˩˩"
"捋"	"捋"	"lai8"	"lai˨˩˩"	"揉"	"l"	"ai"	"˨˩˩"
"撮"	"撮"	"tso3"	"tso˧˥"	"一撮"	"ts"	"o"	"˧˥"
"撮"	"撮"	"tsha7"	"tsʰa˧˨˨"	"摘"	"tsʰ"	"a"	"˧˨˨"
"撮"	"撮"	"tsho7"	"tsʰo˧˨˨"	"一撮，少，頭髮一撮厘兒"	"tsʰ"	"o"	"˧˨˨"
"括"	"括"	"khuao7"	"kʰuɔ˧˨˨"		"kʰ"	"uɔ"	"˧˨˨"
"闊"	"阔"	"khuao"	"kʰuɔ"		"kʰ"	"uɔ"	
"豁"	"豁"	"huao7"	"huɔ˧˨˨"		"h"	"uɔ"	"˧˨˨"
"活"	"活"	"wao8"	"ɦuɔ˨˩˩"		"ɦ"	"uɔ"	"˨˩˩"
"斡"	"斡"	"uao7"	"ʔuɔ˧˨˨"		"ʔ"	"uɔ"	"˧˨˨"
"滑"	"滑"	"wao8"	"ɦuɔ˨˩˩"		"ɦ"	"uɔ"	"˨˩˩"
"猾"	"猾"	"wao8"	"ɦuɔ˨˩˩"		"ɦ"	"uɔ"	"˨˩˩"
"挖"	"挖"	"o7"	"ʔo˧˨˨"		"ʔ"	"o"	"˧˨˨"
"挖"	"挖"	"uao7"	"ʔuɔ˧˨˨"		"ʔ"	"uɔ"	"˧˨˨"
"刷"	"刷"	"soe7"	"sɵ˧˨˨"		"s"	"ɵ"	"˧˨˨"
"刮"	"刮"	"kuao7"	"kuɔ˧˨˨"		"k"	"uɔ"	"˧˨˨"
"劣"	"劣"	"le8"	"le˨˩˩"		"l"	"e"	"˨˩˩"
"絕"	"绝"	"yu8"	"jy˨˩˩"		"j"	"y"	"˨˩˩"
"雪"	"雪"	"shiu7"	"ɕy˧˨˨"		"ɕ"	"y"	"˧˨˨"
"輟"	"辍"	"ciu7"	"tɕy˧˨˨"		"tɕ"	"y"	"˧˨˨"
"拙"	"拙"	"ciu7"	"tɕy˧˨˨"		"tɕ"	"y"	"˧˨˨"
"拙"	"拙"	"jiu8"	"dʑy˨˩˩"		"dʑ"	"y"	"˨˩˩"
"說"	"说"	"shiu7"	"ɕy˧˨˨"		"ɕ"	"y"	"˧˨˨"
"悅"	"悦"	"yu8"	"jy˨˩˩"		"j"	"y"	"˨˩˩"
"閲"	"閲"	"yu8"	"jy˨˩˩"		"j"	"y"	"˨˩˩"
"髮"	"发"	"fao7"	"fɔ˧˨˨"		"f"	"ɔ"	"˧˨˨"
"發"	"发"	"fao7"	"fɔ˧˨˨"		"f"	"ɔ"	"˧˨˨"
"伐"	"伐"	"vao8"	"vɔ˨˩˩"		"v"	"ɔ"	"˨˩˩"
"筏"	"筏"	"vao8"	"vɔ˨˩˩"		"v"	"ɔ"	"˨˩˩"
"罰"	"罚"	"vao8"	"vɔ˨˩˩"		"v"	"ɔ"	"˨˩˩"
"襪"	"袜"	"mao8"	"mɔ˨˩˩"		"m"	"ɔ"	"˨˩˩"
"厥"	"厥"	"ciu7"	"tɕy˧˨˨"		"tɕ"	"y"	"˧˨˨"
"孓"	"孓"	"ciu7"	"tɕy˧˨˨"		"tɕ"	"y"	"˧˨˨"
"闕"	"阙"	"ciu7"	"tɕy˧˨˨"		"tɕ"	"y"	"˧˨˨"
"掘"	"掘"	"jiu8"	"dʑy˨˩˩"		"dʑ"	"y"	"˨˩˩"
"橛"	"橛"	"jiu8"	"dʑy˨˩˩"		"dʑ"	"y"	"˨˩˩"
"月"	"月"	"gniu8"	"ȵy˨˩˩"		"ȵ"	"y"	"˨˩˩"
"噦"	"哕"	"oe7"	"ʔɵ˧˨˨"	"嘔吐"	"ʔ"	"ɵ"	"˧˨˨"
"噦"	"哕"	"io7"	"ʔyo˧˨˨"		"ʔ"	"yo"	"˧˨˨"
"越"	"越"	"yu8"	"jy˨˩˩"		"j"	"y"	"˨˩˩"
"曰"	"曰"	"yu8"	"jy˨˩˩"		"j"	"y"	"˨˩˩"
"粵"	"粤"	"yu8"	"jy˨˩˩"		"j"	"y"	"˨˩˩"
"決"	"决"	"ciu6"	"tɕy˨˨"		"tɕ"	"y"	"˨˨"
